турбуленција	turbulɛnt͡sija
осарник	ɔsarnik
џокер	d͡ʒɔkɛr
јагодов	jaɡɔdɔf
сафра	safra
ко	kɔ
одбивност	ɔdbivnɔst
засраменост	zasramɛnɔst
излета	izlɛta
јајцев	jajt͡sɛf
циничност	t͡sinit͡ʃnɔst
кукурек	kukuɾɛk
кујна	kujna
виљушка	viluʃka
тракторски	traktɔrski
книгана	kniɡana
расекува	rasɛkuva
каснатина	kasnatina
испогази	ispɔɡazi
итрец	itrɛt͡s
школа	ʃkɔɫa
несамостојност	nɛsamɔstɔjnɔst
благост	bɫaɡɔst
аптека	aptɛka
гума	ɡuma
блогови	bɫɔɡɔvi
непроменливост	nɛprɔmɛnlivɔst
очовечува	ɔt͡ʃɔvɛt͡ʃuva
сочност	sɔt͡ʃnɔst
сензација	sɛnzat͡sija
немаштија	nɛmaʃtija
прободува	prɔbɔduva
звуков	zvukɔf
блокови	bɫɔkɔvi
другарува	druɡaɾuva
таткоубиство	tatkɔubistvɔ
газдин	ɡazdin
глужд	ɡɫuʃt
гроза	ɡrɔza
долупува	dɔɫupuva
еким	ɛkim
метонимија	mɛtɔnimija
накиснува	nakisnuva
центурија	t͡sɛntuɾija
клумка	kɫumka
домачка	dɔmat͡ʃka
бебешки	bɛbɛʃki
чешки	t͡ʃɛʃki
блескавост	blɛskavɔst
намќорски	namcɔrski
над	nat
топкање	tɔpkaɲɛ
поглода	pɔɡɫɔda
разгаленост	razɡalɛnɔst
запршка	zapr̩ʃka
пресметлив	prɛsmɛtlif
нокширче	nɔkʃirt͡ʃɛ
пиперка	pipɛrka
рема	rɛma
индијка	indijka
напивка	napifka
златен	zɫatɛn
лихварка	lixvarka
дванаесет	dvanaɛsɛt
забелешка	zabɛlɛʃka
мизантропија	mizantrɔpija
памук	pamuk
подотрезни	pɔdɔtrɛzni
испцуе	ispt͡suɛ
сродност	srɔdnɔst
хировитост	xirɔvitɔst
орјати	ɔrjati
тромб	trɔmp
мое	mɔɛ
в	v
врашки	vraʃki
теленце	tɛlɛnt͡sɛ
сливче	slift͡ʃɛ
господство	ɡɔspɔtstvɔ
беда	bɛda
недокажан	nɛdɔkaʒan
царица	t͡saɾit͡sa
постмодерен	pɔstmɔdɛɾɛn
неприкосновеност	nɛprikɔsnɔvɛnɔst
неукрасен	nɛukrasɛn
победа	pɔbɛda
непогода	nɛpɔɡɔda
искреност	iskrɛnɔst
навигациски	naviɡat͡siski
преод	prɛɔt
електроиндустрија	ɛlɛktrɔindustrija
седница	sɛdnit͡sa
сирачки	siɾat͡ʃki
едновременост	ɛdnɔvrɛmɛnɔst
клапнува	kɫapnuva
играчки	iɡrat͡ʃki
сало	saɫɔ
паркче	parkt͡ʃɛ
бесрамница	bɛsramnit͡sa
предавник	prɛdavnik
дотогај	dɔtɔɡaj
пресликува	prɛslikuva
аглутинација	aɡɫutinat͡sija
опуштеност	ɔpuʃtɛnɔst
одвлекува	ɔdvlɛkuva
крв	kr̩f
рамнодушност	ramnɔduʃnɔst
мисирче	misirt͡ʃɛ
резбар	rɛzbar
јадро	jadrɔ
доострува	dɔɔstruva
угледност	uɡlɛdnɔst
олеснителен	ɔlɛsnitɛlɛn
директност	diɾɛktnɔst
пустец	pustɛt͡s
метрика	mɛtrika
поготви	pɔɡɔtvi
вотка	vɔtka
хрватски	xr̩vatski
братоубиство	bratɔubistvɔ
варен	vaɾɛn
сите	sitɛ
обесхрабреност	ɔbɛsxrabrɛnɔst
застудува	zastuduva
гласиште	ɡɫasiʃtɛ
жениве	ʒɛnivɛ
јагленче	jaɡlɛnt͡ʃɛ
фонтови	fɔntɔvi
вари	vaɾi
кромитче	krɔmitt͡ʃɛ
македонче	makɛdɔnt͡ʃɛ
беглост	bɛɡɫɔst
мажот	maʒɔt
турчин	turt͡ʃin
прозрачност	prɔzrat͡ʃnɔst
срценце	sr̩t͡sɛnt͡sɛ
бедро	bɛdrɔ
овоштарство	ɔvɔʃtarstvɔ
одерува	ɔdɛɾuva
ликов	likɔf
шест	ʃɛst
сливов	slivɔf
престојува	prɛstɔjuva
организаторски	ɔrɡanizatɔrski
издлабува	izdɫabuva
одреденост	ɔdrɛdɛnɔst
дошепнува	dɔʃɛpnuva
бодрост	bɔdrɔst
настинува	nastinuva
погодност	pɔɡɔdnɔst
златарка	zɫatarka
непрекинливост	nɛprɛkinlivɔst
несогласност	nɛsɔɡɫasnɔst
испонарача	ispɔnaɾat͡ʃa
потарашка	pɔtaɾaʃka
чешел	t͡ʃɛʃɛɫ
домива	dɔmiva
писмуле	pismulɛ
гнездо	ɡnɛzdɔ
надополнува	nadɔpɔɫnuva
сајбија	sajbija
чиј	t͡ʃij
абаџија	abad͡ʒija
бавнорастечки	bavnɔrastɛt͡ʃki
лопатче	ɫɔpatt͡ʃɛ
користољубивост	kɔɾistɔlubivɔst
предавнички	prɛdavnit͡ʃki
неоран	nɛɔɾan
довиткува	dɔvitkuva
поручек	pɔɾut͡ʃɛk
исушува	isuʃuva
собичка	sɔbit͡ʃka
репрезентациски	rɛprɛzɛntat͡siski
галванизација	ɡaɫvanizat͡sija
осумстотини	ɔsumstɔtini
беспристрасност	bɛspristrasnɔst
пицерија	pit͡sɛɾija
истовременост	istɔvrɛmɛnɔst
запушеност	zapuʃɛnɔst
знаменце	znamɛnt͡sɛ
сонародник	sɔnaɾɔdnik
стакларство	stakɫarstvɔ
прележи	prɛlɛʒi
иселенички	isɛlɛnit͡ʃki
беспредметност	bɛsprɛdmɛtnɔst
дапче	dapt͡ʃɛ
нарцизам	nart͡sizam
мелнички	mɛɫnit͡ʃki
каранфилче	karaɱfiɫt͡ʃɛ
распростре	rasprɔstrɛ
сланинка	sɫaniŋka
модификација	mɔdifikat͡sija
габичка	ɡabit͡ʃka
неодобрен	nɛɔdɔbrɛn
изнакара	iznakaɾa
халуцинација	xaɫut͡sinat͡sija
приклучок	prikɫut͡ʃɔk
поноси	pɔnɔsi
споменичен	spɔmɛnit͡ʃɛn
толеранција	tɔlɛrant͡sija
десетче	dɛsɛtt͡ʃɛ
измамнички	izmamnit͡ʃki
очила	ɔt͡ʃiɫa
кваси	kvasi
пропустливост	prɔpustlivɔst
математичар	matɛmatit͡ʃar
земјоделец	zɛmjɔdɛlɛt͡s
логорува	ɫɔɡɔɾuva
вилушка	viɫuʃka
а	a
секташтво	sɛktaʃtvɔ
мој	mɔj
динамика	dinamika
невоспитаност	nɛvɔspitanɔst
логорски	ɫɔɡɔrski
цртичка	t͡sr̩tit͡ʃka
самостојност	samɔstɔjnɔst
раководител	rakɔvɔditɛɫ
рогат	rɔɡat
хералд	xɛɾaɫt
намолува	namɔɫuva
гајдаџии	ɡajdad͡ʒii
жена	ʒɛna
прекоси	prɛkɔsi
свештеник	svɛʃtɛnik
обновлив	ɔbnɔvlif
страница	stranit͡sa
уличарски	ulit͡ʃarski
ироничност	irɔnit͡ʃnɔst
избезуменост	izbɛzumɛnɔst
пчели	pt͡ʃɛli
мадридски	madritski
животинче	ʒivɔtint͡ʃɛ
малку	maɫku
кризен	krizɛn
свиен	svijɛn
набројува	nabrɔjuva
чиновништво	t͡ʃinɔvniʃtvɔ
посече	pɔsɛt͡ʃɛ
чамец	t͡ʃamɛt͡s
сестра	sɛstra
спроводен	sprɔvɔdɛn
катастарски	katastarski
фиксност	fiksnɔst
бесплодност	bɛspɫɔdnɔst
неопишан	nɛɔpiʃan
плуг	pɫuk
космонаут	kɔsmɔnaut
попречувач	pɔprɛt͡ʃuvat͡ʃ
онеспособеност	ɔnɛspɔsɔbɛnɔst
класификациски	kɫasifikat͡siski
испобрише	ispɔbriʃɛ
поданица	pɔdanit͡sa
соборен	sɔbɔɾɛn
брборење	br̩bɔɾɛɲɛ
спринтер	sprintɛr
неповреден	nɛpɔvrɛdɛn
крокодил	krɔkɔdiɫ
гледа	ɡlɛda
итрост	itrɔst
орасположува	ɔɾaspɔɫɔʒuva
влепува	vlɛpuva
абдикација	abdikat͡sija
јунаштина	junaʃtina
дубаи	dubai
учител	ut͡ʃitɛɫ
исповитка	ispɔvitka
конфузен	kɔɱfuzɛn
волшебност	vɔɫʃɛbnɔst
какофонија	kakɔfɔnija
замолува	zamɔɫuva
кнез	knɛs
хартивче	xartift͡ʃɛ
еволуциски	ɛvɔɫut͡siski
каса	kasa
книжарски	kniʒarski
испрекинатост	isprɛkinatɔst
бадемов	badɛmɔf
природа	priɾɔda
резолуција	rɛzɔɫut͡sija
досушува	dɔsuʃuva
бракови	brakɔvi
перипетија	pɛɾipɛtija
хистерија	xistɛɾija
меѓугенерациски	mɛɟuɡɛnɛrat͡siski
преора	prɛɔɾa
ондека	ɔndɛka
родољубивост	rɔdɔlubivɔst
битола	bitɔɫa
лекомисленост	lɛkɔmislɛnɔst
корито	kɔɾitɔ
прогресија	prɔɡrɛsija
универзитет	univɛrzitɛt
вака	vaka
бананче	banant͡ʃɛ
гуштерски	ɡuʃtɛrski
заедништво	zaɛdniʃtvɔ
безвредност	bɛzvrɛdnɔst
ординарии	ɔrdinaɾii
пицнат	pit͡snat
тркалце	tr̩kaɫt͡sɛ
равенство	ravɛnstvɔ
заостанатост	zaɔstanatɔst
куглање	kuɡɫaɲɛ
белокрилест	bɛɫɔkrilɛst
нанижува	naniʒuva
стринин	strinin
прекрасност	prɛkrasnɔst
гладен	ɡɫadɛn
чаршафче	t͡ʃarʃaft͡ʃɛ
заличува	zalit͡ʃuva
воинственост	vɔinstvɛnɔst
неуништливост	nɛuniʃtlivɔst
сперма	spɛrma
мечта	mɛt͡ʃta
иселеничка	isɛlɛnit͡ʃka
козарски	kɔzarski
недосежност	nɛdɔsɛʒnɔst
прокрварува	prɔkr̩vaɾuva
бавност	bavnɔst
кастрација	kastrat͡sija
јави	javi
изнаврне	iznavr̩nɛ
ишарет	iʃaɾɛt
разлошеност	razɫɔʃɛnɔst
сестринство	sɛstrinstvɔ
превод	prɛvɔt
безопасен	bɛzɔpasɛn
прдеж	pr̩dɛʃ
мечка	mɛt͡ʃka
хрватка	xr̩vatka
џипови	d͡ʒipɔvi
несовпадливост	nɛsɔfpadlivɔst
гласилка	ɡɫasiɫka
регистарски	rɛɡistarski
примарен	primaɾɛn
сопружник	sɔpruʒnik
отпадништво	ɔtpadniʃtvɔ
поставеност	pɔstavɛnɔst
поофка	pɔɔfka
засебност	zasɛbnɔst
јули	juli
левичарка	lɛvit͡ʃarka
дупка	dupka
неразјаснет	nɛrazjasnɛt
хералдика	xɛraɫdika
нелупен	nɛɫupɛn
потресеност	pɔtrɛsɛnɔst
непризнаен	nɛpriznaɛn
спарува	spaɾuva
витка	vitka
здиплува	zdipɫuva
рекламациски	rɛkɫamat͡siski
јаглен	jaɡlɛn
напакува	napakuva
сапунче	sapunt͡ʃɛ
преиначува	prɛinat͡ʃuva
ќуќур	cucur
соленост	sɔlɛnɔst
ќелавост	cɛɫavɔst
испомачка	ispɔmat͡ʃka
јагода	jaɡɔda
грчки	ɡr̩t͡ʃki
сложеност	sɫɔʒɛnɔst
острилка	ɔstriɫka
авионче	avijɔnt͡ʃɛ
разработува	razrabɔtuva
повелбен	pɔvɛɫbɛn
сукало	sukaɫɔ
аташе	ataʃɛ
статичност	statit͡ʃnɔst
обратно	ɔbratnɔ
суверен	suvɛɾɛn
недочитан	nɛdɔt͡ʃitan
разбраност	razbranɔst
болезливост	bɔlɛzlivɔst
епика	ɛpika
кљанкач	klaŋkat͡ʃ
посен	pɔsɛn
врескало	vrɛskaɫɔ
зграда	zɡrada
имитаторка	imitatɔrka
родовник	rɔdɔvnik
меч	mɛt͡ʃ
млеко	mlɛkɔ
мев	mɛf
работничка	rabɔtnit͡ʃka
доручек	dɔɾut͡ʃɛk
стиснува	stisnuva
затегнатост	zatɛɡnatɔst
упропастеност	uprɔpastɛnɔst
зуцне	zut͡snɛ
свирепост	sviɾɛpɔst
еженце	ɛʒɛnt͡sɛ
неодмереност	nɛɔdmɛɾɛnɔst
генетика	ɡɛnɛtika
излапеност	izɫapɛnɔst
семкар	sɛmkar
киселкавост	kisɛɫkavɔst
доѕидува	dɔd͡ziduva
коленце	kɔlɛnt͡sɛ
згрченост	zɡr̩t͡ʃɛnɔst
презакаже	prɛzakaʒɛ
неврологија	nɛvrɔɫɔɡija
анкара	aŋkaɾa
дрвар	dr̩var
грее	ɡrɛɛ
штрк	ʃtr̩k
монаштво	mɔnaʃtvɔ
плиснува	plisnuva
рис	ris
доџвакува	dɔd͡ʒvakuva
неуслужливост	nɛusɫuʒlivɔst
поднавали	pɔdnavali
предок	prɛdɔk
плука	pɫuka
нерастворливост	nɛɾastvɔrlivɔst
подочен	pɔdɔt͡ʃɛn
добришува	dɔbriʃuva
битолчанец	bitɔɫt͡ʃanɛt͡s
зачекорува	zat͡ʃɛkɔɾuva
суптилност	suptiɫnɔst
краварка	kravarka
дотогаш	dɔtɔɡaʃ
прабаба	prababa
аскетство	askɛtstvɔ
бонбона	bɔmbɔna
пиков	pikɔf
ѕвездест	d͡zvɛzdɛst
аписки	apiski
маларичен	maɫaɾit͡ʃɛn
гранка	ɡraŋka
ѕидарски	d͡zidarski
забиберува	zabibɛɾuva
денешница	dɛnɛʃnit͡sa
постелен	pɔstɛlɛn
крава	krava
преноќева	prɛnɔcɛva
рим	rim
опомена	ɔpɔmɛna
фустанче	fustant͡ʃɛ
жито	ʒitɔ
јадрен	jadrɛn
влезен	vlɛzɛn
броење	brɔɛɲɛ
магичност	maɡit͡ʃnɔst
пренапрегне	prɛnaprɛɡnɛ
женана	ʒɛnana
реквием	rɛkvijɛm
штица	ʃtit͡sa
предомислува	prɛdɔmisɫuva
мелничарски	mɛɫnit͡ʃarski
најлонски	najɫɔnski
двесте	dvɛstɛ
мангал	maŋɡaɫ
полугодие	pɔɫuɡɔdijɛ
итност	itnɔst
атина	atina
подбира	pɔdbiɾa
отсекува	ɔtsɛkuva
опортунистички	ɔpɔrtunistit͡ʃki
милијарда	milijarda
полнолетнички	pɔɫnɔlɛtnit͡ʃki
подразбистри	pɔdrazbistri
двополов	dvɔpɔɫɔf
недораснат	nɛdɔɾasnat
недосликан	nɛdɔslikan
преупати	prɛupati
четка	t͡ʃɛtka
роднина	rɔdnina
шеесет	ʃɛɛsɛt
рекреација	rɛkrɛat͡sija
заповедничка	zapɔvɛdnit͡ʃka
возмутува	vɔzmutuva
музичарски	muzit͡ʃarski
ладен	ɫadɛn
џаболебарка	d͡ʒabɔlɛbarka
боцкавост	bɔt͡skavɔst
безрасудност	bɛzrasudnɔst
репродукциски	rɛprɔdukt͡siski
киевски	kijɛfski
нож	nɔʃ
премеле	prɛmɛlɛ
креација	krɛat͡sija
подзамириса	pɔdzamiɾisa
подвозник	pɔdvɔznik
елен	ɛlɛn
бернски	bɛrn̩ski
сонцуле	sɔnt͡sulɛ
адреса	adrɛsa
изведувач	izvɛduvat͡ʃ
двојче	dvɔjt͡ʃɛ
навлажува	navɫaʒuva
топчест	tɔpt͡ʃɛst
вие	vijɛ
подлец	pɔdlɛt͡s
нежив	nɛʒif
девијација	dɛvijat͡sija
лупа	ɫupa
ракавичка	rakavit͡ʃka
испржува	ispr̩ʒuva
здрвеност	zdr̩vɛnɔst
нукуалофански	nukuaɫɔfanski
покајник	pɔkajnik
коприна	kɔprina
оков	ɔkɔf
исцрцорува	ist͡sr̩t͡sɔɾuva
елоквентност	ɛɫɔkvɛntnɔst
деновите	dɛnɔvitɛ
јамајка	jamajka
опашка	ɔpaʃka
црногорка	t͡sr̩nɔɡɔrka
попречен	pɔprɛt͡ʃɛn
зетов	zɛtɔf
безграничност	bɛzɡranit͡ʃnɔst
бисерка	bisɛrka
пргавост	pr̩ɡavɔst
подреденост	pɔdrɛdɛnɔst
денови	dɛnɔvi
самогласка	samɔɡɫaska
затворенички	zatvɔrɛnit͡ʃki
обичен	ɔbit͡ʃɛn
сантиметар	santimɛtar
автомобил	aftɔmɔbiɫ
зашто	zaʃtɔ
тревник	trɛvnik
квадрат	kvadrat
притисочен	pritisɔt͡ʃɛn
гавран	ɡavran
маничен	manit͡ʃɛn
полковник	pɔɫkɔvnik
лимонче	limɔnt͡ʃɛ
беспристраност	bɛspristranɔst
шал	ʃaɫ
пошие	pɔʃijɛ
довек	dɔvɛk
града	ɡrada
неискусност	nɛiskusnɔst
подрум	pɔdrum
сто	stɔ
ограѓе	ɔɡraɟɛ
волов	vɔɫɔf
завие	zavijɛ
трилогија	triɫɔɡija
асоцијација	asɔt͡sijat͡sija
услужливост	usɫuʒlivɔst
леток	lɛtɔk
убоден	ubɔdɛn
шкафче	ʃkaft͡ʃɛ
врв	vr̩f
коскест	kɔskɛst
допукува	dɔpukuva
апостол	apɔstɔɫ
патетичност	patɛtit͡ʃnɔst
несодржајност	nɛsɔdr̩ʒajnɔst
анкарски	aŋkarski
река	rɛka
гејша	ɡɛjʃa
џилит	d͡ʒilit
краткометражен	kratkɔmɛtraʒɛn
делегација	dɛlɛɡat͡sija
агломерација	aɡɫɔmɛrat͡sija
катјон	katjɔn
неспремност	nɛsprɛmnɔst
грамада	ɡramada
цинков	t͡siŋkɔf
деведесет	dɛvɛdɛsɛt
вонредност	vɔnrɛdnɔst
вошка	vɔʃka
поврие	pɔvrijɛ
задремува	zadrɛmuva
трњак	tr̩ɲak
модалност	mɔdaɫnɔst
десетпати	dɛsɛtpati
испоумре	ispɔumrɛ
камшиче	kamʃit͡ʃɛ
брборко	br̩bɔrkɔ
сукња	sukɲa
преплакне	prɛpɫaknɛ
свеќа	svɛca
испогризе	ispɔɡrizɛ
американски	amɛrikanski
жените	ʒɛnitɛ
ѕвездолик	d͡zvɛzdɔlik
студио	studijɔ
бликнува	bliknuva
коски	kɔski
свирач	sviɾat͡ʃ
заврзува	zavr̩zuva
регресија	rɛɡrɛsija
разноликост	raznɔlikɔst
проодува	prɔɔduva
ѕидови	d͡zidɔvi
родина	rɔdina
прелистува	prɛlistuva
индиец	indijɛt͡s
вселена	fsɛlɛna
сликовитост	slikɔvitɔst
барање	baɾaɲɛ
јазик	jazik
конзервација	kɔnzɛrvat͡sija
ушле	uʃlɛ
речник	rɛt͡ʃnik
постојаност	pɔstɔjanɔst
стенографија	stɛnɔɡrafija
истанченост	istant͡ʃɛnɔst
подносливост	pɔdnɔslivɔst
пишувај	piʃuvaj
едначи	ɛdnat͡ʃi
ликвидација	likvidat͡sija
прегрне	prɛɡr̩nɛ
клацка	kɫat͡ska
коа	kɔa
градини	ɡradini
ужас	uʒas
допинг	dɔpiŋk
свидетелство	svidɛtɛɫstvɔ
амстердам	amstɛrdam
зема	zɛma
зебрест	zɛbrɛst
расповие	raspɔvijɛ
