ayam	ʔajɐm
agrikultura	ʔɐɡɾɪxʊltuɾɐ
espiya	ʔespiɐ
villamor	bɪllamoɾ
lantaka	lɐntaxɐʔ
subsidiya	sʊbsɪdiɐ
asungot	ʔɐsuŋot
luyok	lʊjok
mabagyo	mɐbɐɡjo
kabuwanan	kxɐbwɐnɐn
lambanog	lɐmbanoɡ
aplikante	ʔɐplɪxante
kobrador	kxobɾɐdoɾ
damahan	dɐmɐhan
layag	lajɐɡ
bakas	bɐxas
yumi	jumɪʔ
teoriya	teoɾiɐ
bañaga	bɐɲɐɰɐ
habang	habɐŋ
larot	lɐɾot
katarungan	kxɐtɐɾuŋɐn
awanggan	ʔɐwɐŋɡan
laxamana	lɐksɐmanɐ
alimasag	ʔɐlɪmasɐɡ
tseko	t͡ʃexo
olats	ʔolat͡s
bitay	bitaɪ̯
abra	ʔabɾɐ
magbentilador	mɐɡbentɪlɐdoɾ
upa	ʔupɐ
nangka	nɐŋkaʔ
lumalaban	lʊmɐlabɐn
akordeon	ʔɐxoɾdeon
datinguinoo	datɪŋɡɪnoʔo
dueñas	dueɲɐs
sakdal	sɐkdal
lukemya	lʊxemjɐ
sangla	sɐŋlaʔ
humalik	hʊmɐlik
pamahiin	pamɐhiʔɪn
balaong	bɐlaʔoŋ
bumoto	bʊmoto
kulambo	kxʊlɐmboʔ
balakang	bɐlɐxaŋ
bulakan	bʊlaxɐn
administrasyon	ʔɐdmɪnɪstɾɐʃon
baboy	baboɪ̯
dumihan	dʊmɪhan
kapalaran	kxɐpɐlaɾɐn
aksayado	ʔɐksɐjado
inisyatibo	ʔɪnɪʃɐtibo
lugso	lʊɡsoʔ
bitig	bɪtiɡ
musika	musɪxɐ
guro	ɡʊɾoʔ
dalangat	dɐlaŋɐt
lira	liɾɐ
solidum	solidʊm
lantong	lɐntoŋ
baunan	baʔʊnan
pasista	pɐsistɐ
isantabi	ʔɪsɐntɐbi
abolisyon	ʔɐbolɪʃon
kolombiya	kxolumbɪɐ
manrique	mɐnɾixe
bithay	bɪthaɪ̯
mangubra	mɐŋʊbɾa
himuti	hɪmʊtiʔ
portugal	poɾtʊɰal
kamunduhan	kxɐmʊndʊhan
day	daɪ̯
aserbayan	ʔɐseɾbɐjan
gumagad	ɡʊmɐɰad
baliw	bɐliʊ̯
bahaw	bahaʊ̯
taguinod	tɐɰinod
dolar	dolɐɾ
rodriguez	ɾodɾiɰes
tuwang	twaŋ
higsipnayan	hɪɡsɪpnajɐn
taguba	tɐɰubɐ
bungangkahoy	bʊŋɐŋkahoɪ̯
binasa	bɪnasɐ
edukasyon	ʔedʊxɐʃon
ambag	ʔɐmbaɡ
catapang	kxɐtapɐŋ
isnab	ʔɪsnab
laryo	lɐɾjo
baitang	bɐʔɪtaŋ
akala	ʔɐxalɐ
tsokolate	t͡ʃoxolate
aminado	ʔɐmɪnado
lakwatsero	lɐkwɐt͡ʃeɾo
diskriminasyon	dɪskɾɪmɪnɐʃon
alahero	ʔɐlɐheɾo
hamayka	hɐmaɪ̯xɐ
kakayahan	kxɐxɐjɐhan
habid	hɐbid
pari	paɾɪʔ
laruan	laɾʊʔan
nobela	nobelɐ
dalubhalman	dɐlubhɐlman
amilyar	ʔɐmɪljaɾ
karibal	kxɐɾɪbal
indulhensiya	ʔɪndʊlhenʃa
aglahi	ʔɐɡlahɪʔ
megumi	meɰumɪ
bagang	bɐɡʔaŋ
biray	bɪɾaɪ̯
atubili	ʔɐtʊbɪliʔ
hawakan	hɐwɐxan
bulwang	bʊlwaŋ
damahan	dɐmahɐn
dahilig	dɐlɪhiɡ
ayuda	ʔɐjudɐ
balaye	bɐlaje
abakus	ʔabɐxus
instruktor	ʔɪnstɾʊktoɾ
linatoc	lɪnatok
cagao	kxaɰaʊ̯
espina	ʔespinɐ
aduwana	ʔɐdwɐnɐ
lamang	lɐmaŋ
balingot	bɐliŋot
gakgak	ɡɐkɡak
lagaklak	lɐɰɐklak
lugami	lʊɰamɪʔ
pandiwa	pɐndiwɐʔ
indiyana	ʔɪnd͡ʒanɐ
lasunin	lɐsunɪn
king	kxɪŋ
kuha	kxuhɐ
magbubukid	mɐɡbʊbuxɪd
lubog	lʊboɡ
kolado	kxolado
intimidasyon	ʔɪntɪmɪdɐʃon
mangupit	mɐŋupɪt
ipasok	ʔɪpasok
langkas	lɐŋkas
bangungot	bɐŋuŋot
inggit	ʔɪŋɡit
dedikado	dedɪxado
angkin	ʔɐŋkin
tuba	tʊba
kikyam	kxikjɐm
bulati	bʊlate
kuwadra	kwadɾɐ
lumay	lʊmaɪ̯
pusa	pusɐʔ
danumbiling	danumbɪliŋ
apresyasyon	ʔɐpɾeʃɐʃon
himagsik	hɪmɐɡsik
ahunin	ʔɐhunɪn
hagdan	hɐɡdan
magbigay	mɐɡbɪɰaɪ̯
inso	ʔɪnso
lagda	lɐɡdaʔ
kunwari	kxʊnwaɾɪʔ
gumapac	ɡʊmapɐk
karayom	kxɐɾajom
panalangin	pɐnɐlaŋɪn
balat	bɐlat
kilikiti	kxɪlɪxɪtiʔ
anyo	ʔaɲo
iprint	ʔɪpɾint
kyoko	kjoxo
agahas	ʔɐɰahɐs
masangkay	mɐsaŋkaɪ̯
kaibuturan	kxɐʔɪbʊtuɾɐn
dimig	dɪmiɡ
akba	ʔɐkba
anot	ʔɐnot
bitig	bitɪɡ
langaray	lɐŋaɾaɪ̯
indayog	ʔɪndajoɡ
istatwa	ʔɪstatwɐ
laruan	lɐɾʊʔan
hangin	haŋɪn
botohan	botohɐn
ingkorporasyon	ʔɪŋkoɾpoɾɐʃon
natural	nɐtʊɾal
batay	bataɪ̯
amuyong	ʔɐmujoŋ
dangal	dɐŋal
torrecampo	toɾɾexampo
akompanya	ʔɐxumpɐɲa
bungo	bʊŋoʔ
polonya	poloɲɐ
gascon	ɡɐskon
dagipik	dɐɰipɪk
ganoon	ɡɐnon
libre	lɪbɾe
lira	liɾɐʔ
banyaga	bɐɲɐɰɐʔ
binhay	bɪŋhaɪ̯
buson	bʊson
banoglawin	bɐnoɡlawɪn
kaphay	kxɐphaɪ̯
kahalagahan	kxɐhɐlɐɰɐhan
maglabas	mɐɡlɐbas
baba	bɐba
tungaw	tʊŋaʊ̯
basurero	bɐsʊɾeɾo
mabato	mɐbɐto
biniboy	bɪniboɪ̯
uwi	ʔʊiʔ
maglapastangan	mɐɡlɐpɐstaŋɐn
aratiles	ʔɐɾatɪles
lagundi	lɐɰʊndiʔ
segunda	seɰundɐ
tigang	tiɰɐŋ
tumingala	tʊmɪŋɐlaʔ
estola	ʔestolɐ
ekisan	ʔexisɐn
limonada	lɪmonadɐ
simpatiko	sɪmpatɪxo
litigante	lɪtɪɰante
liga	liɰɐ
gayot	ɡɐjot
hikab	hɪxab
kaibuturan	kxaʔɪbʊtuɾɐn
boongaling	booŋɡalɪŋ
bitas	bitɐs
umpisa	ʔumpɪsa
islam	ʔislɐm
mamamangka	mɐmɐmɐŋkaʔ
selular	selulɐɾ
bula	bʊla
hira	hɪɾa
palasihayan	pɐlɐsɪhajɐn
gusot	ɡʊsot
kasiguraduhan	kxɐsɪɰʊɾɐduhɐn
tio	t͡ʃo
itik	ʔitɪk
adiksiyon	ʔɐdɪkʃon
dalok	dɐlok
gilong	ɡɪloŋ
bilyonarya	bɪljonaɾjɐ
hiwa	hiwɐʔ
maghapon	mɐɡhapon
laskuta	lɐskutɐʔ
bulsa	bʊlsa
islandiya	ʔɪsland͡ʒa
onomastika	ʔonomastɪxa
administrador	ʔɐdmɪnɪstɾɐdoɾ
dilihensiya	dɪlɪhenʃa
karerahan	kxaɾeɾɐhan
orendain	ʔoɾendaɪ̯n
daspanin	daspɐnin
supil	supɪl
bantuan	bɐntʊʔan
bayaw	bajaʊ̯
arkeologo	ʔɐɾkeoloɰo
ganta	ɡantɐ
abain	ʔɐbɐʔin
lambak	lɐmbak
ilan	ʔɪlan
hakot	hɐxot
ipatanggal	ʔɪpɐtɐŋɡal
iwi	ʔɪwi
dais	dɐʔis
arsobispado	ʔɐɾsobɪspado
huwepe	hʊepe
alisto	ʔɐlisto
balato	bɐlato
cabral	kxabɾɐl
kuneho	kxʊneho
aplikasyon	ʔɐplɪxɐʃon
linggatong	lɪŋɡatoŋ
dumihan	dumihɐn
kagalingan	kxɐɰɐliŋɐn
gamit	ɡɐmit
balisuplingan	bɐlɪsʊpliŋɐn
koneksiyon	kxonekʃon
lowat	lowɐt
bigamiya	bɪɰɐmiɐ
hukay	huxaɪ̯
luwad	lwad
bulalo	bʊlɐloʔ
anahaw	ʔɐnahaʊ̯
pinaghihinalaan	pɪnɐɡhɪhɪnɐlaɐn
anda	ʔandɐ
dalubhayop	dɐlubhajop
balyena	bɐljenɐ
apalya	ʔɐpɐlja
ligaw	liɰaʊ̯
lumanay	lʊmanaɪ̯
panghimpapawid	pɐŋhɪmpɐpɐwid
luhuran	luhuɾɐn
makati	mɐxatɪ
lumpiya	lumpjaʔ
liwaliw	lɪwɐliʊ̯
diigkasin	dɪʔɪɡkasɪn
sagana	sɐɰanɐ
dita	dɪtaʔ
lanip	lanɪp
kabayanihan	kxɐbɐjɐnihɐn
dakila	dɐxilɐʔ
abakada	ʔɐbɐxadɐ
inana	ʔɪnanɐ
taboy	tɐboɪ̯
mandukot	mɐnduxot
singil	sɪŋil
agingay	ʔɐɰiŋaɪ̯
kuwapaw	kwapaʊ̯
epilepsiya	ʔepɪlepʃa
lukto	lʊktoʔ
limampu	lɪmɐmpuʔ
patiño	pɐtiɲo
bulag	bulɐɡ
baluga	bɐluɰɐʔ
labi	lɐbiʔ
lunsad	lʊnsad
balot	bɐlot
sabunin	sɐbʊnin
isumbong	ʔɪsumboŋ
kaliskis	kxɐlɪskis
gawgaw	ɡaʊ̯ɰaʊ̯
mamimili	mɐmɪmɪli
daniw	dɐniʊ̯
mamasa	mɐmɐsaʔ
bukas	bʊxas
tawanan	tɐwɐnan
inglesera	ʔɪŋɡleseɾɐ
lingming	lɪŋmiŋ
mambola	mɐmbolɐ
bangkuro	bɐŋkuɾo
cinco	siŋko
bodega	bodeɰɐ
mapahiya	mɐpɐhɪaʔ
daldal	dɐldal
abukay	ʔɐbuxaɪ̯
imperyo	ʔɪmpeɾjo
diyan	d͡ʒɐʔan
kumbulsiyon	kxumbʊlʃon
magnanakaw	mɐɡnɐnɐxaʊ̯
busabos	bʊsabos
balakbak	bɐlɐkbak
butod	bʊtod
lista	lɪsta
magarbo	mɐɰaɾbo
gala	ɡalɐ
maburyong	mɐbʊɾjoŋ
ilagay	ʔɪlɐɰaɪ̯
baywang	bewɐŋ
talang	talɐŋ
hagak	haɰɐk
bataw	bataʊ̯
ama	ʔamɐ
disgrasya	dɪsɡɾaʃɐ
halak	hɐlak
ingil	ʔiŋɪl
tupi	tʊpiʔ
gilit	ɡilɪt
bungi	buŋɪʔ
dyipni	d͡ʒipnɪ
simbulan	sɪmbulɐn
ganyak	ɡɐɲak
hirang	hɪɾaŋ
akrostik	ʔɐkɾostɪk
biya	biɐ
paggatas	pɐɡɡatɐs
holdap	holdɐp
maravilla	mɐɾɐbiljɐ
deklarasyon	deklɐɾɐʃon
pagkabuhay	pɐɡkabuhaɪ̯
bati	bɐtiʔ
hiwa	hɪwaʔ
ibaloy	ʔɪbɐloɪ̯
agta	ʔɐɡta
banaag	banɐɐɡ
maghumpay	mɐɡhumpaɪ̯
himpilan	hɪmpɪlan
balnikapnayan	bɐlnɪxɐpnajɐn
dinding	dɪndiŋ
gawi	ɡɐwi
dalubituinan	dɐlubɪtʊʔɪnan
adwana	ʔɐdwanɐ
tunton	tʊnton
embalsamador	ʔembɐlsɐmɐdoɾ
mahiwaga	mɐhɪwaɰɐʔ
bantot	bɐntot
detalyado	detɐljado
alwagi	ʔɐlwaɰɪ
decena	desenɐ
linta	lɪntaʔ
bukayo	bʊxajoʔ
halay	halaɪ̯
kinabukasan	kxɪnabʊxasɐn
pahiyain	pɐhɪɐʔin
linggi	lɪŋɡiʔ
mangoba	mɐŋobɐ
dapithapon	dɐpɪthapon
bakterya	bɐkteɾjɐ
bambang	bɐmbaŋ
magnanay	mɐɡnanaɪ̯
itawit	ʔɪtawɪt
katawan	kxɐtɐwan
abyog	ʔɐbjoɡ
ilong	ʔɪloŋ
sukgisan	sʊkɡisɐn
mandurukot	mɐndʊɾuxot
dausdos	dɐʔʊsdos
himay	himaɪ̯
dampot	dɐmpot
lagpas	lɐɡpas
insesto	ʔɪnsesto
aga	ʔaɰɐ
espantaho	ʔespɐntaho
gambol	ɡɐmbol
pinagtawanan	pɪnaɡtɐwanɐn
drakula	dɾaxʊlɐ
apektado	ʔɐpektado
dagupan	dɐɰupɐn
biyanan	bɪenan
dantay	dɐntaɪ̯
habonero	hɐboneɾo
puntahan	pʊntɐhan
maceda	mɐsedɐ
amatista	ʔɐmɐtistɐ
diplomata	dɪplomɐta
caluya	kxɐlujɐ
topak	topɐk
hagulhol	hɐɰʊlhol
mañago	mɐɲɐɰo
awtoridad	ʔotoɾɪdad
digtalain	dɪɡtalɐʔin
ayungin	ʔɐjuŋɪn
singkit	sɪŋkit
lasa	lasɐʔ
bilyonaryo	bɪljonaɾjo
amoy	ʔɐmoɪ̯
epidemia	ʔepɪdemjɐ
awtismo	ʔaʊ̯tismo
rusya	ɾuʃɐ
gaspang	ɡɐspaŋ
latay	lataɪ̯
gumi	ɡʊmi
lawa	lawɐʔ
ipasagot	ʔɪpɐsɐɰot
basi	basɪʔ
kalinisan	kxɐlɪnisɐn
gapi	ɡɐpiʔ
dagitigilan	dɐɰɪtiɰɪlan
burado	bʊɾado
adorno	ʔɐdoɾno
macadangdang	mɐxɐdaŋdɐŋ
komunyon	kxomʊɲon
pain	paʔɪn
anatomista	ʔɐnɐtomistɐ
abrenica	ʔɐbɾenixɐ
gibay	ɡibaɪ̯
lanab	lanɐb
sentigrado	sentɪɡɾado
nakakaintriga	nɐxɐkɐʔɪntɾiɰɐ
figueroa	fɪɰeɾoɐ
duhat	duhɐt
butudkaphay	bʊtudkɐphaɪ̯
teknolohiya	teknolohiɐ
kalusugan	kxɐlʊsuɰɐn
halukipkip	hɐlʊxɪpkip
edukada	ʔedʊxadɐ
alitangya	ʔɐlɪtɐŋja
kondisyon	kxondɪʃon
litaw	lɪtaʊ̯
ulam	ʔulɐm
labimpito	lɐbimpɪto
taruc	taɾʊk
dampalit	dɐmpɐlit
labandera	lɐbɐndeɾɐ
balintuna	bɐlɪntunɐʔ
kinatawan	kxɪnɐtɐwan
pawisan	pɐwisɐn
interprete	ʔɪnteɾpɾete
osamu	ʔosamʊ
ebidensya	ʔebɪdenʃɐ
imperyalismo	ʔɪmpeɾjɐlismo
balahak	bɐlahɐk
maglantod	mɐɡlɐntod
burloloy	bʊɾloloɪ̯
balisungsong	bɐlɪsʊŋsoŋ
maralit	mɐɾalɪt
irebisa	ʔɪɾebɪsa
dalhin	dɐlhin
hagahas	hɐɰɐhas
puke	puxe
hapag	hɐpaɡ
lupi	lʊpiʔ
aghimuin	ʔɐɡhimʊɪn
lumaban	lʊmabɐn
lukulok	lʊxʊlok
bantulot	bɐntʊlot
giit	ɡiɪt
despertador	despeɾtɐdoɾ
catimbang	kxɐtimbɐŋ
kapakanan	kxɐpɐxɐnan
bantas	bɐntas
lungib	lʊŋib
kalat	kxalɐt
aspekto	ʔɐspekto
agwas	ʔɐɡwas
dilubyo	dɪlubjo
babero	bɐbeɾo
komunismo	kxomʊnismo
setyembre	set͡ʃembɾe
ketong	kxetoŋ
pader	pɐdeɾ
musoleyo	mʊsolejo
asinta	ʔɐsɪnta
badyet	bad͡ʒet
kapag	kxɐpaɡ
arsobispo	ʔɐɾsobispo
amnestiya	ʔɐmnestiɐ
talento	tɐlento
lanuza	lɐnusɐ
gumayak	ɡʊmɐjak
ibagsak	ʔɪbɐɡsak
golondrina	ɡolondɾinɐ
villafranca	bɪllɐfɾaŋkɐ
tatlumpu	tɐtlumpuʔ
dalandan	dɐlɐndan
kimona	kxɪmonɐ
konsultant	kxonsultɐnt
peluka	peɾuxɐ
alinlangan	ʔɐlɪnlaŋɐn
frias	fɾɪɐs
baging	baɰɪŋ
gining	ɡinɪŋ
biki	bixɪʔ
kapok	kxapok
astinggal	ʔɐstɪŋɡal
eskandalosa	ʔeskɐndɐlosɐ
mabitamina	mɐbɪtɐminɐ
pasay	pasaɪ̯
kaniyugan	kxɐɲʊɰɐn
chang	t͡ʃɐŋ
lakip	lɐxip
identipikasyon	ʔɪdentɪpɪxɐʃon
dangkal	dɐŋkal
haplos	hɐplos
makatotohanan	mɐxɐtotohanɐn
kusa	kxusɐʔ
ilocos	ʔɪloxos
amoritis	ʔɐmoɾitɪs
maghati	mɐɡhatɪʔ
manlutac	mɐnlutɐk
balsahan	bɐlsɐhan
samonte	sɐmonte
hakhak	hɐkhak
villamater	bɪllɐmateɾ
bugtong	bʊɡtoŋ
luganggang	lʊŋɡɐɰaŋ
mangamote	mɐŋɐmote
henetika	henetɪxa
bakal	bɐxal
palaka	pɐlɐxaʔ
jalandoni	d͡ʒɐlɐndonɪ
bigamya	bɪɰɐmja
asta	ʔastɐ
magsiwalat	mɐɡsɪwalɐt
ekonomista	ʔexonomistɐ
hampaslupa	hɐmpaslupɐʔ
bungi	bʊŋiʔ
anino	ʔɐnino
kalidad	kxɐlɪdad
lagari	lɐɰɐɾiʔ
abalos	ʔabɐlos
lacap	laxɐp
halihaw	hɐlihaʊ̯
basilan	bɐsilɐn
bathalaan	bɐthɐlaʔɐn
harimanawari	haɾɪmɐnɐwaɾɪʔ
industriyal	ʔɪndʊstɾjal
oliba	ʔolibɐ
gahi	ɡɐhiʔ
piyo	pjoʔ
ayaw	ʔɐjaʊ̯
bisor	bɪsoɾ
maamag	mɐʔamɐɡ
keso	kxeso
entrada	ʔentɾadɐ
amis	ʔɐmis
kilay	kxilaɪ̯
bota	botɐ
bastos	bɐstos
haha	hɐha
aa	ʔɐʔaʔ
lukot	lʊxot
mabuwisit	mɐbwisɪt
lako	lɐxo
mamuhunan	mɐmʊhunɐn
bagkos	bɐɡkos
karton	kxɐɾton
ingat	ʔiŋɐt
bakam	bɐxam
megan	meɰɐn
anwang	ʔɐnwaŋ
eskaparate	ʔeskɐpɐɾate
gatilyo	ɡɐtiljo
liling	lilɪŋ
gumawa	ɡʊmɐwaʔ
pinas	pɪnas
linisan	lɪnɪsan
asim	ʔasɪm
magaling	mɐɰalɪŋ
kailangan	kxɐʔɪlaŋɐn
argente	ʔɐɾhente
kambal	kxambɐl
eskabetse	ʔeskɐbet͡ʃe
liso	lɪsoʔ
tung	tʊŋ
gitlapi	ɡɪtlapɪʔ
latitud	lɐtɪtud
lansangan	lɐnsaŋɐn
apokripos	ʔɐpokɾɪpos
dosis	dosɪs
diskita	dɪskɪta
misteryo	mɪsteɾjo
pacana	pɐxanɐ
aleman	ʔɐleman
barat	bɐɾat
magbaon	mɐɡbaʔon
yalung	jalʊŋ
baliin	bɐliʔɪn
umiskor	ʔʊmɪskoɾ
ignoransiya	ʔɪɡnoɾanʃɐ
daw	daʊ̯
aghimo	ʔɐɡhimoʔ
caguioa	kxɐɰiwɐ
pagtutulungan	pɐɡtʊtʊlʊŋan
ragas	ɾaɰɐs
mababa	mɐbabɐʔ
bomba	bumbɐ
kalapati	kxɐlɐpatɪ
abdurahman	ʔɐbdʊɾahmɐn
gilagiran	ɡɪlɐɰiɾɐn
tang	tɐŋ
amorseko	ʔɐmoɾsexo
mansanitas	mɐnsɐnitɐs
bukal	bʊxal
mamumundok	mamʊmʊndok
lagas	laɰɐs
bernabe	beɾnɐbe
kalat	kxɐlat
tino	tɪnoʔ
palayasin	pɐlɐjasɪn
lagap	lɐɰap
linab	lɪnab
iyak	ʔɪak
fulgencio	fʊlhenʃo
maglingid	mɐɡlɪŋid
akyatan	ʔɐkjatɐn
tanga	tɐŋa
banyo	baɲo
limusina	lɪmʊsinɐ
marungis	mɐɾuŋɪs
halina	hɐlinɐ
amyenda	ʔɐmjendɐ
aktibidad	ʔɐktɪbɪdad
makaako	mɐxɐʔɐxo
dampi	dɐmpiʔ
demanda	demandɐ
lipol	lɪpol
mekanismo	mexɐnismo
bago	baɰo
mamanhikan	mɐmɐŋhixɐn
basta	bɐstaʔ
dalmatika	dɐlmatɪxa
alisagsag	ʔɐlɪsɐɡsaɡ
garchitorena	ɡɐɾt͡ʃɪtoɾenɐ
bitad	bɪtad
bakas	baxɐs
hataw	hataʊ̯
aminin	ʔɐminɪn
makinis	mɐxinɪs
dalaga	dɐlaɰɐ
abusuhin	ʔɐbʊsuhɪn
halili	hɐlilɪ
itali	ʔɪtalɪʔ
pinagtaluhan	pɪnaɡtɐluhɐn
simbahan	sɪmbahɐn
bulanhagui	bʊlɐŋhaɰɪ
gawin	ɡɐwin
akala	ʔɐxalɐʔ
batsoy	bɐt͡ʃoɪ̯
mallorca	mɐlloɾkɐ
bondying	bond͡ʒiŋ
buot	bʊʔot
lalagukan	lɐlɐɰuxɐn
diskarte	dɪskaɾte
bwisit	bwisɪt
linga	liŋɐʔ
liyamado	lɪɐmado
dimig	dimɪɡ
makulit	mɐxʊlit
dalo	dɐlo
basta	bɐsta
kanada	kxɐnɐda
kondensada	kxondensadɐ
dahilan	dɐhɪlan
bayong	bɐjoŋ
puntirya	pʊntɪɾja
takako	tɐxako
iswad	ʔɪswad
bamban	bɐmban
magbabasa	mɐɡbɐbɐsaʔ
payapa	pɐjapɐʔ
batak	batɐk
agimat	ʔɐɰimɐt
imparsiyal	ʔɪmpɐɾʃal
plapla	plaplɐ
hidwaan	hɪdwaʔɐn
abay	ʔabaɪ̯
grumadweyt	ɡɾʊmadweɪ̯t
lubang	lubɐŋ
sanggumay	sɐŋɡumaɪ̯
adlaw	ʔɐdlaʊ̯
gacutan	ɡɐxutɐn
palaboy	pɐlaboɪ̯
depensa	depensɐ
mangalandakan	mɐŋɐlɐndaxɐn
arkila	ʔaɾkɪla
lungkag	lʊŋkaɡ
banoy	banoɪ̯
integrasyon	ʔɪnteɡɾɐʃon
lilik	lilɪk
listahan	lɪstahɐn
balam	balɐm
bungkugan	bʊŋkuɰɐn
gawain	ɡawaʔɪn
mahulog	mɐhuloɡ
kapangyarihan	kxɐpɐŋjɐɾihɐn
inmoralidad	ʔɪmmoɾɐlɪdad
asar	ʔɐsaɾ
halukay	hɐlʊxaɪ̯
dungis	duŋɪs
kimika	kximɪxa
kapanahunan	kxɐpɐnɐhunɐn
daulat	dɐʔʊlat
balbon	bɐlbon
mañalac	mɐɲɐlɐk
rebentador	ɾebentɐdoɾ
halibhib	hɐlɪbhib
lampas	lɐmpas
isabela	ʔɪsɐbelɐ
makibahagi	mɐxɪbɐhaɰɪʔ
iran	ʔɪɾan
interpretasyon	ʔɪnteɾpɾetɐʃon
gastusin	ɡastʊsin
kaberdehan	kxɐbeɾdehan
laslas	lɐslas
lasinggera	lɐsɪŋɡeɾɐ
puson	pʊson
alis	ʔɐlis
gasta	ɡɐsta
yuichiro	jʊɪt͡ʃiɾo
lalan	lɐlan
tanghali	tɐŋhalɪʔ
resistensya	ɾesɪstenʃɐ
bakit	baxet
lintos	lɪntos
malanta	mɐlɐnta
maghilik	mɐɡhɪlik
drama	dɾamɐ
aratilis	ʔɐɾatɪlis
bariles	bɐɾiles
atsi	ʔɐt͡ʃi
batugan	bɐtuɰɐn
baga	bɐɰa
laylo	laɪ̯lo
magaso	mɐɰɐso
hula	hulɐʔ
pipi	pipɪ
bokya	bokjɐʔ
manantan	mɐnantɐn
balwarte	bɐlwaɾte
kasoy	kxɐsoɪ̯
dutaan	dutɐʔɐn
husga	hʊsɡa
mais	mɐʔis
disipulo	dɪsipʊlo
daan	daʔɐn
alikabok	ʔɐlɪxɐbok
gulay	ɡulaɪ̯
liha	lihɐʔ
ahente	ʔɐhente
halea	hɐleja
magbayad	mɐɡbajɐd
tiis	tɪʔis
calingasan	kxɐlɪŋasɐn
lebadura	lebɐduɾɐ
asada	ʔɐsadɐ
edukado	ʔedʊxado
uhaw	ʔʊhaʊ̯
imus	ʔimʊs
hawig	hawɪɡ
hunta	huntɐ
dimailig	dɪmaɪ̯lɪɡ
lawaan	lɐwaʔɐn
idroheno	ʔɪdɾoheno
deposito	deposɪto
pakupya	pɐxʊpjaʔ
audrey	ʔaʊ̯dɾeɪ̯
ikalat	ʔɪxalɐt
editoryal	ʔedɪtoɾjal
daisuke	daɪ̯suxe
nakakaalarma	nɐxɐkɐɐlaɾmɐ
desesperada	desespeɾadɐ
dayalekto	dɐjɐlekto
tuwa	twaʔ
halip	hɐlip
agos	ʔaɰos
pantig	pantɪɡ
bugnot	bʊɡnot
wiski	wiskɪ
dalwa	dɐlwa
bitaog	bɪtaʔoɡ
luoy	lʊʔoɪ̯
himasmas	hɪmɐsmas
dulit	dulɪt
likido	lixɪdo
pagka	pɐɡka
pagsasabansa	pɐɡsɐsɐbɐnsaʔ
makulimlim	mɐxʊlɪmlim
kaban	kxɐban
inunan	ʔɪnunɐn
biray	biɾaɪ̯
liwayway	lɪwaɪ̯waɪ̯
biloy	biloɪ̯
uling	ʔulɪŋ
tapay	tapaɪ̯
agaw	ʔɐɰaʊ̯
buwanan	bwanɐn
biyetnam	bɪetnam
salarin	sɐlɐɾin
apak	ʔɐpak
bunton	bʊnton
magnakaw	mɐɡnaxaʊ̯
ensaymada	ʔensaɪ̯madɐ
lagapak	lɐɰɐpak
timbang	tɪmbaŋ
tonelada	toneladɐ
himutok	hɪmʊtok
batidor	bɐtɪdoɾ
sultana	sʊltanɐ
alay	ʔalaɪ̯
maghabilin	mɐɡhɐbilɪn
beripikahin	beɾɪpɪxɐhin
balasabas	bɐlɐsabɐs
guimaras	ɡɪmɐɾas
dikyam	dɪkjam
suntok	sʊntok
atsuwete	ʔɐt͡ʃʊete
intelihensiya	ʔɪntelɪhenʃa
pinapagtalunan	pɪnapɐɡtɐlʊnan
mariko	mɐɾixo
camarines	kxɐmɐɾines
traydor	tɾaɪ̯doɾ
hupa	hʊpaʔ
kuto	kxʊtoʔ
anakronismo	ʔɐnɐkɾonismo
balaguer	bɐlɐɰeɾ
bikas	bɪxas
mangulabnan	mɐŋʊlabnɐn
usisera	ʔʊsɪseɾɐ
lasenggo	lɐseŋɡo
labawsugnayan	lɐbaʊ̯sʊɡnajɐn
balisa	bɐlisɐ
bayabasan	bɐjɐbasɐn
lain	laɪ̯n
hatimbutod	hatɪmbʊtod
atis	ʔatɪs
impiyerno	ʔɪmpjeɾno
gulyabaw	ɡʊljabaʊ̯
banghay	bɐŋhaɪ̯
inosente	ʔɪnosente
interes	ʔɪnteɾes
villarino	bɪllɐɾino
macasieb	mɐxasɪeb
bali	balɪʔ
magbabaon	nɐɡbɐʔon
kikil	kxixɪl
klima	kxlimɐ
ayta	ʔaɪ̯ta
daong	dɐʔoŋ
dusa	dusɐ
interbensiyon	ʔɪnteɾbenʃon
mukha	mʊkhaʔ
angi	ʔɐŋi
imigrasyon	ʔɪmɪɡɾɐʃon
dalublumutan	dɐlublumʊtan
kita	kɪta
rumupok	ɾʊmʊpok
umalog	ʔʊmɐloɡ
dapdap	dɐpdap
kaibigan	kxaɪ̯bɪɰɐn
burgis	bʊɾɡis
prudente	pɾʊdente
burda	bʊɾda
limpak	lɪmpak
kuting	kxʊtiŋ
balasa	bɐlasɐ
mikiko	mɪxiko
anlaw	ʔɐnlaʊ̯
elastiko	ʔelastɪxo
alyas	ʔɐljas
tansiya	tɐnʃa
alsa	ʔɐlsa
cuasay	kwɐsaɪ̯
arsilya	ʔɐɾsiljɐ
huli	hulɪʔ
buwitre	bwɪtɾe
lukso	lʊkso
aktibista	ʔɐktɪbistɐ
materyalismo	mɐteɾjɐlismo
haba	habɐʔ
utot	ʔʊtot
posas	posɐs
