medd	meːð
rhwydwaith	r̥ʊi̯dwɛθ
baban	baban
pedwar ar ddeg	pɛdwararðeːɡ
grym	ɡrɨ̞m
digalondid	dɪɡalɔndɪd
mapio	mapɔ
hirddydd haf	hɪrðɨ̞ðhaːv
adfeiliadau	advei̯ljada
nghael	ŋ̊aːl
ryseitiau	rəsei̯tjaɨ̯
chusanau	χɨ̞sanaɨ̯
dw i angen condom	duiaŋɡɛnkɔndɔm
cusanau	kɨ̞sanɛ
gyflym	ɡəvlɨ̞m
cyrhaeddaf	kərhaɨ̯ðav
dyddiadau	dəðjadɛ
flynyddoedd	vlənəðɔɨ̯ð
oce	ɔkɛ
ymdrech	əmdrɛχ
ryfelwyr	rəvɛlwɨ̞r
arholiadau	arhɔljada
gwasanaeth	ɡwasanaθ
bwl	bʊl
dyrchafu	dərχavɨ
gynnar	ɡənar
gymorth	ɡəmɔrθ
ry	rɨː
hendrefa	hɛndrɛva
phryfed	frəvɛd
briallen	brɪaɬɛn
trafferthion	trafɛrθjɔn
cyfun	kəvɨ̞n
gwyddbwyll	ɡwɨ̞ðbʊɨ̯ɬ
nhaith	n̥ai̯θ
plygiau	pləɡjɛ
iddewiaeth	ɪðeu̯jɛθ
eiliadau	ei̯ljada
aromatherapyddion	arɔmaθɛrapəðjɔn
gefnau	ɡɛvnɛ
gwyllon	ɡwəɬɔn
sir	siːr
glo	ɡloː
ager	aɡɛr
do	doː
tyllau	təɬaɨ̯
gweinyddiaethau	ɡwei̯nəðjeɨ̯θɛ
wely	wɛlɨ
cyflafar	kəvlavar
gwg	ɡuːɡ
cwestiwn	kwɛsdjʊn
iddewesau	ɪðɛu̯ɛsa
nhro	n̥roː
ymuno	əmɨ̞nɔ
pigau	pɪɡɛ
trafferth	trafarθ
sylw	səlu
adenedigaethau	adɛnɛdɪɡeɨ̯θaɨ̯
maneg	manɛɡ
adara	adara
gest	ɡɛst
wrando	wrandɔ
rhiniart	r̥ɪnjart
chain	χai̯n
hedfan	hɛdvan
cryf	krɨː
tymor	təmɔr
geiriog	ɡei̯rjɔɡ
adeiladwaith	adei̯ladwai̯θ
dyd	dɨːd
awtistiaeth	au̯tɪsdjɛθ
wylio	wɨ̞ljɔ
fewn	vɨ̞u̯n
ddeset	ðɛsɛt
cwtiar	kʊtjar
picl	pɪkl
caffîn	kafiːn
cantor	kantɔr
dyfeiswragedd	dəvei̯swraɡɛð
gwyneth	ɡwɨ̞nɛθ
pedwar ar bymtheg	pɛdwararbəmθaɡ
tra	traː
arfer	arvar
utgyrn	ɨ̞tɡɨ̞rn
gwahanu	ɡwahanɨ
derwyddiaeth	dɛrwəðjɛθ
mae'n ddrwg gen i	maːɨ̯nðruːɡɡɛnɪ
eirin gwlanog	ei̯rɪŋɡwlanɔɡ
gafr	ɡavr
shibwnsyn	ʃɪbʊnsɨ̞n
goddrych	ɡɔðrɨ̞χ
tafodiaith	tavɔdjɛθ
gneuen ffrengig	ɡneɨ̯ɛnfrɛŋɪɡ
sefydlogi	sɛvədlɔɡi
cansai	kansai̯
sach	saːχ
gansai	ɡansai̯
ddolur	ðɔlɨ̞r
cangen	kaŋan
pleidiol	plei̯djɔl
pentref	pɛntrɛ
athrefi	aθrɛvɪ
genwair	ɡɛnwai̯r
clas	klaːs
gwenynen feirch	ɡwɛnənanvei̯rχ
chusanu	χɨ̞sanɨ̞
llenyddiaeth	ɬɛnəðjɛθ
pwnc	pʊŋk
sut dach chi	sɨ̞tdaχχiː
ticio	tɪkɔ
llychlynnaidd	ɬəχlənai̯ð
arth fach	arθvaːχ
habatai	habataɨ̯
brwyn	bruːɨ̯n
nofio	nɔvjɔ
abadau	abadɛ
amodiad	amɔdjad
sioeau	ʃɔɨ̯aɨ̯
picil	pɪkɪl
laned	lanɛd
riliau	rɪljɛ
cyfarthiadau	kəvarθjadɛ
dawns	dau̯ns
pharatoi	faratɔi̯
mlynedd	mlənað
cyfieithydd	kəvjei̯θɨ̞ð
lles	ɬeːs
em	ɛm
traidd	trai̯ð
rhaglen	r̥aɡlɛn
amrywiaeth	amrɨu̯jɛθ
neidiau	nei̯dja
cred	kreːd
lluddias	ɬɨ̞ðjas
ysgrifen	sɡrɪvan
nhroed	n̥roːɨ̯d
gwâl	ɡwaːl
adfer	advɛr
coronafirws	kɔrɔnavɪrʊs
i lawr	ɪlau̯r
ddeuddegfed	ðeɨ̯ðɛɡvad
carai	karai̯
siafio	ʃavjɔ
es	eːs
ail	ai̯l
smwddio	smʊðjɔ
flew	vleːu̯
adenedigaethau	adɛnɛdɪɡeɨ̯θɛ
nghusan	ŋ̊ɨ̞san
picau maen	pɪkɛmaːɨ̯n
peniadau	pɛnjadaɨ̯
adar	adar
cwstard	kʊsdard
trawsenw	trau̯sɛnu
dydw	dədʊ
llygad	ɬɨ̞ɡad
cic	kɪk
ryddid	rəðɪd
llochesau	ɬɔχɛsɛ
atborthion	atbɔrθjɔn
gloch	ɡloːχ
lloegr	ɬɔɨ̯ɡar
ffraeon	freɨ̯ɔn
sawsiau	sau̯ʃɛ
byliau	bəljɛ
blorai	blɔrai̯
ngwyched	ŋwəχɛd
gwelwch	ɡwɛlʊχ
mislif	mɪslɪv
criw	krɪu̯
nghnau cyll	ŋ̊naɨ̯kɨ̞ɬ
adfeilio	advei̯ljɔ
mawl	mau̯l
nheisen	n̥ɪʃɛn
haf	haːv
adlamau	adlama
pydru	pədrɨ
bach	baːχ
drydanwr	drədanʊr
rheiddyn	r̥ei̯ðɨ̞n
echrydu	ɛχrədɨ
llus	ɬɨːs
biau	biːaɨ̯
tharw	θaru
tryfer	trəvɛr
cyflogi	kəvlɔɡi
sylwi	səlwi
argoel	arɡɔɨ̯l
gnau cyll	ɡnaɨ̯kɨ̞ɬ
rhydau	r̥əda
seintiau	sei̯ntja
datblygiad	datbləɡjad
adlefau	adlɛvɛ
sgwariau	sɡwarja
cymedroli	kəmɛdrɔli
llythrennau	ɬəθrɛnaɨ̯
ichwi	ɪχwi
canhwyllau	kanhʊɨ̯ɬaɨ̯
adferiadyddion	advɛrjadəðjɔn
blynedd	blənað
ystlum	əsdlɨ̞m
credit	krɛdɪt
arno	arnɔ
dawn	dau̯n
bwyta	bəta
losinen	lɔʃɪnɛn
cytref	kətrɛv
eleni	ɛlɛnɪ
chaf	χaː
nghynnwrf	ŋ̊ənʊrv
cadair	kadɛr
berf annherfynol	bɛrvanhɛrvənɔl
deg	deːɡ
èll	ɛɬ
trin	triːn
caret	karɛt
achwynydd	aχʊɨ̯njɨ̞ð
adroddiad	adrɔðjad
pryfed	prəvad
desen	dɛsɛn
hosbisau	hɔsbɪsaɨ̯
ynglŷn â	əŋlɨːna
eryri	ɛrəri
daliadau	daljadɛ
beibl	bei̯bl
feirws	vei̯rʊs
arholiad	arhɔljad
saffari	safari
gwyneira	ɡwɨ̞nei̯ra
aromatherapi	arɔmaθɛrapi
cystadlaethau	kəsdadleɨ̯θaɨ̯
agorai	aɡɔrai̯
metelegol	mɛtɛlɛɡɔl
nheigr	n̥ei̯ɡr
talet	talɛt
dosbarthiad	dɔsbarθjad
wain	wai̯n
arna	arna
ngadael	ŋadal
amserlen	amsɛrlɛn
llusen	ɬɨ̞sɛn
ymeifl	əmei̯vl
parhau	parhaɨ̯
feirysau	vei̯rəsɛ
hychod	həχɔd
doir	dɔi̯r
llwgu	ɬʊɡɨ
milcant	milkant
te	teː
hwyaid	hʊɨ̯ɛd
mynachaidd	mənaχai̯ð
thudalen	θɨ̞dalan
tewyn	tɛu̯ɨ̞n
carthen	karθɛn
trafferthu	trafɛrθɨ
heuliog	heɨ̯ljɔɡ
tyst	tɨːsd
hadar	hadar
amrywiol	amrɪu̯jɔl
cymhlethdod	kəmhlɛθdɔd
rhiant	r̥iant
switsh	swɪt͡ʃ
cwb	kʊb
arthan	arθan
dyrysu	dərəsɨ
cathau	kaθaɨ̯
rhisgl	r̥ɪsɡl
paentiau	peɨ̯ntja
olau	ɔlaɨ̯
problem	prɔblam
fyned	vənɛd
rhywbeth	r̥ʊbaθ
thi	θiː
torran	tɔran
eangderau	ɛaŋdɛrɛ
gwynedd	ɡuɨ̯nɛð
dwymyn	dʊɨ̯mɨ̞n
mewnforwyr	mɛu̯nvɔrwɨ̞r
â	a
pryf cop	prɨːkɔp
pwysig	pʊɨ̯sɪɡ
cyfateb	kəvatab
treigladau	treiɡladɛ
llesteiriannau	ɬɛsdei̯rjana
seland newydd	sɛlandnɛu̯ɨ̞ð
ddarlunio	ðarlɨ̞njɔ
allanfa dân	aɬanvadaːn
gwrthryfelwr	ɡʊrθrəvɛlʊr
llesteiriant	ɬɛsdei̯rjant
sodlau	sɔdla
rhwyf	r̥uːɨ̯v
crydiau	krədjaɨ̯
phrysur	frəsɨ̞r
esgidiau	ɛsɡɪdjaɨ̯
dengys	dɛŋɨ̞s
gwialen bysgota	ɡwjalambəsɡɔta
garent	ɡarɛnt
mhencampwriaeth	m̥ɛŋkampʊrjaɨ̯θ
credaf	krɛda
ymrysongar	əmrəsɔŋɡar
degau	dɛɡa
gwernen	ɡwɛrnɛn
glaswellt	ɡlaswɛɬd
ngadael	ŋadaɨ̯l
noli	nɔli
modfedd	mɔdvað
cyfryngwyr	kəvrəŋwɨ̞r
adref	adra
foes	voːɨ̯s
dyna	dɛnɛ
arolygu	arɔləɡɨ
crëyr	krɛɨ̞r
haddo	haðɔ
iasol	jasɔl
cofnod	kɔvnɔd
nghymedrolwyr	ŋ̊əmɛdrɔlwɨ̞r
picwns	pɪkʊns
rai	rai̯
defnyddiau	dɛvnəðjaɨ̯
osgoi	ɔsɡɔi̯
mhrydain	m̥rədai̯n
anghywir	aŋhəu̯ɪr
drysu	drəsɨ
dolïau	dɔlɪɛ
gachai	ɡaχai̯
cowyll	kɔu̯ɨ̞ɬ
goeg	ɡoːɨ̯ɡ
neuaddau	neɨ̯aðɛ
ysgrifennu	əsɡrɪvɛnɨ
gwaedu	ɡweɨ̯dɨ
hesg	heːsɡ
oen	oːɨ̯n
nghorff	ŋ̊ɔrf
claddu	klaðɨ̞
goriad	ɡɔrjad
iselderau	ɪsɛldɛrɛ
gwybodaeth	ɡʊbɔdaɨ̯θ
hatyr	hatɨ̞r
tafwys	tavʊɨ̯s
llungopïwr	ɬɨ̞ŋɡɔpiːʊr
cusan	kɨ̞san
pymtheg	pəmθaɡ
wyt ti'n iawn	uːɨ̯ttiːnjau̯n
gwiwerod	ɡwɪu̯ɛrɔd
llawfeddyg	ɬau̯vɛðɨ̞ɡ
dewis	dɛu̯is
huddygl	hɨ̞ðɨ̞ɡl
adferwr	advɛrʊr
tery	tɛrɨ
cacs bach	kaksbaːχ
nant	nant
llawr	ɬau̯r
drycin	drəkɪn
ngeni	ŋɛnɪ
thalai	θalɛ
wladfa	wladva
adferaf	advɛrav
ffy	fɨː
ysgubor	əsɡɨ̞bɔr
elyn	ɛlɨ̞n
anobeithio	anɔbei̯θjɔ
cymwys	kəmʊɨ̯s
trof	troːv
ffrwyth	fruːɨ̯θ
ngwenoliaid	ŋwɛnɔljai̯d
tri ar hugain	triːarhɪɡai̯n
drwyddedau	drʊɨ̯ðɛda
brawychiaeth	brau̯əχjaɨ̯θ
seren	sɛrɛn
adennill	adɛnɪɬ
gwesty	ɡwɛsdɨ̞
coed afalau	koːɨ̯davalaɨ̯
sgrinio	sɡrinjɔ
gwialen bysgota	ɡwjalɛmbəsɡɔta
llyfrau	ɬəvra
pan	pan
calan	kalan
eled	ɛlɛd
denmarc	dɛnmark
anobaith	anɔbɛθ
thalai	θalai̯
llestr	ɬɛstr
ocsiynau	ɔkʃəna
mango	maŋɡɔ
uchel	ɨ̞χɛl
gronellau	ɡrɔnɛɬa
ffonia	fɔnja
mod	moːd
canais	kanai̯s
boneddigesau	bɔnɛðɪɡɛsaɨ̯
nghestyll	ŋ̊ɛsdɨ̞ɬ
glynol	ɡlənɔl
doer	doːɨ̯r
llefn	ɬɛvn
cynhennu	kənhɛnɨ
canais	kanɛʃ
nos wener	nɔswɛnar
aet	aːɨ̯t
gwres	ɡwreːs
synthesis	sɨ̞nθɛsɪs
diwyd	dɪu̯ɨ̞d
fflamgwr	flamɡʊr
yn union	ənɪnjɔn
sodlau uchel	sɔdlaɨ̞χal
peiriannau llungopïo	pei̯rjanɛɬɨ̞ŋɡɔpiːɔ
afal cariad	avalkarjad
rhywbeth	r̥ɪu̯baθ
nad	nad
nhyn	n̥ɨ̞n
plygio	pləɡjɔ
tachwedd	taχwɛð
nadolig	dɔlɪɡ
thyrrau	θərɛ
adnabyddant	adnabəðant
peidio	peidjɔ
ebargofiant	ɛbarɡɔvjant
llyffant	ɬəfant
llygad	ɬəɡad
mwnci	mʊŋki
canon	kanɔn
peiriannau	pei̯rjanɛ
hiraeth	hɪrɛθ
wyll	wɨ̞ɬ
gwasanaethau	ɡwasaneɨ̯θa
dw i angen meddyg	duiaŋɡɛnmɛðɨ̞ɡ
grwpiau	ɡrʊpjaɨ̯
geffyl	ɡɛfɨ̞l
chawod	χau̯ɔd
gwerddonau	ɡwɛrðɔnɛ
geiriogrwydd	ɡei̯rjɔɡrʊɨ̯ð
felly	ɬɨ̞
gorau	ɡɔrɛ
llythyren	ɬəθərɛn
noeth	noːɨ̯θ
het	hɛt
blawd	blau̯d
gwneud	ɡwneɨ̯d
gwyddau	ɡʊɨ̯ðɛ
phibgorn	fɪbɡɔrn
gwirfoddol	ɡwɪrvɔðɔl
hadolygu	hadɔləɡɨ̞
cyfyng	kəvɨ̞ŋ
canmolwyr	kanmɔlwɨ̞r
eogiaid	ɛɔɡjai̯d
gweled	ɡwɛlɛd
almaeneg	almeɨ̯nɛɡ
felly	vɛɬɨ̞
gafael	ɡavaɨ̯l
torrent	tɔrɛnt
weriniaeth	wɛrɪnjaɨ̯θ
blas	blaːs
nghneuen	ŋ̊neɨ̯an
finegr balsamig	vɪnɛɡrbalsamiɡ
syfl	sɨ̞vl
bachau	baχa
gorchudd	ɡɔrχɪð
cyrhaeddwn	kərhaɨ̯ðʊn
adfyw	advɨ̞u̯
llo	ɬoː
cyfatebiaethau	kəvatɛbjeɨ̯θaɨ̯
ehöeg	ɛhoːɛɡ
ffyrnau	fərnɛ
sothach	sɔθaχ
drwyddedau	drʊɨ̯ðɛdaɨ̯
magnel	maɡnɛl
galan	ɡalan
marus	marɨ̞s
gornest	ɡɔrnɛsd
wnsach	ʊnsaχ
chwedl	χwɛdl
closet	klɔsɛt
sedd	seːð
wrth	ʊrθ
ymadael	əmadal
torch	tɔrχ
hosbis	hɔsbɪs
helynt	hɛlɨ̞nt
boneddigesau	bɔnɛðɪɡɛsɛ
bryniau	brənjɛ
côt	koːt
deler	dɛlɛr
blith	bliːθ
digwyddiad	dɪɡʊi̯ðjad
brydain	brədɛn
degfed	dɛɡvɛd
afan	avan
caredig	karɛdɪɡ
sef	seːv
madfall	madvaɬ
peiriant	pei̯rjant
cwestau	kwɛsdaɨ̯
agor	aɡɔr
glas	ɡlaːs
aelod cynulliad	eɨ̯lɔdkənɨ̞ɬjad
crwth	kruːθ
mrain	mrai̯n
seler	sɛlar
chyrraedd	χəraɨ̯ð
offer	ɔfar
birmingham	bərmɪŋham
brwydrwyr	brʊɨ̯drwɨ̞r
gerllaw	ɡɛrɬau̯
nudden	nɨ̞ðɛn
deulu	deɨ̯lɨ
mercher	mɛrχɛr
holocost	hɔlɔkɔsd
thrwyn	θruːɨ̯n
mach	maːχ
carco	karkɔ
cyrch	kɨ̞rχ
anhawster	anhau̯sdar
gwŷdd	ɡwɨːð
macadelgi	makadɛlɡi
myrddiwn	mərðjʊn
llun y llong	ɬɨːnəɬɔŋ
ameba	amɛba
bin	biːn
i blith	iːbliːθ
gwelais	ɡwɛlɛʃ
talu	talɨ
cloit	klɔi̯t
adeiladweithiau	adei̯ladwei̯θjaɨ̯
ôl	oːl
chaleted	χalɛtɛd
siomau	ʃɔmɛ
dâr	daːr
tonnau	tɔnaɨ̯
cwsmer	kʊsmɛr
gwddf	ɡʊðʊv
acen ddisgynedig	akɛnðɪsɡənɛdɪɡ
dro	droː
deli	dɛlɨ̞
lawn	lau̯n
nghawod	ŋ̊au̯ɔd
chell	χɛɬ
dreidl	drei̯dl
dug	dɨːɡ
motél	mɔtɛl
tewach	tɛu̯aχ
pedwaredd	pɛdwarað
arswydau	arsʊɨ̯dɛ
gofid	ɡɔvɪd
mewn	mɛu̯n
meddiannau	mɛðjanaɨ̯
cor	kɔr
bricsen	brɪksɛn
inni	ɪni
arolygiaethau	arɔləɡjeɨ̯θa
ddeuddeg	ðeɨ̯ðaɡ
rasel	rasal
cneuen gyll	kneɨ̯anɡɨ̞ɬ
brwydrau	brʊɨ̯draɨ̯
dynleiddiad	dɨːnlei̯ðjad
wociau	wɔkjɛ
mewnforyn	mɛu̯nvɔrɨ̞n
gaeaf	ɡeɨ̯av
canaf	kanav
ffionau	fɪɔnɛ
doit	dɔi̯t
lloegr newydd	ɬɔɨ̯ɡrnɛu̯ɨ̞ð
mesur	mɛsɨ̞r
lindys	lɪndɨ̞s
efengylu	ɛvɛŋəlɨ
diwydiant	dɪu̯ɨ̞djant
rewi	rɛu̯i
ddeuddegfed	ðeɨ̯ðɛɡvɛd
chad	χaːd
loegr newydd	lɔɨ̯ɡrnɛu̯ɨ̞ð
mhob	m̥oːb
wiciadur	wɪkjadɨ̞r
cannu	kanɨ̞
symiau	səmjaɨ̯
bôm	boːm
cacha	kaχa
gwyno	ɡʊɨ̯nɔ
breuddwydion	breɨ̯ðʊɨ̯djɔn
agoraf	aɡɔrav
wylio	wɪljɔ
droen	droːɨ̯n
carit	karɪt
gwin	ɡwiːn
aethech	eɨ̯θɛχ
protestant	prɔtɛsdant
geiriau	ɡei̯rja
bant	bant
chrwth	χruːθ
gwyrdd	ɡwɨ̞rð
adlŷn	adlɨːn
braen	braːɨ̯n
glefyd	ɡlɛvɨ̞d
blodfresych	blɔdvrɛsɨ̞χ
arf	arv
heisteddfodau	hei̯sdɛðvɔdɛ
seibiau	sei̯bja
dylid	dəlid
chlybiau	χləbjɛ
chyfarfod	χwarvɔd
jacs	dʒaks
ches	χeːs
band eang	bandeːaŋ
iwerddon	ɪu̯ɛrðɔn
gwen	ɡwɛn
ryseitiau	rəsei̯tjɛ
niwliog	nɪu̯ljɔɡ
amser	amsɛr
cysgiff	kəsɡɪf
eangiadau	ɛaŋjadaɨ̯
waliau	waljaɨ̯
cynorthwywyr	kənɔrθʊɨ̯wɨ̞r
pandemigau	pandɛmɪɡaɨ̯
wyneb	wɨnɛb
stori	sdɔri
drws	druːs
llun	ɬɨːn
ysgwydd	əsɡwɨ̞ð
dillad	dɪɬad
garais	ɡarɛs
bwlgaria	bʊlɡarja
gwylliaid	ɡwɨ̞ɬjai̯d
hyll	hɪɬ
mordydd	mɔrdɨ̞ð
gwystl	ɡwɨ̞sdl
mhethau	m̥ɛθa
ias	jaːs
ymladd	əmlað
gwas	ɡwaːs
ce	keː
plwg	plʊɡ
rhyngwladol	r̥əŋwladɔl
codau	kɔdɛ
tŷ bach	tɨːbaːχ
llethol	ɬɛθɔl
hunion	hɪnjɔn
llamhidydd	ɬamhɪdɨ̞ð
biolegol	bjɔlɛɡɔl
chwyno	χʊɨ̯nɔ
hangharad	haŋharad
alaw	alau̯
chaffi	χafi
sgriniau	sɡrɪnja
loegr	lɔɨ̯ɡr
ychwanegol	əχwanɛɡɔl
ar gof a chadw	arɡoːvaχadu
paneidiau	panei̯djaɨ̯
ynys	ənɨ̞s
metelegwyr	mɛtɛlɛɡwɨ̞r
rhegion	r̥ɛɡjɔn
ugeiniau	ɪɡei̯njɛ
pechadur	pɛχadɨ̞r
mhyliau	m̥əlja
lywydd	ləu̯ɨ̞ð
fforest	fɔrɛst
arolygiadau	arɔləɡjadɛ
gwrthryfelgar	ɡʊrθrəvɛlɡar
eir	ei̯r
crwban	krʊban
benyw	bɛnɨ̞u̯
rhiw	r̥ɪu̯
gneuen gyll	ɡneɨ̯ɛnɡɨ̞ɬ
hyn a hyn	hɨ̞nahɨ̞n
gadael	ɡadɛl
uchaf	əχa
carafannau	karavanaɨ̯
achwynwr	aχʊɨ̯njʊr
gwneud	neɨ̯d
loyw	lɔɨ̯u
braint	brai̯nt
afancod	avaŋkɔd
ynys manaw	ənɨ̞smanau̯
anobeithiol	anɔbei̯θjɔl
her	hɛr
draed	draːɨ̯d
gyfarfod	ɡəvarvɔd
cenhinen bedr	kɛnhɪnambɛdr
cyd	kɨːd
caed	kaːɨ̯d
torren	tɔrɛn
diwedd	dɪu̯að
gwnaeth	ɡwnaːɨ̯θ
deuddeg	deɨ̯ðɛɡ
trwbl	trʊbʊl
i fyny	ɪvənɨ
cant	kant
berw	bɛru
dwywaith	dʊɨ̯wai̯θ
iddyn	ɪðɨ̞n
barnwr	barnʊr
medru	mɛdrɨ
peint	pei̯nt
saint	sai̯nt
thaliadau	θaljadɛ
theyrnaddoliant	θeɨ̯rnaðɔljant
timau	tɪmɛ
yr amwythig	əramʊɨ̯θɪɡ
trwnc	trʊŋk
crynwr	krənʊr
llygota	ɬəɡɔta
diddordeb	dɪðɔrdɛb
aeled	eɨ̯lɛd
troed	troːɨ̯d
i ffwrdd	ɪfʊrð
creder	krɛdɛr
hafodau	havɔda
lased	lasɛd
nhadau	n̥adaɨ̯
gwladfa	ɡwladva
torsen	tɔrsɛn
èdd	ɛð
wiwerod	wɪu̯ɛrɔd
cyngaws	kəŋau̯s
meddiannau	mɛðjanɛ
dod	doːd
cyfrifon	kəvrɪvɔn
est	ɛsd
conwydden	kɔnwəðɛn
blodfresychen	blɔdvrɛsəχan
awgrymog	au̯ɡrəmɔɡ
glust	ɡlɨːst
gwylio	ɡwɨ̞ljɔ
blynyddoedd golau	blənəðɔɨ̯ðɡɔla
melyngoch	mɛləŋɡɔχ
theisen	θei̯ʃɛn
thelyn	θɛlɨn
greda	ɡrɛda
mhaned	m̥anad
mab	maːb
rw	rʊ
i ffwrdd	fʊrð
deugeiniau	dei̯ɡei̯njɛ
trwydded	trʊɨ̯ðɛd
dydd mercher	dɨ̞ðmɛrχɛr
braf	braːv
masgiau	masɡja
chwern	χwɛrn
calsiwm	kalsjʊm
merlyn	mɛrlɨ̞n
h	h
wythongl	ʊɨ̯θɔŋl
flewyn	vlɛu̯ɨ̞n
ffin	fiːn
hwyaden	χwadan
trydydd	trədɨ̞ð
bythynnod	bəθənɔd
ben	bɛn
more	mɔrɛ
mewnrwyd	mɛu̯nrʊɨ̯d
brawychiaeth	brau̯əχjɛθ
darlledu	darɬɛdɨ
acen ddyrchafedig	akɛnðərχavɛdɪɡ
nos fercher	nɔsvɛrχar
aethai	eɨ̯θai̯
aelod o'r senedd	eɨ̯lɔdɔrsɛnɛð
dybarth	dəbarθ
pur	pɨːr
bord	bɔrd
gofio	ɡɔvjɔ
nghlustdlws	ŋ̊lɨ̞sdlʊs
eisteddle	ei̯sdɛðlɛ
brawychiad	brau̯əχjad
bambŵ	bambuː
agerlongau	aɡɛrlɔŋa
cecru	kɛkrɨ
achydd	aχɨ̞ð
technoleg gwybodaeth	tɛχnɔlɛɡɡwɨ̞bɔdɛθ
medru	mɛdri
bendant	bɛndant
grwth	ɡruːθ
chwigain	χwɪɡai̯n
gwymona	ɡwɨ̞mɔna
athrawon	aθrau̯ɔn
merlotwr	mɛrlɔtʊr
twng	tʊŋ
habadaethau	habadeɨ̯θa
sioned	ʃɔnɛd
ricriwtiaid	rɪkrɪu̯tjai̯d
adeiniog	adei̯njɔɡ
ddrama	ðrama
thyrrau	θəraɨ
fẁg	vʊɡ
gwragedd	ɡwraɡað
troid	trɔi̯d
pasta	pasda
ngweriniaethau	ɡwɛrɪnjeɨ̯θaɨ̯
pabyddol	pabəðɔl
gaffai	ɡafai̯
côr y cewri	koːrəkɛu̯ri
parth rhynglanw	parθr̥əŋlanu
athrodi	aθrɔdɨ
annog	anɔɡ
crych	krɨːχ
ffedog	fɛdɔɡ
symudol	səmɨdɔl
brenhines	brɛnhɪnɛs
dryw	drɨu̯
habadaeth	habadɛθ
tales	talɛs
unais	ɨ̞nai̯s
iechyd	jɛχɨ̞d
myfanwy	məvanʊɨ̯
cacynen	kakənɛn
gwâr	ɡwaːr
hiasoer	hjasɔɨ̯r
fys	vɨːs
lu	lɨː
rhywbeth	r̥ɨu̯bɛθ
diwethaf	dɪu̯ɛθav
nerf	nɛrv
fel hyn	vəlɨ̞n
weriniaethau	ɡwɛrɪnjeɨ̯θɛ
oddi	ɔði
faint	vai̯nt
gwylan	ɡʊɨ̯lan
agoret	aɡɔrɛt
arwydd	arwɨ̞ð
ffrwd	fruːd
meddu	mɛðɨ
chusan	χɨ̞san
acti	akti
credo	krɛdɔ
elwyf	ɛlʊɨ̯v
wybodaeth	wɨ̞bɔdaɨ̯θ
bàth	baθ
clicio	klɪkjɔ
cyfrifwr	kəvrɪvʊr
cynyddu	kənəðɨ
chweched	χwɛχad
llonydd	ɬɔnɨ̞ð
galled	ɡaɬɛd
glywed	ɡləu̯ad
chani	χanɪ
lundain	lɨ̞ndɛn
losin	lɔʃɪn
prydain fawr	prədɛnvau̯r
rhywun	r̥ɪu̯ɨ̞n
ionawr	jɔnau̯r
post	poːsd
ddeuddeg	ðeɨ̯ðɛɡ
garais	ɡarɪʃ
mynachaeth	mənaχɛθ
taflu	tavlɨ
heuldro'r gaeaf	heɨ̯ldrɔrɡeɨ̯av
oed	oːɨ̯d
gwlychu	ɡwləχɨ
llwythau	ɬʊɨ̯θaɨ̯
adwaenir	adweɨ̯nɪr
sawsiau	sau̯ʃa
glybiau	ɡləbjɛ
petryalau	pɛtrɨ̞alaɨ̯
dor	dɔr
ceubren	keɨ̯brɛn
dorrid	dɔrɪd
nghadair	ŋ̊adar
gornestau	ɡɔrnɛsdɛ
iasau	jasaɨ̯
hoelio	hɔɨ̯ljɔ
clyw	klɨu̯
stopio	sdɔpjɔ
llurs	ɬɨ̞rs
meiddio	meiðjɔ
llaid	ɬai̯d
peniad	pɛnjad
lechi	lɛχi
neithiwyr	nei̯θjʊɨ̯r
gychwyn	ɡəχwɨ̞n
plygiau	pləɡja
adfeilion	advei̯ljɔn
sesiynau	sɛʃənaɨ̯
ychwanegiad	əχwanɛɡjad
nenmarc	nɛnmark
heuldro'r gaeaf	heɨ̯ldrɔrɡeɨ̯a
tybio	təbjɔ
cydweithiwr	kɨːdwei̯θjʊr
caffed	kafɛd
haen	haːɨ̯n
picls	pɪkls
animeiddwyr	anɪmei̯ðwɨ̞r
ddysgu	ðəsɡɨ̞
pellweledydd	pɛɬwɛlɛdɨ̞ð
arwerthiannau	arwɛrθjanaɨ̯
hirddydd	hɪrðɨ̞ð
adargraffiadau	adarɡrafjada
ar werth	arwɛrθ
deugain	dei̯ɡai̯n
cwstardiau	kʊsdardjɛ
cyfarthiad	kəvarθjad
phrynu	frənɨ
tiroedd	tɪrɔɨ̯ð
ngwin	ŋwiːn
brwydr	brʊɨ̯dr
ngwres	ŋwreːs
trois	trɔi̯ʃ
drysfeydd	drəsveɨ̯ð
mhethau	m̥ɛθɛ
thaliadau	θaljada
peirianneg	pei̯rjanɛɡ
cymhlethdodau	kəmhlɛθdɔdaɨ̯
elet	ɛlɛt
cyfranddeiliaid	kəvranðei̯ljai̯d
gyrru	ɡərɨ
masen	masan
gwaed	ɡwaːi̯d
awstria	au̯strja
dyryslwyn	dərəslʊɨ̯n
cudyn	kɨ̞dɨ̞n
weriniaethau	ɡwɛrɪnjeɨ̯θa
caer gwydion	kaːɨ̯rɡwɨ̞djɔn
cigfran	kɪɡvran
hawl	hau̯l
dyfarnu	dəvarni
fron	vrɔn
diwethaf	dwɪθa
rhacs	r̥aks
gwenwyn	ɡwɛnwɨ̞n
clodforedd	klɔdvɔrɛð
