spesialisointi	ˈspesiˌɑliˌsointi
jäännöksettömästi	ˈjæænnøkˌsettøˌmæsti
sairausloma	ˈsɑirɑˌuslomɑ
ruumis	ˈruumis
voimakaslihaksinen	ˈvoimɑˌkɑsliˌhɑksinen
viikoittainen	ˈviikoitˌtɑinen
muunto	ˈmuunto
pitkittäisharju	ˈpitkitˌtæishɑrju
haaranasta	ˈhɑɑrɑˌnɑstɑ
soittonappi	ˈsoittoˌnɑppi
tohtorinarvo	ˈtohtoriˌnɑrvo
uloslyönti	ˈulosˌlyønti
neilikkaöljy	ˈneilikkɑˌøljy
varhaisaste	ˈvɑrhɑiˌsɑste
myrskyisyys	ˈmyrskyisyys
luottamus	ˈluottɑmus
kansakunta	ˈkɑnsɑˌkuntɑ
palanpainin	ˈpɑlɑnˌpɑinin
seppeleenlasku	ˈseppeˌleenlɑsku
huusi	ˈhuusi
seuranainen	ˈseurɑˌnɑinen
lonka	ˈlonkɑ
rabbiini	ˈrɑbbiini
kiusaantua	ˈkiusɑɑnˌtuɑ
musiikkivideo	ˈmusiikˌkiviˌdeo
vivahteikkuus	ˈvivɑhˌteikkuus
sokeritehdas	ˈsokeriˌtehdɑs
toimitteilla	ˈtoimitˌteillɑ
kesäöljy	ˈkesæˌøljy
laajentua	ˈlɑɑjenˌtuɑ
luontokappale	ˈluontoˌkɑppɑle
saivar	ˈsɑivɑr
sorvi	ˈsorvi
vetelehtijä	ˈveteˌlehtijæ
sametinhieno	ˈsɑmetinˌhieno
kotiseurakunta	ˈkotiˌseurɑˌkuntɑ
olkalaukku	ˈolkɑlɑˌukku
vauvanvaate	ˈvɑuvɑnˌvɑɑte
sähkökatko	ˈsæhkøˌkɑtko
sotahistoria	ˈsotɑˌhistoˌriɑ
suolikaasu	ˈsuoliˌkɑɑsu
sinisarja	ˈsiniˌsɑrjɑ
plektra	ˈplektrɑ
avunpyytäjä	ˈɑvunˌpyytæjæ
varuilleen	ˈvɑruilleen
murrostila	ˈmurrosˌtilɑ
mökeltää	ˈmøkeltææ
purjehduskelpoisuus	ˈpurjehˌduskelˌpoisuus
katuvalo	ˈkɑtuˌvɑlo
rumpukapula	ˈrumpuˌkɑpulɑ
varoituslaukaus	ˈvɑroitusˌlɑukɑus
äänikulissi	ˈæænikuˌlissi
puistošakki	ˈpuistošɑkki
hintatuki	ˈhintɑˌtuki
bernhardilainen	ˈbernhɑrdiˌlɑinen
nitistää	ˈnitistææ
hallintomenettely	ˈhɑllinˌtomeˌnettely
lohkolämmitin	ˈlohkoˌlæmmitin
aikapommi	ˈɑikɑˌpommi
valubetoni	ˈvɑluˌbetoni
kulkuneuvo	ˈkulkuˌneuvo
tilastotulos	ˈtilɑsˌtotulos
groteski	ˈgroteski
ohjelmatoimisto	ˈohjelmɑˌtoimisto
että	ˈettæ
pitkäinen	ˈpitkæinen
lompakko	ˈlompɑkko
käsivarsi	ˈkæsiˌvɑrsi
tulkinnallinen	ˈtulkinˌnɑllinen
allekkainen	ˈɑllekˌkɑinen
ruoansulatuselimistö	ˈruoɑnˌsulɑˌtuseliˌmistø
alakoululainen	ˈɑlɑˌkouluˌlɑinen
karuuntua	ˈkɑruunˌtuɑ
ulkoiluttaa	ˈulkoiˌluttɑɑ
vitsailu	ˈvitsɑilu
rukki	ˈrukki
parisataa	ˈpɑriˌsɑtɑɑ
liikekilpi	ˈliikeˌkilpi
hengitystie	ˈhengiˌtystie
kirjoituslipasto	ˈkirjoiˌtusliˌpɑsto
puolittua	ˈpuolitˌtuɑ
pakkosyöttää	ˈpɑkkoˌsyøttææ
saidasti	ˈsɑidɑsti
sondeerata	ˈsondeeˌrɑtɑ
turruksiin	ˈturruksiin
sähköpostilaatikko	ˈsæhkøˌpostiˌlɑɑtikko
ydinkärki	ˈydinˌkærki
savuporo	ˈsɑvuˌporo
lomakausi	ˈlomɑˌkɑusi
kallistaa	ˈkɑllistɑɑ
siipiratas	ˈsiipiˌrɑtɑs
napukka	ˈnɑpukkɑ
pitkäkaulainen	ˈpitkæˌkɑulɑinen
seitsemässadas	ˈseitseˌmæssɑdɑs
riemurinnoin	ˈriemuˌrinnoin
stereotyyppinen	ˈstereoˌtyyppinen
työttömyyskassa	ˈtyøttøˌmyyskɑssɑ
lasikupu	ˈlɑsiˌkupu
neliömetreittäin	ˈneliøˌmetreittæin
rausku	ˈrɑusku
kauraryyni	ˈkɑurɑˌryyni
sydäninvalidi	ˈsydæˌninvɑˌlidi
klematis	ˈklemɑtis
ruumiillisuus	ˈruumiilˌlisuus
olkatoppaus	ˈolkɑˌtoppɑus
rutikuiva	ˈrutiˌkuivɑ
kuoriaita	ˈkuoriˌɑitɑ
viritystila	ˈviriˌtystilɑ
laikkuinen	ˈlɑikkuinen
rasahtelu	ˈrɑsɑhˌtelu
lyötättää	ˈlyøtættææ
huikentelevasti	ˈhuikenˌteleˌvɑsti
suvaitsevaisuus	ˈsuvɑitseˌvɑisuus
palmunlehti	ˈpɑlmunˌlehti
timpurinkynä	ˈtimpuˌrinkynæ
vihamies	ˈvihɑmies
apposet	ˈɑpposet
fenoli	ˈfenoli
äimä	ˈæimæ
kipparitakki	ˈkippɑriˌtɑkki
hiljattain	ˈhiljɑttɑin
tarmokkuus	ˈtɑrmokkuus
lisäravinto	ˈlisærɑˌvinto
silata	ˈsilɑtɑ
häälyväinen	ˈhæælyˌvæinen
nurinkurinen	ˈnurinˌkurinen
vierintälaakeri	ˈvierintæˌlɑɑkeri
tappioputki	ˈtɑppioˌputki
telakoitua	ˈtelɑˌkoituɑ
neste	ˈneste
perhepäivähoito	ˈperheˌpæivæˌhoito
koenumerokilpi	ˈkoeˌnumeroˌkilpi
ydinammus	ˈydiˌnɑmmus
kuutiollisesti	ˈkuutiˌolliˌsesti
kromata	ˈkromɑtɑ
tuonnemma	ˈtuonnemmɑ
personoituma	ˈpersoˌnoitumɑ
lerpallaan	ˈlerpɑllɑɑn
mineraali	ˈmineˌrɑɑli
kilpailija	ˈkilpɑiˌlijɑ
ystävyydenosoitus	ˈystæˌvyydenoˌsoitus
sähkövastus	ˈsæhkøˌvɑstus
ruuvikiinnitteinen	ˈruuviˌkiinnitˌteinen
oheen	ˈoheen
metsitys	ˈmetsitys
muistutella	ˈmuistuˌtellɑ
orkku	ˈorkku
tiedotus	ˈtiedotus
fataalisesti	ˈfɑtɑɑliˌsesti
suulakihalkio	ˈsuulɑkiˌhɑlkio
nuijakas	ˈnuijɑkɑs
tarkistuslaskenta	ˈtɑrkisˌtuslɑsˌkentɑ
sotilaslääni	ˈsotilɑsˌlææni
syaaniyhdiste	ˈsyɑɑniˌyhdiste
ammattiliitto	ˈɑmmɑttiˌliitto
esiintymistapa	ˈesiintyˌmistɑpɑ
tuotantokausi	ˈtuotɑntoˌkɑusi
pikkusielu	ˈpikkuˌsielu
epäilyttävästi	ˈepæiˌlyttæˌvæsti
lähiopetus	ˈlæhiˌopetus
pähkinänruskea	ˈpæhkiˌnænrusˌkeɑ
polterabend	ˈpolteˌrɑbend
kyhäys	ˈkyhæys
heittolaukaus	ˈheittoˌlɑukɑus
hätäkeino	ˈhætæˌkeino
öljyläikkä	ˈøljyˌlæikkæ
sairaalapaikka	ˈsɑirɑɑlɑˌpɑikkɑ
kirjoituttaa	ˈkirjoiˌtuttɑɑ
ajatuskupla	ˈɑjɑˌtuskuplɑ
vauvanvaunut	ˈvɑuvɑnˌvɑunut
otsa	ˈotsɑ
ahdashenkisesti	ˈɑhdɑsˌhenkiˌsesti
vankeusrangaistus	ˈvɑnkeˌusrɑnˌgɑistus
sosiaalisuus	ˈsosiˌɑɑlisuus
alkulima	ˈɑlkuˌlimɑ
lukutaidoton	ˈlukuˌtɑidoton
puoluesidonnainen	ˈpuoluˌesidonˌnɑinen
limitysten	ˈlimiˌtysten
vihjaus	ˈvihjɑus
heltyä	ˈheltyæ
muukalaislegioona	ˈmuukɑˌlɑislegiˌoonɑ
radioaallot	ˈrɑdioˌɑɑllot
syrjemmällä	ˈsyrjemˌmællæ
lannelaukku	ˈlɑnnelɑˌukku
varaani	ˈvɑrɑɑni
verisuonitukkeuma	ˈveriˌsuonitukˌkeumɑ
korrektisti	ˈkorrekˌtisti
loistevalaisin	ˈloistevɑˌlɑisin
viritysnappula	ˈviriˌtysnɑpˌpulɑ
itäafrikkalainen	ˈitæɑˌfrikkɑˌlɑinen
tunneilmasto	ˈtunneilˌmɑsto
linssistö	ˈlinssistø
jalkaholvi	ˈjɑlkɑˌholvi
erkanee	ˈerkɑnee
sisäministeriö	ˈsisæmiˌnisteˌriø
neurokirurgi	ˈneurokiˌrurgi
antidepressiivi	ˈɑntideˌpressiivi
verorasitus	ˈveroˌrɑsitus
hapsottaa	ˈhɑpsottɑɑ
tekoturkki	ˈtekoˌturkki
panafrikkalainen	ˈpɑnɑˌfrikkɑˌlɑinen
tietolevy	ˈtietoˌlevy
kutsumaton	ˈkutsuˌmɑton
relata	ˈrelɑtɑ
graavi	ˈgrɑɑvi
tilateos	ˈtilɑˌteos
yksioikoisesti	ˈyksiˌoikoiˌsesti
luontoäiti	ˈluontoˌæiti
sormeilla	ˈsormeillɑ
epäreiluus	ˈepæˌreiluus
mistäpäin	ˈmistæpæin
istutussyvyys	ˈistuˌtussyvyys
rikoksenuusija	ˈrikokseˌnuusijɑ
bodari	ˈbodɑri
murrekirjailija	ˈmurrekirˌjɑilijɑ
puutuoli	ˈpuutuoli
jumalaisesti	ˈjumɑˌlɑisesti
vihittää	ˈvihittææ
tilausnäytäntö	ˈtilɑusˌnæytæntø
kipinämikko	ˈkipinæˌmikko
palmunlehvä	ˈpɑlmunˌlehvæ
valtiosopimus	ˈvɑltiˌosoˌpimus
tiedonmuru	ˈtiedonˌmuru
eksentrinen	ˈeksentˌrinen
ilmaantuvuus	ˈilmɑɑnˌtuvuus
hakkuualue	ˈhɑkkuuˌɑlue
silmätauti	ˈsilmæˌtɑuti
nyrpistyä	ˈnyrpisˌtyæ
tolvana	ˈtolvɑnɑ
haukkametsästys	ˈhɑukkɑˌmetsæstys
aivokammio	ˈɑivoˌkɑmmio
deisti	ˈdeisti
tsekata	ˈtsekɑtɑ
verryttely	ˈverrytˌtely
pikkuhiljaa	ˈpikkuˌhiljɑɑ
luulla	ˈluullɑ
margariini	ˈmɑrgɑˌriini
rannemmalla	ˈrɑnnemˌmɑllɑ
hoiperrella	ˈhoiperˌrellɑ
sadekuuro	ˈsɑdeˌkuuro
projektivienti	ˈprojektiˌvienti
tärsky	ˈtærsky
kylänvanhin	ˈkylænˌvɑnhin
kyttäily	ˈkyttæily
kansanvaali	ˈkɑnsɑnˌvɑɑli
rumpupesukone	ˈrumpuˌpesuˌkone
amfibioajoneuvo	ˈɑmfiˌbioˌɑjoˌneuvo
vyötärölinja	ˈvyøtærøˌlinjɑ
päiväapulainen	ˈpæivæˌɑpuˌlɑinen
asosiaalinen	ˈɑsosiˌɑɑlinen
pienimerkityksinen	ˈpieniˌmerkiˌtyksinen
vuosimiljoona	ˈvuosimilˌjoonɑ
määräehto	ˈmææræˌehto
rannemmalle	ˈrɑnnemˌmɑlle
vierailu	ˈvierɑilu
harhaannuttaa	ˈhɑrhɑɑnˌnuttɑɑ
kaivosmies	ˈkɑivosmies
vetypommi	ˈvetyˌpommi
vertailumenetelmä	ˈvertɑiˌlumeneˌtelmæ
kuparijohto	ˈkupɑriˌjohto
kahmalokaupalla	ˈkɑhmɑloˌkɑupɑllɑ
peruskartoitus	ˈperuskɑrˌtoitus
ryöpytä	ˈryøpytæ
komitentti	ˈkomiˌtentti
siirtymävaihe	ˈsiirtymæˌvɑihe
pedanttinen	ˈpedɑntˌtinen
pelehtiä	ˈpelehˌtiæ
henkilökuntaetu	ˈhenkiløˌkuntɑˌetu
puusohva	ˈpuusohvɑ
miehyys	ˈmiehyys
kuusenkäpy	ˈkuusenˌkæpy
open house	ˈopenˈhouse
ukkospuuska	ˈukkosˌpuuskɑ
julistekangas	ˈjulisteˌkɑngɑs
äänivarsi	ˈææniˌvɑrsi
sikopaimen	ˈsikoˌpɑimen
kidutuskammio	ˈkiduˌtuskɑmˌmio
basaltti	ˈbɑsɑltti
nuhteeton	ˈnuhteeton
maitohome	ˈmɑitoˌhome
heinänkorsi	ˈheinænˌkorsi
olkipuriste	ˈolkipuˌriste
kala	ˈkɑlɑ
apinointi	ˈɑpiˌnointi
alppikiipeily	ˈɑlppiˌkiipeily
onkogeeni	ˈonkoˌgeeni
mitalisti	ˈmitɑˌlisti
polkkatukka	ˈpolkkɑˌtukkɑ
kuntoonpano	ˈkuntoonˌpɑno
suojamaadoitus	ˈsuojɑˌmɑɑdoitus
lehmus	ˈlehmus
talollinen	ˈtɑlolˌlinen
nuokuksissa	ˈnuokukˌsissɑ
sinnikäs	ˈsinnikæs
tyydyttävä	ˈtyydytˌtævæ
kruksata	ˈkruksɑtɑ
suosittuus	ˈsuosittuus
bakteeri	ˈbɑkteeri
kaaderipuolue	ˈkɑɑderiˌpuolue
kuninkuus	ˈkuninkuus
pylväsdiagrammi	ˈpylvæsˌdiɑˌgrɑmmi
nykäyksittäin	ˈnykæˌyksittæin
merenkyntäjä	ˈmerenˌkyntæjæ
nuorisopappi	ˈnuorisoˌpɑppi
epäkohta	ˈepæˌkohtɑ
ruumiillistua	ˈruumiilˌlistuɑ
kallovamma	ˈkɑlloˌvɑmmɑ
taistelunhaluinen	ˈtɑisteˌlunhɑˌluinen
nykyhetki	ˈnykyˌhetki
minttutee	ˈminttutee
sinnempää	ˈsinnempææ
valmistusaine	ˈvɑlmistuˌsɑine
lähiluku	ˈlæhiˌluku
kansanmurre	ˈkɑnsɑnˌmurre
vihollisalue	ˈviholˌlisɑˌlue
laitama	ˈlɑitɑmɑ
turveruukku	ˈturveˌruukku
tarjonta	ˈtɑrjontɑ
rantakoivu	ˈrɑntɑˌkoivu
surumielellä	ˈsuruˌmielellæ
romumetalli	ˈromumeˌtɑlli
liuta	ˈliutɑ
ilostua	ˈilosˌtuɑ
fiktio	ˈfiktio
vakio	ˈvɑkio
kellonlyönti	ˈkellonˌlyønti
osittain	ˈosittɑin
talousliitto	ˈtɑlousˌliitto
ponnauttaa	ˈponnɑˌuttɑɑ
savustamo	ˈsɑvusˌtɑmo
myötäsukaan	ˈmyøtæˌsukɑɑn
härmämalikka	ˈhærmæmɑˌlikkɑ
kirjastotiede	ˈkirjɑstoˌtiede
bambukeppi	ˈbɑmbuˌkeppi
urea	ˈureɑ
valtionjohtoinen	ˈvɑltiˌonjohˌtoinen
kohopainokone	ˈkohoˌpɑinoˌkone
joukkotuhoase	ˈjoukˌkotuˌhoɑse
tyyrpuuri	ˈtyyrpuuri
arvokkuus	ˈɑrvokkuus
kielikylpy	ˈkieliˌkylpy
karpalo	ˈkɑrpɑlo
salonki	ˈsɑlonki
jälki-ilmoittautua	ˈjælkiilˌmoittɑuˌtuɑ
hallainen	ˈhɑllɑinen
matalajännite	ˈmɑtɑlɑˌjænnite
rakastajatar	ˈrɑkɑsˌtɑjɑtɑr
tapahtumarikas	ˈtɑpɑhˌtumɑˌrikɑs
kanavoida	ˈkɑnɑˌvoidɑ
verohelpotus	ˈveroˌhelpotus
sotilaskieli	ˈsotilɑsˌkieli
kaappijuoppo	ˈkɑɑppiˌjuoppo
tilastotieteellinen	ˈtilɑstoˌtieteelˌlinen
näyttösuoja	ˈnæyttøˌsuojɑ
oliivipuu	ˈoliiˌvipuu
oopperaorkesteri	ˈoopperɑˌorkesˌteri
epätäsmällisyys	ˈepæˌtæsmælˌlisyys
kavalkadi	ˈkɑvɑlˌkɑdi
mieskunto	ˈmieskunto
ylikoulutus	ˈyliˌkoulutus
mahdikas	ˈmɑhdikɑs
kokouma	ˈkokoumɑ
itsehalveksinta	ˈitseˌhɑlvekˌsintɑ
viivästyä	ˈviivæsˌtyæ
meininki	ˈmeininki
kuva-ala	ˈkuvɑɑlɑ
utaretulehdus	ˈutɑˌretuˌlehdus
kätevä	ˈkætevæ
skotooma	ˈskotoomɑ
tarkkailu	ˈtɑrkkɑilu
akanvirta	ˈɑkɑnˌvirtɑ
liosta	ˈliostɑ
kenkärasva	ˈkenkæˌrɑsvɑ
hihhuloida	ˈhihhuˌloidɑ
lapsenpiika	ˈlɑpsenˌpiikɑ
säteilyhiukkanen	ˈsæteiˌlyhiˌukkɑnen
tallaaja	ˈtɑllɑɑjɑ
vimmaisuus	ˈvimmɑisuus
siivo	ˈsiivo
suolisaivartaja	ˈsuoliˌsɑivɑrˌtɑjɑ
vuosikorjaus	ˈvuosiˌkorjɑus
sarvipöllö	ˈsɑrviˌpøllø
sarvikuono	ˈsɑrviˌkuono
trauma	ˈtrɑumɑ
elovalkea	ˈeloˌvɑlkeɑ
synnytyspahka	ˈsynnyˌtyspɑhkɑ
heijastekipu	ˈheijɑsˌtekipu
verraton	ˈverrɑton
työväsymys	ˈtyøvæˌsymys
kiihkoton	ˈkiihkoton
tipahdus	ˈtipɑhdus
pakkaskeli	ˈpɑkkɑsˌkeli
alaviite	ˈɑlɑˌviite
ylevähenkinen	ˈylevæˌhenkinen
kukkasommitelma	ˈkukkɑˌsommiˌtelmɑ
turistirysä	ˈturisˌtirysæ
tanssitella	ˈtɑnssiˌtellɑ
kimallella	ˈkimɑlˌlellɑ
äänneopillinen	ˈæænneoˌpillinen
kiinnityslaina	ˈkiinnitysˌlɑinɑ
varpaillakäynti	ˈvɑrpɑilˌlɑkæˌynti
tanssilaulu	ˈtɑnssiˌlɑulu
ketjuvälityksinen	ˈketjuˌvæliˌtyksinen
ylihuomenissa	ˈyliˌhuomeˌnissɑ
pauhu	ˈpɑuhu
silmämääräisesti	ˈsilmæˌmææræiˌsesti
lieska	ˈlieskɑ
saos	ˈsɑos
poikamies	ˈpoikɑmies
pyhimyskehä	ˈpyhiˌmyskehæ
valmistuspaikka	ˈvɑlmistusˌpɑikkɑ
mainostoimittaja	ˈmɑinosˌtoimitˌtɑjɑ
palkkalista	ˈpɑlkkɑˌlistɑ
venekansa	ˈveneˌkɑnsɑ
rintamakirjeenvaihtaja	ˈrintɑmɑˌkirjeenˌvɑihtɑjɑ
irstailu	ˈirstɑilu
autokyyti	ˈɑutoˌkyyti
punamultahallitus	ˈpunɑˌmultɑˌhɑllitus
nikkaroida	ˈnikkɑˌroidɑ
möllöttää	ˈmølløttææ
työnantaja	ˈtyønɑnˌtɑjɑ
lettupannu	ˈlettuˌpɑnnu
vapaamuotoisuus	ˈvɑpɑɑˌmuotoisuus
sirppi	ˈsirppi
manikyyri	ˈmɑniˌkyyri
symmetria-akseli	ˈsymmetriˌɑɑkseli
sopimuspohjainen	ˈsopiˌmuspohˌjɑinen
akvatinta	ˈɑkvɑˌtintɑ
silloitus	ˈsilloitus
askelmerkki	ˈɑskelˌmerkki
luunvalkoinen	ˈluunvɑlˌkoinen
miehistyä	ˈmiehisˌtyæ
äänenmuokkaustekniikka	ˈæænenˌmuokkɑˌustekˌniikkɑ
säästö	ˈsææstø
minämuoto	ˈminæˌmuoto
aliohjautuva	ˈɑliohˌjɑutuvɑ
värisokeus	ˈværiˌsokeus
tuohia	ˈtuohiɑ
uusrenessanssi	ˈuusreˌnessɑnssi
askelvirhe	ˈɑskelˌvirhe
postiääni	ˈpostiˌææni
ensivaikutelma	ˈensiˌvɑikuˌtelmɑ
svingi	ˈsvingi
häiriintynyt	ˈhæiriinˌtynyt
renessanssikulttuuri	ˈrenesˌsɑnssikultˌtuuri
teleliikenne	ˈteleˌliikenne
puutaloteollisuus	ˈpuutɑˌloteˌollisuus
piirtäjä	ˈpiirtæjæ
liukoinen	ˈliukoinen
korttelisuunnistus	ˈkortteliˌsuunnistus
viraltapano	ˈvirɑlˌtɑpɑno
hätävara	ˈhætæˌvɑrɑ
tottuneisuus	ˈtottuˌneisuus
teinikunta	ˈteiniˌkuntɑ
taittaja	ˈtɑittɑjɑ
hyötyteho	ˈhyøtyˌteho
kotiteollisuus	ˈkotiteˌollisuus
päre	ˈpære
roskakasa	ˈroskɑˌkɑsɑ
hienopesuaine	ˈhienoˌpesuˌɑine
piiri	ˈpiiri
pronssilakka	ˈpronssiˌlɑkkɑ
jäätie	ˈjæætie
palmuviini	ˈpɑlmuˌviini
itävaltalainen	ˈitæˌvɑltɑˌlɑinen
vesisäiliö	ˈvesiˌsæiliø
retkieväs	ˈretkievæs
aidaskääpä	ˈɑidɑsˌkææpæ
vesipiste	ˈvesiˌpiste
kaksinpuhelu	ˈkɑksinˌpuhelu
jätekuormitus	ˈjæteˌkuormitus
kastanjetit	ˈkɑstɑnˌjetit
kippurahäntäinen	ˈkippurɑˌhæntæinen
saalistusretki	ˈsɑɑlisˌtusretki
paperikanta	ˈpɑperiˌkɑntɑ
liikennetutka	ˈliikenneˌtutkɑ
oinas	ˈoinɑs
puhallus	ˈpuhɑllus
lehtipistiäinen	ˈlehtiˌpistiˌæinen
kaiho	ˈkɑiho
tomuttua	ˈtomutˌtuɑ
lentää	ˈlentææ
tunturikuru	ˈtuntuˌrikuru
takakautta	ˈtɑkɑkɑˌuttɑ
kritiikittömyys	ˈkritiiˌkittømyys
rakeinen	ˈrɑkeinen
kolmiyhteinen	ˈkolmiyhˌteinen
vierettäin	ˈvierettæin
laaka	ˈlɑɑkɑ
pensaisto	ˈpensɑisto
alkupiste	ˈɑlkuˌpiste
auskultaatio	ˈɑuskulˌtɑɑtio
siimahäntäinen	ˈsiimɑhænˌtæinen
trahteerata	ˈtrɑhteeˌrɑtɑ
kurittomasti	ˈkurittoˌmɑsti
suunkostuke	ˈsuunkosˌtuke
kolariauto	ˈkolɑriˌɑuto
aate	ˈɑɑte
orapihlaja-aita	ˈorɑˌpihlɑˌjɑɑitɑ
johto	ˈjohto
riuku	ˈriuku
irtautuma	ˈirtɑuˌtumɑ
pilkkoisen	ˈpilkkoisen
räjäyttää	ˈræjæˌyttææ
läpikulkuliikenne	ˈlæpiˌkulkuˌliikenne
miehitys	ˈmiehitys
kokonuotti	ˈkokoˌnuotti
lastauttaa	ˈlɑstɑˌuttɑɑ
silmänrajauskynä	ˈsilmænˌrɑjɑˌuskynæ
induktio	ˈindukˌtio
petauspatja	ˈpetɑˌuspɑtjɑ
auringonsuoja-aine	ˈɑuringonˌsuojɑɑˌine
tuotannonrajoitus	ˈtuotɑnˌnonrɑˌjoitus
kesken	ˈkesken
pikisilmä	ˈpikiˌsilmæ
reunahuomautus	ˈreunɑˌhuomɑutus
tähtitorni	ˈtæhtiˌtorni
pyyntimatka	ˈpyyntiˌmɑtkɑ
veivaus	ˈveivɑus
reflektorinen	ˈreflekˌtorinen
metsäpolku	ˈmetsæˌpolku
piinkova	ˈpiinkovɑ
elähtänyt	ˈelæhˌtænyt
malmikerrostuma	ˈmɑlmiˌkerrosˌtumɑ
ennakkoluuloisesti	ˈennɑkkoˌluuloiˌsesti
mukavuudenhalu	ˈmukɑˌvuudenˌhɑlu
tulirokko	ˈtuliˌrokko
mieteruno	ˈmieteˌruno
kummitäti	ˈkummiˌtæti
lemuta	ˈlemutɑ
moduulimitoitus	ˈmoduuˌlimiˌtoitus
tulevaisuudennäkymä	ˈtuleˌvɑisuuˌdennæˌkymæ
kollektivoida	ˈkollektiˌvoidɑ
kolmiäänisesti	ˈkolmiˌææniˌsesti
kotimarkkinahinta	ˈkotiˌmɑrkkinɑˌhintɑ
käteismyynti	ˈkæteisˌmyynti
paisutus	ˈpɑisutus
juustokeitto	ˈjuustoˌkeitto
loppuaika	ˈloppuˌɑikɑ
kiusa	ˈkiusɑ
tunnutus	ˈtunnutus
väitöstutkimus	ˈvæitøsˌtutkimus
pianokvintetti	ˈpiɑnoˌkvintetti
älyttömyys	ˈælytˌtømyys
kesäjuhla	ˈkesæˌjuhlɑ
voitonhuuma	ˈvoitonˌhuumɑ
liikennemaksu	ˈliikenneˌmɑksu
iltapäiväruuhka	ˈiltɑˌpæivæˌruuhkɑ
diskaus	ˈdiskɑus
rannikkopuolustus	ˈrɑnnikkoˌpuolustus
merkkipäivä	ˈmerkkiˌpæivæ
julistaja	ˈjulisˌtɑjɑ
kaakkoistuuli	ˈkɑɑkkoisˌtuuli
edustusasunto	ˈedusˌtusɑˌsunto
luusto	ˈluusto
patsastelu	ˈpɑtsɑsˌtelu
kundikaveri	ˈkundiˌkɑveri
palkanmaksukausi	ˈpɑlkɑnˌmɑksuˌkɑusi
topakka	ˈtopɑkkɑ
työttömyyspäiväraha	ˈtyøttøˌmyyspæiˌværɑhɑ
puunlatva	ˈpuunlɑtvɑ
piki	ˈpiki
platinalevy	ˈplɑtiˌnɑlevy
uskallus	ˈuskɑllus
kahtaalta	ˈkɑhtɑɑltɑ
sisemmäksi	ˈsisemˌmæksi
kauneudentaju	ˈkɑuneuˌdentɑju
sparrata	ˈspɑrrɑtɑ
satelliittiantenni	ˈsɑtelˌliittiˌɑntenni
selviytyä	ˈselviyˌtyæ
rehtori	ˈrehtori
pahanilmanlintu	ˈpɑhɑˌnilmɑnˌlintu
vuolupuukko	ˈvuoluˌpuukko
laulella	ˈlɑulellɑ
salkku	ˈsɑlkku
vanutäyte	ˈvɑnuˌtæyte
kiväärintukki	ˈkivææˌrintukki
kietaisu	ˈkietɑisu
kähetä	ˈkæhetæ
sinfoniaorkesteri	ˈsinfoˌniɑˌorkesˌteri
teokraattinen	ˈteoˌkrɑɑttinen
valas	ˈvɑlɑs
siemenpuuhakkuu	ˈsiemenˌpuuhɑkkuu
kehotus	ˈkehotus
luennoida	ˈluenˌnoidɑ
ayrshirerotu	ˈɑyrsˌhireˌrotu
kovanaamainen	ˈkovɑˌnɑɑmɑinen
sienieläin	ˈsienielæin
kaikista	ˈkɑikistɑ
niiskutus	ˈniiskutus
sokkoleikki	ˈsokkoˌleikki
monimiljoonainen	ˈmonimilˌjoonɑinen
kymmenentuhatta	ˈkymmeˌnentuˌhɑttɑ
nelitahokas	ˈneliˌtɑhokɑs
sukellusvaruste	ˈsukelˌlusvɑˌruste
painohävikki	ˈpɑinohæˌvikki
korirengas	ˈkoriˌrengɑs
sydänvarjo	ˈsydænˌvɑrjo
lausuntokierros	ˈlɑusuntoˌkierros
twist	twist
maalikehikko	ˈmɑɑlikeˌhikko
vedenkulutus	ˈvedenˌkulutus
paineistaa	ˈpɑineistɑɑ
ikäjakauma	ˈikæjɑˌkɑumɑ
väkirikas	ˈvækiˌrikɑs
kalke	ˈkɑlke
mikrohistoria	ˈmikroˌhistoˌriɑ
tummatukka	ˈtummɑˌtukkɑ
polvitaive	ˈpolviˌtɑive
pastelliväri	ˈpɑstelˌliværi
sumplata	ˈsumplɑtɑ
borssi	ˈborssi
hiuslakka	ˈhiusˌlɑkkɑ
tasapuolisuus	ˈtɑsɑˌpuolisuus
pesuhuone	ˈpesuˌhuone
levähdys	ˈlevæhdys
virtsahappo	ˈvirtsɑˌhɑppo
kantokotelo	ˈkɑntoˌkotelo
testausajo	ˈtestɑuˌsɑjo
kulu	ˈkulu
epämuodollisesti	ˈepæˌmuodolliˌsesti
kautta-ajo	ˈkɑutˌtɑɑjo
temmeltää	ˈtemmeltææ
pahvilaatikko	ˈpɑhviˌlɑɑtikko
sivuaskel	ˈsivuˌɑskel
vakoilusatelliitti	ˈvɑkoiˌlusɑtelˌliitti
vakoilija	ˈvɑkoiˌlijɑ
avokado	ˈɑvoˌkɑdo
kananrehu	ˈkɑnɑnˌrehu
immuniteetti	ˈimmuniˌteetti
saamelainen	ˈsɑɑmeˌlɑinen
hyväoppinen	ˈhyvæˌoppinen
majavannahka	ˈmɑjɑˌvɑnnɑhkɑ
pianohaitari	ˈpiɑnoˌhɑitɑri
vasaroida	ˈvɑsɑˌroidɑ
fundamentalistisesti	ˈfundɑˌmentɑˌlistiˌsesti
surumarssi	ˈsuruˌmɑrssi
