atiduodančiosioms	ɐtʲɪduɔdɐnʲtʲʃʲosʲoms
liūtėse	lʲuːtʲeːsʲɛ
iškeliaujančiame	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲɛmʲɛ
ežeras	æːʒʲɛɾɐs
smulkmeniškiausiuosiuose	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲʊosʲʊosʲɛ
vengriškojo	ʋʲɛnʲɡʲrʲɪʃkojo
meniškuoju	mʲæːnʲɪʃkʊojʊ
vaizdingesniosios	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲoːsʲos
ejakuliuodavusiais	ɛjɛkʊlʲuodɐʋʊsʲɛjs
izoterminių	ɪzotʲɛrʲmʲɪnʲuː
ugnikalniai	ʊɡʲnʲɪkɐlʲnʲɛj
nuduosiančiąsias	nʊduɔsʲɛnʲtʲʃʲæːsʲɛs
netvarkingesne	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲɛ
tarpvietei	tɐɾʲpʲʋʲiɛtʲɛj
vaisto	ʋaːjsto
turėjusieji	tʊrʲeːjʊsʲɛjɪ
pornografiškus	pornoɡraːfʲɪʃkʊs
kūnams	kuːnɐms
esančiu	ɛsɐnʲtʲʃʲʊ
nebeprisikiškiakopūsteliavusiais	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʋʊsʲɛjs
klaidingųjų	klɐjdʲɪnɡuːjuː
netvarkingesnėms	nʲɛtʋɐɾʲkʲɪnʲɡʲɛsʲnʲeːms
netvarkingiausią	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲæː
bėgdavusiajame	bʲeːɡdɐʋʊsʲɛjɛmʲɛ
smulkmeniškomis	smʊlʲkʲmʲɛnʲɪʃkomʲɪs
ugninguosiuose	ʊɡʲnʲɪnɡʊosʲʊosʲɛ
rusiškojo	rʊsʲɪʃkojo
valgančių	ʋaːlɡɐnʲtʲʃʲuː
medžiojančioms	mʲɛdʲʒʲoːjɛnʲtʲʃʲoms
pornografiškesnei	pornoɡrɐfʲɪʃʲkʲɛsʲnʲɛj
tylinčios	tʲiːlʲɪnʲtʲʃʲos
smulkmeniškiausi	smʊlʲkʲmʲɛnʲɪʃʲkʲæːʊsʲɪ
tvarkingesniosiose	tʋɐɾʲkʲɪnʲɡʲɛsʲnʲoːsʲosʲɛ
serbiškoji	sʲɛrʲbʲɪʃkojɪ
vengriškam	ʋʲɛnʲɡʲrʲɪʃkɐm
šakomis	ʃɐkomʲɪs
korėjietiškųjų	korʲeːjɛːtʲɪʃkuːjuː
dieviškesniosioms	dʲjɛʋʲɪʃʲkʲɛsʲnʲoːsʲoms
žmoniškesniame	ʒmonʲɪʃʲkʲɛsʲnʲɛmʲɛ
pornografiškiausia	pornoɡrɐfʲɪʃʲkʲæːʊsʲɛ
slovėniškuosiuose	sloʋʲeːnʲɪʃkʊosʲʊosʲɛ
portugališkąsias	portʊɡaːlʲɪʃkaːsʲɛs
sapnuodavusi	sɐpnuɔdɐʋʊsʲɪ
nuduosiančiuose	nʊduɔsʲɛnʲtʲʃʲʊosʲɛ
tatuiravusiais	tɐtʊɪraːʋʊsʲɛjs
ispaniškoji	ɪspaːnʲɪʃkojɪ
liūtukas	lʲuːtʊkɐs
meniškiausius	mʲɛnʲɪʃʲkʲæːʊsʲʊs
įbroli	iːbrolʲɪ
greitąjį	ɡɾɛjtaːjiː
pornografiškesnės	pornoɡrɐfʲɪʃʲkʲɛsʲnʲeːs
žmogiškieji	ʒmoːɡʲɪʃʲkʲjɛjɪ
dieviškiausiai	dʲjɛʋʲɪʃʲkʲæːʊsʲɛj
duosiantieji	duɔsʲɛnʲtʲjɛjɪ
olandiškajai	olaːnʲdʲɪʃkɐjɛj
seni	sʲɛnʲɪ
atiduodančių	ɐtʲɪduɔdɐnʲtʲʃʲuː
kiniškosioms	kʲɪnʲɪʃkosʲoms
atidavusiųjų	ɐtʲɪdaːʋʊsʲuːjuː
gražiaisiais	ɡɾɐʒʲɛjsʲɛjs
meška	mʲɛʃkɐ
mįslingąja	mʲiːsʲlʲɪnɡaːjɛ
ištatuiruojantįjį	ɪʃtɐtʊɪɾuɔjɛnʲtʲiːjiː
krūtinėmis	kɾuːtʲɪnʲeːmʲɪs
maltietiškuosius	mɐlʲtʲjɛtʲɪʃkʊosʲʊs
davėte	davetɛ
iškalbiausiuoju	ɪʃkɐlbʲæːʊsʲʊojʊ
giliojoje	ɡʲɪlʲoːjojɛ
blogesnei	bloɡʲɛsʲnʲɛj
klaidingesniajame	klɐjdʲɪnʲɡʲɛsʲnʲæːjɛmʲɛ
japoniškajame	jɛponʲɪʃkɐjɛmʲɛ
šypsenoms	ʃʲiːpʲsʲɛnoms
laižyti	lɐjʑiːtʲɪ
baltesniu	bɐlʲtʲɛsʲnʲʊ
įspūdingiausiąjį	iːspuːdʲɪnʲɡʲæːʊsʲæːjiː
bučiuosiančiam	bʊtʲʃʲuɔsʲɛnʲtʲʃʲɛm
ispaniškomis	ɪspaːnʲɪʃkomʲɪs
dieviškesnės	dʲjɛʋʲɪʃʲkʲɛsʲnʲeːs
atiduodančiojoje	ɐtʲɪduɔdɐnʲtʲʃʲojojɛ
baltas	baːltɐs
lenkiški	lʲæːnʲkʲɪʃʲkʲɪ
lotosu	lotosʊ
gal	ɡaːl
pradžia	prɐdʒ͡ʲɛ
žvaigždynu	ʒʋɐjɡʲʒʲdʲiːnʊ
gilesniosios	ɡʲɪlʲɛsʲnʲosʲos
klaidingiausius	klɐjdʲɪnʲɡʲæːʊsʲʊs
vietininką	ʋʲjɛtʲɪnʲɪnkaː
kiaunes	kʲæʊnʲɛs
paramas	paːɾɐmɐs
sušlampančiąja	sʊʃlɐmpɐnʲtʲʃʲæːjɛ
gatvėse	ɡaːtʲʋʲeːsʲɛ
mažosiomis	mɐʒoːsʲomʲɪs
saugiausiuosiuose	sɐʊɡʲæːʊsʲʊosʲʊosʲɛ
nekrologą	nʲɛkroloɡaː
išbučiuosiančiais	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲɛjs
valgančiųjų	ʋaːlɡɐnʲtʲʃʲuːjuː
upyną	ʊpʲiːnaː
ejakuliuodavusiąsias	ɛjɛkʊlʲuodɐʋʊsʲæːsʲɛs
bloga	bloːɡɐ
norvegiškojoje	norʋʲɛɡʲɪʃkojojɛ
gęsta	ɡʲæ̌ːs̪t̪ɐ
netvarkingiausio	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲo
bučiuojančioji	bʊtʲʃʲuɔjɛnʲtʲʃʲojɪ
duodavusiame	duɔdɐʋʊsʲɛmʲɛ
vaizdingesnėse	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲeːsʲɛ
tvarkingiausiajame	tʋɐɾʲkʲɪnʲɡæːʊsʲɛjɛmʲɛ
prancūziško	prɐntsuːzʲɪʃko
sakančiuoju	saːkɐnʲtʲʃʲʊojʊ
išduosiančiaisiais	ɪʃduɔsʲɛnʲtʲʃʲɛjsʲɛjs
žmoniškesniaisiais	ʒmonʲɪʃʲkʲɛsʲnʲɛjsʲɛjs
apipjaustysite	ɐpʲɪpʲjæusʲtʲisʲɪtʲɛ
išbučiuotas	ɪʃbʊtʲʃʲuotɐs
abatą	ɐbaːtaː
apyvarpė	ɐpʲiːʋɐɾʲpʲeː
matantį	maːtɐnʲtʲiː
netvarkingiausiajai	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲɛjɛj
įbrolio	iːbrolʲo
pjausto	pʲjæusto
klaidingąją	klɐjdʲɪnɡaːjæː
tarnus	tɐrnʊs
ežerų	ɛʒʲɛɾuː
graikiškuose	ɡrɐjkʲɪʃkʊosʲɛ
ištatuiruojančiosios	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲosʲos
sėdinčia	sʲeːdʲɪnʲtʲʃʲɛ
pornografiškumais	pornoɡrɐfʲɪʃkʊmɐjs
arabiškose	ɐraːbʲɪʃkosʲɛ
įduosiančiosioms	iːduɔsʲɛnʲtʲʃʲosʲoms
moteriškiausiajame	motʲɛɾʲɪʃʲkʲæːʊsʲɛjɛmʲɛ
netvarkingiausiuosiuose	nʲɛtʋɐɾʲkʲɪnʲɡʲæːʊsʲʊosʲʊosʲɛ
bedieviškiausiesiems	bʲɛdʲjɛʋʲɪʃʲkʲæːʊsʲjɛsʲjɛms
orgiškesniosiomis	orʲɡʲɪʃʲkʲɛsʲnʲoːsʲomʲɪs
mįslingesnėms	mʲiːsʲlʲɪnʲɡʲɛsʲnʲeːms
ejakuliuosiančiai	ɛjɛkʊlʲuosʲɛnʲtʲʃʲɛj
švarus	ʃvä̌ːrʊs̪
saugiaisiais	sɐʊɡʲɛjsʲɛjs
meniškesnysis	mʲɛnʲɪʃʲkʲɛsʲnʲiːsʲɪs
sakančių	saːkɐnʲtʲʃʲuː
įspūdingiems	iːspuːdʲɪnʲɡʲjɛms
taip	tɐjp
apkeliaujančiuosiuose	ɐpkʲɛlʲæʊjɛnʲtʲʃʲʊosʲʊosʲɛ
kalnodara	kɐlnoːdɐrɐ
mylėdavusią	mʲiːlʲeːdɐʋʊsʲæː
proporcionaliu	prɔpɔrt̪͡s̪ɪjoːnɐlʲʊ
pornografinėms	poɾnoɡɾaːfʲɪnʲeːms
paslaptingąsias	pɐslɐptʲɪnɡaːsʲɛs
įspūdingo	iːspuːdʲɪnɡo
išžiūrintieji	ɪʃʲʒʲuːrʲɪnʲtʲjɛjɪ
blogo	bloːɡo
pornografiškumas	pornoɡrɐfʲɪʃkʊmɐs
katėse	kɐtʲeːsʲɛ
stebinčiojoje	sʲtʲæːbʲɪnʲtʲʃʲojojɛ
atidavę	ɐtʲɪdaːʋʲæː
suomiškojoje	suɔmʲɪʃkojojɛ
pornografiškesniąsias	pornoɡrɐfʲɪʃʲkʲɛsʲnʲæːsʲɛs
rusiška	rʊsʲɪʃkɐ
sapnavęs	sɐpnaːʋʲæːs
kalnas	kâ͡lnɐs
lis	lʲɪs̪
įspūdingesniaisiais	iːspuːdʲɪnʲɡʲɛsʲnʲɛjsʲɛjs
erotiškiausioje	ɛɾotʲɪʃʲkʲæːʊsʲojɛ
turkiškuoju	tʊrʲkʲɪʃkʊojʊ
slovakiškajai	sloʋaːkʲɪʃkɐjɛj
būdavusi	buːdɐʋʊsʲɪ
raudoti	rɐʊ̯ˑd̪ôːt̪ʲɪ
serbiškuose	sʲɛrʲbʲɪʃkʊosʲɛ
spermatozoidais	sʲpʲɛɾmɐtozojdɐjs
ejakuliavai	ɛjɛkʊlʲɛʋɐj
žmoniškesnysis	ʒmonʲɪʃʲkʲɛsʲnʲiːsʲɪs
upinį	ʊpʲɪnʲiː
lavonams	lɐʋoːnɐms
nuosmukius	nuɔsmʊkʲʊs
upeliais	ʊpʲæːlʲɛjs
senosiose	sʲɛnoːsʲosʲɛ
žmogiškiausiąją	ʒmoɡʲɪʃʲkʲæːʊsʲæːjæː
naudotojas	nɐʊdoːtojɛs
žmogiškesniąsias	ʒmoɡʲɪʃʲkʲɛsʲnʲæːsʲɛs
plikas	pʲlʲɪkɐs̪
arkangelas	ɐrkɑnɡʲɛlɐs
išbučiuosiančias	ɪʃbʊtʲʃʲuɔsʲɛnʲtʲʃʲɛs
šlaplė	ʃlɐpleː
švediškų	ʃʲʋʲɛdʲɪʃkuː
estiškose	ɛsʲtʲɪʃkosʲɛ
žmoniškieji	ʒmoːnʲɪʃʲkʲjɛjɪ
žmones	ʒmoːnʲɛs
algoritmuose	ɐlɡorʲɪtmʊosʲɛ
nuduosiančioji	nʊduɔsʲɛnʲtʲʃʲojɪ
šykštus	ʃʲiːkʃt̪ʊs̪
mylėsiančius	mʲiːlʲeːsʲɛnʲtʲʃʲʊs
serbiškaisiais	sʲɛrʲbʲɪʃkɐjsʲɛjs
amatas	ä̌ːmɐt̪ɐs̪
lenkiškąjį	lʲæːnʲkʲɪʃkaːjiː
dalykas	dɐlʲiːkɐs
sausis	s̪ɐʊ̯ˑs̪ʲɪs̪
nuodingomis	nuɔdʲɪnɡomʲɪs
nebeprisikiškiakopūsteliaudavusiu	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊdɐʋʊsʲʊ
beformis	bʲɛfɔrʲmʲɪs
mažiausiosiose	mɐʒʲæːʊsʲosʲosʲɛ
išžiūrinčiai	ɪʃʲʒʲuːrʲɪnʲtʲʃʲɛj
naudotojos	nɐʊdoːtojos
davusiose	daːʋʊsʲosʲɛ
žmogiškesniąją	ʒmoɡʲɪʃʲkʲɛsʲnʲæːjæː
pritarimams	pʲɾʲɪtɐɾʲɪmɐms
orgiškiausius	orʲɡʲɪʃʲkʲæːʊsʲʊs
mažos	maːʒos
išdaigų	ɪʃdɐjɡuː
kalbančiam	kɐlbɐnʲtʲʃʲɛm
senesniosios	sʲɛnʲɛsʲnʲoːsʲos
iškalbesnius	ɪʃkɐlbʲɛsʲnʲʊs
ypatingiausiajai	iːpɐtʲɪnʲɡʲæːʊsʲɛjɛj
meniškiausieji	mʲɛnʲɪʃʲkʲæːʊsʲjɛjɪ
estiškieji	ɛsʲtʲɪʃʲkʲjɛjɪ
blizgantiems	bʲlʲɪzɡɐnʲtʲjɛms
gilesniame	ɡʲɪlʲɛsʲnʲɛmʲɛ
lietuviškuosius	lʲjɛtʊʋʲɪʃkʊosʲʊs
slovakiškoji	sloʋaːkʲɪʃkojɪ
airiškame	ɐjrʲɪʃkɐmʲɛ
ugningesniojo	ʊɡʲnʲɪnʲɡʲɛsʲnʲojo
žemaitiškajame	ʒʲɛmɐjtʲɪʃkɐjɛmʲɛ
žmogiškesniuosiuose	ʒmoɡʲɪʃʲkʲɛsʲnʲʊoːsʲʊosʲɛ
gražiomis	ɡɾɐʒʲomʲɪs
haliucinuodavusią	hɐlʲʊtʲsʲɪnuodɐʋʊsʲæː
latviškojo	laːtʲʋʲɪʃkojo
senosioms	sʲɛnoːsʲoms
mįslingiausiąsias	mʲiːsʲlʲɪnʲɡʲæːʊsʲæːsʲɛs
pudelyje	pʊdʲɛlʲiːjɛ
pusseserei	pʊsʲɛsʲɛrʲɛj
šokusiuosiuose	ʃoːkʊsʲʊosʲʊosʲɛ
vokiete	ʋoːkʲjɛtʲɛ
vietininkams	ʋʲjɛtʲɪnʲɪnkɐms
erotiškesniame	ɛɾotʲɪʃʲkʲɛsʲnʲɛmʲɛ
ugningąją	ʊɡʲnʲɪnɡaːjæː
duodi	duɔdɪ
turėjusiems	tʊrʲeːjʊsʲjɛms
bučiuojančiosiomis	bʊtʲʃʲuɔjɛnʲtʲʃʲosʲomʲɪs
blogesnėms	bloɡʲɛsʲnʲeːms
nuodingąja	nuɔdʲɪnɡaːjɛ
ugningiausioms	ʊɡʲnʲɪnʲɡʲæːʊsʲoms
žolėse	ʒolʲeːsʲɛ
varpos	ʋaːɾpos
aptarimais	ɐptɐɾʲɪmɐjs
klaidingesne	klɐjdʲɪnʲɡʲɛsʲnʲɛ
upelių	ʊpʲæːlʲuː
kalnagūbriams	kɐlnaːɡuːbʲrʲɛms
mokyklinių	mokʲiːkʲlʲɪnʲuː
norvegiškoji	norʋʲɛɡʲɪʃkojɪ
albaniškose	ɐlbaːnʲɪʃkosʲɛ
armėniškuosiuose	ɐrʲmʲeːnʲɪʃkʊosʲʊosʲɛ
lietuviškajam	lʲjɛtʊʋʲɪʃkɐjɛm
turėdavusiojoje	tʊrʲeːdɐʋʊsʲojojɛ
saugiai	sɐuɡʲɛj
įdomus	iːdomʊs
atkeliaujančiai	ɐtkʲɛlʲæʊjɛnʲtʲʃʲɛj
šokusiosios	ʃoːkʊsʲosʲos
blogam	bloɡaːm
čekiškuose	tʲʃʲɛkʲɪʃkʊosʲɛ
baltesniojo	bɐlʲtʲɛsʲnʲojo
dumia	d̪ʊmʲɛ
katė	kɐtʲeː
austi	ä̂ˑʊ̯sʲtʲɪ
nuduosiančių	nʊduɔsʲɛnʲtʲʃʲuː
kapšeli	kɐpʲʃʲæːlʲɪ
kiniškąjį	kʲɪnʲɪʃkaːjiː
bedieviškiausias	bʲɛdʲjɛʋʲɪʃʲkʲæːʊsʲɛs
įspūdingesnei	iːspuːdʲɪnʲɡʲɛsʲnʲɛj
įspūdingesniosios	iːspuːdʲɪnʲɡʲɛsʲnʲosʲos
tatuiravusiosiomis	tɐtʊɪraːʋʊsʲosʲomʲɪs
įdavėja	iːdɐʋʲeːjɛ
senieji	sʲɛnʲjɛjɪ
pardavėja	pɐrdɐʋʲeːjɛ
kraujas	krɒ͜úˑjæs
išžiūrinčiąsias	ɪʃʲʒʲuːrʲɪnʲtʲʃʲæːsʲɛs
turkiškojo	tʊrʲkʲɪʃkojo
dugnas	dʊɡnɐs
pelėdos	pʲɛlʲeːdos
dieviškiausiųjų	dʲjɛʋʲɪʃʲkʲæːʊsʲuːjuː
pornografiškesnių	pornoɡrɐfʲɪʃʲkʲɛsʲnʲuː
žvaigždėlapiams	ʒʋɐjɡʲʒʲdʲeːlɐpʲɛms
senesniuosius	sʲɛnʲɛsʲnʲuɔsʲʊs
žemynui	ʒʲɛmʲiːnʊɪ
panaudotojuose	pɐnɐʊdoːtojʊosʲɛ
meniškais	mʲæːnʲɪʃkɐjs
gilių	ɡʲɪlʲuː
švelniausiaisiais	ʃʲʋʲɛlnʲæːʊsʲɛjsʲɛjs
medžiojančiąja	mʲɛdʲʒʲoːjɛnʲtʲʃʲæːjɛ
rusiškas	rʊsʲɪʃkɐs
gražumuose	ɡɾɐʒʊmʊosʲɛ
bėgančioje	bʲeːɡɐnʲtʲʃʲojɛ
galinčių	ɡaːlʲɪnʲtʲʃʲuː
kūnas	kûːnɐs
graikiškų	ɡrɐjkʲɪʃkuː
galintiems	ɡaːlʲɪnʲtʲjɛms
nuodingesniuose	nuɔdʲɪnʲɡʲɛsʲnʲʊosʲɛ
įdomesnėje	iːdomʲɛsʲnʲeːjɛ
rūšis	rûːʃʲɪs̪
klaidingesnį	klɐjdʲɪnʲɡʲɛsʲnʲiː
iškeliaujančioje	ɪʃʲkʲɛlʲæʊjɛnʲtʲʃʲojɛ
žiedynuose	ʒʲjɛdʲiːnʊosʲɛ
puslapis	pʊslɐpʲɪs
haliucinuodavęs	hɐlʲʊtʲsʲɪnuodɐʋʲæːs
netvarkingąją	nʲɛtʋɐɾʲkʲɪnɡaːjæː
šilką	ʃʲɪlkaː
blizgančiojoje	bʲlʲɪzɡɐnʲtʲʃʲojojɛ
jonvabalius	joːnʋɐbɐlʲʊs
senuose	sʲɛnʊosʲɛ
albaniškojoje	ɐlbaːnʲɪʃkojojɛ
vaizdingesnėmis	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲeːmʲɪs
pornografiškesniajam	pornoɡrɐfʲɪʃʲkʲɛsʲnʲæːjɛm
esąs	ɛsaːs
turintį	tʊrʲɪnʲtʲiː
mylėsiančios	mʲiːlʲeːsʲɛnʲtʲʃʲos
serbiškiems	sʲɛrʲbʲɪʃʲkʲjɛms
žvaigždiškąjį	ʒʋɐjɡʲʒʲdʲɪʃkaːjiː
kalnus	kaːlnʊs
ejakuliuodavę	ɛjɛkʊlʲuodɐʋʲæː
haliucinuojančią	hɐlʲʊtʲsʲɪnuojɛnʲtʲʃʲæː
ejakuliuodavusią	ɛjɛkʊlʲuodɐʋʊsʲæː
ištatuiravusysis	ɪʃtɐtʊɪraːʋʊsʲiːsʲɪs
ugningą	ʊɡʲnʲɪnɡaː
estiškąjį	ɛsʲtʲɪʃkaːjiː
medžiojančiąją	mʲɛdʲʒʲoːjɛnʲtʲʃʲæːjæː
ugningesniesiems	ʊɡʲnʲɪnʲɡʲɛsʲnʲjɛsʲjems
žievė	ʒʲɪəvʲěː
haliucinuosiančiajam	hɐlʲʊtʲsʲɪnuosʲɛnʲtʲʃʲɛjɛm
pudelio	pʊdʲɛlʲo
sapnuodavusiems	sɐpnuɔdɐʋʊsʲjɛms
išbučiavo	ɪʃbʊtʲʃʲæːʋo
turėjusiam	tʊrʲeːjʊsʲɛm
davėjus	dɐʋʲeːjʊs
varis	vä̌ːrʲɪs̪
žvaigždiškesniąja	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲæːjɛ
nebeprisikiškiakopūsteliausiančias	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊsʲɛnʲtʲʃʲɛs
giliajame	ɡʲɪlʲæːjɛmʲɛ
kalbėsiantysis	kɐlbʲeːsʲɛnʲtʲisʲɪs
japoniškuosiuose	jɛponʲɪʃkʊosʲʊosʲɛ
giliausiems	ɡʲɪlʲæːʊsʲjɛms
armėnijos	ɐrmʲeːnʲɪjos
įbrolių	iːbrolʲuː
švelnesnis	ʃʲʋʲɛlnʲɛsʲnʲɪs
vartojančiojo	ʋɐrtoːjɛnʲtʲʃʲojo
davėjų	dɐʋʲeːjuː
kapšas	kaːpʃɐs
turėsiančiojoje	tʊrʲeːsʲɛnʲtʲʃʲojojɛ
yra	irɐ
įduodančiajai	iːduɔdɐnʲtʲʃʲɛjɛj
bedieviškesniajame	bʲɛdʲjɛʋʲɪʃʲkʲɛsʲnʲæːjɛmʲɛ
blogesniosiose	bloɡʲɛsʲnʲoːsʲosʲɛ
bybys	bʲibʲiːs
paslaptingesniajam	pɐslɐptʲɪnʲɡʲɛsʲnʲæːjɛm
vaizdingesnysis	ʋɐjzʲdʲɪnʲɡʲɛsʲnʲiːsʲɪs
lietuviškąsias	lʲjɛtʊʋʲɪʃkaːsʲɛs
ypatingesnius	iːpɐtʲɪnʲɡʲɛsʲnʲʊs
balsas	bɐlsɐs
bulgariškojo	bʊlɡaːrʲɪʃkojo
sabaluose	sɐbɐluosʲɛ
išžiūrinčioje	ɪʃʲʒʲuːrʲɪnʲtʲʃʲojɛ
žmogiškesnieji	ʒmoɡʲɪʃʲkʲɛsʲnʲjɛjɪ
smulkmeniškieji	smʊlʲkʲmʲɛnʲɪʃʲkʲjɛjɪ
netvarkingos	nʲɛtʋɐɾʲkʲɪnɡos
įdomesnius	iːdomʲɛsʲnʲʊs
svajonę	sʋɐjoːnʲæː
sunaudotojus	sʊnɐʊdoːtojʊs
mylėjusiajai	mʲiːlʲeːjʊsʲɛjɛj
kalbančiosiose	kɐlbɐnʲtʲʃʲosʲosʲɛ
klaidingai	klɐjdʲɪnɡɐj
turimas	tʊrʲɪmɐs
klaidingiausių	klɐjdʲɪnʲɡʲæːʊsʲuː
vengrija	ʋɛnʲɡʲrʲɪjɛ
blogiausiosiomis	bloɡʲæːʊsʲosʲomʲɪs
mįslingesniuoju	mʲiːsʲlʲɪnʲɡʲɛsʲnʲuɔjʊ
esanti	ɛsɐnʲtʲɪ
sabalai	sɐbɐlɐj
žvaigždiškesniojo	ʒʋɐjɡʲʒʲdʲɪʃʲkʲɛsʲnʲojo
švelniausios	ʃʲʋʲɛlnʲæːʊsʲos
bėgdavusi	bʲeːɡdɐʋʊsʲɪ
paupiniai	pɐʊpʲɪnʲɛj
anglišku	ɐnʲɡʲlʲɪʃkʊ
bėgdavusiuosius	bʲeːɡdɐʋʊsʲʊosʲʊs
kiniškajame	kʲɪnʲɪʃkɐjɛmʲɛ
tvarkingiausiose	tʋɐɾʲkʲɪnʲɡʲæːʊsʲosʲɛ
pasaulį	pɐsaʊlʲiː
bendras	bʲɛndrɐs
mažesnįjį	mɐʒʲɛsʲnʲiːjiː
esančių	ɛsɐnʲtʲʃʲu
baltesnioji	bɐlʲtʲɛsʲnʲoːjɪ
suomiškuose	suɔmʲɪʃkʊosʲɛ
medžiojančiame	mʲɛdʲʒʲoːjɛnʲtʲʃʲɛmʲɛ
kapšelis	kɐpʲʃʲæːlʲɪs
haliucinavusia	hɐlʲʊtʲsʲɪnaːʋʊsʲɛ
haliucinuojančiosios	hɐlʲʊtʲsʲɪnuojɛnʲtʲʃʲosʲos
uodegikauliu	ʊodʲɛɡʲɪkɐʊlʲʊ
žmogiškomis	ʒmoːɡʲɪʃkomʲɪs
saugiausiose	sɐʊɡʲæːʊsʲosʲɛ
aukštaitiškosiomis	ɐʊkʃtɐjtʲɪʃkosʲomʲɪs
ejakuliuosiančiomis	ɛjɛkʊlʲuosʲɛnʲtʲʃʲomʲɪs
vaizdingiausius	ʋɐjzʲdʲɪnʲɡʲæːʊsʲʊs
įspūdingesnę	iːspuːdʲɪnʲɡʲɛsʲnʲæː
smulkmeniškesnėms	smʊlʲkʲmʲɛnʲɪʃʲkʲɛsʲnʲeːms
ejakuliuosiančiojo	ɛjɛkʊlʲuosʲɛnʲtʲʃʲojo
dainuojančius	dɐjnuɔjɛnʲtʲʃʲʊs
bučiuosiantis	bʊtʲʃʲuɔsʲɛnʲtʲɪs
vorui	ʋoɾʊɪ
mažesniosios	mɐʒʲɛsʲnʲoːsʲos
japoniška	jɛponʲɪʃkɐ
šokusiajam	ʃoːkʊsʲɛjɛm
duodančio	duɔdɐnʲtʲʃʲo
žmogiškas	ʒmoːɡʲɪʃkɐs
atiduodantis	ɐtʲɪduɔdɐnʲtʲɪs
keliaujančioms	kʲɛlʲæʊjɛnʲtʲʃʲoms
aukštaitį	ɐʊkʃtɐjtʲiː
airiškajam	ɐjrʲɪʃkɐjɛm
daniškajam	daːnʲɪʃkɐjɛm
katedra	katɛdrɐ
ypatingieji	iːpɐtʲɪnʲɡʲjɛjɪ
haliucinuodavusieji	hɐlʲʊtʲsʲɪnuodɐʋʊsʲɛjɪ
blogųjų	bloɡuːjuː
turkiškąja	tʊrʲkʲɪʃkaːjɛ
portugališkam	portʊɡaːlʲɪʃkɐm
valgytojuose	ʋaːlʲɡʲiːtojʊosʲɛ
nebeprisikiškiakopūsteliaujančiomis	nʲɛbʲɛpʲrʲɪsʲɪkʲɪʃʲkʲɛkopuːsʲtʲɛlʲæʊjɛnʲtʲʃʲomʲɪs
įduosiančiajam	iːduɔsʲɛnʲtʲʃʲɛjɛm
olandiškosios	olaːnʲdʲɪʃkosʲos
asmeninei	ɐsʲmʲɛnʲɪnʲɛj
vilko	ʋʲɪlko
žvaigždiškosiomis	ʒʋɐjɡʲʒʲdʲɪʃkosʲomʲɪs
lenkiškojo	lʲæːnʲkʲɪʃkojo
turinti	tʊrʲɪnʲtʲɪ
išžiūrinčiojoje	ɪʃʲʒʲuːrʲɪnʲtʲʃʲojojɛ
saugiojoje	sɐʊɡʲoːjojɛ
moteriškiesiems	moːtʲɛɾʲɪʃʲkʲjɛsʲjems
paslaptingiausia	pɐslɐptʲɪnʲɡʲæːʊsʲɛ
mįslingesniojo	mʲiːsʲlʲɪnʲɡʲɛsʲnʲojo
prakeliaujančiuoju	prɐkʲɛlʲæʊjɛnʲtʲʃʲʊojʊ
ištatuiruojančiosiose	ɪʃtɐtʊɪɾuɔjɛnʲtʲʃʲosʲosʲɛ
menišką	mʲæːnʲɪʃkaː
orgiškam	orʲɡʲɪʃkɐm
airiškai	ɐjrʲɪʃkɐj
pornografiškiausiojo	pornoɡrɐfʲɪʃʲkʲæːʊsʲojo
profesijai	profʲɛsʲɪjɛj
mylėjusiaisiais	mʲiːlʲeːjʊsʲɛjsʲɛjs
įspūdingesnius	iːspuːdʲɪnʲɡʲɛsʲnʲʊs
aukštaitiškoje	ɐʊkʃtɐjtʲɪʃkojɛ
žmoniškam	ʒmoːnʲɪʃkɐm
nuodingais	nuɔdʲɪnɡɐjs
airiškajai	ɐjrʲɪʃkɐjɛj
nukeliaujančius	nʊkʲɛlʲæʊjɛnʲtʲʃʲʊs
ugningiems	ʊɡʲnʲɪnʲɡʲjɛms
ištatuiruosite	ɪʃtɐtʊɪɾuosʲɪtʲɛ
žmoniškesniems	ʒmonʲɪʃʲkʲɛsʲnʲjɛms
