heilum	heiːlʏm
skásett	skauːsɛht
bændurna	paintʏtna
lánastofnunum	lauːnastɔpnʏnʏm
ær	aiːr
atkvæðisrétt	aːtkvaiðɪsrjɛht
stálhurðina	stauːlhʏrðɪna
kærleikum	cʰairleikʏm
sérfræðingi	sjɛr̥fraiðiɲcɪ
klukkutímum	kʰlʏhkʏtiːmʏm
lykilinn	lɪːcɪlɪn
hríslukvisti	r̥istlʏkʰvɪstɪ
ásjár	auːsjaur
lagfærði	laxfairðɪ
kví	kʰviː
mótað	mouːtað
hrasa	r̥aːsa
lyfjatörn	lɪvjatœrtn̥
gelda	cɛlta
nikkel	nɪhkɛl
hvíldin	kʰviltɪn
mistökin	mɪːstœcɪn
krabbameinsráðgjöf	kʰrapameinsrauðcœv
listafólki	lɪstafoul̥cɪ
þvílíku	θviːlikʏ
heilmiklu	heilmɪhklʏ
iðjuþjálfa	ɪðjʏθjaulva
opnun	ɔhpnʏn
sendiboða	sɛntɪpɔːða
flipaskurður	flɪːpaskʏrðʏr
lífsgleðin	lifsklɛðɪn
hallgrímskirkju	hatl̥krimscɪr̥cʏ
bessastaðahreppi	pɛsastaðar̥ɛhpɪ
dugnaðarforkur	tʏknaðarfɔr̥kʏr
erfiður	ɛrvɪðʏr
þéttbýlinu	θjɛhtpilɪnʏ
líflegum	livlɛɣʏm
ólíkt	ouːlixt
starfsmanns	starvsmans
híbýlum	hiːpilʏm
landeigandi	lantɛjɣantɪ
ferðalögum	fɛrðalœːɣʏm
mótherjar	mouːthɛrjar
verklok	vɛr̥klɔk
vanaheimi	vaːnahɛːjmɪ
ókunnuga	ouːkʰʏnʏɣa
atburðarásin	aːtpʏrðarauːsɪn
skráði	skrauːðɪ
fjórtán	fjour̥taun
skitinn	scɪːtɪn
kvóti	kʰvouːtɪ
trén	tʰrjɛːn
ókrýndur	ouːkʰrintʏr
dýrlegt	tirlɛxt
hugsun	hʏksʏn
sólkerfi	soulcɛrvɪ
ábyrgjast	auːpɪrcast
félagslíf	fjɛːlaxstliːv
aukinn	œiːcɪn
vanmetin	vanmɛtɪn
stórfellt	stour̥fɛl̥t
samtölin	samtœlɪn
handleggnum	hantlɛknʏm
sjúka	sjuːka
vottun	vɔhtʏn
truflun	tʰrʏplʏn
kristnitaka	kʰrɪstnɪtʰaːka
kynþáttafordóma	cʰɪnθauhtafɔrtouma
osts	ɔsts
vatnagrasasósu	vahtnakrasasouːsʏ
arnarvatnsheiðar	artnarvashɛjðar
drengilega	treiɲcɪlɛɣa
heppnaðist	hɛhpnaðɪst
jónatansson	jouːnatansɔːn
akreina	aːkreina
íbúðalánasjóðs	iːpuðalaunasjouːðs
þroskaðri	θrɔskaðrɪ
verndað	vɛntað
arnfríður	artnfriðʏr
þægilegum	θaijɪlɛɣʏm
per	pʰɛːr
mikilvægur	mɪːcɪlvaiːɣʏr
alþingismenn	alθiɲcɪsmɛn
vagnar	vaknar
runni	rʏnɪ
uppræta	ʏhpraita
vali	vaːlɪ
frábæran	frauːpairan
brunnum	prʏnʏm
óvenjulegur	ouːvɛnjʏlɛɣʏr
undrun	ʏntrʏn
megnri	mɛknrɪ
hálftími	haultimɪ
þverslá	θvɛr̥stlau
stefnumótunar	stɛpnʏmouːtʏnar
kompaníi	kʰɔm̥panijɪ
veraldarvefnum	vɛːraltarvɛpnʏm
grænklæddu	krajŋkʰlajtʏ
áhugafólki	auːhʏɣafoul̥cɪ
samningaviðræðum	samniŋkavɪðraiðʏm
lyndi	lɪntɪ
neikvæða	neiːkʰvaiða
rótin	rouːtɪn
flugakbraut	flʏːɣakprœjt
kökurnar	kʰœːkʏtnar
nýkominn	niːkʰɔmɪn
eru	eːrʏ
hringferð	r̥iŋkfɛrð
neyða	neiːða
sigin	siːjɪn
augastað	œiːɣastaːð
villir	vɪtlɪr
tjörnunum	tʰjœrtnɔnʏm
kökkur	kʰœhkʏr
stígandi	stiːɣantɪ
hermdarverka	hɛrmtarvɛr̥ka
skrikaði	skrɪːkaðɪ
kauplaust	kʰœiːplœist
kjallari	cʰatlarɪ
endurrituð	ɛntʏrɪːtʏð
þumalfingrunum	θʏːmalfiŋkrɔnʏm
strand	strant
kjarna	cʰartna
vætlaði	vaihtlaðɪ
bjartsýni	pjar̥tsinɪ
veikum	veiːkʏm
árskú	aur̥sku
bunkinn	puɲcɪn
skrefum	skrɛːvʏm
fæði	faiːðɪ
forskrift	fɔr̥skrɪft
dyrum	tɪːrʏm
ríddu	ritʏ
komma	kʰɔma
móts	mouts
daglegan	taɣlɛɣan
sink	sin̥k
textinn	tʰɛkstɪn
snjókoma	stnjouːkʰɔma
grikkir	krɪhcɪr
kreppir	kʰrɛhpɪr
gestasöngvari	cɛstasœjŋkvarɪ
árangurslausri	auːrauŋkʏr̥stlœisrɪ
stjórnandi	stjourtnantɪ
tromsö	tʰrɔmsœ
fágað	fauːað
daufur	tœiːvʏr
andblær	antplair
ræktanlegu	rajxtanlɛːɣʏ
áverka	auːvɛr̥ka
vorverk	vɔrvɛr̥k
endurskoðanda	ɛntʏrskɔːðanta
maría	maːria
búkum	puːkʏm
kvenlíkami	kʰvɛnlikamɪ
pípur	pʰiːpʏr
rignir	rɪknɪr
flugvöllum	flʏɣvœtlʏm
snöggt	stnœxt
ráðhúsið	rauːðhusɪð
siðmenningar	sɪðmɛniŋkar
kaldársel	kʰaltaur̥sɛːl
stofnunina	stɔpnʏnɪna
byggðirnar	pɪɣðɪtnar
óraunhæft	ouːrœinhaift
málaði	mauːlaðɪ
ólafía	ouːlavija
hugheilum	hʏːɣhɛjlʏm
dreymandi	treiːmantɪ
herforingjar	hɛr̥fɔriɲcar
útboði	uːtpɔðɪ
segi	seiːjɪ
djúpkarfinn	tjupkʰarvɪn
stardal	startal
sjúkdómaflokka	sjuktoumaflɔhka
undirstöður	ʏntɪrstœːðʏr
söngleiknum	sœiŋkleihknʏm
gegna	cɛkna
flugufréttir	flʏːɣʏfrjɛhtɪr
fullorðnum	fʏtlɔrtnʏm
spjallið	spjatlɪð
stattu	stahtʏ
pjastra	pʰjastra
módernismans	mouːtɛrnɪsmans
sekkjum	sɛhcʏm
hreini	r̥eiːnɪ
elf	ɛlv
nýtir	nitɪr
svansmerkið	svansmɛr̥cɪð
afsal	afsal
vegaáætlun	vɛːɣaauːaihtlʏn
bálreiður	paulreiðʏr
eiturlyfjaneyslu	eiːtʏrlɪvjaneistlʏ
vökvaði	vœːkvaðɪ
bensíngjöfin	pɛnsincœːvɪn
almannahagsmunir	almanahaxsmʏnɪr
vernharð	vɛrnharð
kveðja	kʰvɛðja
bergsveinn	pɛrksveitn̥
stúlkuna	stul̥kʏna
æpir	aiːpɪr
bygginga	pɪciŋka
óperunni	ouːpʰɛrʏnɪ
adsl	atjɛːɛsɛtl̥
skýlinu	sciːlɪnʏ
esther	ɛstɛr
þagnarskyldan	θaknar̥scɪltan
menningarborgarinnar	mɛniŋkarpɔrkarɪnar
skemmdum	scɛmtʏm
gúanó	kuːanou
nötrandi	nœːtrantɪ
klofningi	kʰlɔpniɲcɪ
jöfnuður	jœpnʏðʏr
dreifðir	treivðɪr
elskulega	ɛlskʏlɛɣa
byggingaverktaka	pɪciŋkavɛr̥ktʰaka
kvöldvaka	kʰvœltvaka
handunnin	hantʏnɪn
gjaldsskrá	caltkrau
ullarbandi	ʏtlarpantɪ
kynningum	cʰɪniŋkʏm
gengu	ceiŋkʏ
skrapa	skraːpa
ánum	auːnʏm
skorkortum	skɔr̥kʰɔr̥tʏm
ökumanninum	œːkʏmanɪnʏm
menntunarframlag	mɛn̥tʏnarframlaɣ
augljósri	œiɣljousrɪ
malbika	malpɪka
sunnanvið	sʏnanvɪːð
leikirnir	leiːcɪtnɪr
guðríði	kvʏðriðɪ
úrskurðurinn	ur̥skʏrðʏrɪn
rússneskra	rustnɛskra
matarleifum	maːtarleiːvʏm
spilaborg	spɪːlapɔrk
lífsorku	lifsɔr̥kʏ
reglulegar	rɛklʏlɛɣar
keltneskri	cʰɛl̥tnɛskrɪ
neskaupstað	nɛːskœipstað
dauðaleit	tœiːðaleiːt
tannkrem	tʰaŋkʰrɛm
ingimarsdóttir	iɲcɪmar̥stouhtɪr
nærtækt	nairtaixt
trúlausra	tʰruːlœisra
áttinni	auhtɪnɪ
ráðningin	rauðniɲcɪn
ófarir	ouːfarɪr
líferni	liːvɛrtnɪ
bústin	pustɪn
útvarpsstöðvum	uːtvar̥pstœðvʏm
bogadóttir	pɔːɣatouhtɪr
hannaðar	hanaðar
ofanverðri	ɔːvanvɛrðrɪ
framfleyta	framfleita
aflaga	avlaɣa
aukahlutverk	œiːkal̥ʏtvɛr̥k
mundi	mʏntɪ
írland	irlant
þóroddsdóttir	θouːrɔtstouhtɪr
stært	stair̥t
þorgeirs	θɔrceir̥s
striga	strɪːɣa
íþrótta	iːθrouhta
hámarksafla	hauːmar̥ksapla
höfuðborgarbúa	hœːvʏðpɔrkarpuːa
vinnumarkaðinn	vɪnʏmar̥kaðɪn
hugmyndum	hʏɣmɪntʏm
undirskriftalista	ʏntɪr̥skrɪftalɪsta
slæðum	stlaiːðʏm
þegiðu	θeijɪðʏ
tvísýn	tʰviːsin
hríseyjar	r̥iːsɛjar
bakaríið	paːkarijɪð
kleyfþol	kʰlɛjfθɔl
þumals	θʏːmals
ósamræmi	ouːsamraimɪ
málsgrein	maulskrein
tækifæra	tʰaiːcɪfaiːra
bæst	paist
sörla	sœrtla
greiðslu	kreiðstlʏ
staðlaðar	staðlaðar
kornvöru	kʰɔrtnvœːrʏ
arka	ar̥ka
eftirsóttu	ɛftɪrsouhtʏ
silkimjúkur	sɪl̥cɪmjuːkʏr
misnotkunar	mɪːsnɔtkʏnar
þumalfingri	θʏːmalfiŋkrɪ
reykjahlíð	reiːkjahliːð
bæta	paiːta
tryggingarnar	tʰrɪciŋkatnar
miðgarði	mɪðkarðɪ
kjarrholti	cʰarhɔl̥tɪ
lóló	louːlou
morgunkaffið	mɔrkʏnkafɪð
fangavörðurinn	fauŋkavœrðʏrɪn
fjármálastjóri	fjaurmaulastjouːrɪ
kuldanum	kʰʏltanʏm
svamp	svam̥p
rekstur	rɛkstʏr
gola	kɔːla
fjölni	fjœlnɪ
fífil	fiːvɪl
frek	frɛːk
geirans	cɛːjrans
staðbundin	staðpʏntɪn
heitur	heiːtʏr
tvírætt	tʰviːraiht
galdra	kaltra
knapi	kʰnaːpɪ
kröftugum	kʰrœftʏɣʏm
örþrifaráða	œr̥θrɪvarauːða
þorbergsson	θɔrpɛrksɔːn
þingmannanna	θiŋkmanana
líklegir	liːkleijɪr
jafngilda	japcɪlta
starfsmennirnir	starvsmɛnɪrtnɪr
ofvirkniröskun	ɔvɪr̥knɪrœskʏn
lifnaði	lɪpnaðɪ
viðbjóðslega	vɪðpjouðstlɛɣa
gamanmyndaflokkur	kaːmanmɪntaflɔhkʏr
yljað	ɪljað
velkomnir	vɛlkʰɔmnɪr
lima	lɪːma
gistum	cɪstʏm
rut	rʏːt
sperrti	spɛr̥tɪ
munnvatni	mʏnvahtnɪ
fat	faːt
sætinu	saiːtɪnʏ
geim	ceiːm
gullna	kʏtl̥na
hagnaðist	haknaðɪst
hraðari	r̥aːðarɪ
sleitulaust	stleiːtʏlœist
grunnmati	krʏnmatɪ
aukaverkefna	œikavɛr̥kɛpna
apparat	ahparat
völdum	vœltʏm
afskekktan	afscɛxtan
hliðinni	l̥ɪːðɪnɪ
mun	mʏːn
barnarúms	partnarums
mislangar	mɪːslauŋkar
áfangaskýrsla	aːufauŋkascistla
uppákomur	ʏhpaukʰɔːmʏr
aðalhlutverkið	aːðal̥ʏtvɛr̥cɪð
fleyta	fleiːta
bróðurparti	prouːðʏrpʰar̥tɪ
pökkum	pʰœhkʏm
kvikmyndaleikstjóri	kʰvɪːkmɪntaleikstjourɪ
brjóstaminnkun	prjoustamiŋ̥kʏn
pó	pʰouː
skíðabátar	sciːðapaːutar
heilindum	heiːlɪntʏm
sveit	sveiːt
athyglisverður	aːtɪklɪsvɛrðʏr
hugdetta	hʏɣtɛhta
sissa	sɪsa
gáfust	kauːvʏst
sofðu	sɔvðʏ
kanslara	kʰanstlara
illvirki	itl̥vɪr̥cɪ
lélegri	ljɛːlɛɣrɪ
kröijers	kʰrœɪjɛr̥s
ljósrauðum	ljouːsrœiðʏm
hagkvæmasti	haxkʰvajmastɪ
apóteka	aːpoutɛːka
verðleikum	vɛrðleikʏm
oki	ɔːcɪ
útlandinu	uːtlantɪnʏ
innspýting	ɪnspitiŋk
slörið	stlœːrɪð
höfðum	hœvðʏm
sænskar	sainskar
lýsingin	liːsiɲcɪn
einkennisjakka	eiŋcɛnɪsjahka
alþjóðasamfélagsins	alθjouðasamfjɛlaxsɪns
hnökrar	n̥œːkrar
akkeri	ahcɛrɪ
mal	maːl
innfæddur	ɪnfaitʏr
rétttrúaða	rjɛhtruaða
handhafar	hanthavar
dýpkað	tifkað
ungmenna	uŋkmɛna
tilfellið	tʰɪlfɛtlɪð
sundi	sʏntɪ
árangri	auːrauŋkrɪ
steikjandi	steiːcantɪ
hitamál	hɪːtamauːl
skerpir	scɛr̥pɪr
egilsstaði	eiːjɪlstaːðɪ
skúffuna	skufʏna
gengislækkunin	cɛjɲcɪslajhkʏnɪn
engisbrekkum	ɛjɲcɪsprɛhkʏm
ætlaðar	aihtlaðar
voðum	vɔːðʏm
áramót	auːramout
einstaklega	einstaklɛɣa
vafamál	vaːvamauːl
eðlislægt	ɛðlɪstlaixt
annast	anast
nútímalegt	nuːtimalɛxt
snörlaði	stnœrtlaðɪ
agnar	aknar
lasin	laːsɪn
miðvallarleikmaður	mɪðvatlarleiːkmaðʏr
þakklátum	θahklautʏm
nára	nauːra
alþýðubandalagið	alθiðʏpantalaijɪð
andartökum	antartʰœːkʏm
girnilegur	cɪrtnɪlɛːɣʏr
maga	maːɣa
innbrennt	ɪmprɛn̥t
gleymskunnar	kleimskʏnar
aftur	aftʏr
styrkleikaflokki	stɪr̥kleikaflɔhcɪ
fjármálaeftirlitsins	fjaurmaulaɛftɪrlɪtsɪns
ljóða	ljouːða
dragnótabátunum	traɣnoutapaːutɔnʏm
aleinir	aːleinɪr
tafli	tʰaplɪ
flugrekendur	flʏɣrɛkɛntʏr
aðdáunarverð	aðtauʏnarvɛrð
mýrinni	miːrɪnɪ
neyðaróp	neiːðarouːp
jeppinn	jɛhpɪn
ábúðarmikil	auːpuðarmɪːcɪl
ósammála	ouːsamaula
spilakassar	spɪːlakʰasar
útlendingur	uːtlɛntiŋkʏr
piltinum	pʰɪl̥tɪnʏm
olnbogum	ɔlpɔɣʏm
fyndi	fɪntɪ
miðist	mɪːðɪst
lagið	laijɪð
skjögraði	scœɣraðɪ
framselt	framsɛl̥t
hryllilegt	r̥ɪtlɪlɛxt
urðir	ʏrðɪr
sumarorlofstíma	sʏːmarɔrlɔfstʰiːma
sparisjóðurinn	spaːrɪsjouːðʏrɪn
kaupið	kʰœiːpɪð
flauganna	flœiɣana
kring	kʰriŋk
lóni	louːnɪ
hringhröðun	r̥iŋkr̥œðʏn
viðlits	vɪðlɪts
andlitsdrættirnir	antlɪtstraihtɪtnɪr
tiltekinna	tʰɪltʰɛcɪna
slökkviliði	stlœhkvɪlɪːðɪ
geðjast	cɛðjast
arnarsyni	artnar̥sɪːnɪ
fossgný	fɔskni
varaformanns	vaːrafɔrmans
seiva	seiːva
villumelding	vɪtlʏmɛltiŋk
greiðsla	kreiðstla
mýkja	miːca
kaupverðið	kʰœiːpvɛrðɪð
meðgöngu	mɛðkœiŋkʏ
sénsa	sjɛnsa
siðmenning	sɪðmɛniŋk
vegabréfið	vɛːɣaprjɛːvɪð
broddi	prɔtɪ
spili	spɪːlɪ
orga	ɔrka
lágmæltur	lauːmail̥tʏr
lögbundið	lœɣpʏntɪð
fylktu	fɪl̥tʏ
klína	kʰliːna
til	tʰɪːl
liðaðist	lɪːðaðɪst
kvikmyndaskoðun	kʰvɪːkmɪntaskɔːðʏn
dyrhólaey	tɪːrhouːlaɛj
fáum	fauːʏm
hamingjusamir	haːmiɲcʏsaːmɪr
smásöluverslun	smauːsœlʏvɛr̥stlʏn
íslandsmeistarakeppni	istlantsmɛjstaracʰɛhpnɪ
gagnrýnendum	kakrinɛntʏm
óskert	ouːscɛr̥t
stundinni	stʏntɪnɪ
frelsaði	frɛlsaðɪ
hrokafulla	r̥ɔːkafʏtla
illgresið	itl̥krɛsɪð
laugum	lœiːɣʏm
goðapulsum	kɔːðapʰʏlsʏm
austuramti	œjstʏram̥tɪ
kát	kʰauːt
sambíóin	saːmpijouɪn
kvittanir	kʰvɪhtanɪr
völ	vœːl
kvótans	kʰvouːtans
vefsvæði	vɛfsvaiðɪ
skyrið	scɪːrɪð
gæfist	caiːvɪst
snjónum	stnjouːnʏm
óstöðvandi	ouːstœðvantɪ
grundum	krʏntʏm
kvöldgestir	kʰvœltcɛstɪr
björtu	pjœr̥tʏ
dyrabjölluna	tɪːrapjœtlʏna
kvistir	kʰvɪstɪr
drungalegur	truŋkalɛɣʏr
barns	pas
dreifst	treifst
heimavelli	heiːmavɛtlɪ
valda	valta
klofningu	kʰlɔpniŋkʏ
heimildar	heiːmɪltar
herjaði	hɛrjaðɪ
kláða	kʰlauːða
nyt	nɪːt
ábyrgan	auːpɪrkan
skotveiðimanna	skɔːtvɛjðɪmana
fæðingarorlofi	faiːðiŋkarɔrlɔvɪ
kennarasambands	cʰɛnarasampants
þeim	θeiːm
virti	vɪr̥tɪ
hagræðing	haɣraiðiŋk
hlekkjaður	l̥ɛhcaðʏr
auðunsson	œiːðʏnsɔːn
debetkorti	tɛːpɛtkɔr̥tɪ
lífríkis	livricɪs
klakklaust	kʰlahklœist
fingurmissir	fiŋkʏrmɪsɪr
sundlar	sʏntlar
appelsínuhúð	ahpɛlsinʏhuːð
vinaminni	vɪːnamɪnɪ
yfirvegað	ɪːvɪrvɛːɣað
húsinu	huːsɪnʏ
drífa	triːva
endalaus	ɛntalœiːs
þunga	θuŋka
fylgt	fɪl̥t
martölvunni	mar̥tʰœlvʏnɪ
þjálfun	θjaulvʏn
daður	taːðʏr
stutta	stʏhta
póstsamgangna	pʰoustsamkauŋkna
rafveitukerfi	ravɛjtʏcʰɛrvɪ
jarðgöngum	jarðkœiŋkʏm
plönturnar	pʰlœn̥tʏtnar
minnibolta	mɪnɪpɔl̥ta
dularfull	tʏːlarfʏtl̥
ægisdóttir	aiːjɪstouhtɪr
vilborgu	vɪlpɔrkʏ
sögulegar	sœːɣʏlɛɣar
sterkstraumshluti	stɛr̥kstrœjmsl̥ʏːtɪ
þjálfaði	θjaulvaðɪ
lyppast	lɪhpast
klofnaði	kʰlɔpnaðɪ
spönn	spœn
refsað	rɛfsað
orti	ɔr̥tɪ
pannan	pʰanan
vatni	vahtnɪ
ofbauð	ɔvpœið
laugardalshöllinni	lœiːɣartalshœtl̥ɪnɪ
lakk	lahk
nasi	naːsɪ
litfagurt	lɪːtfaɣʏr̥t
hvolfdi	kʰvɔltɪ
tvítalningar	tʰviːtalniŋkar
óhamingjusamur	ouːhamiɲcʏsaːmʏr
hnugginn	n̥ʏcɪn
stappfull	stahpfʏtl̥
samstilltu	samstɪl̥tʏ
aðkomumönnum	aðkʰɔmʏmœnʏm
heiðabæ	heiːðapaiː
veruleikatengdir	vɛːrʏlɛjkatʰɛjŋtɪr
drumbur	trʏmpʏr
hvell	kʰvɛtl̥
stílað	stiːlað
sóðalegur	souːðalɛɣʏr
almennur	almɛnʏr
náði	nauːðɪ
örlæti	œrlaitɪ
áhrifaríkt	auːr̥ɪvarixt
vinsælar	vɪnsailar
máttarstund	mauhtarstʏnt
leyti	leiːtɪ
grænlendinga	krainlɛntiŋka
spegli	speiklɪ
hlekkur	l̥ɛhkʏr
rúnirnar	ruːnɪtnar
stúfana	stuːana
þrúgurnar	θruːʏtnar
há	hauː
táknmál	tʰauhkmaul
elskuðu	ɛlskʏðʏ
loforði	lɔːvɔrðɪ
grindverk	krɪntvɛr̥k
hverskyns	kʰvɛr̥scɪns
framlag	framlaɣ
fitumæling	fɪːtʏmajliŋk
góðærinu	kouːðairɪnʏ
raunleiks	rœjnlɛjks
refsaði	rɛfsaðɪ
eftirlitsheimildir	ɛftɪrlɪtshɛjmɪltɪr
óvæntar	ouːvain̥tar
skipaður	scɪːpaðʏr
héldu	çɛltʏ
aðalpersóna	aːðalpʰɛr̥souna
konunnar	kʰɔːnʏnar
markaðs	mar̥kaðs
snjáðu	stnjauːðʏ
hálsmálinu	haulsmaulɪnʏ
takinu	tʰaːcɪnʏ
gantast	kan̥tast
gul	kʏːl
löðrunga	lœðruŋka
hlaðnir	l̥aðnɪr
shellmóti	sjɛlmoutɪ
ábendinga	auːpɛntiŋka
listahátíðar	lɪstahauːtiðar
bætir	paiːtɪr
kvikmyndagerðarmaður	kʰvɪːkmɪntacɛrðarmaːðʏr
amerískur	aːmɛriskʏr
kjarnorkukafbáti	cʰartnɔr̥kʏkʰavpautɪ
garðyrkjuskólans	karðɪr̥cʏskouːlans
doktors	tɔxtɔr̥s
snögghitun	stnœkhɪtʏn
fararbroddi	faːrarprɔtɪ
sápunni	sauːpʏnɪ
minnkuðu	miŋ̊kʏðʏ
kærastanum	cʰaiːrastanʏm
eftirlitskerfi	ɛftɪrlɪtscʰɛrvɪ
snævar	stnaiːvar
arasyni	aːrasɪːnɪ
kvalastillandi	kʰvaːlastɪtlantɪ
afgreiðslustúlkan	avkreiðstlʏstul̥kan
hjálmarsdóttir	çaulmar̥stouhtɪr
slasaðir	stlaːsaðɪr
annist	anɪst
ákvað	auːkvað
heildartekjum	heiltartɛːcʏm
veitingar	veiːtiŋkar
gönguferða	kœiŋkʏfɛrða
krómaða	kʰrouːmaða
vesturhópi	vɛstʏrhouːpɪ
vélsleða	vjɛlstlɛða
leggist	lɛcɪst
veglega	vɛɣlɛɣa
kast	kʰast
klippt	kʰlɪft
útistöðum	uːtɪstœːðʏm
skýringum	sciːriŋkʏm
veðurfregnir	vɛːðʏrfrɛknɪr
frumafl	frʏːmapl̥
bifaðist	pɪːvaðɪst
bleiulaus	plɛːjʏlœis
prest	pʰrɛst
hýrnaði	hirtnaðɪ
háteigssóknar	hauːteixsouhknar
sigbjörnsdóttur	sɪɣpjœr̥stouhtʏr
fiskveiðiári	fɪskveiðɪauːrɪ
stórhættur	stouːrhajhtʏr
hádegisbænir	hauːteijɪspaiːnɪr
mikli	mɪhklɪ
sléttum	stljɛhtʏm
stanganna	stauŋkana
lyginnar	liːjɪnar
loftrýmd	lɔftrimt
fjármálaráðherrann	fjaurmaularauːθɛran
herðarnar	hɛrðatnar
peningunum	pʰɛːniŋkɔnʏm
tekinn	tʰɛːcɪn
örkin	œr̥cɪn
sérstakar	sjɛr̥stakar
virðingarfyllst	vɪrðiŋkarfɪlst
kyrtlinum	cʰɪr̥tlɪnʏm
frankfurt	fraŋ̊kfur̥t
volgri	vɔlkrɪ
seinir	seiːnɪr
fánar	fauːnar
píra	pʰiːra
upphöfnu	ʏhphœpnʏ
árekstraprófanir	aːurɛkstrapʰrouːanɪr
benjamínsson	pɛnjaminsɔːn
borðstofunni	pɔrðstɔvʏnɪ
broddadóttur	prɔtatouhtʏr
plöntur	pʰlœn̥tʏr
brynjarsdóttur	prɪnjar̥stouhtʏr
áhrifamikinn	auːr̥ɪvamɪːcɪn
tilkominn	tʰɪlkʰɔmɪn
gasa	kaːsa
lindgren	lɪntkrɛn
stúdentsveisla	stuːtɛn̥tsvɛjstla
folaldasýningu	fɔːlaltasiːniŋkʏ
rósadal	rouːsatal
bankar	pauŋ̊kar
skornir	skɔrtnɪr
máske	mauscɛ
slysavarnir	stlɪːsavartnɪr
dinglaðu	tiŋklaðʏ
frúarinnar	fruːarɪnar
akranesapótek	aːkranɛːsaːpoutɛk
fjármálasviðs	fjaurmaulasvɪðs
berskjölduð	pɛr̥scœltʏð
fangabúðir	fauŋkapuːðɪr
flatskjá	flaːtscau
gunnarshólma	kʏnarshoulma
freista	freista
sveinbarn	sveimpartn̥
sjóðnum	sjouðnʏm
skipulagsarkitekt	scɪːpʏlaksar̥cɪtʰɛxt
atvinnurekendum	aːtvɪnʏrɛːkɛntʏm
birgjum	pɪrcʏm
heimskautsbaug	hɛjmskœjtspœiɣ
kyrrlát	cʰɪrlaut
klýfi	kʰliːvɪ
kórea	kʰouːrɛa
kjörtímabilinu	cʰœr̥timapɪːlɪnʏ
tvísköttunarsamningur	tʰviːskœhtʏnar̥samniŋkʏr
þorvaldssyni	θɔrvaltsɪːnɪ
mjólkurframleiðslu	mjoul̥kʏrframleiðstlʏ
lækningar	laihkniŋkar
sjávarmáli	sjauːvarmauːlɪ
meiðsl	meiːðstl̥
starfsár	starvsaur
smáskífa	smauːsciva
snillingurinn	stnɪtliŋkʏrɪn
drápshnífa	traːupsn̥iːva
utarlega	ʏːtarlɛɣa
árlegur	aurlɛɣʏr
krukku	kʰrʏhkʏ
þróa	θrouːa
sveðju	svɛðjʏ
leitið	leiːtɪð
eintök	eintœk
hlunkaðist	l̥uŋ̊kaðɪst
sighvatssonar	sɪːɣkvatsɔːnar
hönnuður	hœnʏðʏr
heimsóknir	heimsouhknɪr
trónuðu	tʰrouːnʏðʏ
undirtektir	ʏntɪrtʰɛxtɪr
töpuðust	tʰœːpʏðʏst
fjórar	fjouːrar
bílbeltið	pilpɛl̥tɪð
flytjendum	flɪːtjɛntʏm
tómarúm	tʰouːmaruːm
skútustaðahrepp	skuːtʏstaðar̥ɛhp
augnablikum	œiknaplɪːkʏm
kongó	kʰɔŋkou
erfiða	ɛrvɪða
öfughneigð	œːvʏɣn̥ɛjɣð
sóleyju	souːleijʏ
lánað	lauːnað
leitarstjórinn	leiːtarstjouːrɪn
köggullinn	kʰœkʏtlɪn
dilla	tɪtla
varúð	vaːruð
viðmótið	vɪðmoutɪð
umhverfisverndar	ʏmkʰvɛrvɪsvɛrntar
blöskraði	plœskraðɪ
aukapening	œiːkapɛniŋk
stjúpdóttur	stjuːptouhtʏr
heyrirðu	heiːrɪrʏ
hringingar	r̥iɲciŋkar
aðildarlanda	aːðɪltarlanta
gufubað	kʏːvʏpaːð
bindi	pɪntɪ
morðrannsókn	mɔrðransouhkn̥
raninn	raːnɪn
myrta	mɪr̥ta
misfórst	mɪːsfour̥st
hjálmars	çaulmar̥s
ísvefur	iːsvɛvʏr
skriflegum	skrɪvlɛɣʏm
skrýtilega	skriːtɪlɛɣa
tyrknesku	tʰɪr̥knɛskʏ
lögreglumála	lœɣrɛklʏmauːla
herdeildarforingja	hɛrteiltarfɔːriɲca
átakanlega	auːtakanlɛɣa
stórsvigi	stour̥svijɪ
niðurlægður	nɪːðʏrlaiɣðʏr
stórmeistaranum	stourmeistaranʏm
fálkann	faul̥kan
einhversstaðar	eiŋ̊kvɛr̥staːðar
meiningar	meiːniŋkar
sjúkdómsfelli	sjuktoumsfɛtlɪ
fótboltamyndir	fouːpɔl̥tamɪntɪr
dýrlinga	tirliŋka
djöful	tjœːvʏl
laumuhýsla	lœiːmʏhiːsɪtla
skemmtiatriði	scɛm̥tɪaːtrɪðɪ
borðbrúninni	pɔrðpruːnɪnɪ
spurningalisti	spʏrtniŋkalɪstɪ
starfað	starvað
freistaðist	freistaðɪst
kvöldsins	kʰvœltsɪns
tiltakanlega	tʰɪltʰakanlɛɣa
yfirhöndina	ɪːvɪrhœntɪna
brotið	prɔːtɪð
fenið	fɛːnɪð
fasteignasölu	fasteiknasœːlʏ
virðulegri	vɪrðʏlɛɣrɪ
steinar	steiːnar
litast	lɪːtast
hæglátur	haiɣlautʏr
velferðarstjórn	vɛlfɛrðarstjourtn̥
fimmhundruðkall	fɪmhʏntrʏðkʰatl̥
markvörðurinn	mar̥kvœrðʏrɪn
