σκορδόψωμα	skoɾðopsoma
υγεία	iʝia
μοιρασμένα	miɾazmena
στιμμένη	stimeni
αγαπημένου	aɣapimenu
βουτυρωμένη	vutiromeni
συναναστρέφομαι	sinanastɾefome
εορτάζομε	eoɾtazome
κουβαλήθηκα	kuvaliθika
περασμένα	perazmena
ανελκύομαι	anelciome
κακογαμημένα	kakoɣamimena
σκασμένησ	skazmenis
γενεέσ	ʝenees
πολωνικά	polonika
αγγελοκρούω	aŋɟelokruo
σβήστρα	zvistɾa
εξολοθρεύομαι	eksoloθɾevome
ιπποπόταμοσ	ipopotamos
αποκόβομαι	apokovome
ολόφωτησ	olofotis
τομάρι	tomaɾi
στεναχωρημένα	stenaxorimena
άκουσεσ	akuses
αλαμπουρνέζικου	alaburneziku
αρρωστημένεσ	arostimenes
υποδύομαι	ipoðiome
σχηματίζω	sçimatizo
έχε	eçe
στεφάνη	stefani
σπρώχτηκα	spɾoxtika
τσακωνικοί	tsakonici
ταλαίπωροσ	talepoɾos
καυλιάρησ	kavʎaɾis
τορπίλη	toɾpili
απελπισμένη	apelpizmeni
γιαπί	ʝapi
εισέρχομαι	iseɾxome
καταστρέφομαι	katastɾefome
δυσκολεύομαι	ðiskolevome
στερούμαι	steɾume
λύσουμε	lisume
μύριοι	miɾʝi
σούταρα	sutaɾa
σιχαίνομαι	siçenome
ζω	zo
ανατινάχθηκα	anatinaxθika
αγκιστρώνω	aŋɟistɾono
κυήματοσ	ciimatos
δεκεμβρίου	ðeceɱvɾiu
ιουλίων	iulion
διημείφθην	ðiimifθin
αναπάλλομαι	anapalome
πηδιέμαι	piðʝeme
αδυνατισμένοσ	aðinatizmenos
εργάζομαι	eɾɣazome
αβγοκομμένου	avɣokomenu
κουμπώθηκα	kumboθika
ζεσταμένη	zestameni
ερμηνεύω	eɾminevo
προσεκλήθην	pɾosekliθin
αψιθιά	apsiθça
περιπλέκουμε	peɾiplekume
όμορφοσ	omoɾfos
μυγιάστηκα	miʝastika
μπουρνούζι	buɾnuzi
απομονώσεισ	apomonosis
αναπλέω	anapleo
τιτάνασ	titanas
αθροίζω	aθɾizo
αναδιοργανώθηκα	anaðioɾɣanoθika
βουτυρωμένοσ	vutiromenos
χουρμάσ	xuɾmas
παμφάγοσ	paɱfaɣos
πόρνοσ	poɾnos
μαρκάρομαι	maɾkaɾome
χαμπέρι	xambeɾi
αλληλοσυγκρουόμενουσ	alilosiŋɡruomenus
αγαπημένο	aɣapimeno
σχεδιάζω	sçeðiazo
συμπληρώνομαι	simbliɾonome
θεωρεία	θeoria
αποκλεισμένοσ	apoklizmenos
σημειώνουμε	simionume
αμπαλαρίστηκα	ambalaɾistika
ανετράπησαν	anetɾapisan
αμνηστεύω	amnistevo
μαθεύτηκε	maθeftice
ουρανικοποίηση	uranikopiisi
έγχυσα	eŋçisa
αναβαθμολογούμαι	anavaθmoloɣume
σοφίαι	sofie
ενστερνίσθηκα	ensternisθika
σκοντάβω	skondavo
εγχύθηκα	eŋçiθika
λαογράφοσ	laoɣɾafos
στουτγκάρδη	stutɡarði
ακολουθούμαι	akoluθume
ανασκαφτείσ	anaskaftis
φασαρία	fasaɾia
αργυραμοιβόσ	aɾʝiɾamivos
αλλοίωσησ	aliosis
έτοιμοσ	etimos
ανακλώ	anaklo
κοσμοπολιτών	kozmopoliton
βασανίζομαι	vasanizome
τιμονιέρησ	timoɲeɾis
μπερδεμένου	beɾðemenu
πηδήχτηκα	piðixtika
φυτικόσ	fitikos
κρεβατομουρμούρα	kɾevatomuɾmuɾa
στοίβαξα	stivaksa
πειθόμενε	piθomene
πρωταπριλιά	pɾotapɾiʎa
αίτηση	etisi
γέλαγα	ʝelaɣa
ανάγκεσ	anaŋɟes
περιπλεχθήκαν	peɾiplexθikan
παρακολουθούμαι	paɾakoluθume
μαλακίζομαι	malacizome
πιθαριού	piθarʝu
διαδέχθηκα	ði̯aðexθika
επιστράφηκα	epistɾafika
μισαλλοδοξία	misaloðoksia
απορροφούμενα	apoɾofumena
κρέμα	kɾema
αναγγέλθηκα	anaŋɟelθika
αγιάστηκα	aʝiastika
βάλθηκα	valθika
ἤγγισα	iŋɟisa
ανασκάβομαι	anaskavome
ονομάζουμε	onomazume
λύνει	lini
μεσαίωνασ	meseonas
ελιόψωμο	eʎopsomo
δημοσιεύθηκα	ðimosiefθika
βοηθούμαι	voiθume
γκαστρωμένοι	ɡastɾomeni
ανατρέπουμε	anatɾepume
λύσσαγε	lisaʝe
αλατισμένων	alatizmenon
συγκινούμε	siŋɟinume
ψωμί	psomi
οικονόμοσ	ikonomos
διαβεβαιώσεισ	ðʝaveveosis
καταδίωξα	kataðioksa
κουτάβι	kutavi
οκτώβριε	oktovɾie
γρήγοροσ	ɣriɣoros
μυρωμένε	miromene
ορίζομαι	oɾizome
βρήκατε	vɾikate
εξετελέσθην	eksetelesθin
κλασμένοσ	klazmenos
τάφρουσ	tafrus
κιόλασ	colas
μεταφύτεψα	metafitepsa
προτρέπομε	pɾotɾepome
πρησμένησ	pɾizmenis
δικαίωμα	ðiceoma
μαζικότατησ	mazikotatis
κνήμη	knimi
μαγειρέψει	maʝiɾepsi
τείνομαι	tinome
απέκλεισα	apeklisa
απεδείχθησαν	apeðixθisan
ανιλινών	anilinon
κρίνομε	kɾinome
πούντρα	pudɾa
καταντώ	katando
κλαίω	kleo
δυσκολία	ðiskolia
ευημερώ	evimeɾo
αποταμιεύθηκα	apotamiefθika
απολύομε	apoliome
έδιωξα	eðʝoksa
δικάζω	ðikazo
ακοομέτρηση	akoometrisi
αγνάντεψε	aɣnandepse
αλφάβητον	alfaviton
ακυρώσεωσ	aciɾoseos
δώρα	ðoɾa
ανασάλεψε	anasalepse
ισόγειο	isoʝio
σκίζομαι	scizome
ανακοινώνομαι	anacinonome
αλαμπουρνέζικα	alaburnezika
παιδεύομαι	peðevome
αγγελιασμένοσ	aŋɟeʎazmenos
εισακούσθηκα	isakusθika
μωρό	moɾo
κλίνομαι	klinome
κοινή	cini
ουγκιά	uŋɟa
δέχομαι	ðexome
γαμιάσ	ɣamɲas
ξόδεψα	ksoðepsa
παράξενα	paɾaksena
χάριν	xarin
διατηρούμε	ði̯atiɾume
βλαμμένη	vlameni
ενστερνίζομαι	ensternizome
στενοχωρούμε	stenoxorume
σπουργιτιών	spuɾʝitçon
δαχτυλιά	ðaxtiʎa
τσιγγάνοσ	tsiŋɡanos
πουλί	puli
απαρχαιωμένεσ	aparçeomenes
έτριψα	etripsa
λυκάνθρωποσ	likanθɾopos
συγχάρηκαν	siŋxaɾikan
επιγραφτήκανε	epiɣraftikane
ενοχλήθηκα	enoxliθika
θεόδωροσ	θeoðoɾos
κουμπώνω	kumbono
αύγουστε	avɣuste
κλεφτρόνι	kleftɾoni
χρόνια	xronia
ιούνιε	iunie
παρακαλούμε	parakalume
προέτρεψα	pɾoetɾepsa
συμβούλευσα	siɱvulefsa
γιορτάστηκα	ʝoɾtastika
δούλα	ðula
λαλημένοσ	lalimenos
ταλαιπωρούμαι	talepoɾume
παρίσι	paɾisi
κεσέμια	cesemɲa
δαγκαθεί	ðaŋɡaθi
στεναγμόσ	stenaɣmos
κλεισμένοι	klizmeni
επανειλημμένωσ	epanilimenos
ηγουμένη	iɣumeni
στεναχωρημένεσ	stenaxorimenes
σώζω	sozo
τούτοισ	tutis
πατέρεσ	pateres
προηγουμένησ	proiɣumenis
καριόλα	kaɾʝola
τηλεσκόπιον	tileskopion
απασχόλησα	apasxolisa
σκατόγρια	skatoɣɾia
λιμένεσ	limenes
κωστήσ	kostis
καινοτομιών	cenotomion
σκέφτομαι	sceftome
επιγράφουμε	epiɣrafume
τραγουδισμένοσ	tɾaɣuðizmenos
ψωμάδικων	psomaðikon
φωνάρα	fonaɾa
διαλελυμένε	ðialelimene
μαζικόσ	mazikos
βιασμένοσ	viazmenos
ἐκλάπην	eklapin
χεσμένεσ	çezmenes
απαράδεκτοσ	apaɾaðektos
προσέγραψα	pɾoseɣrapsa
κορόιδευα	koɾoi̯ðeva
δέων	ðeon
αηδιασμένων	aiðiazmenon
ένρινε	enrine
διεθνισμόσ	ðieθnizmos
αναφιώτικα	anafçotika
ζουλάω	zulao
αναταράζω	anatarazo
πύργου	pirɣu
αμφιλεγόμενο	aɱfileɣomeno
καθορίζομε	kaθoɾizome
καθέλκομε	kɾuome
φάτνη	fatni
χλιοσ	xʎos
ντουζ	duz
μαρκάρω	maɾkaɾo
ιταλικόσ	italikos
τρυπιέμαι	tɾipçeme
αμείβομαι	amivome
εξεγείρω	ekseʝiɾo
αγκομαχούσα	aŋɡomaxusa
φαρμακολογία	farmakoloʝia
φυλάγω	filaɣo
ιουνίουσ	iunius
κινιέμαι	ciɲeme
συζήτησα	sizitisa
συγγραφεῦ	siŋɣrafef
μισθώνομαι	misθonome
πέμπτη	pempti
σκέφθηκα	scefθika
έδρα	eðɾa
αιδοιολειξία	eðioliksia
λύσουν	lisun
χρονολογίεσ	xronoloʝies
εξαναγκάζομε	eksanaŋɡazome
ναζού	nazu
τέλειωσα	teʎosa
εβδομήκοντα	evðomikonda
περιοδικό	perioðiko
αναθαρρεύω	anaθaɾevo
λιγότεροι	liɣoteri
έλαμψα	elampsa
αγγαρεύω	aŋɡaɾevo
μουσκεμένη	muscemeni
κόκκινο	kocino
θεοφάνια	θeofania
εισπνέουμε	ispneume
κρεμάστηκα	kɾemastika
ζενίθ	zeniθ
εγγράφτηκαν	eŋɣraftikan
εφάπτομαι	efaptome
ντετέκτιβ	detektiv
λιμόσ	limos
αισθάνομαι	esθanome
ἱκέτευσα	icetefsa
αδειάζω	aðʝazo
συμπαθιέμαι	simbaθçeme
ανακρίθηκα	anakɾiθika
ε	e
ήπιεσ	ipçes
αποβλήθηκα	apovliθika
αγαπημένε	aɣapimene
ποικίλη	picili
κλεισμένουσ	klizmenus
αλφάβητοι	alfaviti
στα	sta
κρατάω	kɾatao
κωνσταντίνε	konstandine
έντονοσ	endonos
φάσκιωσα	fasciosa
αίασ	eas
δίπλα	ðipla
γνωρίζω	ɣnoɾizo
ανατράπηκα	anatɾapika
παραδεκτόσ	paɾaðektos
γκαστρωμένη	ɡastɾomeni
χαμπάρι	xabaɾi
ματώνομαι	matonome
πρωτομάρτυρασ	pɾotomaɾtiɾas
αβλαβήσ	avlavis
αποσείω	aposio
ιανουαρίουσ	ianuaɾius
πακετάρισα	pacetaɾisa
πρωταθλήτρια	pɾotaθlitɾia
κέφια	cefça
συγκόπτουμε	siŋɡoptume
οκτώβρησ	oktovɾis
συζητημένοσ	sizitimenos
έχαψα	exapsa
ἐκωλύθην	ekoliθin
καταφρονιέμαι	katafɾoɲeme
μεταφράσθηκα	metafɾasθika
βαφλιέρα	vafʎeɾa
αναδεύω	anaðevo
παντρεμένησ	pandɾemenis
έγκυοσ	eŋɟios
αρχικώσ	arçikos
ποικιλότατοι	picilotati
θαλαμηγόσ	θalamiɣos
παράβαλλε	paɾavale
αντάμωσα	andamosa
χιμπατζήσ	çimbandzis
ημέρεψα	imeɾepsa
αγγέλλομαι	aŋɟelome
έγκριση	eŋɡɾisi
λυμένου	limenu
απαλείφουμε	apalifume
μειώνω	miono
λάμδα	lamða
ενρινοτήτων	enrinotiton
υποπτεύθηκα	ipoptefθika
αγγελμένοσ	aŋɟelmenos
δανάησ	ðanais
αποκόπτω	apokopto
αναγνωρισμένε	anaɣnorizmene
εξετέλεσα	eksetelesa
αγγισμένου	aŋɟizmenu
προμηθεύτηκα	pɾomiθeftika
δημεύτηκα	ðimeftika
μυγοπαγίδα	miɣopaʝiða
έφραξα	efraksa
αναστασία	anastasia
αναθεματισμένοσ	anaθematizmenos
αναζωογόνηση	anazooɣonisi
επισυνάπτω	episinapto
κατοικήθηκα	katiciθika
βουτυροκομία	ɾokomia
ξεσπιτώνω	ksespitono
αναδιοργανώνομαι	anaðioɾɣanonome
μπαστούνι	bastuni
λύθηκαν	liθikan
θλίψη	θlipsi
νάζαρα	nazara
αναγνωρισμένεσ	anaɣnorizmenes
διπλανοί	ðiplani
κραγμένοσ	kɾaɣmenos
ειλημμένο	ilimeno
πρησμένεσ	pɾizmenes
καταφθάνω	katafθano
κουτσουλιά	kutsuʎa
φιλιών	filion
κωλοφωτιά	kolofotça
αποστολή	apostoli
μπονατσάρει	bonatsaɾi
αποκρούω	apokruo
ανευρέθηκα	anevɾeθika
συγγραφεῖσ	siŋɣrafis
υποβοηθούμενου	ipovoiθumenu
κερί	cerri
περιπλέω	peripleo
ψι	psi
σφιχτά	sfixta
μειοψηφίασ	miopsifias
διαπλέω	ðiapleo
σύνορο	sinoro
ξεκωλιάζομαι	ksekoʎazome
τρεισ	tɾis
βάρβαροσ	varvaros
καθικάκι	kaθikaci
κατάβαλε	katavale
πανικοβάλλομαι	panikovalome
γουστάρισα	ɣustaɾisa
δακτυλογράφησα	ðaktiloɣɾafisa
μαλακισμένου	malacizmenu
τοποθετούμε	topoθetume
αποκρύπτομε	apokɾiptome
κλεισμένο	klizmeno
ομολογείτε	omoloʝite
γιατροί	ʝatɾi
βουτυρώνω	vutiɾono
κλείω	klio
ερρινότησ	erinotis
αναγεννησιακό	anaʝenisiako
στολίζω	stolizo
γλωσσίτσα	ɣlositsa
βαθιών	vaθçon
υπομονή	ipomoni
αγγισμένοι	aŋɟizmeni
αγανακτισμένη	aɣanaktizmeni
εκκολάπτω	ekolapto
ανασκάφτω	anaskafto
προηγούμενησ	proiɣumenis
υποθηκεύθηκα	ipoθicefθika
αβγατισμένου	avɣatizmenu
εννοώ	enoo
νταμάρι	damaɾi
διώχτηκα	ðʝoxtika
αναγκάζω	anaŋɡazo
ἀπεύχομαι	apefxome
ψήφισμα	psifizma
σοφήσ	sofis
παρασκευάζω	paɾascevazo
αποθηκεύθηκα	apoθicefθika
τείνομε	tinome
αποκλεισμένων	apoklizmenon
βρικόλακασ	vɾikolakas
εκλάπην	eklapin
αναβόσβησα	anavozvisa
έρρινουσ	erinus
πλειονοψηφία	plionopsifia
αντιμετώπισα	andimetopisa
ακοινωνησιών	acinonisçon
απριλίου	apɾiliu
προηγούμενεσ	proiɣumenes
μορφέασ	morfeas
τάφροσ	tafros
ἔφραξα	efraksa
βλάπτομαι	vlaptome
κάστρο	kastro
αγριοκοιτάζομαι	aɣɾiocitazome
θλίβω	θlivo
επιβάλλω	epivalo
γιορτάζω	ʝoɾtazo
αλάσκα	alaska
μάδυτοσ	maðitos
γονυπετέσ	ɣonipetes
πλακούντασ	plakundas
εκτελέστηκα	ektelestika
δενδροχρονολόγηση	ðendroxronoloʝisi
αβέβαιοσ	aveveos
θλιβεροί	θliveɾi
αποκλεισμένου	apoklizmenu
ποικιλότερη	piciloteri
τσουράπι	tsuɾapi
θεραπεύω	θeɾapevo
φουμάρισα	fumaɾisa
κουραστικούσ	kurastikus
στριμμένο	stɾimeno
κουλουριάστηκα	kuluɾʝastika
ζεσταμένου	zestamenu
καθισμένησ	kaθizmenis
διαπρέπω	ðiapɾepo
παρακείμενη	paɾacimeni
στεναχωρούμε	stenaxorume
βλάφτω	vlafto
ακοήσ	akois
ψημένουσ	psimenus
χοντροκώλησ	xondɾokolis
θριάμβευσα	θɾiaɱvefsa
ανακατώνω	anakatono
ερρινότητεσ	erinotites
κκε	kukue
επισυνήφθη	episinifθi
σκόπια	skopça
ακύρωσησ	aciɾosis
πιλοτάρισα	pilotaɾisa
χαραμίζω	xaɾamizo
δεχτεί	ðexti
εσωκλείομε	esokliome
ηγέρθη	iʝeɾθi
αναθεματισμένη	anaθematizmeni
διψασμένα	ðipsazmena
έκαψα	ekapsa
μαζικότεροσ	mazikoteros
τρεχούμενη	tɾexumeni
είχατε	ixate
πουθενά	puθena
γαλλία	ɣalia
κινούμενοσ	cinumenos
αποκρύψεισ	apokɾipsis
ωφελούμαι	ofelume
οραματίστηκα	oɾamatistika
αβανγκαρντισμόσ	avaŋɡaɾdizmos
γέννησισ	ʝenisis
κανακεύτε	kanacefte
φλερτ	fleɾt
ανακτώ	anakto
απαλλαγή	apalaʝi
εξολοθρεύθηκα	eksoloθɾefθika
στέκω	steko
υποθάλπουμε	ipoθalpume
σεπτέμβριοι	septeɱvɾii
ολόφωτο	olofoto
επαρκήσ	epaɾcis
ψυχιατρικοί	psiçatrici
όμορφεσ	omoɾfes
λήθη	liθi
κοτσάρισε	kotsaɾise
σκύβω	scivo
άνεση	anesi
βελτιώνομαι	veltionome
μοιρασμένοσ	miɾazmenos
καταλύω	katalio
εξοχότατοσ	eksoxotatos
κοροϊδεύομαι	koɾoi̯ðevome
μεσαιωνικών	meseonikon
ανεπανόρθωτοσ	anepanorθotos
μοιρασμένε	miɾazmene
τσίσα	tsisa
πιέστηκα	piestika
προσβλέπω	pɾosvlepo
βουλευτήσ	vuleftis
σβήνω	zvino
γδέρνω	ɣðerno
ρουφηγμένοσ	ɾufiɣmenos
αποδεικνύομε	apoðikniome
αγουστιών	aɣustçon
αιματοκυλίζω	ematocilizo
απολύομαι	apoliome
θλιβερού	θliveɾu
κουράστηκα	kuɾastika
ντροπιάζομαι	dɾopçazome
κιτσαρία	citsaɾia
τάφρε	tafre
διπλασιάζω	ðiplasiazo
εξαναγκάζουμε	eksanaŋɡazume
ειλημμένων	ilimenon
τσίτσιδοσ	tsitsiðos
περισπωμένησ	perispomenis
αβγατίζομαι	avɣatizome
καπνοδόχο	kapnoðoxo
αχαιόσ	açeos
μειονοψηφίασ	mionopsifias
μπάντα	banda
ακουστικόσ	akustikos
κακογαμημένοι	kakoɣamimeni
κεκλεισμένε	ceklizmene
καταργούμαι	kataɾɣume
προσγειώθηκα	pɾozʝioθika
ἐξήρθην	eksirθin
ασυγχώρητοσ	asiŋxoritos
σοφόσ	sofos
ναυτολογίων	naftoloʝion
ανιψούληδεσ	anipsuliðes
ιερόσ	ieɾos
ολόφωτα	olofota
περηφάνια	perifaɲa
γηροκομείο	ʝiɾokomio
πλέκομαι	plekome
μεγαλομάρτυρασ	meɣalomaɾtiɾas
ηθοποιία	iθopiia
ταράχτηκα	taraxtika
λυνόσαστε	linosaste
ανατείνομαι	anatinome
αντέστε	adeste
φωτογράφησα	fotoɣɾafisa
αναγγέλλουμε	anaŋɟelume
ακολασία	akolasia
άσεβα	aseva
εγκλείστηκα	eŋɡlistika
επανιδρύομαι	epaniðriome
ντουλάπι	dulapi
δημήτρησ	ðimitɾis
αναλογώ	analoɣo
ευσέβαστοσ	efsevastos
νοεμβρίου	noeɱvɾiu
μύγα	miɣa
αθίγγανοσ	aθiŋɡanos
αλήτεψα	alitepsa
διαθλάστηκα	ði̯aθlastika
αγιοποιημένων	aʝiopiimenon
εγγράφηκε	eŋɣrafice
χρόνια	xroɲa
συσσωρεύτηκα	sisoɾeftika
κουβαλάω	kuvalao
οφείλω	ofilo
στυμμένα	stimena
ιουλίου	iuliu
διαλυμένοι	ðʝalimeni
συμπαθάω	simbaθao
έσκαζα	eskaza
γκεσέμι	ɟesemi
ίδιοσ	iðʝos
συνδέομε	sinðeome
πρησμένων	pɾizmenon
ορμούζ	ormuz
παράβαλε	paɾavale
μυρωμένο	miromeno
εμπνέομαι	embneome
απεδείχθη	apeðixθi
παζαρεύομαι	pazaɾevome
διαχέομε	ðʝaçeome
απολογητικέσ	apoloʝitices
μάρτιοι	maɾtii
χριστόψωμα	xristopsoma
