porowini	pˌɔrɔwˈini
rongonui	rˌɔŋɔnˈu"i
tuke	tˈu"ke
rano	rˈanɔ
oti	ˈɔti
hohoko	hɔhˈɔkɔ
noo	nˈɔɔ
pumau	pu"mˈau"
kei	kˈei
kapo	kˈapɔ
Mauria	mˌau"rˈia
whānautanga	fˌaːnau"tˈaŋa
tauā	taˈu"aː
Team	tˈeam
Homai	hˈɔma͡ɪ
whakaari	fˌakaˈari
Tāia	taːˈia
ngātahitia	ŋˌaːtahitˈia
Inea	inˈea
whakaniko	fˌakanˈikɔ
ngāhau	ŋaːhˈau"
kōrerotanga	kˌɔːrerɔtˈaŋa
kuaore	ku"ˈa͡ʊre
kāre	kˈaːre
Kaumātua	kˌau"maːtˈu"a
whakanao	fakˈana͡ʊ
tūtohi	tu"ːtˈɔhi
tapuhi	tapˈu"hi
tapahanga	tˌapahˈaŋa
whika	fˈika
rongoa	rɔŋˈɔa
pana	pˈana
paanga	paˈaŋa
Iwikau	ˌiwikˈau"
pahikara	pˌahikˈara
tuatahitia	tˌu"atˌahitˈia
tuahine	tˌu"ahˈine
Matewhawhati	mˌatefafˈati
Henare	henˈare
Nama	nˈama
poke	pˈɔke
taukumekume	tˌau"kˌu"mekˈu"me
Maketū	makˈetu"ː
Tiati	tiˈati
Karauna	kˌaraˈu"na
whakapūmautanga	fˌakapˌu"ːmau"tˈaŋa
Tauiwi	tˌau"ˈiwi
Rehua	rehˈu"a
raranga	rarˈaŋa
kūhuka	ku"ːhˈu"ka
hākona	haːkˈɔna
whaimana	fa͡ɪmˈana
tamarikitanga	tˌamarˌikitˈaŋa
taiaki	ta͡ɪˈaki
Amohau	ˌamɔhˈau"
waho	wˈahɔ
kōpura	kɔːpˈu"ra
m	m
takinga	takˈiŋa
hoha	hˈɔha
wheua	feˈu"a
kaiwhakaora	kˌa͡ɪfakˈa͡ʊra
tuarongo	tˌu"arˈɔŋɔ
whakamoe	fakˈamwe
at	ˈat
na	nˈa
Turanganui	tˌu"raŋanˈu"i
tāutu	taːˈu"tu"
papa	pˈapa
kowhatu	kɔfˈatu"
mama	mˈama
tumeke	tu"mˈeke
NA	nˈa
tika	tˈika
onāianei	ˌɔnaːˌianˈei
Wi	wˈi
hautū	haˈu"tu"ː
Hepetema	hˌepetˈema
whakatū	fakˈatu"ː
Kapiti	kapˈiti
mokomoko	mˌɔkɔmˈɔkɔ
hōtera	hɔːtˈera
Tokomaru	tˌɔkɔmˈaru"
Ōpango	ɔːpˈaŋɔ
Kaore	kˈa͡ʊre
Taumarere	tˌau"marˈere
takenga	takˈeŋa
tea	tˈea
ngakinga	ŋakˈiŋa
whakakīa	fˌakakˈiːa
Rima	rˈima
āe	ˈaːe
kao	kˈa͡ʊ
Kererū	kerˈeru"ː
Wāhi	wˈaːhi
roroa	rɔrˈɔa
Ngahue	ŋahˈu"e
Wātene	waːtˈene
kokonga	kɔkˈɔŋa
tiaho	tiˈahɔ
whārangi	faːrˈaŋi
Haane	haˈane
mē	mˈeː
mauhere	mˌau"hˈere
hipi	hˈipi
pereti	perˈeti
ngohi	ŋˈɔhi
Ihipa	ihˈipa
mātārere	mˌaːtaːrˈere
Moerewa	mwerˈewa
koa	kˈɔa
pēneitia	pˌeːneitˈia
Tamaki	tamˈaki
kāpehu	kaːpˈehu"
papaku	papˈaku"
kāta	kˈaːta
uiuia	ˌu"iu"ˈia
mangere	maŋˈere
Puke	pˈu"ke
papatahi	pˌapatˈahi
whakaakoranga	fˌakaˌakɔrˈaŋa
Tohua	tɔhˈu"a
kauhanga	kˌau"hˈaŋa
Whakatakotoria	fˌakatˌakɔtɔrˈia
whakapaitanga	fˌakapa͡ɪtˈaŋa
whāinga	faːˈiŋa
whakarauoratanga	fˌakarˌau"ˌɔratˈaŋa
Mete	mˈete
Kā	kˈaː
maru	mˈaru"
Hemi	hˈemi
Tirani	tirˈani
aromatawaihia	ˌarɔmˌatawa͡ɪhˈia
peeke	peˈeke
Kauaka	kˌau"ˈaka
Pānuihia	pˌaːnu"ihˈia
Po	pˈɔ
Rawa	rˈawa
Takiwa	takˈiwa
tipu	tˈipu"
Hunia	hu"nˈia
arohaina	ˌarɔhˈa͡ɪna
kaitātaki	kˌa͡ɪtaːtˈaki
hanganga	haŋˈaŋa
Putumōhio	pˌu"tu"mɔːhˈiɔ
tënei	tenˈei
tahuri	tahˈu"ri
märama	marˈama
Tōku	tˈɔːku"
karaka	karˈaka
hōngere	hɔːŋˈere
Tauihu	tˌau"ˈihu"
huihui	hˌu"ihˈu"i
hohonutanga	hˌɔhɔnu"tˈaŋa
Ahuriri	ˌahu"rˈiri
Kātahi	kaːtˈahi
inihua	ˌinihˈu"a
kea	kˈea
aitanga	a͡ɪtˈaŋa
Tiakina	tˌiakˈina
kāwana	kaːwˈana
whakahīhī	fˌakahˈiːhiː
Kokiri	kɔkˈiri
heria	herˈia
raweketia	rˌaweketˈia
kaiarataki	kˌa͡ɪaratˈaki
ōrite	ɔːrˈite
kauhoe	kaˈu"hwe
Pōmare	pɔːmˈare
Tātaihia	tˌaːta͡ɪhˈia
kanga	kˈaŋa
Kua	kˈu"a
pokapū	pɔkˈapu"ː
Pouherenga	pˌou"herˈeŋa
rehita	rehˈita
whitu	fˈitu"
nanao	nˈana͡ʊ
mauri	maˈu"ri
Kāti	kˈaːti
kīnaki	kiːnˈaki
Pēwhairangi	pˌeːfa͡ɪrˈaŋi
Ahu	ˈahu"
tauaki	tˌau"ˈaki
Whakarawea	fˌakarawˈea
Tamariki	tˌamarˈiki
kaitito	ka͡ɪtˈitɔ
tūmanakohia	tˌu"ːmanˌakɔhˈia
tāraia	taːrˈa͡ɪa
whakamaramatia	fˌakamˌaramatˈia
reri	rˈeri
haurongo	hˌau"rˈɔŋɔ
whakatinana	fˌakatinˈana
toha	tˈɔha
whakapiki	fˌakapˈiki
Tokohia	tˌɔkɔhˈia
nuka	nˈu"ka
kapiti	kapˈiti
rohenga	rɔhˈeŋa
rauropi	rˌau"rˈɔpi
huia	hu"ˈia
anahe	anˈahe
raau	raˈau"
whakataukī	fˌakataˈu"kiː
whakatūnga	fˌakatˈu"ːŋa
hinganga	hiŋˈaŋa
herehere	hˌerehˈere
tōkeke	tɔːkˈeke
manapori	mˌanapˈɔri
kaua	kaˈu"a
Manaakitanga	mˌanaˌakitˈaŋa
Rangahaua	rˌaŋahaˈu"a
hikoi	hˈiko͡ɪ
auē	aˈu"eː
horoi	hˈɔro͡ɪ
h	h
Ngawai	ŋˈawa͡ɪ
putu	pˈu"tu"
pūwāhi	pu"ːwˈaːhi
rahi	rˈahi
H	h
whakaahuatia	fˌakaˌahu"atˈia
oona	ɔˈɔna
tauhou	tˌau"hˈou"
Kōhure	kɔːhˈu"re
pata	pˈata
Mōhio	mɔːhˈiɔ
Kēnana	keːnˈana
mangai	mˈaŋa͡ɪ
whakamaharatanga	fˌakamˌaharatˈaŋa
Moeraki	mwerˈaki
whakatauranga	fˌakatˌau"rˈaŋa
pīpīwai	piːpˈiːwa͡ɪ
Whakatauritea	fˌakatˌau"ritˈea
whatitiri	fˌatitˈiri
whakatuwheratia	fˌakatˌu"feratˈia
hinga	hˈiŋa
whakangā	fakˈaŋaː
Whaitiri	fa͡ɪtˈiri
whakawhitinga	fˌakafitˈiŋa
whakamarumaru	fˌakamˌaru"mˈaru"
whakarau	fˌakarˈau"
ahi	ˈahi
Whakahaere	fˌakahˈa͡ɪre
tikitiki	tˌikitˈiki
whaitake	fa͡ɪtˈake
other	ˈɔther
rereketanga	rˌereketˈaŋa
marere	marˈere
koronga	kɔrˈɔŋa
waihanga	wa͡ɪhˈaŋa
whakawhanaketanga	fˌakafˌanaketˈaŋa
whero	fˈerɔ
tangi	tˈaŋi
aruhe	arˈu"he
pungarehu	pˌu"ŋarˈehu"
Ringatū	riŋˈatu"ː
kuare	ku"ˈare
kuini	ku"ˈini
Irawaru	ˌirawˈaru"
Hinemoana	hˌinemɔˈana
kakama	kakˈama
Wairua	wa͡ɪrˈu"a
Tutanekai	tˌu"tanˈeka͡ɪ
whaikōrero	fˌa͡ɪkɔːrˈerɔ
korowai	kɔrˈɔwa͡ɪ
Tukua	tu"kˈu"a
manawataki	mˌanawatˈaki
tira	tˈira
Pūtaiao	pu"ːtˈa͡ɪa͡ʊ
pitihana	pˌitihˈana
kaingārahu	kˌa͡ɪŋaːrˈahu"
wairuatanga	wˌa͡ɪru"atˈaŋa
Hea	hˈea
rore	rˈɔre
nehu	nˈehu"
Taro	tˈarɔ
aru	ˈaru"
whakaraerae	fˌakarˈa͡ɪra͡ɪ
kāpia	kaːpˈia
aromatawaia	ˌarɔmˌatawˈa͡ɪa
Ōhinemutu	ˌɔːhinemˈu"tu"
Engari	eŋˈari
haurehu	hˌau"rˈehu"
whakangahau	fˌakaŋahˈau"
Rapua	rapˈu"a
Taniwha	tanˈifa
tūtae	tˈu"ːta͡ɪ
pikinga	pikˈiŋa
kukune	ku"kˈu"ne
whakaatuhia	fˌakaˌatu"hˈia
piko	pˈikɔ
whakataki	fˌakatˈaki
whakaako	fˌakaˈakɔ
matau	matˈau"
niao	nˈia͡ʊ
whakatauritea	fˌakatˌau"ritˈea
New	nˈew
tēneki	teːnˈeki
Rēhia	reːhˈia
tūhonohono	tˌu"ːhɔnɔhˈɔnɔ
Paengawhāwhā	pˌa͡ɪŋafˈaːfaː
tātai	tˈaːta͡ɪ
Anga	ˈaŋa
piripiri	pˌiripˈiri
kāore	kaːˈɔre
miramira	mˌiramˈira
tamaiti	tamˈa͡ɪti
utaina	u"tˈa͡ɪna
kora	kˈɔra
rarahi	rarˈahi
whakarerekētia	fˌakarˌerekeːtˈia
Takitahi	tˌakitˈahi
waku	wˈaku"
mōrearea	mˌɔːrearˈea
Mana	mˈana
whakahaerehia	fˌakahˌa͡ɪrehˈia
Aku	ˈaku"
whatitoka	fˌatitˈɔka
raurēkau	rˌau"reːkˈau"
hahana	hahˈana
rea	rˈea
māuiui	mˌaːu"iˈu"i
ohia	ɔhˈia
Harata	harˈata
Horomona	hˌɔrɔmˈɔna
huakita	hˌu"akˈita
whakahua	fˌakahˈu"a
paraoa	parˈa͡ʊa
Ngaiterangi	ŋˌa͡ɪterˈaŋi
takitini	tˌakitˈini
Katikati	kˌatikˈati
Paremata	pˌaremˈata
motukore	mˌɔtu"kˈɔre
tarai	tˈara͡ɪ
Whawhai	fˈafa͡ɪ
kīngi	kˈiːŋi
tāpaetia	tˌaːpa͡ɪtˈia
orite	ɔrˈite
takaroa	tˌakarˈɔa
whirinaki	fˌirinˈaki
Tōia	tɔːˈia
Tāhū	tˈaːhu"ː
Kīngi	kˈiːŋi
whakakaupapa	fˌakakˌau"pˈapa
patohanga	pˌatɔhˈaŋa
tukutuku	tˌu"ku"tˈu"ku"
pukuhohe	pˌu"ku"hˈɔhe
araa	arˈaa
tutaki	tu"tˈaki
marathon	marˈathɔn
Tawhiuau	tˌafiu"ˈau"
tōmuatanga	tˌɔːmu"atˈaŋa
hiakai	hiˈaka͡ɪ
Tuwhakararo	tˌu"fakarˈarɔ
Unit	ˈu"nit
wikitōria	wˌikitɔːrˈia
tina	tˈina
niupepa	nˌiu"pˈepa
muna	mˈu"na
tikiake	tˌikiˈake
takaro	takˈarɔ
haumako	hˌau"mˈakɔ
po	pˈɔ
taokete	ta͡ʊkˈete
takaia	takˈa͡ɪa
maramara	mˌaramˈara
whiore	fiˈɔre
Whakaakoranga	fˌakaˌakɔrˈaŋa
koropupu	kˌɔrɔpˈu"pu"
koiora	ko͡ɪˈɔra
whakawhetai	fˌakafˈeta͡ɪ
Pangarau	pˌaŋarˈau"
Apanui	ˌapanˈu"i
Motuhake	mˌɔtu"hˈake
manatārua	mˌanataːrˈu"a
māra	mˈaːra
hi	hˈi
kaitango	ka͡ɪtˈaŋɔ
Wikitoria	wˌikitɔrˈia
panonitanga	pˌanɔnitˈaŋa
taupū	taˈu"pu"ː
Tokorima	tˌɔkɔrˈima
kauta	kaˈu"ta
Papamoa	pˌapamˈɔa
kohatu	kɔhˈatu"
piriti	pirˈiti
pukuriri	pˌu"ku"rˈiri
taparau	tˌaparˈau"
ngunguru	ŋu"ŋˈu"ru"
Puea	pu"ˈea
Tura	tˈu"ra
rātaka	raːtˈaka
tūpuna	tu"ːpˈu"na
taitamariki	tˌa͡ɪtamarˈiki
maitai	mˈa͡ɪta͡ɪ
wherawhera	fˌerafˈera
kohine	kɔhˈine
whakatōpū	fˌakatˈɔːpu"ː
Whiri	fˈiri
Impromptu	imprˈɔmptu"
pūrerehua	pˌu"ːrerehˈu"a
pouaru	pˌou"ˈaru"
Poihana	po͡ɪhˈana
whakawhanaungatanga	fˌakafˌanaˌu"ŋatˈaŋa
Whatatutu	fˌatatˈu"tu"
hohipera	hˌɔhipˈera
Whakaora	fakˈa͡ʊra
komiti	kɔmˈiti
ngeru	ŋˈeru"
korekore	kˌɔrekˈɔre
pauna	paˈu"na
ora	ˈɔra
whakataetae	fˌakatˈa͡ɪta͡ɪ
hauāuru	hˌau"aːˈu"ru"
pä	pˈa
takahanga	tˌakahˈaŋa
t	t
kereru	kerˈeru"
tupuna	tu"pˈu"na
mema	mˈema
Rauru	raˈu"ru"
whakaata	fˌakaˈata
pāorooro	pˌaːɔrɔˈɔrɔ
mihi	mˈihi
tokoono	tˌɔkɔˈɔnɔ
Whāinga	faːˈiŋa
Māmoe	mˈaːmwe
piupiu	pˌiu"pˈiu"
kaiwhakaari	kˌa͡ɪfakaˈari
areare	ˌareˈare
Ua	ˈu"a
whakahuatia	fˌakahˌu"atˈia
whutupaoro	fˌu"tu"pˈa͡ʊrɔ
Papahurihia	pˌapahˌu"rihˈia
tōtara	tɔːtˈara
rapu	rˈapu"
rerewhenua	rˌerefenˈu"a
rīpene	riːpˈene
Riri	rˈiri
Maori	mˈa͡ʊri
repe	rˈepe
Riro	rˈirɔ
ripi	rˈipi
Araroa	ˌararˈɔa
Tākaro	taːkˈarɔ
rāwekeweke	rˌaːwekewˈeke
maa	mˈaa
toheroa	tˌɔherˈɔa
nawe	nˈawe
kiore	kiˈɔre
tūru	tˈu"ːru"
mauhia	mˌau"hˈia
tanuku	tanˈu"ku"
pūtake	pu"ːtˈake
rawhiti	rafˈiti
tūroro	tu"ːrˈɔrɔ
ataahua	ˌataahˈu"a
kōpaki	kɔːpˈaki
Rāhina	raːhˈina
tautokohia	tˌau"tˌɔkɔhˈia
Ruatoki	rˌu"atˈɔki
Tīmatanga	tˌiːmatˈaŋa
pūhia	pu"ːhˈia
whakakāhoretia	fˌakakˌaːhɔretˈia
Tuatoru	tˌu"atˈɔru"
marire	marˈire
hangai	hˈaŋa͡ɪ
tapae	tˈapa͡ɪ
kōkiri	kɔːkˈiri
inoi	ˈino͡ɪ
Kohai	kˈɔha͡ɪ
rātonga	raːtˈɔŋa
hinu	hˈinu"
Makau	makˈau"
whakarahinga	fˌakarahˈiŋa
purotu	pu"rˈɔtu"
whakakīkī	fˌakakˈiːkiː
makariri	mˌakarˈiri
kaihautū	kˌa͡ɪhaˈu"tu"ː
taatou	tˌaatˈou"
pāpāho	paːpˈaːhɔ
rākau	raːkˈau"
ngārahu	ŋaːrˈahu"
whakawaiwai	fˌakawˈa͡ɪwa͡ɪ
tūturutanga	tˌu"ːtu"ru"tˈaŋa
waimeha	wa͡ɪmˈeha
urutomo	ˌu"ru"tˈɔmɔ
nēhi	nˈeːhi
whakateraki	fˌakaterˈaki
tētahi	teːtˈahi
papakāinga	pˌapakaːˈiŋa
whakaratohia	fˌakarˌatɔhˈia
tohuhia	tˌɔhu"hˈia
Reo	rˈeɔ
Tūmanako	tˌu"ːmanˈakɔ
tautiaki	tˌau"tiˈaki
patapatai	pˌatapˈata͡ɪ
tāna	tˈaːna
karangatanga	kˌaraŋatˈaŋa
kaiwhakarato	kˌa͡ɪfakarˈatɔ
Mano	mˈanɔ
rīpeka	riːpˈeka
puāwai	pu"ˈaːwa͡ɪ
tohungatanga	tˌɔhu"ŋatˈaŋa
kapuni	kapˈu"ni
Rautaki	rˌau"tˈaki
Koinā	kˈo͡ɪnaː
mākutu	maːkˈu"tu"
Tuhoe	tˈu"hwe
manga	mˈaŋa
mātao	mˈaːta͡ʊ
Aorangi	a͡ʊrˈaŋi
aku	ˈaku"
Kāterina	kˌaːterˈina
Matatika	mˌatatˈika
kōeke	kɔːˈeke
karauna	kˌaraˈu"na
torotoro	tˌɔrɔtˈɔrɔ
to	tˈɔ
parāoa	pˌaraːˈɔa
Roimata	ro͡ɪmˈata
Ngapuhi	ŋapˈu"hi
Kairēhita	kˌa͡ɪreːhˈita
kaha	kˈaha
hōhipera	hˌɔːhipˈera
körero	kɔrˈerɔ
kupu	kˈu"pu"
puranga	pu"rˈaŋa
tirotirohia	tˌirɔtˌirɔhˈia
okiokinga	ˌɔkiɔkˈiŋa
ngakia	ŋakˈia
whakawākanga	fˌakawaːkˈaŋa
Puka	pˈu"ka
Tiriti	tirˈiti
tōmuri	tɔːmˈu"ri
ränei	ranˈei
mete	mˈete
titiro	titˈirɔ
mōmona	mɔːmˈɔna
Aranga	arˈaŋa
Tangohia	tˌaŋɔhˈia
kākāriki	kˌaːkaːrˈiki
tauranga	tˌau"rˈaŋa
parae	pˈara͡ɪ
maara	maˈara
māhunga	maːhˈu"ŋa
marumaru	mˌaru"mˈaru"
Rārangihia	rˌaːraŋihˈia
whakarōpūtia	fˌakarˌɔːpu"ːtˈia
pataka	patˈaka
Hāpai	hˈaːpa͡ɪ
Hōri	hˈɔːri
Tīhema	tiːhˈema
rōpu	rˈɔːpu"
whakaaotanga	fˌakaa͡ʊtˈaŋa
Kae	kˈa͡ɪ
IT	ˈit
Nainoa	na͡ɪnˈɔa
toenga	twˈeŋa
riringi	rirˈiŋi
hokowhitu	hˌɔkɔfˈitu"
whakamua	fˌakamˈu"a
Maimoatanga	mˌa͡ɪmɔatˈaŋa
āwangawanga	ˌaːwaŋawˈaŋa
Aotaki	a͡ʊtˈaki
kukupa	ku"kˈu"pa
nehua	nehˈu"a
wharekai	farˈeka͡ɪ
Nāu	nˈaːu"
Kapene	kapˈene
mano	mˈanɔ
inanga	inˈaŋa
Hekeretari	hˌekeretˈari
kari	kˈari
whakarara	fˌakarˈara
ūngeri	u"ːŋˈeri
Anā	ˈanaː
Paerewa	pa͡ɪrˈewa
taikaha	ta͡ɪkˈaha
whakamahara	fˌakamahˈara
matapihi	mˌatapˈihi
Air	ˈa͡ɪr
poari	pɔˈari
whakaputahia	fˌakapˌu"tahˈia
kō	kˈɔː
tawhio	tafˈiɔ
tuarangi	tˌu"arˈaŋi
auraki	ˌau"rˈaki
ngahoro	ŋahˈɔrɔ
wāhine	waːhˈine
potiki	pɔtˈiki
piriona	pˌiriˈɔna
Taranaki	tˌaranˈaki
Mau	mˈau"
whai	fˈa͡ɪ
whakaminenga	fˌakaminˈeŋa
pm	pm
Hurihia	hˌu"rihˈia
whakaharatau	fˌakahˌaratˈau"
Komihana	kˌɔmihˈana
Hongongoi	hɔŋˈɔŋo͡ɪ
keehi	keˈehi
kutu	kˈu"tu"
karapoti	kˌarapˈɔti
etahi	etˈahi
pēpē	pˈeːpeː
Hekenukumai	hˌekenu"kˈu"ma͡ɪ
Ani	ˈani
Winiata	wˌiniˈata
whakapakaritia	fˌakapˌakaritˈia
marae	mˈara͡ɪ
papatipu	pˌapatˈipu"
atawhai	atˈafa͡ɪ
whakamaramatanga	fˌakamˌaramatˈaŋa
Koi	kˈo͡ɪ
rerekore	rˌerekˈɔre
waituhi	wa͡ɪtˈu"hi
kaioraora	kˌa͡ɪɔrˈa͡ʊra
ohotata	ˌɔhɔtˈata
whakatoi	fakˈato͡ɪ
pūngāwerewere	pˌu"ːŋaːwˌerewˈere
Kite	kˈite
Whāiti	faːˈiti
tuawhitu	tˌu"afˈitu"
angawaho	ˌaŋawˈahɔ
werowero	wˌerɔwˈerɔ
Himi	hˈimi
ita	ˈita
ō	ˈɔː
pahi	pˈahi
aituā	a͡ɪtˈu"aː
mānuka	maːnˈu"ka
Takiura	tˌakiˈu"ra
Huinga	hu"ˈiŋa
hikina	hikˈina
pua	pˈu"a
tahatika	tˌahatˈika
Kāwanatanga	kˌaːwanatˈaŋa
Ngaheu	ŋahˈeu"
it	ˈit
Panui	panˈu"i
Tawhirimatea	tˌafirˌimatˈea
Tangaere	taŋˈa͡ɪre
kaiwhakanoho	kˌa͡ɪfakanˈɔhɔ
Hānuere	hˌaːnu"ˈere
kauwhau	kˌau"fˈau"
Waititi	wa͡ɪtˈiti
tekoteko	tˌekɔtˈekɔ
urutaunga	ˌu"ru"taˈu"ŋa
Akona	akˈɔna
taunaha	tˌau"nˈaha
Tauwhao	taˈu"fa͡ʊ
Ngaro	ŋˈarɔ
Rangitukutuku	rˌaŋitˌu"ku"tˈu"ku"
Piri	pˈiri
pāka	pˈaːka
puhi	pˈu"hi
kimihia	kˌimihˈia
Toko	tˈɔkɔ
whakawātea	fˌakawaːtˈea
tapanga	tapˈaŋa
kaihokohoko	kˌa͡ɪhɔkɔhˈɔkɔ
patipati	pˌatipˈati
huatanga	hˌu"atˈaŋa
korokoro	kˌɔrɔkˈɔrɔ
atua	atˈu"a
korua	kɔrˈu"a
taotu	tˈa͡ʊtu"
tūhono	tu"ːhˈɔnɔ
makutu	makˈu"tu"
rangimarie	rˌaŋimarˈie
ināianei	ˌinaːˌianˈei
pukohu	pu"kˈɔhu"
horu	hˈɔru"
AUT	ˈau"t
tauhohenga	tˌau"hɔhˈeŋa
miti	mˈiti
whakaora	fakˈa͡ʊra
utua	u"tˈu"a
hāngaitanga	hˌaːŋa͡ɪtˈaŋa
hanga	hˈaŋa
karere	karˈere
hekeretari	hˌekeretˈari
hinengaro	hˌineŋˈarɔ
taua	taˈu"a
ētahi	eːtˈahi
puaki	pu"ˈaki
tatauria	tˌatau"rˈia
peka	pˈeka
pīrori	piːrˈɔri
raka	rˈaka
Marama	marˈama
karawhiu	kˌarafˈiu"
tutukitanga	tˌu"tu"kitˈaŋa
pikopiko	pˌikɔpˈikɔ
taiepa	ta͡ɪˈepa
āniwhaniwha	ˌaːnifanˈifa
Pānga	pˈaːŋa
mahanga	mahˈaŋa
Hētana	heːtˈana
tūtei	tu"ːtˈei
manu	mˈanu"
tūtata	tu"ːtˈata
kāika	kaːˈika
whangaia	faŋˈa͡ɪa
īpae	ˈiːpa͡ɪ
uha	ˈu"ha
pūtahitanga	pˌu"ːtahitˈaŋa
Pūreta	pu"ːrˈeta
wähanga	wahˈaŋa
pounamu	pˌou"nˈamu"
Paora	pˈa͡ʊra
tukurua	tˌu"ku"rˈu"a
Rere	rˈere
Ika	ˈika
Rongomaraeroa	rˌɔŋɔmˌara͡ɪrˈɔa
tipi	tˈipi
ūpoko	u"ːpˈɔkɔ
karangaranga	kˌaraŋarˈaŋa
karengo	karˈeŋɔ
Karaka	karˈaka
riki	rˈiki
hāngai	hˈaːŋa͡ɪ
whakanōhia	fˌakanɔːhˈia
Haramai	harˈama͡ɪ
whakamātau	fˌakamaːtˈau"
kaponga	kapˈɔŋa
Pō	pˈɔː
whakamoemiti	fˌakamwemˈiti
tohutao	tɔhˈu"ta͡ʊ
rita	rˈita
Arihia	ˌarihˈia
whakahautia	fˌakahˌau"tˈia
Rotorua	rˌɔtɔrˈu"a
Whakarongo	fˌakarˈɔŋɔ
koromatua	kˌɔrɔmatˈu"a
whakaputanga	fˌakapu"tˈaŋa
Ipu	ˈipu"
taumaha	tˌau"mˈaha
tohi	tˈɔhi
Manaaki	mˌanaˈaki
taunga	taˈu"ŋa
Ngahuru	ŋahˈu"ru"
raakau	rˌaakˈau"
tahuhu	tahˈu"hu"
whakarunga	fˌakarˈu"ŋa
Kāre	kˈaːre
whakaroa	fˌakarˈɔa
Waitematā	wˌa͡ɪtemˈataː
whakatupato	fˌakatu"pˈatɔ
whakaritea	fˌakaritˈea
tamahine	tˌamahˈine
paoa	pˈa͡ʊa
hauwaru	hˌau"wˈaru"
tēwhea	teːfˈea
wharepaku	fˌarepˈaku"
tapiri	tapˈiri
Rīpera	riːpˈera
tīpuna	tiːpˈu"na
Koro	kˈɔrɔ
Tokorua	tˌɔkɔrˈu"a
minenga	minˈeŋa
hoe	hwˈe
nāu	nˈaːu"
parirau	pˌarirˈau"
kitea	kitˈea
Matau	matˈau"
waina	wˈa͡ɪna
raanei	rˌaanˈei
kaipupuri	kˌa͡ɪpu"pˈu"ri
whakanohoia	fˌakanɔhˈo͡ɪa
pāremata	pˌaːremˈata
Kōhine	kɔːhˈine
whakararo	fˌakarˈarɔ
poitarawhiti	pˌo͡ɪtarafˈiti
Tena	tˈena
tuaono	tu"ˈa͡ʊnɔ
teetehi	tˌeetˈehi
Whakatika	fˌakatˈika
hangarau	hˌaŋarˈau"
tumanako	tˌu"manˈakɔ
Paenga	pˈa͡ɪŋa
awhikiri	ˌafikˈiri
whenua	fenˈu"a
Waihoki	wa͡ɪhˈɔki
tūmatarau	tˌu"ːmatarˈau"
pūhiko	pu"ːhˈikɔ
Kōeke	kɔːˈeke
Horror	hˈɔrrɔr
Hapanihi	hˌapanˈihi
meinga	meˈiŋa
kāreti	kaːrˈeti
Uenuku	ˌu"enˈu"ku"
Whakamahi	fˌakamˈahi
Tangotango	tˌaŋɔtˈaŋɔ
Tiaki	tiˈaki
Rangitīkei	rˌaŋitiːkˈei
whakatipu	fˌakatˈipu"
tīwhiri	tiːfˈiri
ārikarika	ˌaːrikarˈika
whakapoke	fˌakapˈɔke
parai	pˈara͡ɪ
hau	hˈau"
pōkai	pˈɔːka͡ɪ
man	mˈan
mōteatea	mˌɔːteatˈea
ngēnei	ŋeːnˈei
Hēni	hˈeːni
whakaranu	fˌakarˈanu"
Moteatea	mˌɔteatˈea
Āta	ˈaːta
reanga	reˈaŋa
Herenga	herˈeŋa
wai	wˈa͡ɪ
whakaaraara	fˌakaˌaraˈara
kirimana	kˌirimˈana
Kawakawa	kˌawakˈawa
Māu	mˈaːu"
Tānerore	tˌaːnerˈɔre
haehae	hˈa͡ɪha͡ɪ
rawekehia	rˌawekehˈia
kētanga	keːtˈaŋa
onge	ˈɔŋe
Hereturikōkā	hˌeretˌu"rikˈɔːkaː
kutikuti	kˌu"tikˈu"ti
tūmanako	tˌu"ːmanˈakɔ
haepapa	ha͡ɪpˈapa
Rohe	rˈɔhe
taumarumaru	tˌau"mˌaru"mˈaru"
toto	tˈɔtɔ
kāri	kˈaːri
whakatata	fˌakatˈata
ngawari	ŋawˈari
whakawhānuitia	fˌakafˌaːnu"itˈia
pāti	pˈaːti
wareware	wˌarewˈare
Tautohua	tˌau"tɔhˈu"a
autōhiko	ˌau"tɔːhˈikɔ
Haria	harˈia
Tinirau	tˌinirˈau"
kawekawe	kˌawekˈawe
whakairi	fakˈa͡ɪri
two	twˈɔ
rarau	rarˈau"
ngaki	ŋˈaki
huraina	hu"rˈa͡ɪna
paopao	pˈa͡ʊpa͡ʊ
ihu	ˈihu"
pupu	pˈu"pu"
kino	kˈinɔ
Aotea	a͡ʊtˈea
nohoanga	nˌɔhɔˈaŋa
Kooti	kɔˈɔti
Kaupapa	kˌau"pˈapa
whakahoa	fˌakahˈɔa
Kōkiritia	kˌɔːkiritˈia
whakarea	fˌakarˈea
MPI	mpˈi
moemoeā	mwemwˈeaː
tīmatatanga	tˌiːmatatˈaŋa
Heteroptera	hˌeterɔptˈera
Rātou	raːtˈou"
whakaingoatia	fˌaka͡ɪŋˌɔatˈia
whaa	fˈaa
Parore	parˈɔre
ngote	ŋˈɔte
Hori	hˈɔri
pene	pˈene
pirepire	pˌirepˈire
kainga	kˈa͡ɪŋa
tōkena	tɔːkˈena
Whakaritenga	fˌakaritˈeŋa
purere	pu"rˈere
kinaki	kinˈaki
