sanjuanēnsis	s̠anjʊanẽːs̠ɪs̠
anticipantō	an̪t̪ɪkɪpan̪t̪oː
bavarus	bawaɾʊs̠
impūnēs	ɪmpuːneːs̠
īnsinuātiō	ĩːs̠ɪnʊaːt̪ioː
prōpūrgō	pɾoːpuːrɡoː
subscūs	s̠ʊps̠kuːs̠
nōbilitāveritis	noːbɪl̪ɪt̪aːwɛɾiːt̪ɪs̠
agolum	aɡɔɫ̪ʊ̃ˑ
lāminium	ɫ̪aːmɪniʊ̃ˑ
fluibundus	fɫ̪ʊɪbʊn̪d̪ʊs̠
domā	d̪ɔmaː
oroātis	ɔɾɔaːt̪ɪs̠
revocō	rɛwɔkoː
lassātīs	ɫ̪as̠s̠aːt̪iːs̠
germinō	ɡɛrmɪnoː
fortuīte	fɔrt̪ʊiːt̪ɛ
rubellus	rʊbɛl̠l̠ʊs̠
carpentum	karpɛn̪t̪ʊ̃ˑ
saluerimus	s̠aɫ̪ʊɛɾɪmʊs̠
sanguinolentus	s̠aŋɡᶣɪnɔɫ̪ɛn̪t̪ʊs̠
laudābit	ɫ̪au̯d̪aːbɪt̪
crūsculum	kɾuːs̠kʊɫ̪ʊ̃ˑ
trimodia	t̪ɾɪmɔd̪ia
angustiō	aŋɡʊs̠t̪ioː
probus	pɾɔbʊs̠
hodiē	hɔd̪ieː
proeliātor	pɾoe̯l̪iaːt̪ɔr
ablēgātiō	abɫ̪eːɡaːt̪ioː
pūtidior	puːt̪ɪd̪iɔr
ēbriācus	eːbɾiaːkʊs̠
exos	ɛks̠ɔs̠
cū̆stōdēs	kʊs̠t̪oːd̪eːs̠
sērēs	s̠eːɾeːs̠
atomō	at̪ɔmoː
contenebra	kɔn̪t̪ɛnɛbɾa
danaus	d̪anaʊs̠
thorae	t̪ʰɔɾae̯
īdōlicus	iːd̪oːl̪ɪkʊs̠
palō	paɫ̪oː
mentiō	mɛn̪t̪ioː
aquifolius	akᶣɪfɔl̪iʊs̠
scrīpseris	s̠kɾiːps̠ɛɾɪs̠
molestō	mɔɫ̪ɛs̠t̪oː
ubus	ʊbʊs̠
tolōsam	t̪ɔɫ̪oːs̠ãˑ
scandalizō	s̠kan̪d̪al̪ɪzzoː
ballistia	bal̠l̠ɪs̠t̪ia
levāna	ɫ̪ɛwaːna
obiciendus	ɔbjɪkiɛn̪d̪ʊs̠
monōdicus	mɔnoːd̪ɪkʊs̠
eteōnus	ɛt̪eoːnʊs̠
rhododendros	rɔd̪ɔd̪ɛn̪d̪ɾoːs̠
tīridātēs	t̪iːɾɪd̪aːt̪eːs̠
sēsqui	s̠eːs̠kᶣɪ
lārīnum	ɫ̪aːɾiːnʊ̃ˑ
isrāhēlīticus	ɪs̠raːheːl̪iːt̪ɪkʊs̠
tōkiō	t̪oːkioː
saturārem	s̠at̪ʊɾaːɾɛ̃ˑ
gaster	ɡas̠t̪ɛr
cerillae	kɛɾɪl̠l̠ae̯
redūcēs	rɛd̪uːkeːs̠
appetītiō	appɛt̪iːt̪ioː
vīvificō	wiːwɪfɪkoː
contrāvēneris	kɔn̪t̪ɾaːweːnɛɾɪs̠
antecēdō	an̪t̪ɛkeːd̪oː
dīrige	d̪iːɾɪɡɛ
pēlium	peːl̪iʊ̃ˑ
michigānia	mɪkʰɪɡaːnia
farta	fart̪aː
histriātus	hɪs̠t̪ɾiaːt̪ʊs̠
nūntiāveritis	nuːn̪t̪iaːwɛɾiːt̪ɪs̠
adspīrō	at̪s̠piːɾoː
pācificus	paːkɪfɪkʊs̠
ōlīs	oːl̪iːs̠
sisamnēs	s̠ɪnnakeːs̠
dissipat	d̪ɪs̠s̠ɪpat̪
dēstrūctor	d̪eːs̠t̪ɾuːkt̪ɔr
quīnquepartītus	kᶣiːŋkᶣɛpart̪iːt̪ʊs̠
persevērō	pɛrs̠ɛweːɾoː
scarabaeus	s̠kaɾabae̯ʊs̠
inlīberālis	ɪnl̪iːbɛɾaːl̪ɪs̠
circumvehor	kɪrkʊmwɛhɔr
pāstus	paːs̠t̪ʊs̠
jaculātōrius	jakʊɫ̪aːt̪oːɾiʊs̠
ostentō	ɔs̠t̪ɛn̪t̪oː
praemium	pɾae̯miʊ̃ˑ
asturica	as̠t̪ʊɾɪka
tenuistīpitāta	t̪ɛnʊɪs̠t̪iːpɪt̪aːt̪a
compācta	kɔmpaːkt̪aː
repentīnus	rɛpɛn̪t̪iːnʊs̠
istum	ɪs̠t̪ʊ̃ˑ
mēnstruus	mẽːs̠t̪ɾʊʊs̠
perīta	pɛɾiːt̪aː
quemadmodum	kᶣɛ̃ˑad̪mɔd̪ʊ̃ˑ
condoceō	kɔn̪d̪ɔkeoː
acūtivalvis	akuːt̪ɪwaɫ̪wɪs̠
fortūnātō	fɔrt̪uːnaːt̪oː
īle	iːɫ̪ɛ
contemplābundus	kɔn̪t̪ɛmpɫ̪aːbʊn̪d̪ʊs̠
doctiloquus	d̪ɔkt̪ɪɫ̪ɔkʊs̠
prīmōgenita	pɾiːmoːɡɛnɪt̪a
complaceō	kɔmpɫ̪akeoː
cosmopolītīs	kɔs̠mɔpɔl̪iːt̪iːs̠
extēnsō	ɛks̠t̪ẽːs̠oː
gemebundus	ɡɛmɛbʊn̪d̪ʊs̠
dispertiō	d̪ɪs̠pɛrt̪ioː
angustifrontibus	aŋɡʊs̠t̪ɪfɾɔn̪t̪ɪbʊs̠
mendācium	mɛn̪d̪aːkiʊ̃ˑ
convenīmus	kɔnwɛniːmʊs̠
bērȳtius	beːɾyːt̪iʊs̠
doctōrā	d̪ɔkt̪oːɾaː
metrī	mɛt̪ɾiː
cercetius	kɛrkɛt̪iʊs̠
angustifrōns	aŋɡʊs̠t̪ɪfɾõːs̠
astrictīvus	as̠t̪ɾɪkt̪iːwʊs̠
cognōscere	kɔŋnoːs̠keːɾɛ
scōtī	s̠koːt̪iː
tampius	t̪ampiʊs̠
superlaudābilis	s̠ʊpɛrɫ̪au̯d̪aːbɪl̪ɪs̠
trānsieris	t̪ɾãːs̠iɛɾiːs̠
rosārius	rɔs̠aːɾiʊs̠
regenerō	rɛɡɛnɛɾoː
celebrēscō	kɛɫ̪ɛbɾeːs̠koː
ūsitātus	uːs̠ɪt̪aːt̪ʊs̠
dē	d̪eː
pēnsat	pẽːs̠at̪
fētālia	feːt̪aːl̪ia
technophysiotameum	t̪ɛkʰnɔpʰʏs̠iɔt̪ameʊ̃ˑ
geneālogus	ɡɛneaːɫ̪ɔɡʊs̠
reclīnō	rɛkl̪iːnoː
fastīgō	fas̠t̪iːɡoː
frontālis	fɾɔn̪t̪aːl̪ɪs̠
arachnē	aɾakʰneː
cōnsummō	kõːs̠ʊmmoː
albofasciātus	aɫ̪bɔfas̠kiaːt̪ʊs̠
sōlemnis	s̠oːɫ̪ɛmnɪs̠
mōns	mõːs̠
samicum	s̠amɪkʊ̃ˑ
scelerō	s̠kɛɫ̪ɛɾoː
lanista	ɫ̪anɪs̠t̪a
aethalos	ae̯t̪ʰaɫ̪ɔs̠
effētus	ɛffeːt̪ʊs̠
agathoclēs	aɡat̪ʰɔkɫ̪eːs̠
cortīna	kɔrt̪iːna
lēthargiam	ɫ̪eːt̪ʰarɡiãˑ
adriānōrum	ad̪riaːnoːɾʊ̃ˑ
cancellārius	kaŋkɛl̠l̠aːɾiʊs̠
anagombrī	anaɡɔmbɾiː
putrefaciō	pʊt̪ɾɛfakioː
ninguit	nɪŋɡᶣɪt̪
rubifōrmis	rʊbɪfoːrmɪs̠
cottīdiānus	kɔt̪t̪iːd̪iaːnʊs̠
pācātum	paːkaːt̪ʊ̃ˑ
anās	anaːs̠
eleūsa	ɛɫ̪euːs̠a
migrātiō	mɪɡraːt̪ioː
silēscō	s̠ɪɫ̪eːs̠koː
scrūpus	s̠kɾuːpʊs̠
monogenem	mɔnɔɡɛnɛ̃ˑ
falsiparēns	faɫ̪s̠ɪpaɾẽːs̠
obnūntiātus	ɔbnuːn̪t̪iaːt̪ʊs̠
quiēns	kᶣiẽːs̠
mā̆trona	maːt̪ɾɔna
sāgum	s̠aːɡʊ̃ˑ
īnsculpō	ĩːs̠kʊɫ̪poː
carpus	karpʊs̠
comprōmissum	kɔmpɾoːmɪs̠s̠ʊ̃ˑ
rancidulus	raŋkɪd̪ʊɫ̪ʊs̠
longinquō	ɫ̪ɔŋɡɪŋkʷoː
cassābundus	kas̠s̠aːbʊn̪d̪ʊs̠
eboreus	ɛbɔɾeʊs̠
monimus	mɔnɪmʊs̠
maeander	mae̯an̪d̪ɛr
mammālis	mammaːl̪ɪs̠
mīrābundus	miːɾaːbʊn̪d̪ʊs̠
inmisericors	ɪnmɪs̠ɛɾɪkɔrs̠
thmūis	t̪ʰmuːɪs̠
violāceus	wiɔɫ̪aːkeʊs̠
lībāveritis	l̪iːbaːwɛɾɪt̪ɪs̠
iodum	iɔd̪ʊ̃ˑ
iterum	ɪt̪ɛɾʊ̃ˑ
assuēscō	as̠s̠weːs̠koː
mītigāveritis	miːt̪ɪɡaːwɛɾiːt̪ɪs̠
messīās	mɛs̠s̠iːaːs̠
torculārius	t̪ɔrkʊɫ̪aːɾiʊs̠
nautilus	nau̯t̪ɪɫ̪ʊs̠
mussāveritis	mʊs̠s̠aːwɛɾiːt̪ɪs̠
theophilus	t̪ʰeɔpʰɪɫ̪ʊs̠
umbō	ʊmboː
astyagēs	as̠t̪yaɡeːs̠
negātīvās	nɛɡaːt̪iːwaːs̠
abrāsiō	abraːs̠ioː
birmanicus	bɪrmanɪkʊs̠
mājōrānus	maːjoːɾaːnʊs̠
exportāssem	ɛks̠pɔrt̪aːs̠s̠ɛ̃ˑ
querquētula	kᶣɛrkᶣeːt̪ʊɫ̪a
cymithārra	kʏmɪt̪ʰaːrra
adpetissō	at̪pɛt̪ɪs̠s̠oː
drachma	d̪ɾakʰma
halisernē	hal̪ɪs̠ɛrneː
statuō	s̠t̪at̪ʊoː
vadīs	wad̪iːs̠
pecuārius	pɛkʊaːɾiʊs̠
fābricātōrius	faːbɾɪkaːt̪oːɾiʊs̠
attat	at̪t̪at̪
docendus	d̪ɔkɛn̪d̪ʊs̠
tōnsūra	t̪õːs̠uːɾa
assentiō	as̠s̠ɛn̪t̪ioː
quadrispīnōsus	kʷad̪ɾɪs̠piːnoːs̠ʊs̠
antigonēa	an̪t̪ɪɡɔneːa
portābilis	pɔrt̪aːbɪl̪ɪs̠
indūrāveritis	ɪn̪d̪uːɾaːwɛɾɪt̪ɪs̠
collātiō	kɔl̠l̠aːt̪ioː
citāte	kɪt̪aːt̪ɛ
artystōnē	art̪ʏs̠t̪oːneː
amphitheātrum	ampʰɪt̪ʰeaːt̪ɾʊ̃ˑ
profectītius	pɾɔfɛkt̪iːt̪iʊs̠
glūbō	ɡɫ̪uːboː
resonantia	rɛs̠ɔnan̪t̪ia
interiungō	ɪn̪t̪ɛrjʊŋɡoː
injūstus	ɪnjuːs̠t̪ʊs̠
mancipō	maŋkɪpoː
hispānō	hɪs̠paːnoː
repropitiō	rɛpɾɔpɪt̪ioː
profānō	pɾɔfaːnoː
mūsōnius	muːs̠oːniʊs̠
claustrum	kɫ̪au̯s̠t̪ɾʊ̃ˑ
adāctus	ad̪aːkt̪ʊs̠
segessera	s̠ɛɡɛs̠s̠ɛɾa
absorptiō	aps̠ɔrpt̪ioː
latmus	ɫ̪at̪mʊs̠
corvīnus	kɔrwiːnʊs̠
rāstrum	raːs̠t̪ɾʊ̃ˑ
domuitiō	d̪ɔmʊɪt̪ioː
corpus	kɔrpʊs̠
corrēpō	kɔrreːpoː
aquilīna	akᶣɪl̪iːna
scaurus	s̠kau̯rʊs̠
rōbustus	roːbʊs̠t̪ʊs̠
explicō	ɛks̠pl̪ɪkoː
irritō	ɪrrɪt̪oː
excīdō	ɛks̠kiːd̪oː
subrigō	s̠ʊbrɪɡoː
caerimōnium	kae̯rɪmoːniʊ̃ˑ
circumeō	kɪrkʊmeoː
casuentus	kas̠ʊɛn̪t̪ʊs̠
interlūnium	ɪn̪t̪ɛrɫ̪uːniʊ̃ˑ
vīsiō	wiːs̠ioː
aequātor	ae̯kʷaːt̪ɔr
pējōra	peːjoːɾa
palumbārius	paɫ̪ʊmbaːɾiʊs̠
perniciābilis	pɛrnɪkiaːbɪl̪ɪs̠
dionȳsius	d̪iɔnyːs̠iʊs̠
septennis	s̠ɛpt̪ɛnnɪs̠
dulcāmen	d̪ʊɫ̪kaːmɛn
concremō	kɔŋkɾɛmoː
samamyciī	s̠amamʏkiiː
praecōnius	pɾae̯koːniʊs̠
săgāx	s̠aɡaːks̠
sensātē	s̠ẽːs̠aːt̪eː
anchārius	aŋkʰaːɾiʊs̠
haliacmōn	hal̪iakmoːn
sincēra	s̠ɪŋkeːɾaː
dēsinēns	d̪eːs̠ɪnẽːs̠
bogud	bɔɡʊd̪
praesūmō	pɾae̯s̠uːmoː
brandeum	bɾan̪d̪eʊ̃ˑ
epeiī	ɛpei̯iː
orbitālēs	ɔrbɪt̪aːɫ̪eːs̠
boliviānās	bɔl̪ɪwiaːnaːs̠
circumfarciō	kɪrkũːfarkioː
circumspectēs	kɪrkũːs̠pɛkt̪eːs̠
laurētum	ɫ̪au̯reːt̪ʊ̃ˑ
armysia	armʏs̠ia
peripherālis	pɛɾɪpʰɛɾaːl̪ɪs̠
americānī	amɛɾɪkaːniː
arātor	aɾaːt̪ɔr
indiānō	ɪn̪d̪iaːnoː
fūsa	fuːs̠a
sēquana	s̠eːkʷana
effoveō	ɛffɔweoː
exsūgō	ɛks̠uːɡoː
leopardus	ɫ̪eɔpard̪ʊs̠
glōrificāssem	ɡɫ̪oːɾɪfɪkaːs̠s̠ɛ̃ˑ
suffīveritis	s̠ʊffiːwɛɾiːt̪ɪs̠
andamanicus	an̪d̪amanɪkʊs̠
condēlector	kɔn̪d̪eːɫ̪ɛkt̪ɔr
regenerāta	rɛɡɛnɛɾaːt̪aː
fūror	fuːɾɔr
vīnifer	wiːnɪfɛr
īmachara	iːmakʰaɾa
sphaerocarpus	s̠pʰae̯rɔkarpʊs̠
depstīcius	d̪ɛps̠t̪iːkiʊs̠
āvocāmentī	aːwɔkaːmɛn̪t̪iː
coruncānius	kɔɾʊŋkaːniʊs̠
macrīnus	makɾiːnʊs̠
centiplex	kɛn̪t̪ɪpɫ̪ɛks̠
ballantis	bal̠l̠an̪t̪ɪs̠
adramyttium	ad̪ramʏt̪t̪iʊ̃ˑ
interminor	ɪn̪t̪ɛrmɪnɔr
sōpīverimus	s̠oːpiːwɛɾiːmʊs̠
inliciō	ɪnl̪ɪkioː
relinquō	rɛl̪ɪŋkʷoː
subigō	s̠ʊbɪɡoː
apsilae	aps̠ɪɫ̪ae̯
sulphur	s̠ʊɫ̪pʰʊr
casīnō	kas̠iːnoː
conclāmātus	kɔŋkɫ̪aːmaːt̪ʊs̠
habilitō	habɪl̪ɪt̪oː
hirriō	hɪrrioː
december	d̪ɛkɛmbɛr
adriānārum	ad̪riaːnaːɾʊ̃ˑ
aliēnus	al̪ieːnʊs̠
alcali	aɫ̪kal̪ɪ
inērudītus	ɪneːɾʊd̪iːt̪ʊs̠
nōdāmen	noːd̪aːmɛn
biotechnologia	biɔt̪ɛkʰnɔɫ̪ɔɡia
canticum	kan̪t̪ɪkʊ̃ˑ
perniō	pɛrnioː
spīrāmentum	s̠piːɾaːmɛn̪t̪ʊ̃ˑ
jacetānī	jakɛt̪aːniː
agora	aɡɔɾa
stertō	s̠t̪ɛrt̪oː
ignōrātis	ɪŋnoːɾaːt̪ɪs̠
uxiī	ʊks̠iiː
praecipiō	pɾae̯kɪpioː
compēnsārēs	kɔmpẽːs̠aːɾeːs̠
parapīnae	paɾapiːnae̯
tussēdō	t̪ʊs̠s̠eːd̪oː
vesta	wɛs̠t̪a
cinnamōmum	kɪnnamoːmʊ̃ˑ
cantharus	kan̪t̪ʰaɾʊs̠
mānsuētārius	mãːs̠weːt̪aːɾiʊs̠
sēditiōsus	s̠eːd̪ɪt̪ioːs̠ʊs̠
aequor	ae̯kʷɔr
explicāre	ɛks̠pl̪ɪkaːɾɛ
gravidus	ɡrawɪd̪ʊs̠
pedisequus	pɛd̪ɪs̠ɛkʊs̠
panathēnāica	panat̪ʰeːnaːɪka
litterōsus	l̪ɪt̪t̪ɛɾoːs̠ʊs̠
sofistās	s̠ɔfɪs̠t̪aːs̠
thymium	t̪ʰʏmiʊ̃ˑ
mēnsālis	mẽːs̠aːl̪ɪs̠
permagnificus	pɛrmaŋnɪfɪkʊs̠
praejūdicō	pɾae̯jjuːd̪ɪkoː
citrangulus	kɪt̪ɾaŋɡʊɫ̪ʊs̠
sagittula	s̠aɡɪt̪t̪ʊɫ̪a
lytra	l̪ʏt̪ɾa
uralicus	ʊɾal̪ɪkʊs̠
vetustus	wɛt̪ʊs̠t̪ʊs̠
praegāvīsus	pɾae̯ɡaːwiːs̠ʊs̠
lentius	ɫ̪ɛn̪t̪iʊs̠
prōvocātrīcī	pɾoːwɔkaːt̪ɾiːkiː
lūcus	ɫ̪uːkʊs̠
interdictor	ɪn̪t̪ɛrd̪ɪkt̪ɔr
undātim	ʊn̪d̪aːt̪ɪ̃ˑ
muliercula	mʊl̪iɛrkʊɫ̪a
temnō	t̪ɛmnoː
vīdulus	wiːd̪ʊɫ̪ʊs̠
plūmeus	pɫ̪uːmeʊs̠
tennesīa	t̪ɛnnɛs̠iːa
exasperor	ɛks̠as̠pɛɾɔr
propitiātōrius	pɾɔpɪt̪iaːt̪oːɾiʊs̠
aburius	abʊɾiʊs̠
erātis	ɛɾaːt̪ɪs̠
contiger	kɔn̪t̪ɪɡɛr
extenuātiō	ɛks̠t̪ɛnʊaːt̪ioː
mygdonius	mʏɡd̪ɔniʊs̠
volverimus	wɔɫ̪wɛɾiːmʊs̠
novātus	nɔwaːt̪ʊs̠
patrōnālis	pat̪ɾoːnaːl̪ɪs̠
faventia	fawɛn̪t̪ia
veterāmentārius	wɛt̪ɛɾaːmɛn̪t̪aːɾiʊs̠
rutilō	rʊt̪ɪɫ̪oː
missūria	mɪs̠s̠uːɾia
salācia	s̠aɫ̪aːkia
alūtiae	aɫ̪uːt̪iae̯
uffugum	ʊffʊɡʊ̃ˑ
neutrōs	neu̯t̪ɾoːs̠
sōlī	s̠ɔl̪iː
thyrsiger	t̪ʰʏrs̠ɪɡɛr
lassō	ɫ̪as̠s̠oː
levitās	ɫ̪ɛwɪt̪aːs̠
dēsistō	d̪eːs̠ɪs̠t̪oː
myocardium	myɔkard̪iʊ̃ˑ
serbocroaticus	s̠ɛrbɔkɾɔat̪ɪkʊs̠
ocnus	ɔknʊs̠
nasava	nas̠awa
hawaiiēnsis	hawajjiẽːs̠ɪs̠
chananaeus	kʰananae̯ʊs̠
algebraista	aɫ̪ɡɛbɾaɪs̠t̪a
gazēlum	ɡazzeːɫ̪ʊ̃ˑ
pavonius	pawɔniʊs̠
cordifolia	kɔrd̪ɪfɔl̪ia
petīlium	pɛt̪iːl̪iʊ̃ˑ
īnstruō	ĩːs̠t̪ɾʊoː
perusia	pɛɾʊs̠ia
ageris	aɡeːɾɪs̠
pābulāris	paːbʊɫ̪aːɾɪs̠
pēlē	peːɫ̪eː
interdīcō	ɪn̪t̪ɛrd̪iːkoː
paronomasia	paɾɔnɔmas̠ia
apifōrmis	apɪfoːrmɪs̠
abiūrō	abjuːɾoː
pigritor	pɪɡrɪt̪ɔr
alterculum	aɫ̪t̪ɛrkʊɫ̪ʊ̃ˑ
etymologicus	ɛt̪ʏmɔɫ̪ɔɡɪkʊs̠
gigurrī	ɡɪɡʊrriː
lupus	ɫ̪ʊpʊs̠
pelliciō	pɛl̠l̠ɪkioː
lātifolius	ɫ̪aːt̪ɪfɔl̪iʊs̠
franciscopolis	fɾaŋkɪs̠kɔpɔl̪ɪs̠
manganum	maŋɡanʊ̃ˑ
recordābilis	rɛkɔrd̪aːbɪl̪ɪs̠
avidius	awɪd̪iʊs̠
approximātiō	appɾɔks̠ɪmaːt̪ioː
vertacomicorī	wɛrt̪akɔmɪkɔɾiː
corylētum	kɔɾʏɫ̪eːt̪ʊ̃ˑ
albolineātus	aɫ̪bɔl̪ɪneaːt̪ʊs̠
auctificō	au̯kt̪ɪfɪkoː
strūtheus	s̠t̪ɾuːt̪ʰeʊs̠
acconciliō	akkɔŋkɪl̪iɔ
cōnfīnis	kõːfiːnɪs̠
tucumanēnsis	t̪ʊkʊmanẽːs̠ɪs̠
germāna	ɡɛrmaːna
dēierō	d̪eːjɛɾoː
panerastos	panɛɾas̠t̪ɔs̠
bovillae	bɔwɪl̠l̠ae̯
loquūtiōnēs	ɫ̪ɔkuːt̪ioːneːs̠
spūmābundus	s̠puːmaːbʊn̪d̪ʊs̠
alternātīva	aɫ̪t̪ɛrnaːt̪iːwa
olorus	ɔɫ̪ɔɾʊs̠
procella	pɾɔkɛl̠l̠a
semper	s̠ɛmpɛr
nūtātiō	nuːt̪aːt̪ioː
indictiōnālis	ɪn̪d̪ɪkt̪ioːnaːl̪ɪs̠
davūricī	d̪awuːɾɪkiː
creātor	kɾeaːt̪ɔr
parabolānī	paɾabɔɫ̪aːniː
zancha	zaŋkʰa
solea	s̠ɔɫ̪ea
stagīra	s̠t̪aɡiːɾa
geniālis	ɡɛniaːl̪ɪs̠
interrēgnum	ɪn̪t̪ɛrreːŋnʊ̃ˑ
iūstificō	juːs̠t̪ɪfɪkoː
domandus	d̪ɔman̪d̪ʊs̠
circumspiciō	kɪrkũːs̠pɪkioː
acūtālis	akuːt̪aːl̪ɪs̠
alacritās	aɫ̪akɾɪt̪aːs̠
āprīcor	aːpɾiːkɔr
ridica	rɪd̪ɪka
obrogāveris	ɔbrɔɡaːwɛɾɪs̠
trōgus	t̪ɾoːɡʊs̠
callichorus	kal̠l̠ɪkʰɔɾʊs̠
īnsulter	ĩːs̠ʊɫ̪t̪ɛr
mūsica	muːs̠ɪka
pāgānicus	paːɡaːnɪkʊs̠
micō	mɪkoː
lectīca	ɫ̪ɛkt̪iːka
acuminatifolius	akʊmɪnat̪ɪfɔl̪iʊs̠
dēiūrō	d̪eːjuːɾoː
dānice	d̪aːnɪkɛ
pharūsiī	pʰaɾuːs̠iiː
gemināveritis	ɡɛmɪnaːwɛɾɪt̪ɪs̠
rhinnea	rɪnnea
fūrius	fuːɾiʊs̠
castagnārētum	kas̠t̪aŋnaːɾeːt̪ʊ̃ˑ
varius	waɾiʊs̠
hebrus	hɛbɾʊs̠
vīsor	wiːs̠ɔr
crīspō	kɾiːs̠poː
affector	affɛkt̪ɔr
ignōbilis	ɪŋnoːbɪl̪ɪs̠
attondeō	at̪t̪ɔn̪d̪eoː
crōmī	kɾoːmiː
famula	famʊɫ̪a
negātiō	nɛɡaːt̪ioː
portō	pɔrt̪oː
strigmentum	s̠t̪ɾɪɡmɛn̪t̪ʊ̃ˑ
bōlētar	boːɫ̪eːt̪ar
carolīnēnsis	kaɾɔl̪iːnẽːs̠ɪs̠
oculāriter	ɔkʊɫ̪aːɾɪt̪ɛr
dīgestīvī	d̪iːɡɛs̠t̪iːwiː
irrumātiō	ɪrrʊmaːt̪ioː
capillāmentum	kapɪl̠l̠aːmɛn̪t̪ʊ̃ˑ
optātīs	ɔpt̪aːt̪iːs̠
ocellus	ɔkɛl̠l̠ʊs̠
elyrus	ɛl̪ʏɾʊs̠
lapidāria	ɫ̪apɪd̪aːɾia
porisma	pɔɾɪs̠ma
mantica	man̪t̪ɪka
trinobantēs	t̪ɾɪnɔban̪t̪eːs̠
sublevō	s̠ʊbɫ̪ɛwoː
interfluō	ɪn̪t̪ɛrfɫ̪ʊoː
phalōria	pʰaɫ̪oːɾia
perfēceritis	pɛrfeːkɛɾɪt̪ɪs̠
passiōnātus	pas̠s̠ioːnaːt̪ʊs̠
affectē	affɛkt̪eː
flāte	fɫ̪aːt̪ɛ
abusina	abʊs̠ɪna
galaticor	ɡaɫ̪at̪ɪkɔr
distinguere	d̪ɪs̠t̪ɪŋɡᶣɛɾɛ
castulō	kas̠t̪ʊɫ̪oː
statuārius	s̠t̪at̪ʊaːɾiʊs̠
ēnecāre	eːnɛkaːɾɛ
creticus	kɾɛt̪ɪkʊs̠
cōnstantia	kõːs̠t̪an̪t̪ia
inquiētātis	ɪŋkᶣieːt̪aːt̪ɪs̠
interpungō	ɪn̪t̪ɛrpʊŋɡoː
baiulō	bajjʊɫ̪oː
hīc	hɪk
calceolus	kaɫ̪keɔɫ̪ʊs̠
īnfīnītīvus	ĩːfiːniːt̪iːwʊs̠
genō	ɡɛnoː
hederāceus	hɛd̪ɛɾaːkeʊs̠
abnumerō	abnʊmɛɾoː
chlamydātus	kʰɫ̪amʏd̪aːt̪ʊs̠
circumductiō	kɪrkʊn̪d̪ʊkt̪ioː
sipylus	s̠ɪpʏɫ̪ʊs̠
mīlitārius	miːl̪ɪt̪aːɾiʊs̠
vacēfactus	wakeːfakt̪ʊs̠
aviānius	awiaːniʊs̠
dēsōlātōrius	d̪eːs̠oːɫ̪aːt̪oːɾiʊs̠
capitium	kapɪt̪iʊ̃ˑ
aegyptus	ae̯ɡʏpt̪ʊs̠
hōsēā	hoːs̠eːa
phallīs	pʰal̠l̠iːs̠
crānium	kɾaːniʊ̃ˑ
īlias	ɪl̪ias̠
quōcircā	kʷoːkɪrkaː
suffrentia	s̠ʊffɾɛn̪t̪ia
habitāverimus	habɪt̪aːwɛɾiːmʊs̠
pȳthia	pyːt̪ʰia
obtruncāveritis	ɔpt̪ɾʊŋkaːwɛɾɪt̪ɪs̠
centgrāvius	kɛn̪t̪ɡraːwiʊs̠
pūnctigerus	puːŋkt̪ɪɡɛɾʊs̠
sententiāliter	s̠ɛn̪t̪ɛn̪t̪iaːl̪ɪt̪ɛr
frūctifera	fɾuːkt̪ɪfɛɾa
sophia	s̠ɔpʰia
olubria	ɔɫ̪ʊbɾia
sēsquidiēs	s̠eːs̠kᶣɪd̪ieːs̠
scamnātus	s̠kamnaːt̪ʊs̠
satriēnus	s̠at̪ɾieːnʊs̠
stadieus	s̠t̪ad̪ieu̯s̠
erucius	ɛɾʊkiʊs̠
neograecus	neɔɡrae̯kʊs̠
serō	s̠ɛɾoː
tremendus	t̪ɾɛmɛn̪d̪ʊs̠
metricus	mɛt̪ɾɪkʊs̠
bēpyrrhus	beːpʏrrʊs̠
marginālis	marɡɪnaːl̪ɪs̠
tīmaretē	t̪iːmaɾɛt̪eː
habiter	habɪt̪ɛr
hymnicus	hʏmnɪkʊs̠
scālārius	s̠kaːɫ̪aːɾiʊs̠
cubēnsis	kʊbẽːs̠ɪs̠
complētam	kɔmpɫ̪eːt̪ãˑ
mactus	makt̪ʊs̠
ānālis	aːnaːl̪ɪs̠
socrus	s̠ɔkɾʊs̠
oligarcha	ɔl̪ɪɡarkʰa
amasēnus	amas̠eːnʊs̠
atēlla	at̪eːl̠l̠a
perflāgitiōsus	pɛrfɫ̪aːɡɪt̪ioːs̠ʊs̠
cī̆trētum	kɪt̪ɾeːt̪ʊ̃ˑ
clēmentia	kɫ̪eːmɛn̪t̪ia
onerāverimus	ɔnɛɾaːwɛɾiːmʊs̠
pressūra	pɾɛs̠s̠uːɾa
olcadēs	ɔɫ̪kad̪eːs̠
vēiovis	weːjɔwɪs̠
efflōrēscō	ɛffɫ̪oːɾeːs̠koː
dānica	d̪aːnɪkaː
vānās	waːnaːs̠
oleātus	ɔɫ̪eaːt̪ʊs̠
arbiter	arbɪt̪ɛr
apparāta	appaɾaːt̪aː
tītillātiō	t̪iːt̪ɪl̠l̠aːt̪ioː
sopōrō	s̠ɔpoːɾoː
syllium	s̠ʏl̠l̠iʊ̃ˑ
scolopendra	s̠kɔɫ̪ɔpɛn̪d̪ɾa
recoquō	rɛkɔkʷoː
dēblaterō	d̪eːbɫ̪at̪ɛɾoː
