vitamiene	vitɐminə
Khoi	khɔɪ
raaiselagtige	rɑɪsəlɐxtəxə
Fritz	frəts
lei	lɛɪ
analises	ɐnɐlisəs
Karools	kɐrʊəls
Tristan	trəstɐn
dame	dɑːmə
Valentine	fɑːləntinə
Allah	ɐlɑː
fabelagtige	fɑːbəlɐxtəxə
Leandie	liəɐndi
snorkel	snɔrkəl
Ilze	əlzə
mins	məns
groeipotensiaal	xruɪpʊətɛnʃiɑːl
interprovinsiale	əntərprufənʃiɑːlə
botter	bɔtər
verdink	fərdəŋk
BBRU	bry
Steward	stiəvɐrt
Raider	raɪdər
era	iərɐ
troppie	trɔpi
Skenkings	skɛŋkəŋs
Bel	bæl
I	i
toekomstige	tukɔmstəxə
Nellmapius	nælmɐpiœs
voortgevloei	fʊərtxəfluɪ
Senekal	siənəkɐl
Roets	ruts
Mole	mʊələ
periferie	pɛrəfəri
teruggestaan	trœxəstɑːn
Part	pɐrt
Olifantsrivier	ʊəlifɐntsrəfiːr
databasis	dɑːtɑːbɑːsəs
gediggies	xədəxis
borsbeen	bɔrsbiən
kwotasies	kwʊətɑːsis
moedelose	mudəlʊəsə
kombuiskaste	kɔmbøyskɐstə
skouspelagtig	skəʊspælɐxtəx
sluit	sløyt
gronde	xrɔːndə
beide	bɛɪdə
MW	ɛmviə
Canyon	kɐnɛɪɔn
gestig	xəstəx
houdings	həʊdəŋs
gedruis	xədrøys
onbeduidend	ɔnbədøydənt
Hager	hɑːxər
koorsang	kʊərsɐŋ
fotos	fʊətus
verweef	fərviəf
fase	fɑːsə
onbelangrike	ɔnbəlɐŋrəkə
deskundigheid	dɛskœndəxɛɪt
noudat	nəʊdɐt
aangespoor	ɑːnxəspʊər
voetsoolvlak	futsʊəlflɐk
belangegroep	bəlɐŋəxrup
geboei	xəbuɪ
Onlangse	ɔnlɐŋsə
werkgroep	værkxrup
Wingerdstok	vəŋərtstɔk
sidder	sədər
Robbie	rɔbi
boelies	bulis
sotheid	sɔthɛɪt
filamente	filɐmɛntə
opruim	ɔprøym
ondermeer	ɔnərmiər
vurige	fyrəxə
kraak	krɑːk
dealer	diəɑːlər
Mr	ɛmær
inskrywing	ənskrɛɪvəŋ
uniform	ynifɔrəm
smakie	smɑːki
Franciskus	frɐnsəskœs
bymekaargesit	bɛɪməkɑːrxəsət
Nettie	nɛti
diensbaarheid	dinsbɑːrhɛɪt
teenliggaampies	tiənləxɑːmpis
toppie	tɔpi
oplê	ɔpleː
verbitterde	fərbətərdə
myle	mɛɪlə
jagluiperd	jɐxløypərt
kontantvloei	kɔntɐntfluɪ
skoppers	skɔpərs
gespot	xəspɔt
ABO	ɑːbu
biefstuk	bifstœk
Behaal	bəhɑːl
doppe	dɔpə
duiwehok	døyvəhɔk
Luis	løys
geseg	xəsæx
beboude	bəbəʊdə
Goud	xəʊt
droëvrugte	druːəfrœxtə
Testamentiese	tɛstɐmɛntisə
hoofregter	hʊəfræxtər
suspisie	sœspisi
BOTHA	bʊətɐ
Arameërs	ɑːrɐmiərs
Christelle	krəstæl
Maleagi	mɐliəɑːxi
fokusgedeelte	fʊəkœsxədiəltə
Nee	niə
swartgallige	swɐrtxɐləxə
dekade	dɛkɑːdə
mandjies	maɪŋcis
uitgrawe	øytxrɑːvə
ALLES	ɐləs
Phillipus	phəlipœs
komies	kʊəmis
Walmart	vɐlmɐrt
geslaagd	xəslɑːxt
meulenaars	møələnɑːrs
ramp	rɐmp
Vandeesweek	fɐndiəsviək
afgestorwe	ɐfxəstɔrvə
jonger	jɔŋər
Sea	siəɑː
liefkry	lifkrɛɪ
change	xɐŋə
noodgevalle	nʊətxəfɐlə
Ebersohn	iəbərsɔhn
broodjies	brʊɪcis
Krieketspan	krikətspɐn
somersdae	sʊəmərsdɑː
WANNEER	vɐniər
gemeenskapsprojek	xəmiənskɐpsprujɛk
byeen	bɛɪiən
weerbaar	viərbɑːr
Innocentius	ənʊəsəntiœs
points	pɔɪnts
daaraf	dɑːrɐf
Zokwana	zɔkwɑːnɐ
wetenskapsfiksie	viətənskɐpsfəksi
opbouende	ɔpbəʊəndə
oorbekend	ʊərbəkɛnt
vesels	fiəsəls
penetrasie	pɛnətrɑːsi
ís	əs
Filippus	fələpœs
topspelers	tɔpspiələrs
Angola	ɑ̃ŋxʊəlɐ
opgeruk	ɔpxərœk
droëland	druːəlɐnt
Blydskap	blɛɪtskɐp
oorweldigend	ʊərvældəxənt
kiesafdelings	kisɐfdiələŋs
krewe	kriəvə
beskrywend	bəskrɛɪvənt
binnekringe	bənəkrəŋə
STILBAAI	stəlbɑɪ
besny	bəsnɛɪ
Woensdae	vunsdɑː
LIVITI	lifiti
isiZulu	isizulu
Soos	sʊəs
dispute	dəspytə
hegemonie	hæxəmʊəni
kluisenaar	kløysənɑːr
opgestoot	ɔpxəstʊət
Beetge	biətɡə
horende	hʊərəndə
Seniors	siːniərs
Investec	ənfɛstək
added	ɐdət
Jolie	jʊəli
laers	lɑːrs
dowes	dʊəvəs
beredeneer	bərədəniər
kleinhuisie	klɛɪnhøysi
dominerende	dɔminiərəndə
reeks	riəks
reproduseer	riəprudysiər
Karavaan	kɐrəfɑːn
Santam	sɐntɐm
Nortje	nɔrtʃə
Bloemhof	blumhɔf
nuus	nys
feitlik	fɛɪtlək
insiggewend	ənsəxiəvənt
Auret	əʊrɛt
slyt	slɛɪt
programme	pruxrɐmə
arias	ɑːriɐs
hiervandaan	hiːrfɐndɑːn
Ludik	lydək
regterkantste	ræxtərkɐntstə
aasvoël	ɑːsfuːəl
junior	jyniɔr
volkslewe	fɔlksliəvə
sterwende	stærvəndə
Paints	paɪnts
laggend	lɐxənt
speletjie	spiəlici
speelbal	spiəlbɐl
uitleef	øytliəf
Roetes	rutəs
oueraand	əʊərɑːnt
uitrusting	øytrœstəŋ
afdankings	ɐfdɐŋkəŋs
ingevoeg	ənxəfux
toesighouding	tusəxhəʊdəŋ
Speler	spiələr
Soet	sut
Duskant	dœskɐnt
oorlogskepe	ʊərlɔxskiəpə
veiligheidsbeamptes	fɛɪləxɛɪtsbəʔɐmptəs
ponie	pʊəni
yster	ɛɪstər
klou	kləʊ
Niklaas	niklɑːs
Göttingen	xɔtəŋən
toestelle	tustælə
mandrax	mɐndrɐks
senaat	sənɑːt
Grootrivier	xrʊətrəfiːr
ondersoekbeampte	ɔnərsukbəʔɐmptə
demonstreer	dɛmɔnstriər
asemrowend	ɑːsəmrʊəvənt
oorvereenvoudigde	ʊərfəriənfəʊdəxdə
opname	ɔpnɑːmə
moment	mʊəmɛnt
burgerlike	bœrɡərləkə
MAKHADO	mɐkhɑːdu
verlossingsplan	fərlɔsəŋsplɐn
gelewe	xəliəvə
Guevara	xyiəfɑːrɐ
fietsryers	fitsrɛɪərs
Terroriste	tɛrurəstə
PR	piəær
verslawing	fərslɑːvəŋ
sitrus	sitrœs
dubbels	dœbəls
soute	səʊtə
verkwikking	fərkwəkəŋ
sekretaris	səkrətɑːrəs
verbreiding	fərbrɛɪdəŋ
Sunette	synɛtə
ekwivalente	ɛkwivɑːlɛntə
blouwildebeeste	bləʊvəldəbiəstə
noukeurige	nəʊkøərəxə
finesse	finɛsə
Winterton	vəntærtɔn
kalenderjaar	kɐlɛndərjɑːr
verwaand	fərvɑːnt
saammet	sɑːmmɛt
oo	ʊə
Teater	tiɑːtər
watersituasie	vɑːtərsətʃuɑːsi
afgereken	ɐfxəriəkən
geneig	xənɛɪx
celebrities	siələbritis
Vleisfees	flɛɪsfiəs
sterflik	stærflək
bewandel	bəvɐndəl
aks	ɐks
rassis	rɐsəs
kosbaar	kɔsbɑːr
Mitsubishi	mətsybəshi
bruilof	brøylɔf
gehalveer	xəhɐlfiər
Met	mɛt
spreektaal	spriəktɑːl
Karma	kɐrmɐ
mengsel	mɛŋsəl
bestryk	bəstrɛɪk
pret	prɛt
masturbeer	mɐstœrbiər
heroorweging	hærʊərviəxəŋ
Vlakvarke	flɐkfɐrkə
swig	swəx
verblind	fərblənt
geformuleerde	xəfɔrmyliərdə
Old	ɔlt
kwagga	kwɐxɐ
aanhangig	ɑːnhɐŋəx
ondersoeke	ɔnərsukə
salaris	səlɑːrəs
konsertgangers	kɔnsærtxɐŋərs
gesigsuitdrukking	xəsəxsøytdrœkəŋ
kwartiere	kwɐrtiːrə
minimalisties	minimɑːləstis
téén	tiən
state	stɑːtə
besonderheid	bəsɔnərhɛɪt
sportmangees	spɔrtmɐnxiəs
terreuraanvalle	tərøərɑːnfɐlə
hoenderhokke	hunərhɔkə
winch	vəŋx
gepen	xəpɛn
leerprogram	liərpruxrɐm
kontantkroeg	kɔntɐntkrux
robuuste	rubystə
mure	myrə
verdwyn	fərdwɛɪn
Ook	ʊək
Led	lɛt
Mediaverklarings	miːdiːjɐfərklɑːrəŋs
forse	fɔrsə
verantwoordbaarheid	fərɐntvʊərtbɑːrhɛɪt
cholesterol	kɔlɛstrɔl
Bipolêre	bipʊəlæːrə
Wing	vəŋ
rekenaarskerm	riəkənɑːrskærəm
Sneltrajek	snæltrɐjɛk
chemikalie	xiəmikɑːli
Piaget	piɑːxət
pampoen	pɐmpun
resenseer	rəsənsiər
selektief	səlɛktif
juk	jœk
palms	pɐləms
Marxistiese	mɐrksəstisə
Chrisna	xrəsnɐ
ombouing	ɔmbəʊəŋ
Prentjie	prɛːiŋki
Eye	ɛɪə
doofheid	dʊəfhɛɪt
kanonne	kɐnɔnə
Caleb	kɑːlɛp
kameelperde	kɐmiəlpæːrdə
Natasha	nɐtɐʃɐ
WC	viəsiə
passe	pɐsə
genetika	xəniətikɐ
gemoedere	xəmudərə
doelteksleser	dultɛksliəsər
feitelikheid	fɛɪtələkhɛɪt
hersiening	hærsinəŋ
onderlyf	ɔnərlɛɪf
cross	krɔs
eienaardig	ɛɪənɑːrdəx
Beskuldigde	bəskœldəxdə
verbysteek	fərbɛɪstiək
Wiese	visə
skikkings	skəkəŋs
Herodus	hærʊədœs
Blitse	blətsə
oogmerke	ʊəxmærkə
Dwarskersbos	dwɐrskærsbɔs
uitgeskakel	øytxəskɑːkəl
deurskynende	døərskɛɪnəndə
Laai	lɑɪ
Iwan	ivɐn
kamstig	kɐmstəx
wandel	vɐndəl
kompetisies	kɔmpətisis
halfeind	hɐlfɛɪnt
werksmag	værksmɐx
verbaasde	fərbɑːsdə
soet	sut
beoordelaars	bəʊərdiəlɑːrs
teel	tiəl
raadsbesluit	rɑːtsbəsløyt
versoeter	fərsutər
Mangaung	mɐŋəʊŋ
Icosa	ikʊəsɐ
tweedeplek	twiədɛplæk
onderwysloopbaan	ɔnərvɛɪslʊəpbɑːn
tipe	tipə
klep	klɛp
Vlaandere	flɑːndərə
brandoffer	brɐntʔɔfər
prioritiseer	priʊəritisiər
bepalende	bəpɑːləndə
weerstand	viərstɐnt
eenvrouvertoning	iənfrəʊfərtʊənəŋ
Omaruru	ʊəmɑːryry
konferensiekamer	kɔnfərɛnsikɑːmər
nartjies	nɐrcis
verdrietig	fərdritəx
buitelander	bøytəlɐndər
morfologiese	mɔrfulʊəxisə
District	dəstrəkt
Visie	visi
DRK	diəærkɑː
Gevra	xəfrɑː
verbyloop	fərbɛɪlʊəp
beduie	bədøyə
verbeelde	fərbiəldə
feeling	fiələŋ
interim	əntərəm
Kerkorde	kærkɔrdə
Skaak	skɑːk
afstandmeter	ɐfstɐntmiətər
konyn	kunɛɪn
hys	hɛɪs
Rig	rəx
suggestie	sœxɛsti
Skrif	skrəf
Herbst	hærbst
ontvoerders	ɔntfuːrdərs
Angus	ɐŋœs
kwilt	kwəlt
rock	rɔk
kinderspeletjies	kəndərspiəlicis
Gister	xəstər
Janbez	jɐnbəz
kake	kɑːkə
eieliefde	ɛɪəlifdə
ideaal	idiɑːl
deken	diəkən
Potgooi	pɔtxʊɪ
dagmoeder	dɐxmudər
toentertyd	tuntərtɛɪt
Bishops	bəshɔps
ontstoke	ɔntstʊəkə
Leroux	ləru
Ontleders	ɔntliədərs
parkering	pɐrkiərəŋ
beraadslaging	bərɑːtslɑːxəŋ
kontaksessies	kɔntɐksɛsis
Gal	xɐl
Bybelverhale	bɛɪbəlfərhɑːlə
aardes	ɑːrdəs
Bevryding	bəfrɛɪdəŋ
wêrelde	væːrəldə
gorilla	ɡurəlɐ
Warwick	vɐrvək
besending	bəsɛndəŋ
sokkerspeler	sɔkərspiələr
vuurwapeneienaars	fyrvɑːpənɛɪənɑːrs
beweerde	bəviərdə
patogene	pɐtʊəxiənə
Vergenoeg	fərxənux
Aanhangers	ɑːnhɐŋərs
geloofsgemeenskappe	xəlʊəfsxəmiənskɐpə
genialiteit	xəniɐlitɛɪt
collage	kɔlɑːxə
Curriebekerkompetisie	kœribiəkərkɔmpətisi
agterspelers	ɐxtərspiələrs
bruismeel	brøysmiəl
Scheepers	skiəpərs
geland	xəlɐnt
kortliks	kɔrtləks
Jr	jiəær
cheddarkaas	tʃɛdərkɑːs
uitslae	øytslɑː
smaaklike	smɑːkləkə
Carpe	kɐrpə
snik	snək
agternagesit	ɐxtərnɑːxəsət
skouterrein	skəʊtərɛɪn
gelag	xəlɐx
ass	ɐss
lesse	lɛsə
klug	klœx
glinsterende	xlənstərəndə
load	lʊəɐt
Rituele	rətyiələ
geheueverlies	xəhøəəfərlis
begeleier	bəxəlɛɪər
SS	ɛsɛs
Fantasties	fɐntɐstis
Bronwyn	brɔnvɛɪn
verpersoonlikte	fərpərsʊənləktə
Kunenestreek	kyniənəstriək
blokkeer	blɔkiər
grondontledings	xrɔːntɔntliədəŋs
Vernon	fərnɔn
closed	klʊəsɛt
opdrag	ɔpdrɐx
Josephs	jʊəsəphs
Buffet	bœfɛt
GEPF	xəpf
skarnier	skɐrniːr
droomwêreld	drʊəmvæːrəlt
modderstortings	mɔdərstɔrtəŋs
Kosblikkieprojek	kɔsbləkiprujɛk
boukontrakteur	bəʊkɔntrɐktøər
instelling	ənstæləŋ
Tal	tɐl
Oomblikke	ʊəmbləkə
polisiestasies	pulisistɑːsis
Berseba	bærsiəbɐ
gedomineer	xədɔminiər
herontmoeting	hærɔntmutəŋ
Session	sɛʃiɔn
dienaars	dinɑːrs
gemeenskapsdiens	xəmiənskɐpsdins
zaber	zɑːbər
cheetahs	xiətɑːs
Basiese	bɑːsisə
slagplase	slɐxplɑːsə
dienswerkers	dinsværkərs
onvermydelike	ɔnfərmɛɪdələkə
horing	hʊərəŋ
gebergte	xəbærxtə
nuusberig	nysbərəx
huiswerker	høysværkər
stilswyende	stəlswɛɪəndə
Groenpunt	xrunpœnt
toepassing	tupɐsəŋ
gladnie	xlɐtni
Jerseys	jærsɛɪs
Theron	trɔn
personifikasie	pərsʊənifikɑːsi
Wolseley	wulsli
tuisspan	tøyspɐn
huigelaars	høyxəlɑːrs
afgeslote	ɐfxəslʊətə
Jonkers	jɔŋkərs
Melanchthon	mɛlɐŋkthɔn
volkome	fɔlkʊəmə
Pharos	phɑːrɔs
omheinde	ɔmhɛɪndə
kossies	kɔsis
Plasies	plɑːsis
katedrale	kɐtədrɑːlə
naasbeste	nɑːsbɛstə
Lane	lɑːnə
bla	blɑː
Kalkrand	kɐlkrɐnt
Geyer	xɛɪər
Majesteit	mɑːjəstɛɪt
Laetitia	lɑːtiʃjɐ
doerie	duːri
voorkamer	fʊərkɑːmər
gasse	xɐsə
Sondagmiddag	sɔndɐxmədɐx
Roomse	rʊəmsə
vasknyp	fɐsknɛɪp
Dee	diə
Ontwikkelingsgemeenskap	ɔntvəkələŋsxəmiənskɐp
komposteer	kɔmpɔstiər
Suidpool	søytpʊəl
kapteinskap	kɐptɛɪnskɐp
verwysende	fərvɛɪsəndə
hoflikheid	hɔfləkhɛɪt
braaiplek	brɑɪplæk
uitsteek	øytstiək
eindbestemming	ɛɪntbəstɛməŋ
Kakamas	kɑːkɐmɐs
ruigtes	røyxtəs
Korsten	kɔrstən
aanloklik	ɑːnlɔklək
teruggekry	trœxəkrɛɪ
Beckham	bəkhɐm
instorm	ənstɔrəm
insekdoders	ənsækdʊədərs
rekenaarprogram	riəkənɑːrpruxrɐm
polisielid	pulisilət
soms	sɔms
articles	ɐrtəklɛs
uitsonder	øytsɔnər
Guattari	xyɐtɑːri
geteiken	xətɛɪkən
Syd	sɛɪt
maters	mɑːtərs
aanhangsels	ɑːnhɐŋsəls
voorspoed	fʊərsput
Bergrivier	bærxrəfiːr
ewighede	iəvəxhiədə
Plettenberg	plɛtənbærx
kerksaal	kærksɑːl
droër	druːər
nietig	nitəx
Naka	nɑːkɐ
bedryfshoof	bədrɛɪfshʊəf
boikot	bɔɪkɔt
puberteit	pybərtɛɪt
Mombasa	mɔmbɑːsɐ
VVK	fiəfiəkɑː
spanwerk	spɐnværk
vulva	fœlfɑː
Onverwacht	ɔnfərvɐxt
Division	difəsiɔn
Nothnagel	nɔtnɑːxəl
vaslegging	fɐslæxəŋ
detoks	diətɔks
huis	høys
kreatief	kriɐtif
deep	diəp
beduidendste	bədøydəntstə
beskeie	bəskɛɪə
babas	bɑːbɐs
noordwes	nʊərtvɛs
Kuratorium	kyrɑːtʊəriœm
evangelis	iəfɐŋxiələs
Flats	flɐts
ontbinde	ɔntbəndə
toegangshek	tuxɐŋshæk
ongelooflikste	ɔnxəlʊəfləkstə
potlood	pɔtlʊət
Emosionele	imuʃiuniələ
skraps	skrɐps
Hei	hɛɪ
weimielies	vɛɪmilis
konstitusionalisme	kɔnstətyʃiʊənɐləsmə
wêrelds	væːrəlts
Reeds	riəts
bedding	bɛdəŋ
diagramme	diɐxrɐmə
godsdienstigheid	xɔtsdinstəxɛɪt
ontbrekende	ɔntbriəkəndə
onbenut	ɔnbənœt
selfverwyt	sælffərvɛɪt
Habana	hɑːbɑːnɐ
jeuggroepe	jøəxrupə
versamelbundels	fərsɑːməlbœndəls
leerdertal	liərdərtɐl
RKK	ærkɑːkɑː
Staden	stɑːdən
Krüger	kryxər
hardkoppigheid	hɐrtkɔpəxɛɪt
seergemaak	siərxəmɑːk
Claas	klɑːs
poel	pul
Êrens	æːrəns
juniors	jyniɔrs
dinge	dəŋə
onvoorspelbaarheid	ɔnfʊərspælbɑːrhɛɪt
toegeëien	tuxəɛɪən
vierwielmotorfietse	fiːrvilmʊətərfitsə
laag	lɑːx
reling	riələŋ
skelms	skæləms
Drawwertjies	drɐvərcis
konflik	kɔnflək
ontwikkelingshulp	ɔntvəkələŋshœlp
keuringsproses	køərəŋsprusɛs
verkryging	fərkrɛɪxəŋ
uitgeputte	øytxəpœtə
minderheidstaal	məndərhɛɪtstɑːl
skaapboere	skɑːpbuːrə
streke	striəkə
Kango	kɐŋu
veeartse	fiəɐrtsə
moordsaak	mʊərtsɑːk
irriteer	iritiər
skeidslyn	skɛɪtslɛɪn
Frank	frɐŋk
Hammann	hɐmɐn
vyandelike	fɛɪɐndələkə
ongediertes	ɔnxədiːrtəs
Ngubane	ŋybɑːnə
Marlene	mɐrliəiən
boude	bəʊdə
afhang	ɐfhɐŋ
martelare	mɐrtəlɑːrə
uitstraling	øytstrɑːləŋ
voere	fuːrə
variasie	vɐriɑːsi
boontoe	bʊəntu
oosgrens	ʊəsxrẽns
Farm	fɐrəm
BK	biəkɑː
doodmaak	dʊətmɑːk
kunsgallery	kœnsxɐlərɛɪ
Versfeld	færsfælt
Charlton	xɐrltɔn
stoep	stup
SuidlandersSuidlander	søytlɐndərssøytlɐndər
lede	liədə
Rufus	ryfœs
karnaval	kɐrnɐfɐl
lube	lybə
ontdekking	ɔndækəŋ
gebrul	xəbrœl
toegesien	tuxəsin
kosblik	kɔsblək
Niekie	niki
garnale	xɐrnɑːlə
markverwante	mɐrkfərvɐntə
akkedis	ɐkədəs
gejaagdheid	xəjɑːxthɛɪt
kers	kærs
FSB	ɛfɛsbiə
Camerata	kɑːmiərɑːtɐ
tydvak	tɛɪtfɐk
dagbesoekers	dɐxbəsukərs
grane	xrɑːnə
nutteloosheid	nœtəlʊəshɛɪt
heelmaak	hiəlmɑːk
ADSL	ɐtsl
Marias	mɐriɐs
Davel	dɑːfæl
beet	biət
renbaan	rɛnbɑːn
Schmidt	ʃmit
DDR	diədiəær
Donkies	dɔŋkis
Raad	rɑːt
Nagmaal	nɐxmɑːl
stompie	stɔmpi
aanbevelings	ɑːnbəfiələŋs
bespot	bəspɔt
netjies	nɛːicis
Bodenstein	bʊədənstɛɪn
Emmarentia	ɛmɐrẽnʃjɐ
Gillian	xəliɐn
afdwing	ɐfdwəŋ
Settings	sɛtəŋs
Meet	miət
KIX	kəks
Pieta	pitɐ
gesondheidsgevaar	xəsɔnthɛɪtsxəfɑːr
Heather	hiəɐthər
gesteelde	xəstiəldə
Benescke	bənɛskə
after	ɐftær
Shaun	ʃəʊn
besmette	bəsmɛtə
leermeester	liərmiəstər
Oorwegend	ʊərviəxənt
huishulp	høyshœlp
staatsveearts	stɑːtsfiəɐrts
Fresnaye	frɛsnɑːɛɪə
júlle	jœlə
sleepstang	sliəpstɐŋ
ontspan	ɔntspɐn
selfopofferende	sælfɔpɔfərəndə
NOK	nɔk
ivm	əfm
een	iən
boodskappers	bʊətskɐpərs
oorlewing	ʊərliəvəŋ
oordag	ʊərdɐx
klassieke	klɐsikə
jaer	jɑːr
Joggie	jɔxi
Newlands	nɛvlɐnts
moedereienskappe	mudərɛɪənskɐpə
benat	bənɐt
tipografiese	tipuxrɑːfisə
herkenbare	hærkɛnbɑːrə
ingeploeg	ənxəplux
Gerieflikheidshalwe	xərifləkhɛɪtshɐlvə
smelt	smælt
koerantjie	kuraɪŋci
Gert	xært
beantwoord	bəɐntvʊərt
Nols	nɔls
Nobelprys	nʊəbælprɛɪs
moslem	mɔslɛm
JH	jiəhɑː
bedoel	bədul
Serwiese	særvisə
droomland	drʊəmlɐnt
KOS	kɔs
Burgh	bœrx
stomp	stɔmp
summier	sœmiːr
Bybelstudiegroep	bɛɪbəlstydixrup
pendeldiens	pɛndəldins
houtkruis	həʊtkrøys
party	pɐrtɛɪ
bovertrek	bʊəfərtræk
Klein	klɛɪn
JonkerCategories	jɔŋkərkɑːtiəxʊəris
mistasting	məstɐstəŋ
terras	tərɐs
kwellende	kwæləndə
onthouding	ɔnthəʊdəŋ
afleer	ɐfliər
Chinees	ʃiniəs
rolbalklub	rɔlbɐlklœp
sulke	sœlkə
slimmes	sləməs
Afrika	ɑːfrikɐ
sportterrein	spɔrtərɛɪn
Cindy	səndi
Wereldbeker	viərəltbiəkər
chirurge	ʃərœrxə
stilsit	stəlsət
opposisieparty	ɔpəzisipɐrtɛɪ
oorhoofs	ʊərhʊəfs
sprinkane	sprəŋkɑːnə
Tewis	tiəvəs
Trustees	trœstiəs
stoelgang	stulxɐŋ
VIDEO	vidiu
Sidon	sidɔn
Silent	silɛnt
gunsies	xœnsis
aanklagtes	ɑːŋklɐxtəs
Betsie	bɛtsi
Mispa	məspɑː
indiwidu	əndəvədy
teensinnig	tiənsənəx
omslagtige	ɔmslɐxtəxə
stote	stʊətə
opperwese	ɔpərviəsə
vries	fris
omgewingsfaktore	ɔmxiəvəŋsfɐktʊərə
omstandigheidsgetuienis	ɔmstɐndəxɛɪtsxətøyənəs
seksisme	sɛksəsmə
Aap	ɑːp
ego	iəxu
groters	xrʊətərs
Stiegler	stixlər
NPP	ɛnpiəpiə
oorwinnend	ʊərvənənt
ongeërg	ɔnxəærx
hipotese	hiputiəsə
SAKP	sɐkp
bereidwillig	bərɛɪtvələx
Kultuurgeskiedenis	kœltyrxəskidənəs
Tipe	tipə
Lyne	lɛɪnə
boek	buk
skeefgetrek	skiəfxətræk
Krieketraad	krikətrɑːt
Rekenaar	riəkənɑːr
leesvaardighede	liəsfɑːrdəxhiədə
sleutelfigure	sløətəlfəxyrə
ondersoekspan	ɔnərsukspɐn
gestry	xəstrɛɪ
minder	məndər
Dax	dɐks
interesseer	əntrəsiər
erelid	iərələt
sonbesies	sɔnbiəsis
voorgekeer	fʊərxəkiər
artikels	ɐrtikəls
Maarman	mɑːrmɐn
Maritza	mɐrətsɑː
saamgenooi	sɑːmxənʊɪ
ongerep	ɔnxərɛp
Tsitsikamma	tsətsikɐmɐ
agtjarige	ɐxtjɑːrəxə
strykdeur	strɛɪkdøər
Milaan	milɑːn
Wild	vəlt
deurlopend	dyərlʊəpənt
Siberië	sibiəriəiəə
vasbeslote	fɐsbəslʊətə
selfbehoud	sælfbəhəʊt
kersdag	kærsdɐx
geviktimiseer	xəfəktimisiər
senutergende	siənytærxəndə
verkoop	fərkʊəp
gehuurde	xəhyrdə
nalatige	nɑːlɑːtəxə
swamme	swɐmə
Tertius	tærʃjœs
kón	kɔn
kledingstuk	kliədəŋstœk
pessimistiese	pɛsiməstisə
sekere	siəkərə
Ontvangs	ɔntfɐŋs
Afrikaneridentiteit	ɐfrikɑːnəridəntitɛɪt
VOOR	fʊər
eweredige	iəvəriədəxə
veertjies	fiərcis
Blond	blɔnt
geaktiveer	xəɐktifiər
Vis	fəs
Viewed	fivɛt
Eiseb	ɛɪsɛp
Tempo	tɛmpu
inroep	ənrup
geëerde	xəiərdə
rugbyliefhebbers	rœɡbilifhɛbərs
spyte	spɛɪtə
wysmaak	vɛɪsmɑːk
gun	xœn
ontbloting	ɔntblʊətəŋ
paaltjie	pɑːlci
battery	bɐtərɛɪ
skouspel	skəʊspæl
Myra	mɛɪrɐ
Voorbereiding	fʊərbərɛɪdəŋ
selfsorgkothuise	sælfsɔrxkɔthøysə
Alphen	ɐlphɛn
skrop	skrɔp
blêr	blæːr
bouery	bəʊərɛɪ
Toeskouers	tuskəʊərs
konstabels	kɔnstɑːbəls
Hoër	huːər
mix	məks
opsomming	ɔpsɔməŋ
geringskat	xərəŋskɐt
gesinsvriendelike	xəsənsfrindələkə
geplant	xəplɐnt
terapeutiese	tɛrɐpøətisə
eerlikheid	iərləkhɛɪt
Rasmussen	rɐsmœsən
hierrie	hiːri
Stick	stək
SFA	sfɑː
georganiseerde	xəɔrxɐnisiərdə
voorgeslagte	fʊərxəslɐxtə
geprojekteer	xəprujɛktiər
breinkind	brɛɪŋkənt
uitgestryk	øytxəstrɛɪk
Mohammed	muhɐmət
versekerde	fərsiəkərdə
ineens	əniəns
Nasies	nɑːsis
geteldes	xətældəs
verlatenheid	fərlɑːtənhɛɪt
Academica	ɑːkɑːdiəmikɐ
Springbok	sprəŋbɔk
dís	dəs
mynbase	mɛɪnbɑːsə
kyk	kɛɪk
wense	vẽnsə
Gardiner	xɐrdinər
haweloses	hɑːvəlʊəsəs
gedurende	xədyrəndə
ysbeer	ɛɪsbiər
kompeterend	kɔmpətərənt
ongeletterd	ɔnxəlɛtərt
sonvlektelling	sɔnflɛktæləŋ
eetgoed	iətxut
Rachelle	rɑːxəllə
terrorisme	tɛrurəsmə
onvermoeide	ɔnfərmuɪdə
Daantjie	dɑɪŋci
opgemaakte	ɔpxəmɑːktə
Griffons	xrəfɔns
peperduur	piəpərdyr
kollekteer	kulɛktiər
Leefstyl	liəfstɛɪl
gekondisioneer	xəkɔndiʃiuniər
vervaardiging	fərfɑːrdəxəŋ
spilpunt	spəlpœnt
Letterlik	lɛtərlək
bewyslas	bəvɛɪslɐs
toeberei	tubərɛɪ
Weke	viəkə
Valse	fɐlsə
MK	ɛmkɑː
BAIE	baɪə
Sera	siərɐ
Terblanche	tərblɑːnʃ
gespan	xəspɐn
sportgronde	spɔrtxrɔːndə
swakhede	swɐkhiədə
Agriculture	ɐxrikœltyrə
skootrekenaar	skʊətriəkənɑːr
inisiatiewe	iniʃiɐtivə
Helpende	hælpəndə
wêreldrekord	væːrəltrɛkɔrt
saaklik	sɑːklək
verteenwoordigende	fərtiənvʊərdəxəndə
bosbou	bɔsbəʊ
mags	mɐxs
Godsryk	xɔtsrɛɪk
Waarskynlik	vɑːrskɛɪnlək
karpe	kɐrpə
