Зенги	zˈɛŋɡɪ
Ковачици	kˈovɐt͡ʃˌɪt͡sɪ
Интернационалног	ˈintɛrnˌɐt͡sɪˌonɐlnoɡ
испитивао	ˈispɪtˌɪvɐo
лишће	lˈiʃt͡ɕɛ
пиротски	pˈirotskɪ
Венера	vˈɛnɛrɐ
сигурности	sˈiɡʊrnˌostɪ
увод	ˈuvod
реалан	rˈɛɐlɐn
Еритреја	ˈɛrɪtrˌejɐ
Слео	slˈɛo
шљахте	ʃʎˈahtɛ
покровитеља	pˈokrovˌɪtɛʎɐ
Палестинци	pˈalɛstˌɪnt͡sɪ
Стеновитих	stˈɛnovˌɪtɪh
загробном	zˈaɡrobnom
идеолошких	ˈidɛˌoloʃkɪh
Пасо	pˈaso
статистика	stˈatɪstˌɪkɐ
окован	ˈokovɐn
једноставне	jˈednostˌɐvnɛ
инвентару	ˈinvɛntˌɑrʊ
Косаче	kˈosɐt͡ʃɛ
Тенис	tˈɛnɪs
појмом	pˈojmom
Енциклопедији	ˈɛnt͡sɪklˌopɛdˌɪjɪ
свиђала	svˈid͡ʑɐlɐ
Мушицког	mˈuʃɪt͡skoɡ
Волк	vˈolk
касте	kˈastɛ
чари	t͡ʃˈɑrɪ
Ентонија	ˈɛntonˌɪjɐ
читаво	t͡ʃˈitɐvo
Роналд	rˈonɐld
полу	pˈolʊ
цитирани	t͡sˈitɪrˌɐnɪ
референдум	rˈɛfɛrˌɛndʊm
контрасту	kˈontrɐstʊ
пиластри	pˈilɐstrɪ
Повезивање	pˈovɛzˌɪvɐɲe
таласасти	tˈalɐsˌɐstɪ
Звери	zvˈɛrɪ
Певао	pˈɛvɐo
шемом	ʃˈɛmom
Едија	ˈɛdɪjɐ
квалификовала	kvˈalɪfˌɪkovˌɐlɐ
Грделичке	ɡrdˈɛlɪt͡ʃkɛ
непрекидна	nˈɛprɛkˌɪdnɐ
фигуром	fˈiɡʊrom
Тулузу	tˈulʊzʊ
зборника	zbˈornɪkɐ
валидни	vˈalɪdnɪ
тиху	tˈihʊ
ризнице	rˈiznɪt͡sɛ
Тата	tˈatɐ
Априлског	ˈaprɪlskoɡ
виногради	vˈinoɡrˌɐdɪ
уред	ˈurɛd
Феликса	fˈɛlɪksɐ
незгода	nˈɛzɡodɐ
родољубиве	rˈodoʎˌʊbɪvɛ
класику	klˈasɪkʊ
Букеле	bˈukɛlɛ
инцидента	ˈint͡sɪdˌɛntɐ
папском	pˈapskom
својим	svˈojɪm
мешали	mˈɛʃɐlɪ
ортопедије	ˈortopˌɛdɪje
заокружене	zˈaokrˌʊʒɛnɛ
паметне	pˈamɛtnɛ
одбор	ˈodbor
Кадик	kˈadɪk
Капитен	kˈapɪtɛn
Константиновог	kˈonstɐntˌɪnovoɡ
Прага	prˈaɡɐ
недељник	nˈɛdɛʎnɪk
родослову	rˈodoslˌovʊ
музејских	mˈuzejskɪh
стек	stˈɛk
стартовало	stˈɑrtovˌɐlo
тумачио	tˈumɐt͡ʃˌɪo
бледи	blˈɛdɪ
компанији	kˈompɐnˌɪjɪ
вештим	vˈɛʃtɪm
прочитано	prˈot͡ʃɪtˌɐno
стилизован	stˈilɪzˌovɐn
бакром	bˈakrom
архивима	ˈɑrhɪvˌɪmɐ
различитој	rˈazlɪt͡ʃˌɪtoj
вожда	vˈoʒdɐ
колегијум	kˈolɛɡˌɪjʊm
феудалног	fˈɛʊdˌɐlnoɡ
лаком	lˈakom
Резиденција	rˈɛzɪdˌɛnt͡sɪjɐ
Савиндан	sˈavɪndɐn
дефинисан	dˈɛfɪnˌɪsɐn
Патуљасти	pˈatʊʎˌɐstɪ
заразила	zˈɑrɐzˌɪlɐ
примити	prˈimɪtɪ
виђа	vˈid͡ʑɐ
савезна	sˈavɛznɐ
радње	rˈadɲe
Носачи	nˈosɐt͡ʃɪ
цртани	t͡srtˈanɪ
прогоњени	prˈoɡoɲˌenɪ
Ираном	ˈirɐnom
CISC	t͡sˈist͡s
патрола	pˈatrolɐ
могавши	mˈoɡɐfʃɪ
лакше	lˈakʃɛ
Апсолутно	ˈapsolˌʊtno
Густава	ɡˈustɐvɐ
снимка	snˈimkɐ
зидно	zˈidno
Текстилац	tˈɛkstɪlɐt͡s
хапшени	xˈapʃɛnɪ
хрчак	xrt͡ʃˈak
цепање	t͡sˈɛpɐɲe
разочаравајући	rˈazot͡ʃˌɑrɐvˌɑjʊt͡ɕɪ
уставобранитеља	ˈustɐvˌobrɐnˌɪtɛʎɐ
имагинације	ˈimɐɡˌɪnɐt͡sˌɪje
Ракета	rˈakɛtɐ
давалац	dˈavɐlɐt͡s
Американка	ˈamɛrˌɪkɐŋkɐ
објективно	ˈobjektˌɪvno
ћаскање	t͡ɕˈaskɐɲe
подупире	pˈodʊpˌɪrɛ
двотрећинска	dvˈotrɛt͡ɕˌɪnskɐ
поуздано	pˈo͡ʊzdɐno
бараж	bˈɑrɐʒ
значајно	znˈat͡ʃɑjno
распуста	rˈaspʊstɐ
извиђачке	ˈizvɪd͡ʑˌɐt͡ʃkɛ
инерције	ˈinɛrt͡sˌɪje
слабијег	slˈabɪjeɡ
Констанцом	kˈonstɐnt͡som
затворену	zˈatvorˌɛnʊ
Истакао	ˈistɐkˌɐo
Волдемору	vˈoldɛmˌorʊ
Педро	pˈɛdro
богослужењима	bˈoɡoslˌʊʒɛɲˌɪmɐ
фонтова	fˈontovɐ
једноставније	jˈednostˌɐvnɪje
састану	sˈastɐnʊ
рајха	rˈɑjhɐ
преображава	prˈɛobrˌɐʒɐvɐ
замењена	zˈamɛɲˌenɐ
заокружио	zˈaokrˌʊʒɪo
угледна	ˈuɡlɛdnɐ
Катарине	kˈatɑrˌɪnɛ
неговати	nˈɛɡovˌɐtɪ
Истина	ˈistɪnɐ
канова	kˈanovɐ
утробе	ˈutrobɛ
усне	ˈusnɛ
улагањима	ˈulɐɡˌɐɲɪmɐ
Приписује	prˈipɪsˌʊje
капиларне	kˈapɪlˌɑrnɛ
добављач	dˈobɐvljɐt͡ʃ
потрошњу	pˈotroʃɲʊ
зидари	zˈidɑrɪ
Угарском	ˈuɡɑrskom
њушку	ɲˈuʃkʊ
векова	vˈɛkovɐ
шифри	ʃˈifrɪ
одустало	ˈodʊstˌɐlo
најмрачније	nˈɑjmrɐt͡ʃnˌɪje
главом	ɡlˈavom
сарадницима	sˈɑrɐdnˌɪt͡sɪmɐ
хранитељке	xrˈanɪtˌɛʎkɛ
привржености	prˈivrʒɛnˌostɪ
округли	ˈokrʊɡlɪ
партизана	pˈɑrtɪzˌɐnɐ
Стратешки	strˈatɛʃkɪ
Физикела	fˈizɪkˌɛlɐ
пруска	prˈuskɐ
Сузуки	sˈuzʊkɪ
нејасан	nˈejɐsɐn
рецепција	rˈɛt͡sɛpt͡sˌɪjɐ
погребну	pˈoɡrɛbnʊ
одељка	ˈodɛʎkɐ
македонској	mˈakɛdˌonskoj
атмосферских	ˈatmosfˌɛrskɪh
земљорадничких	zˈɛmʎorˌɐdnɪt͡ʃkɪh
Андрија	ˈandrɪjɐ
кобалта	kˈobɐltɐ
нарасте	nˈɑrɐstɛ
комадиће	kˈomɐdˌɪt͡ɕɛ
Зете	zˈɛtɛ
ужетом	ˈuʒɛtom
живота	ʒˈivotɐ
вишедневног	vˈiʃɛdnˌɛvnoɡ
велепоседника	vˈɛlɛpˌosɛdnˌɪkɐ
одана	ˈodɐnɐ
Пезенти	pˈɛzɛntɪ
продужава	prˈodʊʒˌɐvɐ
опстанак	ˈopstɐnɐk
Биоскоп	bˈioskop
парна	pˈɑrnɐ
Плана	plˈanɐ
дажбине	dˈaʒbɪnɛ
рекламних	rˈɛklɐmnɪh
Glencore	ɡlˈɛnt͡sorɛ
достигло	dˈostɪɡlo
нећу	nˈɛt͡ɕʊ
секао	sˈɛkɐo
каснијој	kˈasnɪjoj
захтевно	zˈahtɛvno
пољопривреднике	pˈoʎoprˌɪvrɛdnˌɪkɛ
Суперлига	sˈupɛrlˌɪɡɐ
спомињање	spˈomɪɲˌɐɲe
Критиковао	krˈitɪkˌovɐo
белу	bˈɛlʊ
лету	lˈɛtʊ
Версаја	vˈɛrsɑjɐ
пораз	pˈorɐz
Галаксија	ɡˈalɐksˌɪjɐ
Мичигена	mˈit͡ʃɪɡˌɛnɐ
узвишици	ˈuzvɪʃˌɪt͡sɪ
вежбају	vˈɛʒbɑjʊ
суочавао	sˈuot͡ʃˌɐvɐo
Даље	dˈaʎe
палестинске	pˈalɛstˌɪnskɛ
прослављао	prˈoslɐvljˌɐo
Очекујући	ˈot͡ʃɛkˌʊjʊt͡ɕɪ
декларације	dˈɛklɑrˌɐt͡sɪje
пункције	pˈuŋkt͡sɪje
дефокус	dˈɛfokʊs
батинама	bˈatɪnˌɐmɐ
сулфата	sˈulfɐtɐ
термички	tˈɛrmɪt͡ʃkɪ
убрзања	ˈubrzɐɲɐ
сатиричних	sˈatɪrˌɪt͡ʃnɪh
Мохачу	mˈohɐt͡ʃʊ
пролећним	prˈolɛt͡ɕnɪm
Der	dˈɛr
древно	drˈɛvno
Ириг	ˈirɪɡ
анализирања	ˈanɐlˌɪzɪrˌɐɲɐ
норвешка	nˈorvɛʃkɐ
снопови	snˈopovɪ
појављивала	pˈojɐvljˌɪvɐlɐ
ванила	vˈanɪlɐ
руднику	rˈudnɪkʊ
загушења	zˈaɡʊʃˌɛɲɐ
предању	prˈɛdɐɲʊ
Артура	ˈɑrtʊrɐ
Џејна	d͡ʒˈejnɐ
Кабинету	kˈabɪnˌɛtʊ
рационалне	rˈat͡sɪˌonɐlnɛ
шкотско	ʃkˈotsko
укине	ˈukɪnɛ
Колумбија	kˈolʊmbˌɪjɐ
уједињује	ˈujedˌɪɲʊje
гнездарица	ɡnˈɛzdɑrˌɪt͡sɐ
гонио	ɡˈonɪo
прахом	prˈahom
Le	lˈɛ
апстрактног	ˈapstrɐktnoɡ
Зона	zˈonɐ
креветима	krˈɛvɛtˌɪmɐ
дјело	djˈelo
увидео	ˈuvɪdˌɛo
Аустријанцима	ˈaʊstrˌɪjɐnt͡sˌɪmɐ
популацији	pˈopʊlˌɐt͡sɪjɪ
Михајлу	mˈihɑjlʊ
константе	kˈonstɐntɛ
објашњењима	ˈobjɐʃɲˌeɲɪmɐ
глув	ɡlˈuv
обрасци	ˈobrɐst͡sɪ
комплетан	kˈomplɛtɐn
виђење	vˈid͡ʑɛɲe
ручног	rˈut͡ʃnoɡ
уливала	ˈulɪvˌɐlɐ
подигнут	pˈodɪɡnʊt
неискуства	nˈɛɪskˌʊstvɐ
зупчаника	zˈupt͡ʃɐnˌɪkɐ
највреднија	nˈɑjvrɛdnˌɪjɐ
информативној	ˈinformˌɐtɪvnoj
населили	nˈasɛlˌɪlɪ
сам	sɐm
Пара	pˈɑrɐ
партија	pˈɑrtɪjɐ
синтетичка	sˈintɛtˌɪt͡ʃkɐ
шкриљаца	ʃkrˈiʎɐt͡sɐ
златној	zlˈatnoj
важећим	vˈaʒɛt͡ɕɪm
територија	tˈɛrɪtˌorɪjɐ
Бара	bˈɑrɐ
касти	kˈastɪ
гостовала	ɡˈostovˌɐlɐ
илустрацијама	ˈilʊstrˌɐt͡sɪjˌɐmɐ
Дванаеста	dvˈanɐˌɛstɐ
ловила	lˈovɪlɐ
демократија	dˈɛmokrˌɐtɪjɐ
Стева	stˈɛvɐ
нарушило	nˈɑrʊʃˌɪlo
пронађена	prˈonɐd͡ʑˌɛnɐ
чаршија	t͡ʃˈɑrʃɪjɐ
Корпорација	kˈorporˌɐt͡sɪjɐ
бронзаних	brˈonzɐnɪh
беже	bˈɛʒɛ
опремио	ˈoprɛmˌɪo
пацијента	pˈat͡sɪjˌentɐ
сатиру	sˈatɪrʊ
Стаљинова	stˈaʎɪnˌovɐ
Детаљна	dˈɛtɐʎnɐ
Универзијади	ˈunɪvˌɛrzɪjˌɐdɪ
покушавала	pˈokʊʃˌɐvɐlɐ
донетим	dˈonɛtɪm
авијацији	ˈavɪjˌɐt͡sɪjɪ
манастирску	mˈanɐstˌɪrskʊ
љубав	ʎˈubɐv
Спарта	spˈɑrtɐ
сазида	sˈazɪdɐ
Таковски	tˈakofskɪ
Се	sˈɛ
ротирања	rˈotɪrˌɐɲɐ
поратним	pˈorɐtnɪm
конкурентним	kˈoŋkʊrˌɛntnɪm
Баније	bˈanɪje
надмоћна	nˈadmot͡ɕnɐ
позадинског	pˈozɐdˌɪnskoɡ
заблуду	zˈablʊdʊ
калијума	kˈalɪjˌʊmɐ
процесу	prˈot͡sɛsʊ
прављењем	prˈavljeɲem
хонорара	xˈonorˌɑrɐ
уграђени	ˈuɡrɐd͡ʑˌɛnɪ
Издала	ˈizdɐlɐ
хардверских	xˈɑrdvɛrskɪh
предвођени	prˈɛdvod͡ʑˌɛnɪ
обавештавања	ˈobɐvˌɛʃtɐvˌɐɲɐ
важећих	vˈaʒɛt͡ɕɪh
инсталацијама	ˈinstɐlˌɐt͡sɪjˌɐmɐ
културе	kˈultʊrɛ
Представљена	prˈɛtstɐvljˌenɐ
завеса	zˈavɛsɐ
уписивање	ˈupɪsˌɪvɐɲe
Брунеј	brˈunej
враћање	vrˈat͡ɕɐɲe
подржавале	pˈodrʒɐvˌɐlɛ
Дејана	dˈejɐnɐ
самоубистава	sˈamo͡ʊbˌɪstɐvɐ
Разликујемо	rˈazlɪkˌʊjemo
подијељено	pˈodɪjˌeʎeno
домовина	dˈomovˌɪnɐ
купалиште	kˈupɐlˌɪʃtɛ
објашњен	ˈobjɐʃɲen
божански	bˈoʒɐnskɪ
Договор	dˈoɡovor
формулу	fˈormʊlʊ
бубе	bˈubɛ
продуктивно	prˈodʊktˌɪvno
јуниорске	jˈunɪˌorskɛ
напунила	nˈapʊnˌɪlɐ
Милачић	mˈilɐt͡ʃɪt͡ɕ
гамети	ɡˈamɛtɪ
започињања	zˈapot͡ʃˌɪɲɐɲɐ
преношења	prˈɛnoʃˌɛɲɐ
водством	vˈotstvom
сврстали	svrstˈalɪ
омогућавало	ˈomoɡˌʊt͡ɕɐvˌɐlo
скици	skˈit͡sɪ
протеине	prˈotɛˌɪnɛ
коли	kˈolɪ
Динко	dˈiŋko
зора	zˈorɐ
повећано	pˈovɛt͡ɕˌɐno
жупна	ʒˈupnɐ
клинови	klˈinovɪ
египатску	ˈɛɡɪpˌɐtskʊ
драги	drˈaɡɪ
сагледава	sˈaɡlɛdˌɐvɐ
историјату	ˈistorˌɪjɐtʊ
Гијом	ɡˈijom
неексплодираних	nˈɛɛksplˌodɪrˌɐnɪh
замора	zˈamorɐ
Планира	plˈanɪrɐ
одржавању	ˈodrʒɐvˌɐɲʊ
Педагошки	pˈɛdɐɡˌoʃkɪ
црнце	t͡srnt͡sˈɛ
сивкасте	sˈifkɐstɛ
Маркет	mˈɑrkɛt
литерарном	lˈitɛrˌɑrnom
Боји	bˈojɪ
канцелара	kˈant͡sɛlˌɑrɐ
Политички	pˈolɪtˌɪt͡ʃkɪ
померати	pˈomɛrˌɐtɪ
ЈУ	jˈu
Сеоска	sˈɛoskɐ
придржавање	prˈidrʒɐvˌɐɲe
опуштено	ˈopʊʃtˌɛno
влажношћу	vlˈaʒnoʃt͡ɕʊ
београдској	bˈɛoɡrˌɐtskoj
назнакама	nˈaznɐkˌɐmɐ
Тираносауруса	tˈirɐnˌosɐˌʊrʊsɐ
праћених	prˈat͡ɕɛnɪh
схваћена	shvˈat͡ɕɛnɐ
вис	vˈis
Железничка	ʒˈɛlɛznˌɪt͡ʃkɐ
старији	stˈɑrɪjɪ
командант	kˈomɐndɐnt
радиоактивним	rˈadɪˌoɐktˌɪvnɪm
служавка	slˈuʒɐfkɐ
пратње	prˈatɲe
вечери	vˈɛt͡ʃɛrɪ
процењивање	prˈot͡sɛɲˌɪvɐɲe
приземљи	prˈizɛmʎɪ
Стонер	stˈonɛr
нацртали	nˈat͡srtɐlɪ
City	t͡sˈitɪ
Перез	pˈɛrɛz
аберацијама	ˈabɛrˌɐt͡sɪjˌɐmɐ
Франсиса	frˈansɪsɐ
Концентрација	kˈont͡sɛntrˌɐt͡sɪjɐ
друг	drˈuɡ
господарима	ɡˈospodˌɑrɪmɐ
Вежбе	vˈɛʒbɛ
реконструкције	rˈɛkonstrˌʊkt͡sɪje
Сијаринска	sˈijɑrˌɪnskɐ
Пеште	pˈɛʃtɛ
бонусе	bˈonʊsɛ
Привремене	prˈivrɛmˌɛnɛ
глумачко	ɡlˈumɐt͡ʃko
Мозак	mˈozɐk
изложбене	ˈizloʒbˌɛnɛ
касне	kˈasnɛ
гравитација	ɡrˈavɪtˌɐt͡sɪjɐ
исходом	ˈishodom
произвођен	prˈoɪzvˌod͡ʑɛn
лимом	lˈimom
наговештаја	nˈaɡovˌɛʃtɑjɐ
носу	nˈosʊ
одликовања	ˈodlɪkˌovɐɲɐ
поклопцем	pˈoklopt͡sɛm
одликује	ˈodlɪkˌʊje
Лејкерса	lˈejkɛrsɐ
репице	rˈɛpɪt͡sɛ
материјалног	mˈatɛrˌɪjɐlnoɡ
колиба	kˈolɪbɐ
естонском	ˈɛstonskom
нацијом	nˈat͡sɪjom
пигмената	pˈiɡmɛnˌɐtɐ
икаквог	ˈikɐkvoɡ
Лонга	lˈoŋɡɐ
одводе	ˈodvodɛ
лик	lˈik
неизбежне	nˈɛɪzbˌɛʒnɛ
Тог	tˈoɡ
компоненте	kˈomponˌɛntɛ
предавачи	prˈɛdɐvˌɐt͡ʃɪ
највреднији	nˈɑjvrɛdnˌɪjɪ
Снапчат	snˈapt͡ʃɐt
предлози	prˈɛdlozɪ
Las	lˈas
приметили	prˈimɛtˌɪlɪ
Свици	svˈit͡sɪ
лордом	lˈordom
замишљали	zˈamɪʃʎˌɐlɪ
Турској	tˈurskoj
сметњу	smˈɛtɲʊ
одржавало	ˈodrʒɐvˌɐlo
председницу	prˈɛtsɛdnˌɪt͡sʊ
Првенства	prvˈɛnstvɐ
рунди	rˈundɪ
Гружа	ɡrˈuʒɐ
прелазећи	prˈɛlɐzˌɛt͡ɕɪ
уручено	ˈurʊt͡ʃˌɛno
Хоакин	xˈoɐkɪn
Каталина	kˈatɐlˌɪnɐ
Старог	stˈɑroɡ
океана	ˈokɛˌɐnɐ
савезницима	sˈavɛznˌɪt͡sɪmɐ
студијском	stˈudɪjskom
равних	rˈavnɪh
монсуна	mˈonsʊnɐ
Стоун	stˈo͡ʊn
представничког	prˈɛtstɐvnˌɪt͡ʃkoɡ
приближила	prˈiblɪʒˌɪlɐ
књижничара	kɲˈiʒnɪt͡ʃˌɑrɐ
уморан	ˈumorɐn
Girls	ɡˈirls
Сибил	sˈibɪl
епидемија	ˈɛpɪdˌɛmɪjɐ
новосадска	nˈovosˌɐtskɐ
тренеру	trˈɛnɛrʊ
негативним	nˈɛɡɐtˌɪvnɪm
Краљевско	krˈaʎefsko
окупљена	ˈokʊpʎˌenɐ
универзално	ˈunɪvˌɛrzɐlno
жудње	ʒˈudɲe
спољашњем	spˈoʎɐʃɲem
Латинске	lˈatɪnskɛ
расутих	rˈasʊtɪh
униформу	ˈunɪfˌormʊ
букалног	bˈukɐlnoɡ
објавило	ˈobjɐvˌɪlo
актуелни	ˈaktʊˌɛlnɪ
Даје	dˈɑje
кружна	krˈuʒnɐ
Струмица	strˈumɪt͡sɐ
Award	ˈavɑrd
дефанзивну	dˈɛfɐnzˌɪvnʊ
сарађивали	sˈɑrɐd͡ʑˌɪvɐlɪ
књижевношћу	kɲˈiʒɛvnˌoʃt͡ɕʊ
попалили	pˈopɐlˌɪlɪ
савијају	sˈavɪjˌɑjʊ
универзалног	ˈunɪvˌɛrzɐlnoɡ
Светске	svˈɛtskɛ
корејском	kˈorejskom
тишину	tˈiʃɪnʊ
Рандолф	rˈandolf
Руиз	rˈuɪz
Савезну	sˈavɛznʊ
Пољаке	pˈoʎɐkɛ
мешовит	mˈɛʃovɪt
смислила	smˈislɪlɐ
претукли	prˈɛtʊklɪ
приходи	prˈihodɪ
Земун	zˈɛmʊn
Бјанке	bjˈaŋkɛ
бора	bˈorɐ
нижим	nˈiʒɪm
извршни	ˈizvrʃnɪ
претходнике	prˈɛthodnˌɪkɛ
смањила	smˈaɲɪlɐ
Норвешком	nˈorvɛʃkom
затражити	zˈatrɐʒˌɪtɪ
пушкарања	pˈuʃkɑrˌɐɲɐ
ММФ	mˈəmˌəfˌə
Виртуелни	vˈirtʊˌɛlnɪ
геологије	ɡˈɛolˌoɡɪje
етикете	ˈɛtɪkˌɛtɛ
купаца	kˈupɐt͡sɐ
наслеђене	nˈaslɛd͡ʑˌɛnɛ
склањају	sklˈaɲɑjʊ
губерније	ɡˈubɛrnˌɪje
високо	vˈisoko
гранање	ɡrˈanɐɲe
новчиће	nˈoft͡ʃɪt͡ɕɛ
манипулише	mˈanɪpˌʊlɪʃɛ
Преци	prˈɛt͡sɪ
сензорне	sˈɛnzornɛ
пресликавање	prˈɛslɪkˌɐvɐɲe
Чешку	t͡ʃˈɛʃkʊ
поодмаклој	pˈoodmˌɐkloj
америчкој	ˈamɛrˌɪt͡ʃkoj
вратила	vrˈatɪlɐ
преусмерио	prˈɛʊsmˌɛrɪo
ГСП	ɡˈəsˌəpˌə
атлетичар	ˈatlɛtˌɪt͡ʃɑr
захтевана	zˈahtɛvˌɐnɐ
модератор	mˈodɛrˌɐtor
преузимање	prˈɛʊzˌɪmɐɲe
глуму	ɡlˈumʊ
тектонским	tˈɛktonskɪm
оперском	ˈopɛrskom
земаљска	zˈɛmɐʎskɐ
иницијативе	ˈinɪt͡sˌɪjɐtˌɪvɛ
дућан	dˈut͡ɕɐn
преступе	prˈɛstʊpɛ
обезбедили	ˈobɛzbˌɛdɪlɪ
кодексе	kˈodɛksɛ
Дворана	dvˈorɐnɐ
келтске	kˈɛltskɛ
недовршене	nˈɛdovrʃˌɛnɛ
Жизел	ʒˈizɛl
компактнији	kˈompɐktnˌɪjɪ
флексибилне	flˈɛksɪbˌɪlnɛ
ухапшено	ˈuhɐpʃˌɛno
поремећен	pˈorɛmˌɛt͡ɕɛn
Светилиште	svˈɛtɪlˌɪʃtɛ
Пелагић	pˈɛlɐɡɪt͡ɕ
деке	dˈɛkɛ
оболелих	ˈobolˌɛlɪh
Буенос	bˈuɛnos
председничкој	prˈɛtsɛdnˌɪt͡ʃkoj
Гајда	ɡˈɑjdɐ
Ивањи	ˈivɐɲɪ
обреде	ˈobrɛdɛ
служила	slˈuʒɪlɐ
ћеш	t͡ɕˈɛʃ
Фока	fˈokɐ
везана	vˈɛzɐnɐ
зениту	zˈɛnɪtʊ
махом	mˈahom
Распад	rˈaspɐd
Холмсу	xˈolmsʊ
компликованија	kˈomplɪkˌovɐnˌɪjɐ
свега	svˈɛɡɐ
учене	ˈut͡ʃɛnɛ
погонским	pˈoɡonskɪm
краткорочно	krˈatkorˌot͡ʃno
одводили	ˈodvodˌɪlɪ
Боја	bˈojɐ
убицом	ˈubɪt͡som
стаништима	stˈanɪʃtˌɪmɐ
Арабљанима	ˈɑrɐbʎˌɐnɪmɐ
веверица	vˈɛvɛrˌɪt͡sɐ
Линеарна	lˈinɛˌɑrnɐ
баби	bˈabɪ
кост	kˈost
приморавајући	prˈimorˌɐvɑjˌʊt͡ɕɪ
Картагине	kˈɑrtɐɡˌɪnɛ
мразеве	mrˈazɛvɛ
хоризонталном	xˈorɪzˌontɐlnom
грубо	ɡrˈubo
Формули	fˈormʊlɪ
заговорника	zˈaɡovˌornɪkɐ
спуст	spˈust
Хану	xˈanʊ
Далај	dˈalɑj
страдања	strˈadɐɲɐ
ВРС	vrs
увећањем	ˈuvɛt͡ɕˌɐɲem
монаси	mˈonɐsɪ
Борота	bˈorotɐ
Неретва	nˈɛrɛtvɐ
договорен	dˈoɡovˌorɛn
група	ɡrˈupɐ
Пауло	pˈaʊlo
сумњао	sˈumɲɐo
најчувенији	nˈɑjt͡ʃʊvˌɛnɪjɪ
најамничке	nˈɑjɐmnˌɪt͡ʃkɛ
рока	rˈokɐ
краљеви	krˈaʎevɪ
Презиме	prˈɛzɪmɛ
Аелита	ˈaɛlˌɪtɐ
новинар	nˈovɪnɑr
Клима	klˈimɐ
кухињама	kˈuhɪɲˌɐmɐ
нафтовод	nˈaftovod
варошице	vˈɑroʃˌɪt͡sɛ
Учитељске	ˈut͡ʃɪtˌɛʎskɛ
пакту	pˈaktʊ
Антоан	ˈantoɐn
Новосађани	nˈovosˌɐd͡ʑɐnɪ
Уши	ˈuʃɪ
Ретки	rˈɛtkɪ
снаха	snˈahɐ
аматерска	ˈamɐtˌɛrskɐ
завладао	zˈavlɐdˌɐo
падова	pˈadovɐ
дијецеза	dˈijet͡sˌɛzɐ
неприродно	nˈɛprɪrˌodno
одговорили	ˈodɡovˌorɪlɪ
религијско	rˈɛlɪɡˌɪjsko
архивирање	ˈɑrhɪvˌɪrɐɲe
хибридни	xˈibrɪdnɪ
Грчић	ɡrt͡ʃˈit͡ɕ
Кинам	kˈinɐm
пса	psˈa
нормалним	nˈormɐlnɪm
заповједник	zˈapovjˌednɪk
комбинованих	kˈombɪnˌovɐnɪh
слему	slˈɛmʊ
донесена	dˈonɛsˌɛnɐ
издајника	ˈizdɑjnˌɪkɐ
отровном	ˈotrovnom
пучу	pˈut͡ʃʊ
луцима	lˈut͡sɪmɐ
Имају	ˈimɑjʊ
заснованим	zˈasnovˌɐnɪm
ослободилачке	ˈoslobˌodɪlˌɐt͡ʃkɛ
поклонио	pˈoklonˌɪo
изума	ˈizʊmɐ
продужио	prˈodʊʒˌɪo
пропадања	prˈopɐdˌɐɲɐ
књига	kɲˈiɡɐ
шоља	ʃˈoʎɐ
анархисти	ˈanɑrhˌɪstɪ
генералном	ɡˈɛnɛrˌɐlnom
болесних	bˈolɛsnɪh
сахрањивани	sˈahrɐɲˌɪvɐnɪ
аристократске	ˈɑrɪstˌokrɐtskɛ
састоје	sˈastoje
северозападни	sˈɛvɛrˌozɐpˌɐdnɪ
аутентичне	ˈaʊtˌɛntɪt͡ʃnɛ
очувале	ˈot͡ʃʊvˌɐlɛ
актив	ˈaktɪv
храбру	xrˈabrʊ
егзодус	ˈɛɡzodʊs
косе	kˈosɛ
говорницу	ɡˈovornˌɪt͡sʊ
деструктивни	dˈɛstrʊktˌɪvnɪ
Приказана	prˈikɐzˌɐnɐ
сортирање	sˈortɪrˌɐɲe
Супермен	sˈupɛrmɛn
ража	rˈaʒɐ
архитектура	ˈɑrhɪtˌɛktʊrɐ
Wave	vˈavɛ
рудом	rˈudom
солунског	sˈolʊnskoɡ
амбиција	ˈambɪt͡sˌɪjɐ
загребачке	zˈaɡrɛbˌɐt͡ʃkɛ
најбоље	nˈɑjboʎe
Библиотеци	bˈiblɪˌotɛt͡sɪ
артритисом	ˈɑrtrɪtˌɪsom
Entertainment	ˈɛntɛrtˌɐɪnmɛnt
СПС	sˈəpˌəsˌə
Бањанима	bˈaɲɐnˌɪmɐ
грех	ɡrˈɛh
Улице	ˈulɪt͡sɛ
Висли	vˈislɪ
узгаја	ˈuzɡɑjɐ
