گاڏڙ	ɡaːɖˈʌr.
ذمري	zəmˈʌri
طاقتن	tˌaːqət̪ˈʌn
ھي	hˈeː
ملٽي	məlˈʌʈi
پروڊيوس	pˌəroːɖjˈoːs
طاهر	taːhˈʌr
زالن	zaːlˈʌn
اربن	ˌarəbˈʌn
شاعري	ʃaːˈaːɪrˌiː
فنا	fˈʌnaː
اسٽور	ˌasʈˈoːr
لاگ	lˈaːɡ
سوسائٽي	soːsˈaːʈi
گهوٽالي	ɡˌəhoːʈˈaːli
توکي	t̪ˈoːkʰi
وهڪرن	ʋˌəhəkərˈʌn
عقيدن	ˌaqidˈʌn
لهندو	ləhˈʌndoː
حلال	həlˈaːl
مڪي	mˈʌki
صالح	ʂˌaːlˈah
درجن	dˈarɟn
دائود	daːˈoːd
ڪکن	kəkʰˈʌn
ڳاڙهي	ɡaːr.ˈʌhi
پوڙهو	poːr.ˈʌhoː
انچارج	ˌancaːrˈʌɟ
حبشي	həbˈʌʃi
جائز	ɟaːˈɪz
ڇڏيل	cʰˈʌɖjal
رلي	rˈʌli
آرمي	aːrˈʌmi
مرحوم	mˌərhˈuːm
فجر	fəɟˈʌr
يوناني	joːnˈaːni
تتر	t̪ət̪ˈʌr
ڇڪڻ	cʰəkˈʌɳ
ڀڄڻ	bʰəɟˈʌɳ
سرگرم	sˌarɡˈarm
مخزن	mˌəxəzˈʌn
کٽ	kʰˈʌʈ
ڪيس	kˈeːs
ڏس	ɖˈɪs
مڇي	mˈʌcʰi
قوميت	qoːmˈiːt̪
ٻولن	boːlˈʌn
گهڙيال	ɡˌəhər.jˈaːl
لٽي	lˈʌʈi
ھند	hˈʌnd
گورڪي	ɡoːrˈʌki
سينگاريل	seːnɡˈaːrjal
سومرن	sˌoːmərˈʌn
نوشي	nˈoːʃi
تاثرات	t̪ˌaːsərˈaːt
ايوڌيا	eːˈoːdʰjaː
رڪنيت	rˌəknˈiːt̪
ملين	məlˈiːn
وڏ	ʋˈʌɖ
حاتم	haːt̪ˈʌm
پورهيي	poːrˈʌhji
گدرا	ɡədˈʌraː
نازل	naːzˈʌl
ساراھ	saːrˈaːh
ناما	nˈaːmaː
طبيبن	təbˈiːbən
جيون	ɟjˈoːn
مارڪيٽ	mˌaːrkˈiːʈ
خليفي	xəlˈiːfi
ٻه	bˈʌh
سڌو	sˈʌdʰoː
ڀر	bʰˈʌr
انتخاب	ˌɪntɪxˈaːb
سيرت	seːrˈʌt̪
گريٽ	ɡərˈiːʈ
مدينه	mˌədinˈʌh
محصولن	mˌəhʂuːlˈʌn
ائٽلانٽڪ	ˌaʈlˌaːnəʈˈʌk
مفهوم	mˌəfhˈuːm
رخن	rˈʊxn
تاجل	t̪aːɟˈʌl
سسٽم	sˈɪsʈam
اٿئي	aʈˈʌi
هلندا	həlˈʌndaː
مکيه	məkʰˈiːh
تبديليون	t̪ˌəbdiljˈoːn
منصوبو	mˌənʂuːbˈoː
مھر	məhˈʌr
موضوعن	moːzʋˈaːn
ڪيلينڊر	kˌeːlinɖˈʌr
ڇڏجن	cʰˌəɖəɟˈʌn
معاشرن	mˌaːʃərˈʌn
ٿينس	tʰˈeːns
ڪيترا	keːt̪ˈʌraː
ڪورنگي	koːrˈʌnɡi
قريش	qərˈiːʃ
پچائي	pəcˈaːi
ڇتو	cʰˈʌt̪oː
ماٿري	maːʈˈʌri
ڦهليل	pʰəhˈʌljal
چوان	cʋˈaːn
مسئلي	məsˈʌli
ڊيمي	ɖˈeːmi
ڀاء	bʰˈaː
ويٽنامي	ʋˌeːʈnˈaːmi
جڏهين	ɟˌəɖhˈiːn
زمين	zəmˈiːn
توجھ	t̪oːɟˈʌh
با	bˈaː
خواجه	xʋaːɟˈʌh
ڪون	kˈoːn
حرام	hərˈaːm
رڪنن	rˌəkənˈʌn
عضوو	ˈazʋoː
حصي	hˈʌʂi
پرنسپال	pˌərənsəpˈaːl
جمهوريه	ɟˌəmhuːrˈiːh
ڪونوڪارپس	kˌoːnoːkˌaːrəpˈʌs
پوڄا	pˈoːɟaː
رحه	rəhˈʌh
پوکيو	pˈoːkʰjoː
ابڙا	abˈʌr.aː
آس	ˈaːs
شمالي	ʃəmˈaːli
ڪوارٽر	kʋˌaːrəʈˈʌr
حادثي	haːdˈʌsi
چوڏهين	cˌoːɖhˈiːn
جند	ɟˈʌnd
ڪنگڊم	kˌənɡəɖˈʌm
الحق	ˌaləhˈʌq
ڇپائڻ	cʰˌəpaːˈɪɳ
تشدد	t̪ˌəʃədˈʌd
زبير	zəbˈiːr
نما	nˈʊmaː
سوچ	sˈoːc
مقدمو	mʊqˈadmoː
ٻوٽن	boːʈˈʌn
رجب	rəɟˈʌb
نيڪ	nˈeːk
لڳندا	ləɡˈʌndaː
ڇاپاڪي	cʰaːpˈaːki
ٽريفڪ	ʈˌərifˈʌk
سادو	sˈaːdoː
تخليق	t̪ˌəxlˈiːq
اسلوب	ˌaslˈoːb
سجاد	səɟˈaːd
خيرو	xˈeːroː
حس	hˈʌs
مخدوم	mˌəxdˈuːm
ٽٽڻ	ʈəʈˈʌɳ
مقبري	mˌəqəbˈʌri
موجوده	moːɟˈuːdh
مشڪلات	mˌəʃəkˌəlˈaːt
ڳالهائيندي	ɡˌaːlhaːˈiːndi
بلغمي	bˌələɣˈʌmi
رشيد	rəʃˈiːd
چپ	cˈʌp
گوريلا	ɡoːrˈiːlaː
نااميد	nˌaːaːmˈiːd
بڻيل	bˈʌɳjal
بدي	bˈʌdi
چمڙي	cəmˈʌr.i
گورنمنٽ	ɡˌoːrənˌəmənˈʌʈ
پوڙهي	poːr.ˈʌhi
ھئي	hˈʊi
هرگز	hˌərəɡˈʌz
گرامي	ɡərˈaːmi
ڌيوت	dʰjˈoːt̪
بخارا	bəxˈaːraː
مرمر	mˌərəmˈʌr
روٽ	rˈoːʈ
مخالفن	mʊxˈaːlɪfn
سعودي	saːˈoːdi
تبصرو	t̪ˌəbəʂˈʌroː
اڏام	aɖˈaːm
تاريخن	t̪ˌaːrixˈʌn
صوفي	ʂˈoːfi
سٺي	sˈʌʈʰi
جاچڻ	ɟaːcˈʌɳ
نبوت	nəbˈoːt̪
صدرمقام	ʂˌədərˌəmqˈaːm
جوڙايل	ɟoːr.ˈaːjal
سيکارڻ	sˌeːkʰaːrˈʌɳ
رھندو	rəhˈʌndoː
رائچند	rˌaːɪcˈʌnd
ايسرداس	ˌeːsrdˈaːs
پڙهيو	pər.ˈʌhjoː
ڪور	kˈoːr
متعارف	mˌət̪aːrˈʌf
لوهار	loːhˈaːr
ڪرمان	kˌərmˈaːn
لاطيني	laːtˈiːni
ٻڌندڙ	bˌədʰəndˈʌr.
سردي	sˈʌrdi
ڪتبو	kˌət̪bˈoː
زناني	zənˈaːni
ميدانن	mˌeːdaːnˈʌn
بيروني	bˈeːroːnˌiː
پيرن	peːrˈʌn
اسڪول	ˌaskˈoːl
فلسفين	fˌələsfˈiːn
ابخازيه	ˌabxaːzˈiːh
ڄم	ɟˈʌm
لانچر	laːncˈʌr
ساڍن	saːɖʰˈʌn
ڪيڪ	kˈeːk
روز	rˈoːz
غرق	ɣərˈʌq
السلام	ˌaləslˈaːm
گنج	ɡənˈʌɟ
بني	bˈʌni
خبرن	xˌəbərˈʌn
رح	rəˈah
نقش	nəqˈʌʃ
ديهه	deːhˈʌh
ڪاظم	kaːʐˈʌm
ٿائيلينڊ	tʰˌaːilˈiːnɖ
سوڍي	sˈoːɖʰi
مانجهند	mˌaːnəɟəhˈʌnd
لوڪن	loːkˈʌn
سياحتي	sjaːhˈʌt̪i
فني	fˈʌni
عبدالمجيد	ˌabdˌaːləmɟˈiːd
رستي	rˈʌst̪i
رشين	rəʃˈiːn
ڌنڌي	dʰˈʌndʰi
هٽلر	hˌəʈəlˈʌr
سڌارو	sədʰˈaːroː
ويچار	ʋeːcˈaːr
نڪري	nˈɪkri
الحرام	ˌaləhrˈaːm
جاري	ɟˈaːri
چانڊڪي	caːnɖˈʌki
سنگ	sˈʌnɡ
هوٿل	hoːʈˈʌl
لاهڻ	laːhˈʌɳ
حصو	hˈʌʂoː
ڪلھوڙن	kˌəlhuːr.ˈʌn
جيان	ɟjˈaːn
مينار	meːnˈaːr
چوي	cʋˈeː
سرسبز	sˌərəsəbˈʌz
ھضم	həzˈʌm
سرداري	sərdˈaːri
ڳڻيو	ɡˈʌɳjoː
افسانو	ˌafsˈaːnoː
تاج	t̪ˈaːɟ
رگ	rˈʌɡ
وڄي	ʋˈʌɟi
مظھر	mˌəʐəhˈʌr
چونڊيل	cˈoːnɖjal
محصول	mˌəhʂˈuːl
احتياط	ɛht̪jˈaːt
پالڻ	paːlˈʌɳ
مذھبن	mˌəzəhəbˈʌn
لهن	ləhˈʌn
انعام	ɪnˈaːm
محلي	məhˈʌli
نمايان	nˈʊmaːjˌaːn
ڪٽنب	kəʈˈʌnb
ڇپجندڙ	cʰˌəpəɟəndˈʌr.
لکڻيون	lˌəkʰɳjˈoːn
ننڍيون	nˌənɖʰjˈoːn
وڳوڙ	ʋəɡˈoːr.
مٺو	mˈʌʈʰoː
نيپچون	nˌeːpcˈoːn
اتحادي	ˌat̪hˈaːdi
شگر	ʃəɡˈʌr
سڄو	sˈʌɟoː
سينٽر	sˌeːnəʈˈʌr
جبران	ɟˌəbrˈaːn
مخاطب	mˌəxaːtˈʌb
المومنين	ˌalmˌoːmnˈiːn
ڪوالالمپور	kʋˌaːlaːlmpˈoːr
ھڪڙو	həkˈʌr.oː
گني	ɡˈʌni
حڪمن	hˌəkəmˈʌn
ايڪن	eːkˈʌn
سمورين	sˌəmoːrˈiːn
اصل	aʂˈʌl
پرائيويٽ	pˌəraːjʋˈiːʈ
نارو	nˈaːroː
ترميم	t̪ˌərmˈiːm
درياء	dˈʌrjaː
مسجدون	mˈasɟˌɪdoːn
ظلمن	ʐˌələmˈʌn
تختي	t̪ˈʌxt̪i
پوزيشن	pˌoːziʃˈʌn
المال	ˌalmˈaːl
ٻرهل	bˌərəhˈʌl
لھرون	lˌəhrˈuːn
کوسو	kʰˈoːsoː
ھاء	hˈaː
وسيلي	ʋəsˈiːli
بيچلر	bˈeːcəlˌər
قومپرست	qˌoːmpərˈʌst̪
تن	t̪ˈʌn
مقيم	məqˈiːm
مئل	mˈʌl
سکي	sˈʌkʰi
مثاني	məsˈaːni
ڏ	ɖˈeː
اسٽون	ˌasʈˈoːn
فيلڊ	feːlˈʌɖ
ريگستاني	rˌeːɡɪstˈaːni
اور	ˈuːr
سچو	sˈʌcoː
ڪجه	kəɟˈʌh
ڀرجي	bʰərˈʌɟi
نو	nˈoː
ڌام	dʰˈaːm
بيھي	bˈeːhi
گهرڙن	ɡˌəhərər.ˈʌn
مشاهدن	mˌəʃaːhədˈʌn
ايتري	eːt̪ˈʌri
بلبل	bˌələbˈʌl
لذت	ləzˈʌt̪
پهچندي	pˌəhəcˈʌndi
رائج	raːˈɪɟ
ھنڌ	hˈʌndʰ
ڪافر	kaːfˈʌr
فرعون	fˌəraːˈoːn
مٺ	mˈʌʈʰ
اشتر	aʃt̪ˈʌr
جوڙ	ɟˈoːr.
رابطا	raːbˈʌtaː
پرديش	pərdˈiːʃ
واهي	ʋˈaːhi
مسدس	mˌəsədˈʌs
اسپتالون	ˌasəpt̪aːlˈoːn
اھل	ahˈʌl
اهلڪارن	ˌahəlkaːrˈʌn
مهاراشٽر	mˌəhaːrˌaːʃəʈˈʌr
قدمي	qədˈʌmi
يافته	jˌaːfət̪ˈʌh
ڪپڙا	kəpˈʌr.aː
ھگانا	həɡˈaːnaː
نمائندي	nˈʊmaːˈɪndi
شراب	ʃərˈaːb
کڻائي	kʰəɳˈaːi
حفاظتي	hˌəfaːʐˈʌt̪i
ڪانفرنس	kˌaːnəfərˈʌns
درج	dˈarɟ
صنف	ʂənˈʌf
سيوستان	sjoːst̪ˈaːn
سخن	səxˈʌn
اينڊروئيڊ	ˌeːnɖəroːˈiːɖ
سفيرن	sˌəfirˈʌn
ٽڪ	ʈˈʌk
ملتان	mˌəlt̪ˈaːn
ليجسليٽو	lˌeːɟəslˈiːʈoː
آيت	aːˈiːt̪
صورتون	ʂˌoːrt̪ˈoːn
مثبت	mˌəsəbˈʌt̪
ساهتي	saːhˈʌt̪i
امير	amˈiːr
نشانين	nɪʃˈaːnin
سربيا	sˌərbjˈaː
آفيسن	ˌaːfisˈʌn
ڪلپنا	kˌələpˈʌnaː
ٽي	ʈˈeː
پويان	pʋjˈaːn
سورتون	sˌoːrt̪ˈoːn
قرار	qərˈaːr
لهجي	ləhˈʌɟi
سڌارن	sˌədʰaːrˈʌn
ھلڻ	həlˈʌɳ
مجيب	məɟˈiːb
منجهن	mˌənəɟəhˈʌn
دروازو	dərʋˈaːzoː
مروج	mərˈoːɟ
اندريون	ˌandərjˈoːn
آئرش	ˌaːɪrˈʌʃ
متبادل	mˌət̪bˈaːdəl
ڊوڙي	ɖˈoːr.i
داخلا	daːxˈʌlaː
زمانن	zˌəmaːnˈʌn
ساحلي	saːhˈʌli
سگهڙن	sˌəɡəhər.ˈʌn
شڪ	ʃˈʌk
ايمپائر	ˌeːmpaːˈɪr
ڏاکڻين	ɖˌaːkʰɳˈiːn
ٽرانس	ʈərˈaːns
چيس	cˈeːs
ھجڻ	həɟˈʌɳ
گولائي	ɡoːlˈaːi
سنڌڙي	sˈɪndhr.i
زيادتي	zjaːdˈʌt̪i
قانونساز	qˌaːnoːnsˈaːz
سانگهڙ	sˌaːnɡəhˈʌr.
ڀاڻيجو	bʰaːɳˈiːɟoː
ورائي	ʋərˈaːi
چؤسٽا	cˌəa͡ʊsˈʌʈaː
وصول	ʋəʂˈoːl
خاني	xˈaːni
انگلستان	ˌanɡəlˈɪstaːn
مفاصلو	mˌəfaːʂˈʌloː
لڙايون	lˌər.aːjˈoːn
اينٽي	eːnˈʌʈi
امروٽي	ˌamrˈoːʈi
الهامي	ˌalhˈaːmi
ڍولڪ	ɖʰoːlˈʌk
معنائن	mˌaːnaːˈɪn
ڪيچ	kˈeːc
برلن	bˌərəlˈʌn
حاجي	hˈaːɟi
بچڻ	bəcˈʌɳ
صحيون	ʂəhjˈoːn
سهوليت	sˌəhoːlˈiːt̪
بيانن	bjˈaːnən
جھنڊي	ɟəhˈʌnɖi
نامه	naːmˈʌh
مورو	mˈoːroː
مجموعو	mˌəɟmʋˈaːoː
راجپوت	rˌaːɟpˈoːt̪
ٺاهيندا	ʈʰaːhˈiːndaː
ڇوڪرو	cʰoːkˈʌroː
سگھي	sˈaɡʰeː
نالين	naːlˈiːn
قلات	qˌəlˈaːt
ڄائو	ɟˈaːoː
گجر	ɡəɟˈʌr
بابل	bˈaːbɪl
اوبلاسٽ	ˌuːblaːsˈʌʈ
دڪانن	dˌəkaːnˈʌn
پرمانند	pˌərmaːnˈʌnd
سفارتڪاري	sˌəfaːrˌət̪kˈaːri
چوگرد	coːɡˈʌrd
ماڊرن	mˌaːɖərˈʌn
دريا	dˈʌrjaː
رحلت	rˌəhəlˈʌt̪
بم	bˈʌm
مقامي	məqˈaːmi
عهدنامي	ˌahədnˈaːmi
عراقي	arˈaːqi
مسلسل	mˌəsələsˈʌl
عيسي	aˈiːsi
معاملات	mˌaːməlˈaːt
تبديلين	t̪ˌəbdilˈiːn
انسپيڪٽر	ˌansəpˌiːkəʈˈʌr
تڪرارن	t̪ˌəkraːrˈʌn
رتوديرو	rˌət̪oːdˈiːroː
ٻانهون	bˌaːnhˈoːn
سردارن	sˌərdaːrˈʌn
وڌندو	ʋədʰˈʌndoː
ڪولهي	koːlˈʌhi
تمغو	t̪əmˈʌɣoː
بيگ	bˈeːɡ
ڀڳل	bʰəɡˈʌl
شاھد	ʃaːhˈʌd
اڏرڻ	ˌaɖərˈʌɳ
الاباما	ˌalaːbˈaːmaː
پٽو	pˈʌʈoː
مذمت	mˌəzəmˈʌt̪
ڪڏهن	kˌəɖəhˈʌn
ڪثرت	kˌəsərˈʌt̪
دوزخ	doːzˈʌx
جيو	ɟjˈoː
آڱوٺي	ˌaːŋ̩ˈoːʈʰi
موٽواڻي	moːʈʋˈaːɳi
زار	zˈaːr
همٿ	həmˈʌʈ
مثالن	mˌəsaːlˈʌn
شهاب	ʃəhˈaːb
رشد	rəʃˈʌd
نيون	njˈoːn
غدودن	ɣˌədoːdˈʌn
ايبرڊين	ˌeːbərɖˈiːn
ٺهرايائين	ʈʰˌəhərˌaːjaːˈiːn
حج	hˈʌɟ
اوڻويھين	ˌuːɳʋihˈiːn
ڇوڏا	cʰˈoːɖaː
بذات	bˌəzˈaːt
الفضل	ˌaləfəzˈʌl
پنهنجين	pʌ̃hnɟˈiːn
سيڪڙو	seːkˈʌr.oː
ڪوي	kʋˈeː
سلو	sˈʌloː
تقريب	t̪ˌəqrˈiːb
سبي	səbˈiː
ڪسي	kˈʌsi
برازيل	bərˈaːzjal
رڳو	rˈʌɡoː
نند	nˈʌnd
عنوان	ʊnʋˈaːn
جواهر	ɟˈaʋaːhˌər
ڏسندڙ	ɖˌɪsəndˈʌr.
تسلسل	t̪ˌəsələsˈʌl
مشاعري	mˌəʃaːˈaːɪrˌiː
پائيندو	paːˈiːndoː
اڳي	ˈaɡi
مچي	mˈʌci
توڙي	t̪ˈoːr.i
ڀڳتن	bʰˌəɡət̪ˈʌn
ماھرن	mˌaːhərˈʌn
خلا	xˈʌlaː
بشارت	bˌəʃaːrˈʌt̪
چڙهيل	cər.ˈʌhjal
سمجهندا	sˌəməɟəhˈʌndaː
اڀي	ˈabʰi
اڪاين	ˌakaːˈiːn
ورتيون	ʋˌərt̪jˈoːn
چڱا	cəˈŋ̩aː
ڪافرن	kˌaːfərˈʌn
ڪاريون	kaːrjˈoːn
ديال	djˈaːl
نهرو	nəhˈʌroː
هميشہ	hˌəmiʃˈʌh
لاڙن	laːr.ˈʌn
آرٽسٽ	ˌaːrəʈəsˈʌʈ
بااثر	bˈaːaːsˌər
اوڌ	ˈuːdʰ
عام	ˈaːm
ڪاٺياواڙ	kˌaːʈʰjaːʋˈaːr.
ننڍڙي	nˌənəɖʰˈʌr.i
روس	rˈoːs
پيماني	peːmˈaːni
انگن	anɡˈʌn
المقدس	ˌaləmˌəqədˈʌs
مضبوطي	mˌəzbˈuːti
رکجي	rəkʰˈʌɟi
ساهت	saːhˈʌt̪
ڪائونسلر	kˌaːoːnsəlˈʌr
نياپو	njˈaːpoː
مرادياب	mˌəraːdjˈaːb
رحم	rəhˈʌm
سگھن	səɡʰˈʌn
زين	zˈeːn
بيحد	bˈeːhəd
آکاڻين	ˌaːkʰaːɳˈiːn
پور	pˈoːr
ڪھڙي	kəhˈʌr.i
پرچا	pˈʌrcaː
هت	hˈʌt̪
لاڳاپا	laːɡˈaːpaː
بچايو	bəcˈaːjoː
عالمن	ˌaːləmˈʌn
مفيد	məfˈiːd
ويتر	ʋeːt̪ˈʌr
تسليم	t̪ˌəslˈiːm
باري	bˈaːri
يونين	joːnˈiːn
خالص	xaːlˈʌʂ
فقري	fəqˈʌri
جيتن	ɟeːt̪ˈʌn
پوک	pˈoːkʰ
مجنون	mˌəɟnˈuːn
ڊسپينسري	ɖˌəspinsˈʌri
ڳوڙهين	ɡˌoːr.hˈiːn
شرڪ	ʃərˈʌk
تلڪ	t̪əlˈʌk
گهڻن	ɡˌəhəɳˈʌn
ٻنڌ	bˈʌndʰ
تعريف	t̪aːrˈiːf
ھموار	həmʋˈaːr
پرڪاش	pˌərkˈaːʃ
سس	sˈʌs
لاجواب	laːɟʋˈaːb
بيهوش	bˈeːhoːʃ
لافاني	laːfˈaːni
غار	ɣˈaːr
حارث	haːrˈʌs
سمجھي	sˈamɟʰi
سارنگ	saːrˈʌnɡ
شعبا	ʃˈɔbaː
آدرشي	ˌaːdərˈʌʃi
ترخانن	t̪ˌərxaːnˈʌn
فرينچ	fərˈiːnc
حسن	həsˈʌn
رولنگ	roːlˈʌnɡ
جوئر	ɟoːˈɪr
گرفتار	ɡˈɪrɪftˌaːr
چينل	ceːnˈʌl
سمجهيو	sˌəməɟˈʌhjoː
ملازمن	mˌəlaːzəmˈʌn
ميداني	meːdˈaːni
راجا	rˈaːɟaː
مالڪن	mˌaːləkˈʌn
پڙهندڙن	pˌər.əhˌəndər.ˈʌn
ڊڀري	ɖəbʰˈʌri
بحث	bəhˈʌs
آهنگي	aːhˈʌnɡi
اگرچ	aɡˈʌrc
ڊوائيسز	ɖʋˌaːisˈʌz
هنگامي	hənɡˈaːmi
عقل	aqˈʌl
اقتدار	ˌɪqtɪdˈaːr
پي	pˈeː
سگهاري	sˌəɡhˈaːri
ڊٺل	ɖəʈʰˈʌl
رايل	rˈaːjal
اڏيري	aɖˈiːri
ڪربلا	kˌərəbˈʌlaː
موتي	mˈoːt̪i
ڪوڙي	kˈoːr.i
برڪت	bˌərəkˈʌt̪
ويدن	ʋeːdˈʌn
اقتصاديات	ˌɪqtɪʂˌaːdiˈaːt
عسڪري	ˌasəkˈʌri
بلدياتي	bˌəldjˈaːt̪i
صحبت	ʂˌəhəbˈʌt̪
والا	ʋˈaːlaː
کهڙي	kʰəhˈʌr.i
ذميواري	zəmjʋˈaːri
حق	hˈʌq
ڪارائتو	kˌaːraːˈɪt̪oː
جهيڙو	ɟəhˈiːr.oː
کوسي	kʰˈoːsi
بعد	bˈaːd
کوليو	kʰˈoːljoː
ارباب	ˌarbˈaːb
لڳائي	ləɡˈaːi
روٽي	rˈoːʈi
اضافي	ɪzˈaːfi
گير	ɡˈeːr
وڌن	ʋədʰˈʌn
ملڻ	məlˈʌɳ
ملڪي	məlˈʌki
رابرٽ	rˌaːbərˈʌʈ
ادا	ˈadaː
معنائون	mˌaːnaːˈoːn
پير	pˈeːr
ڇيڙي	cʰˈeːr.i
ٿلهي	ʈəlˈʌhi
تور	t̪ˈoːr
ٽالپر	ʈˌaːləpˈʌr
ڳائيندو	ɡaːˈiːndoː
هڪٻئي	hˌəkəbˈʌi
گهرندا	ɡˌəhərˈʌndaː
اڳين	aɡˈiːn
نئيون	nəjˈoːn
آئين	aːˈiːn
فائيل	fˈaːjal
ڪيريبين	kˌeːribˈiːn
مائونٽ	mˌaːoːnˈʌʈ
ماتر	maːt̪ˈʌr
بنجڻ	bˌənəɟˈʌɳ
ٺل	ʈʰˈʌl
گذاريا	ɡəzˈaːrjaː
سرمائيداري	sˌərmˌaːidˈaːri
بدلجي	badˈalɟi
تھذيب	t̪ˌəhzˈiːb
نجوم	nəɟˈoːm
زرداري	zərdˈaːri
بگ	bˈʌɡ
وکر	ʋəkʰˈʌr
عبوري	abˈoːri
عباس	abˈaːs
بٺي	bˈʌʈʰi
لکندو	ləkʰˈʌndoː
چونڊيا	cˈoːnɖjaː
قسمين	qˌəsmˈiːn
کاتي	kʰˈaːt̪i
ڪام	kˈaːm
ڏجين	ɖəɟˈiːn
ماريندا	maːrˈiːndaː
هفتن	hˌəfət̪ˈʌn
ڪنواري	kənʋˈaːri
چاهيو	cˈaːhjoː
خصوصيتن	xˌəʂoːʂit̪ˈʌn
ڏهاڪن	ɖˌəhaːkˈʌn
ڄڻا	ɟˈʌɳaː
مداح	mˈʌdaːh
ويجهو	ʋeːɟˈʌhoː
سهروردي	sˌəhərˈuːrdi
چئون	cəˈoːn
نارايڻ	nˌaːraːˈiːɳ
پلاسٽڪ	pˌəlaːsəʈˈʌk
جرنل	ɟˌərənˈʌl
ڪيل	kˈajal
واري	ʋˈaːri
گهرڙا	ɡˌəhərˈʌr.aː
عيسائين	ˌaisaːˈiːn
هيا	hjˈaː
ورتل	ʋˈartal
موبائل	moːbˈaːɪl
ٽنڊي	ʈˈʌnɖi
سرشتي	sərˈʌʃt̪i
نعرو	nˈaːroː
نڪ	nˈʌk
ڪارناما	kˌaːrnˈaːmaː
ڳالھائڻ	ɡˌaːlhaːˈɪɳ
ھاڻي	hˈaːɳi
سگھجن	sˌəɡʰəɟˈʌn
جيڪا	ɟˈeːkaː
گورنري	ɡˌoːrənˈʌri
پٺ	pˈʌʈʰ
موقعا	mˈoːqaː
نحو	nˈʌhoː
سياح	sjˈaːh
شخصيت	ʃˈaxʂit̪
سحر	səhˈʌr
ماڱر	mˌaːŋ̩ˈʌr
ڪوٺيندا	koːʈʰˈiːndaː
انتھائي	ˌɪntɪhˈaːi
ٻاهريون	bˌaːhərjˈoːn
سرخ	sˈʊrx
مقدمن	mʊqˈadmn
روڊ	rˈoːɖ
وڇون	ʋəcʰˈoːn
رومانوي	roːmˈaːnʋi
هئو	hˈʌoː
الحسن	ˌaləhəsˈʌn
ريزيڊنٽ	rˌeːziɖənˈʌʈ
خاصي	xˈaːʂi
پيشي	pˈeːʃi
ليفٽيننٽ	lˌeːfʈˌiːnənˈʌʈ
ناميارو	naːmjˈaːroː
لطف	lətˈʌf
دونهين	dˌoːnhˈiːn
ايڏو	ˈeːɖoː
چٽيو	cˈʌʈjoː
سوڄن	soːɟˈʌn
پکين	pəkʰˈiːn
ميچ	mˈeːc
چوڻ	cˈoːɳ
جهلي	ɟəhˈʌli
سادن	saːdˈʌn
ڏياچ	ɖjˈaːc
ڀاڻ	bʰˈaːɳ
دادو	dˈaːdoː
سيمينٽ	sˌeːminˈʌʈ
ميمبرن	mˌeːmbərˈʌn
تابع	t̪aːbˈeː
ادارا	adˈaːraː
سيالڪوٽ	sjˌaːlkˈoːʈ
اليڪٽرڪ	ˌalikˌəʈərˈʌk
اسلامڪ	ˌɪslˈaːmk
مئي	mˈʌi
ماھرين	mˌaːhrˈiːn
شروعاتي	ʃərʋˈaːt̪i
عبدالوهاب	ˌabdˌaːloːhˈaːb
بلڊنگ	bˌələɖˈʌnɡ
ڪانهي	kaːnˈʌhi
التمش	ˌalət̪əmˈʌʃ
محمود	mˌəhmˈuːd
بيبي	bˈeːbˈiː
باقيات	bˈaːqiˈaːt
ٽرانزسٽر	ʈˌəraːnˌəzəsəʈˈʌr
شعبو	ʃˈɔboː
صوبي	ʂuːbˈiː
نمائنده	nˈʊmaːˈɪndəh
ڪتابڙو	kˌɪtaːbˈʌr.oː
سچ	sˈʌc
فلمي	fˈɪlmi
اڇلائي	ˌacʰlˈaːi
پهلوان	pˌəhəlʋˈaːn
ايڪڙ	eːkˈʌr.
ڪيپ	kˈeːp
جنسن	ɟˈɪnsn
ڇپايل	cʰəpˈaːjal
سونا	sˈoːnaː
همعصرن	hˌəmaːʂərˈʌn
روينيو	rʋˈeːnjoː
گوليون	ɡoːljˈoːn
دک	dˈʌkʰ
آھيون	aːhjˈoːn
فرھنگ	fˌərəhˈʌnɡ
نيڪالي	neːkˈaːli
ٻوڙو	bˈoːr.oː
سجاڳ	səɟˈaːɡ
لاڳاپي	laːɡˈaːpi
آڻي	ˈaːɳi
ڇهن	cʰəhˈʌn
انگ	ˈanɡ
آفريڪا	ˌaːfrˈiːkaː
آنن	aːnˈʌn
ٺهندا	ʈʰəhˈʌndaː
حجر	həɟˈʌr
پئسا	pˈʌsaː
ميراث	meːrˈaːs
گذاريائين	ɡˌəzaːrjaːˈiːn
الاهي	alˈaːhi
غم	ɣˈʌm
چاهيان	caːhjˈaːn
مرحلو	mˌərəhˈʌloː
پروجيڪٽ	pˌəroːɟikˈʌʈ
همايون	hˌəmaːjˈoːn
جيتوڻيڪ	ɟˌeːt̪oːɳˈiːk
بيدل	bˈeːdəl
قلندر	qˌələndˈʌr
پھچڻ	pˌəhəcˈʌɳ
رهيس	rəhˈiːs
محفلون	mˈɛhfˌɪloːn
واد	ʋˈaːd
ٺهرايو	ʈʰˌəhərˈaːjoː
رحيم	rəhˈiːm
ڪاميڊي	kaːmˈiːɖi
اڪريل	akˈʌrjal
اصلوڪن	ˌaʂloːkˈʌn
تشريح	t̪əʃˈʌrih
ڀڳتي	bʰəɡˈʌt̪i
جمهوريت	ɟˌəmhuːrˈiːt̪
