呼呼	xu˥˥xu˥˥
千山萬水	tɕʰjɛn˥˥ʂan˥˥wan˥˩ʂweɪ˨˩˦
懆	tsʰɑʊ˨˩˦
不合算	pu˧˥ʂɑŋ˥˩swan˥˩
爸	pa˥˩
期中	tɕʰi˥˥ʈʂʊŋ˥˥,tɕʰi˧˥ʈʂʊŋ˥˥
潔	tɕjɛ˧˥
隱	ɪn˥˩,ɪn˨˩˦
廟祝	mjɑʊ˥˩ʈʂu˥˩
調劑	tʰjɑʊ˧˥tɕi˥˩
䦜	u˧˥,u˥˩
䞁	jɑŋ˥˩,jɛn˥˩,jɑŋ˨˩˦,ɕjɛn˥˩
三下兩下	san˥˥ɕja˥˩ljɑŋ˨˩˦ɕja˥˩
一匹馬	i˥˩pʰi˨˩˦ma˨˩˦
鴛鴦	ɥœn˥˥jɑŋ˥˥
蟏	ɕjɑʊ˥˥
呌	tɕjɑʊ˥˩
歸根結底	kweɪ˥˥kən˥˥tɕjɛ˧˥ti˨˩˦
麵條	mjɛn˥˩tʰjɑʊ˧˥
瞑	mɪŋ˧˥,mjɛn˥˩,mɪŋ˨˩˦,mɤŋ˧˥,mjɛn˧˥
蹫	tɕy˧˥
頭巾	tʰoʊ˧˥tɕɪn˥˥
聚酰亞胺	tɕy˥˩ɕjɛn˥˥ja˥˩an˥˥,tɕy˥˩ɕjɛn˥˥ja˨˩˦an˥˥
調弄是非	tʰjɑʊ˧˥nʊŋ˥˩ʂɚ˥˩feɪ˥˥
拖泥帶水	tʰuɔ˥˥ni˧˥taɪ˥˩ʂweɪ˨˩˦
襲取	ɕi˧˥tɕʰy˨˩˦
㗃	uən˨˩˦,ɪn˥˩
鷻	tʰwan˧˥
巓	tjɛn˥˥
濛濛細雨	mɤŋ˧˥mɤŋ˧˥ɕi˥˩y˨˩˦
䵑	ni˥˩
驚恐	tɕɪŋ˥˥kʰʊŋ˨˩˦
翧	ɕɥœn˥˥
自經	tsɯ˥˩tɕɪŋ˥˥
一言半語	i˥˩jɛn˧˥pan˥˩y˨˩˦
腐朽沒落	fu˨˩˦ɕjoʊ˨˩˦mɔ˥˩luɔ˥˩
倒糞	tɑʊ˥˩fən˥˩
䌛	jɑʊ˧˥
聘請	pʰɪn˥˩tɕʰɪŋ˨˩˦
那裏	na˥˩li˨˩˦
檌	tsweɪ˥˩
䦚	xuɔ˥˩,kʰwa˥˩,kʰwa˨˩˦
鮨	ʈʂɚ˥˥,tɕʰi˧˥,i˥˩
䒆	ʈʂʰɤ˥˩
起落	tɕʰi˨˩˦luɔ˥˩
橧	tsɤŋ˥˥
羳	fan˧˥
填寫	tʰjɛn˧˥ɕjɛ˨˩˦
吐氣揚眉	tʰu˨˩˦tɕʰi˥˩jɑŋ˧˥meɪ˧˥
一半	i˧˥pan˥˩
笾	pjɛn˥˥
噗哧一聲	pʰu˥˥ʈʂʰɚ˥˥i˥˩ʂɤŋ˥˥
費脣舌	feɪ˥˩ʈʂʰuən˧˥ʂɤ˧˥
二十八宿	aɻ˥˩ʂɚ˧˥pa˥˥ɕjoʊ˥˩
發電	fa˥˥tjɛn˥˩
粦	lɪn˥˩,lɪn˧˥
時間表	ʂɚ˧˥tɕjɛn˥˥pjɑʊ˨˩˦
剖白	pʰoʊ˥˥paɪ˧˥,pʰoʊ˨˩˦paɪ˧˥
鉫	tɕja˥˥
殙	xuən˥˥
蕡	fən˧˥
壞了	xuaɪ˥˩lɤ˧
精心治療	tɕɪŋ˥˥ɕɪn˥˥ʈʂɚ˥˩ljɑʊ˧˥
倮體	luɔ˨˩˦tʰi˨˩˦
瑠	ljoʊ˧˥
鷢	tɕɥœ˧˥
季節	tɕi˥˩tɕjɛ˧˥
塊	kʰuaɪ˥˩
措詞得當	tsʰuɔ˥˩tsʰɯ˧˥tɤ˧˥tɑŋ˥˩
猚	ja˧˥
鞢	ɕjɛ˥˩
擡	tʰaɪ˧˥
吊掛	tjɑʊ˥˩kwa˥˩
鰓	saɪ˥˥,ɕi˨˩˦
前奏	tɕʰjɛn˧˥tsoʊ˥˩
柇	xɤ˧˥
鯟	tʊŋ˥˥
凝結	nɪŋ˧˥tɕjɛ˧˥
拁	tɕja˥˥
柪	ɑʊ˥˥
葏	tɕɪŋ˥˥
名妓	mɪŋ˧˥tɕi˥˩
晨	ʈʂʰən˧˥
錯過	tsʰuɔ˥˩kuɔ˥˩
姿態優美	tsɯ˥˥tʰaɪ˥˩joʊ˥˥meɪ˨˩˦
藍鯨	lan˧˥tɕɪŋ˥˥
生涯	ʂɤŋ˥˥ja˧˥
真偽莫辨	ʈʂən˥˥weɪ˥˩mɔ˥˩pjɛn˥˩,ʈʂən˥˥weɪ˨˩˦mɔ˥˩pjɛn˥˩
地區	ti˥˩tɕʰy˥˥
吐血	tʰu˥˩ɕjɛ˨˩˦
蟬聯	ʈʂʰan˧˥ljɛn˧˥
暑	ʂu˨˩˦
措辭強硬	tsʰuɔ˥˩tsʰɯ˧˥tɕʰjɑŋ˧˥ɪŋ˥˩
忐	tʰan˨˩˦
發跡變泰	fa˥˥tɕi˥˩,fa˥˥tɕi˥˥
畢竟	pi˥˩tɕɪŋ˥˩
大料	ta˥˩ljɑʊ˥˩
撢甩子	tan˨˩˦ʂuaɪ˨˩˦tsɯ˧
箐	tɕɪŋ˥˥,tɕʰɪŋ˥˩,tɕʰjɑŋ˥˥
馸	ɕɪn˥˩
䖓	na˥˩
喚醒	xwan˥˩ɕɪŋ˨˩˦
音樂會	ɪn˥˥ɥœ˥˩xweɪ˥˩
皞	xɑʊ˥˩
魔法	mɔ˧˥fa˨˩˦
圍牆	weɪ˧˥tɕʰjɑŋ˧˥
晐	kaɪ˥˥
眼瞼	jɛn˨˩˦tɕjɛn˨˩˦
答不上來	ta˧˥pu˧ʂɑŋ˥˩laɪ˧˥
男低音	nan˧˥ti˥˥ɪn˥˥
蒙哄	mɤŋ˧˥xʊŋ˨˩˦
韛	peɪ˥˩
悲戚	peɪ˥˥tɕʰi˥˥
詮釋	tɕʰɥœn˧˥ʂɚ˥˩
睡	ʂweɪ˥˩
摷	tɕjɑʊ˨˩˦
駆	tɕʰy˥˥
貧寒人家	tɕja˥˥tɕɪŋ˥˩ʐən˧˥tɕja˥˥
熁	ɕjɛ˧˥
買得起	maɪ˨˩˦tɤ˧tɕʰi˨˩˦
篩子	ʂaɪ˥˥tsɯ˧
浮雲飄然而過	fu˧˥yn˧˥pʰjɑʊ˥˥ʐan˧˥aɻ˧˥kuɔ˥˩
蟗	tɕʰjoʊ˥˥
㦓	ɕjɛn˥˩
㳄	ɕjɛn˧˥
楖	tɕi˧˥,ʈʂɚ˥˩
琵	pʰi˧˥
花崗石	xwa˥˥kɑŋ˨˩˦ʂɚ˧˥
䥜	tɕjɛn˥˩
棒球賽	pɑŋ˥˩tɕʰjoʊ˧˥saɪ˥˩
鋼錠	kɑŋ˥˥tɪŋ˥˩
鄳	mɤŋ˧˥
䡈	tɕɥœ˧˥
英俊	ɪŋ˥˥tɕyn˥˩
人行道	ʐən˧˥ɕɪŋ˧˥tɑʊ˥˩
羅曼史小說	luɔ˧˥man˥˩ʂɚ˨˩˦ɕjɑʊ˨˩˦ʂuɔ˥˥
嗅覺分析	ɕjoʊ˥˩tɕɥœ˧˥mɪn˨˩˦ʐweɪ˥˩
帽	mɑʊ˥˩
興緻勃勃	ɕɪŋ˥˩ʈʂɚ˥˩pɔ˧˥pɔ˧˥
猴麵包樹	xoʊ˧˥mjɛn˥˩pɑʊ˥˥ʂu˥˩
匹夫之勇	pʰi˨˩˦fu˥˥ʈʂɚ˥˥jʊŋ˨˩˦
邪門外道	ɕjɛ˧˥mən˧˥uaɪ˥˩tɑʊ˥˩
醮醴	tɕjɑʊ˥˩li˨˩˦
美容師	meɪ˨˩˦ʐʊŋ˧˥ʂɚ˥˥
旋動	ɕɥœn˧˥tʊŋ˥˩
岀	ʈʂʰu˥˥
供佛	kʊŋ˥˩fɔ˧˥
㮾	lɑŋ˨˩˦
黢	tɕʰy˥˩,tɕʰy˥˥
傞	suɔ˥˥
踁	tɕɪŋ˥˩
鴗	li˥˩
竲	tsʰɤŋ˧˥
福如東海	fu˧˥ʐu˧˥tʊŋ˥˥xaɪ˨˩˦
廫	ljɑʊ˧˥
澃	tɕjʊŋ˥˩
詀	ʈʂan˥˥,ʈʂʰɤ˥˩
莟	xan˥˩
救生員	tɕjoʊ˥˩ʂɤŋ˥˥ɥœn˧˥
繼電器	tɕi˥˩tjɛn˥˩tɕʰi˥˩
兠	toʊ˥˥
負責	fu˥˩tsɤ˧˥
舃	tɕʰjɑʊ˨˩˦,tʰuɔ˥˥,ɕi˥˩,tɕʰɥœ˥˩
渇	kʰɤ˨˩˦
㾐	li˥˩
急促	tɕi˧˥tsʰu˥˩
殍	pʰjɑʊ˨˩˦,pi˥˩
晹	i˥˩
鳳	fɤŋ˥˩
瀛寰	ɪŋ˧˥xwan˧˥
罭	y˥˩
瓊瑤	tɕʰjʊŋ˧˥jɑʊ˧˥
䠿	uaɪ˥˩
繫領帶	tɕi˥˩lɪŋ˨˩˦taɪ˥˩,ɕi˥˩lɪŋ˨˩˦taɪ˥˩
中央	ʈʂʊŋ˥˥jɑŋ˥˥
開拓	kʰaɪ˥˥tʰuɔ˥˩
豫	y˥˩,ɕy˥˩
嶂	ʈʂɑŋ˥˩
譫	ʈʂan˥˥
畨	fan˥˥,pʰan˥˥
兩腳釘	ljɑŋ˨˩˦tɕjɑʊ˨˩˦tɪŋ˥˥
湖畔	xu˧˥pʰan˥˩
䔬	i˥˩
緻密	ʈʂɚ˥˩mi˥˩
這個星期	ʈʂɤ˥˩kɤ˧ɕɪŋ˥˥tɕʰi˧˥,ʈʂɤ˥˩kɤ˧ɕɪŋ˥˥tɕʰi˥˥
渶	ɪŋ˥˥
妞	njoʊ˥˥
珉	uən˧˥,mɪn˧˥
由於	joʊ˧˥y˧˥
知識密集產業	ʈʂɚ˥˥ʂɚ˥˩mi˥˩tɕi˧˥ʈʂʰan˨˩˦jɛ˥˩,ʈʂɚ˥˥ʂɚ˧mi˥˩tɕi˧˥ʈʂʰan˨˩˦jɛ˥˩
黷	tu˧˥
㰒	ʂɤ˧˥,ɕɥœ˧˥
蕭條	ɕjɑʊ˥˥tʰjɑʊ˧˥
見證	tɕjɛn˥˩ʈʂɤŋ˥˩
歸罪於人	kweɪ˥˥tsweɪ˥˩y˧˥ʐən˧˥
髯	ʐan˧˥
祤	y˨˩˦,ɕy˨˩˦
賔	pɪn˥˩,pɪn˥˥
吐棄	tʰu˨˩˦tɕʰi˥˩
鯡魚	feɪ˥˥y˧˥
臀	tʰuən˧˥
車廂	ʈʂʰɤ˥˥ɕjɑŋ˥˥
澉	kan˨˩˦,xan˥˩
哭泣	kʰu˥˥tɕʰi˥˩
嶙	lɪn˧˥
䢃	i˥˩
葤	ʈʂoʊ˥˩
喘氣	ʈʂʰwan˨˩˦tɕʰi˥˩
竟敢	tɕɪŋ˥˩kan˨˩˦
録	lu˥˩,ly˥˩
撫養	fu˨˩˦jɑŋ˨˩˦
嬉皮笑臉	ɕi˥˥pʰi˧˥ɕjɑʊ˥˩ljɛn˨˩˦
恢復正常	xweɪ˥˥fu˥˩ʈʂɤŋ˥˩ʈʂʰɑŋ˧˥
逄	pʰɑŋ˧˥,fɤŋ˧˥
捐出	tɕɥœn˥˥ʈʂʰu˥˥
設計	ʂɤ˥˩tɕi˥˩
䜞	tɕi˥˩
煰	kɑʊ˥˩
䗟	i˥˩
觶	ʈʂɚ˥˥,ʈʂɚ˥˩
䈁	luən˧˥,luɔ˥˩
光焰耀目	kwɑŋ˥˥jɛn˥˩jɑʊ˥˩mu˥˩,kwɑŋ˥˥jɛn˧˥jɑʊ˥˩mu˥˩
慶生	tɕʰɪŋ˥˩ʂɤŋ˥˥
泶	ɕɥœ˧˥
莋	tsuɔ˧˥,tɕi˧˥
靴子	ɕɥœ˥˥tsɯ˧
㬉	ʐuɔ˥˩,nwan˨˩˦
冥思苦想	mɪŋ˧˥sɯ˥˥kʰu˨˩˦ɕjɑŋ˨˩˦
如夫人	ʐu˧˥fu˥˥ʐən˧˥
雲霄飛車	yn˧˥ɕjɑʊ˥˥feɪ˥˥ʈʂʰɤ˥˥
䊬	ʈʂʰa˥˩
佔優勢	ʈʂan˥˩joʊ˥˥ʂɚ˥˩
按捺不住	an˥˩na˥˩pu˥˩ʈʂu˥˩
顮	pɪn˥˥
顏色	jɛn˧˥sɤ˥˩
南腔北調	nan˧˥tɕʰjɑŋ˥˥peɪ˨˩˦tjɑʊ˥˩
蒟	tɕy˨˩˦
大增	ta˥˩tsɤŋ˥˥
沃土	uɔ˥˩tʰu˨˩˦
㴭	jɑʊ˨˩˦
支差	ʈʂɚ˥˥ʈʂʰaɪ˥˥
翷	lɪn˧˥
儒家	ʐu˧˥tɕja˥˥
彌補	mi˧˥pu˨˩˦
混紡織物	xuən˥˩fɑŋ˨˩˦ʈʂɚ˥˥u˥˩
臭椿	ʈʂʰoʊ˥˩ʈʂʰuən˥˥
䣀	kweɪ˨˩˦,weɪ˧˥
增大	tsɤŋ˥˥ta˥˩
蠦	lu˧˥
陡峭	toʊ˨˩˦tɕʰjɑʊ˥˩
油條	joʊ˧˥tʰjɑʊ˧˥
蝐	maɪ˥˩,meɪ˥˩
墨暈	mɔ˥˩yn˥˩
阝	fu˥˩,i˥˩
蛫	kweɪ˨˩˦
妌	tɕɪŋ˥˩
壬申	ʐən˧˥ʂən˥˥
鰥寡孤獨	kwan˥˥kwa˨˩˦ku˥˥tu˧˥
絲綢	sɯ˥˥ʈʂʰoʊ˧˥
朏	pʰeɪ˥˩,feɪ˨˩˦
管理	kwan˨˩˦li˨˩˦
合口呼	xɤ˧˥kʰoʊ˨˩˦xu˥˥
頌揚	sʊŋ˥˩jɑŋ˧˥
飭其遵辦	ʈʂʰɚ˥˩tɕʰi˧˥tsuən˥˥pan˥˩
鏖	pjɑʊ˥˥,ɑʊ˧˥
購物商場	koʊ˥˩u˥˩ʂɑŋ˥˥ʈʂʰɑŋ˨˩˦
稱不上	ʈʂʰɤŋ˥˥pu˧ʂɑŋ˥˩
彈簧	tʰan˧˥xwɑŋ˧˥
性格	ɕɪŋ˥˩kɤ˧˥
相差	ɕjɑŋ˥˥ʈʂʰa˥˥
㪋	xan˥˩
䠰	tɕʰɥœn˧˥
烯	ɕi˥˥
檭	ɪn˧˥
俲	ɕjɑʊ˥˩
㚂	ʐɑŋ˧˥
矘	tʰɑŋ˨˩˦
公投	kʊŋ˥˥tʰoʊ˧˥
學費	ɕɥœ˧˥feɪ˥˩
女兒	ny˨˩˦aɻ˧˥
誒	eɪ˥˩,eɪ˧˥,ɕi˥˥,eɪ˥˥,i˥˩,eɪ˨˩˦,ɤ˥˩,aɪ˥˥
蓳	tɕɪn˥˩
妥善	tʰuɔ˨˩˦ʂan˥˩
淺明	tɕʰjɛn˨˩˦mɪŋ˧˥
等候室	tɤŋ˨˩˦xoʊ˥˩ʂɚ˥˩
沉溺	ʈʂʰən˧˥ni˥˩
憉	pʰɤŋ˧˥
政令	ʈʂɤŋ˥˩lɪŋ˥˩
魯莽	lu˨˩˦mɑŋ˨˩˦
肋	leɪ˥˩,tɕɪn˥˥,lɤ˥˩,lɤ˥˥
隩	ɑʊ˥˩,y˥˩
郵戳	joʊ˧˥ʈʂʰuɔ˥˥
房客	fɑŋ˧˥kʰɤ˥˩
鏗	kʰɤŋ˥˥
㱭	twan˥˩
諛	y˧˥
蕃人	fan˥˥ʐən˧˥
進	tɕɪn˥˩
䔔	tɕɪŋ˥˩,tɕʰjoʊ˧˥,ɪŋ˨˩˦,tɕʰjɛn˨˩˦
作	tsuɔ˥˥,tsuɔ˧˥,tsuɔ˥˩
小數點	ɕjɑʊ˨˩˦ʂu˥˩tjɛn˨˩˦
倒帶鍵	tɑʊ˥˩taɪ˥˩tɕjɛn˥˩
桐	tʰʊŋ˧˥
烐	ʈʂoʊ˥˥
繕寫	ʂan˥˩ɕjɛ˨˩˦
引導	ɪn˨˩˦tɑʊ˨˩˦
字句	tsɯ˥˩tɕy˥˩
蜝	tɕʰi˧˥
土地	tʰu˨˩˦ti˥˩
豆蔻	toʊ˥˩kʰoʊ˥˩
㣣	ʂan˥˩,ʂan˨˩˦
㷶	pi˥˩,peɪ˥˩
鏤金	loʊ˥˩tɕɪn˥˥
木炭	mu˥˩tʰan˥˩
賦予	fu˥˩y˨˩˦
靱	ʐən˥˩
硒	ɕi˥˥
時間從容	ʂɚ˧˥tɕjɛn˥˥tsʰʊŋ˧˥ʐʊŋ˧˥,ʂɚ˧˥tɕjɛn˥˥tsʰʊŋ˥˥ʐʊŋ˧˥
戴頭盔	taɪ˥˩tʰoʊ˧˥kʰweɪ˥˥
䚋	yn˥˩
劭令	ʂɑʊ˥˩lɪŋ˥˩
航拍	xɑŋ˧˥pʰaɪ˥˥
飷	tɕjɛ˨˩˦
冷暖	lɤŋ˨˩˦nwan˨˩˦
增速	tsɤŋ˥˥su˥˩
階梯	tɕjɛ˥˥tʰi˥˥
蜹	ʐweɪ˥˩
卩	tɕjɛ˧˥,pu˥˩
來者不善	laɪ˧˥ʈʂɤ˨˩˦pu˧˥ʂan˥˩
䕅	sɑʊ˨˩˦
可汗	kʰɤ˥˩xan˧˥
頢	kwa˥˥
力挽狂瀾	li˥˩wan˨˩˦kʰwɑŋ˧˥lan˧˥
醠	ɑŋ˥˩
不錯	pu˧˥tsʰuɔ˥˩
門庭若市	mən˧˥tʰɪŋ˧˥ʐuɔ˥˩ʂɚ˥˩
禮遇	li˨˩˦y˥˩
仰面	jɑŋ˨˩˦mjɛn˥˩
道可道，非常道	tɑʊ˥˩kʰɤ˨˩˦tɑʊ˥˩feɪ˥˥ʈʂʰɑŋ˧˥tɑʊ˥˩
窇	pɑʊ˧˥
贅述	ʈʂweɪ˥˩ʂu˥˩
湖光瀲灩	xu˧˥kwɑŋ˥˥ljɛn˥˩jɛn˥˩
㺀	nɑʊ˧˥
䪍	lan˥˩,lan˧˥
脫	tʰweɪ˥˩,tʰuɔ˥˥
亦	i˥˩
狵	mɑŋ˧˥
上次	ʂɑŋ˥˩tsʰɯ˥˩
代工	taɪ˥˩kʊŋ˥˥
挔	ly˨˩˦
桶裝	tʰʊŋ˨˩˦ʈʂwɑŋ˥˥
打場	ta˨˩˦ʈʂʰɑŋ˨˩˦
緊箍咒	tɕɪn˨˩˦ku˥˥ʈʂoʊ˥˩
虎爪	xu˨˩˦ʈʂɑʊ˨˩˦
靕	ʈʂən˥˥
舠	tɑʊ˥˥
遳	tsʰuɔ˥˥
壻	ɕy˥˩
民宅	mɪn˧˥ʈʂaɪ˧˥
古細菌域	ku˨˩˦ɕi˥˩tɕyn˥˩y˥˩
損人利己	suən˨˩˦ʐən˧˥li˥˩tɕi˨˩˦
振	ʈʂən˥˩,ʈʂən˥˥,ʈʂən˨˩˦
釯	mɑŋ˧˥
紙漿	ʈʂɚ˨˩˦tɕjɑŋ˥˥
鏤象	loʊ˥˩ɕjɑŋ˥˩
鋼鐵	kɑŋ˥˥tʰjɛ˨˩˦
公而忘私	kʊŋ˥˥aɻ˧˥wɑŋ˥˩sɯ˥˥
給養	tɕi˨˩˦jɑŋ˨˩˦
簡體	tɕjɛn˨˩˦tʰi˨˩˦
正式	ʈʂɤŋ˥˩ʂɚ˥˩
剴切教導	kʰaɪ˨˩˦tɕʰjɛ˥˩tɕjɑʊ˥˩tɑʊ˨˩˦
勾勒	koʊ˥˥lɤ˥˩
當心	tɑŋ˥˥ɕɪn˥˥
傲慢	ɑʊ˥˩man˥˩
官方人士	kwan˥˥fɑŋ˥˥ʐən˧˥ʂɚ˥˩
疲倦	pʰi˧˥tɕɥœn˥˩
屬於	ʂu˨˩˦y˧˥
傈僳族	li˥˩su˥˩tsu˧˥
憂國憂民	joʊ˥˥kuɔ˧˥joʊ˥˥mɪn˧˥
盤纏	pʰan˧˥ʈʂʰan˧˥
有空	joʊ˨˩˦kʰʊŋ˥˩
貴金屬	kweɪ˥˩tɕɪn˥˥ʂu˨˩˦
粉面	fən˨˩˦mjɛn˥˩
䄾	ʐoʊ˥˩
纜車	lan˨˩˦ʈʂʰɤ˥˥
派遣	pʰaɪ˥˩tɕʰjɛn˨˩˦
磱	lɑʊ˧˥
鷗	oʊ˥˥
舛訛	ʈʂʰwan˨˩˦ɤ˧˥
庋藏	tɕi˨˩˦tsʰɑŋ˧˥,kweɪ˨˩˦tsʰɑŋ˧˥
菝	pi˥˩,pa˧˥
網民	wɑŋ˨˩˦mɪn˧˥
爛泥	lan˥˩ni˧˥
鵝毛	ɤ˧˥mɑʊ˧˥
焉	i˧˥,jɛn˥˥
㖭	tʰjɛn˨˩˦
袤	mɑʊ˥˩,moʊ˧˥
水池	ʂweɪ˨˩˦ʈʂʰɚ˧˥
外祖母	uaɪ˥˩tsu˨˩˦mu˨˩˦
謅	ʈʂoʊ˥˥,ʈʂʰɑʊ˨˩˦,ʈʂʰoʊ˥˥,tsoʊ˥˥
箥	pɔ˨˩˦
誧	pu˥˥,pʰu˨˩˦
心狠手辣	ɕɪn˥˥xən˨˩˦ʂoʊ˨˩˦la˥˩
角色	tɕjɑʊ˨˩˦sɤ˥˩,tɕɥœ˧˥sɤ˥˩
懵	mɤŋ˨˩˦,mɤŋ˧˥
溝通	koʊ˥˥tʰʊŋ˥˥
譏諷	tɕi˥˥fɤŋ˥˩,tɕi˥˥fɤŋ˨˩˦,tɕi˥˥fɤŋ˥˥
宿敵	su˥˩ti˧˥
㯆	ʈʂʰan˨˩˦
䤍	mi˧˥
箺	ʈʂʰuən˨˩˦
濐	ʈʂu˨˩˦
䴟	xwan˧˥,xwan˥˩
毣	mɑʊ˥˩,mu˥˩
保留	pɑʊ˨˩˦ljoʊ˧˥
不計成本	pu˧˥tɕi˥˩ʈʂʰɤŋ˧˥pən˨˩˦
忩	tsʰʊŋ˥˥
昆	kʰuən˥˥,xuən˥˩
㡇	ʈʂɤ˧˥,tɕi˧˥
連綿	ljɛn˧˥mjɛn˧˥
蓺	i˥˩
藩屬	fan˥˥ʂu˨˩˦
揑	njɛ˥˥
箜篌	kʰʊŋ˥˥xoʊ˧˥
槰	pɤŋ˥˩
大禹	ta˥˩y˨˩˦
刨子	pɑʊ˥˩tsɯ˧
饖	xweɪ˥˩
忡忡	ʈʂʰʊŋ˥˥ʈʂʰʊŋ˥˥
團	tʰwan˧˥
血小板病	ɕɥœ˥˩ɕjɑʊ˨˩˦pan˨˩˦pɪŋ˥˩
無限	u˧˥ɕjɛn˥˩
落雷	luɔ˥˩leɪ˧˥
朧	lʊŋ˧˥,lʊŋ˨˩˦
品行	pʰɪn˨˩˦ɕɪŋ˧˥,pʰɪn˨˩˦ɕɪŋ˥˩
輧	pʰjɛn˧˥,pʰɪŋ˧˥
綉球花	ɕjoʊ˥˩tɕʰjoʊ˧˥xwa˥˥
艂	fɤŋ˧˥
成長	ʈʂʰɤŋ˧˥ʈʂɑŋ˨˩˦
柈	pʰan˧˥
姪兒	ʈʂɚ˧˥aɻ˧
上載	ʂɑŋ˥˩tsaɪ˥˩
塶	tsʰu˥˩
自信	tsɯ˥˩ɕɪn˥˩
逷	tʰi˥˩
一體兩面	i˥˩tʰi˨˩˦ljɑŋ˨˩˦mjɛn˥˩
廬	lu˧˥
工具	kʊŋ˥˥tɕy˥˩
傷心慘目	ʂɑŋ˥˥ɕɪn˥˥tsʰan˨˩˦mu˥˩
避風港	pi˥˩fɤŋ˥˥kɑŋ˨˩˦
㰃	mjɛn˧˥
如何	ʐu˧˥xɤ˧˥
造成損失	tsɑʊ˥˩ʈʂʰɤŋ˧˥suən˨˩˦ʂɚ˥˥
趃	tjɛ˧˥
嶂氣	ʈʂɑŋ˥˩tɕʰi˥˩
㭹	ɕjɛn˧˥
盜賊	tɑʊ˥˩tseɪ˧˥
以一當十	i˨˩˦i˥˥tɑŋ˥˩ʂɚ˧˥
芒果	mɑŋ˧˥kuɔ˨˩˦
從簡	tsʰʊŋ˧˥tɕjɛn˨˩˦
膹	fən˥˩
灆	lan˧˥
扏	tɕʰjoʊ˧˥
渾然不覺	xuən˧˥ʐan˧˥pu˥˩tɕɥœ˧˥
不謝	pu˧˥ɕjɛ˥˩
賠償損失	pʰeɪ˧˥ʈʂʰɑŋ˧˥suən˨˩˦ʂɚ˥˥
軸	ʈʂu˧˥,ʈʂoʊ˧˥,ʈʂoʊ˥˩
𦧅	ʊŋ˥˩
䱖	ljoʊ˧˥,ljoʊ˨˩˦
槵	xwan˥˩
愴然	ʈʂʰwɑŋ˥˩ʐan˧˥
嘎的一聲	ka˥˥tɤ˧i˥˩ʂɤŋ˥˥
一倍	i˧˥peɪ˥˩
必死無疑	pi˥˩sɯ˨˩˦u˧˥i˧˥
斞	y˨˩˦
㷟	tʰweɪ˥˩
心口	ɕɪn˥˥kʰoʊ˨˩˦
關懷	kwan˥˥xuaɪ˧˥
調唆	tʰjɑʊ˧˥suɔ˥˥
氨基噻唑	an˥˥tɕi˥˥saɪ˥˥tsuɔ˥˩
䥧	xwan˧˥,ɕɥœn˧˥
蚞	mu˥˩
澂	ʈʂʰɤŋ˧˥
揭秘	tɕjɛ˥˥mi˥˩
螺絲	luɔ˧˥sɯ˥˥
兀鷹	u˥˩ɪŋ˥˥
斫喪	ʈʂuɔ˧˥sɑŋ˥˩
伴隨	pan˥˩sweɪ˧˥
留	ljoʊ˧˥,ljoʊ˥˩,ljoʊ˨˩˦
走馬燈	tsoʊ˨˩˦ma˨˩˦tɤŋ˥˥
櫳	lʊŋ˧˥
口頭聲明	kʰoʊ˨˩˦tʰoʊ˧˥ʂɤŋ˥˥mɪŋ˧˥
神不守舍	ʂən˧˥pu˥˩ʂoʊ˨˩˦ʂɤ˥˩
相	ɕjɑŋ˥˥,ɕjɑŋ˥˩
栵	li˥˩
膈膜	kɤ˧˥mɔ˧˥,kɤ˧˥mɔ˥˩
忞	mɪn˧˥
狀元	ʈʂwɑŋ˥˩ɥœn˧˥
篙	kɑʊ˥˥
金鋪	tɕɪn˥˥pʰu˥˩
扒帶	pa˥˥taɪ˥˩
關節	kwan˥˥tɕjɛ˧˥
䕪	tsɤ˧˥
竸	tɕɪŋ˥˩
轖	sɤ˥˩
曉	ɕjɑʊ˨˩˦
䣢	tɕi˧˥
紙張	ʈʂɚ˨˩˦ʈʂɑŋ˥˥
衣裳	i˥˥ʂɑŋ˧
裨益	pi˥˩i˥˩
䉜	ʈʂɚ˥˩
長袍	ʈʂʰɑŋ˧˥pʰɑʊ˧˥
整治	ʈʂɤŋ˨˩˦ʈʂɚ˥˩
戟喉	tɕi˨˩˦xoʊ˧˥
聊	ljɑʊ˧˥,ljoʊ˧˥
段	twan˥˩
蹴	tsʰu˥˩,tsu˧˥
給水工程	tɕi˨˩˦ʂweɪ˨˩˦kʊŋ˥˥ʈʂʰɤŋ˧˥
證券交易所	ʈʂɤŋ˥˩tɕʰɥœn˥˩tɕjɑʊ˥˥i˥˩suɔ˨˩˦
公共房屋	kʊŋ˥˥kʊŋ˥˩fɑŋ˧˥u˥˥
收視	ʂoʊ˥˥ʂɚ˥˩
彃	pi˥˩
魔窟	mɔ˧˥kʰu˥˥
瞓	ʂweɪ˥˩
幈	pʰɪŋ˧˥
不合乎	pu˥˩xɤ˧˥xu˥˥
推遲婚期	tʰweɪ˥˥ʈʂʰɚ˧˥xuən˥˥tɕʰi˥˥,tʰweɪ˥˥ʈʂʰɚ˧˥xuən˥˥tɕʰi˧˥
脫衣服	tʰuɔ˥˥i˥˥fu˧,tʰuɔ˥˥i˥˥fu˧˥
每	meɪ˥˩,meɪ˨˩˦
針對	ʈʂən˥˥tweɪ˥˩
粸	tɕʰi˧˥
