ܚܠܘܠܐ	ħəlulɑʔ
ܟܘܣܠܬܐ	kusallɑθɑʔ
ܩܦܝܐ	qəfɑjeʔ
ܫܠܡܐ	ʃəlɑmɑ
ܓܓܪܬܐ	ɡaɡɡarəθɑ
ܣܦܣܪܐ	safsɑreʔ
ܥܪܣܐ	ʕarsɑʔ
ܡܢ	mɛn
ܫܥܐ	ʃəʕɑʔ
ܥܬܝܕܘܬܐ	ʕəθiðuθɑʔ
ܝܠܝܕܘܬܐ	ʔiliðwɑθɑʔ
ܚܠܬܐ	ħalləθɑ
ܛܒܥܐ	tˤavʕɑʔ
ܥܪܒܐ	ʕarəvɑ
ܦܦܐ	pɑpəpɑʔ
ܘܙܝܪܐ	wazzirɑʔ
ܦܠܚܬܐ	pɑlħɑθɑʔ
ܩܬܐ	qɑθeʔ
ܐܝܠܬܐ	ʔajləθɑʔ
ܩܘܦܪܘܣ	qofros
ܫܘܩܐ	ʃuqɑʔ
ܡܦܩܬܐ	mappaqtɑ
ܬܦܝܐ	təfɑjɑʔ
ܓܠܕܐ	ɡɛldɑʔ
ܚܣܚܘܣܐ	ħasħuse
ܙܘܓܐ	zawɡe
ܟܪܝܣܝܣ	kəre̝sis
ܨܠܝܒܐ	sˤəlivɑʔ
ܟܠܒܬܐ	kalbəθɑʔ
ܫܠܝܡܘܢ	ʃəleːmoːn
ܠܘܙܐ	luze
ܚܬܬܐ	ħɛθteʔ
ܡܓܙܪܐ	maɣzɑrɑ
ܗܠܟܬܐ	hɛllaxəθɑʔ
ܛܟܣܐ	tˤaxsɑʔ
ܓܘܢܐ	ɡawnɑ
ܦܢܕܩܐ	pɛndəqɑʔ
ܐܫܟܬܐ	ʔɛʃkɑθɑʔ
ܒܪܒܝܛܐ	barbitˤɑʔ
ܩܘܚܐ	qawħɑ
ܩܘܪܢܝܬܐ	qurniθɑʔ
ܢܘܪܘܬܐ	nurwɑθɑʔ
ܐܪܚܐ	ʔɑrħɑʔ
ܚܘܛܪܐ	ħutˤreʔ
ܥܘܙܐ	ʕuzzɑʔ
ܐܘܓܐ	ʔoɣɑ
ܢܥܠܐ	naʕlɑʔ
ܫܠܓܡܐ	ʃalɡəmeʔ
ܓܝܒܐ	ɡajbɑ
ܨܠܝ	sˤalɛ
ܟܢܘܫܬܐ	kənuʃjɑθɑ
ܩܨܪܐ	qəsˤɑrɑʔ
ܡܠܟܐ	malkeʔ
ܡܢܝܘܬܐ	mannɑjuθɑʔ
ܐܩܡܐ	ʔaqmeʔ
ܠܒܫܐ	labbɑʃɑʔ
ܦܠܚܐ	pallɑħeʔ
ܡܘܒܠܐ	mawbəleʔ
ܡܪܙܐ	mɑrzeʔ
ܨܨܠܐ	sˤɛsˤsˤəleʔ
ܪܘܒܥܐ	ruvʕɑʔ
ܩܘܩܢܘܣ	quqnos
ܣܦܬܐ	sɛfəθɑʔ
ܒܘܓܪܐ	buɡoro
ܡܚܪܐ	maħħɑrɑʔ
ܐܣܛܪܘܠܘܓܝܐ	ʔastˤəroloɣijɑʔ
ܫܢܐ	ʃannɑʔ
ܡܛܘܚܬܐ	mɑtˤoħɑθɑʔ
ܒܝܬ	be̝θ
ܥܠܘܐ	ʕəlɑweʔ
ܪܝܫܐ	rejʃɑʔ
ܦܬܚܐ	pɑθħeʔ
ܐܘܪܝܬܐ	ʔorjɑθɑʔ
ܦܘܬܩܐ	puttəqe
ܚܬܬܐ	ħɛθtɑʔ
ܕܠܩܐ	dallɑqɑʔ
ܟܠܙܘܙܐ	kɑlzuzɑʔ
ܦܓܥܐ	pɛɣʕɑ
ܡܪܕܘܬܐ	mardəwɑθɑʔ
ܟܠܙܘܙܐ	kəlazzuzɑʔ
ܒܢܕܐ	bɛndɑ
ܡܥܦܪܐ	məʕafrɑʔ
ܐܙܒܐ	ʔɛzbɑʔ
ܟܪܡܐ	karrɑmɑʔ
ܥܪܦܬܐ	ʕarpəθɑʔ
ܥܘܛܫܬܐ	ʕutˤtˤaʃtɑ
ܚܠܡܐ	ħɑlmɑʔ
ܢܦܛܐ	nɑftˤɑ
ܦܝܓܢܐ	pejɡɑnɑ
ܚܩܠܐ	ħaqlɑʔ
ܡܠܦܢܝܬܐ	malləfɑnjɑθɑʔ
ܐܣܩܦܬܐ	ʔɛsqəfɑθɑʔ
ܦܠܚܐ	pɑlaħwɑθɑʔ
ܪܘܩܐ	ruqqeʔ
ܢܥܒܐ	naʕəvɑʔ
ܒܚܪܐ	bɑħrɑʔ
ܚܢܘܬܐ	ħanwɑθɑ
ܨܠܡܐ	sˤalmeʔ
ܗܢܝܢ	hɛnjɑn
ܓܝܓܠܐ	ɡiɣleʔ
ܪܡܟܐ	raməxeʔ
ܕܒܘܪܐ	dɑvorɑʔ
ܐܒܗܬܐ	ʔăvɑhɑθɑ
ܥܠܝܬܐ	ʕɛljɑθɑ
ܦܣܩܝܬܐ	pɛsqəjɑθɑʔ
ܢܡܪܬܐ	nɛmrəθɑ
ܕܪܕܪܐ	dardərɑʔ
ܢܚܠܐ	nɑħlɑʔ
ܕܐܒܬܐ	deʔvtɑʔ
ܡܣܬܐ	massəθɑʔ
ܡܥܝܐ	məʕajjɑʔ
ܓܕܝܐ	ɡəðɑje
ܟܢܘܫܬܐ	kənuʃɑθɑ
ܣܘܪܛܢܐ	surtˤɑnɑʔ
ܐܦܘܬܐ	ʔappuθɑʔ
ܬܐܓܪܘܡܬܐ	teʔɣrumtɑʔ
ܓܙܡܐ	ɡəzɑmɑʔ
ܐܓܘܪܣܐ	ʔaɡɡursɑneʔ
ܐܪܝܟܘܬܐ	ʔărixuθɑ
ܡܛܠܠܐ	matˤəlɑʔ
ܚܡܪܐ	ħɛmrɑ
ܩܠܝܡܐ	qəlime
ܥܒܘܪܐ	ʕɑvoreʔ
ܠܒܘܬܐ	lɛbbawwɑθɑʔ
ܥܒܘܪܐ	ʕəvurɑʔ
ܪܡܟܐ	rammɑxɑʔ
ܙܡܡܐ	zəmɑmeʔ
ܚܢܘܬܐ	ħannuθɑ
ܪܘܩܐ	rawqeʔ
ܓܡܐ	ɡɛmmɑ
ܛܝܒܘܬܐ	tˤajbuθɑ
ܐܘܦܢܐ	ʔufɑnɑʔ
ܚܝܛܐ	ħəjɑtˤe
ܐܪܓܘܒܠܐ	ʔarɡuvleʔ
ܣܦܪܐ	sappɑrɑʔ
ܡܡܘܢܐ	mɑmonɑʔ
ܚܪܦܘܫܝܬܐ	ħarpuʃjɑθɑ
ܣܟܝܢܐ	sakkine
ܐܘܠܨܢܐ	ʔulsˤɑnɑʔ
ܫܘܪܛܐ	ʃurtˤɑʔ
ܩܒܝܬܐ	qəvɑjtɑ
ܪܘܡܢܐ	rummɑne
ܢܢܥܐ	nɑnʕeʔ
ܐܪܡܠܐ	ʔarməlɑʔ
ܫܘܟܢܐ	ʃukkɑneʔ
ܟܘܬܡܬܐ	kuθmɑθɑʔ
ܡܠܦܢܐ	malləfɑnɑʔ
ܚܛܝܬܐ	ħətˤiθɑ
ܘ	o
ܫܘܦܝܐ	ʃufjeʔ
ܬܓܐ	tɑɣeʔ
ܕܘܟܪܢܐ	duxrɑnɑʔ
ܥܡܪܢܐ	ʕamrɑneʔ
ܩܝܢܬܐ	qinɑθɑʔ
ܪܘܝܐ	rawwɑjeʔ
ܡܟܫܘܠܐ	maxʃulɑʔ
ܟܠܙܘܙܐ	kəlazzuzeʔ
ܐܪܙܦܬܐ	ʔarzaftɑʔ
ܕܪܐ	dɑre
ܡܬܘܪܐ	mɑθoreʔ
ܚܘܫܒܢܐ	ħuʃbɑneʔ
ܟܘܬܝܢܐ	kottinjɑθɑ
ܡܪܐ	marre
ܢܡܪܬܐ	nɑmrɑθɑ
ܚܪܬܐ	ħərɑθe
ܠܟܣܝܩܘܢ	lɛksiqon
ܪܓܡܐ	rəɣɑmɑʔ
ܫܘܠܛܢܐ	ʃultˤɑneʔ
ܪܘܡܪܡܐ	rumrɑmeʔ
ܛܚܢܬܐ	tˤaħħɑnɑθɑʔ
ܝܪܕܐ	jardɑʔ
ܪܕܦ	rəðaf
ܕܘܪܐ	dorɑʔ
ܟܘܢܫܐ	kunnɑʃeʔ
ܝܪܘܩܐ	yɑroqɑʔ
ܛܠܦܚܐ	tˤəlɑfħeʔ
ܚܦܪ	ħəfar
ܫܒܪܘܬܐ	ʃavruθɑʔ
ܩܝܢܬܐ	qintɑʔ
ܓܙܘܪܬܐ	ɡəzurtɑʔ
ܚܝܠܐ	ħəjɑleʔ
ܐܙܒܪܟܐ	ʔɛzbarkɑʔ
ܝ	e
ܥܪܝܬܐ	ʕərɑjɑθɑʔ
ܩܠܐ	qɛllɑʔ
ܥܩܪܘܩܐ	ʕaqruqɑʔ
ܣܚܐ	sħaː
ܒܘܓܢܐ	buɡɡɑnɑʔ
ܩܦܠܐ	qappɛlleʔ
ܚܠܡܐ	ħɛlmeʔ
ܫܘܚܬܐ	ʃuħteʔ
ܢܘܩܝܐ	nuqjɑʔ
ܝܒܫܐ	javʃeʔ
ܐܦܝܣܩܘܦܐ	ʔɛppisqoppɑʔ
ܨܦܬܐ	sˤɛfəθeʔ
ܓܗܐ	ɡəhɑ
ܪܚܫܐ	rħoʃo
ܚܬܡܐ	ħɑθme
ܟܪܥܐ	kərɑʕeʔ
ܛܠܐ	tˤallɑʔ
ܓܘܢܝܐ	ɡonjɑʔ
ܟܪܬܐ	karrɑθɑʔ
ܪܛܒܐ	rɛtˤəvɑʔ
ܢܦܠ	nɑfɛl
ܕܪܬܐ	dɑrɑθɑ
ܦܘܚܐ	pawħeʔ
ܠܘܪܐ	lureʔ
ܒܘܢܟܐ	bunəxɑ
ܡܕܒܪܢܘܬܐ	məðabbərɑnuθɑʔ
ܝܘܣܦ	jawsɛf
ܡܛܪܩܐ	matˤrəqɑʔ
ܒܐܘܐ	baʔweʔ
ܕܦܢܐ	dafnɑθɑʔ
ܩܘܪܒܐ	qurbɑʔ
ܪܘܚܩܐ	ruħqɑʔ
ܟܗܢܐ	kɑhneʔ
ܟܒܝܪܐ	kabbireʔ
ܩܒܝܬܐ	qɛbbiθɑ
ܙܩܝܦܐ	zəqifɑʔ
ܐܒܩܐ	ʔavqɑʔ
ܬܘܠܥܐ	tawləʕɑʔ
ܢܘܡܐ	nomas
ܢܡܣܐ	nɛmsɑʔ
ܐܡܘܬܐ	ʔɛmwɑθɑʔ
ܓܐܪܐ	ɡeʔreʔ
ܩܠܥܐ	qalʕɑʔ
ܩܘܪܨܠܐ	qursˤəleʔ
ܢܗܪܐ	nahrawwɑθɑʔ
ܫܡܝܪܐ	ʃɑmirɑʔ
ܡܬܘܪܐ	məθawwərɑʔ
ܪܩܕܐ	raqdɑʔ
ܒܘܪܣܝܐ	bursɑjɑʔ
ܡܓܘܫܐ	məɣuʃe
ܐܒܢܘܣܐ	ʔavnuse
ܚܕܒܫܒܐ	ħaðbəʃabbɑ
ܙܝܙܐ	zizeʔ
ܦܚܐ	paħħe
ܨܚܚܐ	sˤəħɑħɑʔ
ܬܪܢܓܘܠܬܐ	tarnɑɣultɑʔ
ܕܡܟܐ	dammɑxeʔ
ܟܠܒܬܐ	kallɑvɑθɑʔ
ܟܬܦܐ	kaθpɑʔ
ܣܣܐ	sɑsɑ
ܓܕܘܕܐ	ɡadduðe
ܡܗܓܪܐ	mahɡəre
ܗܠܟ	hallɑx
ܒܠܥܐ	bəlɑʕɑʔ
ܟܪܘܙܘܬܐ	kɑrozwɑθɑʔ
ܐܣܘܪܐ	ʔăsurɑʔ
ܒܘܪܐ	burɑʔ
ܚܒܐ	ħabbeʔ
ܫܪܒܐ	ʃərɑveʔ
ܪܫܡܐ	rəʃɑmɑʔ
ܚܓܐ	ħɛɡɡe
ܩܢܦܐ	qənɑfɑʔ
ܣܦܣܠܐ	safsɛlleʔ
ܠܘܪܐ	lɑwreʔ
ܪܘܡܐ	rawmɑʔ
ܟܒܪܝܬܐ	kɛvriθɑʔ
ܐܢܚܢܢ	ʔənaħnan
ܩܫܬܐ	qɛʃte
ܡܘܣܝܩܪܐ	musiqɑrɑ
ܛܠܢܝܬܐ	tˤɛllɑnjɑθɑʔ
ܬܫܥܝܬܐ	taʃʃɛʕjɑθɑʔ
ܚܘܪܐ	ħorrɑ
ܫܬܐ	ʃto
ܟܘܕܢܝܐ	koðanwɑθɑ
ܒܬܘܠܐ	bəθuleʔ
ܩܫܝܫܘܬܐ	qaʃʃiʃwɑθɑʔ
ܟܣܦܐ	kɛspɑ
ܣܩܠܐ	sɛqlɑʔ
ܗܢܝܢ	hɑnejn
ܟܬܒܘܢܐ	kəθɑvoneʔ
ܦܪܨܘܦܐ	pɑrsˤufo
ܫܡܝܪܡ	ʃammirɑm
ܡܟܪܐ	mɑxre
ܬܓܡܐ	tɛɣme
ܒܘܪܓܐ	burɡɑʔ
ܪ	r
ܕܘܗܢܐ	duhhɑnɑʔ
ܕܬܐ	dɑθeʔ
ܐܟܠܐ	ʔaxlɑʔ
ܡܪܒܥܐ	marbəʕɑʔ
ܒܥܠܕܒܒܐ	bəʕɛldəvɑveʔ
ܪܘܫܡܐ	ruʃmɑʔ
ܩܪܐܐ	qarʔe
ܡܠܘܫܘܬܐ	malwɑʃuθɑʔ
ܚܘܒܐ	ħawbɑʔ
ܢܡܘܣܐ	nɑmoseʔ
ܫܠܡܐ	ʃɑlmo
ܐܘܪܓܢܘܢ	ʔorɡɑnon
ܫܠܕܐ	ʃəladdeʔ
ܟܐܒܐ	keʔveʔ
ܩܛܐ	qatˤwɑθɑʔ
ܓܠܘܣܩܡܐ	ɡəlusqəmeʔ
ܒܚܪܐ	baħħɑrɑʔ
ܙܡܪ	zammɑr
ܢܬܠ	nɛttɛl
ܫܠܒܐ	ʃalbeʔ
ܫܘܫܦܐ	ʃoʃɛppɑʔ
ܐܡܘܡܐ	ʔammumɑʔ
ܐܒܐ	ʔabbɑ
ܡܣܘܪܩܐ	məsurqɑʔ
ܢܒܠܐ	navleʔ
ܣܕܪܐ	sɛðrɑʔ
ܕܫܢܐ	daʃneʔ
ܣܘܦܐ	sawpeʔ
ܒܩܪܐ	baqqɑrɑ
ܚܘܪܒܐ	ħurəvɑ
ܣܩܠܐ	səqɑlɑʔ
ܩܦܣܐ	qɑfse
ܬܘܪܐ	tawrɑʔ
ܚܨܪܐ	ħɛsˤre
ܡܪܕܘܬܐ	marduθɑʔ
ܩܒܪܐ	qavrɑ
ܐܡܪܬܐ	ʔɛmrɑθɑʔ
ܚܟܡܬܐ	ħɛxməθɑ
ܬܕܟܝܬܐ	taðkəjɑθɑ
ܠܚܡܐ	ləħɑmeʔ
ܒܓܠܬܐ	baɣləθɑʔ
ܚܡܝܪܐ	ħəmire
ܩܠܐ	qɑlɑʔ
ܓܘܦܐ	ɡɑwpe
ܒܣܪܐ	bɪsrɑ
ܟܪܟܐ	kərɑxe
ܐܡܗܐ	ʔɛmmɑheʔ
ܗܠܟܬܐ	hallɑxtɑʔ
ܝܪܝܥܬܘܢܝܬܐ	jɑriʕtoniθɑʔ
ܐܘܪܝܬܐ	ʔorɑjtɑʔ
ܟܪܢܒܐ	karnɑvɑʔ
ܒܢܬܐ	bənɑθɑʔ
ܟܘܬܝܢܐ	kuttine
ܕܪܓܐ	dərɑɣɑ
ܦܪܟܐ	pərakke
ܙܢܩܐ	zənɑqɑʔ
ܩܒܘܪܐ	qəvurɑʔ
ܥܩܐ	ʕɛqqɑʔ
ܚܪܕܠܐ	ħardəlɑ
ܒܨܪܐ	bɛsˤreʔ
ܥܠܘܐ	ʕɛllɑweʔ
ܩܛܪܩܐ	qɑtˤarqɑʔ
ܡܠܘܐܐ	məloʔɑʔ
ܫܚܬܐ	ʃəħɑθeʔ
ܡܝܟܐܝܠ	mixɑʔel
ܐܘܪܘܣ	ʔɛwros
ܚܬܢܐ	ħaθneʔ
ܚܒܨܐ	ħavsˤɑʔ
ܫܒܘܥܐ	ʃabbuʕɑʔ
ܦܫܟܐ	pɛʃəxɑʔ
ܡܚܘܬܐ	mɑħoθɑʔ
ܚܠܒܐ	ħɑlwo
ܠܘܪܐ	lawrɑʔ
ܣܚܪܬܐ	səħɑrtɑ
ܬܘܠܬܐ	tullɑθeʔ
ܟܦܐ	kappe
ܩܛܡܐ	qətˤɑmɑʔ
ܩܕܡܐ	qɑðmɑʔ
ܣܪܛܐ	sərɑtˤɑʔ
ܠܠܝܐ	leljɑ
ܕܪܡܐ	dərɑmeʔ
ܐܝܡܡܐ	ʔimɑmɑʔ
ܢܘܛܦܬܐ	nutˤpɑθɑʔ
ܒܘܙܝܩܐ	buziqɑʔ
ܣܐܘܢܐ	səʔunɑʔ
ܝܕܥܬܐ	ʔiðaʕtɑʔ
ܬܛܠܝܠܐ	tatˤlile
ܗܠܟ	həlɛx
ܫܛܪܐ	ʃətˤɑreʔ
ܒܓܠܐ	baɣleʔ
ܪܘܒܐ	rubbɑʔ
ܫܘܠܩܐ	ʃullɑqeʔ
ܟܫܠܐ	kɛʃleʔ
ܟܒܫܐ	kɛvʃɑʔ
ܣܘܢܩܢܐ	sunqɑneʔ
ܫܘܦܐ	ʃawpeʔ
ܩܫܬܐ	qɛʃʃəθɑ
ܙܘܡܐ	zume
ܥܕܩܬܐ	ʕɛðqəθɑʔ
ܣܡܟܐ	səmɑxɑʔ
ܥܘܕܪܢܐ	ʕuðrɑneʔ
ܙܘܥܐ	zawʕɑne
ܦܘܚܪܐ	puħħɑreʔ
ܕܘܓܠܐ	duɡɡɑlɑʔ
ܠܓܡܪ	lɑɣmor
ܩܘܦܫܝܢܐ	qufʃinɑʔ
ܠܘܥܛܐ	luʕʕɑtˤeʔ
ܟܫܛܐ	kaʃʃɑtˤeʔ
ܩܢܦܐ	qanpeʔ
ܐܢܩܬܐ	ʔɛ̆nɑqəθɑʔ
ܦܝܠܐ	pile
ܦܣܦܣܐ	pɛspəsɑʔ
ܕܦܐ	dappe
ܒܘܒܠܐ	buwlo
ܩ	qof
ܡܓܠܬܐ	maɡɡalləθɑ
ܒܒܥܘ	bəvɑʕu
ܡܐܢܐ	mɑnɑ
ܐܟܠܢܐ	ʔɑxlɑnɑʔ
ܥܛܦ	ʕətˤaf
ܐܝܠܐ	ʔəjɑle
ܢܘܣܐ	nawseʔ
ܣܚܪܬܐ	səħartɑ
ܒܢܝܢܐ	bɛnjɑneʔ
ܛܒܚܬܐ	tˤabbɑħtɑ
ܥܙܪܘܪܝܬܐ	ʕazrurjɑθɑʔ
ܐܝܠ	ʔejl
ܬܝܢܐ	təjɑnɑʔ
ܢܘܫܐ	nawʃeʔ
ܥܡܪܐ	ʕamrɑʔ
ܓܘܢܝܐ	ɡawwɑnɑjeʔ
ܚܙܝܪܬܐ	ħəzirɑθɑ
ܓܕܝܐ	ɡəðajjɑ
ܐܝܣܘܢ	ʔison
ܦܥܪܐ	pɛʕreʔ
ܐܓܘܪܣܐ	ʔaɡɡurseʔ
ܚܘܝܕܐ	ħujjɑðeʔ
ܗܓܝܢܐ	həɣine
ܥܢܢܐ	ʕannɑneʔ
ܪܡܬܐ	rɑmɑθɑ
ܥܘܪܐ	ʕəwɑrɑʔ
ܪܘܡܐ	romɑʔ
ܓ	ɡɑmal
ܝܥܠܐ	jaʕleʔ
ܐܒܢܐ	ʔɑwno
ܡܝܠܐ	mileʔ
ܪܩܕܬܐ	raqqɑðtɑ
ܐܓܡܐ	ʔaɣmɑ
ܐܘܪܚܐ	ʔurħɑʔ
ܥܢܘܝܬܐ	ʕənawwiθɑ
ܓܒܝܬܐ	ɡəviθɑʔ
ܕܓܠܐ	daɡɡɑle
ܥܙܐ	ʕɛzzeʔ
ܦܫܦܫܐ	pɛʃpəʃɑʔ
ܩܫܬܐ	qaʃʃɑθɑ
ܩܒܘܪܐ	qəvureʔ
ܠܫܢܐ	lɛʃono
ܚܡܣܐ	ħamsɑʔ
ܫܪܝܢܐ	ʃɛrjɑnɑ
ܦܥܪܐ	pɛʕrɑʔ
ܟܘܙܐ	kuzeʔ
ܥܨܪܬܐ	ʕəsˤɑrɑθɑʔ
ܐܣܦܝܪܐ	ʔɛspejrɑʔ
ܦܗܕܐ	pahdeʔ
ܟܫܛܐ	kaʃtˤɑʔ
ܥܘܡܩܐ	ʕumqɑʔ
ܣܦܣܠܐ	safsəleʔ
ܫܝܫܠܬܐ	ʃejʃlɑθɑʔ
ܐܒܕܢܐ	ʔabdɑnɑʔ
ܐܡܝܢ	ʔamiːn
ܫܘܬܦܘܬܐ	ʃawtɑfwɑθɑʔ
ܬܝܫܐ	tajʃɑʔ
ܪܚܝܐ	raħħɑjɑʔ
ܪܒܝܬܐ	rabbɑjɑθɑʔ
ܡܨܥܝܬܐ	mɛsˤʕɑjɑθɑʔ
ܩܪܝܬܐ	qɑrjɑθɑʔ
ܙܢܩܐ	zɑnqɑʔ
ܬܘܣܦܬܐ	tawsaftɑʔ
ܐܘܘܢܐ	ʔawwəwɑneʔ
ܟܠܝܦܗ	xallifah
ܥܪܒܐ	ʕɛrbɑ
ܒܐܪܐ	beʔrɑθɑʔ
ܒܘܟܢܐ	buxɑnɑ
ܙܠܒܪܝܐ	zlawərjɑ
ܢܘܡܐ	nomeʔ
ܡܪܟܒܬܐ	markəvɑθɑ
ܓ	ɡ
ܦܘܪܦܥܐ	purpɑʕɑ
ܚܪܬܐ	ħərɑθɑ
ܡܥܡܪܐ	maʕmərɑʔ
ܣܝܩܘܡܐ	se̝qome
ܙܓܘܓܝܬܐ	zəɣuɣjɑθɑ
ܫܬܐܣܬܐ	ʃɛtteʔstɑʔ
ܡܓܙܪܐ	maɣzɑre
ܙܠܓܐ	zɛlɡe
ܡܓܢܐ	məɣene
ܒܛܐ	batˤtˤɑʔ
ܝܗܘܕܝܐ	juðɑjɑ
ܚܫܐ	ħɑʃɑ
ܚܠܐ	ħɑlɑʔ
ܟܪܘܒܐ	kɑroveʔ
ܐܘܢܓܠܝܘܢ	ʔɛwwanɡɛllijon
ܥܕܬܐ	ʕiðɑθɑ
ܒܣܡܐ	bəsɑmeʔ
ܫܠܘܦܚܐ	ʃəlufħeʔ
ܫܟܪ	ʃɑkkɑr
ܦܘܫܟܐ	puʃʃɑxɑʔ
ܚܠܠܐ	ħəlɑle
ܩܕܠܐ	qəðɑleʔ
ܥܢܘܝܬܐ	ʕannɑwiθɑ
ܟܠܙܘܙܐ	kəlɛzzuzeʔ
ܒܣܕܝܐ	bɛsoðjo
ܫܢܝܐ	ʃənɑjeʔ
ܥܡܬܐ	ʕamməθɑ
ܕܩܪܐ	dəqɑrɑʔ
ܠܒܟܬܐ	ləvɑxɑθɑ
ܙܒܝܠܐ	zabbileʔ
ܚܛܝܐ	ħatˤtˤɑje
ܫܩܠܐ	ʃɛqleʔ
ܪܚܡܬܐ	rɛħməθɑ
ܝܗܘܒܐ	jɑhovɑʔ
ܥܩܪܐ	ʕəqɑrɑʔ
ܥܒܕܐ	ʕavde
ܝܪܝܥܬܐ	jɑriʕɑθɑʔ
ܬܘܬܪܐ	tawtɑrɑʔ
ܦܘܓܠܐ	puɣle
ܐܩܠܢܐ	ʔaqlɑne
ܩܦܠܐ	qappelɑʔ
ܥܕܬܐ	ʕeðɑθɑ
ܚܒܠܐ	ħɛvlɑ
ܐܘܪܩܥܬܐ	ʔurqəʕɑθɑ
ܢܘܪܬܐ	nurtɑ
ܟܪܒܐ	karrɑveʔ
ܕܪܒܐ	dɛrbɑ
ܟܢܦܐ	kɛnəfeʔ
ܡܢ	mɑn
ܡܕܡ	mɛddɛm
ܛܒܠܐ	tˤəvɑleʔ
ܐܢܦܐ	ʔanpeʔ
ܥܡܠܐ	ʕamleʔ
ܡܡܘܠܐ	mɑmolɑʔ
ܗܪܓܐ	hɛrɡɑʔ
ܚܠܒܐ	ħɛlbo
ܟܝܠܐ	kajjɑleʔ
ܥܠܬܐ	ʕɛlləle
ܐܫܦܐ	ʔaʃʃɑfɑʔ
ܠܓܝܘܢܐ	lɛɣjonɑʔ
ܛܪܘܢܐ	tˤarruneʔ
ܥܘܛܫܐ	ʕutˤtˤɑʃɑʔ
ܝܗܘܒܐ	jɑhoveʔ
ܚܫܟܐ	ħɛʃkeʔ
ܡܓܕܠܐ	maɣdəleʔ
ܬܪܝܢܒܫܒܐ	trejnbəʃabbeʔ
ܒܘܟܢܐ	buxne
ܟܘܟܒܝ	koxəvaj
ܚܢܢ	ħannɑn
ܣܢܘܪܬܐ	sannurɑθɑ
ܒܘܫܠܐ	buʃʃɑleʔ
ܚܘܪܐ	ħworo
ܡܪܘܡܐ	mərawmeʔ
ܪܦܦܐ	rəfɑfɑʔ
ܦܠܓܐ	pɑlɡɑʔ
ܬܫܥܝܬܐ	taʃʕəjɑθɑʔ
ܘܝܠܐ	wejlɑʔ
ܡܣܟܝܢܐ	msakkjɑnɑ
ܐܕܢܬܐ	ʔɛðnɑθɑʔ
ܩܨܪܐ	qesˤrɑʔ
ܢܒܘܙܐ	nəvozeʔ
ܬܘܪܐ	tawreʔ
ܣܠܘܝ	salwaj
ܪܝܚܐ	rejħeʔ
ܩܕܪܐ	qɛðrɑʔ
ܡܫܟܐ	mɛʃke
ܪܥܝܢܐ	rɛʕjɑnɑʔ
ܦܪܘܓܐ	parruɣeʔ
ܦܘܪܣܐ	pursɑʔ
ܫܘܪܛܐ	ʃurtˤeʔ
ܩܦܠܐ	qɑfleʔ
ܪܘܡܚܐ	rumħeʔ
ܪܝܡܐ	rəjɑmɑʔ
ܡܢܚܝ	manħaj
ܬܐܡܬܐ	tɑʔmtɑʔ
ܣܠܘܪܐ	sɑluro
ܐܟܣܢܝܬܐ	ʔaksənɑjɑθɑʔ
ܡܬܢܬܐ	mattənɑθɑʔ
ܙܩܘܪܐ	zɑqorɑʔ
ܨܡܘܪܬܐ	sˤɑmortɑʔ
ܢܒܠܐ	navlɑʔ
ܫܒܠܐ	ʃɛbbəlɑʔ
ܛܪܘܢܐ	tˤəroneʔ
ܩܕܡ	qəðam
ܩܠܦܬܐ	qəlɑftɑ
ܩܛܪܩܐ	qətˤɛrqeʔ
ܡܫܚܢܐ	mɛʃħɑneʔ
ܣܝܡܬܐ	səjɑmɑθɑʔ
ܟܢܫܐ	kənɑʃɑʔ
ܥܡܘܪܘܬܐ	ʕɑmorwɑθɑʔ
ܠܘܪܐ	lɑwɑrɑʔ
ܥܩܪܐ	ʕɛqqɑreʔ
ܐܪܢܓܐ	ʔarnɑɣeʔ
ܪܥܠܐ	rɛʕleʔ
ܩܠܝܬܐ	qɛllɑjɑθɑʔ
ܡܛܪܬܐ	matˤtˤarəθɑ
ܛܝܙܬܐ	tˤizjɑθɑʔ
ܐܕܪܐ	ʔɛðreʔ
ܪܘܫܡܐ	ruʃʃɑmeʔ
ܛܒܚܘܬܐ	tˤabbɑħuθɑʔ
ܓܘܢܐ	ɡuno
ܨܕܥܐ	sˤaðʕeʔ
ܪܡܫܐ	ramʃeʔ
ܫܡܝܐ	ʃəmajjɑʔ
ܕܘܪܐ	dəwɑreʔ
ܚܓܐ	ħɑɡɡɑ
ܢܘܩܝܐ	nuqqɑjɑʔ
ܣܡܟܐ	səmɑxeʔ
ܓܘܢܐ	ɡɑwnɑ
ܩܪܝܬܐ	qurjos
ܡܥܡܘܕܝܬܐ	maʕmoðjɑθɑ
ܡܩܠܥܢܐ	maqləʕɑnɑʔ
ܕܘܗܢܐ	duhhɑneʔ
ܨܒܥܘܬܐ	sˤabbɑʕuθɑʔ
ܘܪܙܐ	warzeʔ
ܡܠܦܢܝܬܐ	malləfɑniθɑʔ
ܪܘܥܢܐ	ruʕɑnɑʔ
ܡܫܒܐ	maʃʃəvɑʔ
ܩܝܛܐ	qitˤeʔ
ܝܨܝܠܐ	jasˤsˤileʔ
ܐܝܠܬܐ	ʔajlɑθɑʔ
