portbagaj	portbaɡaʒ
goruniște	ɡoruniʃte
ortografiat	ortoɡrafijat
exhibare	ekshibare
indicare	indikare
server	server
stropșeală	stropʃĕalə
zambian	zambijan
ionaș	ionaʃ
mozaicat	mozaikat
cezar	tʃezar
maicămea	majkəmĕa
navigare	naviɡare
ei	jej
secară	sekarə
oscilometru	ostʃilometru
pipotă	pipotə
caligrafiat	kaliɡrafijat
învălmășeală	ɨnvəlməʃĕalə
desface	desfatʃe
lerului	leruluj
încăpușare	ɨnkəpuʃare
aplanat	aplanat
parolist	parolist
gesturi	dʒesturʲ
mogorogi	moɡorodʒi
cosmetic	kosmetik
interaliat	interalijat
slimuit	slimuit
nesărătură	nesərəturə
alegat	aleɡat
băilești	bəileʃtʲ
ecotip	ekotip
străbunicii	strəbunitʃij
metanefridie	metanefridije
trocar	trokar
curiat	kurijat
filetare	filetare
acalefă	akalefə
măgar	məɡar
obraji	obraʒʲ
achiziției	akʲ̩izitsijej
goblizan	ɡoblizan
oriâncotro	oriɨnkotro
sunete	sunete
molat	molat
locație	lokatsije
vezeteu	vezetew
variat	varjat
fățărnicire	fətsərnitʃire
stingeam	stindʒ̩am
habitaglu	habitaɡlw
șerfuit	ʃerfuit
mere	mere
traseu	trasew
mistress	mistres̩
fider	fider
lipoidoză	lipoidozə
alivănire	alivənire
credințire	kredintsire
năclăială	nəkləjalə
parmac	parmak
deviză	devizə
stigmatism	stiɡmatism
lăieș	ləjeʃ
talaj	talaʒ
decizoriu	detʃizorju
irecuzabil	irekuzabil
riolit	riolit
centralizație	tʃentralizatsije
închegat	ɨnkʲ̩eɡat
bacșiș	bakʃiʃ
retragă	retraɡə
staniște	staniʃte
biologic	biolodʒik
împătura	ɨmpətura
timpan	timpan
paspartu	paspartu
felucă	felukə
uita	ujta
clacaj	klakaʒ
zâng	zɨnɡ
blegi	bledʒʲ
aromâncă	aromɨnkə
răget	rədʒet
malacologic	malakolodʒik
țăhnire	tsəhnire
goldan	ɡoldan
sfâșietor	sfɨʃijetor
rațiune	ratsiune
marmură	marmurə
helioscop	helioskop
firez	firez
cepchen	tʃepkʲ̩en
ucis	utʃis
jobenat	ʒobenat
tăciunaș	tətʃ̩unaʃ
folositele	folositele
înălțime	ɨnəltsime
turcesc	turtʃesk
chitinos	kʲ̩itinos
lacrimile	lakrimile
omocentru	omotʃentru
dumnealui	dumnĕaluj
canotier	kanotijer
proiectul	projektul
înfășurător	ɨnfəʃurətor
uivărășan	uivərəʃan
afoniza	afoniza
drogat	droɡat
cehăit	tʃehəit
săltăreț	səltərets
îngustat	ɨnɡustat
treptele	treptele
necontrolat	nekontrolat
pisar	pisar
banditește	banditeʃte
slovac	slovak
ghiozdănel	gʲ̩̩ozdənel
alteram	alteram
anilor	anilor
comitet	komitet
ailenei	ailenej
atropism	atropism
neferici	neferitʃi
nesiguranță	nesiɡurantsə
ruptelea	ruptelĕa
urticacee	urtikatʃee
trompetist	trompetist
manșonare	manʃonare
cerometrie	tʃerometrije
iată	jatə
pârâtură	pɨrɨturə
mănescu	mənesku
volumaș	volumaʃ
dejectat	deʒektat
chipos	kʲ̩ipos
deducem	dedut͡ʃem
agresiv	aɡresiv
clasabil	klasabil
asteronim	asteronim
corector	korektor
lozie	lozije
areta	areta
naționalizeze	natsionalizeze
extrabursier	ekstrabursijer
ardență	ardentsə
mililitru	mililitru
excavațiune	ekskavatsiune
discipol	distʃipol
oplean	oplĕan
bucluc	bukluk
apăsător	apəsətor
recompensat	rekompensat
citochimie	tʃitokʲ̩imije
telegar	teleɡar
mortăciune	mortətʃ̩une
molecular	molekular
scrotalilor	skrotalilor
vehemență	vehementsə
capitonaj	kapitonaʒ
bibliofilm	bibliofilm
funingine	funindʒine
ucide	utʃide
selecția	selektsija
salt	salt
urmaseră	urmaserə
centrat	tʃentrat
desegregație	deseɡreɡatsije
școlăriță	ʃkoləritsə
contactor	kontaktor
neliniștește	neliniʃteʃte
corpus	korpus
granic	ɡranik
cutumă	kutumə
încolăcitură	ɨnkolətʃiturə
câștigător	kɨʃtiɡətor
ozonoterapie	ozonoterapije
interpenetrație	interpenetratsije
stânjinel	stɨnʒinel
evoluare	evoluware
pufușor	pufuʃor
strugur	struɡur
asemăna	aseməna
parodia	parodia
dacian	datʃian
cumpere	kumpere
pucist	putʃist
ferire	ferire
haosul	haosul
refector	refektor
cupit	kupit
considera	konsidera
pohoi	pohoj
contubernal	kontubernal
șahzadea	ʃahzadĕa
heliotropic	heliotropik
coroniște	koroniʃte
langoare	lanɡŏare
ortografie	ortoɡrafije
biolife	biolife
anxios	anksios
anacuzie	anakuzije
vitală	vitalə
jidănesc	ʒidənesk
hematofobie	hematofobije
afectează	afektĕazə
fuguit	fuɡuit
predare	predare
nomolit	nomolit
șeica	ʃeika
internaut	internaut
zăpușit	zəpuʃit
jucau	ʒukaw
vodevilist	vodevilist
oaspe	ŏaspe
precupețit	prekupetsit
tăcăitoare	təkəitŏare
desfăcător	desfəkətor
miodinie	miodinije
căpățână	kəpətsɨnə
zbihuit	zbihuit
erudiție	eruditsije
telebiometric	telebiometrik
discromatop	diskromatop
strață	stratsə
mâhnire	mɨhnire
realitate	realitate
molatec	molatek
înstărit	ɨnstərit
mehmendar	mehmendar
vitro	vitro
sitiță	sititsə
remitent	remitent
brazilian	brazilijan
subsolul	supsolul
popou	popow
sângerară	sɨnd͡ʒerarə
centigrad	tʃentiɡrad
finalmente	finalmente
digitalină	didʒitalinə
tărâța	tərɨtsa
turnir	turnir
pasere	pasere
padela	padela
nacafa	nakafa
uzare	uzare
butonare	butonare
cvietist	kvietist
incantatoriu	inkantatorju
loveală	lovĕalə
gazeificare	ɡazeifikare
brișculiță	briʃkulitsə
italienizat	italijenizat
represiune	represiune
hidronefrotic	hidronefrotik
starnet	starnet
stilul	stilul
costrei	kostrej
recrutor	rekrutor
nisipeanu	nisipĕanu
încolonat	ɨnkolonat
majorat	maʒorat
ultraradical	ultraradikal
fânaț	fɨnats
anticărbunos	antikərbunos
opărire	opərire
plece	pletʃe
diferiți	diferitsʲ
plumbișor	plumbiʃor
stila	stila
microparticulă	mikropartikulə
cuban	kuban
gardian	ɡardijan
chiondoruș	kʲ̩̩ondoruʃ
boric	borik
atrium	atrium
neânarmat	neɨnarmat
zdrăngănire	zdrənɡənire
desculțare	deskultsare
indicativ	indikativ
multipar	multipar
brățișor	brətsiʃor
manu	manu
hașurator	haʃurator
trop	trop
radiotratament	radiotratament
ștefan	ʃtefan
tautocronism	tautokronism
cabraj	kabraʒ
liant	lijant
coronarian	koronarijan
plex	pleks
șiroire	ʃiroire
silepsă	silepsə
foraș	foraʃ
piloric	pilorik
narcotizare	narkotizare
neopozitivism	neopozitivism
prealuminat	prĕaluminat
desulfura	desulfura
stereotipism	stereotipism
reâmprospăta	reɨmprospəta
piruit	piruit
faci	fatʃʲ
gresat	ɡresat
vârlav	vɨrlav
piraticesc	piratitʃesk
acel	atʃel
conturba	konturba
spirit	spirit
sustracțiune	sustraktsiune
potolească	potolĕaskə
parodiant	parodiant
uniforma	uniforma
semnalizat	semnalizat
babuin	babuin
gurluire	ɡurluire
străchinuță	strəkʲ̩inutsə
dializor	dializor
primare	primare
răcori	rəkorʲ
galimatias	ɡalimatijas
ulișor	uliʃor
vechil	vekʲ̩il
voloc	volok
heliotrop	heliotrop
strejuire	streʒuire
înrădăcinate	ɨnrədətʃinate
arhegon	arheɡon
statuie	statuje
frunzărire	frunzərire
import	import
trântit	trɨntit
jochei	ʒokʲ̩ej
desantare	desantare
somatic	somatik
cuperoză	kuperozə
giurgiuvean	dʒ̩urdʒ̩uvĕan
hispanist	hispanist
amendat	amendat
uliță	ulitsə
revalidat	revalidat
subtensiune	subtensiune
dezmembrare	dezmembrare
sfârcâire	sfɨrkɨire
fior	fior
troncotă	tronkotə
nevestică	nevestikə
protuberanță	protuberantsə
monstruozitate	monstruozitate
adunară	adunarə
întreprindere	ɨntreprindere
imbricație	imbrikatsije
logicism	lodʒitʃism
dudău	dudəw
revizie	revizije
cizelat	tʃizelat
răceală	rətʃ̩alə
încovrigare	ɨnkovriɡare
maltez	maltez
agrigoroaiei	aɡriɡorŏajej
fondist	fondist
miclovan	miklovan
stăreție	stəretsije
monocită	monotʃitə
pruncul	prunkul
ticăloșenie	tikəloʃenije
pericolită	perikolitə
crib	krib
magnetizabil	maɡnetizabil
disparate	disparate
parazitat	parazitat
utopic	utopik
fatum	fatum
născocitor	nəskotʃitor
învălătucire	ɨnvələtutʃire
vagmistru	vaɡmistru
acupla	akupla
morocăneală	morokənĕalə
patrușpelea	patruʃpelĕa
preliminariu	preliminarju
feminizare	feminizare
principale	printʃipale
desudație	desudatsije
învrăjbitor	ɨnvrəʒbitor
împărătește	ɨmpərəteʃte
ambușură	ambuʃurə
homeoplazie	homeoplazije
răzbunători	rəzbunətorʲ
vitalizat	vitalizat
donciu	dontʃ̩u
scenarizare	stʃenarizare
nădrag	nədraɡ
retrata	retrata
icosar	ikosar
senzualism	senzuwalism
oblonit	oblonit
bâzâia	bɨzɨja
subminat	subminat
preânregistrare	preɨnredʒistrare
alopatie	alopatije
renovație	renovatsije
punci	puntʃʲ
antiuman	antiuman
almar	almar
panciu	pantʃ̩u
roit	roit
mediteranean	mediteranean
iodemie	jodemije
eficientizare	efitʃijentizare
redescoperit	redeskoperit
electrodinam	elektrodinam
aprinzător	aprinzətor
neofobie	neofobije
sempervirescent	sempervirestʃent
fasonare	fasonare
crepidă	krepidə
gheboșire	gʲ̩eboʃire
zob	zob
asfințite	asfintsite
reintroduce	reintrodutʃe
acraniat	akranijat
dipsacacee	dipsakatʃee
hidrofiliza	hidrofiliza
zgornire	zɡornire
hohot	hohot
agrocenoză	aɡrotʃenozə
anaplazie	anaplazije
noul	noul
bărbătești	bərbəteʃtʲ
inhiba	inhiba
abajur	abaʒur
citoplasmatic	tʃitoplasmatik
râzi	rɨzʲ
ritmare	ritmare
dubire	dubire
muzeolog	muzeoloɡ
iaprac	japrak
oftalmoragie	oftalmoradʒije
cortină	kortinə
univalv	univalv
bagajele	baɡaʒele
județe	ʒudetse
lusitan	lusitan
supraunitar	supraunitar
streașină	strĕaʃinə
începem	ɨntʃepem
telegenic	teledʒenik
neagresiv	neaɡresiv
nereparabil	nereparabil
oprit	oprit
reglement	reɡlement
melcat	melkat
iugoslav	juɡoslav
bărănire	bərənire
preâncălzi	preɨnkəlzi
hemoclazie	hemoklazije
plopeanu	plopĕanu
rahisinteză	rahisintezə
macadamizare	makadamizare
landă	landə
trândăvie	trɨndəvije
mogorogit	moɡorodʒit
încifrare	ɨntʃifrare
lucifob	lutʃifob
civilie	tʃivilije
pitarcă	pitarkə
cătănuță	kətənutsə
scăpătat	skəpətat
testimoniu	testimonju
pantrop	pantrop
ileită	ileitə
cuminecătură	kuminekəturə
recrimina	rekrimina
rezolvarea	rezolvarĕa
maseză	masezə
ipocondru	ipokondru
fălnicie	fəlnitʃije
nandralău	nandraləw
șfarț	ʃfarts
ținutal	tsinutal
sublingual	sublinɡuwal
rută	rutə
pețitorie	petsitorije
micosterol	mikosterol
strapaț	strapats
poloboc	polobok
descurajare	deskuraʒare
bruiaj	brujaʒ
anistorism	anistorism
învârtea	ɨnvɨrtĕa
îndumnezeit	ɨndumnezeit
exsanguu	ekssanɡuw
versatil	versatil
acerateriu	atʃeraterju
sorg	sorɡ
lecuire	lekuire
adese	adese
ratieră	ratijerə
jumate	ʒumate
dispensabil	dispensabil
stătuleț	stətulets
socotit	sokotit
arșanu	arʃanu
numărase	numərase
mezotoracic	mezotoratʃik
șoferie	ʃoferije
glodaș	ɡlodaʃ
uzitare	uzitare
formalist	formalist
cooperator	kooperator
microturbină	mikroturbinə
bolfă	bolfə
maniac	maniak
avaria	avarija
retrocedare	retrotʃedare
înmlădia	ɨnmlədija
energointensiv	enerɡointensiv
izvorî	izvorɨ
cinematografiat	tʃinematoɡrafijat
reinterpretare	reinterpretare
încercară	ɨntʃerkarə
aburca	aburka
strâmbat	strɨmbat
colivie	kolivije
fanariotizare	fanariotizare
pomolog	pomoloɡ
schimnici	skʲ̩imnitʃʲ
pizde	pizde
serdăreasă	serdərĕasə
macromoleculă	makromolekulə
urdă	urdə
dărmănescu	dərmənesku
fericita	feritʃita
rădăcinos	rədətʃinos
ceasoficare	tʃ̩asofikare
șif	ʃif
replantat	replantat
vermiform	vermiform
malaxor	malaksor
reductor	reduktor
stridor	stridor
cercetând	tʃertʃetɨnd
vine	vine
slei	slei
oleat	oleat
suvac	suvak
vaginal	vadʒinal
proțăpit	protsəpit
noveletă	noveletə
rezervor	rezervor
financiară	finantʃiarə
parafilatelie	parafilatelije
consta	konsta
dezmățat	dezmətsat
abrogat	abroɡat
dezmințit	dezmintsit
parasintetic	parasintetik
runolog	runoloɡ
bazează	bazĕazə
tofan	tofan
baros	baros
răpăială	rəpəjalə
olecuță	olekutsə
dansăm	dansəm
teletip	teletip
călifar	kəlifar
homoplastie	homoplastije
înclichetaj	ɨnklikʲ̩etaʒ
suprarefractar	suprarefraktar
coloratură	koloraturə
saprofag	saprofaɡ
bismutină	bismutinə
capitalism	kapitalism
amintești	aminteʃtʲ
stufoasă	stufŏasə
telecom	telekom
jerca	ʒerka
gulaș	ɡulaʃ
rămăseseră	rəməseserə
damblaua	damblawa
etatizat	etatizat
slavism	slavism
enoaia	enŏaja
pătuiag	pətujaɡ
cercușor	tʃerkuʃor
beat	bĕat
miografic	mioɡrafik
locma	lokma
schimonoseală	skʲ̩imonosĕalə
hâdoșenie	hɨdoʃenije
americănește	amerikəneʃte
năpârlit	nəpɨrlit
reticular	retikular
gregar	ɡreɡar
combinație	kombinatsije
covârșire	kovɨrʃire
invocațiune	invokatsiune
godetă	ɡodetə
crotal	krotal
fresco	fresko
oxalat	oksalat
declinațiune	deklinatsiune
necomplect	nekomplekt
retrograd	retroɡrad
stogoșat	stoɡoʃat
granulocit	ɡranulotʃit
ajuna	aʒuna
protoxid	protoksid
obligație	obliɡatsije
colindat	kolindat
leucocidină	leukotʃidinə
căscătură	kəskəturə
spălătoreasă	spələtorĕasə
tăiată	təjatə
șopârlă	ʃopɨrlə
arțăgos	artsəɡos
dinamică	dinamikə
heteroproteidă	heteroproteidə
iov	jov
împodobiți	ɨmpodobitsʲ
periodizat	periodizat
dinapoia	dinapoja
licurire	likurire
dator	dator
șurubuire	ʃurubuire
moralicesc	moralitʃesk
radiografie	radioɡrafije
ajunseseră	aʒunseserə
gaj	ɡaʒ
sufletește	sufleteʃte
epirogenic	epirodʒenik
lustruite	lustruite
trăirist	trəirist
vâjeitură	vɨʒeiturə
recelare	retʃelare
întreolaltă	ɨntreolaltə
ațipire	atsipire
nori	norʲ
romașcancă	romaʃkankə
familie	familije
sarmală	sarmalə
schimnicie	skʲ̩imnitʃije
bojogar	boʒoɡar
lăculeț	ləkulets
stihuire	stihuire
aptitudine	aptitudine
exantem	eksantem
persuasiune	persuwasiune
alegător	aleɡətor
decalaj	dekalaʒ
stati	stati
grenadier	ɡrenadijer
antiseismic	antiseismik
entuziasm	entuzijasm
neimpozabil	neimpozabil
nisiperniță	nisipernitsə
vătaș	vətaʃ
alexiu	aleksiu
excelență	ekstʃelentsə
compact	kompakt
intermedină	intermedinə
batigrafie	batiɡrafije
polisoar	polisŏar
amuzie	amuzije
întrei	ɨntrej
dezbrobonit	dezbrobonit
găinăța	ɡəinətsa
ecumenic	ekumenik
alienabilitate	alijenabilitate
evaziv	evaziv
panegirist	panedʒirist
aneroid	aneroid
escadrilă	eskadrilə
stipendiu	stipendju
fulgerat	fuldʒerat
cavalcadă	kavalkadə
pigmeu	piɡmew
striat	strijat
stereocromic	stereokromik
arșin	arʃin
zidurilor	zidurilor
ovogeneză	ovodʒenezə
cocoli	kokoli
spusesem	spusesem
institut	institut
fibrele	fibrele
furniruire	furniruire
scutit	skutit
aromatizare	aromatizare
vânjoșat	vɨnʒoʃat
fideicomis	fidejkomis
hotărât	hotərɨt
cementită	tʃementitə
glăscior	ɡləstʃ̩or
lizină	lizinə
teleimprimator	teleimprimator
evaporator	evaporator
tabu	tabu
viol	viol
fumase	fumase
viza	viza
pojarnic	poʒarnik
recompunere	rekompunere
stânjenească	stɨnʒenĕaskə
jneapăn	ʒnĕapən
timpanotomie	timpanotomije
înmărmurit	ɨnmərmurit
pătulit	pətulit
țigănos	tsiɡənos
idem	idem
piron	piron
lepșit	lepʃit
încătușare	ɨnkətuʃare
insațiabil	insatsiabil
tufănică	tufənikə
arivism	arivism
distribuire	distribuire
gâcire	ɡɨtʃire
arcuș	arkuʃ
harag	haraɡ
amintit	amintit
corlătean	korlətĕan
ambuteia	ambuteja
săditură	səditurə
sertizare	sertizare
evoluat	evoluwat
glosită	ɡlositə
crânguleț	krɨnɡulets
hrincă	hrinkə
semilemnos	semilemnos
arădeancă	arədĕankə
îngruzire	ɨnɡruzire
tava	tava
gigantostraceu	dʒiɡantostratʃew
extirpabil	ekstirpabil
anafază	anafazə
radiografia	radioɡrafija
explorare	eksplorare
splenic	splenik
cretinism	kretinism
stoican	stojkan
santinelă	santinelə
profesie	profesije
potlogărește	potloɡəreʃte
înfiat	ɨnfijat
zuav	zuwav
obrocit	obrotʃit
țipet	tsipet
datora	datora
voalat	vŏalat
drăghici	drəgʲ̩itʃʲ
fonocardiogramă	fonokardioɡramə
incomprehensiv	inkomprehensiv
vil	vil
ciulnița	tʃ̩ulnitsa
cățelandru	kətselandru
pepenar	pepenar
felicitare	felitʃitare
pirotire	pirotire
iacobici	jakobitʃʲ
proră	prorə
numărabil	numərabil
peretele	peretele
nud	nud
definitiv	definitiv
neutralizat	neutralizat
nerăzbătut	nerəzbətut
negativizare	neɡativizare
scaun	skaun
aromit	aromit
persoane	persŏane
înveli	ɨnveli
evaporimetru	evaporimetru
răstors	rəstors
consuetudinar	konsuetudinar
impertinență	impertinentsə
altist	altist
nazareean	nazareĕan
litargă	litarɡə
judecire	ʒudetʃire
mulsoare	mulsŏare
pus	pus
imoralism	imoralism
enervante	enervante
frontul	frontul
paraponisire	paraponisire
răscoalele	rəskŏalele
voder	voder
colonetă	kolonetə
caravani	karavanʲ
complexe	komplekse
nocive	notʃive
paronimie	paronimije
poliandric	polijandrik
atetoză	atetozə
interceptare	intertʃeptare
hatmanie	hatmanije
rod	rod
econom	ekonom
hava	hava
magnific	maɡnifik
drit	drit
crucifix	krutʃifiks
amândoi	amɨndoj
cutră	kutrə
cârciocar	kɨrtʃ̩okar
flăcăi	fləkəj
ghiciușcă	gʲ̩itʃ̩uʃkə
neartistic	neartistik
calc	kalk
sumeție	sumetsije
fleandură	flĕandurə
titirit	titirit
precedente	pretʃedente
peculiu	pekulju
tatomir	tatomir
recunoscător	rekunoskətor
holerină	holerinə
magnetism	maɡnetism
carboniza	karboniza
stăruială	stərujalə
gradel	ɡradel
morocănos	morokənos
runcu	runku
penurie	penurije
disodil	disodil
conductanță	konduktantsə
duelului	dueluluj
obsecrațiune	obsekratsiune
bricola	brikola
stolișor	stoliʃor
steriopol	steriopol
despriponit	despriponit
nețesălat	netsesəlat
vad	vad
occipital	oktʃipital
patronimic	patronimik
întrolocare	ɨntrolokare
alergologic	alerɡolodʒik
tentației	tentatsijej
primaj	primaʒ
deplasare	deplasare
rublă	rublə
chiombăire	kʲ̩̩ombəire
inventoriere	inventorijere
sextant	sekstant
stâlpare	stɨlpare
naviga	naviɡa
alcoolizare	alkoolizare
mihrab	mihrab
dentiție	dentitsije
brumatic	brumatik
monastiresc	monastiresk
protanopie	protanopije
denumite	denumite
ancoșă	ankoʃə
seră	serə
ideație	ideatsije
faldur	faldur
absorbant	apsorbant
zavistie	zavistije
rapace	rapatʃe
încrâncenare	ɨnkrɨntʃenare
halofită	halofitə
cuminicat	kuminikat
hantelă	hantelə
hipocalcemie	hipokaltʃemije
bucuroasă	bukurŏasə
aur	aur
polițist	politsist
tărăgăială	tərəɡəjalə
vâj	vɨʒ
rapidă	rapidə
absenteist	apsenteist
colac	kolak
câștigat	kɨʃtiɡat
lichefiat	likʲ̩efiat
instructiv	instruktiv
mordacitate	mordatʃitate
nuvelă	nuvelə
catifelat	katifelat
giroclinometru	dʒiroklinometru
scădea	skədĕa
ablactare	ablaktare
concatenare	konkatenare
grecești	ɡretʃeʃtʲ
sedentaritate	sedentaritate
fiacru	fjakru
săcăluș	səkəluʃ
sufocat	sufokat
sinaptic	sinaptik
berberidacee	berberidatʃee
înscenat	ɨnstʃenat
iții	itsij
gardon	ɡardon
cataclism	kataklism
anclanșat	anklanʃat
vămuire	vəmuire
cizelură	tʃizelurə
noile	noile
boțire	botsire
emitanță	emitantsə
bididiu	bididiw
tudose	tudose
descreștere	deskreʃtere
însâmbra	ɨnsɨmbra
frânculescu	frɨnkulesku
țipenie	tsipenije
ușurătate	uʃurətate
preciput	pretʃiput
zburdălnicie	zburdəlnitʃije
luncăniță	lunkənitsə
bacil	batʃil
zdrențuire	zdrentsuire
tarsectomie	tarsektomije
stebluță	steblutsə
cartare	kartare
bănățenesc	bənətsenesk
țepelin	tsepelin
boaită	bŏajtə
nevropatie	nevropatije
vânzoleală	vɨnzolĕalə
mileniului	mileniuluj
turuială	turujalə
cesiu	tʃesju
reprezentant	reprezentant
vatman	vatman
luați	luwatsʲ
bitumat	bitumat
imaterialism	imaterialism
consilieri	konsilijerʲ
păcatele	pəkatele
emigra	emiɡra
intermediu	intermedju
eufemistic	eufemistik
suia	suja
băubil	bəubil
ghiotură	gʲ̩̩oturə
casetă	kasetə
înnobilat	ɨnnobilat
arguție	arɡutsije
pichire	pikʲ̩ire
dizmierdat	dizmjerdat
țiclău	tsikləw
exterminant	eksterminant
polemologic	polemolodʒik
păstrător	pəstrətor
clanul	klanul
tendințele	tendintsele
gestație	dʒestatsije
grecește	ɡretʃeʃte
ol	ol
fotofon	fotofon
fizicește	fizitʃeʃte
bieletă	bijeletə
cantaragiu	kantaradʒiw
butucire	bututʃire
puerperalitate	puerperalitate
ofilire	ofilire
evacuat	evakuwat
cârtog	kɨrtoɡ
lapidare	lapidare
scvamă	skvamə
butilenă	butilenə
păsărin	pəsərin
scizipar	stʃizipar
maniheist	maniheist
guanidină	ɡuwanidinə
comunicare	komunikare
filodormă	filodormə
frecase	frekase
izotropie	izotropije
negustorit	neɡustorit
părindat	pərindat
vițelar	vitselar
select	selekt
păsăroi	pəsəroj
garlin	ɡarlin
purga	purɡa
deconsiliere	dekonsilijere
hipsometrie	hipsometrije
tătarnică	tətarnikə
concasa	konkasa
midi	midi
kinetoterapie	kʲinetoterapije
bomboane	bombŏane
roșățea	roʃətsĕa
polifagie	polifadʒije
avicultor	avikultor
cerambicid	tʃerambitʃid
crep	krep
prastol	prastol
cetonurie	tʃetonurije
oviduct	ovidukt
hotărâre	hotərɨre
dobândire	dobɨndire
osteogeneză	osteodʒenezə
poliglobulie	poliɡlobulije
șocare	ʃokare
aflictiv	afliktiv
gui	ɡuj
zăstire	zəstire
megacolon	meɡakolon
selemet	selemet
goniometric	ɡoniometrik
stolniceanu	stolnitʃ̩anu
hoțomancă	hotsomankə
condimentat	kondimentat
avocățel	avokətsel
smuncit	smuntʃit
cuc	kuk
lavabilitate	lavabilitate
glagolitic	ɡlaɡolitik
