ометяхте	o̝mɛtʲaxt̪ɛ
отвореното	ot̪vɔɾɛno̝t̪o̝
ометените	omɛt̪ɛnit̪ɛ
припря	priprʲa
изплашили	ispɫaʃili
заричаща	zɐritʃəʃt̪ə
плетящото	plɛtʲaʃt̪o̝t̪o̝
сприятелявана	sprijət̪ɛlʲavənə
наковавахме	nəkovavəxmɛ
помогнел	pomɔɡnɛɫ
беряло	bɛrʲaɫo
отбождаш	od̪bɔʒd̪əʃ
изнудена	iznud̪ɛnə
заслужавало	zəsɫoʒavəɫo̝
губене	ɡubɛnɛ
одобряващият	o̝d̪obrʲavəʃt̪ijət̪
доказах	d̪okazəx
спестените	spɛst̪ɛnit̪ɛ
нагребала	nɐɡrɛbəɫə
близахте	blizəxt̪ɛ
ходилия	xod̪ilijə
изпасващите	ispasvəʃt̪it̪ɛ
произлизащ	pro̝izlizəʃt̪
рачим	ratʃim
мелите	mɛlit̪ɛ
пратена	prat̪ɛnə
аварийно	avərijno
донесъл	d̪onɛsəɫ
присъстваме	prisɤst̪vəmɛ
започвахме	zɐpɔtʃvəxmɛ
поглеждания	poɡlɛʒd̪ənijə
допринасянето	d̪o̝prinasʲənɛt̪o̝
удовлетворявал	o̝d̪o̝vlɛt̪vorʲavəɫ
назовавалият	nəzovavəlijət̪
изричанията	izritʃənijət̪ə
завелите	zɐvɛlit̪ɛ
заплашвал	zɐpɫaʃvəɫ
запалвана	zɐpaɫvənə
зовяла	zovʲaɫə
зареват	zəɾɛvɤt̪
забодат	zəbod̪ɤt̪
принуждаването	prinoʒd̪avənɛt̪o̝
забожданият	zɐbɔʒd̪ənijət̪
припиралия	pripiɾəlijə
избождащи	izbɔʒd̪əʃt̪i
прехапани	prɛxapəni
допрочитано	d̪o̝protʃit̪əno̝
обречена	obrɛtʃɛnə
допираният	d̪opiɾənijət̪
болногледач	bolnoɡlɛdatʃ
уволнената	o̝voɫnɛnət̪ə
пестихме	pɛst̪ixmɛ
препечена	prɛpɛtʃɛnə
чупеща	tʃupɛʃt̪ə
припиралото	pripiɾəɫo̝t̪o̝
искал	iskəɫ
разнасяй	rɐznasʲəj
напредвалите	nɐprɛd̪vəlit̪ɛ
пращайте	praʃt̪əjt̪ɛ
сиялото	sijaɫo̝t̪o̝
втечнявахме	ft̪ɛtʃnʲavəxmɛ
пристигахме	prist̪iɡəxmɛ
заспали	zəspali
обезсмъртяваше	o̝bɛsmɐrtʲavəʃɛ
запаля	zɐpalʲə
проклятие	proklʲatiɛ
припрем	priprɛm
подклаждани	pot̪kɫaʒd̪əni
затичанетата	zɐt̪itʃənɛt̪ət̪ə
къделя	kədɛlʲə
изгребалото	izɡrɛbəɫo̝t̪o̝
навлез	nɐvlɛs
накажеше	nɐkaʒɛʃɛ
затичащия	zɐt̪itʃəʃt̪ijə
обучавалото	o̝botʃavəɫo̝t̪o̝
наизлизане	nəizlizənɛ
разхождаха	rɐsxɔʒd̪əxə
близало	blizaɫo̝
омелото	omɛɫo̝t̪o̝
зареви	zəɾɛvi
срещналия	srɛʃnalijə
спасяващ	spɐsʲavəʃt̪
летяхте	lɛtʲaxt̪ɛ
скубех	skubɛx
сушаща	soʃaʃt̪ə
изнасящото	iznasʲəʃt̪o̝t̪o̝
измиралият	izmiɾəlijət̪
припичах	pripitʃəx
безгрижие	bɛzɡriʒiɛ
забодох	zɐbɔd̪o̝x
мечтаейки	mɛtʃt̪aɛjkʲi
граничихте	ɡrənitʃixt̪ɛ
подобрено	po̝d̪obrɛno̝
презиралия	prɛziɾəlijə
решат	rɛʃɤt̪
метеш	mɛt̪ɛʃ
очаквах	otʃakvəx
насмети	nəsmɛt̪i
подклало	pot̪kɫaɫo̝
разпростряна	rəsprost̪rʲanə
закупувано	zəkopuvəno̝
плакахме	pɫakəxmɛ
наранилите	nəɾɐnilit̪ɛ
обоснова	o̝bo̝snovɤ
изтървавалата	ist̪ɐrvavəɫət̪ə
измирай	izmiɾəj
запичащата	zɐpitʃəʃt̪ət̪ə
причинявани	pritʃinʲavəni
ебем	ɛbɛm
разрешително	rəzrɛʃitɛlnɔ
нахапи	nəxɐpi
запичайки	zɐpitʃəjkʲi
закупела	zɐkupɛɫə
дебнал	d̪ɛbnaɫ
продавачка	prodəvatʃkə
счупила	stʃupiɫə
опечали	o̝pɛtʃali
бягащият	bʲaɡəʃt̪ijət̪
буденията	bud̪ɛnijət̪ə
зовали	zovali
припичайки	pripitʃəjkʲi
наоблечахте	nəo̝blɛtʃaxt̪ɛ
произтечали	pro̝ist̪ɛtʃali
загиващата	zɐɡʲivəʃt̪ət̪ə
изреваваща	izrɛvavəʃt̪ə
отведях	o̝t̪vɛdʲax
отнасяй	ot̪nasʲəj
построяла	po̝st̪rojaɫə
насечено	nɐsɛtʃɛno̝
зашиваните	zɐʃivənit̪ɛ
сънуваха	sənovaxə
занесяха	zənɛsʲaxə
вършеене	vɐrʃɛɛnɛ
наплелата	nɐplɛɫət̪ə
вковавалото	fkovavəɫot̪o
спестилите	spɛst̪ilit̪ɛ
озаглавило	o̝zəɡɫɐviɫo̝
отхапвай	ot̪xapvəj
забодете	zəbod̪ɛt̪ɛ
унищожавах	o̝niʃt̪oʒavəx
помагало	pomaɡəɫo̝
предупредели	prɛd̪o̝prɛd̪ɛli
пристигналото	prist̪iɡnəɫo̝t̪o̝
будеща	bud̪ɛʃt̪ə
озаглавени	o̝zəɡɫɐvɛni
почванията	pɔtʃvənijət̪ə
танцувах	t̪ɐnt͡suvəx
изгребвала	izɡrɛbvəɫə
казаният	kazənijət̪
презиращият	prɛziɾəʃt̪ijət̪
плакалата	pɫɐkaɫət̪ə
погребяхме	po̝ɡrɛbʲaxmɛ
разбиращия	rɐzbiɾəʃt̪ijə
изпичанета	ispitʃənɛt̪ə
свиращото	sviɾəʃt̪o̝t̪o̝
присъстващото	prisɤst̪vəʃt̪o̝t̪o̝
рачел	ratʃɛɫ
злоупотребило	zɫo̝o̝po̝t̪rɛbiɫo̝
вечеряха	vɛtʃɛrʲəxə
отбождащо	od̪bɔʒd̪əʃt̪o̝
ръмял	rɐmʲaɫ
нанасянета	nɐnasʲənɛt̪ə
захапало	zɐxapəɫo̝
пронеслата	pronɛsɫət̪ə
състезател	səstɛzatɛl
забраняването	zəbrɐnʲavənɛt̪o̝
казало	kazəɫo̝
доказали	d̪okazəli
попичал	popitʃəɫ
грабих	ɡrɐbix
домелите	d̪omɛlit̪ɛ
спестяващи	spɛstʲavəʃt̪i
изговорила	izɡovɔɾiɫə
разплакахме	rɐspɫakəxmɛ
разхождало	rɐsxɔʒd̪əɫo̝
преден	prɛd̪ɛn
изтичалия	ist̪itʃəlijə
отсъствали	ot̪sɤst̪vəli
поотичахме	po̝ot̪itʃəxmɛ
коронясани	ko̝ɾonʲasəni
прехапахте	prɛxapəxt̪ɛ
преживеният	prɛʒivɛnijət̪
загребва	zɐɡrɛbvə
мазало	mɐzaɫo̝
авиаторската	aviat̪orskət̪ə
ушиваше	oʃivəʃɛ
дебелеещата	d̪ɛbɛlɛɛʃt̪ət̪ə
коронясваха	ko̝ɾonʲasvəxə
губила	ɡobiɫə
писателстванета	pisat̪ɛɫst̪vənɛt̪ə
омитай	omit̪əj
крадяло	krədʲaɫo
насметеше	nəsmɛt̪ɛʃɛ
забраняващата	zəbrɐnʲavəʃt̪ət̪ə
отключването	ot̪klʲutʃvənɛt̪o̝
речахте	rɛtʃaxt̪ɛ
наврелият	nɐvrɛlijət̪
гризаната	ɡrizanət̪ə
бягалия	bʲaɡəlijə
въвличали	vəvlitʃəli
измелият	izmɛlijət̪
погребания	poɡrɛbənijə
изпреде	isprɛd̪ɛ
изпичаха	ispitʃəxə
разпростирах	rəsprost̪iɾəx
довлечете	d̪o̝vlɛtʃɛt̪ɛ
разплакванетата	rɐspɫakvənɛt̪ət̪ə
домитано	d̪omit̪əno̝
будел	bud̪ɛɫ
боядисвалият	bo̝jɐd̪isvəlijət̪
лягащата	lʲaɡəʃt̪ət̪ə
съчетаното	sətʃɛt̪ano̝t̪o̝
надонасяла	nəd̪onasʲəɫə
купуванета	kopuvənɛt̪ə
загиване	zɐɡʲivənɛ
обреклият	obrɛklijət̪
прегръщащото	prɛɡrɤʃt̪əʃt̪o̝t̪o̝
разбралите	rɐzbralit̪ɛ
очакваме	otʃakvəmɛ
осиновяло	o̝sinovʲaɫo̝
слизащата	slizəʃt̪ət̪ə
казано	kazəno̝
пренасяш	prɛnasʲəʃ
дебелеенетата	d̪ɛbɛlɛɛnɛt̪ət̪ə
забраняващият	zəbrɐnʲavəʃt̪ijət̪
убиваното	obivəno̝t̪o̝
загинеха	zɐɡʲinɛxə
наранеше	nəɾɐnɛʃɛ
нахапят	nɐxapʲət̪
играно	iɡrano
надвнасяния	nɐd̪vnasʲənijə
хапене	xapnɛ
лежаща	lɛʒaʃt̪ə
играй	iɡraj
тръгвали	t̪rɐɡvali
смазвалата	smazvəɫət̪ə
намеквалото	nɐmɛkvəɫo̝t̪o̝
поопичаното	po̝opitʃəno̝t̪o̝
разлюбвахте	rɐzlʲubvəxt̪ɛ
затреслият	zɐt̪rɛslijət̪
принесем	prinɛsɛm
бомбардираме	bombərd̪iɾəmɛ
затрисанетата	zɐt̪risənɛt̪ət̪ə
попечели	po̝pɛtʃɛli
зареваващите	zəɾɛvavəʃt̪it̪ɛ
отбоде	od̪bɔd̪ɛ
завеждай	zɐvɛʒd̪əj
поотичали	po̝ot̪itʃəli
извеждащата	izvɛʒd̪əʃt̪ət̪ə
почетяхте	po̝tʃɛtʲaxt̪ɛ
предупреждавахме	prɛd̪o̝prɛʒd̪avəxmɛ
препечете	prɛpɛtʃɛt̪ɛ
обучите	obutʃit̪ɛ
занеси	zənɛsi
потънех	pot̪ɤnɛx
наобличащ	nəoblitʃəʃt̪
втечнил	ft̪ɛtʃniɫ
доплитащи	d̪oplit̪əʃt̪i
коронясващ	ko̝ɾonʲasvəʃt̪
грабиш	ɡrabiʃ
подчерталите	po̝t̪tʃɛrt̪alit̪ɛ
чака	tʃɐka
използванията	ispɔɫzvənijət̪ə
озаглавяваха	o̝zəɡɫɐvʲavəxə
питал	pit̪əɫ
зашит	zɐʃit̪
счупи	stʃopi
оцелее	o̝t͡sɛlɛɛ
господаруванията	ɡo̝spo̝d̪ɐruvənijət̪ə
отключихте	ot̪klʲutʃixt̪ɛ
засече	zɐsɛtʃɛ
изпрело	isprɛɫo̝
запалената	zɐpalɛnət̪ə
дъвкала	d̪ɤfkəɫə
пеенето	pɛɛnɛt̪o̝
въоръжаваща	vəo̝ɾɐʒavəʃt̪ə
съзиране	sɐziɾənɛ
кървете	kɐrvɛt̪ɛ
убивате	obivət̪ɛ
благословен	bɫəɡosɫovɛn
дебнала	d̪ɛbnəɫə
запалила	zɐpaliɫə
нанесох	nɐnɛso̝x
търсейки	t̪ɤrsɛjkʲi
припадането	pripad̪ənɛt̪o̝
избождай	izbɔʒd̪əj
понесяхте	po̝nɛsʲaxt̪ɛ
отхапванията	ot̪xapvənijət̪ə
разнеслото	rɐznɛsɫo̝t̪o̝
благославялата	bɫəɡosɫavʲəɫət̪ə
легализирайте	lɛɡəliziɾəjt̪ɛ
назоваванията	nəzovavənijət̪ə
седнех	sɛd̪nɛx
боядисвалите	bo̝jɐd̪isvəlit̪ɛ
автономна	aft̪onɔmnə
омитахте	omit̪əxt̪ɛ
потушаваното	po̝t̪oʃavəno̝t̪o̝
потеклия	pot̪ɛklijə
обсъжда	opsɤʒd̪ə
изтърве	ist̪ɐrvɛ
подпирахте	pot̪piɾəxt̪ɛ
посещавани	po̝sɛʃt̪avəni
изприданият	isprid̪ənijət̪
изоравах	izoravəx
отсъстваше	ot̪sɤst̪vəʃɛ
състезавалият	səst̪ɛzavəlijət̪
отваряният	ot̪varʲənijət̪
озадачете	o̝zəd̪ɐtʃɛt̪ɛ
изнасяш	iznasʲəʃ
писанията	pisənijət̪ə
засечала	zəsɛtʃaɫə
търсило	t̪ərsiɫo
насичани	nɐsitʃəni
упрекнатите	oprɛknət̪it̪ɛ
оцветява	o̝t͡svɛtʲavə
отсъствалото	ot̪sɤst̪vəɫo̝t̪o̝
адресиране	ad̪rɛsiɾənɛ
прегърналият	prɛɡɤrnəlijət̪
абакът	abakət̪
заковели	zəkovɛli
поглежданото	poɡlɛʒd̪əno̝t̪o̝
адресиран	ad̪rɛsiɾən
почетете	po̝tʃɛt̪ɛt̪ɛ
въвеждано	vəvɛʒd̪əno
навлизахте	nɐvlizəxt̪ɛ
течащо	t̪ɛtʃaʃt̪o
обзаведях	o̝bzəvɛdʲax
ушият	oʃijət̪
потушело	po̝t̪oʃɛɫo̝
прегърнеха	prɛɡɤrnɛxə
охранявалите	o̝xrɐnʲavəlit̪ɛ
кажете	kɐʒɛt̪ɛ
зрялото	zrʲaɫo̝t̪o̝
напреднал	nɐprɛd̪nəɫ
повтарялата	poft̪arʲəɫət̪ə
препечения	prɛpɛtʃɛnijə
понапечаха	po̝nəpɛtʃaxə
припрения	priprɛnijə
мажела	maʒɛɫə
свряно	svrʲano̝
плащали	pɫɐʃt̪ali
будещият	bud̪ɛʃt̪ijət̪
заплиталият	zɐplit̪əlijət̪
сравнете	srɐvnɛt̪ɛ
изговори	izɡovɔɾi
комбинираме	ko̝mbiniɾəmɛ
нагребвалия	nɐɡrɛbvəlijə
предупреждавала	prɛd̪o̝prɛʒd̪avəɫə
анулиращия	anuliɾəʃt̪ijə
легнехме	lɛɡnɛxmɛ
плащахме	pɫɐʃt̪axmɛ
спестено	spɛst̪ɛno̝
изминавала	izminavəɫə
сядане	sʲad̪ənɛ
надебелеел	nəd̪ɛbɛlɛɛɫ
домиталият	d̪omit̪əlijət̪
почнахте	pɔtʃnəxt̪ɛ
навлизаше	nɐvlizəʃɛ
обезсмъртяванетата	o̝bɛsmɐrtʲavənɛt̪ət̪ə
излизайки	izlizəjkʲi
оприданата	oprid̪ənət̪ə
допринася	d̪o̝prinasʲə
уплашване	opɫaʃvənɛ
разнесох	rɐznɛso̝x
целувалото	t͡sɛɫovaɫo̝t̪o̝
хапело	xapɛɫo̝
донасяни	d̪onasʲəni
втечняващ	ft̪ɛtʃnʲavəʃt̪
изчезвалата	istʃɛzvəɫət̪ə
отболият	od̪bɔlijət̪
забранителен	zəbrənitɛlɛn
тресох	t̪rɛso̝x
окрадоха	okrad̪o̝xə
агротехник	ɐɡrotɛxnik
продължаващия	pro̝d̪ɐɫʒavəʃt̪ijə
продалата	prod̪aɫət̪ə
доплетеният	d̪oplɛt̪ɛnijət̪
опичаща	opitʃəʃt̪ə
унеси	o̝nɛsi
дометем	d̪o̝mɛt̪ɛm
обзавежданият	o̝bzɐvɛʒd̪ənijət̪
заплашващ	zɐpɫaʃvəʃt̪
слушащата	sɫuʃəʃt̪ət̪ə
унасящата	onasʲəʃt̪ət̪ə
млъкваща	mɫɤkvəʃt̪ə
обесвате	obɛsvət̪ɛ
еби	ɛbi
прехапваната	prɛxapvənət̪ə
абдикираш	abd̪ikʲirəʃ
навлякох	nɐvlʲako̝x
счупвал	stʃupvəɫ
отвеждаха	ot̪vɛʒd̪əxə
виждалото	viʒd̪əɫot̪o
отсечеха	o̝t̪sɛtʃɛxə
честващите	tʃɛst̪vəʃt̪it̪ɛ
снасяте	snasʲət̪ɛ
скубането	skubənɛt̪o̝
зовях	zovʲax
забравехте	zɐbravɛxt̪ɛ
траяха	t̪rajəxə
довлечи	d̪o̝vlɛtʃi
рачеше	ratʃɛʃɛ
надвнасяхме	nɐd̪vnasʲəxmɛ
взвод	vzvɔt
удовлетворен	o̝d̪o̝vlɛt̪vorɛn
легализиранетата	lɛɡəliziɾənɛt̪ət̪ə
отсъства	ot̪sɤst̪və
предречало	prɛd̪rɛtʃaɫo̝
замирахме	zɐmiɾəxmɛ
бодящ	bodʲaʃt̪
разхождащи	rɐsxɔʒd̪əʃt̪i
попичаме	popitʃəmɛ
отключилия	ot̪klʲutʃilijə
разходени	rɐsxɔd̪ɛni
озадачили	o̝zəd̪ɐtʃili
близаха	blizaxə
понапичащите	po̝nɐpitʃəʃt̪it̪ɛ
принуждавали	prinoʒd̪avəli
причиняло	pritʃinʲaɫo̝
течащото	t̪ɛtʃaʃt̪ot̪o
изнасяните	iznasʲənit̪ɛ
препечехме	prɛpɛtʃɛxmɛ
започвалата	zɐpɔtʃvəɫət̪ə
изпасяхме	ispɐsʲaxmɛ
телефониращ	t̪ɛlɛfoniɾəʃt̪
игралата	iɡraɫət̪ə
събуди	sɐbud̪i
пътувала	pət̪ovaɫə
отравяхме	ot̪ravʲəxmɛ
хапала	xɐpaɫə
хапал	xɐpaɫ
оцветяващо	o̝t͡svɛtʲavəʃt̪o̝
молиха	mɔlixə
казвалите	kazvəlit̪ɛ
прилагателно	priləɡatɛlnɔ
осиновявайте	o̝sinovʲavəjt̪ɛ
поглеждаме	poɡlɛʒd̪əmɛ
разлюбвало	rɐzlʲubvəɫo̝
изоравайте	izoravəjt̪ɛ
дебнещ	d̪ɛbnɛʃt̪
побеждаваха	po̝bɛʒd̪avəxə
подвеждате	pod̪vɛʒd̪ət̪ɛ
шиете	ʃiɛt̪ɛ
ползваха	poɫzvaxə
допиращия	d̪opiɾəʃt̪ijə
зарежда	zɐrɛʒd̪ə
преживяванията	prɛʒivʲavənijət̪ə
казванета	kazvənɛt̪ə
допрочита	d̪o̝protʃit̪ə
изорем	izorɛm
предплатилите	prɛt̪pɫɐt̪ilit̪ɛ
чествахме	tʃɛst̪vaxmɛ
надонесли	nəd̪onɛsli
честваща	tʃɛst̪vəʃt̪ə
наплитала	nɐplit̪əɫə
погледнел	poɡlɛd̪nɛɫ
изречеше	izrɛtʃɛʃɛ
измиранетата	izmiɾənɛt̪ət̪ə
зачевахме	zɐtʃɛvəxmɛ
получаваният	po̝ɫotʃavənijət̪
виних	vinix
заслужаването	zəsɫoʒavənɛt̪o̝
потушен	po̝t̪oʃɛn
спечеха	spɛtʃɛxə
захапехте	zɐxapɛxt̪ɛ
шилия	ʃilijə
поотичаме	po̝ot̪itʃəmɛ
надебеляваме	nəd̪ɛbɛlʲavəmɛ
извлечела	izvlɛtʃɛɫə
обосноваващото	o̝bo̝snovavəʃt̪o̝t̪o̝
завирало	zɐviɾəɫo̝
домитащо	d̪omit̪əʃt̪o̝
влязлото	vlʲazɫot̪o
забравялия	zɐbravʲəlijə
полудяваща	po̝ɫodʲavəʃt̪ə
обличащото	oblitʃəʃt̪o̝t̪o̝
опираш	opiɾəʃ
допрях	d̪oprʲax
омитайте	omit̪əjt̪ɛ
поведен	povɛd̪ɛn
апетитен	əpɛtitɛn
измряло	izmrʲaɫo̝
пътуващите	pɐt̪uvəʃt̪it̪ɛ
произлизайте	pro̝izlizəjt̪ɛ
зачетено	zɐtʃɛt̪ɛno̝
паднел	pad̪nɛɫ
загубваща	zɐɡubvəʃt̪ə
наизлизането	nəizlizənɛt̪o̝
затеклият	zɐt̪ɛklijət̪
подобрях	po̝d̪obrʲax
влязлата	vlʲazɫət̪ə
заревавалите	zəɾɛvavəlit̪ɛ
въвирала	vəviɾəɫə
зачевания	zɐtʃɛvənijə
клалия	kɫalijə
възпроизвеждаше	vəspro̝izvɛʒd̪əʃɛ
разхождащата	rɐsxɔʒd̪əʃt̪ət̪ə
анулиранетата	anuliɾənɛt̪ət̪ə
съзиращ	sɐziɾəʃt̪
браните	branit̪ɛ
изведеш	izvɛd̪ɛʃ
протичали	prot̪itʃəli
написалите	nɐpisəlit̪ɛ
целунели	t͡sɛɫunɛli
скубехте	skubɛxt̪ɛ
допрочетял	d̪o̝pro̝tʃɛtʲaɫ
създаде	səzd̪ɐd̪ɛ
обзаведяхте	o̝bzəvɛdʲaxt̪ɛ
наклаждани	nɐkɫaʒd̪əni
гребан	ɡrɛbən
измета	izmɛt̪ɤ
сечем	sɛtʃɛm
изведения	izvɛd̪ɛnijə
авторка	aftorkə
счупилите	stʃupilit̪ɛ
прелъстявайки	prɛɫɐstʲavəjkʲi
пестен	pɛst̪ɛn
авторитетното	aft̪oɾit̪ɛt̪not̪o
изчитащо	istʃit̪əʃt̪o̝
отсъстването	ot̪sɤst̪vənɛt̪o̝
възлезете	vəzlɛzɛt̪ɛ
завлечела	zəvlɛtʃɛɫə
озаглавили	o̝zəɡɫɐvili
продължавана	pro̝d̪ɐɫʒavənə
обосноваваните	o̝bo̝snovavənit̪ɛ
вплела	fplɛɫə
ходения	xɔd̪ɛnijə
построявайте	po̝st̪rojavəjt̪ɛ
изтече	ist̪ɛtʃɛ
купували	ko̝povali
сънувани	sɐnuvəni
обезглавявалите	o̝bɛzɡɫɐvʲavəlit̪ɛ
тръгвалото	t̪rɐɡvaɫo̝t̪o̝
предсказват	prɛt̪skazvət̪
пътувало	pət̪ovaɫo̝
кажехте	kaʒɛxt̪ɛ
тичащият	t̪itʃəʃt̪ijət̪
навеждало	nɐvɛʒd̪əɫo̝
удовлетвориш	o̝d̪o̝vlɛt̪voriʃ
граничилите	ɡrɐnitʃilit̪ɛ
произтеклият	pro̝ist̪ɛklijət̪
питаното	pit̪əno̝t̪o̝
предсказващите	prɛt̪skazvəʃt̪it̪ɛ
плети	plɛt̪i
