берлегендәге	bˌerleɣendˈæɣe
Тарихтан	tɒrˈixtɑn
булдыруны	bˌuɫdɯrˈunɯ
аенда	ɒˈendɑ
Соловьев	soɫˈowʔew
Бакыевның	bˌɒqɯˈewnɯŋ
Вәлидинең	wˌælidˈineŋ
җәнҗал	ʑˈænʑɑɫ
барачагы	bˌɒrɒɕˈɑʁɯ
дөрестән	dœrˈestæn
Садри	sˈɒdri
йомгаклау	ˌɪomʁɑqɫˈɑu
инкыйлабының	ˌinqɯjɫɑbˈɯnɯŋ
кызыллар	qɯzˈɯɫɫɑr
күл	kˈyl
тәҗрибәләре	tˌæʑribælˈære
сөйләдек	sˌœɪlˈædek
публицистик	pˌubɫitsˈistik
Кайдан	qɒˈɪdɑn
буласың	buɫˈɑsɯŋ
Чәршәмбедә	ɕˌærʃæmbˈedæ
кыскарта	qɯsqˈɑrtɑ
спортчыларга	spˌortɕɯɫˈɑrʁɑ
коррупциянең	qˌorruptsijˈæneŋ
Европа	jɯwrˈopɑ
качты	qˈɒɕtɯ
үрнәген	yrnˈæɣen
төрекләр	tœrˈeklær
финанс	fˈinɑns
Йәмән	ɪˈæmæn
Акчарлак	ɒqɕˈɒrɫɑq
Сишәмбе	siʃˈæmbe
бирелгәч	birˈelɣæɕ
катнашучыларның	qˌɒtnɒʃˌuɕɯɫˈɑrnɯŋ
төзедек	tœzˈedek
бөтенрусия	bˌœtenrusˈijæ
исәпләнә	ˌisæplˈænæ
барганын	bɒrʁˈɒnɯn
тоткыннарга	tˌotqɯnnˈɑrʁɑ
кемнәр	kˈemnær
әһелләренә	ˌæhellærˈenæ
ачышлар	ɒɕˈɯʃɫɑr
эшләү	eʃlˈæy
империягә	ˌimperijˈæɣæ
иманга	imˈɑŋʁɑ
укуын	uqˈuɯn
ясамады	jˌɑsɑmˈɑdɯ
эчәләр	eɕˈælær
кардәшлеге	qˌɒrdæʃlˈeɣe
Коръәннең	qorʔˈænneŋ
фильмнарның	fiɫʔmnˈɑrnɯŋ
үзләрен	yzlˈæren
аңлагач	ɒŋɫˈɒʁɑɕ
кулыбызда	qˌuɫɯbˈɯzdɑ
мәчетләрнең	mˌæɕetlˈærneŋ
Суверенитет	sˌuwerenˈitet
төрмәдән	tœrmˈædæn
Россельхознадзор	rˌosseɫʔxoznˈɑdzor
якшәмбедә	jˌækʃæmbˈedæ
язучыны	jˌɑzuɕˈɯnɯ
чемпион	ɕempˈion
бетермибез	bˌetermˈibez
югарылыкка	jˌuʁɑrɯɫˈɯqqɑ
бәян	bˈæjæn
Новости	nowˈosti
торамы	torˈɑmɯ
лидерлар	lidˈerɫɑr
фатирга	fɒtˈirʁɑ
күрсәттек	kyrsˈættek
җәмгыятьне	ʑˌæmʁɯjˈætʔne
алтмыш	ˈɒɫtmɯʃ
Иртән	ˈirtæn
кичергән	kiɕˈerɣæn
утырыш	utˈɯrɯʃ
белмим	bˈelmim
йөрергә	ˌɪœrˈerɣæ
күккә	kˈykkæ
китаплары	kˌitɑpɫˈɑrɯ
боерыгы	bˌoerˈɯʁɯ
хәрбиләрен	xˌærbilˈæren
ансамбленә	ˌɒnsɒmbɫˈenæ
Фатих	fˈɒtix
көнендә	kœnˈendæ
үсмерләр	ysmˈerlær
символ	sˈimwoɫ
реформаларны	rˌeformɑɫˈɑrnɯ
ихласлык	ixɫˈɑsɫɯq
җимерүгә	ʑˌimerˈyɣæ
язмаларына	jˌɑzmɑɫɑrˈɯnɑ
идек	ˈidek
әгъзасе	æʁʔzˈɑse
аягы	ɒjˈɑʁɯ
фәрманнар	færmˈɑnnɑr
радиоларны	rˌɒdioɫˈɑrnɯ
төшенчәләре	tˌœʃenɕælˈære
хакимиятләренең	xˌɒqimˌijætlærˈeneŋ
Шигъри	ʃˈiɣʔri
Чавушоглу	ɕˌɑwuʃˈoʁɫu
хәтере	xætˈere
катнашачак	qˌɒtnɒʃˈɑɕɑq
идарәгә	ˌidɑrˈæɣæ
кораллы	qorˈɑɫɫɯ
телләрдәге	tˌellærdˈæɣe
шигарләре	ʃˌiʁɑrɫˈære
Телнең	tˈelneŋ
әби	ˈæbi
Шәймиевны	ʃˌæɪmiˈewnɯ
йолалар	ˌɪoɫˈɑɫɑr
киләм	kˈilæm
булмаганга	bˌuɫmɑʁˈɑŋʁɑ
рәисәсе	rˌæisˈæse
көздә	kˈœzdæ
Элина	elˈinɑ
белгече	belɣˈeɕe
җанатарлар	ʑˌɒnɒtˈɑrɫɑr
җөмләне	ʑœmlˈæne
транзит	trˈɒnzit
министрлыктан	mˌinistrɫˈɯqtɑn
көймәсе	kˌœɪmˈæse
концепцияне	qˌontseptsijˈæne
Кешеләргә	kˌeʃelˈærɣæ
кыланырга	qˌɯɫɑnˈɯrʁɑ
коллык	qˈoɫɫɯq
язуларның	jˌɑzuɫˈɑrnɯŋ
Торатау	tˌorɑtˈɑu
лә	lˈæ
Шуға	ʃˈuʁɑ
мәк	mˈæk
мондый	mˈondɯj
хисабыннан	xˌisɑbˈɯnnɑn
популярлык	pˌopuɫjˈɑrɫɯq
вазифага	wˌɒzifˈɑʁɑ
базарын	bɒzˈɒrɯn
аңа	ˈɒŋɒ
булдыклы	buɫdˈɯqɫɯ
расланды	rɒsɫˈɒndɯ
сыярлык	sɯjˈɑrɫɯq
шартлавы	ʃɒrtɫˈɑwɯ
деканы	deqˈɑnɯ
технологияләрне	tˌexnoɫˌoʁijælˈærne
исәбе	isˈæbe
кешелекне	kˌeʃelˈekne
сөйләделәр	sˌœɪlædˈelær
тизрәк	tˈizræk
бору	bˈoru
Сәйфетдинов	sˌæɪfetdˈinow
чәчәкләр	ɕæɕˈæklær
Доллар	dˈoɫɫɑr
лигасында	lˌiʁɑsˈɯndɑ
календарь	qɒɫˈendɑrʔ
булдырып	buɫdˈɯrɯp
оештыручылары	ˌoeʃtˌɯruɕɯɫˈɑrɯ
тормадылар	tˌormɑdˈɯɫɑr
Корбан	qˈorbɑn
юлны	jˈuɫnɯ
пропагандасы	prˌopɑʁɑndˈɑsɯ
медианы	mˌediˈɑnɯ
булмасак	buɫmˈɑsɑq
Бәширә	bæʃˈiræ
үзәген	yzˈæɣen
хәсрәтле	xæsrˈætle
тиражлары	tˌirɑʒɫˈɑrɯ
сыйфаты	sɯjfˈɑtɯ
җәзасы	ʑæzˈɑsɯ
Денис	dˈenis
Мәктәпләрдә	mˌæktæplˈærdæ
көчләрне	kœɕlˈærne
тартып	tˈɒrtɯp
калдырачак	qˌɒɫdɯrˈɑɕɑq
элемтәләрне	ˌelemtælˈærne
ярыша	jɑrˈɯʃɑ
Брюссельдә	brjyssˈelʔdæ
калдырылды	qˌɒɫdɯrˈɯɫdɯ
ачылганда	ˌɒɕɯɫʁˈɑndɑ
иҗатта	iʑˈɑttɑ
уңай	uŋˈɑɪ
сакларга	sɒqɫˈɒrʁɑ
хупламыйм	xupɫˈɑmɯjm
Кырымда	qɯrˈɯmdɑ
хупланган	xupɫˈɑŋʁɑn
гасырдан	ʁɒsˈɯrdɑn
һөҗүмнәре	hˌœʑymnˈære
президиум	prˌezidˈium
күзәтүләр	kˌyzætˈylær
сатудан	sɒtˈudɑn
Генерал	ɣenˈerɑɫ
уйлау	ˌuɪɫˈɑu
Беслан	bˈesɫɑn
сөйләшмим	sˌœɪlˈæʃmim
стандартлар	stɒndˈɒrtɫɑr
ирешелде	ˌireʃˈelde
минутка	minˈutqɑ
ризасызлык	rˌizɑsˈɯzɫɯq
узарга	uzˈɑrʁɑ
килер	kˈiler
шешәсе	ʃeʃˈæse
сәдака	sædˈɑqɑ
ЕГЭ	jˈeɣe
киртәләрне	kˌirtælˈærne
идеясен	ˌidejˈæsen
позицияләрен	pˌozitsˌijælˈæren
Тәре	tˈære
барылды	bɒrˈɯɫdɯ
бармау	bɒrmˈɒu
Салих	sˈɒɫix
композиторларының	qˌompozˌitorɫɑrˈɯnɯŋ
Осипова	ˌosipˈowɑ
Галин	ʁˈɒɫin
Аблаев	ɒbɫˈɒew
фикерләү	fˌikerlˈæy
басымнар	bɒsˈɯmnɑr
көтәбез	kœtˈæbez
тиештер	tiˈeʃter
чыкмаячак	ɕˌɯqmɑjˈɑɕɑq
Башҡорт	bˈɒʃqort
Гриф	ɣrˈif
авиация	ˌɑwiɑtsˈijæ
сайлауларына	sˌɒɪɫˌɑuɫɑrˈɯnɑ
әтинең	ætˈineŋ
бүгеннән	byɣˈennæn
әсәрләр	æsˈærlær
бәйгедән	bˌæɪɣˈedæn
ташлары	tɒʃɫˈɒrɯ
форматында	fˌormɑtˈɯndɑ
август	ˈɑwʁust
Шәкүр	ʃˈækyr
текстларны	teqstɫˈɑrnɯ
агымы	ɒʁˈɯmɯ
Күбрәк	kˈybræk
төрмәләрендә	tˌœrmælærˈendæ
бирүне	birˈyne
коручы	qorˈuɕɯ
хөкүмәтләр	xˌœkymˈætlær
төшерелгәннән	tˌœʃerelɣˈænnæn
сәфәрдә	sæfˈærdæ
Мисал	mˈisɑɫ
милләттәшебез	mˌillættæʃˈebez
иленең	ilˈeneŋ
елгасына	jˌɯɫʁɑsˈɯnɑ
атыш	ˈɒtɯʃ
казнасыннан	qˌɒznɒsˈɯnnɑn
әнисенең	ˌænisˈeneŋ
балага	bɒɫˈɒʁɑ
Ахиярова	ˌɒxijærˈowɑ
гомеренең	ʁˌomerˈeneŋ
Галимов	ʁɒɫˈimow
Рафыйк	rˈɒfɯjq
Максатыбыз	mˌɒqsɒtˈɯbɯz
шәһәрне	ʃæhˈærne
Орлов	ˈorɫow
тырыша	tɯrˈɯʃɑ
бетермәгән	bˌetermˈæɣæn
түрәләре	tˌyrælˈære
төрмәләр	tœrmˈælær
миллиардларча	mˌilliɑrdɫˈɑrɕɑ
мөфтияте	mˌœftijˈæte
газетасына	ʁˌɒzetɑsˈɯnɑ
куймау	qˌuɪmˈɑu
үтәләр	ytˈælær
куертып	quˈertɯp
шеш	ʃˈeʃ
аралашуга	ˌɒrɒɫɑʃˈuʁɑ
маташа	mɒtˈɒʃɑ
бетте	bˈette
шәһәренең	ʃˌæhærˈeneŋ
холкы	xˈoɫqɯ
һәрбер	hˈærber
авызына	ˌɑwɯzˈɯnɑ
Хәер	xˈæer
табуга	tɒbˈuʁɑ
Эльзара	eɫʔzˈɑrɑ
тукталды	tuqtˈɑɫdɯ
йортындагы	ˌɪortɯndˈɑʁɯ
вәкиллеген	wˌækillˈeɣen
Фәйзрахмановның	fˌæɪzrˌɑxmɑnˈownɯŋ
үтәп	ˈytæp
фильмнарда	fiɫʔmnˈɑrdɑ
хәттә	xˈættæ
ташу	tˈɒʃu
ярый	jˈɑrɯj
башлавы	bɒʃɫˈɑwɯ
билгеләнергә	bˌilɣelænˈerɣæ
үзгәрүен	ˌyzɣærˈyen
Согуд	sˈoʁud
хокукчы	xoqˈuqɕɯ
сүзләренә	sˌyzlærˈenæ
истәлегенә	ˌistæleɣˈenæ
төзелештә	tˌœzelˈeʃtæ
ялларда	jɑɫɫˈɑrdɑ
сатлык	sˈɒtɫɯq
казлар	qˈɒzɫɒr
укымышлы	ˌuqɯmˈɯʃɫɯ
темаларга	tˌemɑɫˈɑrʁɑ
курслар	qˈursɫɑr
авазлар	ɑwˈɑzɫɑr
намазы	nɒmˈɒzɯ
хезмәткәрен	xˌezmætkˈæren
мәдәниятенә	mˌædænˌijætˈenæ
үткәрделәр	ˌytkærdˈelær
теләгәнне	tˌelæɣˈænne
диннәргә	dinnˈærɣæ
йөрәгенә	ˌɪœræɣˈenæ
йорт	ˈɪort
күпдинле	kypdˈinle
бетердем	betˈerdem
гыйбарәт	ʁɯjbˈɑræt
кулланган	quɫɫˈɑŋʁɑn
күренеп	kyrˈenep
авырлаша	ˌɑwɯrɫˈɑʃɑ
гамәлләрне	ʁˌɒmællˈærne
шикләнеп	ʃiklˈænep
Пакстанда	pɒqstˈɒndɑ
имзалана	ˌimzɑɫˈɑnɑ
исәбен	isˈæben
шикаяте	ʃˌiqɑjˈæte
сездә	sˈezdæ
судан	sˈudɑn
ватаныбыз	wˌɒtɒnˈɯbɯz
Язма	jˈɑzmɑ
эшләнмәләре	ˌeʃlænmælˈære
олуг	ˈoɫuʁ
җитә	ʑˈitæ
һөҗүмнәреннән	hˌœʑymnærˈennæn
ташлый	tˈɒʃɫɯj
сөйләшенгән	sˌœɪlæʃˈeŋɣæn
нияте	nijˈæte
тырнак	tˈɯrnɑq
узып	ˈuzɯp
аеру	ɒˈeru
барын	bˈɒrɯn
күрә	kˈyræ
Кабан	qˈɒbɒn
буларак	buɫˈɑrɑq
раслаучы	rˌɒsɫɒˈuɕɯ
авырый	ɑwˈɯrɯj
чыкмас	ɕˈɯqmɑs
кайтарыр	qˌɒɪtˈɑrɯr
мактап	mˈɒqtɒp
буласыз	buɫˈɑsɯz
җимерелгәннән	ʑˌimerelɣˈænnæn
булганлыктан	bˌuɫʁɑnɫˈɯqtɑn
күмелеп	kymˈelep
Дәнис	dˈænis
аңлатучы	ˌɒŋɫɒtˈuɕɯ
паника	pɒnˈiqɑ
Новиков	nowˈiqow
түлиләр	tylˈilær
Һәрхәлдә	hærxˈældæ
инвесторлары	ˌinwestorɫˈɑrɯ
идәнгә	idˈæŋɣæ
кирәкмәгән	kˌirækmˈæɣæn
формалары	fˌormɑɫˈɑrɯ
таныту	tɒnˈɯtu
күрүгә	kyrˈyɣæ
хикмәт	xˈikmæt
күрсәтсә	kyrsˈætsæ
кушылачак	qˌuʃɯɫˈɑɕɑq
багышланган	bˌɒʁɯʃɫˈɑŋʁɑn
Миграция	mˌiʁrɑtsˈijæ
Европадан	jˌɯwropˈɑdɑn
татулык	tɒtˈuɫɯq
бирәме	birˈæme
мөрәҗәгатъ	mˌœræʑˈæʁɑtʔ
оппозициядәге	ˌoppozˌitsijædˈæɣe
әсәрләрдән	ˌæsærlˈærdæn
баруда	bɒrˈudɑ
АКШны	ˈɒqʃnˈɯ
төшенчәсен	tˌœʃenɕˈæsen
көнчыгыш	kœnɕˈɯʁɯʃ
битле	bˈitle
мәхәлләдә	mˌæxællˈædæ
Әнкараның	ˌænqɑrˈɑnɯŋ
кешеләргә	kˌeʃelˈærɣæ
Хәсәншин	xæsˈænʃin
гарык	ʁˈɒrɯq
Яңа	jˈɑŋɑ
Әхәт	ˈæxæt
алыштырырга	ˌɒɫɯʃtɯrˈɯrʁɑ
фашистларга	fˌɒʃistɫˈɑrʁɑ
билгесе	bilɣˈese
дөньясындагы	dˌœnʔjæsɯndˈɑʁɯ
басымны	bɒsˈɯmnɯ
кабинетына	qˌɒbinetˈɯnɑ
кайтара	qˌɒɪtˈɑrɑ
беркемдә	berkˈemdæ
намуслы	nɒmˈusɫɯ
татарларында	tˌɒtɒrɫɑrˈɯndɑ
куелды	quˈeɫdɯ
Гүлнең	ɣˈylneŋ
Кунаклар	qunˈɑqɫɑr
басмаханәсе	bˌɒsmɒxɑnˈæse
яңгыраса	jˌɑŋʁɯrˈɑsɑ
корылтай	qˌorɯɫtˈɑɪ
Сөләймановка	sˌœlæˌɪmɑnˈowqɑ
темага	temˈɑʁɑ
саф	sˈɒf
сессия	sessˈijæ
тәнендә	tænˈendæ
уңайсыз	ˌuŋɑˈɪsɯz
Польшадан	poɫʔʃˈɑdɑn
Башкарма	bɒʃqˈɒrmɑ
онытырга	ˌonɯtˈɯrʁɑ
карамаска	qˌɒrɒmˈɑsqɑ
кычкыралар	qˌɯɕqɯrˈɑɫɑr
Теләк	tˈelæk
шөгыльләнә	ʃˌœʁɯɫʔɫˈænæ
министрлыклар	mˌinistrɫˈɯqɫɑr
Ираннан	irˈɑnnɑn
һәйкәлләргә	hˌæɪkællˈærɣæ
биштән	bˈiʃtæn
кайсысын	qˌɒɪsˈɯsɯn
Кистем	kˈistem
тәреле	tærˈele
дистәгә	distˈæɣæ
Ир	ˈir
имтиханнарын	ˌimtixɑnnˈɑrɯn
озакка	ozˈɑqqɑ
Бердәм	bˈerdæm
Сайде	sɒˈɪde
ат	ˈɒt
теш	tˈeʃ
мәгълүматы	mˌæɣʔlymˈɑtɯ
миграция	mˌiʁrɑtsˈijæ
дәреслектә	dˌæreslˈektæ
шифаханәгә	ʃˌifɑxɑnˈæɣæ
мәмләкәт	mæmlˈækæt
сәгате	sæʁˈɑte
Мөслим	mˈœslim
алсам	ˈɒɫsɒm
Барып	bˈɒrɯp
өзелмәде	ˌœzelmˈæde
борыңгы	borˈɯŋʁɯ
оптимальләштерү	ˌoptimˌɑɫʔɫæʃtˈery
тумады	tumˈɑdɯ
геноцид	ɣenˈotsid
Атнакич	ɒtnˈɒqiɕ
алмыйча	ɒɫmˈɯjɕɑ
тапмадылар	tˌɒpmɒdˈɯɫɑr
Әхмәдиниҗат	ˌæxmædinˈiʑɑt
мәдәниятебезне	mˌædænˌijætebˈezne
расларга	rɒsɫˈɒrʁɑ
сүндерә	syndˈeræ
мөнбәреннән	mˌœnbærˈennæn
оештыралар	ˌoeʃtɯrˈɑɫɑr
ресурсларын	rˌesursɫˈɑrɯn
Далай	dɒɫˈɒɪ
фатир	fˈɒtir
Свобода	swobˈodɑ
Мөслимә	mœslˈimæ
чиратка	ɕirˈɑtqɑ
мәйданнарда	mˌæɪdɑnnˈɑrdɑ
күпере	kypˈere
Рәшидә	ræʃˈidæ
җырлый	ʑˈɯrɫɯj
Террор	tˈerror
тәрбиячеләр	tˌærbijæɕˈelær
ватандашлык	wˌɒtɒndˈɑʃɫɯq
ирем	ˈirem
яклана	jɑqɫˈɑnɑ
уртак	ˈurtɑq
сайтының	sˌɒɪtˈɯnɯŋ
эстрадасының	ˌestrɑdɑsˈɯnɯŋ
Егетнең	jeɣˈetneŋ
элекке	elˈekke
җибәрдем	ʑibˈærdem
фактлар	fˈɒqtɫɒr
гаепләүче	ʁˌɒeplæˈyɕe
Исмәгыйлева	ˌismæʁɯjɫˈewɑ
делегациясен	dˌeleʁˌɑtsijˈæsen
тимәгән	timˈæɣæn
кайгысын	qˌɒɪʁˈɯsɯn
бюджетына	bjˌydʒetˈɯnɑ
кандидатлар	qˌɒndidˈɑtɫɑr
Нәзифә	næzˈifæ
фотога	fotˈoʁɑ
килешмәгән	kˌileʃmˈæɣæn
катламы	qɒtɫˈɒmɯ
Бәйрәмнең	bˌæɪrˈæmneŋ
уйналды	ˌuɪnˈɑɫdɯ
фильмы	fˈiɫʔmɯ
торулары	tˌoruɫˈɑrɯ
тарихы	tɒrˈixɯ
бирмәдем	birmˈædem
форумыкырымтатарча	fˌorumˌɯqɯrˌɯmtɑtˈɑrɕɑ
сайлавында	sˌɒɪɫɑwˈɯndɑ
эшем	ˈeʃem
цифрлы	tsˈifrɫɯ
чыгымнары	ɕˌɯʁɯmnˈɑrɯ
үткәреләчәк	ˌytkærelˈæɕæk
үтемле	ytˈemle
йорттагы	ˌɪorttˈɑʁɯ
күргәннәре	kˌyrɣænnˈære
алдына	ɒɫdˈɯnɑ
Долгов	dˈoɫʁow
үткәннәрне	ˌytkænnˈærne
Яңарыш	jɑŋˈɑrɯʃ
Исемлектә	ˌisemlˈektæ
янгынга	jɑŋʁˈɯŋʁɑ
булдырганнар	bˌuɫdɯrʁˈɑnnɑr
кешесен	keʃˈesen
Кавказ	qˈɑwqɑz
корган	qˈorʁɑn
вариантта	wˌɒriˈɑnttɑ
программага	prˌoʁrɑmmˈɑʁɑ
милләтпәрвәр	mˌillætpˈærwær
урлауда	ˌurɫɑˈudɑ
чыксаң	ɕˈɯqsɑŋ
ниятлибез	nˌijætlˈibez
сүз	sˈyz
Бакчасарайда	bˌɒqɕɒsˌɑrɑˈɪdɑ
сыену	sɯˈenu
чаралардан	ɕˌɒrɒɫˈɑrdɑn
Уолкер	uˈoɫqer
кешедер	keʃˈeder
чемпионаты	ɕˌempionˈɑtɯ
Канунга	qɒnˈuŋʁɑ
Фәйзуллин	fˌæɪzˈuɫɫin
Стәрлетамакта	stˌærletɑmˈɑqtɑ
чыгаручы	ɕˌɯʁɑrˈuɕɯ
сорадым	sorˈɑdɯm
телевидениене	tˌelewˌideniˈene
краенда	qrɒˈendɑ
капкага	qɒpqˈɒʁɑ
типография	tˌipoʁrɑfˈijæ
Урыс	ˈurɯs
Башҡортостандағы	bˌɒʃqortˌostɑndˈɑʁɯ
ешлыкны	jɯʃɫˈɯqnɯ
Вәлидигә	wˌælidˈiɣæ
Телевизордан	tˌelewizˈordɑn
Әмирхан	æmˈirxɑn
тукыма	tuqˈɯmɑ
Вашингтон	wɒʃˈiŋʁton
шаярта	ʃɒjˈɑrtɑ
төзибез	tœzˈibez
мыскыллы	mɯsqˈɯɫɫɯ
торуына	tˌoruˈɯnɑ
атамалары	ˌɒtɒmɑɫˈɑrɯ
Сербиянең	sˌerbijˈæneŋ
чиратында	ɕˌirɑtˈɯndɑ
Илфир	ˈilfir
көчәйтә	kˌœɕæˈɪtæ
ксенофобия	ksˌenofobˈijæ
эшкәртү	eʃkˈærty
һавага	hɑwˈɑʁɑ
булабыз	buɫˈɑbɯz
йөкне	ɪˈœkne
Күңел	kˈyŋel
елдагыча	jˌɯɫdɑʁˈɯɕɑ
сорар	sˈorɑr
йолдызлар	ˌɪoɫdˈɯzɫɑr
ШТК	ʃtk
йөрүен	ˌɪœrˈyen
дөньяви	dœnʔjˈæwi
Мун	mˈun
кануннарны	qˌɒnunnˈɑrnɯ
Нәүрүз	næˈyryz
Илнең	ˈilneŋ
язуына	jˌɑzuˈɯnɑ
кагыйдәләр	qˌɒʁɯjdˈælær
бетергәннән	bˌeterɣˈænnæn
карты	qˈɒrtɯ
киләчәкне	kˌilæɕˈækne
мәсьәләләргә	mˌæsʔælælˈærɣæ
Энгель	ˈeŋɣelʔ
барасыз	bɒrˈɒsɯz
Василов	wɒsˈiɫow
алдагы	ɒɫdˈɒʁɯ
фондын	fˈondɯn
Ирек	ˈirek
сәбәпче	sæbˈæpɕe
кәгазьдә	kæʁˈɑzʔdæ
җитешсезлеге	ʑˌiteʃsezlˈeɣe
Исхакыйга	ˌisxɑqˈɯjʁɑ
фильтр	fˈilʔtr
Кешелек	keʃˈelek
фикерләрнең	fˌikerlˈærneŋ
горурлыгыбыз	ʁˌorurɫɯʁˈɯbɯz
Аерма	ɒˈermɑ
лекцияләр	lˌektsijˈælær
күтәрелгән	kˌytærˈelɣæn
Премьер	prˈemʔer
князь	knjˈɑzʔ
урыннарны	ˌurɯnnˈɑrnɯ
Франкфурт	frˈɒnqfurt
телләрдән	tellˈærdæn
спектакльләрне	spˌeqtɑqɫʔɫˈærne
берлегенең	bˌerleɣˈeneŋ
бәйрәмнәренә	bˌæɪrˌæmnærˈenæ
кәгазьне	kæʁˈɑzʔne
төбәкне	tœbˈækne
Решат	rˈeʃɑt
эшләнгән	eʃlˈæŋɣæn
кайтып	qɒˈɪtɯp
кунакларны	qˌunɑqɫˈɑrnɯ
Екатеринбурда	jˌɯqɑtˌerinbˈurdɑ
вәкаләтләрне	wˌæqɑɫætlˈærne
югалтсак	juʁˈɑɫtsɑq
уставы	ustˈɑwɯ
министрлыгында	mˌinistrɫɯʁˈɯndɑ
укытыр	uqˈɯtɯr
телевидение	tˌelewˌidenˈie
сайлаулары	sˌɒɪɫˌɑuɫˈɑrɯ
Зәйнулла	zˌæɪnˈuɫɫɑ
килүен	kilˈyen
оптимизация	ˌoptimˌizɑtsˈijæ
Фәрхәд	fˈærxæd
Соңыннан	soŋˈɯnnɑn
Интернетның	ˌinternˈetnɯŋ
Уралда	urˈɑɫdɑ
кавказ	qˈɑwqɑz
Химик	xˈimik
бүләкләнгән	bˌylæklˈæŋɣæn
кысарга	qɯsˈɑrʁɑ
коммуникацияләр	qˌommunˌiqɑtsijˈælær
кытлыгы	qɯtɫˈɯʁɯ
ташлама	tɒʃɫˈɒmɑ
җирләнгән	ʑirlˈæŋɣæn
әтиебез	ˌætiˈebez
әйдәгез	ˌæɪdˈæɣez
шәхесе	ʃæxˈese
Югарыда	jˌuʁɑrˈɯdɑ
юллады	juɫɫˈɑdɯ
Җиңүчеләр	ʑˌiŋyɕˈelær
чиркәүгә	ɕˌirkæˈyɣæ
Соңнан	sˈoŋnɑn
үзләреннән	ˌyzlærˈennæn
хаклары	xɒqɫˈɒrɯ
булуымны	bˌuɫuˈɯmnɯ
күренеш	kyrˈeneʃ
Сәләт	sˈælæt
таныштырырга	tˌɒnɯʃtɯrˈɯrʁɑ
исбатлады	ˌisbɑtɫˈɑdɯ
шура	ʃˈurɑ
булмасмы	buɫmˈɑsmɯ
Локомотив	ɫˌoqomˈotiw
Урдага	urdˈɑʁɑ
кыйммәтләрне	qˌɯjmmætlˈærne
онытмыйлар	ˌonɯtmˈɯjɫɑr
калыпка	qɒɫˈɯpqɑ
кайгыларын	qˌɒɪʁɯɫˈɑrɯn
сайлаганнар	sˌɒɪɫɑʁˈɑnnɑr
банклар	bˈɒnqɫɒr
булмаучылар	bˌuɫmɑuɕˈɯɫɑr
ассамблеясы	ˌɒssɒmbɫejˈæsɯ
институтын	ˌinstitˈutɯn
басма	bˈɒsmɒ
бирмим	bˈirmim
һөҗүмнәрнең	hˌœʑymnˈærneŋ
сөйлим	sœˈɪlim
һөҗүменнән	hˌœʑymˈennæn
оныттылар	ˌonɯttˈɯɫɑr
урнына	urnˈɯnɑ
Нобель	nˈobelʔ
ябылу	jɑbˈɯɫu
әйтимме	ˌæɪtˈimme
күптәнге	kyptˈæŋɣe
Демонстрациячеләр	dˌemonstrˌɑtsijæɕˈelær
хөкемдары	xˌœkemdˈɑrɯ
мәгарифенә	mˌæʁɑrifˈenæ
баруы	bɒrˈuɯ
Анысы	ɒnˈɯsɯ
Умаров	umˈɑrow
ярдәмләшеп	jˌærdæmlˈæʃep
алышты	ɒɫˈɯʃtɯ
авыррак	ɑwˈɯrrɑq
Австралиянең	ˌɑwstrɑɫijˈæneŋ
Бернард	bˈernɑrd
иркенлек	irkˈenlek
тикшерүе	tˌikʃerˈye
килерлек	kilˈerlek
калыйк	qˈɒɫɯjq
Улы	ˈuɫɯ
тәмамланганнан	tˌæmɑmɫɑŋʁˈɑnnɑn
тармагы	tɒrmˈɒʁɯ
ассызыклап	ˌɒssɯzˈɯqɫɑp
файдаланалар	fˌɒɪdˌɑɫɑnˈɑɫɑr
башлаучылар	bˌɒʃɫɒuɕˈɯɫɑr
араларны	ˌɒrɒɫˈɑrnɯ
исемгә	isˈemɣæ
ашкан	ˈɒʃqɒn
капланган	qɒpɫˈɒŋʁɑn
Комитетның	qˌomitˈetnɯŋ
Земфира	zemfˈirɑ
оппозициядән	ˌoppozˌitsijˈædæn
Чарада	ɕɒrˈɒdɑ
Мәсәлән	mæsˈælæn
Британиядәге	brˌitɑnˌijædˈæɣe
башлаганын	bˌɒʃɫɒʁˈɑnɯn
мотлак	mˈotɫɑq
Камада	qɒmˈɒdɑ
кафесы	qɒfˈesɯ
куя	qˈujɑ
үскәч	ˈyskæɕ
башҡорт	bˈɒʃqort
янап	jˈɑnɑp
дәрәҗәсенә	dˌæræʑæsˈenæ
дәваланып	dˌæwɑɫˈɑnɯp
юлбашчы	juɫbˈɑʃɕɯ
көрәшә	kœrˈæʃæ
сәбәпле	sæbˈæple
Кариев	qɒrˈiew
килсә	kˈilsæ
Россиядә	rˌossijˈædæ
хисләре	xislˈære
Вәлиева	wˌæliˈewɑ
Авылдан	ɑwˈɯɫdɑn
язуларга	jˌɑzuɫˈɑrʁɑ
Апас	ˈɒpɒs
иткәннәрен	ˌitkænnˈæren
Әдһәмов	ædhˈæmow
платформа	pɫɒtfˈormɑ
еллыгы	jɯɫɫˈɯʁɯ
гимназиясен	ɣˌimnɑzijˈæsen
хатасыз	xɒtˈɒsɯz
горурлана	ʁˌorurɫˈɑnɑ
