bestridan	bestriːdɑn
tirgan	tirjɑn
frician	friːkiɑn
earlæppa	æ͜ɑːrlæppɑ
þreotan	θre͜oːtɑn
ystan	yːstɑn
infæreld	infæreld
middes	middes
miscian	miskiɑn
betredan	betredɑn
scræf	ʃræf
growan	ɡroːwɑn
afremdung	ɑːfremdunɡ
gecid	jet͡ʃiːd
augustus	ɑuɡustus
gemanian	jemɑniɑn
min	min
þinen	θiːnen
æscas	æʃʃɑs
hægl	xæjl
heafodpanne	xæ͜ɑːfodpɑnne
sufel	sufel
blacian	blɑːkiɑn
swa	swɑː
stealcung	stæ͜ɑlkunɡ
drægnett	dræjnett
æftercweþan	æfterkweθɑn
domeadig	doːmæ͜ɑːdij
ieldra	iy̯ldrɑ
geomrian	joːmriɑn
genyttian	jenyttiɑn
heteniþ	xeteniːθ
foreceorfan	foret͡ʃe͜orfɑn
adihtan	ɑːdixtɑn
eaþbene	æ͜ɑːθbeːne
tacor	tɑːkor
late	lɑte
hiwcuþlice	xiːwkuːθliːt͡ʃe
mægðe	mæjθe
sweger	swejer
gebur	jebuːr
orsorgness	orsorɡness
gesincan	jesinkɑn
hæbbende	hæbbende
ad	ɑːd
yfele	yfele
hefon	xefon
lim	liːm
healftrendel	xæ͜ɑlftrendel
onhyriend	onxyrjend
granu	ɡrɑnu
gelodwyrt	jelodwyrt
bæðhus	bæθxuːs
lanu	lɑnu
searuhabbend	sæ͜ɑruxɑbbend
cuma	kumɑ
fæge	fæːje
smearcian	smæ͜ɑrkiɑn
forca	forkɑ
alibban	ɑlibbɑn
plumtreow	pluːmtre͜oːw
forbod	forbod
gemittan	jemittɑn
leodgebyrga	le͜oːdjebyrjɑ
wig	wiːj
scinan	ʃiːnɑn
eodor	e͜odor
neol	ne͜oːl
tyhten	tyxten
leoht	le͜oːxt
ægru	æːjru
cristendom	kristendoːm
oflecgan	oflejjɑn
husel	xuːsel
scrud	ʃruːd
mand	mɑnd
igland	iːjlɑnd
gelendan	jelendɑn
uncer	unker
list	list
tahten	tɑːxten
suþ	suːθ
geondflowan	je͜ondfloːwɑn
ragu	rɑɡu
æppelbære	æppelbæːre
hryþerhyrde	xryːθerxyrde
cwiesan	kwi͜yːsɑn
gesmeag	jesmæ͜ɑːɡ
cweme	kweːme
ungleaw	unɡlæ͜ɑːw
cudele	kudele
gegaderung	jeɡɑderunɡ
fordruncnian	fordrunkniɑn
twentigoþa	tweːntiɡoθɑ
hyþ	xyːθ
afon	ɑːfoːn
ecg	ejj
þeodisc	θe͜oːdiʃ
treowlice	tre͜oːwliːt͡ʃe
romanisc	roːmɑːniʃ
fenn	fenn
gingest	jind͡ʒest
swealwe	swæ͜ɑlwe
æmyrge	æːmyrje
þyrst	θyrst
drefend	dreːfend
getæl	jetæl
bispel	biːspel
tynder	tynder
tosceadan	toːʃɑːdɑn
þurhgan	θurxɡɑːn
oftust	oftust
hyllan	xyllɑn
gesetednes	jesetednes
bebaðian	bebɑθiɑn
persoctreow	persoktre͜oːw
æwignes	æːwiɡnes
drenc	drent͡ʃ
synn	synn
gædere	ɡædere
reafian	ræ͜ɑːfiɑn
mæl	mæːl
hreman	xreːmɑn
liþe	liːθe
angelcirice	ɑnɡelt͡ʃirit͡ʃe
treowe	tre͜oːwe
fierst	fi͜yrst
anhaga	ɑːnxɑɡɑ
gripend	ɡriːpend
ofgiefan	ofji͜yfɑn
hiwræden	xiːwræːden
freslond	freːslond
iggoþ	ijjoθ
unmiltsiendlic	unmiltsiendliːt͡ʃ
hladan	xlɑdɑn
mymerian	mymeriɑn
becwæl	bekwæl
muga	muːɡɑ
clipian	klipiɑn
liflic	liːfliːt͡ʃ
gereccan	jerett͡ʃɑn
breostcearu	bre͜oːstt͡ʃæ͜ɑru
foster	foːster
geondsmeagan	je͜ondsmæ͜ɑːjɑn
hengst	xenkst
wiers	wi͜yrs
gediht	jedixt
ruh	ruːx
coc	koːk
carful	kɑrful
wop	woːp
oþcwelan	oθkwelɑn
endeleas	endelæ͜ɑːs
neowelnes	ne͜owelnes
gecnos	jeknos
eþelstol	eːθelstoːl
wid	wiːd
sæweard	sæːwæ͜ɑrd
fyrwit	fyrwit
tocnyssan	toːknyssɑn
þar	θɑːr
timbrung	timbrunɡ
lacnian	lɑːkniɑn
swegelwuldor	swejelwuldor
hlæder	xlæːder
wine	wine
sprecan	sprekɑn
grasian	ɡrɑsiɑn
gemetan	jemetɑn
tunglen	tunɡlen
mæg	mæj
geræde	jeræːde
gilp	jilp
uþwitegung	uːθwiteɡunɡ
gefrunon	jefruːnon
biscoprice	biʃʃopriːt͡ʃe
frefran	freːfrɑn
cwice	kwit͡ʃe
slæpan	slæːpɑn
bewlitan	bewliːtɑn
ealdorleas	æ͜ɑldorlæ͜ɑːs
ciricsang	t͡ʃirit͡ʃsɑnɡ
scipwyrhta	ʃipwyrxtɑ
gleaw	ɡlæ͜ɑːw
lim	lim
bog	boːɡ
mearg	mæ͜ɑrɡ
giedd	ji͜ydd
hol	xol
herigendlice	xerijendliːt͡ʃe
mægþe	mæjθe
lyt	lyːt
æscen	æʃʃen
grunnettan	ɡrunnettɑn
geatan	jæ͜ɑːtɑn
þrotbolla	θrotbollɑ
sceadu	ʃɑdu
sceamfæstness	ʃɑmfæstness
iernan	i͜yrnɑn
þistel	θistel
eaþmodian	æ͜ɑːθmoːdiɑn
landrest	lɑndrest
wiþerhlinian	wiθerxliniɑn
gewegan	jeweɡɑn
asmeagan	ɑːsmæ͜ɑːjɑn
gewyrtian	jewyrtiɑn
horn	xorn
eolet	e͜olet
lufu	lufu
fredan	freːdɑn
ciricweard	t͡ʃirit͡ʃwæ͜ɑrd
leoma	le͜oːmɑ
lang	lɑnɡ
gerar	jerɑːr
orsorg	orsorɡ
acweorna	ɑːkwe͜ornɑ
þurh	θurx
hamettan	xɑːmettɑn
stowlic	stoːwliːt͡ʃ
windig	windij
lenctenadl	lenktenɑːdl
andhweorfan	ɑndxwe͜orfɑn
mæþlan	mæθlɑn
gerd	jerd
ofweorpan	ofwe͜orpɑn
nieht	ni͜yxt
weorþung	we͜orθunɡ
besprecan	besprekɑn
hopian	xopiɑn
bineoþan	bine͜oθɑn
geriman	jeriːmɑn
smiþ	smiθ
gielpan	ji͜ylpɑn
getellan	jetellɑn
micelian	mit͡ʃeliɑn
susl	suːsl
ametendlic	ɑːmetendliːt͡ʃ
wolcen	wolken
cerdic	t͡ʃerdit͡ʃ
fulian	fuːliɑn
behliehhan	bexli͜yxxɑn
huru	xuːru
holen	xolen
east	æ͜ɑːst
dryhten	dryxten
segn	sejn
glidan	ɡliːdɑn
unnytnes	unnytnes
wræþþu	wræːθθu
þeorf	θe͜orf
geondlacan	je͜ondlɑːkɑn
orblede	orbleːde
dic	diːt͡ʃ
nigoþa	niɡoθɑ
mancynn	mɑnkynn
wuldorgifu	wuldorjifu
blanca	blɑnkɑ
forniman	fornimɑn
feoh	fe͜ox
ælle	ælle
swylce	swylt͡ʃe
hlæne	xlæːne
ænlic	æːnliːt͡ʃ
cyning	kyninɡ
wracu	wrɑku
gescildnes	jeʃildnes
ferræden	feːrræːden
þyncþ	θynkθ
agengecyrran	ɑjeːnjet͡ʃyrrɑn
geposu	jeposu
gesiþ	jesiːθ
wolberende	woːlberende
ahatan	ɑːxɑːtɑn
hana	xɑnɑ
pæþ	pæθ
dogor	doːɡor
elra	elrɑ
tungolcræft	tunɡolkræft
misfangen	misfɑnɡen
þearm	θæ͜ɑrm
tam	tɑm
pintreow	piːntre͜oːw
slapian	slɑːpiɑn
geminsian	jeminsiɑn
byrgen	byrjen
wagrift	wɑːɡrift
weden	weːden
cymen	kymen
guþfremmend	ɡuːθfremmend
abufan	ɑbuːfɑn
seox	se͜oks
tægel	tæjel
clæman	klæːmɑn
dreccan	drett͡ʃɑn
glengan	ɡlenjɑn
begietan	beji͜ytɑn
innecund	innekund
oferhycgan	oferxyjjɑn
brytta	bryttɑ
endian	endiɑn
borgian	borɡiɑn
citelian	t͡ʃiteliɑn
gewrit	jewrit
æðelboren	æθelboren
feortan	fe͜ortɑn
bedragan	bedrɑɡɑn
sceaft	ʃæ͜ɑft
feorm	fe͜orm
italia	itɑliɑ
lythwon	lyːtxwoːn
winterhus	winterxuːs
uncamprof	unkɑmproːf
hwa	xwɑː
sweartian	swæ͜ɑrtiɑn
sceon	ʃe͜oːn
forelar	foːrelɑːr
breost	bre͜oːst
gyltend	ɡyltend
spere	spere
mægester	mæjester
þoft	θoft
crawan	krɑːwɑn
toweard	toːwæ͜ɑrd
iecend	i͜yːt͡ʃend
butere	butere
hiere	hiy̯re
acumendlic	ɑːkumendliːt͡ʃ
beacniendlic	bæ͜ɑːkniendliːt͡ʃ
cristen	kristen
ungelic	unjeliːt͡ʃ
fultum	fultum
æboc	æːboːk
steore	ste͜oːre
fiþrian	fiθriɑn
wrecca	wrett͡ʃɑ
þer	θeːr
nyht	nyxt
heofonlic	xe͜ofonliːt͡ʃ
gee	jeː
hemeþe	xemeθe
wisdom	wiːsdoːm
firensynn	firensynn
oneardian	onæ͜ɑrdiɑn
balca	bɑlkɑ
swyþ	swyːθ
lyb	lyb
wohlic	woːxliːt͡ʃ
wiþig	wiːθij
campian	kɑmpiɑn
abelgan	ɑːbelɡɑn
hliep	xli͜yːp
ongietan	onji͜ytɑn
firgengat	firɡenɡɑːt
afremdan	ɑːfremdɑn
cypren	kypren
reaf	ræ͜ɑːf
myltestre	myltestre
uprihte	uprixte
benn	benn
francrice	frɑnkriːt͡ʃe
næron	næːron
manswerian	mɑːnswerjɑn
fiftig	fiːftij
sceadan	ʃæ͜ɑːdɑn
forsewennes	forsewennes
ceorles	t͡ʃe͜orles
stulor	stulor
cwead	kwæ͜ɑːd
getwin	jetwin
staþolfæstnung	stɑθolfæstnunɡ
swiþhelm	swiːθxelm
ceoce	t͡ʃe͜oːke
folcræden	folkræːden
æcced	ætt͡ʃed
dead	dæ͜ɑːd
wealhhafoc	wæ͜ɑlxxɑfok
geo	juː
cipp	t͡ʃipp
gewealcan	jewæ͜ɑlkɑn
lemian	lemiɑn
fordrugian	fordruːɡiɑn
ahliehhan	ɑːxli͜yxxɑn
begen	beːjen
sawere	sɑːwere
æðelcyning	æθelkyninɡ
helmian	xelmiɑn
niþfull	niːθfull
winterscur	winterʃuːr
edniwinga	edniːwinɡɑ
bleaþ	blæ͜ɑːθ
læceseax	læːt͡ʃesæ͜ɑks
gelysan	jelyːsɑn
anginn	ɑnjinn
godspellboc	ɡodspelboːk
gemearcod	jemæ͜ɑrkod
findig	findij
locian	loːkiɑn
fagettan	fɑːɡettɑn
axigendlic	ɑːksijendliːt͡ʃ
ficol	fikol
æfter	æfter
wesend	wesend
had	xɑːd
leac	læ͜ɑːk
ælc	æːlt͡ʃ
cægbora	kæːjborɑ
hwylca	xwylkɑ
asprungennes	ɑːsprunɡennes
sima	siːmɑ
dryhtguma	dryxtɡumɑ
ælareow	æːlɑːre͜oːw
hlifian	xlifiɑn
cliwen	kliːwen
geonddrencan	je͜onddrent͡ʃɑn
æwiscnes	æːwiʃnes
sexred	seksreːd
agrisan	ɑːɡriːsɑn
bosig	boːsij
greotan	ɡre͜oːtɑn
gewlencan	jewlent͡ʃɑn
trymman	trymmɑn
fæmnhad	fæːmnxɑːd
tæppere	tæppere
iergþu	i͜yrjθu
piporian	piporiɑn
lifleas	liːflæ͜ɑːs
tofaran	toːfɑrɑn
ealu	æ͜ɑlu
bocian	boːkiɑn
buc	buk
gewintred	jewintred
dihtian	dixtiɑn
gleawe	ɡlæ͜ɑːwe
pol	poːl
gangern	ɡɑnɡern
flanþracu	flɑːnθrɑku
siexteoþa	si͜ykste͜oːθɑ
tunggelælle	tunɡjelælle
scandhus	ʃɑndxuːs
wisa	wiːsɑ
unswefn	unswefn
cleopian	kle͜opiɑn
gebyrd	jebyrd
mos	mos
anemnan	ɑːnemnɑn
forþgan	forθɡɑːn
wandeweorpe	wɑndewe͜orpe
hat	xɑːt
edcwician	edkwikiɑn
wiþcostian	wiθkostiɑn
scear	ʃæ͜ɑr
blase	blɑse
seo	se͜oː
ielfsciene	i͜ylfʃi͜yːne
plega	pleɡɑ
dreorignes	dre͜oːrijnes
oferridan	oferriːdɑn
singrene	sinɡreːne
innancund	innɑnkund
mil	miːl
est	eːst
steap	stæ͜ɑːp
efenwyrcan	efenwyrt͡ʃɑn
cu	kuː
bewrecan	bewrekɑn
gumcynn	ɡumkynn
oferhleapan	oferxlæ͜ɑːpɑn
bufan	bufɑn
haligmonaþ	xɑːlijmoːnɑθ
lead	læ͜ɑːd
foldbold	foldbold
wit	wit
ran	rɑːn
bæron	bæːron
forscrincan	forʃrinkɑn
forwrecan	forwrekɑn
fordrincan	fordrinkɑn
druncen	drunken
ur	uːr
hreowan	xre͜oːwɑn
laurberige	lɑurberije
gereccednyss	jerett͡ʃednyss
forscyldig	forʃyldij
willa	willɑ
þæm	θæːm
witod	witod
oferbru	oferbruː
spilcan	spilt͡ʃɑn
gecierran	jet͡ʃi͜yrrɑn
fælsian	fæːlsiɑn
werc	werk
dæfte	dæfte
comb	komb
pipor	pipor
wealcan	wæ͜ɑlkɑn
sawel	sɑːwel
foreþencan	foreθent͡ʃɑn
forgnagan	forɡnɑɡɑn
gehæp	jexæp
anlipig	ɑːnliːpij
fyrhþ	fyrxθ
stunt	stunt
æspe	æspe
ungeendiendlic	unjeendi͜yndliːt͡ʃ
brysan	bryːsɑn
wiþcweþan	wiθkweθɑn
unhiersumnes	unxi͜yːrsumnes
breogo	bre͜oɡo
wicu	wiku
scorian	ʃoriɑn
gebæc	jebæk
nafogar	nɑfoɡɑːr
niþgrimm	niːθɡrimm
forswerian	forswerjɑn
smeag	smæ͜ɑːɡ
fedan	feːdɑn
neowollic	ne͜owolliːt͡ʃ
asprungen	ɑːsprunɡen
efenling	efenlinɡ
hæleð	xæleθ
hnitu	xnitu
nemnian	nemniɑn
wealcian	wæ͜ɑlkiɑn
witnes	witnes
cwenland	kweːnlɑnd
scyldig	ʃyldij
þeofscyldig	θe͜oːfʃyldij
dema	deːmɑ
meteseax	metesæ͜ɑks
middelfinger	middelfinɡer
godspellian	ɡodspelliɑn
tacan	tɑkɑn
swæþ	swæθ
folclar	folklɑːr
ascunung	ɑːʃuːnunɡ
calend	kɑlend
fregnan	frejnɑn
cystan	kystɑn
twentigfeald	tweːntijfæ͜ɑld
infaran	infɑrɑn
hoc	xoːk
halpenige	xɑlpenije
tæppestre	tæppestre
gewemmednys	jewemmednys
ungenemnendlic	unjenemnendliːt͡ʃ
tieran	ti͜yːrɑn
midd	midd
þegenboren	θejenboren
scola	ʃolɑ
dry	dryː
hearm	xæ͜ɑrm
bisæc	biːsæk
elpenbænen	elpenbæːnen
segnian	sejniɑn
unmihtlic	unmixtliːt͡ʃ
benotian	benotiɑn
beþian	beθiɑn
reþig	reːθij
sacu	sɑku
blatian	blɑːtiɑn
drenccuppe	drent͡ʃkuppe
beþringan	beθrinɡɑn
gleomann	ɡle͜oːmɑnn
forgeald	forjæɑ̯ld
misfo	misfoː
yþan	yːθɑn
finta	fintɑ
þeodloga	θe͜oːdloɡɑ
twidælan	twidæːlɑn
cidan	t͡ʃiːdɑn
hose	xose
saga	sɑɡɑ
fyrhus	fyːrxuːs
sceþþan	ʃeθθɑn
guþcræft	ɡuːθkræft
halignis	xɑːlijnis
æfen	æːfen
gehyran	jexyːrɑn
miltheortnis	miltxe͜ortnis
wintergewæde	winterjewæːde
fers	fers
ċ	t͡ʃ
forberstan	forberstɑn
liegyþ	li͜yːjyːθ
ryþþa	ryθθɑ
acwincan	ɑːkwinkɑn
gemanigfyldan	jemɑnijfyldɑn
wisnes	wiːsnes
hraþe	xrɑθe
tæcende	tæːt͡ʃende
forcyrrednes	fort͡ʃyrrednes
herþan	xerθɑn
wundorful	wundorful
bismor	bismor
loddere	loddere
hæft	xæft
flaniht	flɑːnixt
geldan	jeldɑn
sceld	ʃeld
þeode	θe͜oːde
gesealdnis	jesæ͜ɑldnis
byrde	byrde
laurtreow	lɑurtre͜oːw
belean	belæ͜ɑːn
fæstan	fæstɑn
bebugan	bebuːɡɑn
bæst	bæst
geteal	jetæ͜ɑl
þeodwrecan	θe͜oːdwrekɑn
sægdon	sæjdon
fyhtan	fyːxtɑn
agenslaga	ɑːɡenslɑɡɑ
yþhof	yːθxof
licnes	liːknes
fingeræppel	finɡeræppel
manaþ	mɑːnɑːθ
hwilc	xwilt͡ʃ
þurhwadan	θurxwɑdɑn
pintrywen	piːntryːwen
feohtan	fe͜oxtɑn
þeccan	θett͡ʃɑn
unwislice	unwiːsliːt͡ʃe
færeldfreols	færeldfre͜oːls
eowu	e͜oːwu
nam	nɑm
gegierwan	jeji͜yrwɑn
seam	sæ͜ɑːm
fyxen	fyksen
miss	miss
wad	wɑːd
cearig	t͡ʃæ͜ɑrij
yfelsian	yfelsiɑn
him	him
myndgian	myndɡiɑn
handcops	xɑndkops
forswelgan	forswelɡɑn
gardene	ɡɑːrdene
incer	inker
eaþmod	æ͜ɑːθmoːd
ofercuman	oferkumɑn
gerecednes	jeret͡ʃednes
neat	næ͜ɑːt
gemyþe	jemyːθe
wifleas	wiːflæ͜ɑːs
beddrida	beddridɑ
micellice	mit͡ʃelliːt͡ʃe
hænan	xæːnɑn
husbonda	xuːsbondɑ
mus	muːs
hrepung	xrepunɡ
folclic	folkliːt͡ʃ
hwar	xwɑːr
generian	jenerjɑn
spryttan	spryttɑn
cwicbeam	kwikbæ͜ɑːm
spætan	spæːtɑn
streawian	stræ͜ɑːwiɑn
winterset	winterset
ahleoþrian	ɑːxle͜oːθriɑn
gafolrand	ɡɑfolrɑnd
glæs	ɡlæs
æðelred	æθelred
ðurh	θurx
ealswa	æ͜ɑlswɑː
steopsunu	ste͜oːpsunu
twiecge	twiejje
feohgift	fe͜oxjift
unforbugendlic	unforbuɡendliːt͡ʃ
luflic	lufliːt͡ʃ
hyngrian	xynɡriɑn
cinn	t͡ʃinn
gifta	jiftɑ
fiþerian	fiθeriɑn
mildheortnes	mildxe͜ortnes
gaderung	ɡɑderunɡ
scipere	ʃipere
eacen	æ͜ɑːken
hore	xoːre
gimwyrhta	jimwyrxtɑ
leornian	le͜orniɑn
behydan	bexyːdɑn
eafora	æ͜ɑforɑ
heardian	xæ͜ɑrdiɑn
wræþan	wræːθɑn
gifol	jifol
earsþerl	æ͜ɑrsθerl
bygan	byːjɑn
linnan	linnɑn
geomor	joːmor
meltan	meltɑn
nymþe	nymθe
wrencan	wrent͡ʃɑn
nemniendlic	nemniendliːt͡ʃ
cweornstan	kwe͜ornstɑːn
twig	twij
minlic	minliːt͡ʃ
gespowan	jespoːwɑn
cese	t͡ʃeːse
bewealwian	bewæ͜ɑlwiɑn
cenning	kenninɡ
hæf	xæf
sweorcan	swe͜orkɑn
eþian	eːθiɑn
sot	soːt
hearpere	xæ͜ɑrpere
þan	θɑːn
ræswung	ræːswunɡ
þefel	θefel
diedan	di͜yːdɑn
weod	we͜oːd
hrop	xroːp
unfrodnes	unfroːdnes
fræfel	fræfel
forceorfan	fort͡ʃe͜orfɑn
wundian	wundiɑn
team	tæ͜ɑːm
scinban	ʃinbɑːn
dyppan	dyppɑn
mæþelern	mæθelern
utfæreld	uːtfæreld
recan	rekɑn
edcwic	edkwik
ciricran	t͡ʃirit͡ʃrɑːn
wigsmiþ	wiːjsmiθ
liflice	liːfliːt͡ʃe
gastcund	ɡɑːstkund
hunigsmæc	xunijsmæt͡ʃ
firen	firen
woriende	woːriende
gesihþ	jesixθ
tima	tiːmɑ
seglian	sejliɑn
wogian	woːɡiɑn
þurhblawan	θurxblɑːwɑn
gewrecan	jewrekɑn
sceogan	ʃoːjɑn
heran	xeːrɑn
isearn	iːsæ͜ɑrn
wæx	wæks
ungod	unɡoːd
seohtre	se͜oxtre
heahfæder	xæ͜ɑːxfæder
scamian	ʃɑmiɑn
selfcwala	selfkwɑlɑ
mæstan	mæstɑn
agalan	ɑːɡɑlɑn
worþ	worθ
wiergþu	wi͜yrɡθu
unfæger	unfæjer
misfenge	misfeːnɡe
gecorennes	jekorennes
scua	ʃuːɑ
warnian	wɑrniɑn
lufestice	lufestit͡ʃe
fulwian	fulwiɑn
aweorpan	ɑːwe͜orpɑn
fealwian	fæ͜ɑlwiɑn
ceace	t͡ʃæ͜ɑːke
feccan	fett͡ʃɑn
wuldorspedig	wuldorspeːdij
þrescold	θreʃʃold
swatþyrel	swɑːtθyːrel
gielp	ji͜ylp
cyssan	kyssɑn
werod	werod
blodreow	bloːdre͜oːw
forma	formɑ
scyte	ʃyte
entisc	entiʃ
cwele	kwele
sæd	sæːd
gemotern	jemoːtern
infaru	infɑru
mycel	myt͡ʃel
seon	se͜oːn
butan	buːtɑn
cneoht	kne͜oxt
laþlic	lɑːθliːt͡ʃ
ungesewenlic	unjesewenliːt͡ʃ
fram	frɑm
bealu	bæ͜ɑlu
tosawan	toːsɑːwɑn
hildedeor	xildede͜oːr
acwelan	ɑːkwelɑn
hocg	xoɡɡ
wuldorfæder	wuldorfæder
aþreotan	ɑːθre͜oːtɑn
wæl	wæl
æbylgan	æːbyljɑn
nasu	nɑsu
an	ɑːn
bugan	buːɡɑn
beatere	bæ͜ɑːtere
rin	riːn
geþingþu	jeθinɡθu
bydel	bydel
gehierdan	jexi͜yrdɑn
sprecol	sprekol
geholian	jexoliɑn
bieme	biːeme
þyncan	θynt͡ʃɑn
sure	suːre
spelian	speliɑn
gehrespan	ɡexrespɑn
mædwe	mæːdwe
rihtwis	rixtwiːs
unrihtwif	unrixtwiːf
gesiþscipe	jesiːθʃipe
hleo	xle͜oː
irland	iːrlɑnd
tungolbære	tunɡolbæːre
hean	xæ͜ɑːn
behatan	bexɑːtɑn
onhyrian	onxyrjɑn
berstan	berstɑn
treow	tre͜oːw
wærc	wært͡ʃ
heafola	xæ͜ɑfolɑ
eoforwic	e͜oforwiːt͡ʃ
dropa	dropɑ
tannian	tɑnniɑn
blot	bloːt
weccan	wett͡ʃɑn
heardung	xæ͜ɑrdunɡ
hrædlice	xrædliːt͡ʃe
dumbnes	dumbnes
gelonda	jelondɑ
uht	uːxt
ripan	riːpɑn
hlydan	xlyːdɑn
ellor	ellor
henep	xenep
sceot	ʃot
gecyrring	jet͡ʃyrrinɡ
leoþere	le͜oːθere
angenga	ɑːnɡenjɑ
wielisc	wi͜yːliʃ
þille	θille
andwist	ɑndwist
gehrinan	jexriːnɑn
siextig	si͜ykstij
soþ	soːθ
mihtlic	mixtliːt͡ʃ
seofa	se͜ofɑ
anda	ɑndɑ
samodwunung	sɑmodwununɡ
besceaduwian	beʃɑduwiɑn
forþberan	forθberɑn
dyfan	dyːfɑn
me	meː
hela	xeːlɑː
elþeod	elθe͜oːd
wemming	wemminɡ
popig	popij
smelting	smeltinɡ
ymbsceawian	ymbʃæ͜ɑːwiɑn
hæsl	xæsl
sinhweorfan	sinxwe͜orfɑn
plætt	plætt
stupian	stuːpiɑn
gyrwan	jyrwɑn
tacn	tɑːkn
bolde	bolde
benemnan	benemnɑn
oferspræc	oferspræːt͡ʃ
isiht	iːsixt
æþelian	æθeliɑn
endlefta	endleftɑ
side	siːde
hygeþrym	xyjeθrym
earfoþe	æ͜ɑrfoθe
mere	mere
heaþolac	xæ͜ɑθolɑːk
swaru	swɑru
wudufugol	wudufuɡol
waroþ	wɑroθ
buend	buːend
wæternædre	wæternæːdre
gesceft	jeʃeft
wind	wind
ceorlisc	t͡ʃe͜orliʃ
wrungon	wrunɡon
forhierdan	forxi͜yrdɑn
wiþsettan	wiθsettɑn
breadru	bræːɑ̯dru
halbære	xɑːlbæːre
beadu	bæ͜ɑdu
spræcful	spræːt͡ʃful
lætsum	lætsum
cwæden	kwæːden
hrafyl	xrɑːfyl
heort	xe͜ort
gyrdan	ɡyrdɑn
twin	twin
to	toː
help	xelp
ceosan	t͡ʃe͜oːsɑn
nihthræfn	nixtxræfn
earfoþhwil	æ͜ɑrfoθxwiːl
gehon	jexoːn
þurhsecan	θurxseːt͡ʃɑn
setlgang	setlɡɑnɡ
godspelltraht	ɡodspeltrɑxt
horselene	xorselene
witegestre	wiːteɡestre
geiecendlic	jei͜yːt͡ʃendliːt͡ʃ
ealles	æ͜ɑlles
cuhyrde	kuːxyrde
stocc	stokk
cuwon	kuwon
pæca	pæːt͡ʃɑ
spær	spær
worc	work
muþleas	muːθlæ͜ɑːs
clawu	klɑwu
holdscipe	xoldskipe
gewindan	jewindɑn
syrce	syrt͡ʃe
fiscian	fiskiɑn
wuldorbeag	wuldorbæ͜ɑːɡ
gerene	jereːne
læcan	læːt͡ʃɑn
heof	xe͜oːf
meowle	me͜oːwle
wisian	wiːsiɑn
pæcung	pæːt͡ʃunɡ
wiþmetenlic	wiθmetenliːt͡ʃ
micellic	mit͡ʃelliːt͡ʃ
spinel	spinel
scyldignes	ʃyldijnes
wecg	wejj
slidan	sliːdɑn
sinnan	sinnɑn
gymeleas	jyːmelæ͜ɑːs
agenspræc	ɑːɡenspræːt͡ʃ
cycel	kyt͡ʃel
asettan	ɑːsettɑn
soþtacen	soːθtɑːken
onbidan	onbiːdɑn
hærenfagol	xæːrenfɑɡol
gaast	ɡɑːst
somnian	somniɑn
geleaffull	jelæ͜ɑːffull
genihtsumung	jenixtsumunɡ
liþ	liθ
nigontiene	nijonti͜yːne
forwyrcan	forwyrt͡ʃɑn
tunne	tunne
hreppan	xreppɑn
riht	rixt
wæs	wæs
elpendban	elpendbɑːn
slæpleast	slæːplæ͜ɑːst
lædere	læːdere
æhta	æxtɑ
dædbotnes	dæːdboːtnes
loppestre	loppestre
geswigra	jeswijrɑ
rihtere	rixtere
geteon	jete͜oːn
wisleland	wiːslelɑnd
salig	sɑlij
bisig	bisij
mærsian	mæːrsiɑn
freodom	fre͜oːdoːm
buan	buːɑn
druncnian	drunkniɑn
eastan	æ͜ɑːstɑn
wilddeor	wildde͜oːr
widsiþ	wiːdsiːθ
þwirel	θwirel
gewritan	jewriːtɑn
halig	xɑːlij
triewe	tri͜yːwe
lagustræt	lɑɡustræːt
esol	esol
æþelu	æθelu
gelædan	jelæːdɑn
ofn	ofn
bonda	bondɑ
gewyrtbox	jewyrtboks
feter	feter
tæppian	tæppiɑn
angbreost	ɑnɡbre͜oːst
ceo	t͡ʃe͜oː
dohte	dohte
leger	lejer
begeondan	bejondɑn
sægrund	sæːɡrund
welisc	weːliʃ
trig	trij
husbryce	xuːsbryt͡ʃe
fellen	fellen
manfordædla	mɑːnfordæːdlɑ
weoroldræden	we͜oroldræːden
nieten	ni͜yːten
missan	missɑn
wann	wɑnn
sang	sɑnɡ
andustrian	ɑnduːstriɑn
sculan	ʃulɑn
geondspætan	je͜ondspæːtɑn
bedcleofa	bedkle͜ofɑ
stice	stit͡ʃe
fretan	fretɑn
wansælig	wɑnsæːlij
hyscan	xyʃʃɑn
earwicga	æ͜ɑːrwiɡɡɑ
stæfwis	stæfwiːs
ascian	ɑːskiɑn
hela	xeːlɑ
unsoþ	unsoːθ
delu	delu
agiemeleasian	ɑːji͜yːmelæ͜ɑːsiɑn
ætgædere	ætɡædere
rudduc	rudduk
bedufan	beduːfɑn
þennan	θennɑn
sæt	sæːt
turnian	turniɑn
brecþ	brekθ
geddung	jeddunɡ
orsawle	orsɑːwle
þornig	θornij
torn	torn
deaþslege	dæ͜ɑːθsleje
gebiddan	jebiddɑn
fitt	fitt
hwelc	xwelt͡ʃ
oustrefeld	oustrefeld
hæs	xæːs
genugan	jenuɡɑn
heapmælum	xæ͜ɑːpmæːlum
cleafa	klæ͜ɑːfɑ
hyngran	xynɡrɑn
hafoc	xɑfok
sceadian	ʃæ͜ɑdiɑn
rædfæst	ræːdfæst
tohyht	toːxyxt
ciefese	t͡ʃi͜yfese
