Певень	pʲˈɛvʲɛn
звоніць	zvˈonit̻͡͡s
каша	kˈɑʂa
патрапіць	patrˈɑpit̻͡͡s
НММ	nmm
атрымаеш	ˌatrɨmˈɑʲɛʂ
шафёр	ʂˈɑfʲɔr
Выконваемая	vˌɨkʌnvˌaʲɛmˈɑʲa
Асінаўка	ˌasinˈɑwka
адчыніліся	ˌadʈ͡͡ʂɨniɭˈisʲa
фірмай	fˈirmaj
кампазітарам	kˌampazitˈɑram
граніту	ɣranˈitu
падзення	padzʲˈɛnnʲa
Маленькі	maɭʲˈɛnki
алімпійцы	ˌaɭimpˈijt̻͡͡sɨ
святасці	svʲɪtˈɑst̻͡͡si
палітык	paɭˈitɨk
вяртлявай	vʲɪrtɭʲˈj͡avaj
цесных	t̻͡͡sʲˈɛsnɨx
грузападымальнасцю	ɣrˌuzapˌadɨmaɭnˈɑst̻͡͡sʲu
Канстанцінавіч	kˌanstant̻͡͡sinˈɑviʈ͡͡ʂ
ўсякая	wsʲɪkˈɑʲa
куплялі	kupɭʲˈj͡aɭi
распрацоўшчыкам	rˌasprat̻͡͡sʌwʂʈ͡͡ʂˈɨkam
Глыбоцкай	ɣɭɨbˈot̻͡͡skaj
бюджэтным	bʲudʐˈɛtnɨm
адмаўляў	admˈɑwɭʲɪw
тысяч	tˈɨsʲɪʈ͡͡ʂ
жывёльным	ʐɨvʲˈɔɭnɨm
сплаў	spɭˈɑw
Рэгіянальная	rˌɛɣiˌɪnaɭnˈɑʲa
Афармленне	ˌafarmɭʲˈɛnnʲɛ
сьвеце	svʲˈɛt̻͡͡sʲɛ
узнагароджаны	ˌuznaɣˌarʌdʐˈɑnɨ
глухі	ɣɭˈuxi
вагаецца	vˌaɣaʲˈɛt̻͡͡st̻͡͡sa
профільнага	prˌʌfiɭnˈɑɣa
абвінавачанне	ˌabvinˌavaʈ͡͡ʂˈɑnnʲɛ
Глебаў	ɣɭʲˈɛbaw
аднёсся	adnʲˈɔssʲa
задавальняе	zˌadavaɭnʲˈj͡aʲɛ
шанаваў	ʂanˈɑvaw
шчытамі	ʂʈ͡͡ʂɨtˈɑmi
дажджом	dˈɑʐdʐʌm
прафесій	prafʲˈɛsij
кол	kˈoɭ
Маска	mˈɑska
наменклатуру	nˌamʲɛnkɭatˈuru
убачылі	ˌubaʈ͡͡ʂˈɨɭi
Лазар	ɭˈɑzar
псіхолагам	psˌixʌɭˈɑɣam
раздзелу	razdzʲˈɛɭu
Расатам	rasˈɑtam
пячаць	pʲˈj͡aʈ͡͡ʂat̻͡͡s
ўразіць	wrˈɑzit̻͡͡s
Булька	bˈuɭka
адпускныя	ˌadpusknˈɨa
выкананні	vˌɨkanˈɑnni
вымагаюць	vˌɨmaɣˈɑʲut̻͡͡s
закрычала	zˌakrɨʈ͡͡ʂˈɑɭa
лепей	ɭʲˈɛpʲɛj
духоўнае	dˌuxʌwnˈɑʲɛ
карпарацый	kˌarparˈɑt̻͡͡sɨj
суняць	sˈunʲɪt̻͡͡s
дарогамі	dˌarʌɣˈɑmi
цікаўны	t̻͡͡sikˈɑwnɨ
пагранічнікаў	pˌaɣraniʈ͡͡ʂnˈikaw
факце	fˈɑkt̻͡͡sʲɛ
столікаў	stʌɭˈikaw
збалансаваным	zbˌaɭansavˈɑnɨm
хрысціянству	xrˌɨst̻͡͡siˈj͡anstvu
ваеннапалонных	vˌaʲɛnnˌapaɭˈonnɨx
Бярозаўскага	bʲˌɪrʌzawskˈɑɣa
чытачоў	ʈ͡͡ʂɨtˈɑʈ͡͡ʂʌw
заснаваным	zˌasnavˈɑnɨm
дыслакацыі	dˌɨsɭakat̻͡͡sˈɨi
экспартныя	ˌɛkspartnˈɨa
апрабацыі	ˌaprabat̻͡͡sˈɨi
інтанацыяй	ˌintanat̻͡͡sˈɨɪj
забяспечанасці	zˌabʲɪspʲˌɛʈ͡͡ʂanˈɑst̻͡͡si
самаарганізацыі	sˌamaˌarɣanˌizat̻͡͡sˈɨi
жэст	ʐˈɛst
Бывала	bɨvˈɑɭa
айцы	ˈɑjt̻͡͡sɨ
запасны	zapˈɑsnɨ
трактарам	traktˈɑram
сёньняшняй	sʲɔnnʲˈj͡aʂnʲɪj
педінстытуце	pʲˌɛdinstɨtˈut̻͡͡sʲɛ
нізкім	nˈizkim
Руская	ruskˈɑʲa
вэтэранаў	vˌɛtɛrˈɑnaw
гітлераўскіх	ɣˌitɭʲɛrˈɑwskix
Зубраня	zubrˈɑnʲa
саломка	saɭˈomka
маладзечанскіх	mˌaɭadzʲɛʈ͡͡ʂˈɑnskix
вузлом	vˈuzɭʌm
канфіскавалі	kˌanfiskavˈɑɭi
База	bˈɑza
цэхаў	t̻͡͡sˈɛxaw
скураная	skˌuranˈɑʲa
ручным	rˈuʈ͡͡ʂnɨm
разглядаючы	rˌazɣɭʲɪdaʲˈuʈ͡͡ʂɨ
паветраным	pˌavʲɛtrˈɑnɨm
Мсціслаўскага	mst̻͡͡sˌisɭawskˈɑɣa
разгледжаных	rˌazɣɭʲɛdʐˈɑnɨx
вашым	vˈɑʂɨm
Гарадной	ɣarˈɑdnʌj
першапачатковая	pʲˌɛrʂapˌaʈ͡͡ʂatkʌvˈɑʲa
адрасат	adrˈɑsat
дыстанцыя	dˌɨstant̻͡͡sˈɨa
прытокаў	prɨtˈokaw
прадстаўляем	prˌadstawɭʲˈj͡aʲɛm
размяшчаюцца	rˌazmʲɪʂʈ͡͡ʂaʲˈut̻͡͡st̻͡͡sa
радзівілаўскай	rˌadziviɭˈɑwskaj
важнейшую	vˌaʐnʲɛjʂˈuʲu
эксклюзіў	ɛkskɭʲˈuziw
перакананням	pʲˌɛrakanˈɑnnʲɪm
арганізацыйнымі	ˌarɣanˌizat̻͡͡sɨjnˈɨmi
ўласцівасці	wɭˌast̻͡͡sivˈɑst̻͡͡si
цыкла	t̻͡͡sˈɨkɭa
перашкаджала	pʲˌɛraʂkadʐˈɑɭa
гандлёвае	ɣˌandɭʲɔvˈɑʲɛ
пацыентамі	pˌat̻͡͡sɨɛntˈɑmi
сцверджанні	st̻͡͡svʲɛrdʐˈɑnni
кампрамісу	kˌampramˈisu
уяўнай	uʲˈj͡awnaj
страчваў	strˈɑʈ͡͡ʂvaw
Справядлівы	sprˌavʲɪdɭˈivɨ
краязнаўцамі	krˌaʲɪznawt̻͡͡sˈɑmi
Маладзёжны	mˌaɭadzʲˈɔʐnɨ
здагадваўся	zdˌaɣadvˈɑwsʲa
сказе	skˈɑzʲɛ
доўгачасовае	dˌʌwɣaʈ͡͡ʂˌasʌvˈɑʲɛ
камісары	kˌamisˈɑrɨ
надзейных	nadzʲˈɛjnɨx
мачавога	mˌaʈ͡͡ʂavˈoɣa
марфалагічныя	mˌarfaɭˌaɣiʈ͡͡ʂnˈɨa
Будзьма	bˈudzma
ўнівэрсытэт	wnˌivɛrsˈɨtɛt
адстаў	ˈɑdstaw
Рудкоўскага	rˌudkʌwskˈɑɣa
любілі	ɭʲubˈiɭi
прафсаюзных	prˌafsaʲˈuznɨx
родзічаў	rʌdzˈiʈ͡͡ʂaw
мадэрн	mˈɑdɛrn
Жыццёвы	ʐɨt̻͡͡st̻͡͡sʲˈɔvɨ
лёсы	ɭʲˈɔsɨ
рэвалюцый	rˌɛvaɭʲˈut̻͡͡sɨj
запісваў	zapˈisvaw
меры	mʲˈɛrɨ
завяшчанне	zˌavʲɪʂʈ͡͡ʂˈɑnnʲɛ
пазнаў	pˈɑznaw
рэстарацыі	rˌɛstarat̻͡͡sˈɨi
Азгура	azɣˈura
бясплатна	bʲɪspɭˈɑtna
удалы	udˈɑɭɨ
думала	dumˈɑɭa
кавалеры	kˌavaɭʲˈɛrɨ
печкі	pʲˈɛʈ͡͡ʂki
палітычных	pˌaɭitˈɨʈ͡͡ʂnɨx
верхам	vʲˈɛrxam
Данілам	danˈiɭam
Прызначаецца	prˌɨznaʈ͡͡ʂaʲˈɛt̻͡͡st̻͡͡sa
парасткі	parˈɑstki
вітаем	vitˈɑʲɛm
сярпы	sʲˈj͡arpɨ
хлапчукі	xɭapʈ͡͡ʂˈuki
лякарстваў	ɭʲɪkˈɑrstvaw
узмоцненыя	ˌuzmʌt̻͡͡snʲɛnˈɨa
папяровую	pˌapʲɪrʌvˈuʲu
вітаюць	vitˈɑʲut̻͡͡s
ледзьве	ɭʲˈɛdzvʲɛ
усведамленнем	ˌusvʲɛdamɭʲˈɛnnʲɛm
тэкстыльшчыкаў	tˌɛkstɨɭʂʈ͡͡ʂˈɨkaw
тэрміновая	tˌɛrminʌvˈɑʲa
скульптараў	skuɭptˈɑraw
зручнасцямі	zrˌuʈ͡͡ʂnast̻͡͡sʲˈj͡ami
Прыгожыя	prˌɨɣʌʐˈɨa
лініі	ɭinˈii
спявалі	spʲɪvˈɑɭi
кавярняў	kavʲˈj͡arnʲɪw
навізной	navˈiznʌj
Шпакоўскі	ʂpakˈowski
Леў	ɭʲˈɛw
кляштарны	kɭʲɪʂtˈɑrnɨ
развітых	razvˈitɨx
педкалектыў	pʲˌɛdkaɭʲˈɛktɨw
Сусветная	sˌusvʲɛtnˈɑʲa
пятага	pʲɪtˈɑɣa
вучні	vˈuʈ͡͡ʂni
прынесці	prɨnʲˈɛst̻͡͡si
адчужэнне	ˌadʈ͡͡ʂuʐˈɛnnʲɛ
ранавата	rˌanavˈɑta
тэлепраграмы	tˌɛɭʲɛpraɣrˈɑmɨ
брыдкія	brɨdkˈia
тэмаю	tɛmˈɑʲu
гатовы	ɣatˈovɨ
мелодыямі	mʲˌɛɭʌdɨˈj͡ami
здасца	zdˈɑst̻͡͡sa
памылку	pamˈɨɭku
Кансультацыі	kˌansuɭtat̻͡͡sˈɨi
Захоўваць	zaxˈowvat̻͡͡s
Самуэля	sˌamuˈɛɭʲa
хвалебнага	xvˌaɭʲɛbnˈɑɣa
дзяржзаказ	dzʲɪrʐzˈɑkaz
семак	sʲˈɛmak
Ластоўскага	ɭˌastʌwskˈɑɣa
ўкраінскаму	wkrˌainskˈɑmu
капіраваць	kˌapirˈɑvat̻͡͡s
вызначальныя	vˌɨznaʈ͡͡ʂaɭnˈɨa
салідарнасьць	sˌaɭidˈɑrnast̻͡͡s
падзяляючы	pˌadzʲɪɭʲɪˈuʈ͡͡ʂɨ
Народаў	narˈodaw
ўтварэньня	wtvarˈɛnnʲa
вызваляць	vɨzvˈɑɭʲɪt̻͡͡s
Знойдзены	znʌjdzʲˈɛnɨ
МедыяБарКэмп	mʲɛdˈɨabˈɑrkˈɛmp
Парадаксальна	pˌaradaksˈɑɭna
Комплексная	kˌʌmpɭʲɛksnˈɑʲa
каменем	kamʲˈɛnʲɛm
Прыпяцкага	prˌɨpʲɪt̻͡͡skˈɑɣa
парафіяльных	pˌarafiˈj͡aɭnɨx
партнёры	partnʲˈɔrɨ
Гэты	ɣˈɛtɨ
абстрагавацца	ˌabstraɣavˈɑt̻͡͡st̻͡͡sa
апаратурай	ˌaparatˈuraj
Таінства	taˈinstva
Прыйдзі	prˈɨjdzi
хворымі	xvʌrˈɨmi
абароне	ˌabarˈonʲɛ
гасцявы	ɣast̻͡͡sʲˈj͡avɨ
кангрэс	kˈɑnɣrɛs
ванна	vˈɑnna
Цэцыліі	t̻͡͡sˌɛt̻͡͡sɨɭˈii
егіпцяне	ʲˌɛɣipt̻͡͡sʲˈj͡anʲɛ
выдзялялі	vˌɨdzʲɪɭʲˈj͡aɭi
гарачых	ɣarˈɑʈ͡͡ʂɨx
абрынуцца	ˌabrɨnˈut̻͡͡st̻͡͡sa
Хрыстовы	xrɨstˈovɨ
духоўнаму	dˌuxʌwnˈɑmu
маскоўскі	maskˈowski
гітары	ɣitˈɑrɨ
прэзерватываў	prˌɛzʲɛrvatˈɨvaw
анёлаў	anʲˈɔɭaw
аўтографам	ˌawtʌɣrˈɑfam
візітоўкі	vˌizitˈowki
варожы	varˈoʐɨ
практычна	praktˈɨʈ͡͡ʂna
прыблізны	prɨbɭˈiznɨ
Камоцкая	kˌamʌt̻͡͡skˈɑʲa
ўваскрослага	wvˌaskrʌsɭˈɑɣa
неўміручы	nʲˌɛwmirˈuʈ͡͡ʂɨ
медыя	mʲɛdˈɨa
Глядзелі	ɣɭʲɪdzʲˈɛɭi
сталым	stˈɑɭɨm
прысуджэнне	prˌɨsudʐˈɛnnʲɛ
цэглу	t̻͡͡sˈɛɣɭu
хаджу	xˈɑdʐu
бар	bˈɑr
сродкаў	srˈodkaw
Амбросавічах	ˌambrʌsavˈiʈ͡͡ʂax
бубны	bˈubnɨ
кляшча	kɭʲˈj͡aʂʈ͡͡ʂa
халадзільнікам	xˌaɭadziɭnˈikam
сцэнічны	st̻͡͡sɛnˈiʈ͡͡ʂnɨ
наёмных	naʲˈɔmnɨx
заведзена	zˌavʲɛdzʲˈɛna
змарнаваны	zmˌarnavˈɑnɨ
паблажліва	pˌabɭaʐɭˈiva
дамініканаў	dˌaminikˈɑnaw
Застаючыся	zˌastaʲuʈ͡͡ʂˈɨsʲa
выбраннікі	vˌɨbrannˈiki
пазлы	pˈɑzɭɨ
Перавезці	pʲˌɛravʲˈɛzt̻͡͡si
ступала	stupˈɑɭa
садовым	sadˈovɨm
старэйшай	starˈɛjʂaj
вандроўных	vandrˈownɨx
суседнічаюць	sˌusʲɛdniʈ͡͡ʂˈɑʲut̻͡͡s
дзялілі	dzʲɪɭˈiɭi
Сумленна	sumɭʲˈɛnna
Валадарствам	vˌaɭadˈɑrstvam
высокая	vˌɨsʌkˈɑʲa
Калонка	kaɭˈonka
дзённым	dzʲˈɔnnɨm
усякі	usʲˈj͡aki
пацвярджаў	pat̻͡͡svʲˈj͡ardʐaw
палігон	paɭˈiɣʌn
Тэма	tˈɛma
кветкам	kvʲˈɛtkam
газэтах	ɣazˈɛtax
вырашаем	vˌɨraʂˈɑʲɛm
Рыбака	rɨbˈɑka
мільёна	miɭʲˈɔna
сне	snʲˈɛ
ражок	rˈɑʐʌk
льнокамбіната	ɭnˌʌkambinˈɑta
агародам	ˌaɣarˈodam
закупак	zakˈupak
аўтэнтычны	ˌawtɛntˈɨʈ͡͡ʂnɨ
прыхільніцай	prˌɨxiɭnˈit̻͡͡saj
райваенкамат	rˌajvaʲɛnkˈɑmat
фінскую	finskˈuʲu
здалі	zdˈɑɭi
сыночка	sɨnˈoʈ͡͡ʂka
скарбонка	skarbˈonka
адмаўляемся	ˌadmawɭʲɪˈɛmsʲa
Галоўнымі	ɣˌaɭʌwnˈɨmi
рашучасьці	rˌaʂuʈ͡͡ʂˈɑst̻͡͡si
арганізуюцца	ˌarɣanˌizuʲˈut̻͡͡st̻͡͡sa
шчыміць	ʂʈ͡͡ʂˈɨmit̻͡͡s
выратавальнай	vˌɨratavˈɑɭnaj
страйку	strˈɑjku
даведкі	davʲˈɛdki
Ліхадзедаў	ɭˌixadzʲˈɛdaw
зберагаць	zbʲɛrˈɑɣat̻͡͡s
пысе	pˈɨsʲɛ
манапалістам	mˌanapaɭˈistam
Філімонава	fˌiɭimʌnˈɑva
вітацца	vitˈɑt̻͡͡st̻͡͡sa
сядзелі	sʲɪdzʲˈɛɭi
абставінам	ˌabstavˈinam
кальцавой	kaɭt̻͡͡sˈɑvʌj
расследаванні	rˌassɭʲɛdavˈɑnni
дамаўляюцца	dˌamawɭʲɪˈut̻͡͡st̻͡͡sa
ўтраіх	wtrˈɑix
Дзікевіч	dzikʲˈɛviʈ͡͡ʂ
ўласнымі	wɭasnˈɨmi
Валюк	vˈɑɭʲuk
сведкамі	svʲɛdkˈɑmi
паспяховы	pˌaspʲɪxˈovɨ
рамантычных	rˌamantˈɨʈ͡͡ʂnɨx
перапаўняюць	pʲˌɛrapawnʲˈj͡aʲut̻͡͡s
Случ	sɭˈuʈ͡͡ʂ
сумуе	sumˈuʲɛ
кліча	kɭˈiʈ͡͡ʂa
крэдытамі	krˌɛdɨtˈɑmi
ваяўнічага	vˌaʲɪwniʈ͡͡ʂˈɑɣa
першаснага	pʲˌɛrʂasnˈɑɣa
апавядальнік	ˌapavʲɪdˈɑɭnik
параду	parˈɑdu
носьбітам	nʌsbˈitam
экранізацыя	ˌɛkranˌizat̻͡͡sˈɨa
няпраўды	nʲɪprˈɑwdɨ
Фабіян	fabˈiɪn
мэдыцыны	mˌɛdɨt̻͡͡sˈɨnɨ
Царука	t̻͡͡sarˈuka
прыбегла	prɨbʲˈɛɣɭa
Сапраўдную	sˌaprawdnˈuʲu
крызісу	krɨzˈisu
райцэнтр	rˈɑjt̻͡͡sɛntr
Ганцаўшчына	ɣˌant̻͡͡sawʂʈ͡͡ʂˈɨna
Машыны	maʂˈɨnɨ
Часлава	ʈ͡͡ʂasɭˈɑva
пераследуе	pʲˌɛrasɭʲɛdˈuʲɛ
Пільна	pˈiɭna
ўзнаўленне	wznawɭʲˈɛnnʲɛ
меншай	mʲˈɛnʂaj
Ваўкавыска	vˌawkavˈɨska
Зьмітра	zmˈitra
вочы	vˈoʈ͡͡ʂɨ
Невядомы	nʲˌɛvʲɪdˈomɨ
заснавалі	zˌasnavˈɑɭi
Пуслоўскіх	pusɭˈowskix
мураваныя	mˌuravanˈɨa
ўкладвае	wkɭadvˈɑʲɛ
Журавель	ʐurˈɑvʲɛɭ
прыстойнае	prˌɨstʌjnˈɑʲɛ
Сябрам	sʲˈj͡abram
папам	pˈɑpam
заканчваць	zakˈɑnʈ͡͡ʂvat̻͡͡s
выканання	vˌɨkanˈɑnnʲa
імены	imʲˈɛnɨ
ценямі	t̻͡͡sʲɛnʲˈj͡ami
Катэхетычным	kˌatɛxʲɛtˈɨʈ͡͡ʂnɨm
серады	sʲɛrˈɑdɨ
падлікаў	padɭˈikaw
грэшнікам	ɣrɛʂnˈikam
спецыялізуюцца	spʲˌɛt̻͡͡sɨˌɪɭizuʲˈut̻͡͡st̻͡͡sa
генетычнага	ɣʲˌɛnʲɛtɨʈ͡͡ʂnˈɑɣa
хорах	xˈorax
сэрцы	sˈɛrt̻͡͡sɨ
прасоўванні	prˌasʌwvˈɑnni
Агульныя	ˌaɣuɭnˈɨa
ансамбляў	ansˈɑmbɭʲɪw
Бывалі	bɨvˈɑɭi
надзейная	nˌadzʲɛjnˈɑʲa
азначэньня	ˌaznaʈ͡͡ʂˈɛnnʲa
дэталяў	dɛtˈɑɭʲɪw
урада	urˈɑda
Островецкого	ˌʌstrʌvʲɛt̻͡͡skˈoɣʌ
прабег	prˈɑbʲɛɣ
чымсці	ʈ͡͡ʂˈɨmst̻͡͡si
пройгрыш	prˈojɣrɨʂ
танцаваў	tant̻͡͡sˈɑvaw
Ведае	vʲɛdˈɑʲɛ
ўсьведамленьне	wsvʲˌɛdamɭʲˈɛnnʲɛ
Універсітэту	ˌunivʲˌɛrsitˈɛtu
ўбрана	wbrˈɑna
часнок	ʈ͡͡ʂˈɑsnʌk
мілі	mˈiɭi
Ды	dˈɨ
каналам	kanˈɑɭam
кодэксам	kʌdˈɛksam
гарматаў	ɣarmˈɑtaw
населенага	nˌasʲɛɭʲɛnˈɑɣa
дошчачкі	dʌʂʈ͡͡ʂˈɑʈ͡͡ʂki
вызначаны	vˌɨznaʈ͡͡ʂˈɑnɨ
гульню	ɣˈuɭnʲu
легкавыя	ɭʲˌɛɣkavˈɨa
Макоўскага	mˌakʌwskˈɑɣa
ракурс	rˈɑkurs
актыўны	aktˈɨwnɨ
прыказак	prɨkˈɑzak
прывезлі	prɨvʲˈɛzɭi
заклікаючы	zˌakɭikaʲˈuʈ͡͡ʂɨ
местах	mʲˈɛstax
інструмэнтам	ˌinstrumˈɛntam
ўласна	wɭˈɑsna
абласьцей	abɭˈɑst̻͡͡sʲɛj
нядрэннай	nʲɪdrˈɛnnaj
аўтэнтычную	ˌawtɛntɨʈ͡͡ʂnˈuʲu
затрачана	zˌatraʈ͡͡ʂˈɑna
прадала	pradˈɑɭa
цяжкасьці	t̻͡͡sʲɪʐkˈɑst̻͡͡si
кажа	kˈɑʐa
незнарок	nʲɛznˈɑrʌk
перавярнулі	pʲˌɛravʲɪrnˈuɭi
Ружанцы	ruʐˈɑnt̻͡͡sɨ
культавы	kuɭtˈɑvɨ
каштоўнасцях	kˌaʂtʌwnˈɑst̻͡͡sʲɪx
рыбаловы	rˌɨbaɭˈovɨ
Яна	ʲˈj͡ana
выгаднай	vɨɣˈɑdnaj
Лісоўскі	ɭisˈowski
дашліце	daʂɭˈit̻͡͡sʲɛ
сігнала	siɣnˈɑɭa
мемуараў	mʲˌɛmuˈɑraw
пачынайце	pˌaʈ͡͡ʂɨnˈɑjt̻͡͡sʲɛ
этна	ˈɛtna
чутна	ʈ͡͡ʂˈutna
трывалую	trˌɨvaɭˈuʲu
аканом	akˈɑnʌm
правапарушэнні	prˌavapˌaruʂˈɛnni
апазыцыйных	ˌapazɨt̻͡͡sˈɨjnɨx
роды	rˈodɨ
вадзіць	vˈɑdzit̻͡͡s
страцяць	strˈɑt̻͡͡sʲɪt̻͡͡s
Тэры	tˈɛrɨ
Параўнанне	pˌarawnˈɑnnʲɛ
ванне	vˈɑnnʲɛ
адданасць	addˈɑnast̻͡͡s
складзе	skɭˈɑdzʲɛ
сонныя	sʌnnˈɨa
натхняць	nˈɑtxnʲɪt̻͡͡s
здаровага	zdˌarʌvˈɑɣa
Санаторый	sˌanatˈorɨj
парадаваліся	pˌaradˌavaɭˈisʲa
Заадно	zaˈɑdnʌ
рэзалюцыю	rˌɛzaɭʲut̻͡͡sˈɨu
адбівае	ˌadbivˈɑʲɛ
педаль	pʲˈɛdaɭ
Бацьку	bˈɑt̻͡͡sku
рабоў	rˈɑbʌw
Вырашэнне	vˌɨraʂˈɛnnʲɛ
папулярнае	pˌapuɭʲɪrnˈɑʲɛ
адзінствам	adzˈinstvam
выпрацоўваецца	vˌɨprat̻͡͡sˌʌwvaʲˈɛt̻͡͡st̻͡͡sa
Бенедзікт	bʲɛnʲˈɛdzikt
пажылая	pˌaʐɨɭˈɑʲa
рэкламаваць	rˌɛkɭamˈɑvat̻͡͡s
ланцугі	ɭant̻͡͡sˈuɣi
перайменавана	pʲˌɛrajmʲˌɛnavˈɑna
таварыскі	tˌavarˈɨski
Кальцова	kaɭt̻͡͡sˈova
удвая	udvˈɑʲa
Білі	bˈiɭi
гроша	ɣrˈoʂa
аматарскія	ˌamatarskˈia
Астравецкую	ˌastravʲɛt̻͡͡skˈuʲu
Ярка	ʲˈj͡arka
нарачанскай	nˌaraʈ͡͡ʂˈɑnskaj
загучыць	zaɣˈuʈ͡͡ʂɨt̻͡͡s
нябесным	nʲɪbʲˈɛsnɨm
Ганцавічах	ɣˌant̻͡͡savˈiʈ͡͡ʂax
Вадасховішча	vˌadasxʌvˈiʂʈ͡͡ʂa
біскуп	bˈiskup
дыяспара	dˌɨɪspˈɑra
перадавых	pʲˌɛradˈɑvɨx
Ўкраіне	wkraˈinʲɛ
Мальцава	maɭt̻͡͡sˈɑva
датэрміновых	dˌatɛrminˈovɨx
Таліна	taɭˈina
поштай	pˈoʂtaj
прапаноўваю	prˌapanʌwvˈɑʲu
Беззаганная	bʲˌɛzzaɣannˈɑʲa
вазках	vˈɑzkax
уласна	uɭˈɑsna
асвячальнай	ˌasvʲɪʈ͡͡ʂˈɑɭnaj
пакрываецца	pˌakrɨvaʲˈɛt̻͡͡st̻͡͡sa
высьветлілася	vˌɨsvʲɛtɭiɭˈɑsʲa
чал	ʈ͡͡ʂˈɑɭ
упоперак	ˌupʌpʲˈɛrak
памыцца	pamˈɨt̻͡͡st̻͡͡sa
Ганаровую	ɣˌanarʌvˈuʲu
Галавача	ɣˌaɭavˈɑʈ͡͡ʂa
варта	vˈɑrta
прыплод	prˈɨpɭʌd
значнасцю	znaʈ͡͡ʂnˈɑst̻͡͡sʲu
масток	mˈɑstʌk
прэзэнтацыі	prˌɛzɛntat̻͡͡sˈɨi
грыбамі	ɣrɨbˈɑmi
Познані	pʌznˈɑni
Скажам	skˈɑʐam
правілу	pravˈiɭu
абразіў	abrˈɑziw
зацікавіць	zˌat̻͡͡sikˈɑvit̻͡͡s
перасяленні	pʲˌɛrasʲɪɭʲˈɛnni
адсунуў	adsˈunuw
Юрлевіч	ʲurɭʲˈɛviʈ͡͡ʂ
сучасная	sˌuʈ͡͡ʂasnˈɑʲa
свайго	svˈɑjɣʌ
параметрам	pˌaramʲˈɛtram
папулярнасьці	pˌapuɭʲɪrnˈɑst̻͡͡si
казацкага	kˌazat̻͡͡skˈɑɣa
выставачную	vˌɨstavaʈ͡͡ʂnˈuʲu
стаянка	staʲˈj͡anka
адмаўляецца	ˌadmawɭʲɪˈɛt̻͡͡st̻͡͡sa
падтрымана	pˌadtrɨmˈɑna
падвялі	padvʲˈj͡aɭi
но	nˈo
стандартаў	standˈɑrtaw
бясспрэчная	bʲˌɪssprɛʈ͡͡ʂnˈɑʲa
паказваліся	pˌakazvaɭˈisʲa
узнімаецца	ˌuznimaʲˈɛt̻͡͡st̻͡͡sa
Ушачского	ˌuʂaʈ͡͡ʂskˈoɣʌ
напіткамі	nˌapitkˈɑmi
аддзяленню	ˌaddzʲɪɭʲˈɛnnʲu
якая	ʲɪkˈɑʲa
кіслот	kˈisɭʌt
спагнанняў	spaɣnˈɑnnʲɪw
ўзгадаць	wzɣˈɑdat̻͡͡s
упрыгожваюць	ˌuprɨɣʌʐvˈɑʲut̻͡͡s
плацежных	pɭat̻͡͡sʲˈɛʐnɨx
Каваленкі	kˌavaɭʲˈɛnki
УА	ˈua
цьмянае	t̻͡͡smʲɪnˈɑʲɛ
Дарогу	darˈoɣu
вырабіў	vɨrˈɑbiw
даільных	daˈiɭnɨx
Урачыстасць	ˌuraʈ͡͡ʂˈɨstast̻͡͡s
маслазавод	mˌasɭazˈɑvʌd
пашлюць	pˈɑʂɭʲut̻͡͡s
агародаў	ˌaɣarˈodaw
асвятляліся	ˌasvʲɪtɭʲɪɭˈisʲa
грандыёзных	ɣrˌandɨˈɔznɨx
страхамі	straxˈɑmi
выхадзец	vɨxˈɑdzʲɛt̻͡͡s
напаўняліся	nˌapawnʲɪɭˈisʲa
паказвала	pˌakazvˈɑɭa
Якое	ʲɪkˈoʲɛ
падазрэнне	pˌadazrˈɛnnʲɛ
Загінуў	zaɣˈinuw
даруй	dˈɑruj
Савецкае	sˌavʲɛt̻͡͡skˈɑʲɛ
хаваюцца	xˌavaʲˈut̻͡͡st̻͡͡sa
Апрануты	ˌapranˈutɨ
Важная	vaʐnˈɑʲa
Лілія	ɭiɭˈia
кранальная	krˌanaɭnˈɑʲa
ягада	ʲɪɣˈɑda
Брусель	brˈusʲɛɭ
уносіць	unˈosit̻͡͡s
Райчонак	rajʈ͡͡ʂˈonak
Янчанка	ʲɪnʈ͡͡ʂˈɑnka
рознабакова	rˌʌznabakˈova
кусце	kˈust̻͡͡sʲɛ
чатырнаццаты	ʈ͡͡ʂˌatɨrnat̻͡͡st̻͡͡sˈɑtɨ
садзейнічала	sˌadzʲɛjniʈ͡͡ʂˈɑɭa
канцэптуальным	kˌant̻͡͡sɛptuˈɑɭnɨm
Паўлаўна	pawɭˈɑwna
рэпертуарам	rˌɛpʲɛrtuˈɑram
палеглых	paɭʲˈɛɣɭɨx
Ягады	ʲɪɣˈɑdɨ
надзённым	nadzʲˈɔnnɨm
рэзка	rˈɛzka
прагнозаў	praɣnˈozaw
прафсаюз	prafsˈɑʲuz
вежа	vʲˈɛʐa
атрымоўваецца	ˌatrɨmˌʌwvaʲˈɛt̻͡͡st̻͡͡sa
пагляд	pˈɑɣɭʲɪd
Афіша	afˈiʂa
мультымедыя	mˌuɭtɨmʲɛdˈɨa
недарэчна	nʲˌɛdarˈɛʈ͡͡ʂna
ведамасных	vʲˌɛdamˈɑsnɨx
намаляваная	nˌamaɭʲˌɪvanˈɑʲa
