pozitif	pozitˈɪf
larında	ɫaɾɯndˈa
Benin	benˈɪn
gezilerde	ɟezilɛrdˈɛ
galakside	ɡaɫaksidˈɛ
Blazers	bɫazˈɛrs
aktivitesini	aktivitesinˈɪ
bekletilir	bɛkletilˈɪr
Leslie	lɛsliˈɛ
Norton	nɔrtˈɔn
karşılaştığını	karʃɯɫaʃtɯɯɯnˈɯ
yaklaşımlarını	jakɫaʃɯmɫaɾɯnˈɯ
Örgütü	œrɟytˈø
demiryolu	demɪrjoɫˈʊ
almasa	ˈaɫmasa
göreve	ɟœɾevˈɛ
İstemci	ɪstæmd͡ʒˈɪ
aylardır	ajɫˈardɯr
özetleme	œzˈɛtlemɛ
öğrenciye	œːɾænd͡ʒijˈɛ
başarısızlığa	baʃaɾɯsɯzɫɯɯˈa
kullanabiliyordu	kʊɫɫanabilˈijɔrdʊ
arazide	aɾazidˈɛ
Große	ɡrˈosɛ
Konsorsiyum	kɔnsɔrsˈijʊm
Koba	kobˈa
oturmayı	otˈʊrmajɯ
Olasılıkla	oɫasɯɫˈɯkɫa
yetiştirmesi	jetɪʃtɪrmesˈɪ
Knights	knˈɪɟhts
boyutundaki	bojutʊndakˈɪ
Tanımı	tˈanɯmɯ
kristalize	krɪstˈalizɛ
yorumlanan	joɾʊmɫanˈan
ısıtılan	ɯsɯtɯɫˈan
beslenmenin	bɛslˈænmenɪn
Back	bˈad͡ʒk
birleşmeyi	bɪrlˈɛʃmejɪ
kurulunda	kuɾuɫʊndˈa
azınlıkları	azɯnɫɯkɫaɾˈɯ
bataklığa	batakɫɯɯˈa
Kupasında	kupasɯndˈa
Karmaşık	karmaʃˈɯk
gölünün	ɟœlynˈøn
etrafının	ɛtrafɯnˈɯn
Avon	avˈɔn
ilaçla	iɫˈat͡ʃɫa
konuşmaktadırlar	konʊʃmaktˈadɯrɫar
Marcel	mard͡ʒˈæl
topraklarının	tɔprakɫaɾɯnˈɯn
kuşatılması	kuʃatɯɫmasˈɯ
beyit	bejˈɪt
Karşılaştırmalı	karʃɯɫaʃtˈɯrmaɫɯ
basıncının	basɯnd͡ʒɯnˈɯn
metotlarla	metɔtɫˈarɫa
Swift	swˈɪft
gerçekleştirdi	ɟɛrt͡ʃɛklˈɛʃtɪrdɪ
hafifçe	hafˈɪft͡ʃɛ
Süt	sˈøt
olanaksızdır	oɫanˈaksɯzdɯr
kolsuz	kˈɔɫsʊz
göçün	ɟœt͡ʃˈøn
Blackpool	bɫad͡ʒkpoˈɔɫ
kesişme	kesˈɪʃmɛ
tutumundan	tutumʊndˈan
derinlerde	deɾɪnlɛrdˈɛ
kullanılmamaktadır	kʊɫɫanɯɫmamaktˈadɯr
Sungurlu	sʊnɡʊrɫˈʊ
yıldızsal	jɯɫdɯzsˈaɫ
muharebede	muhaɾebedˈɛ
büyükanne	byjykannˈɛ
etmişti	ɛtmɪʃtˈɪ
gördüğü	ɟœrdˈøː
naylon	najɫˈɔn
saldırdıktan	saɫdɯrdɯktˈan
kaldırılmasını	kaɫdɯɾɯɫmasɯnˈɯ
gösterebileceği	ɟœsteɾebiled͡ʒejˈɪ
Kubbealtı	kubːeaɫtˈɯ
kalacaklarını	kaɫad͡ʒakɫaɾɯnˈɯ
tanımlamanın	tanɯmɫˈamanɯn
Derecesi	deɾed͡ʒesˈɪ
cihazıdır	d͡ʒihazˈɯdɯr
tartışmalar	tartˈɯʃmaɫar
taraftarları	taɾaftarɫaɾˈɯ
günahları	ɟynahɫaɾˈɯ
Dekan	dekˈan
alçalır	aɫt͡ʃaɫˈɯr
Gruplarında	ɡrʊpɫaɾɯndˈa
çağrılır	t͡ʃaːɾɯɫˈɯr
giderilir	ɟideɾilˈɪr
Rao	raˈɔ
simgelerken	sɪmɟelˈɛrcæn
kamera	kameɾˈa
genelinin	ɟenelinˈɪn
eklemi	ɛklemˈɪ
mtDNA	mˌɛtˈɛdnˈa
sahibiyle	sahibˈɪjlɛ
Gürcüce	ɟørd͡ʒˈyd͡ʒɛ
anlamı	anɫamˈɯ
fonksiyonlu	fɔnksijɔnɫˈʊ
geçmişlerdir	ɟɛt͡ʃmɪʃlˈɛrdɪr
Korku	kɔrkˈʊ
ziyade	zijadˈɛ
ışıktan	ɯʃɯktˈan
durumlarıdır	duɾʊmɫaɾˈɯdɯr
yönetmenidir	jœnɛtmenˈidɪr
tarafının	taɾafɯnˈɯn
play	pɫˈaj
tesisinin	tesisinˈɪn
bildirgesi	bɪldɪrɟesˈɪ
Durmuş	dʊrmˈʊʃ
aboneye	abonejˈɛ
merkezlerin	mɛrkɛzleɾˈɪn
Kandiye	kandijˈɛ
himayesine	himajesinˈɛ
aileler	aˈilelɛr
Merhum	mˈɛrhʊm
dergilerini	dɛrɟileɾinˈɪ
Sıcaklığın	sɯd͡ʒakɫɯɯˈɯn
denmekteydi	dænmɛktɛjdˈɪ
başlarından	baʃɫaɾɯndˈan
evlerinde	ɛvleɾɪndˈɛ
bileşenlerinin	bileʃænleɾinˈɪn
seferlerinde	sefɛrleɾɪndˈɛ
sorguya	sɔrɡujˈa
sıkışık	sɯkɯʃˈɯk
parçalanmaya	part͡ʃaɫˈanmaja
sana	sanˈa
yumurtlama	jumˈʊrtɫama
yayınlanacak	jajɯnɫanad͡ʒˈak
seansı	seansˈɯ
Meissner	meɪssnˈɛr
konulardan	konuɫardˈan
England	ænɡɫˈand
soylular	sɔjɫuɫˈar
Dresden	drɛsdˈæn
maddesidir	madːesˈidɪr
Tal	tˈaɫ
gazetede	ɡazetedˈɛ
kartlarının	kartɫaɾɯnˈɯn
tavanı	tavanˈɯ
Eleanor	eleanˈɔr
dalgayı	daɫɡajˈɯ
nakavt	nakˈavt
Whedon	whedˈɔn
kullanacağı	kʊɫɫanad͡ʒaːˈɯ
doğurmuş	doːʊrmˈʊʃ
desteklenmeyen	dɛstɛklænmejˈæn
maçının	mat͡ʃɯnˈɯn
artırılması	artɯɾɯɫmasˈɯ
Catch	d͡ʒˈatd͡ʒh
ş	ʃˈɛ
bakanlıktır	bakanɫˈɯktɯr
en	ˈæn
çömlekçi	t͡ʃœmlɛkt͡ʃˈɪ
altındadırlar	aɫtɯndˈadɯrɫar
garantilemiştir	ɡaɾantilemˈɪʃtɪr
progesteron	proɟɛsteɾˈɔn
kullanırlar	kʊɫɫanɯrɫˈar
sonundan	sonʊndˈan
Müzakere	myzakeɾˈɛ
Hücrenin	hˈød͡ʒrenɪn
severler	sevɛrlˈɛr
kuşatılan	kuʃatɯɫˈan
panelinde	panelɪndˈɛ
milyonlarca	mɪljɔnɫard͡ʒˈa
Yatırım	jatˈɯɾɯm
Compact	d͡ʒɔmpˈad͡ʒt
merkezindedir	mɛrkezɪndˈedɪr
kimileri	kimileɾˈɪ
annelerin	anneleɾˈɪn
Moonlight	moɔnlˈɪɟht
orduyu	ˈɔrdujʊ
dalı	daɫˈɯ
stillerde	stɪllɛrdˈɛ
hatlarının	hatɫaɾɯnˈɯn
sürelerine	syɾeleɾinˈɛ
sansür	sansˈør
cumhuriyetleri	d͡ʒʊmhuɾijɛtleɾˈɪ
Gölüne	ɟœlynˈɛ
depolama	depˈoɫama
durdurmasını	dʊrdʊrmasɯnˈɯ
uyku	ʊjkˈʊ
dayanak	dajanˈak
komutlarını	komʊtɫaɾɯnˈɯ
çoğunluğunu	t͡ʃoːʊnɫuːnˈʊ
kırmayı	kˈɯrmajɯ
seçildi	set͡ʃɪldˈɪ
Ape	apˈɛ
küstah	køstˈah
Yekaterina	jekateɾinˈa
yuvarlanır	juvarɫanˈɯr
etkinin	ɛtkinˈɪn
durumda	dˈuɾʊmda
aşı	aʃˈɯ
savunmaktadır	savʊnmaktˈadɯr
prosesi	prosesˈɪ
eylemlerden	ɛjlæmlɛrdˈæn
ölümlerden	œlømlɛrdˈæn
çıngıraklı	t͡ʃɯnɡɯɾakɫˈɯ
blogu	bɫoɡˈʊ
İşçi	ɪʃt͡ʃˈɪ
teolojisinin	teoɫoʒisinˈɪn
çıkartılması	t͡ʃɯkartɯɫmasˈɯ
Minutes	minutˈɛs
yenilenmesine	jenilænmesinˈɛ
portresi	pɔrtresˈɪ
önlemesi	œnlemesˈɪ
alkışlandı	aɫkɯʃɫandˈɯ
olacağız	oɫad͡ʒˈaːɯz
basının	basɯnˈɯn
tüfeklerinin	tyfɛkleɾinˈɪn
organizasyonu	ɔrɡanizasjonˈʊ
elbiseleri	ælbiseleɾˈɪ
uygulanmaya	ʊjɡuɫˈanmaja
arayüzleri	aɾajøzleɾˈɪ
belirleyecek	belˈɪrlejed͡ʒɛk
boyayı	bojajˈɯ
sergilediler	sɛrɟˈiledilɛr
anlamaya	anɫˈamaja
karmaşası	karmaʃasˈɯ
boksörler	bɔksœrlˈɛr
tükenir	tykenˈɪr
katmanlarının	katmanɫaɾɯnˈɯn
Ren	rˈæn
istatistiği	ɪstatɪstijˈɪ
oklava	ɔkɫavˈa
ürünlerindeki	yɾønleɾɪndekˈɪ
ovasına	ovasɯnˈa
adhezyon	adhɛzjˈɔn
Yüzbaşı	jˈøzbaʃɯ
PDA	pdˈa
sayfalar	sajfaɫˈar
Mandela	mandˈeɫa
Chapter	d͡ʒhaptˈɛr
pounder	poʊndˈɛr
androjen	androʒˈæn
Staten	statˈæn
filosunun	fiɫosunˈʊn
İskele	ɪskˈelɛ
tepesini	tepesinˈɪ
toplantısı	tɔpɫantɯsˈɯ
Joyce	ʒˈɔjd͡ʒɛ
mülakatta	myɫakatːˈa
harbe	harbˈɛ
evre	ɛvrˈɛ
külliye	køllijˈɛ
Uygulamaları	ʊjɡuɫamaɫaɾˈɯ
yetiştirir	jetɪʃtiɾˈɪr
Siyahlı	sijahɫˈɯ
ister	ɪstˈɛr
yinelenen	jinelenˈæn
şehzadenin	ʃɛhzadenˈɪn
köye	kœjˈɛ
evlilikten	ɛvlilɪktˈæn
eyleminin	ɛjleminˈɪn
biriktirmeye	biɾɪktˈɪrmejɛ
yakınında	jakɯnɯndˈa
Mesafe	mesafˈɛ
siyasette	sijasetːˈɛ
baskısına	baskɯsɯnˈa
İşletim	ɪʃlˈetɪm
Qhorin	khoɾˈɪn
kimyevi	kɪmjevˈɪ
tarihçilerden	taɾɪht͡ʃilɛrdˈæn
değerleyici	dejɛrlejid͡ʒˈɪ
klasmanı	kɫasmanˈɯ
otozomal	otozomˈaɫ
yaratarak	jaɾataɾˈak
atmosferinin	atmɔsfeɾinˈɪn
becerilerinin	bed͡ʒeɾileɾinˈɪn
kaydettikleri	kajdetːɪkleɾˈɪ
Kariyerindeki	kaɾijeɾɪndekˈɪ
kulesinin	kulesinˈɪn
Jennifer	ʒænnifˈɛr
farmakolojik	farmakoɫoʒˈɪk
beğeni	bejenˈɪ
Combat	d͡ʒɔmbˈat
başkentten	baʃkæntːˈæn
Avrupalıların	avrupaɫɯɫaɾˈɯn
şampiyon	ʃampijˈɔn
Sophia	sɔphiˈa
diyez	dijˈɛz
perdesi	pɛrdesˈɪ
öğreniminden	œːɾenimɪndˈæn
ırklı	ɯrkɫˈɯ
çevirileri	t͡ʃeviɾileɾˈɪ
Pak	pˈak
Kabuğu	kabˈʊː
ikili	ikilˈɪ
çeviriler	t͡ʃeviɾilˈɛr
Ligin	liɟˈɪn
meselelerin	meseleleɾˈɪn
edebileceğinden	edebiled͡ʒejɪndˈæn
bayrağında	bajraːɯndˈa
Ankaragücü	ankaɾaɟyd͡ʒˈø
kılmış	kɯɫmˈɯʃ
Mariana	maɾianˈa
dalgasını	daɫɡasɯnˈɯ
Ministry	minˈɪstrj
radyoterapi	radjoteɾapˈɪ
gerginliğe	ɟɛrɟɪnlijˈɛ
trendi	trændˈɪ
minibüsler	minibøslˈɛr
tahtaya	tahtajˈa
anının	anɯnˈɯn
Kız	kˈɯz
Wheel	wheˈæl
Hayaletler	hajalɛtlˈɛr
aletidir	aletˈidɪr
subaylar	subajɫˈar
Yalısı	jaɫɯsˈɯ
minibüs	minibˈøs
ağaları	aːɫaɾˈɯ
kumandasındaki	kumandasɯndakˈɪ
yapılanması	japɯɫanmasˈɯ
Umman	ʊmmˈan
sağlamıştır	saːɫamˈɯʃtɯr
hareketindeki	haɾeketɪndekˈɪ
ağıdır	aːˈɯdɯr
hastalarda	hastaɫardˈa
limanlar	limanɫˈar
mevsimde	mˈɛvsɪmdɛ
tada	tadˈa
inkâr	ɪnkˈar
kümedir	kˈymedɪr
imparatorluğun	ɪmpaɾatɔrɫˈʊːn
gemileriyle	ɟemileɾˈɪjlɛ
Alanında	aɫanɯndˈa
alınmasında	aɫɯnmasɯndˈa
Emrah	æmrˈah
non	nˈɔn
borçlanma	bɔrt͡ʃɫˈanma
toplantısında	tɔpɫantɯsɯndˈa
buzlu	bʊzɫˈʊ
Teknolojinin	tɛknoɫoʒinˈɪn
konveks	kɔnvˈɛks
sertifikalar	sɛrtifikaɫˈar
ağırlıklarını	aːɯrɫɯkɫaɾɯnˈɯ
evrilmiştir	ɛvrɪlmˈɪʃtɪr
duyulmaktadır	dujʊɫmaktˈadɯr
bulabildi	buɫabɪldˈɪ
Sextus	sɛkstˈʊs
yolculara	jɔɫd͡ʒuɫaɾˈa
jeolojisi	ʒeoɫoʒisˈɪ
Jesus	ʒesˈʊs
yavruları	javruɫaɾˈɯ
birlikteyken	bɪrlɪktˈɛjcæn
diğerlerinde	dijɛrleɾɪndˈɛ
dublajlı	dʊbɫaʒɫˈɯ
kurullarında	kuɾʊɫɫaɾɯndˈa
tespitine	tɛspitinˈɛ
duymaktaydı	dʊjmaktajdˈɯ
sipariş	sipaɾˈɪʃ
olanaklar	oɫanakɫˈar
ablukaya	abɫukajˈa
mutlulukla	mʊtɫuɫˈʊkɫa
Fil	fˈɪl
karşılaşacağı	karʃɯɫaʃad͡ʒaːˈɯ
Jonathan	ʒonathˈan
gösteremedi	ɟœsteɾˈemedɪ
tozdan	tɔzdˈan
bayramlarda	bajramɫardˈa
andırmaktadır	andɯrmaktˈadɯr
stand	stˈand
Onda	ɔndˈa
kalkar	kaɫkˈar
Vistül	vɪstˈøl
momentleri	momæntleɾˈɪ
Morbius	mɔrbiˈʊs
esen	ˈɛsen
Sinanpaşa	sinanpaʃˈa
yazıtlar	jazɯtɫˈar
kampanyayı	kampanjajˈɯ
Devletlerine	dɛvlɛtleɾinˈɛ
Aşkelon	aʃkeɫˈɔn
orijinalinden	oɾiʒinalɪndˈæn
ordusunda	ɔrdusʊndˈa
tromboz	trɔmbˈɔz
yayınlanma	jajɯnɫˈanma
kullanılabilmesini	kʊɫɫanɯɫabɪlmesinˈɪ
ateşin	ateʃˈɪn
maceralarına	mad͡ʒeɾaɫaɾɯnˈa
tünelde	tynældˈɛ
karışmasını	kaɾɯʃmasɯnˈɯ
düzenlemelerde	dyzænlemelɛrdˈɛ
detaylandıran	detajɫandɯɾˈan
Birbirini	bɪrbiɾinˈɪ
kucak	kud͡ʒˈak
örtüşür	œrtyʃˈør
Hellas	hælɫˈas
aralık	ˈaɾaɫɯk
şarapnel	ʃaɾapnˈæl
yapıtını	japɯtɯnˈɯ
kışlar	kɯʃɫˈar
Moro	moɾˈɔ
ısıtmalı	ɯsˈɯtmaɫɯ
küreselleşme	kyɾesællˈɛʃmɛ
metrajlı	mɛtraʒɫˈɯ
yazının	jazɯnˈɯn
körelmiş	kœɾælmˈɪʃ
sahnelendi	sahnelændˈɪ
peyzajı	pɛjzaʒˈɯ
yasaklamıştır	jasakɫamˈɯʃtɯr
federasyonda	fedeɾasjɔndˈa
içlerindeki	ɪt͡ʃleɾɪndekˈɪ
telgrafla	tælɡrˈafɫa
olmadığı	ɔɫmadɯɯˈɯ
Humbert	hʊmbˈɛrt
Raid	raˈɪd
mektupta	mɛktʊptˈa
liderliğindeki	lidɛrlijɪndekˈɪ
Cavaliers	d͡ʒavaliˈɛrs
Mansur	mansˈʊr
öğrettiği	œːɾetːijˈɪ
Tepesinde	tepesɪndˈɛ
bozkırlarında	bɔzkɯrɫaɾɯndˈa
duyan	dujˈan
Sütunu	sytunˈʊ
maddelerinde	madːeleɾɪndˈɛ
Hawk	hˈawk
Orijinali	oɾiʒinalˈɪ
komitede	komitedˈɛ
pimi	pimˈɪ
Blue	bɫuˈɛ
Junsu	ʒʊnsˈʊ
Taker	takˈɛr
nahiyesi	nahijesˈɪ
füzesi	fyzesˈɪ
adımlarla	adɯmɫˈarɫa
Olguların	ɔɫɡuɫaɾˈɯn
Make	makˈɛ
fethedilen	fɛthedilˈæn
şehrindeki	ʃɛhrɪndekˈɪ
Niagara	niaɡaɾˈa
genişlemeyi	ɟenɪʃlˈemejɪ
türk	tˈørk
temasa	tˈemasa
kadroyu	kadrojˈʊ
ayıları	ajɯɫaɾˈɯ
Amelia	ameliˈa
direktörler	diɾɛktœrlˈɛr
Suna	sunˈa
Culture	d͡ʒʊɫtuɾˈɛ
üçgenini	øt͡ʃɟeninˈɪ
Zincirlikuyu	zɪnd͡ʒɪrlikujˈʊ
ehli	ɛhlˈɪ
rahatlar	rahatɫˈar
tamamlanmasından	tamamɫanmasɯndˈan
anımsatmaktadır	anɯmsatmaktˈadɯr
katılmaya	katˈɯɫmaja
Litoral	litoɾˈaɫ
Bahçesi	baht͡ʃesˈɪ
Hidrolik	hɪdrolˈɪk
endokrin	ændɔkrˈɪn
çalıştırmaktadır	t͡ʃaɫɯʃtɯrmaktˈadɯr
Hanks	hˈanks
memeliler	memelilˈɛr
sigma	sˈɪɟma
kumpanyası	kʊmpanjasˈɯ
kalelerde	kalelɛrdˈɛ
kuşağını	kuʃaːɯnˈɯ
oyundaki	ojʊndakˈɪ
ödenek	œdenˈɛk
kesimleri	kesɪmleɾˈɪ
Buy	bˈʊj
dökülmesine	dœkølmesinˈɛ
anlaşma	anɫˈaʃma
aktarıldığı	aktaɾɯɫdɯɯˈɯ
Maçlarını	mat͡ʃɫaɾɯnˈɯ
başarılarla	baʃaɾɯɫˈarɫa
muhafızı	muhˈafɯzɯ
Avar	avˈar
Genovese	ɟenovˈesɛ
cinayetinin	d͡ʒinajetinˈɪn
koyması	kɔjmasˈɯ
fiyatı	fijatˈɯ
sarmalı	sˈarmaɫɯ
Batista	batɪstˈa
manzaraya	manzˈaɾaja
protestoda	protɛstodˈa
dansını	dansɯnˈɯ
Pixel	pɪksˈæl
Rowan	rowˈan
casusu	d͡ʒasusˈʊ
adını	adɯnˈɯ
finallerde	finaɫlɛrdˈɛ
Kogălniceanu	koɡaɫnid͡ʒeanˈʊ
gidecekleri	ɟided͡ʒɛkleɾˈɪ
ettirdiler	etːɪrdilˈɛr
hastalıktır	hastaɫˈɯktɯr
esaslı	esasɫˈɯ
Thalía	thaliˈa
döngüye	dœnɟyjˈɛ
Tod	tˈɔd
örneği	œrnejˈɪ
Çatışmanın	t͡ʃatˈɯʃmanɯn
yaşatılmaya	jaʃatˈɯɫmaja
ağırlıkları	aːɯrɫɯkɫaɾˈɯ
eğitme	ejˈɪtmɛ
algısına	aɫɡɯsɯnˈa
tutarak	tutaɾˈak
sinemayla	sinˈemajɫa
zuhur	zuhˈʊr
Canada	d͡ʒanadˈa
Haydar	hajdˈar
ulaşmış	uɫaʃmˈɯʃ
nötrinoları	nœtrinoɫaɾˈɯ
çalışmasını	t͡ʃaɫɯʃmasɯnˈɯ
markalı	markaɫˈɯ
görülemeyen	ɟœɾylemejˈæn
dönüştürülen	dœnøʃtyɾylˈæn
değişiminden	dejiʃimɪndˈæn
uyarmaya	ujˈarmaja
Charter	d͡ʒhartˈɛr
sınırlarından	sɯnɯrɫaɾɯndˈan
tasarlanmaktadır	tasarɫanmaktˈadɯr
değerden	dejɛrdˈæn
askerleriyle	askɛrleɾˈɪjlɛ
yakalanmak	jakaɫanmˈak
Suyu	sujˈʊ
anıt	anˈɯt
yerleşimlere	jɛrleʃɪmleɾˈɛ
rekabet	rekabˈɛt
ermesinden	ɛrmesɪndˈæn
IV	ˈɯv
mikroskobu	mɪkrɔskobˈʊ
meridyen	meɾɪdjˈæn
Han	hˈan
dinleyiciler	dɪnlejid͡ʒilˈɛr
rezervleri	rezɛrvleɾˈɪ
suçlardan	sʊt͡ʃɫardˈan
dirhem	dɪrhˈæm
Slater	sɫatˈɛr
Meydan	mɛjdˈan
önerisinde	œneɾisɪndˈɛ
hazırlanmasını	hazɯrɫanmasɯnˈɯ
kanısına	kanɯsɯnˈa
genişletme	ɟenɪʃlˈɛtmɛ
minber	mɪnbˈɛr
elitleri	elɪtleɾˈɪ
TAV	tˈav
küçülme	kyt͡ʃˈølmɛ
tecrübeler	tɛd͡ʒrybelˈɛr
yarda	jardˈa
oturttu	otʊrtːˈʊ
istasyonlardan	ɪstasjɔnɫardˈan
kardeşi	kardeʃˈɪ
kahramanların	kahramanɫaɾˈɯn
kimlerin	kɪmleɾˈɪn
folklor	fɔɫkɫˈɔr
eşcinselliği	ɛʃd͡ʒɪnsællijˈɪ
çözümlemek	t͡ʃœzømlemˈɛk
bacağa	bad͡ʒˈaː
ışınların	ɯʃɯnɫaɾˈɯn
kalemini	kaleminˈɪ
piyasalarında	pijasaɫaɾɯndˈa
dillerin	dɪlleɾˈɪn
türdeki	tørdekˈɪ
Demirhan	demɪrhˈan
danışmanlar	danɯʃmanɫˈar
kullanıyordu	kʊɫɫanˈɯjɔrdʊ
uzmanlaşır	ʊzmanɫaʃˈɯr
ufuklar	ufʊkɫˈar
TDS	tˌɛdˌɛsˈɛ
kapanış	kapanˈɯʃ
Anıları	anɯɫaɾˈɯ
sınırdan	sɯnɯrdˈan
tepkisini	tɛpkisinˈɪ
dalgalanmalar	daɫɡaɫˈanmaɫar
fıkra	fɯkrˈa
mesafelerde	mesafelɛrdˈɛ
anketlerde	ankɛtlɛrdˈɛ
kriterlerin	kritɛrleɾˈɪn
toplantıları	tɔpɫantɯɫaɾˈɯ
etraflarındaki	ɛtrafɫaɾɯndakˈɪ
anlayışıdır	anɫajɯʃˈɯdɯr
uğrattılar	uːɾatːɯɫˈar
kirazı	kiɾazˈɯ
kapladığı	kapɫadɯɯˈɯ
nakledildi	nakledɪldˈɪ
Charlton	d͡ʒharltˈɔn
Homeland	homeɫˈand
kaldırmak	kaɫdɯrmˈak
Looking	ɫookˈɪnɡ
Triyas	trijˈas
Kendimi	kændimˈɪ
Kenar	kenˈar
Verilen	veɾilˈæn
alışılmışın	aɫɯʃɯɫmɯʃˈɯn
Lawler	ɫawlˈɛr
Tümen	tymˈæn
Şevki	ʃɛvkˈɪ
Ayar	ajˈar
UNDP	ˈʊndp
arkadaştır	arkadˈaʃtɯr
yeniçeri	jenit͡ʃeɾˈɪ
insanına	ɪnsanɯnˈa
yapılarla	japɯɫˈarɫa
kırıcılık	kɯɾɯd͡ʒɯɫˈɯk
geçip	ɟet͡ʃˈɪp
zorundaydı	zoɾʊndajdˈɯ
Elektronların	elɛktrɔnɫaɾˈɯn
görmeye	ɟˈœrmejɛ
element	elemˈænt
ordudur	ˈɔrdudʊr
fahişeler	fahiʃelˈɛr
Komün	komˈøn
NJPW	nˌɛʒˌɛpˌɛdˈabɯɫjʊ
kapılarını	kapɯɫaɾɯnˈɯ
kalıcıdır	kaɫɯd͡ʒˈɯdɯr
dönüştürülmüş	dœnøʃtyɾølmˈøʃ
sınırlanmış	sɯnɯrɫanmˈɯʃ
modunu	modunˈʊ
Törenin	tˈœɾenɪn
ekranda	ɛkrandˈa
farkındalığının	farkɯndaɫɯɯɯnˈɯn
Summers	sʊmmˈɛrs
yönetmelikler	jœnɛtmelɪklˈɛr
sağlayarak	saːɫajaɾˈak
açığını	at͡ʃɯɯɯnˈɯ
Ersoy	ɛrsˈɔj
kadarını	kadaɾɯnˈɯ
amiral	amiɾˈaɫ
istasyonlarında	ɪstasjɔnɫaɾɯndˈa
Boyer	bojˈɛr
Tsvangirai	tˈɛsvanɟˈiɾaɪ
uzlaşması	ʊzɫaʃmasˈɯ
maddelerdir	madːelˈɛrdɪr
Yupik	jupˈɪk
Düş	dˈøʃ
basıp	basˈɯp
uğraşmaktadırlar	uːɾaʃmaktˈadɯrɫar
gerçel	ɟɛrt͡ʃˈæl
değerlendirilerek	dejɛrlændiɾileɾˈɛk
McGurk	mˌɛd͡ʒˈɛɡˈʊrk
odalarında	odaɫaɾɯndˈa
paylaştığını	pajɫaʃtɯɯɯnˈɯ
titreşimleri	tɪtreʃɪmleɾˈɪ
azılı	azɯɫˈɯ
geçişlerine	ɟet͡ʃɪʃleɾinˈɛ
yatırım	jatˈɯɾɯm
yetiştirildiği	jetɪʃtiɾɪldijˈɪ
Diş	dˈɪʃ
doktorların	dɔktɔrɫaɾˈɯn
setlerine	sɛtleɾinˈɛ
Sesler	sɛslˈɛr
Carlyle	d͡ʒˈarljlɛ
kanonik	kanonˈɪk
yummuştur	jʊmmˈʊʃtʊr
bedenden	bedændˈæn
Sadrazam	sadrazˈam
kaydından	kajdɯndˈan
yükseltmektir	jøksæltmˈɛktɪr
Yapraklar	japrakɫˈar
hakkında	hakːɯndˈa
seks	sˈɛks
düşüşe	dyʃyʃˈɛ
uygulayacak	ʊjɡˈuɫajad͡ʒak
yayıldılar	jajɯɫdɯɫˈar
Kuvvetlerin	kʊvvɛtleɾˈɪn
Karakoçan	kaɾakot͡ʃˈan
Musevilik	musevilˈɪk
hiç	hˈɪt͡ʃ
sızan	sɯzˈan
Sakatlığı	sakatɫɯɯˈɯ
pıhtılaşma	pɯhtɯɫˈaʃma
Özbekistan	œzbekɪstˈan
laboratuvara	ɫaboɾatuvaɾˈa
yüzeylerinde	jyzɛjleɾɪndˈɛ
vergiden	vɛrɟidˈæn
Moto	motˈɔ
Dosya	dɔsjˈa
Alem	alˈæm
College	d͡ʒɔɫleɟˈɛ
konumunun	konumunˈʊn
Sporcu	spɔrd͡ʒˈʊ
muharebeye	muhaɾebejˈɛ
Valinin	valinˈɪn
eşarp	eʃˈarp
XVI	zvˈɯ
çalışmayı	t͡ʃaɫˈɯʃmajɯ
kararname	kaɾarnˈamɛ
ebeveynlik	ebevɛjnlˈɪk
Aida	aidˈa
Yazlar	jazɫˈar
alaşımlı	aɫˈaʃɯmɫɯ
Şiirsel	ʃiɪrsˈæl
Loire	ɫoiɾˈɛ
Anarşist	anarʃˈɪst
yedikleri	jedɪkleɾˈɪ
dolmuşlar	dɔɫmʊʃɫˈar
Mojo	moʒˈɔ
Ataşesi	ataʃesˈɪ
Horn	hˈɔrn
Nehirleri	nehɪrleɾˈɪ
donanmayı	donˈanmajɯ
ayrılığı	ajrɯɫɯɯˈɯ
Barbar	barbˈar
gayretleriyle	ɡajrɛtleɾˈɪjlɛ
gecelerinde	ɟed͡ʒeleɾɪndˈɛ
Feneri	feneɾˈɪ
İskoçlar	ɪskɔt͡ʃɫˈar
uğradığında	uːɾadɯɯɯndˈa
ateistler	ateɪstlˈɛr
kıtasının	kɯtasɯnˈɯn
kervan	kɛrvˈan
kapsamındadır	kapsamɯndˈadɯr
Brahma	brˈahma
Kapıyı	kapɯjˈɯ
iktidardan	ɪktidardˈan
tanımadıkları	tanɯmadɯkɫaɾˈɯ
yayınlanmasından	jajɯnɫanmasɯndˈan
elden	ældˈæn
akımında	akɯmɯndˈa
gündüzleri	ɟøndøzleɾˈɪ
litrelik	lˈɪtrelɪk
kurulmaktadır	kuɾʊɫmaktˈadɯr
Makine	makinˈɛ
kendisinin	kændisinˈɪn
noktayı	nɔktajˈɯ
formalarını	fɔrmaɫaɾɯnˈɯ
boyutun	bojutˈʊn
hayranlıkla	hajranɫˈɯkɫa
niteliktedir	nitelɪktˈedɪr
kanunlarını	kanʊnɫaɾɯnˈɯ
stratejileri	strateʒileɾˈɪ
olanın	ˈoɫanɯn
yapmaya	jˈapmaja
havayla	havˈajɫa
ediyorsa	edˈijɔrsa
Head	heˈad
beğenip	bejenˈɪp
