flodau	vloːdai̯
eira	ei̯ra
agorai	aɡɔrai̯
tywydd	təu̯ɪð
phortiwgal	fɔrtɪu̯ɡal
llysenw	ɬɪsɛnu
migwrn	mɪɡʊrn
ato	atɔ
gweddol	ɡwɛðɔl
melyster	mɛləsdɛr
belffast	bɛlfasd
derbyniad	dɛrbənjad
cyẅres	kəʊrɛs
soddi	soːði
tonau	tɔnɛ
mari	mari
cyfrifon	kəvriːvɔn
tyrrau	tərai̯
ffensio	fɛnʃɔ
llwyth	ɬʊi̯θ
söolegydd	soːɔleːɡɪð
nage ddim	naɡɛðɪm
tali	taːli
gwddf	ɡʊðʊv
habadesau	habadɛsai̯
garu	ɡari
iselydd	ɪsɛlɪð
car	kar
cymhlethdod	kəmhlɛθdɔd
gwaed	ɡwaːd
ffonion	fɔnjɔn
helynt	heːlɪnt
prifiau	prɪvjai̯
gwystl	ɡwɪsdl
cynaeafu	kənei̯avi
dyfynnod	dəvənɔd
gwelet	ɡwɛlɛt
cynnar	kənar
enfys	ɛnvɪs
chwarren	ʍarɛn
awst	au̯sd
drama	draːma
gemau	ɡɛmai̯
redeg	reːdɛɡ
iechyd	jɛχɪd
roedden	rɔi̯ðɛn
rhagddodiad	r̥aɡðɔdjad
adroddaf	adrɔða
chneuen gyll	χnei̯ɛnɡɪɬ
blodau	blɔdɛ
boddi	boːði
fawn	vau̯n
chares	χaːrɛs
gwreiddio	ɡrɛi̯ðjɔ
gwahodd	ɡwahoːð
dduw	ðɪu̯
cydweithrediad	kiːdwei̯θrɛdjad
picau bach	pɪkɛbaːχ
ehanged	ɛhaŋɛd
nheyrnaddoliant	n̥ei̯rnaðɔljant
charai	χaːrɛ
choed	χoːd
dadwreiddio	dadrɛi̯ðjɔ
gachai	ɡaːχɛ
ffeindiaf	fei̯ndjav
arolygiaeth	arɔləɡjɛθ
rith	riːθ
rywle	rʊlɛ
band	band
anableddau	anableːðai̯
caleted	kalɛtɛd
dolis	dɔliz
arswyd	arsʊi̯d
doedden	dɔi̯ðɛn
canwr	kanʊr
ngwddf	ŋʊðuv
gythreuliaid	ɡəθrei̯ljai̯d
parcio	parkɔ
astrus	asdrɪs
cerwyn	kɛrui̯n
bwyta	bɪta
bordydd	bɔrdɪð
tonau	toːnai̯
glased	ɡlasɛd
disgyn	dɪsɡɪn
glin	ɡliːn
twlu	tʊli
ngweithiwr	ŋwiːθʊr
adferiedydd	advɛrjeːdɪð
gwledydd	ɡwleːdɪð
goleuad	ɡɔlei̯ad
afalau	avalai̯
lleianaeth	ɬei̯anai̯θ
gwenith	ɡweːnɪθ
gwely	ɡwɛli
olaf	ɔlav
pŵer	puːɛr
allforiadwy	aɬvɔrjaːdʊi̯
cano	kaːnɔ
anfantais	anvantai̯s
crynhoad	krənhɔad
lased	lasɛd
rybela	rəbeːla
beirniadaeth	bei̯rnjaːdai̯θ
colli	kɔɬi
adflas	advlas
wybod	ʊi̯bɔd
dalent	dalɛnt
undebau	ɪndɛbɛ
sero	zɛrɔ
galenigion	ɡalɛnɪɡjɔn
dallt	daɬt
cyfarwydd	kəvarʊi̯ð
dydd gwener	dɪðɡweːnɛr
archangel	arχaŋɛl
collen	kɔɬɛn
sioeau	ʃɔi̯ai̯
braint	brai̯nt
aer	aːr
chyfforddus	χəfɔrðɪs
abadaeth	abaːdɛθ
brython	brəθɔn
abl	aːbal
tylluan	təɬian
cilwg	kɪlʊɡ
ystradwel	əsdradwɛl
telyn	teːlɪn
poenen	pɔi̯nɛn
mhibgorn	m̥ɪbɡɔrn
angylesau	aŋəlɛsɛ
rhaid	r̥ai̯d
allanfa	aɬanva
cân	kaːn
olewydden	ɔlɛu̯əðɛn
peiriant llungopïo	pei̯rjantɬɪŋɔpiːɔ
anawsterau	anau̯sdɛrɛ
gymaint	ɡɪmɛnt
sgarff	sɡarf
amrywio	amrɪu̯jɔ
adaregol	adarɛɡɔl
canolig	kanɔlɪɡ
fwg	vuːɡ
cheffyl	χɛfɪl
gŵyr	ɡʊi̯r
ble	bleː
digwydd	dɪɡwɪð
celen	keːlɛn
plyg	pliːɡ
tymor	təmɔr
mefusa	mɛvɪsa
fynydd	vənɪð
gwragedd	ɡraɡɛð
ddeuddegfed	ðei̯ðɛɡvɛd
wanwyn	wanwɪn
caerwysg	kai̯rwɪsɡ
sêr	seːr
allen	aɬɛn
ambiti	ambɪti
cut	kɪt
thrwyn	θrʊi̯n
dileu	dɪlei̯
moresg	mɔrɛsɡ
selerau	sɛlɛrɛ
trin	triːn
cochlas	kɔχlas
ieirll	jei̯rɬ
raser	rasɛr
gallai	ɡaɬai̯
terfysglyd	tɛrvəsɡlɪd
recriwtiaid	rɛkrɪu̯tjai̯d
cynnen	kənɛn
côt	koːt
rhad	r̥aːd
ngweld	ŋwɛld
sicr	sɪkɪr
cannwyll	kanʊi̯ɬ
trefgordd	trɛvɡɔrð
gorffennol	ɡɔrfɛnɔl
arth fawr	arθvau̯r
gwag	ɡwaːɡ
gemau	ɡɛmɛ
dwys	dʊi̯s
plaid	plai̯d
mur	miːr
mynydda	mənəða
terfysgwyr	tɛrvəsɡwɪr
dyrchaif	dərχai̯v
clod	kloːd
os gwelwch yn dda	ɔsɡwɛlʊχənðaː
brawychiaeth	brau̯əχjai̯θ
chwningen	χʊnɪŋɛn
aradr	aːrad
ysglodyn	əsɡlɔdɪn
gafas	ɡaːvas
cymhlethdodau	kəmlɛθdɔdɛ
dymuno	dəmɪnɔ
teitlau	tei̯tlɛ
adwaenem	adwei̯nɛm
baths	baθs
anffodus	anfoːdɪs
tair	tai̯r
mhrif	m̥riːv
rheoliaduron	r̥ɛɔljadɪrɔn
doeddet	dɔi̯ðɛt
nhre	n̥reː
toesaidd	tɔi̯sɛð
mwlgaria	mʊlɡarja
briw	brɪu̯
cyngyd	kəŋɡɪd
ngoleuadau	ŋɔlei̯aːdai̯
pryf copyn	priːkɔpɪn
rhodio	r̥ɔdjɔ
cymraesau	kəmrei̯sɛ
carent	kaːrɛnt
heddferch	hɛðvɛrχ
gwreiddiadur	ɡwrɛi̯ðjaːdɪr
sawdl	sau̯dʊl
brig	briːɡ
alban hefin	albanheːvɪn
torheulo	tɔrhei̯lɔ
llwchwr	ɬuːχʊr
gylfinir	ɡəlviːnɪr
metelegol	mɛtɛlɛɡɔl
iddewon	ɪðɛu̯ɔn
ceisio	kei̯ʃɔ
stemars	sdeːmarz
rho	r̥oː
surdoes	sɪrdɔi̯s
cyfrif	kəvri
plwyf	plʊi̯v
trigeiniau	trɪɡei̯njɛ
fory	voːri
llunio	ɬɪnjɔ
fleiddiaid	vlei̯ðjai̯d
crwban	kruːban
heddiw	hɛðɪu̯
gwayw	ɡwei̯u
symiau	səmjɛ
planhigion	planhɪɡjɔn
phethau	feːθɛ
teifl	tei̯vl
weddi	wɛði
lleidr	ɬei̯dr
taliadau	taljaːdai̯
aden	aːdɛn
cloit	klɔi̯t
lleinw	ɬei̯nu
tarianau	tarjaːnai̯
ysgub	əsɡɪb
dyfarnwyr	dəvarnwɪr
ngwahanol	ŋwahanɔl
llyfrau	ɬɪvrɛ
aran	aran
credent	krɛdɛnt
smwddio	smʊðjɔ
pedair	peːdai̯r
edwyn	ɛdwɪn
warysau	warəsai̯
ciciau	kikjai̯
cerddoriaeth	kɛrðɔrjai̯θ
crwyn	krʊi̯n
os gweli di'n dda	ɔsɡwɛlidiːnðaː
rhenti	r̥ɛnti
theigr	θei̯ɡr
teisennau	tei̯sɛnai̯
ngelyn	ŋɛlɪn
gofod	ɡoːvɔd
ro	roː
isel	ɪʃɛl
agos	aɡɔs
heibio	hiːbɔ
newynau	nɛu̯ənai̯
côd	koːd
daw	dau̯
beichiog	bei̯χjɔɡ
utganaf	ɪtɡaːnav
popeth	pɔpɛθ
lonciwr	lɔŋkjʊr
arwydd	aːrʊi̯ð
arweiniad	arwei̯njad
rw	rʊ
cwerylau	kwɛrəla
talit	talɪt
garant	ɡaːrant
habadaeth	habaːdai̯θ
cernyw	kɛrnɪu̯
baidd	bai̯ð
iorwg	jɔrʊɡ
abadaethau	abadei̯θɛ
thre	θreː
ar gyfer	arɡəvɛr
acen ddisgynedig	akɛnðɪsɡəneːdɪɡ
arian parod	arjamparɔd
trefedigaethau	trɛvɛdɪɡei̯θɛ
talon	taːlɔn
pheidio	fiːdɔ
adflasau	advlasɛ
garw	ɡaːru
cyd	kiːd
gwerthiant	ɡwɛrθjant
canyddion	kanəðjɔn
mynyddig	mənəðɪɡ
losin	loːʃɪn
peiriannau arian	pei̯rjanai̯arjan
diwyr	diʊi̯r
abwyd	abʊi̯d
llawr	ɬau̯r
amgueddfa	amɡiɛðva
synnwyr	sənʊi̯r
pryf genwair	priːvɡɛnwai̯r
rhywun	rɪu̯ɪn
cyflafareddu	kəvlavarɛði
twymyn	tʊi̯mɪn
thrwyddedau	θrʊi̯ðɛdɛ
dyfarniadau	dəvarnjadɛ
glaswellt	ɡlaswɛɬd
dydd mercher	diːðmɛrχɛr
pellter	pɛɬdɛr
carent	karɛnt
gelai	ɡeːlai̯
mhasta	m̥asda
cyfiawn	kəvjau̯n
ryseitiau	rəsei̯tjɛ
gwaed	ɡwai̯d
nhadau	n̥adɛ
galler	ɡaɬɛr
rils	riːlz
gwadd	ɡwaːð
bencampwyr	bɛŋkampwɪr
penfelen	penveːlɛn
wddwg	uːðuɡ
angel	aŋal
ychwanegu	əχwanɛɡi
hwyr	hʊi̯r
terfyn	tɛrvɪn
cynghrair	kəŋrɛr
lan	lan
sashimi	saʃiːmi
caeth	kaːθ
dysglaid	dɪsɡlɛd
llawysgrif	ɬau̯əsɡrɪv
economeg	ɛkɔnɔmɛɡ
clefyd y sul	klɛvɪdəsiːl
magnelwr	maɡnɛlʊr
castanwydd	kasdanʊi̯ð
chwythu	hwəθi
nos sadwrn	nɔsaːdʊrn
goginio	ɡɔɡɪnjɔ
pedrongl	pɛdrɔŋl
bwrw hen wragedd â ffyn	bʊruheːnwraɡɛðafɪn
nglaned	ŋlanɛd
chwarae	ʍaːrɛ
meddai	mɛðɛ
seiclwr	sei̯klʊr
dudalen	dɪdalɛn
arolygiadau	arɔləɡjadɛ
troedfedd	trɔi̯dvɛð
heibio	hei̯bjɔ
chu	χiː
carfilod bach	karviːlɔdbaːχ
ansawdd	ansau̯ð
corwg	kɔrʊɡ
eiliadau	ei̯ljaːdai̯
epidemigau	ɛpɪdɛmiːɡɛ
eryri	ɛrəri
si	siː
rhanddeiliaid	r̥anðei̯ljɛd
cantores	kantɔrɛs
wiciadur	wɪkjaːdɪr
gwydraid	ɡwədrai̯d
ŵr	uːr
chana	χaːna
seintiau	sei̯ntjɛ
wyt ti'n iawn	ʊi̯ttiːnjau̯n
ocsiynau	ɔkʃənai̯
crychach	krəχaχ
bas	baːs
rhi	r̥iː
gweddwon	ɡwɛðwɔn
dihuno	diːnɔ
hesg	hɛsɡ
chwŷl	χwiːl
sianis	ʃaːniz
hardaloedd	hardaːlɔð
düwch	diːʊχ
pedwar ar hugain	pɛdwararhɪɡɛn
achwyniad	aχʊi̯njad
nhudalen	n̥ɪdalɛn
ngwybodaeth	ŋwɪbɔdai̯θ
mari	maːri
hanfon	hanvɔn
biolegol	bjɔleːɡɔl
hoffi	hɔfi
chafas	χavas
eglwys	ɛɡlʊi̯s
wedyn	wɛdɪn
ynglŷn	əŋliːn
brysur	brəsɪr
ngheir	ŋ̊ei̯r
llungopi	ɬiːŋɡɔpi
carw	karu
sawsiau	sau̯sjai̯
ffyrc	fɪrk
nghnwd	ŋ̊nuːd
dolïau	dɔliɛ
chydbreswylwyr	χiːdbrɛsʊi̯lwɪr
arall	araɬ
gornestau	ɡɔrnɛsdai̯
gwaedu	ɡwiːdi
animeiddiadau	anɪmei̯ðjjadɛ
wyau	wiːɛ
mhortiwgal	m̥ɔrtɪu̯ɡal
ffordd	fɔrð
habadaethau	habadei̯θai̯
losinen	lɔʃɪnɛn
argraffiadwyr	arɡrafjadwɪr
bib	biːb
aseswr	asɛsʊr
nal	nal
dydd llun	dɪðɬiːn
gwrendy	ɡwrɛndi
nghanu	ŋ̊aːni
ledled	lɛdlɛd
wladfa	wladva
chwch	χʊχ
bathdy	baθdi
cadd	kaːð
pridd	priːð
adargraffiadau	adarɡrafjadai̯
dwyn	dʊi̯n
trwbl	truːbʊl
ngoleuadau	ŋɔlei̯adai̯
dyrys	dərɪs
bachan	baχan
ddelo	ðeːlɔ
aelod seneddol	ei̯lɔdsɛnɛðɔl
ehangu	ɛhaŋi
chofio	χɔvjɔ
gefnfor	ɡɛvɛnvɔr
rhestrau	r̥ɛsdrai̯
addef	aːðɛv
hanodd	hanɔð
nhreisiwr	n̥rei̯ʃʊr
mỳg	məɡ
biolegol	bjɔlɛɡɔl
'na	na
saith seren	sai̯θseːrɛn
mleiddiau	mlei̯ðjai̯
blynyddoedd golau	blənəðɔi̯ðɡɔlai̯
cyngaws	kəŋau̯s
metelegydd	mɛtɛlɛɡɪð
dacw	daku
gadawed	ɡadau̯ɛd
arosfa	arɔsva
daioni	dajoːni
noli	nɔli
oedolyn	ɔi̯dɔlɪn
efydd	eːvɪð
gwreiddio	ɡwrɛi̯ðjɔ
cynaeafu	kniaːvi
bedd	beːð
argraffiadaeth	arɡrafjaːdɛθ
fuwch	vɪu̯χ
dinas	dɪnas
gwialen bysgota	ɡwjaːlɛmbəsɡɔta
o flaen llaw	ɔvlai̯nɬau̯
abermaw	abɛrmau̯
pwy dach chi	pʊi̯daχiː
meysydd awyr	mei̯sɪðau̯ɪr
brwydrwyr	brʊi̯drwɪr
tywodfaen	təu̯ɔdvai̯n
labovaidd	labɔvai̯ð
ddegfed	ðɛɡvɛd
ngwahanol	ŋwaːnɔl
chôt	χoːt
rheoliadau	r̥ɛɔljaːdɛ
talaf	taːlav
cyfrifoldebau	kəvrɪvɔldeːbai̯
ngwylio	ŋʊi̯ljɔ
gên	ɡeːn
ddwfr	ðʊvr
seler	seːlɛr
gwrthiselyddion	ɡʊrθɪsɛləðjɔn
nwylo	niːlɔ
esgaladur	ɛsɡaladɪr
dyddiad	dəðjad
nos fercher	noːsvɛrχɛr
ès	ɛs
gyddfau	ɡəðvai̯
ngwin	ŋwiːn
rhieni	r̥jeːni
ogwr	oːɡʊr
chara	χaːra
ddafydd	ðaːvɪð
pryfed genwair	prəvɛdɡɛnwai̯r
flew	vlɛu̯
rhew	r̥ɛu̯
chefnau	χɛvnai̯
reit	rei̯t
cop	kɔp
cyff	kiːf
gwahaniaethiad	ɡwahanjei̯θjad
teimlo	tɪmlɔ
gweithgaredd	ɡwei̯θɡarɛð
gwiwer	ɡwɪu̯ɛr
cerwch	kɛrʊχ
caffent	kafɛnt
coeden afalau	kɔi̯dɛnavalɛ
mlynedd	mlənɛð
llwydo	ɬʊi̯dɔ
gwaywffyn	ɡwei̯wfɪn
teisen radell	tei̯ʃɛnradɛɬ
faint o'r gloch	vai̯ntɔrɡloːχ
degau	dɛɡai̯
platfform	platfɔrm
cafwyd	kavʊi̯d
abatir	abatɪr
picil	pɪkɪl
teiar	tei̯ar
diarhebion	diarhɛbjɔn
gneuen	ɡnei̯ɛn
cynorthwywyr	kənɔrθʊi̯wɪr
amanita benfelen	amanɪtabɛnveːlɛn
nghusan	ŋ̊ɪsan
niwliog	nɪu̯ljɔɡ
gwymona	ɡwɪmɔna
ymweld	əmwɛld
ngŵyr	ŋʊi̯r
rheolau	r̥ɛɔlɛ
wys	wiːs
brwysg	brʊi̯sk
ladd	laːð
adwaenynt	adwei̯nɪnt
leicia	lei̯kja
ychen	əχɛn
cannu	kani
talaf	tala
arolygwr	arɔləɡʊr
ieuan	jei̯an
denfyn	dɛnvɪn
geisio	ɡei̯ʃɔ
basen	bəsɛn
braf	braːv
coch y berllan	koːχəbɛrɬan
taflod	tavlɔd
nhelyn	n̥eːlɪn
parddu	parði
gwydden	ɡwɪðɛn
gorff	ɡɔrf
athrawesau	aθrau̯ɛsɛ
awgrymu	au̯ɡrəmi
lygaid	lɪɡɛd
lloches	ɬɔχɛs
lladd	ɬaːð
carew	karɛu̯
stamp	stamp
ymasiad	əmasjad
dewis	dɛu̯iʃ
thew	θɛu̯
dòl	dɔl
coel	kɔi̯l
delfryd	dɛlvrɪd
adleisiau	adlei̯sjai̯
mhum	m̥ɪm
arswydo	arsʊi̯dɔ
nhyrrau	n̥ərai̯
rhaw	r̥au̯
llawlyfr	ɬau̯ləvɪr
neidiau	nei̯djɛ
technoleg gwybodaeth	tɛχnoːlɛɡɡʊi̯boːdɛθ
wyf	iːv
eirina	ei̯rɪna
lygad	lɪɡad
gwledd	ɡwleːð
weithio	wei̯θɔ
ffeindiaf	fei̯nda
ngoleuadau	ŋɔliadɛ
angylaidd	aŋəlɛð
taled	talɛd
cylchoedd	kəlχɔi̯ð
terydr	tɛrɪdr
recríwt	rɛkrɪu̯t
carthennau	karθɛnɛ
nghyfnither	ŋ̊əvniːθɛr
siwan	sɪu̯an
mach	maːχ
cyfer	kəvɛr
pharod	farɔd
fychan	fəχan
nghain	ŋ̊ai̯n
gostwng	ɡɔsdʊŋ
ffeindio	fɪndɔ
addaweb	aðau̯ɛb
charafán	χaravan
gweision	ɡwei̯ʃɔn
modfedd	mɔdvɛð
o flaen	ɔvlai̯n
blodfresychen	blɔdvrɛsəχɛn
peiriannau arian parod	pei̯rjanai̯arjanpaːrɔd
gwenwyn	ɡwɛnʊi̯n
alban cyntefin	albankəntɛvɪn
adaregwyr	adarɛɡwɪr
dryslyd	drəslɪd
phwl	fʊl
phrydain	frədai̯n
ymedy	əmeːdi
gneuen ffrengig	ɡnei̯ɛnfrɛŋɪɡ
arno	arnɔ
tawl	tau̯l
aderyn du	adeːrɪndiː
cyfrifwr	kəvriːvʊr
teithi	tei̯θi
mhoptai	m̥ɔptai̯
madfall	madvaɬ
siocled poeth	ʃɔklɛdpɔi̯θ
llwyn	ɬʊi̯n
cwbl	kʊbl
trueni	trieːni
unioni	ɪnjɔni
ffrygydau	frəɡəda
nhân	n̥aːn
bawn	bau̯n
llwch	ɬuːχ
alan	alan
ymdeimlad	əmdei̯mlad
canu	kani
garai	ɡaːrɛ
llen	ɬɛn
aderyn	adɛrɪn
meiddion	mei̯ðjɔn
awgrymiad	au̯ɡrəmjad
ffensiau	fɛnsjɛ
daeth	daːθ
llenwi	ɬɛnwi
drwy	drʊi̯
iseldiraidd	ɪsɛldiːrai̯ð
celyn	keːlɪn
chosyn	χɔsɪn
ddim	əm
rhwystr	r̥ʊi̯sdɪr
phant	fant
nid wrth ei big y mae mesur cyffylog	nɪdʊrθibiːɡəmamɛsɪrkəfəlɔɡ
efwr	ɛvʊr
echrydus	ɛχrədɪs
aberteifi	abɛrtiːvi
aeron	ei̯rɔn
nglaned	ŋlaːnɛd
plwg	plʊɡ
hawlfraint	hau̯lvrai̯nt
anabl	anabl
fag	vaɡ
canoli	kanoːli
fôn	voːn
dilledyn	dɪɬɛdɪn
aethon	ei̯θɔn
garem	ɡarɛm
adlef	adlɛv
shibwns	ʃɪbʊns
athrawes	aθrau̯ɛs
addoliad	aðɔljad
pedolau	pɛdɔlɛ
hudo	hiːdɔ
taliff	taːlɪf
mod	moːd
gaeredin	ɡai̯reːdɪn
damweiniau	damwei̯njai̯
adfilwr	advɪlʊr
blwyddyn golau	blʊi̯ðɪnɡɔlɛ
tlws	tluːs
taradr	taːradr
nacáu	nakai̯
iesu grist	jɛsiɡrɪst
thaliadau	θaljaːdɛ
mesa	mɛsa
gwybodaeth	ɡʊi̯bɔdai̯θ
adwaenech	adwei̯nɛχ
bocswyr	bɔkswɪr
wiciadur	wɪkjadɪr
dydd sadwrn	dɪsaːdʊrn
basta	basda
'i	iː
sir frycheiniog	siːrvrəχəi̯njɔɡ
thŷ	θiː
anafais	anaːvai̯s
wyth ar hugain	ʊi̯θarhɪɡai̯n
sant	sant
shibwns	ʃɪbʊnz
adarydd	adaːrɪð
albanau	albanai̯
glew	ɡlɛu̯
cyflymder	kəvləmdɛr
nhadau	n̥aːdai̯
phei	fei
gweithdy	ɡwəi̯θdi
ffwcio	fʊkjɔ
conyn	koːnɪn
llid	ɬiːd
gwalch	ɡwalχ
stafell	sdaːvɛɬ
gweinyddu	ɡwei̯nəði
megan	meːɡan
magnelwyr	maɡnɛlʊr
dosbarthu	dɔsbarθi
chefnfor	χeːvɛnvɔr
dichon	diːχɔn
llygad	ɬəɡad
carit	kaːrɪt
almaenwr	almei̯nʊr
clo	kloː
bortiwgal	bɔrtɪu̯ɡal
fynyddoedd	vənəðɔi̯ð
chopa	χɔpa
gwahanol	ɡwaːnɔl
nhrwyddedau	n̥rʊi̯ðeːdai̯
ngolwg	ŋɔlʊɡ
almanac	almanak
pedwar ar hugain	pɛdwararhɪɡai̯n
mewngofnodi	mɛu̯ŋɡɔvnɔdi
braen	brai̯n
cyflwr	kəvlʊr
gwern	ɡwɛrn
dydd gwener	dɪɡwɛnɛr
origami	ɔrɪɡami
anghytuno	aŋhətiːnɔ
craf	kraːv
cilbren	kɪlbrɛn
ifan	iːvan
torlannau	tɔrlanai̯
adnabyddant	adnabəðant
chaint	χai̯nt
ethrefig	ɛθrɛvɪɡ
tafarn	taːvarn
chath	χaːθ
mynwy	mənʊi̯
mewnfudo	mɛu̯nvɪdɔ
chato	χatɔ
dylanwad	dəlanwad
syndod	səndɔd
bonheddig	bɔnhɛðɪɡ
gwyddbwyll	ɡʊi̯ðbʊi̯ɬ
dyfi	dəvi
niod	niːɔd
picau maen	pɪkɛmaːn
teirw	tei̯ru
athref	aθrɛv
arswydau	arsʊi̯dai̯
nhaith	n̥ai̯θ
marchogaeth	marχoːɡai̯θ
habadesau	habadɛsɛ
glanaf	ɡlanav
bocsio	bɔkʃɔ
cadach	kaːdaχ
melys	mɛlɪs
twndish	tʊndɪʃ
mrân	mraːn
amgylcheddol	amɡəlχeːðɔl
petryalau	pɛtrialɛ
iddynt	ɪðɪnt
gwaith	ɡwai̯θ
mleiddiau	mlei̯ðjɛ
siort	ʃɔrt
gwladgarwyr	ɡwladɡarwɪr
pendrwm	pɛndrʊm
thafarn	θaːvarn
rhos	r̥oːs
nos iau	noːsjɔi̯
rhyngwladol	r̥əŋwlaːdɔl
syrthio	sərθjɔ
niwclear	nɪu̯klɛar
sgwariau	sɡwarjɛ
brif	briːv
melltithion	mɛɬdɪθjɔn
glywed	ɡləu̯ɛd
i gyd	ɪɡiːd
ariannin	ərarjanɪn
cwpanaid	kʊpanai̯d
bresychen	brɛsəχɛn
cywydd	kəu̯ɪð
tylluan	təɬiːan
bin	biːn
inni	ɪni
gwastraff	ɡwasdraf
blodau	bloːdɛ
cymraeg	kʊmraːɡ
cwb	kʊb
hyllt	hɪɬd
lestr	lɛstr
plismones	plismɔnɛs
gornestwyr	ɡɔrnɛsdwɪr
mwyara	mʊi̯aːra
rhag	r̥aɡ
rhywle	r̥ɪu̯lɛ
fersiwn	vɛrʃʊn
fleiddiau	vlei̯ðjɛ
ffy	fiː
afreolaidd	avrɛoːlɛð
stemar	sdeːmar
saig	sai̯ɡ
nhelynores	n̥ɛlənɔrɛs
tiroedd	tɪrɔi̯ð
facebook	feːsbʊk
efallai	vaɬɛ
teipio	tei̯pɔ
yf	iːv
beirniadol	bei̯rnjaːdɔl
enfawr	ɛnvau̯r
to	toː
copa	kɔpa
heddwas	hɛðwas
fe	veː
lyn	lɪn
tonau	toːnɛ
nglanaf	ŋlanav
tarianau	tarjaːnɛ
llythyren	ɬəθərɛn
mheth	m̥eːθ
adar	adar
chefnfor	χɛvɛnvɔr
gwirfoddol	ɡwɪrvoːðɔl
wythdegau	ui̯θdeːɡɛ
sgrechian	sɡreːχɛn
mesur	mɛsɪr
màs	mas
pasiaf	paʃav
bobl	boːbɔl
achlysur	aχləsɪr
pluf	pliːv
ansoddair	ansoːðai̯r
gyfreithiwr	ɡəvrei̯θjʊr
maes	mai̯s
piod	piːɔd
carthenni	karθɛni
ymadael	əmaːdai̯l
rywbeth	rɪu̯bɛθ
anafes	anaːvɛs
llundain	ɬɪndai̯n
haelwyd	hei̯lʊi̯d
dolur	doːlɪr
cofiai	kɔvjai̯
boenen	bɔi̯nɛn
mynach	mənaχ
agerlongau	aɡɛrlɔŋɛ
iyrchod	jərχɔd
telynau	tɛlənɛ
helyg	hɛlɪɡ
hendrefi	hɛndreːvi
weld	wɛld
storïau	sdɔriːɛ
cynaeafu	knei̯aːvi
bochdew	bɔχdɛu̯
golwg	ɡoːlʊɡ
ymadael	əmadai̯l
coelcerth	kɔi̯lkɛrθ
culdir	kɪldɪr
acen ddyrchafedig	akɛnðərχavɛdɪɡ
wyf	ʊi̯v
adref	adrɛv
amrantiad	amrantjad
glwth	ɡluːθ
iselder ysbryd	ɪʃɛldɛrəsbrɪd
amodiad	amɔdjad
goleuadau	ɡɔliadɛ
doet	dɔi̯t
nghusanau	ŋ̊ɪsanai̯
brawychiaeth	brau̯əχjɛθ
arglwydd	arɡlʊi̯ð
esgyll	ɛsɡɪɬ
cyffredinol	kəfrɛdiːnɔl
llysenw	ɬiːsɛnu
gwys	ɡwiːs
dydd iau	dɪðjai̯
phencampwriaeth	fɛŋkampʊrjɛθ
lludw	ɬiːdu
chwestiwn	kwɛsdjʊn
mi	miː
ocê	ɔkeː
ysbryd	əsbrɪd
myr	mɪr
emiw	ɛmɪu̯
flin	vliːn
unrhyw un	ɪnrɪu̯ɪn
gartref	ɡartrɛv
gansai	ɡansai̯
talet	talɛt
trên	treːn
coed afalau	kɔi̯davaːlai̯
iäaidd	jaai̯ð
cedor	kɛdɔr
mwyd	mʊi̯d
ysbyty	sbəti
maneg	maːnɛɡ
dawel	dau̯ɛl
nawr	nau̯r
eisteddfodau	ei̯sdɛðvɔdai̯
de	deː
rhan	r̥an
nhi	n̥iː
argraffu	arɡrafi
nghar	ŋ̊ar
nghanu	ŋ̊ani
wybodaeth	ʊi̯boːdai̯θ
roeddech	rɔi̯ðɛχ
dorrid	dɔrɪd
nghefnau	ŋ̊ɛvnai̯
cachais	kaːχɛs
pwrpas	pʊrpas
cyfraith	kəvrai̯θ
flwyddyn	vlʊi̯ðɪn
finegr	vɪnɛɡr
metelegwr	mɛtɛleːɡʊr
ffôn symudol	foːnsəmɪdɔl
teithio	tiθɔ
boch	boːχ
sut dach chi	sɪtdaχχiː
mrain	mrai̯n
byddar	bəðar
gwylan	ɡʊi̯lan
gordderchadon	ɡɔrðɛrχaːdɔn
adflasau	advlasai̯
cofiais	kɔvjɛs
cenhinen	kɛnhiːnɛn
terfynau	tɛrvənɛ
boptai	bɔptai̯
mordwy	mɔrdʊi̯
anoddaf	anɔða
gato	ɡatɔ
ymasiad	əmaʃad
doen	dɔi̯n
adnebydd	adneːbɪð
cristnogaeth	krɪsdnɔɡɛθ
ngolchi	ŋɔlχi
rhieni	r̥jɛni
chwarae	warɛ
imi	ɪmi
magnelwyr	maɡneːlʊr
fflamgwr	flamɡʊr
llwybr y gwynt	ɬʊi̯brəɡwɪnt
chneuen ffrengig	χnei̯ɛnfrɛŋɪɡ
coma	kɔma
elwn	ɛlʊn
gara	ɡaːra
cymdeithasol	kəmdei̯θasɔl
mherthynas	m̥ɛrθənas
atebaf	atɛba
fath	vaːθ
rhydau	r̥ədai̯
diwyd	dɪu̯ɪd
cyflogi	kəvloːɡi
noeth	nɔi̯θ
clwyd	klʊi̯d
ailosod	ai̯lɔsɔd
llandudno	ɬandɪdnɔ
cest	kɛsd
marus	marɪs
j	dʒeː
cyhoeddus	kəhɔi̯ðɪs
adfeilion	advei̯ljɔn
gwahanu	ɡwahani
drennydd	drɛnɪð
eisteddfodau	sdɛðvɔdɛ
dyfrgi	dəvrɡi
efallai	waɬɛ
mhobloedd	m̥ɔblɔi̯ð
hyblyg	həblɪɡ
codau	kɔdɛ
