aktsom	ˈɑktsɔm
moro	ˈmʊɾu
teig	tæɪg
livaktigste	ˈliːʋɑktɪkstə
uransakeligere	ʉːɾɑnˈsɑːkəlɪɾə
utrolig	ʉˈtɾuːlɪ
usynligste	ʉˈsyːnlɪkstə
navle	ˈnɑʋlə
nyttigst	ˈnʏtɪkst
ubarmhjertig	ˈʉːbɑɾmjæʈɪ
åtte	ˈɔtə
frivillige	fɾiːˈʋɪlɪə
ugle	ˈʉglə
uforstandigere	ˈʉːfɔʂtɑnɪɾə
durabeligste	dʉˈɾɑːbəlɪkstə
supplere	sʉˈpleːɾə
to	tuː
boks	bɔks
nakke	ˈnɑkə
unøyaktigste	ˈʉːnœjɑktɪkstə
avkjøle	ˈɑːʋçøːlə
nyttig	ˈnʏtɪ
forbannet	fɔɾˈbɑnət
kråle	ˈkɾoːlə
skrape	ˈskɾɑːpə
strigle	ˈstɾɪglə
liechtensteinsk	ˈlɪçtənʂtæɪnsk
vemmes	ˈʋɛməs
sjenere	ʂəˈneːɾə
innbringende	ˈɪnbɾɪŋənə
ukentligst	ˈʉːkəntlɪkst
fornye	fɔˈɳyːə
sjal	ʂɑːl
ubevegelige	ʉːbəˈʋeːgəlɪə
sluntre	ˈʂɭʉntɾə
skare	ˈskɑːɾə
viktigere	ˈʋɪktɪɾə
vrakt	ʋɾɑːkt
henrik	ˈhɛnɾɪk
minigolf	ˈmiːnɪgɔlf
bybuss	ˈbyːbʉs
drosjesjåfør	dɾɔʂəʂɔføːɾ
bok	buːk
stikkpille	ˈstɪkpɪlə
frukt	fɾʉkt
laste	ˈlɑstə
lilla	ˈlɪlɑ
føn	føːn
atskillig	ɑtˈʂɪlɪ
levende	ˈleːʋənə
lik	liːk
drenere	dɾəˈneːɾə
fødsel	ˈfœtsəl
hemmelige	ˈhɛməlɪə
munter	ˈmʉntəɾ
fabelaktigste	ˈfɑːbəlɑktɪkstə
oppmerksom	ɔpˈmæɾksɔm
ville	ˈʋɪlə
forvitre	fɔɾˈʋɪtɾə
ymte	ˈʏmtə
mulighet	ˈmʉːlɪheːt
forfatter	fɔɾˈfɑtəɾ
overvektig	ˈoːʋəɾʋɛktɪ
deprimert	dəpɾɪˈmeːʈ
ironisk	ɪˈɾuːnɪsk
sporty	ˈspoːʈɪ
hytte	ˈhʏtə
barberblad	bɑɾˈbeːɾblɑː
avbestille	ˈɑːʋbɛstɪlə
tretti	ˈtɾɛti
behagelig	bəˈhɑːgəlɪ
fremmed valuta	fɾɛmədʋɑˈlʉːtɑ
fredsommeligste	fɾeːdˈsɔməlɪkstə
minutt	mɪˈnʉt
bedrive	bəˈdɾiːʋə
bokser	ˈbɔksɛɾ
masse	ˈmɑsə
hyppigste	ˈhʏpɪkstə
matematiker	mɑtəˈmɑːtɪkəɾ
en gang til	ɛnˈgɑŋtɪl
kirketårn	çɪɾkətoːɳ
villede	ˈʋɪleːdə
kommen	ˈkɔmən
de beste	dɪˈbɛstə
umistelige	ʉˈmɪstəlɪə
uskarp	ˈʉːskɑɾp
inspisere	ɪnspɪˈseːɾə
nøye	ˈnœjə
umedgjørligste	ʉːmeːdˈjøːɭɪkstə
symbolisere	sʏmbʊlɪˈseːɾə
sjel	ʂeːl
bulgarsk	ˈbʉlgɑːʂk
sykkelsti	ˈsʏkəlstiː
miljøvennlige	mɪlˈjøːʋɛnlɪə
ulovlige	ʉˈloːʋlɪə
helligere	ˈhɛlɪɾə
tåpeligste	ˈtoːpəlɪkstə
ferje	fæɾjə
dyktige	ˈdʏktɪə
underveis	ʉndəɾˈʋæɪs,ʉnəɾˈʋæɪs
midlertidig	ˈmɪdləʈiːdɪ
fiendtlig	ˈfiːəntlɪ
selvmord	ˈsɛlmʊɖ
forveksle	fɔɾˈʋɛkʂɭə
trassigste	ˈtɾɑsɪkstə
villa	ʋɪlɑ
steinete	stæɪnətə
rensligste	ˈɾeːnʂɭɪkstə
kunstigere	ˈkʉnstɪɾə
utroligere	ʉˈtɾuːlɪɾə
grådigste	ˈgɾoːdɪkstə
utførligst	ʉːtˈføːɭɪkst
bedugget	bəˈdʉgət
hånligst	ˈhoːnlɪkst
unødvendigere	ˈʉːnœdʋɛnɪɾə
kneble	ˈkneːblə
doven	ˈdoːʋən
munn	mʉn
sage	ˈsɑːgə
høste	ˈhœstə
sigar	siːˈgɑːɾ
verb	ʋæɾb
skokrem	ˈskuːkɾeːm
frimodigst	fɾiːˈmuːdɪkst
uerstattelig	ʉæˈʂtɑtəlɪ
fordøyelse	fɔˈɖœjɛlsə
varmt vann	ʋɑɾmtʋɑn
arg	ɑɾg
oppfatte	ˈɔpfɑtə
alarmsystem	ɑˈlɑɾmsʏsteːm
kline	ˈkliːnə
innlate	ˈɪnlɑːtə
fiffig	ˈfɪfɪ
stå i kø	stoːɪˈkøː
patent	pɑˈtɛnt
uhelbredeligst	ʉːhəlˈbɾeːdəlɪkst
evakuere	ɛʋɑkʉˈeːɾə
tunnel	ˈtʉnəl
kroppsligst	ˈkɾɔpʂɭɪkst
fortreffelige	fɔˈʈɾɛfəlɪə
forutsigeligste	fɔɾʉtˈsiːgəlɪkstə
framtre	ˈfɾɛmtɾeː
bosse	ˈbœsə
lek	leːk
motivere	mʊtɪˈʋeːɾə
modigste	ˈmuːdɪkstə
sulte	ˈsʉltə
grådigst	ˈgɾoːdɪkst
bil	biːl
tilrådeligst	tɪlˈɾoːdəlɪkst
bløtgjøre	ˈbløːtjøːɾə
formell	fɔɾˈmɛl
fæl	fæːl
pompøs	pʊmˈpøːs
synligere	ˈsyːnlɪɾə
renslige	ˈɾeːnʂɭɪə
gunstigere	ˈgʉnstɪɾə
giftigst	ˈjɪftɪkst
tallerken	tɑˈlæɾkən
underfundigere	ʉnəɾˈfʉnɪɾə
behørige	bəˈhøːɾɪə
begge	ˈbæɪə
klauv	klæwʋ
bypass	ˈbɑɪpɑːs
pissoar	pɪsʊɑːɾ
djevel	ˈdjeːʋəl
forhåpentligvis	fɔɾˈhɔpəntliːʋiːs
underskrive	ʉnəʂkɾiːʋə
belønne	bəˈlœnə
dissekere	dɪsəˈkeːɾə
ukuelige	ʉːˈkʉːəlɪə
sammenheng	ˈsɑmənhɛŋ
ydmyk	ˈyːdmyːk
slank	ʂɭɑŋk
rimeligere	ˈɾiːməlɪɾə
gesims	gɛˈsɪms
gebyr	geːbʏɾ
lytte	ˈlʏtə
bytte	ˈbʏtə
elastisk	ɛˈlɑstɪsk
anstendig	ɑnˈstɛnɪ
tilstrekkeligst	tɪlˈstɾɛkəlɪkst
bakke	ˈbɑkə
lamme	ˈlɑmə
prospektkort	pɾʊˈspɛktkʊʈ
tordner	ˈtʊɖnəɾ
fryktelig	ˈfɾʏktəlɪ,ˈfɾʏktli
gjensidige	jənˈsiːdɪə
øvrigst	ˈøːʋɾɪkst
tvære	ˈtʋæːɾə
varsku	ˈʋɑʂkʉ
grøtete	ˈgɾøːtətə
konvertere	kʊnʋæˈʈeːɾə
sak	sɑːk
klukke	ˈklʊkə
ustyrligst	ʉˈstyːɭɪkst
statligste	ˈstɑːtlɪkstə
oppvaskbørste	ɔpʋɑskbœʂtə
skjelle	ˈʂɛlə
stussligste	ˈstʉslɪkstə
elskverdige	ɛlskˈʋæɖɪə
spøke	ˈspøːkə
grill	gɾɪl
hårreisende	ˈhoːɾæɪsənə
klå	kloː
tilfeldig	tɪlˈfɛldɪ
poet	pʊˈeːt
kutt	kʉt
langsiktige	ˈlɑŋsɪktɪə
redeligere	ˈɾeːdəlɪɾə
smakfull	ˈsmɑːkfʉl
overfladisk	ˈoːʋəɾflɑːdɪsk
nakent	nɑːknt
daggry	ˈdɑːgɾy
smigre	ˈsmɪgɾə
disige	ˈdiːsɪə
strukturere	stɾʉktʉˈɾeːɾə
skjerme	ˈʂæɾmə
kake	ˈkɑːkə
fjellvegg	fjælʋæg
invadere	ɪnʋɑˈdeːɾə
hilse	ˈhɪlsə
original	ɔɾɪgɪˈnɑːl
heltemodigste	ˈhɛltəmuːdɪkstə
skumme	ˈskʊmə
doble	ˈdɔblə
laser	ˈlɑːsəɾ
kidnappe	ˈkɪdnɑpə
defensiv	ˈdɛfɑŋsiːʋ
tankeløs	ˈtɑŋkəløːs
foresatt	ˈfoːɾəsɑt
gnisse	ˈgnɪsə
uklanderligere	ʉˈklɑnəɭɪɾə
male	ˈmɑːlə
ulogisk	ˈʉːluːgɪsk
hverdagsligst	ˈʋæːɖɑkʂɭɪkst
frivilligere	fɾiːˈʋɪlɪɾə
troskyldige	tɾʊˈʂʏldɪə
optisk	ˈɔptɪsk
tenne	ˈtɛnə
spille	ˈspɪlə
ledning	ˈleːdnɪŋ
vesle	ˈʋɛʂɭə
bønn	bœn
kjøligst	ˈçøːlɪkst
virkelige	ˈʋɪɾkəlɪə
fylke	ˈfʏlkə
kvalitativ	ˈkʋɑlɪtɑtiːʋ
turist	tʉˈɾɪst
trettendedagen	tɾɛtənəˈdɑːgən
møblere	mœˈbleːɾə
dere	deːɾə
uunngåelige	ʉːʉnˈgoːəlɪə
hendeligere	ˈhɛnəlɪɾə
overvelde	ˈoːʋəɾʋɛldə
tålmodigste	tɔlˈmuːdɪkstə
beltet	bɛltə
snodige	ˈsnuːdɪə
skrive	ˈskɾiːʋə
finsk	fɪnsk
langsiktigst	ˈlɑŋsɪktɪkst
dom	duːm,dɔm
administrasjon	ɑdmɪnɪstɾɑˈʂuːn
forfengeligste	fɔɾˈfɛŋəlɪkstə
ubehageligste	ʉːbəˈhɑːgəlɪkstə
umoderne	ˈʉːmʊdæːɳə
lydig	ˈlyːdɪ
forenkle	fɔˈɾɛŋklə
abdisere	ɑbdɪˈseːɾə
teknologi	təknʊlʊˈgiː
kjappe	ˈçɑpə
komprimere	kʊmpɾɪˈmeːɾə
ulydigste	ʉˈlyːdɪkstə
atskilt	ˈɑːdʂɪlt
lever	ˈlɛʋəɾ
veloverveid	ˈʋɛloːʋəɾʋæɪd
ureglementert	ˈʉːɾæɪləmənteːʈ
bunt	bɔnt
tirre	ˈtɪɾə
vanligere	ˈʋɑːnlɪɾə
blomstre	ˈblɔmstɾə
fotgjenger	fuːtjɛŋəɾ
potensial	pʊtənsɪˈɑːl
omgjengelig	ɔmˈjɛŋəlɪ
sentralisere	səntɾɑlɪˈseːɾə
fåfengt	ˈfoːfɛŋt
endeligst	ˈɛnəlɪkst
lokaltog	lʊˈkɑːltoːg
umoralsk	ˈʉːmʊɾɑːlsk
putre	ˈpʉtɾə
salte	ˈsɑltə
sjuk	ʂʉːk
komponere	kʊmpʊˈneːɾə
analysere	ɑnɑlʏˈseːɾə
proklamere	pɾʊklɑˈmeːɾə
sømmelig	ˈsœməlɪ
dekk	dɛk
pliktigst	ˈplɪktɪkst
bleie	blæɪəɾ
kraftige	ˈkɾɑftɪə
banebrytende	ˈbɑːnəbɾyːtənə
alene	ɑleːnə
fyldigst	ˈfʏldɪkst
rundhånda	ˈɾʉnhɔnət
adoptere	ɑdɔpˈteːɾə
regelmessig	ˈɾeːgəlmɛsɪ
grell	gɾɛl
ernære	æˈɳæːɾə
måle	ˈmoːlə
forrett	ˈfɔɾət
aksje	ˈɑkʂə
skarre	ˈskɑɾə
hovere	hɔˈʋeːɾə
verdige	ˈʋæɖɪə
hermetisk	hæɾˈmeːtɪsk
kjekke	ˈçɛkə
seire	ˈsæɪɾə
samme	ˈsɑmə
å	oː
etterkomme	ˈɛtəɾkɔmə
ønske	ˈœnskə
gipse	ˈjɪpsə
ustyrtelige	ʉˈstʏʈəlɪə
krakilsk	kɾɑˈkiːlsk
bedageligst	bəˈdɑːgəlɪkst
begå	bɛˈgoː
ransake	ˈɾɑnsɑːkə
betrakteligst	bəˈtɾɑktəlɪkst
skurre	ˈskʉɾə
sole	ˈsuːlə
messe	ˈmɛsə
graviditet	gɾɑʋɪdɪˈteːt
uansvarligst	ˈʉːɑnsʋɑːɭɪkst
påtatt	ˈpoːtɑt
kulørt	kʉˈløːʈ
dialyse	dɪjɑˈlyːsə
egentligste	ˈeːgəntlɪkstə
ugjennomtrengeligste	ʉːjənɔmˈtɾɛŋəlɪkstə
betjening	bɛˈtjeːnɪŋ
spent	spɛnt
forlenge	fɔˈɭɛŋə
bivåne	ˈbiːʋoːnə
måke	ˈmoːkə
dure	ˈdʉːɾə
avholdt	ˈɑːʋhɔlt
svømmedyktige	ˈsʋœmədʏktɪə
hvese	ˈʋeːsə
solhatt	suːlhɑt
møysommeligere	mœjˈsɔməlɪɾə
mistrives	ˈmɪstɾiːʋəs
hule	ˈhʉːlə
sytråd	sʏtɾoː
foretaksom	ˈfoːɾətɑːksɔm
øredøvende	ˈøːɾədøːʋənə
nedbrutt	ˈneːdbɾʉt
flått	flɔt
inntrykk	ˈɪntɾʏk
hygienisk	hʏgɪˈeːnɪsk
grammatikalsk	gɾɑmɑtɪˈkɑːlsk
avskyelig	ɑʋˈʂyːəlɪ
universitet	ʉnɪʋæʂɪˈteːt
uleselig	ʉˈleːsəlɪ
så synd	sɔˈsʏn
hjelpe noen	jɛlpənuːən
lunte	ˈlʉntə
skilte	ˈʂɪltə
gulrot	gʉlɾuːt
beroligende middel	bɛˈɾuːlɪgɛnəˈmɪdəl
kamillete	kɑmɪləteː
skulderveske	ˈskʉldəɾʋɛskə
overøse	ˈoːʋəɾøːsə
vrien	ˈʋɾiːən
doppelt	ˈdɔpl̩t
sekk	sɛk
sakse	ˈsɑksə
ekspresjonisme	ɛkspɾɛʂʊˈnɪsmə
lutrygga	ˈlʉːtɾʏgət
januar	jɑnʉˈɑːɾ
parallellitet	pɑɾɑlɛlɪˈteːt
lukte	ˈlʊktə
apotek	ɑpʊˈteːk
service	ˈsœɾʋɪs
håkon	ˈhoːkɔn
fakkel	ˈfɑkəl
skulder	ˈskʉldəɾ
voldsom	ˈʋɔlsɔm
leven	ˈleːʋn̩
frøken	ˈfɾøːkən
ubotelig	ʉˈbuːtəlɪ
forbruke	fɔɾˈbɾʉːkə
fordi	fɔˈɖiː
farge	ˈfɑɾgə
slott	ʂɭɔt
slippe	ˈʂɭɪpə
fehlen	ˈfeːlən
omstendeligst	ɔmˈstɛnəlɪkst
liberalistisk	lɪbəɾɑlɪstɪsk
statlige	ˈstɑːtlɪə
skjebne	ˈʂeːbnə
kamp	kɑmp
arbeidsledige	ˈɑɾbæɪdsleːdɪə
svinne	ˈsʋɪnə
umulige	ʉˈmʉːlɪə
få lov til	foːˈloːʋtɪl
morken	ˈmɔɾkən
surfe	sœɾfə
gavmild	ˈgɑːʋmɪl
røslig	ˈɾœʂɭɪ
forstørre	fɔˈʂtœɾə
harsk	hɑʂk
tenke på	tɛŋkəpɔ
smak	smɑːk
mjølk	mjæɽk
kortvokst	ˈkɔʈʋɔkst
uformeligste	ʉˈfɔɾməlɪkstə
ros	ɾuːs
uriktige	ʉˈɾɪktɪə
tørt	tœʈ
tolv	tɔl
myte	myːtə
flink	flɪŋk
vasstrukken	ˈʋɑstɾʊkən
sveive	ˈsʋæɪʋə
massere	ˈmɑseːɾə
pale	ˈpoːlə
norrøn	ˈnʊɾœn
juni	ˈjʉːnɪ
passeligst	ˈpɑsəlɪkst
grunnløs	ˈgɾʉnløːs
fastsette	ˈfɑstsɛtə
striregne	ˈstɾiːɾæɪnə
kaldsvette	ˈkɑlsʋɛtə
massakrere	mɑsɑˈkɾeːɾə
tungsindige	tʊŋˈsɪnɪə
usedvanlige	ʉːsɛdˈʋɑːnlɪə
åndeligst	ˈɔnəlɪkst
dyp	dyːp
alfabetisk	ɑlfɑˈbeːtɪsk
spa	spɑː
strømning	stɾœmnɪŋ
mislykkes	ˈmɪslʏkəs
omgå	ˈɔmgoː
tilbørlig	tɪlˈbøːɭɪ
dominere	dʊmɪˈneːɾə
delikatesseforretning	dɛlɪkɑtɛsəfɔɾɛtnɪŋ
åpner	ˈoːpnəɾ
fåmælt	ˈfoːmeːlt
ca.	ˈsɪɾkɑ
handlaget	ˈhɔnlɑːgət
omgående	ˈɔmgoːənə
rikelig	ˈɾiːkəlɪ
stilongs	ˈstiːlɔŋs
pollen	pɔln
anseligere	ɑnˈseːlɪɾə
vibrere	ʋɪˈbɾeːɾə
regjering	ɾɛˈjeːɾɪŋ
tvetydig	ˈtʋeːtyːdɪ
åpenhjertigst	ˈoːpənjæʈɪkst
dydigste	ˈdyːdɪkstə
døsigere	ˈdøːsɪɾə
underlig	ˈʉnəɭɪ
bli enige om	blɪeːnɪəʊm
filmskuespiller	ˈfɪlmskʉːəspɪləɾ
drastisk	ˈdɾɑstɪsk
harry	ˈhɑɾɪ
sakkyndigst	ˈsɑːkçʏnɪkst
driftige	ˈdɾɪftɪə
modernisere	mʊdæɳɪˈseːɾə
skuespiller	ˈskʉːəspɪləɾ,ˈskʉːwəspɪləɾ
overdådigst	ˈoːʋəɖoːdɪkst
atal	ˈɑːtɑːl
heise	ˈhæɪsə
faglig	ˈfɑːglɪ
veldig	ˈʋɛldɪ
transparent	tɾɑnspɑˈɾɑŋ
rangle	ˈɾɑŋɽə
styrmann	ˈstʏɾmɑːn
åpenhjertig	ˈoːpənjæʈɪ
komplett	kʊmˈplɛt
junior	ˈjʉːnɪʊɾ
perrong	pɛɾɔŋ
billige	ˈbɪlɪə
nyttår	ˈnʏtoːɾ
begripeligste	bəˈgɾiːpəlɪkstə
ubegripelige	ʉːbəˈgɾiːpəlɪə
ekspandere	ɛkspɑŋˈdeːɾə
forekomme	ˈfoːɾəkɔmə
koseligst	ˈkuːʂɭɪkst
overdrive	ˈoːʋəɖɾiːʋə
oppofrende	ˈɔpɔfɾənə
skummel	ˈskʉməl
uhorvelige	ʉˈhɔɾʋəliːɪə
melk	mɛlk
smugling	smʉglɪŋ
upersonligere	ˈʉːpæʂuːnlɪɾə
knuse	ˈknʉːsə
på hverdager	poːʋæɖɑːgəɾ
konstitusjonell	kʊnstɪtʉʂʊˈnɛl
plaske	ˈplɑskə
sørlige	ˈsøːɭɪə
udødeligst	ʉˈdøːdəlɪkst
knær	knæːɾ
herje	ˈhæɾjə
ettertrykkeligst	ɛtəˈʈɾʏkəlɪkst
uforglemmeligst	ʉfɔɾˈglɛməlɪkst
gubbe	ˈgʉbə
uttrykkelig	ʊˈtɾʏkəlɪ
informere seg	ɪnfɔˈmɛɾəsæɪ
åndeligste	ˈɔnəlɪkstə
kollega	kʊˈlɛgɑ
uanfektet	ˈʉːɑnfɛktət
eksperimentere	ɛkspəɾɪmənˈteːɾə
sneie	ˈsnæɪə
betenkelig	bəˈtɛŋkəlɪ
uforglemmeligere	ʉfɔɾˈglɛməlɪɾə
glinse	ˈglɪnsə
snue	snʉːə
tange	ˈtɑŋə
vitebegjærligste	ˈʋiːtəbəjæːɭɪkstə
låne	ˈloːnə
uunngåeligst	ʉːʉnˈgoːəlɪkst
pålitelige	pɔˈliːtlɪə
ømfintligst	œmˈfɪntlɪkst
uimotståeligste	ʉɪmuːtˈstoːəlɪkstə
bombe	ˈbʊmbə
saft	sɑft
grenseovergang	gɾɛnsəoːʋəɾgɑŋ
sminke	ˈsmɪŋkə
dekret	dəˈkɾeːt,dɛˈkɾeːt
korrupt	kʊˈɾʉpt
het	heːt
fortid	ˈfɔʈiː,ˈfɔʈiːd
fet	feːt
umyndigere	ʉˈmʏnɪɾə
ukrenkeligere	ʉˈkɾɛŋkəlɪɾə
sønn	sœn
avsindigst	ɑʋˈsɪnɪkst
urensligst	ʉˈɾeːnʂɭɪkst
haike	ˈhæɪkə
befrier	bəˈfɾiːjəɾ
prompe	ˈpɾʊmpə
gjennomsnittligere	ˈjɛnɔmsnɪtlɪɾə
trykk	tɾʏk
modifisere	mʊdɪfɪˈseːɾə
plutseligste	ˈplʉtsəlɪkstə
siste	sɪstə
vanlig	ˈʋɑːnlɪ
vinker	ˈʋɪŋkəɾ
bekymre	bəˈçʏmɾə
menneske	ˈmɛnskə,ˈmɛnəskə
opprinnelige	ɔpˈɾɪnəlɪə
kverke	ˈkʋæɾkə
mislykket	ˈmɪslʏkət
firkantet	ˈfɪɾkɑntɑ
tilintetgjøre	tɪlˈɪntətjøːɾə
kjapp	çɑp
vrang	ʋɾɑŋ
stritte	ˈstɾɪtə
sammensatt	ˈsɑmənsɑt
ydmyke	ˈyːdmyːkə
usynlige	ʉˈsyːnlɪə
hjerteskjærende	ˈjæʈəʂæːɾənə
vemmelig	ˈʋɛməlɪ
åndsverk	ˈɔnsʋæɾk
uforsvarligst	ˈʉːfɔʂʋɑːɭɪkst
hipp	hɪp
underdanige	ʉnəˈɖɑːnɪə
iherdig	ɪˈhæɖɪ
kilde	ˈçɪldə
punktligste	ˈpʉŋktlɪkstə,ˈpʉŋtlɪkstə
svak	sʋɑːk
påholden	ˈpoːhɔlən
terreng	teːˈɾɛŋ
tråd	tɾoː
parkeringsplass for funksjonshemmede	pɑɾˈkeːɾɪŋsplɑsfɔɾfʉŋkˈʂuːnshɛmədə
dulte	ˈdʉltə
strømpe	ˈstɾœmpə
rangel	ˈɾɑŋəl
kondolere	kʊnʊˈleːɾə
detaljert	dətɑlˈjeːʈ
tine	ˈtiːnə
laud	læwd
hemmeligste	ˈhɛməlɪkstə
forlise	fɔˈɭiːsə
fagligst	ˈfɑːglɪkst
fart	fɑʈ
nedstemme	ˈneːdstɛmə
høvel	ˈhœʋəl
herreløs	ˈhæɾəløːs
skog	skuːg
etterfølge	ˈɛtəɾfœlə
selvutløser	sɛlʉːtløːsəɾ
muntligste	ˈmʉntlɪkstə
bymur	ˈbyːmʉːɾ
bedagelig	bəˈdɑːgəlɪ
nærme	ˈnæɾmə
disponere	dɪspʊˈneːɾə
blødning	bløːdnɪŋ
uforsvarlige	ˈʉːfɔʂʋɑːɭɪə
sjampinjong	ʂɑmpɪnˈjɔŋ
uvurderligst	ʉːʋʉˈɖeːɭɪkst
snerten	ˈsnæʈən
hatten	ˈhɑtn̩
utelate	ˈʉːtəlɑːtə
selvstendig	səlˈstɛnɪ
danne	ˈdɑnə
tjuefem	çʉːəˈfɛm
matforgiftning	mɑːtfɔɾjɪftnɪŋ
svøpe	ˈsʋøːpə
langtekkeligere	ˈlɑŋtɛkəlɪɾə
omgjengeligste	ɔmˈjɛŋəlɪkstə
både	ˈboːdə
bittert	ˈbɪtəʈ
oppfølger	ˈɔpfœləɾ
avhengig	ˈɑːʋhɛŋɪ
potte	ˈpɔtə
baklys	bɑːklyːs
bakvendt	ˈbɑːkʋənt
ufin	ˈʉːfiːn
museum	mʉˈseːʉm
høyspenning	hœɪspənɪŋ
stable	ˈstɑːblə
fredsommelig	fɾeːdˈsɔməlɪ
fritidspark	ˈfɾiːtɪdspɑɾk
galant	gɑˈlɑnt
simulere	sɪmʉˈleːɾə
håndgripeligst	hɔnˈgɾiːpəlɪkst
avskaffe	ˈɑːʋskɑfə
lusen	ˈlʉːsən
forrest	ˈfɔɾəst
somle	ˈsʊmlə
bake	ˈbɑːkə
konstant	kʊnˈstɑnt
smadre	ˈsmɑdɾə
konversere	kʊnʋæˈʂeːɾə
bo	buː
kile	ˈçiːlə
senere	seːnæɾə
amputere	ɑmpʉˈteːɾə
øse	ˈøːsə
skake	ˈskɑːkə
helg	hɛlg
forlede	fɔˈɭeːdə
karneval	ˈkɑːɳəʋɑl
politisk	pʊˈliːtɪsk
servere	sæɾˈʋeːɾə
latter	ˈlɑtəɾ
tjafsete	ˈçɑfsətə
nevenyttigste	ˈneːʋənʏtɪkstə
klossete	ˈklɔsətə
sukke	ˈsʉkə
avskjære	ˈɑːʋʂæːɾə
være til overs	ʋæːɾətɪlˈoːʋəʂ
middelaldrende	ˈmɪdəlɑldɾənə
beklagelig	bəˈklɑːgəlɪ
bak	bɑːk
glimre	ˈglɪmɾə
imøtegå	ɪˈmøːtəgoː
skryte	ˈskɾyːtə
forakteligst	fɔˈɾɑktəlɪkst
romme	ˈɾʊmə
rike	ˈɾiːkə
vårsol	ˈʋoːʂuːɭ
motorvei klasse b	ˈmuːtʊɾʋæɪklɑsəbeː
gyse	ˈjyːsə
gøyal	ˈgœjɑl
skåne	ˈskoːnə
årstid	ˈoːʂtiː
straffbar	ˈstɾɑfbɑːɾ
eksemplarisk	ɛksəmˈplɑːɾɪsk
luke	ˈlʉːkə
utvalg	ʉːtʋɑlg
holdning	ˈhɔldnɪŋ
kvie	ˈkʋiːə
anseligst	ɑnˈseːlɪkst
håpefull	ˈhoːpəfʉl
betenkeligst	bəˈtɛŋkəlɪkst
uklanderlige	ʉˈklɑnəɭɪə
fiffigere	ˈfɪfɪɾə
unaturligst	ˈʉːnɑtʉːɭɪkst
tydelige	ˈtyːdəlɪə
uforstående	ˈʉːfɔʂtoːənə
gjenopplive	ˈjɛnɔpliːʋə
hesje	ˈhɛʂə
feig	fæɪg
kummerlig	ˈkʊməɭɪ
skyte	ˈʂyːtə
møysommelig	mœjˈsɔməlɪ
ulydigst	ʉˈlyːdɪkst
harpe	ˈhɑɾpə
mannligste	ˈmɑnlɪkstə
klø	kløː
gøtt	gœt
rimelig	ˈɾiːmlɪ,ˈɾiːməlɪ
kommunisere	kʊmʉnɪˈseːɾə
skriftligere	ˈskɾɪftlɪɾə
velsmakende	ˈʋɛlsmɑːkənə
selvstendige	səlˈstɛnɪə
kjøpmann	ˈçøːpmɑn
innendørs	ˈɪnənøːʂ
synshemmet	ˈsyːnshɛmət
egenrådigste	ˈeːgənɾoːdɪkstə
spisekart	spiːsəkɑʈ
lugge	ˈlʉgə
ryggrad	ɾʏgɾɑːd
gledelige	ˈgleːdəlɪə
uavlateligere	ʉːɑːʋˈlɑːtəlɪɾə
skynde seg	ʂʏnəsæi
hardnakka	ˈhɑːɳɑkɑ
uvilkårlig	ʉːʋɪlˈkoːɭɪ
bære	ˈbæːɾə
vinter	ˈʋɪntəɾ
verdisaker	ʋæˈɖiːsɑːkəɾ
fornøyelse	fɔˈɳœjɛlsə
krible	ˈkɾɪblə
positiv	ˈpuːsɪtiːʋ
faglært	ˈfɑːglæːʈ
ufordragelig	ʉfɔˈɖɾɑːgəlɪ
motbydelig	mʊtˈbyːdəlɪ
eventyrlige	ɛʋənˈtyːɭɪə
klebrigst	ˈkleːbɾɪkst
overkommelige	ɔʋəɾˈkɔməlɪə
versere	ʋæˈʂeːɾə
ærekrenke	ˈæːɾəkɾɛŋkə
slappe	ˈʂɭɑpə
knuge	ˈknʉːgə
hvass	kʋɑs
drikke	ˈdɾɪkə
skrekkelige	ˈskɾɛkəlɪə
suverenitet	sʉʋəɾɛnɪˈteːt
teknologisk	təknʊˈloːgɪsk
ordlegge	ˈuːɭæɪə
pensjonat	pɑŋʂʊˈnɑːt
reagere	ɾəɑˈgeːɾə
utroligste	ʉˈtɾuːlɪkstə
svai	sʋæɪ
rå	ɾoː
at	ɑt
tannpirker	tɑnpɪɾkəɾ
stråle	ˈstɾoːlə
vestligst	ˈʋɛstlɪkst
hundreår	hʉndɾəoːɾ
brukbar	ˈbɾʉːkbɑːɾ
banne	ˈbɑnə
jernbanestasjon	jæɳbɑːnəstɑʂuːn
flådd	flɔd
skrekkeligst	ˈskɾɛkəlɪkst
ensartet	ˈeːnsɑːʈɑ
hamle	ˈhɑmlə
maktpåliggende	ˈmɑktpɔlɪgənə
legitimere	ləgɪtɪˈmeːɾə
limfarge	ˈliːmfɑɾgə
ujevn	ˈʉːjɛʋn̩
glane	ˈglɑːnə
teknisk	ˈtɛknɪsk
gledelig	ˈgleːdəlɪ
arve	ˈɑɾʋə
inneha	ˈɪnəhɑː
hovedgate	huːʋədgɑːtə
fyrstelig	ˈfʏʂtəlɪ
informere	ɪnfɔɾˈmeːɾə
ukueligste	ʉːˈkʉːəlɪkstə
vittig	ˈʋɪtɪ
hevngjerrig	ˈhɛʋnjæɾɪ
under	ˈʉnəɾ
anstendigere	ɑnˈstɛnɪɾə
