bắt ấn	băk˦˥ɤ̆ŋ˩˧
nhân sinh thích chí	ɲɤ̆ŋ˧˥ʂin˧˥tʰit˦˥ci˩˧
chọn đá thử vàng	cɔŋ͡m˨ˀ˩ʔda˩˧tʰɯ˧˩˨jaŋ˦˨
đường cao	dɯəŋ˦˨kaw˧˥
cáo bắt trúng gà nhà khó	kaw˩˧băk˦˥ʈuŋ͡m˩˧ɣa˦˨ɲa˦˨xɔ˩˧
sách chỉ nam	ʂak˦˥ci˧˩˨nam˧˥
được chim bẻ ná, được cá quên nơm	dɯək˨ˀ˩ʔcim˧˥bɛ˧˩˨na˩˧dɯək˨ˀ˩ʔka˩˧wen˧˥nɤm˧˥
tốt lễ	tok͡p˦˥le˧˩˨
sơ kỳ	ʂɤ˧˥ki˦˨
như sét đánh ngang tai	ɲɯ˧˥ʂɛk˦˥dan˩˧ŋaŋ˧˥taj˧˥
tiêu điểm	tiəw˧˥diəm˧˩˨
chuyên nhất	cwiəŋ˧˥ɲɤ̆k˦˥
ga-ra	ɣa˧˥-ʐa˧˥
hơn bao giờ hết	hɤŋ˧˥baw˧˥jɤ˦˨het˦˥
viện trưởng	jiəŋ˨ˀ˩ʔʈɯəŋ˧˩˨
mệnh phụ	men˨ˀ˩ʔfu˨ˀ˩ʔ
nói dai như thừng	nɔj˩˧jaj˧˥ɲɯ˧˥tʰɯŋ˦˨
yên xá	iɛŋ˧˥sa˩˧
kính quang phổ	kin˩˧waŋ˧˥fo˧˩˨
lấp xấp	lɤ̆p˦˥sɤ̆p˦˥
bưng bồng	bɯŋ˧˥boŋ͡m˦˨
khâm	xɤ̆m˧˥
ê-ta	e˧˥-ta˧˥
có bệnh thì vái tứ phương	kɔ˩˧ben˨ˀ˩ʔtʰi˦˨jaj˩˧tɯ˩˧fɯəŋ˧˥
nào ngờ	naw˦˨ŋɤ˦˨
ngoại quả bì	ŋwaj˨ˀ˩ʔwa˧˩˨bi˦˨
hám	ham˩˧
nóng chảy mỡ	nɔŋ͡m˩˧căj˧˩˨mɤ˧˩˨
quang độ	waŋ˧˥do˨ˀ˩ʔ
định số	din˨ˀ˩ʔʂo˩˧
đô thị hóa	do˧˥tʰi˨ˀ˩ʔhwa˩˧
mất tăm mất tích	mɤ̆k˦˥tăm˧˥mɤ̆k˦˥tit˦˥
sằng sặc	ʂăŋ˦˨ʂăk˨ˀ˩ʔ
dăn	jăŋ˧˥
tiền sử	tiəŋ˦˨ʂɯ˧˩˨
chạy cấn	căj˨ˀ˩ʔkɤ̆ŋ˩˧
cửa công	kɯə˧˩˨koŋ͡m˧˥
nói xa	nɔj˩˧sa˧˥
đoan	dwaŋ˧˥
quang xúc tác	waŋ˧˥suk͡p˦˥tak˦˥
hải đảo	haj˧˩˨daw˧˩˨
tương kỵ	tɯəŋ˧˥ki˨ˀ˩ʔ
dải lưng	jaj˧˩˨lɯŋ˧˥
lan quạt	laŋ˧˥wak˨ˀ˩ʔ
mán	maŋ˩˧
vĩnh hùng	jin˧˩˨huŋ͡m˦˨
nước da	nɯək˦˥ja˧˥
xanh xao hốc hác	san˧˥saw˧˥hok͡p˦˥hak˦˥
mõm sói	mɔm˧˩˨ʂɔj˩˧
nhớ nhà	ɲɤ˩˧ɲa˦˨
điện hóa học	diəŋ˨ˀ˩ʔhwa˩˧hɔk͡p˨ˀ˩ʔ
lẩn vẩn	lɤ̆ŋ˧˩˨jɤ̆ŋ˧˩˨
cải tà quy chính	kaj˧˩˨ta˦˨wi˧˥cin˩˧
mặt ngọc da ngà	măk˨ˀ˩ʔŋɔk͡p˨ˀ˩ʔja˧˥ŋa˦˨
bảng danh dự	baŋ˧˩˨jan˧˥jɯ˨ˀ˩ʔ
xếp loại	sep˦˥lwaj˨ˀ˩ʔ
lòng trắng	lɔŋ͡m˦˨ʈăŋ˩˧
hôm nao	hom˧˥naw˧˥
thơ mới	tʰɤ˧˥mɤj˩˧
ăn nhậu	ăŋ˧˥ɲɤ̆w˨ˀ˩ʔ
chán	caŋ˩˧
nhăn nhẳn	ɲăŋ˧˥ɲăŋ˧˩˨
thuần chủng	tʰwɤ̆ŋ˦˨cuŋ͡m˧˩˨
đêm có khuya ngày có rạng	dem˧˥kɔ˩˧xwiə˧˥ŋăj˦˨kɔ˩˧ʐaŋ˨ˀ˩ʔ
công xưởng	koŋ͡m˧˥sɯəŋ˧˩˨
quẻ âm dương	wɛ˧˩˨ɤ̆m˧˥jɯəŋ˧˥
hoá phép	hwa˩˧fɛp˦˥
hồ chi	ho˦˨ci˧˥
ngô ngố	ŋo˧˥ŋo˩˧
góc kề bù	ɣɔk͡p˦˥ke˦˨bu˦˨
loại hình học ngôn ngữ	lwaj˨ˀ˩ʔhin˦˨hɔk͡p˨ˀ˩ʔŋoŋ͡m˧˥ŋɯ˧˩˨
quán lào	waŋ˩˧law˦˨
viên nội	jiəŋ˧˥noj˨ˀ˩ʔ
dân vệ	jɤ̆ŋ˧˥je˨ˀ˩ʔ
bất tuân thượng lệnh	bɤ̆k˦˥twɤ̆ŋ˧˥tʰɯəŋ˨ˀ˩ʔlen˨ˀ˩ʔ
mặt trăng	măk˨ˀ˩ʔʈăŋ˧˥
nặng đầu	năŋ˨ˀ˩ʔdɤ̆w˦˨
thừa tự	tʰɯə˦˨tɯ˨ˀ˩ʔ
hồn xiêu phách lạc	hoŋ͡m˦˨siəw˧˥fak˦˥lak˨ˀ˩ʔ
tri giao	ʈi˧˥jaw˧˥
xì xà xì xồ	si˦˨sa˦˨si˦˨so˦˨
nhất thống	ɲɤ̆k˦˥tʰoŋ͡m˩˧
việt quang	jiək˨ˀ˩ʔwaŋ˧˥
khóa chữ	xwa˩˧cɯ˧˩˨
í o	i˩˧ɔ˧˥
rinh tùng rinh	ʐin˧˥tuŋ͡m˦˨ʐin˧˥
cấy tháng chạp, đạp không đổ	kɤ̆j˩˧tʰaŋ˩˧cap˨ˀ˩ʔdap˨ˀ˩ʔxoŋ͡m˧˥do˧˩˨
lính	lin˩˧
trăng	ʈăŋ˧˥
phức tạp	fɯk˦˥tap˨ˀ˩ʔ
bầu tiên	bɤ̆w˦˨tiəŋ˧˥
chủ bài	cu˧˩˨baj˦˨
giáo điều chủ nghĩa	jaw˩˧diəw˦˨cu˧˩˨ŋiə˧˩˨
chiềng lao	ciəŋ˦˨law˧˥
nhứt	ɲɯk˦˥
biến hoá	biəŋ˩˧hwa˩˧
giãn nở	jaŋ˧˩˨nɤ˧˩˨
xã đội trưởng	sa˧˩˨doj˨ˀ˩ʔʈɯəŋ˧˩˨
thơ ấu	tʰɤ˧˥ɤ̆w˩˧
trung giang	ʈuŋ͡m˧˥jaŋ˧˥
ruột bỏ ngoài da	ʐuək˨ˀ˩ʔbɔ˧˩˨ŋwaj˦˨ja˧˥
lỗ danh	lo˧˩˨jan˧˥
thăng trầm	tʰăŋ˧˥ʈɤ̆m˦˨
ô đầu	o˧˥dɤ̆w˦˨
quả cánh	wa˧˩˨kan˩˧
hộ pháp	ho˨ˀ˩ʔfap˦˥
hợp tử	hɤp˨ˀ˩ʔtɯ˧˩˨
ào	aw˦˨
chiến xa	ciəŋ˩˧sa˧˥
cho đến	cɔ˧˥den˩˧
vớ vẩn	jɤ˩˧jɤ̆ŋ˧˩˨
trời sinh voi sinh cỏ	ʈɤj˦˨ʂin˧˥jɔj˧˥ʂin˧˥kɔ˧˩˨
tà nung	ta˦˨nuŋ͡m˧˥
khạc nhổ	xak˨ˀ˩ʔɲo˧˩˨
tân khoa	tɤ̆ŋ˧˥xwa˧˥
suối tân	ʂuəj˩˧tɤ̆ŋ˧˥
bốn	boŋ͡m˩˧
tùy tục	tuj˦˨tuk͡p˨ˀ˩ʔ
thẩm dương	tʰɤ̆m˧˩˨jɯəŋ˧˥
dê-rô	je˧˥-ʐo˧˥
chiến đài	ciəŋ˩˧daj˦˨
tuyến giáp trạng	twiəŋ˩˧jap˦˥ʈaŋ˨ˀ˩ʔ
xui nên	suj˧˥nen˧˥
quạu quọ	wăw˨ˀ˩ʔwɔ˨ˀ˩ʔ
coóc ti-dôn	kɔk͡p˦˥ti˧˥-joŋ͡m˧˥
hoa gạo	hwa˧˥ɣaw˨ˀ˩ʔ
khuyển	xwiəŋ˧˩˨
bạo liệt	baw˨ˀ˩ʔliək˨ˀ˩ʔ
chân chim	cɤ̆ŋ˧˥cim˧˥
lấy lòng	lɤ̆j˩˧lɔŋ͡m˦˨
thang thang	tʰaŋ˧˥tʰaŋ˧˥
ngu ngốc	ŋu˧˥ŋok͡p˦˥
xoắn khuẩn	swăŋ˩˧xwɤ̆ŋ˧˩˨
có tiếng mà chẳng có miếng	kɔ˩˧tiəŋ˩˧ma˦˨căŋ˧˩˨kɔ˩˧miəŋ˩˧
cỏ lùng	kɔ˧˩˨luŋ͡m˦˨
dầu thô	jɤ̆w˦˨tʰo˧˥
thư điểm	tʰɯ˧˥diəm˧˩˨
tè	tɛ˦˨
dạy con từ thuở còn thơ	jăj˨ˀ˩ʔkɔŋ͡m˧˥tɯ˦˨tʰuə˧˩˨kɔŋ͡m˦˨tʰɤ˧˥
kiếm cớ	kiəm˩˧kɤ˩˧
búa nguyệt	buə˩˧ŋwiək˨ˀ˩ʔ
cẩn thủ	kɤ̆ŋ˧˩˨tʰu˧˩˨
vô tích sự	jo˧˥tit˦˥ʂɯ˨ˀ˩ʔ
tai hồng	taj˧˥hoŋ͡m˦˨
chẳng may	căŋ˧˩˨măj˧˥
ma-ni-ven	ma˧˥-ni˧˥-jɛŋ˧˥
ăn rở	ăŋ˧˥ʐɤ˧˩˨
phòng bị	fɔŋ͡m˦˨bi˨ˀ˩ʔ
lê mê	le˧˥me˧˥
rau rút	ʐăw˧˥ʐuk͡p˦˥
lẩn quẩn	lɤ̆ŋ˧˩˨wɤ̆ŋ˧˩˨
cân	kɤ̆ŋ˧˥
nghĩa vụ quân sự	ŋiə˧˩˨ju˨ˀ˩ʔwɤ̆ŋ˧˥ʂɯ˨ˀ˩ʔ
giấc hương quan	jɤ̆k˦˥hɯəŋ˧˥waŋ˧˥
giu giú	ju˧˥ju˩˧
xái	saj˩˧
quếch quác	wet˦˥wak˦˥
lục cá nguyệt	luk͡p˨ˀ˩ʔka˩˧ŋwiək˨ˀ˩ʔ
ga-lông	ɣa˧˥-loŋ͡m˧˥
chỉ tệ	ci˧˩˨te˨ˀ˩ʔ
chai bố	caj˧˥bo˩˧
ca múa nhạc	ka˧˥muə˩˧ɲak˨ˀ˩ʔ
cháy thành vạ lây	căj˩˧tʰan˦˨ja˨ˀ˩ʔlɤ̆j˧˥
cả gói	ka˧˩˨ɣɔj˩˧
bươu	bɯəw˧˥
trầm cảm	ʈɤ̆m˦˨kam˧˩˨
cốt-lét	kok͡p˦˥-lɛk˦˥
từ đời tám hoánh	tɯ˦˨dɤj˦˨tam˩˧hwan˩˧
giắt răng	jăk˦˥ʐăŋ˧˥
thu hứng	tʰu˧˥hɯŋ˩˧
ra luồn vào cúi	ʐa˧˥luəŋ˦˨jaw˦˨kuj˩˧
binh cách	bin˧˥kak˦˥
gãy gọn	ɣăj˧˩˨ɣɔŋ͡m˨ˀ˩ʔ
gá nghĩa trăm năm	ɣa˩˧ŋiə˧˩˨ʈăm˧˥năm˧˥
chột dạ	cok͡p˨ˀ˩ʔja˨ˀ˩ʔ
bom lân tinh	bɔm˧˥lɤ̆ŋ˧˥tin˧˥
cổ quái	ko˧˩˨waj˩˧
đút nút	duk͡p˦˥nuk͡p˦˥
ruột đau như cắt	ʐuək˨ˀ˩ʔdăw˧˥ɲɯ˧˥kăk˦˥
quan bác	waŋ˧˥bak˦˥
thượng liên	tʰɯəŋ˨ˀ˩ʔliəŋ˧˥
bắt lửa	băk˦˥lɯə˧˩˨
cầm chầu	kɤ̆m˦˨cɤ̆w˦˨
bảo an đoàn	baw˧˩˨aŋ˧˥dwaŋ˦˨
rỗng	ʐoŋ͡m˧˩˨
nghê nga	ŋe˧˥ŋa˧˥
tro	ʈɔ˧˥
lẫn lộn	lɤ̆ŋ˧˩˨loŋ͡m˨ˀ˩ʔ
thị mẹt	tʰi˨ˀ˩ʔmɛk˨ˀ˩ʔ
bổ nhào	bo˧˩˨ɲaw˦˨
khó tính khó nết	xɔ˩˧tin˩˧xɔ˩˧net˦˥
ngằn ngặt	ŋăŋ˦˨ŋăk˨ˀ˩ʔ
tam đại	tam˧˥daj˨ˀ˩ʔ
hội đồng bộ trưởng	hoj˨ˀ˩ʔdoŋ͡m˦˨bo˨ˀ˩ʔʈɯəŋ˧˩˨
chậm rì	cɤ̆m˨ˀ˩ʔʐi˦˨
tài chính	taj˦˨cin˩˧
giao hoà	jaw˧˥hwa˦˨
xá khao	sa˩˧xaw˧˥
hoán vị	hwaŋ˩˧ji˨ˀ˩ʔ
tái ngộ	taj˩˧ŋo˨ˀ˩ʔ
quà cáp	wa˦˨kap˦˥
số phóng đại	ʂo˩˧fɔŋ͡m˩˧daj˨ˀ˩ʔ
vắng như chùa bà đanh	jăŋ˩˧ɲɯ˧˥cuə˦˨ba˦˨dan˧˥
thầy tướng	tʰɤ̆j˦˨tɯəŋ˩˧
mãn kỳ	maŋ˧˩˨ki˦˨
siết chặt	ʂiək˦˥căk˨ˀ˩ʔ
ân tứ	ɤ̆ŋ˧˥tɯ˩˧
hồng bạch	hoŋ͡m˦˨bak˨ˀ˩ʔ
cơ gấp	kɤ˧˥ɣɤ̆p˦˥
khìn khịt	xin˦˨xit˨ˀ˩ʔ
cư quan	kɯ˧˥waŋ˧˥
toại	twaj˨ˀ˩ʔ
san sá hô	ʂaŋ˧˥ʂa˩˧ho˧˥
như hạn chờ mưa	ɲɯ˧˥haŋ˨ˀ˩ʔcɤ˦˨mɯə˧˥
khó ăn khó nói	xɔ˩˧ăŋ˧˥xɔ˩˧nɔj˩˧
bi ca	bi˧˥ka˧˥
bếp đứng	bep˦˥dɯŋ˩˧
đốc-tơ; đốc-tờ	dok͡p˦˥-tɤ˧˥dok͡p˦˥-tɤ˦˨
sư trưởng	ʂɯ˧˥ʈɯəŋ˧˩˨
heo vòi	heo˧˥jɔj˦˨
đinh đóng cột	din˧˥dɔŋ͡m˩˧kok͡p˨ˀ˩ʔ
đỏ hon hỏn	dɔ˧˩˨hɔŋ͡m˧˥hɔŋ͡m˧˩˨
tốt đôi vừa lứa	tok͡p˦˥doj˧˥jɯə˦˨lɯə˩˧
dải rút	jaj˧˩˨ʐuk͡p˦˥
bến thành	ben˩˧tʰan˦˨
chống gối quá tai	coŋ͡m˩˧ɣoj˩˧wa˩˧taj˧˥
mục đích luận	muk͡p˨ˀ˩ʔdit˦˥lwɤ̆ŋ˨ˀ˩ʔ
sâm	ʂɤ̆m˧˥
ống dẫn tinh	oŋ͡m˩˧jɤ̆ŋ˧˩˨tin˧˥
mẫu ta	mɤ̆w˧˩˨ta˧˥
gỗ cây	ɣo˧˩˨kɤ̆j˧˥
duyên cớ	jwiəŋ˧˥kɤ˩˧
dạn gió dạn sương	jaŋ˨ˀ˩ʔjɔ˩˧jaŋ˨ˀ˩ʔʂɯəŋ˧˥
trục tung	ʈuk͡p˨ˀ˩ʔtuŋ͡m˧˥
huy hoắc	hwi˧˥hwăk˦˥
mồ hôi	mo˦˨hoj˧˥
bôi mặt	boj˧˥măk˨ˀ˩ʔ
dẫn động	jɤ̆ŋ˧˩˨doŋ͡m˨ˀ˩ʔ
dao trì	jaw˧˥ʈi˦˨
thái ninh	tʰaj˩˧nin˧˥
tơ cảm	tɤ˧˥kam˧˩˨
mồ ma	mo˦˨ma˧˥
thăn chuột	tʰăŋ˧˥cuək˨ˀ˩ʔ
hoá tính	hwa˩˧tin˩˧
dựng phim	jɯŋ˨ˀ˩ʔfim˧˥
quẫy	wɤ̆j˧˩˨
kinh tuyến	kin˧˥twiəŋ˩˧
tàu chậm	tăw˦˨cɤ̆m˨ˀ˩ʔ
pháo bông	faw˩˧boŋ͡m˧˥
vũ giai	ju˧˩˨jaj˧˥
cam thịnh tây	kam˧˥tʰin˨ˀ˩ʔtɤ̆j˧˥
chạy re	căj˨ˀ˩ʔʐɛ˧˥
kết giao	ket˦˥jaw˧˥
xuất quỷ nhập thần	swɤ̆k˦˥wi˧˩˨ɲɤ̆p˨ˀ˩ʔtʰɤ̆ŋ˦˨
cao hứng	kaw˧˥hɯŋ˩˧
quan phụ mẫu	waŋ˧˥fu˨ˀ˩ʔmɤ̆w˧˩˨
phóng tay	fɔŋ͡m˩˧tăj˧˥
mỗi người một phách	moj˧˩˨ŋɯəj˦˨mok͡p˨ˀ˩ʔfak˦˥
gian tham	jaŋ˧˥tʰam˧˥
làm mẫu	lam˦˨mɤ̆w˧˩˨
dím	jim˩˧
sùng sũng	ʂuŋ͡m˦˨ʂuŋ͡m˧˩˨
phó tổng thư kí	fɔ˩˧toŋ͡m˧˩˨tʰɯ˧˥ki˩˧
san định	ʂaŋ˧˥din˨ˀ˩ʔ
tam hiệp	tam˧˥hiəp˨ˀ˩ʔ
đền bù	den˦˨bu˦˨
không khỏi	xoŋ͡m˧˥xɔj˧˩˨
lồi lồi	loj˦˨loj˦˨
giằng co	jăŋ˦˨kɔ˧˥
kiềm tỏa	kiəm˦˨twa˧˩˨
cách mạng	kak˦˥maŋ˨ˀ˩ʔ
muối dưa đắp đổi qua ngày	muəj˩˧jɯə˧˥dăp˦˥doj˧˩˨wa˧˥ŋăj˦˨
tiếp phòng	tiəp˦˥fɔŋ͡m˦˨
điều chế	diəw˦˨ce˩˧
tố	to˩˧
may váy phòng cả dạ	măj˧˥jăj˩˧fɔŋ͡m˦˨ka˧˩˨ja˨ˀ˩ʔ
ngón giữa	ŋɔŋ͡m˩˧jɯə˧˩˨
huấn hỗ	hwɤ̆ŋ˩˧ho˧˩˨
chửa	cɯə˧˩˨
rì rào	ʐi˦˨ʐaw˦˨
quang vinh	waŋ˧˥jin˧˥
xớp	sɤp˦˥
héo hon ruột tằm	heo˩˧hɔŋ͡m˧˥ʐuək˨ˀ˩ʔtăm˦˨
đéo mẹ	deo˩˧mɛ˨ˀ˩ʔ
phong-tên	fɔŋ͡m˧˥-ten˧˥
vị dịch	ji˨ˀ˩ʔjit˨ˀ˩ʔ
đun nấu	duŋ͡m˧˥nɤ̆w˩˧
tranh tồn	ʈan˧˥toŋ͡m˦˨
lí ra	li˩˧ʐa˧˥
cổng chào	koŋ͡m˧˩˨caw˦˨
song liễu	ʂɔŋ͡m˧˥liəw˧˩˨
mắm tôm	măm˩˧tom˧˥
gió vào nhà trống	jɔ˩˧jaw˦˨ɲa˦˨ʈoŋ͡m˩˧
nhiếc móc	ɲiək˦˥mɔk͡p˦˥
tạp vụ	tap˨ˀ˩ʔju˨ˀ˩ʔ
khum	xum˧˥
nạo vét	naw˨ˀ˩ʔjɛk˦˥
dơ dáng dại hình	jɤ˧˥jaŋ˩˧jaj˨ˀ˩ʔhin˦˨
nhẽ	ɲɛ˧˩˨
hoét	hwet˦˥
thấu đáo	tʰɤ̆w˩˧daw˩˧
đại chúng hóa	daj˨ˀ˩ʔcuŋ͡m˩˧hwa˩˧
xi líp	si˧˥lip˦˥
khó lụn xường sườn	xɔ˩˧luŋ͡m˨ˀ˩ʔsɯəŋ˦˨ʂɯəŋ˦˨
cắm sừng	kăm˩˧ʂɯŋ˦˨
tỵ	ti˨ˀ˩ʔ
bảy	băj˧˩˨
chơi diều đứt dây	cɤj˧˥jiəw˦˨dɯk˦˥jɤ̆j˧˥
thôn ổ	tʰoŋ͡m˧˥o˧˩˨
đám rước	dam˩˧ʐɯək˦˥
anh hùng bạt tuỵ	an˧˥huŋ͡m˦˨bak˨ˀ˩ʔtwi˨ˀ˩ʔ
sẻn	ʂɛŋ˧˩˨
đơn từ	dɤŋ˧˥tɯ˦˨
mê sách	me˧˥ʂak˦˥
rỉa lông	ʐiə˧˩˨loŋ͡m˧˥
xuỵt	swit˨ˀ˩ʔ
thanh tra	tʰan˧˥ʈa˧˥
thần phụ	tʰɤ̆ŋ˦˨fu˨ˀ˩ʔ
đình chiến	din˦˨ciəŋ˩˧
khé cổ	xɛ˩˧ko˧˩˨
dặm biển	jăm˨ˀ˩ʔbiəŋ˧˩˨
yêu quý	iəw˧˥wi˩˧
dật sử	jɤ̆k˨ˀ˩ʔʂɯ˧˩˨
giữ mồm giữ miệng	jɯ˧˩˨mom˦˨jɯ˧˩˨miəŋ˨ˀ˩ʔ
xốn xang	soŋ͡m˩˧saŋ˧˥
viết máy	jiək˦˥măj˩˧
tàn phế	taŋ˦˨fe˩˧
vạn năng	jaŋ˨ˀ˩ʔnăŋ˧˥
ẩy	ɤ̆j˧˩˨
hoàn toàn	hwaŋ˦˨twaŋ˦˨
mang tai	maŋ˧˥taj˧˥
tú an	tu˩˧aŋ˧˥
rốn bể mò kim	ʐoŋ͡m˩˧be˧˩˨mɔ˦˨kim˧˥
ha ha	ha˧˥ha˧˥
ngộ nghĩnh	ŋo˨ˀ˩ʔŋin˧˩˨
biệt nhãn	biək˨ˀ˩ʔɲaŋ˧˩˨
một chốn đôi nơi	mok͡p˨ˀ˩ʔcoŋ͡m˩˧doj˧˥nɤj˧˥
thành chung	tʰan˦˨cuŋ͡m˧˥
ép buộc	ɛp˦˥buək˨ˀ˩ʔ
tổ chấy	to˧˩˨cɤ̆j˩˧
cầu viện	kɤ̆w˦˨jiəŋ˨ˀ˩ʔ
lình	lin˦˨
ngấy đến mang tai	ŋɤ̆j˩˧den˩˧maŋ˧˥taj˧˥
hồn lạc phách xiêu	hoŋ͡m˦˨lak˨ˀ˩ʔfak˦˥siəw˧˥
hưu thẩm	hɯw˧˥tʰɤ̆m˧˩˨
tanh banh	tan˧˥ban˧˥
tôm đồng	tom˧˥doŋ͡m˦˨
trật trệu	ʈɤ̆k˨ˀ˩ʔʈɛu˨ˀ˩ʔ
đi đêm	di˧˥dem˧˥
mờ mịt	mɤ˦˨mit˨ˀ˩ʔ
xút	suk͡p˦˥
bỏ bừa	bɔ˧˩˨bɯə˦˨
nhọc lòng	ɲɔk͡p˨ˀ˩ʔlɔŋ͡m˦˨
chân tài	cɤ̆ŋ˧˥taj˦˨
dửng dưng	jɯŋ˧˩˨jɯŋ˧˥
cấm sơn	kɤ̆m˩˧ʂɤŋ˧˥
thuận điền	tʰwɤ̆ŋ˨ˀ˩ʔdiəŋ˦˨
chia phượng rẽ loan	ciə˧˥fɯəŋ˨ˀ˩ʔʐɛ˧˩˨lwaŋ˧˥
hào phú	haw˦˨fu˩˧
miệt thị	miək˨ˀ˩ʔtʰi˨ˀ˩ʔ
bắt phạt	băk˦˥fak˨ˀ˩ʔ
trụy thai	ʈuj˨ˀ˩ʔtʰaj˧˥
tắt ngấm	tăk˦˥ŋɤ̆m˩˧
đại khái	daj˨ˀ˩ʔxaj˩˧
bánh vo	ban˩˧jɔ˧˥
bàn hoàn	baŋ˦˨hwaŋ˦˨
mướp tây	mɯəp˦˥tɤ̆j˧˥
ăn lường	ăŋ˧˥lɯəŋ˦˨
than nắm	tʰaŋ˧˥năm˩˧
số một	ʂo˩˧mok͡p˨ˀ˩ʔ
hứng gió	hɯŋ˩˧jɔ˩˧
đài thọ	daj˦˨tʰɔ˨ˀ˩ʔ
danh định	jan˧˥din˨ˀ˩ʔ
la-coóc	la˧˥-kɔk͡p˦˥
xon xót	sɔŋ͡m˧˥sɔk͡p˦˥
hồng	hoŋ͡m˦˨
rã đám	ʐa˧˩˨dam˩˧
tháng mười hai	tʰaŋ˩˧mɯəj˦˨haj˧˥
trấn phục	ʈɤ̆ŋ˩˧fuk͡p˨ˀ˩ʔ
a-pê-ri-típ	a˧˥-pe˧˥-ʐi˧˥-tip˦˥
xe đò	sɛ˧˥dɔ˦˨
hắt xì hơi	hăk˦˥si˦˨hɤj˧˥
giấy thẩm	jɤ̆j˩˧tʰɤ̆m˧˩˨
á phiện	a˩˧fiəŋ˨ˀ˩ʔ
khoa trường	xwa˧˥ʈɯəŋ˦˨
đàn gõ	daŋ˦˨ɣɔ˧˩˨
nương tay	nɯəŋ˧˥tăj˧˥
rửng mỡ	ʐɯŋ˧˩˨mɤ˧˩˨
co kéo	kɔ˧˥keo˩˧
rột roạt	ʐok͡p˨ˀ˩ʔʐwak˨ˀ˩ʔ
thờ lửa	tʰɤ˦˨lɯə˧˩˨
bay là	băj˧˥la˦˨
an-pha	aŋ˧˥-fa˧˥
giết gà lấy trứng	jet˦˥ɣa˦˨lɤ̆j˩˧ʈɯŋ˩˧
đú mỡ	du˩˧mɤ˧˩˨
cùng quá hoá liều	kuŋ͡m˦˨wa˩˧hwa˩˧liəw˦˨
tài sản lưu động	taj˦˨ʂaŋ˧˩˨lɯw˧˥doŋ͡m˨ˀ˩ʔ
chuột chũi	cuək˨ˀ˩ʔcuj˧˩˨
giẻ	jɛ˧˩˨
mắt ghép	măk˦˥ɣɛp˦˥
cướp lái	kɯəp˦˥laj˩˧
hoàng	hwaŋ˦˨
liên danh	liəŋ˧˥jan˧˥
đương nhiệm	dɯəŋ˧˥ɲiəm˨ˀ˩ʔ
hóng chuyện	hɔŋ͡m˩˧cwiəŋ˨ˀ˩ʔ
thêu dệt	tʰɛu˧˥jet˨ˀ˩ʔ
ỏng bụng	ɔŋ͡m˧˩˨buŋ͡m˨ˀ˩ʔ
châu hồng	cɤ̆w˧˥hoŋ͡m˦˨
chuyển tiếp	cwiəŋ˧˩˨tiəp˦˥
giọt sương	jɔk͡p˨ˀ˩ʔʂɯəŋ˧˥
nhuộm	ɲuəm˨ˀ˩ʔ
tu-bin	tu˧˥-bin˧˥
sa nhơn	ʂa˧˥ɲɤŋ˧˥
chủ nghĩa khắc kỉ	cu˧˩˨ŋiə˧˩˨xăk˦˥ki˧˩˨
quốc tế ca	wok͡p˦˥te˩˧ka˧˥
bươm	bɯəm˧˥
đẹp như rối	dɛp˨ˀ˩ʔɲɯ˧˥ʐoj˩˧
đón rào	dɔŋ͡m˩˧ʐaw˦˨
hoang hoá	hwaŋ˧˥hwa˩˧
thẩm vấn	tʰɤ̆m˧˩˨jɤ̆ŋ˩˧
sâm-banh	ʂɤ̆m˧˥-ban˧˥
ký tắt	ki˩˧tăk˦˥
xuýt	swit˦˥
tỏ lộ	tɔ˧˩˨lo˨ˀ˩ʔ
nồi chõ	noj˦˨cɔ˧˩˨
tam điểm	tam˧˥diəm˧˩˨
tươm tất	tɯəm˧˥tɤ̆k˦˥
đỉa hẹ	diə˧˩˨hɛ˨ˀ˩ʔ
điền thanh	diəŋ˦˨tʰan˧˥
nhiễu loạn	ɲiəw˧˩˨lwaŋ˨ˀ˩ʔ
mỗi tuổi một già	moj˧˩˨tuəj˧˩˨mok͡p˨ˀ˩ʔja˦˨
kịp thời	kip˨ˀ˩ʔtʰɤj˦˨
súng cao-su	ʂuŋ͡m˩˧kaw˧˥-ʂu˧˥
tàu lá	tăw˦˨la˩˧
hạ cố	ha˨ˀ˩ʔko˩˧
đom	dɔm˧˥
song sa	ʂɔŋ͡m˧˥ʂa˧˥
chán ngắt	caŋ˩˧ŋăk˦˥
lặng dần	lăŋ˨ˀ˩ʔjɤ̆ŋ˦˨
vợ bìu con díu	jɤ˨ˀ˩ʔbiw˦˨kɔŋ͡m˧˥jiw˩˧
thếch	tʰet˦˥
khô mộc	xo˧˥mok͡p˨ˀ˩ʔ
hùng hổ	huŋ͡m˦˨ho˧˩˨
phí của	fi˩˧kuə˧˩˨
mộng tưởng	moŋ͡m˨ˀ˩ʔtɯəŋ˧˩˨
chợ chiều	cɤ˨ˀ˩ʔciəw˦˨
giá	ja˩˧
bản khoang	baŋ˧˩˨xwaŋ˧˥
thái giám	tʰaj˩˧jam˩˧
trang hoàng	ʈaŋ˧˥hwaŋ˦˨
bơi ếch	bɤj˧˥et˦˥
