麶	tʰi⁴⁴
炫	hiɛn²²
公義	kɔŋ⁴⁴⁻²²ɡi²²
達成	tat̚⁴⁻³²ɕiɪŋ²⁴
擁有	iɔŋ⁵³⁻⁴⁴iu⁵³
馬戲	be⁵³⁻⁴⁴hi²¹
燒毀	ɕio⁴⁴⁻²²hui⁵³
圖畫	tɔ²⁴⁻²²ua²²
驕矜	kiaʊ⁴⁴⁻²²kiɪŋ⁴⁴
袖章	ɕiu²¹⁻⁵³t͡ɕiɔŋ⁴⁴
喙鬚	t͡sʰui²¹⁻⁵³t͡ɕʰiu⁴⁴
角魚	kak̚³²⁻⁴hi²⁴
書童	su⁴⁴⁻²²tɔŋ²⁴
歪斜	uai⁴⁴⁻²²t͡ɕʰia²⁴
綜合	t͡sɔŋ⁴⁴⁻²²hap̚⁴
曇花	tʰam²⁴⁻²²hue⁴⁴
盛名	ɕiɪŋ²²⁻²¹biɪŋ²⁴
威嚇	ui⁴⁴⁻²²hiɪk̚³²
相安無事	ɕiɔŋ⁴⁴⁻²²an⁴⁴⁻²²bo²⁴⁻²²su²²
惚	hut̚³²
臨	lim²⁴
教示	ka²¹⁻⁵³ɕi²²
掬帶	kiuʔ³²⁻⁵³tua²¹
單薄	tan⁴⁴⁻²²poʔ⁴
餐	t͡sʰan⁴⁴
平壤	piɪŋ²⁴⁻²²liɔŋ⁵³
統攝	tʰɔŋ⁵³⁻⁴⁴ɕiap̚³²
金紙	kim⁴⁴⁻²²t͡sua⁵³
某舅	bɔ⁵³⁻⁴⁴ku²²
蘢	laŋ⁴⁴
狴	pe²²
貫	kŋ̍²¹
北歐	pak̚³²⁻⁴aʊ⁴⁴
假造	ke⁵³⁻⁴⁴t͡so²²
宗徒	t͡sɔŋ⁴⁴⁻²²tɔ²⁴
液化	iɪk̚⁴⁻³²hua²¹
廣東儂	kŋ̍⁵³⁻⁴⁴taŋ⁴⁴⁻²²laŋ²⁴
打氣	tã⁵³⁻⁴⁴kʰi²¹
鐵心	tʰiʔ³²⁻⁵³ɕim⁴⁴
白鴒鷥	peʔ⁴⁻²¹liɪŋ²²⁻²¹ɕi⁴⁴
右邊	iu²²⁻²¹piɛn⁴⁴
港市	kaŋ⁵³⁻⁴⁴t͡ɕʰi²²
成交量	ɕiɪŋ²⁴⁻²²kaʊ⁴⁴⁻²²liaŋ²²
鉛筆	iɛn²⁴⁻²²pit̚³²
淨水	t͡ɕiɪŋ²²⁻²¹t͡sui⁵³
腦溢血	nãʊ⁵³⁻⁴⁴iɪk̚³²⁻⁴hiɛt̚³²
坑	kʰiɪŋ⁴⁴
奮發	hun²¹⁻⁵³huat̚³²
馬來西亞	mã⁵³⁻⁴⁴laɪ²⁴⁻²²se⁴⁴⁻²²a⁴⁴
武士道	bu⁵³⁻⁴⁴su²²⁻²¹to²²
菖	t͡ɕʰiũ⁴⁴
暇	ha²⁴
遮爾	t͡ɕiaʔ³²⁻⁵³nĩ²²
貼息	tʰiap̚³²⁻⁴ɕiɪk̚³²
罪嫌	t͡sue²²⁻²¹hiam²⁴
拙劣	t͡suat̚³²⁻⁴luat̚⁴
太太	tʰaɪ²¹⁻⁵³tʰaɪ²¹
幾若	kui⁵³⁻⁴⁴lo²²
牆基	t͡ɕʰiũ²⁴⁻²²ki⁴⁴
眉	baɪ²⁴
涉嫌	ɕiap̚⁴⁻³²hiam²⁴
廣義	kɔŋ⁵³⁻⁴⁴ɡi²²
呈報	tʰiɪŋ²⁴⁻²²po²¹
頭角	tʰaʊ²⁴⁻²²kak̚³²
漓	li²⁴
清彩	t͡ɕʰiɪŋ⁴⁴⁻²²t͡sʰaɪ⁵³
歌喉	kua⁴⁴⁻²²aʊ²⁴
廚	tɔ²⁴
馬口鐵	be⁵³⁻⁴⁴kʰaʊ⁵³⁻⁴⁴tʰiʔ³²
更加	kiɪŋ²¹⁻⁵³ka⁴⁴
急需	kip̚³²⁻⁴su⁴⁴
食茶	t͡ɕiaʔ⁴⁻²¹te²⁴
蓮藕	liɛn²⁴⁻²²ŋãʊ²²
嬰兒	iɪŋ⁴⁴⁻²²li²⁴
怪人	kuai²¹⁻⁵³lin²⁴
高昂	ko⁴⁴⁻²²ɡɔŋ²⁴
當前	tŋ̍⁴⁴⁻²²t͡ɕiɪŋ²⁴
污漬	i²¹⁻⁵³t͡ɕi²¹
生育	ɕiɪŋ⁴⁴⁻²²iɔk̚⁴
自盡	t͡su²²⁻²¹t͡ɕin²²
領屬	liɪŋ⁵³⁻⁴⁴ɕiɔk̚⁴
障礙物	t͡ɕiɔŋ²¹⁻⁵³ɡaɪ²²⁻²¹but̚⁴
番仔灰	huan⁴⁴⁻²²a⁵³⁻⁴⁴he⁴⁴
良多	liaŋ²⁴⁻²²to⁴⁴
本家	pun⁵³⁻⁴⁴ka⁴⁴
甘霖	kam⁴⁴⁻²²lim²⁴
投	taʊ²⁴
中國人民解放軍	tiɔŋ⁴⁴⁻²²kɔk̚³²⁻⁴lin²⁴⁻²²bin²⁴⁻²²kaɪ⁵³⁻⁴⁴hɔŋ²¹⁻⁵³kun⁴⁴
起因	kʰi⁵³⁻⁴⁴in⁴⁴
苦頭	kʰɔ⁵³⁻⁴⁴tʰaʊ²⁴
視訊	ɕi²²⁻²¹ɕin²¹
欖	nã⁵³
有寡	u²²⁻²¹kuã⁵³
疏	sɔ²¹
夯	haŋ⁴⁴
還	hãɪ²⁴
門面	mŋ̍²⁴⁻²²bin²²
婦女節	hu²²⁻²¹li⁵³⁻⁴⁴t͡ɕiɛt̚³²
丕命	pʰe⁴⁴⁻²²miã²²
日內瓦	d͡ʑit̚⁴⁻³²laɪ²²⁻²¹ua²²
袋屎	te²²⁻²¹saɪ⁵³
廁	t͡ɕʰiɪk̚³²
反復	huan⁵³⁻⁴⁴hɔk̚³²
劣跡	luat̚⁴⁻³²t͡ɕiɪk̚³²
頭毛菜	tʰaʊ²⁴⁻²²mŋ̍²⁴⁻²²t͡sʰaɪ²¹
偏愛	pʰiɛn⁴⁴⁻²²aɪ²¹
以南	i⁵³⁻⁴⁴lam²⁴
值得	tat̚⁴⁻³²tit̚³²
樂手	ɡak̚⁴⁻³²t͡ɕʰiu⁵³
無效	bu²⁴⁻²²haʊ²²
涵	ã²⁴
博物館	pɔk̚³²⁻⁴but̚⁴⁻³²kuan⁵³
氣急敗壞	kʰi²¹⁻⁵³kip̚³²⁻⁴paɪ²²⁻²¹haɪ²²
有底	u²²⁻²¹tue⁵³
戌時	sut̚³²⁻⁴ɕi²⁴
無共款	bo²⁴⁻²²kaŋ²²⁻²¹kʰuan⁵³
脯	pɔ⁵³
十一指	t͡sap̚⁴⁻³²it̚³²⁻⁴t͡saɪ⁵³
損蕩	sŋ̍⁵³⁻⁴⁴tŋ̍²²
饅	ban²⁴
操縱	t͡sʰo⁴⁴⁻²²t͡ɕʰiɔŋ²¹
強姦	kiɔŋ²⁴⁻²²kan⁴⁴
海碗	haɪ⁵³⁻⁴⁴uã⁵³
線頂	suã²¹⁻⁵³tiɪŋ⁵³
焦作	t͡ɕiaʊ⁴⁴⁻²²t͡sɔk̚³²
農舍	lɔŋ²⁴⁻²²ɕia²¹
顧慮	kɔ²¹⁻⁵³lu²²
襖	aʊ⁵³
大細腎	tua²²⁻²¹sue²¹⁻⁵³ɕiɛn⁴⁴
追尋	tui⁴⁴⁻²²ɕim²⁴
殊	su²⁴
老神在在	laʊ²²⁻²¹ɕin²⁴⁻²²t͡saɪ²²⁻²¹t͡saɪ²²
豺狗	ɕia²⁴⁻²²kaʊ⁵³
爪	t͡saʊ⁵³
腥	ɕiɪŋ⁴⁴
蛀	t͡ɕiu²¹
禮帽	le⁵³⁻⁴⁴bo²²
嘴角	t͡sʰui²¹⁻⁵³kak̚³²
楊梅瘡	iɔŋ²⁴⁻²²muĩ²⁴⁻²²t͡sʰŋ̍⁴⁴
貝寧	pue²¹⁻⁵³liɪŋ²⁴
描摹	biaʊ²⁴⁻²²bɔ²⁴
目神	bak̚⁴⁻³²ɕin²⁴
開火	kʰui⁴⁴⁻²²he⁵³
生囡仔	ɕĩ⁴⁴⁻²²ɡin⁵³⁻⁴⁴a⁵³
縱橫	t͡ɕʰiɔŋ²¹⁻⁵³hiɪŋ²⁴
星火	ɕiɪŋ⁴⁴⁻²²hɔ̃⁵³
痛哭	tʰɔŋ²¹⁻⁵³kʰaʊ²¹
回去	hue²⁴⁻²²kʰi²¹
娶	t͡sʰu⁵³
引信	in⁵³⁻⁴⁴ɕin²¹
門	bun²⁴
部會	pɔ²²⁻²¹hue²²
歇喘	hioʔ³²⁻⁵³t͡sʰuan⁵³
手面趁食	t͡ɕʰiu⁵³⁻⁴⁴bin²²⁻²¹tʰan²¹⁻⁵³t͡ɕiaʔ⁴
暴斃	po²²⁻²¹pe²¹
悉心	ɕit̚³²⁻⁴ɕim⁴⁴
珍	t͡ɕin⁴⁴
眷顧	kuan²¹⁻⁵³kɔ²¹
酸味	sŋ̍⁴⁴⁻²²bi²²
榮枯	iɪŋ²⁴⁻²²kɔ⁴⁴
星號	t͡ɕʰĩ⁴⁴⁻²²ho²²
批發	pʰue⁴⁴⁻²²huat̚³²
噠	tat̚⁴
崁頂	kʰam²¹⁻⁵³tiɪŋ⁵³
辦公室	pan²²⁻²¹kɔŋ⁴⁴⁻²²ɕiɪk̚³²
埋沒	baɪ²⁴⁻²²but̚⁴
養病	iɔŋ⁵³⁻⁴⁴pĩ²²
稜	liɪŋ²⁴
通史	tʰɔŋ⁴⁴⁻²²su⁵³
混血兒	hun²²⁻²¹hiɛt̚³²⁻⁴d͡ʑi²⁴
𥐵仔	pʰiɛt̚³²⁻⁴a⁵³
出醜	t͡sʰut̚³²⁻⁴tʰiu⁵³
對抵	tui²¹⁻⁵³ti⁵³
炒路	t͡sʰa⁵³⁻⁴⁴lɔ²²
長壽	tŋ̍²⁴⁻²²ɕiu²²
之內	t͡ɕi⁴⁴⁻²²laɪ²²
專橫	t͡suan⁴⁴⁻²²hiɪŋ²⁴
杜猴	tɔ²²⁻²¹kaʊ²⁴
謀事	bɔ²⁴⁻²²su²²
憂悶	iu⁴⁴⁻²²bun²²
方法	hɔŋ⁴⁴⁻²²huat̚³²
正誤	t͡ɕiɪŋ²¹⁻⁵³ŋɔ̃²²
離散	li²²⁻²¹san²¹
矑	lɔ²⁴
搔	saʊ⁴⁴
基希訥烏	ki⁴⁴⁻²²hi⁴⁴⁻²²lut̚⁴⁻³²ɔ⁴⁴
光環	kŋ̍⁴⁴⁻²²kʰuan²⁴
過症	ke²¹⁻⁵³t͡ɕiɪŋ²¹
瘸	kio²⁴
凍	taŋ²¹
破財	pʰo²¹⁻⁵³t͡saɪ²⁴
辯論	piɛn²²⁻²¹lun²²
琢	tɔk̚³²
直譯	tit̚⁴⁻³²iɪk̚⁴
書	su⁴⁴
道歉	to²²⁻²¹kʰiam⁵³
泱	iaŋ⁴⁴
教正	kaʊ²¹⁻⁵³t͡ɕiɪŋ²¹
驚人	kiɪŋ⁴⁴⁻²²lin²⁴
冥王星	biɪŋ²⁴⁻²²ɔŋ²⁴⁻²²t͡ɕʰĩ⁴⁴
正經	t͡ɕiɪŋ²¹⁻⁵³kiɪŋ⁴⁴
莉	li²²
預謀	u²²⁻²¹bɔ²⁴
告急	ko²¹⁻⁵³kip̚³²
擇期	tiɪk̚⁴⁻³²ki²⁴
踏雄	taʔ⁴⁻²¹hiɪŋ²⁴
堅持	kiɛn⁴⁴⁻²²t͡ɕʰi²⁴
土製	tʰɔ⁵³⁻⁴⁴t͡se²¹
撫慰	hu⁵³⁻⁴⁴ui²¹
安分守己	an⁴⁴⁻²²hun²²⁻²¹ɕiu⁵³⁻⁴⁴ki⁵³
認得	lin²²⁻²¹tit̚³²
拍醒	pʰaʔ³²⁻⁵³t͡ɕʰĩ⁵³
下工夫	he²²⁻²¹kaŋ⁴⁴⁻²²hu⁴⁴
預測	u²²⁻²¹t͡ɕʰiɪk̚³²
同學	tɔŋ²⁴⁻²²hak̚⁴
薰篋仔	hun⁴⁴⁻²²kʰueʔ³²⁻⁵³a⁵³
鼬	iu²²
督學	tɔk̚³²⁻⁴hak̚⁴
掃墓	saʊ²¹⁻⁵³bɔŋ²²
依附	i⁴⁴⁻²²hu²¹
刁古董	tiaʊ⁴⁴⁻²²kɔ⁵³⁻⁴⁴tɔŋ⁵³
誣賴	bu²⁴⁻²²laɪ²²
死戰	ɕi⁵³⁻⁴⁴t͡ɕiɛn²¹
圓柏	ĩ²⁴⁻²²peʔ³²
捌	pueʔ³²
轉移	t͡suan⁵³⁻⁴⁴i²⁴
風颱	hɔŋ⁴⁴⁻²²tʰaɪ⁴⁴
腳腕	kʰa⁴⁴⁻²²uã⁵³
十足	t͡sap̚⁴⁻³²t͡ɕiɔk̚³²
黎明	le²⁴⁻²²biɪŋ²⁴
冤	uan⁴⁴
捂	ŋɔ̃²²
河床	ho²⁴⁻²²t͡sʰɔŋ²⁴
央	iaŋ⁴⁴
只得	t͡ɕi⁵³⁻⁴⁴tiɪk̚³²
危重	ɡui²⁴⁻²²tiɔŋ²²
甜椒	tĩ⁴⁴⁻²²t͡ɕio⁴⁴
水運	t͡sui⁵³⁻⁴⁴un²²
草雞	t͡sʰo⁵³⁻⁴⁴kue⁴⁴
游泳池	iu²⁴⁻²²iɪŋ⁵³⁻⁴⁴ti²⁴
榜眼	pɔŋ⁵³⁻⁴⁴ɡan⁵³
永垂不朽	iɪŋ⁵³⁻⁴⁴sui²⁴⁻²²put̚³²⁻⁴hiu⁵³
鹹淡	kiam²⁴⁻²²tã²²
小人	ɕiaʊ⁵³⁻⁴⁴lin²⁴
關鍵	kuan⁴⁴⁻²²kiɛn²²
哈巴谷	hap̚³²⁻⁴pa⁴⁴⁻²²kɔk̚³²
工本	kaŋ⁴⁴⁻²²pun⁵³
所以	sɔ⁵³⁻⁴⁴i⁵³
內部	lue²²⁻²¹pɔ²²
遺民	ui²⁴⁻²²bin²⁴
祖墓	t͡sɔ⁵³⁻⁴⁴bɔ²²
蹣	puã²⁴
言明	ɡiɛn²⁴⁻²²biɪŋ²⁴
編目	piɛn⁴⁴⁻²²bɔk̚⁴
國民黨	kɔk̚³²⁻⁴bin²⁴⁻²²tɔŋ⁵³
雁來紅	ɡan²²⁻²¹laɪ²⁴⁻²²hɔŋ²⁴
起見	kʰi⁵³⁻⁴⁴kiɛn²¹
第三世界	te²²⁻²¹sã⁴⁴⁻²²se²¹⁻⁵³kaɪ²¹
鐳水	lui⁴⁴⁻²²t͡sui⁵³
私塾	su⁴⁴⁻²²ɕiɔk̚⁴
驚某	kiã⁴⁴⁻²²bɔ⁵³
米糕𣻸	bi⁵³⁻⁴⁴ko⁴⁴⁻²²ɕiũ²⁴
結束	kiɛt̚³²⁻⁴sɔk̚³²
是煞	ɕi²²⁻²¹suaʔ³²
研槽	ɡiɪŋ⁵³⁻⁴⁴t͡so²⁴
雙眼皮	ɕiaŋ⁴⁴⁻²²ɡan⁵³⁻⁴⁴pʰe²⁴
草根	t͡sʰaʊ⁵³⁻⁴⁴kun⁴⁴
平列	piɪŋ²⁴⁻²²liɛt̚⁴
墡	ɕiɛn²²
強欲	kiɔŋ²⁴⁻²²beʔ³²
隱痛	un⁵³⁻⁴⁴tʰɔŋ²¹
碧綠	pʰiɪk̚³²⁻⁴liɪk̚⁴
黴菌	muĩ²⁴⁻²²kʰun⁵³
瞍	sɔ⁵³
生兒育女	sẽ⁴⁴⁻²²d͡ʑi²⁴⁻²²iɔk̚⁴⁻³²li⁵³
濟州	t͡se²¹⁻⁵³t͡ɕiu⁴⁴
部件	pɔ²²⁻²¹kiã²²
愧疚	kʰui²¹⁻⁵³kiu²¹
獵戶	laʔ⁴⁻²¹hɔ²²
塗油	tʰɔ²⁴⁻²²iu²⁴
瀏覽	liu²⁴⁻²²lam⁵³
定定	tiã²²⁻²¹tiã²²
異常	i²²⁻²¹ɕiɔŋ²⁴
一般	it̚³²⁻⁴puã⁴⁴
梅	muĩ²⁴
號	ko²²
大眾	taɪ²²⁻²¹t͡ɕiɔŋ²¹
間歇性	kan²¹⁻⁵³hioʔ³²⁻⁵³ɕiɪŋ²¹
撒母耳	sat̚³²⁻⁴bɔ⁵³⁻⁴⁴nĩ⁵³
原貌	ɡuan²⁴⁻²²mãʊ²²
維繫	ui²⁴⁻²²he²²
業主	ɡiap̚⁴⁻³²t͡su⁵³
吟誦	ɡim²⁴⁻²²ɕiɔŋ²²
機要	ki⁴⁴⁻²²iaʊ²¹
安曼	an⁴⁴⁻²²ban²²
長線	tŋ̍²⁴⁻²²suã²¹
對拄	tui²¹⁻⁵³tu⁵³
杜尚別	tɔ²²⁻²¹ɕiɔŋ²²⁻²¹piɛt̚⁴
食下晝	t͡ɕiaʔ⁴⁻²¹e²²⁻²¹taʊ²¹
疤	pa⁴⁴
儒醫	lu²⁴⁻²²i⁴⁴
臘月	laʔ⁴⁻²¹ɡeʔ⁴
存疑	t͡sun²⁴⁻²²ɡi²⁴
簡省	kan⁵³⁻⁴⁴ɕiɪŋ⁵³
投石	taʊ²⁴⁻²²t͡ɕioʔ⁴
拘謹	ku⁴⁴⁻²²kin⁵³
硫	liu²⁴
散魂仔	san²¹⁻⁵³hun²⁴⁻²²a⁵³
柴箍	t͡sʰa²⁴⁻²²kʰɔ⁴⁴
狼心狗行	lɔŋ²⁴⁻²²ɕim⁴⁴⁻²²kaʊ⁵³⁻⁴⁴hiɪŋ²²
退還	tʰue²¹⁻⁵³huan²⁴
轉化	t͡suan⁵³⁻⁴⁴hua²¹
修改	ɕiu⁴⁴⁻²²kaɪ⁵³
系統	he²²⁻²¹tʰɔŋ⁵³
禁令	kim²¹⁻⁵³liɪŋ²²
早時	t͡sa⁵³⁻⁴⁴ɕi²⁴
噪	t͡saʊ²¹
了事	liaʊ⁵³⁻⁴⁴su²²
稻穀	to²²⁻²¹kɔk̚³²
礴	pɔk̚⁴
性騷擾	ɕiɪŋ²¹⁻⁵³so⁴⁴⁻²²liaʊ⁵³
後門	aʊ²²⁻²¹mŋ̍²⁴
荃	t͡sʰuan⁴⁴
上限	ɕiɔŋ²²⁻²¹han²²
借鑒	t͡ɕioʔ³²⁻⁵³kam²¹
收受	ɕiu⁴⁴⁻²²ɕiu²²
酒窩	t͡ɕiu⁵³⁻⁴⁴o⁴⁴
公所	kɔŋ⁴⁴⁻²²sɔ⁵³
禮節	le⁵³⁻⁴⁴t͡ɕiɛt̚³²
街舞	kue⁴⁴⁻²²bu⁵³
體操	tʰe⁵³⁻⁴⁴t͡sʰaʊ⁴⁴
白身人	peʔ⁴⁻²¹ɕin⁴⁴⁻²²laŋ²⁴
床	t͡sʰɔŋ²⁴
窒扶斯	t͡ɕiɪk̚³²⁻⁴hu²⁴⁻²²su⁴⁴
外國	ɡua²²⁻²¹kɔk̚³²
增光	t͡ɕiɪŋ⁴⁴⁻²²kɔŋ⁴⁴
傳遞	tuan²⁴⁻²²te²²
完畢	uan²⁴⁻²²pit̚³²
紅毛人	aŋ²⁴⁻²²mŋ̍²⁴⁻²²laŋ²⁴
奇襲	ki²⁴⁻²²ɕip̚⁴
收山	ɕiu⁴⁴⁻²²suã⁴⁴
逄	paŋ²⁴
受騙	ɕiu²²⁻²¹pʰiɛn²¹
巧	kʰa⁵³
知	ti⁴⁴
葉	iap̚⁴
處方	t͡sʰu²¹⁻⁵³hɔŋ⁴⁴
放卵	paŋ²¹⁻⁵³nŋ̍²²
丈儂	tiũ²²⁻²¹laŋ²⁴
毒液	tɔk̚⁴⁻³²iɪk̚⁴
勸阻	kʰuan²¹⁻⁵³t͡sɔ⁵³
情味	t͡ɕiɪŋ²⁴⁻²²bi²²
排骨	paɪ²⁴⁻²²kut̚³²
蘋果	pʰiaŋ²⁴⁻²²ko⁵³
豉	ɕĩ²²
知	t͡saɪ⁴⁴
心裁	ɕim⁴⁴⁻²²t͡sʰaɪ²⁴
平正	pĩ²⁴⁻²²t͡ɕiã²¹
厄運	iɪk̚³²⁻⁴un²²
下層	e²²⁻²¹t͡san²⁴
聲浪	ɕiɪŋ⁴⁴⁻²²lɔŋ²²
轟動	hɔŋ⁴⁴⁻²²tɔŋ²²
格調	keʔ³²⁻⁵³tiaʊ²²
原案	ɡuan²⁴⁻²²an²¹
寨	t͡se²²
初賽	t͡sʰɔ⁴⁴⁻²²saɪ²¹
選定	suan⁵³⁻⁴⁴tiɪŋ²²
印度洋	in²¹⁻⁵³tɔ²²⁻²¹iũ²⁴
神效	ɕin²⁴⁻²²haʊ²²
法郎	huat̚³²⁻⁴lɔŋ²⁴
潰逃	kʰui²¹⁻⁵³to²⁴
壯麗	t͡sɔŋ²¹⁻⁵³le²²
美聯社	bi⁵³⁻⁴⁴liɛn²⁴⁻²²ɕia²²
奪得	tuat̚⁴⁻³²tiɪk̚³²
煙霧	iɛn⁴⁴⁻²²bu²²
夫君	hu⁴⁴⁻²²kun⁴⁴
起勢	kʰi⁵³⁻⁴⁴se²¹
自衛隊	t͡su²²⁻²¹ue²²⁻²¹tui²²
著賊偷	tioʔ⁴⁻²¹t͡sʰat̚⁴⁻³²tʰaʊ⁴⁴
壁虎	piaʔ³²⁻⁵³hɔ⁵³
頂層	tiɪŋ⁵³⁻⁴⁴t͡san²⁴
顛倒	tʰiɛn⁴⁴⁻²²tʰoʔ⁴
急用	kip̚³²⁻⁴iɔŋ²²
客觀	kʰiɪk̚³²⁻⁴kuan⁴⁴
吱吱寂寂	t͡ɕi⁴⁴⁻²²t͡ɕi⁴⁴⁻²²t͡ɕiaʊʔ⁴⁻²¹t͡ɕiaʊʔ⁴
服飾	hɔk̚⁴⁻³²ɕiɪk̚³²
持久	t͡ɕʰi²⁴⁻²²kiu⁵³
依據	i⁴⁴⁻²²ku²¹
寄	kia²¹
攸	iu⁴⁴
充足	t͡ɕʰiɔŋ⁴⁴⁻²²t͡ɕiɔk̚³²
政事	t͡ɕiɪŋ²¹⁻⁵³su²²
血糖	hiɛt̚³²⁻⁴tʰŋ̍²⁴
免疫力	biɛn⁵³⁻⁴⁴iɪk̚⁴⁻³²liɪk̚⁴
駜	pi²²
分清	pun⁴⁴⁻²²t͡ɕʰiɪŋ⁴⁴
瞄	bio²⁴
後日	aʊ²²⁻²¹lit̚⁴
𣍐見笑	bue²²⁻²¹kiɛn²¹⁻⁵³ɕiaʊ²¹
大腦	tua²²⁻²¹nãʊ⁵³
鐵質	tʰiʔ³²⁻⁵³t͡ɕit̚³²
映	iã²¹
放狗屁	paŋ²¹⁻⁵³kaʊ⁵³⁻⁴⁴pʰui²¹
倞	kiɪŋ²²
調處	tiaʊ²⁴⁻²²t͡sʰu²¹
有請	iu⁵³⁻⁴⁴t͡ɕʰiã⁵³
營利	iɪŋ²⁴⁻²²li²²
潲	saʊ²¹
殼	kʰak̚³²
難為	lan²⁴⁻²²ui²⁴
木製	bɔk̚⁴⁻³²t͡se²¹
飆車	piaʊ⁴⁴⁻²²t͡ɕʰia⁴⁴
殘破	t͡san²⁴⁻²²pʰo²¹
今仔日	kiã⁴⁴⁻²²lit̚⁴
赤字	t͡ɕʰiaʔ³²⁻⁵³li²²
妖法	iaʊ⁴⁴⁻²²huat̚³²
明日	miã²⁴⁻²²lit̚⁴
穩定	un⁵³⁻⁴⁴tiɪŋ²²
行政院	hiɪŋ²⁴⁻²²t͡ɕiɪŋ²¹⁻⁵³ĩ²²
炮眼	pʰaʊ²¹⁻⁵³ɡan⁵³
鸕鶿	lɔ²⁴⁻²²t͡ɕi²⁴
咫尺	t͡ɕi⁵³⁻⁴⁴t͡ɕʰiɪk̚³²
古蘭經	kɔ⁵³⁻⁴⁴lan²⁴⁻²²kiɪŋ⁴⁴
舉家	ku⁵³⁻⁴⁴ke⁴⁴
太陽系	tʰaɪ²¹⁻⁵³iɔŋ²⁴⁻²²he²²
混同	hun²²⁻²¹tɔŋ²⁴
面	bin²²
餘生	u²⁴⁻²²ɕiɪŋ⁴⁴
錦緞	kim⁵³⁻⁴⁴tuan²²
喚醒	huan²¹⁻⁵³ɕiɪŋ⁵³
雙生仔囝	ɕiaŋ⁴⁴⁻²²ɕĩ⁴⁴⁻²²a⁵³⁻⁴⁴kiã⁵³
頻頻	pin²⁴⁻²²pin²⁴
水利	t͡sui⁵³⁻⁴⁴li²²
夫妻	hu⁴⁴⁻²²t͡sʰe⁴⁴
傾慕	kʰiɪŋ⁴⁴⁻²²bɔ²²
內山	laɪ²²⁻²¹suã⁴⁴
編碼	piɛn⁴⁴⁻²²mã⁵³
惡化	ɔk̚³²⁻⁴hua²¹
雙方	ɕiaŋ⁴⁴⁻²²hɔŋ⁴⁴
覺	kaʊ²¹
喙	hui²¹
仰角	ɡiɔŋ⁵³⁻⁴⁴kak̚³²
角度	kak̚³²⁻⁴tɔ²²
蒞臨	le²²⁻²¹lim²⁴
乖眠	kue⁴⁴⁻²²bin²⁴
硯	hĩ²²
十全十美	ɕip̚⁴⁻³²t͡suan²⁴⁻²²ɕip̚⁴⁻³²bi⁵³
大某	tua²²⁻²¹bɔ⁵³
虛汗	hu⁴⁴⁻²²han²²
遺孤	ui²⁴⁻²²kɔ⁴⁴
元勛	ɡuan²⁴⁻²²hun⁴⁴
照明燈	t͡ɕiaʊ²¹⁻⁵³biɪŋ²⁴⁻²²tiɪŋ⁴⁴
門臼	mŋ̍²⁴⁻²²kʰu²²
諦	te²¹
貓母	niãʊ⁴⁴⁻²²bu⁵³
和好	ho²⁴⁻²²ho⁵³
洗刷	sue⁵³⁻⁴⁴suaʔ³²
閒仔錢	iɪŋ²⁴⁻²²a⁵³⁻⁴⁴t͡ɕĩ²⁴
眾議院	t͡ɕiɔŋ²¹⁻⁵³ɡi²²⁻²¹ĩ²²
鬼仔火	kui⁵³⁻⁴⁴a⁵³⁻⁴⁴he⁵³
頂端	tiɪŋ⁵³⁻⁴⁴tuan⁴⁴
酒	t͡ɕiu⁵³
阿合	a⁴⁴⁻²²kaʔ³²
號哭	ho²⁴⁻²²kʰɔk̚³²
毛巾	mɔ̃²⁴⁻²²kun⁴⁴
推選	tʰui⁴⁴⁻²²suan⁵³
炮彈	pʰaʊ²¹⁻⁵³tan²⁴
星	t͡ɕʰĩ⁴⁴
總計	t͡sɔŋ⁵³⁻⁴⁴ke²¹
列島	liɛt̚⁴⁻³²to⁵³
忝	tʰiam⁵³
藏書	t͡sɔŋ²⁴⁻²²su⁴⁴
職別	t͡ɕit̚³²⁻⁴piɛt̚⁴
歹流擺	pʰãɪ⁵³⁻⁴⁴laʊ²⁴⁻²²paɪ⁵³
光電	kŋ̍⁴⁴⁻²²tiɛn²²
氣苦	kʰi²¹⁻⁵³kʰɔ⁵³
出租	t͡sʰut̚³²⁻⁴t͡sɔ⁴⁴
拖拉	tʰua⁴⁴⁻²²la⁴⁴
宋陳	sɔŋ²¹⁻⁵³tin²⁴
出神	t͡sʰut̚³²⁻⁴ɕin²⁴
使目箭	saɪ⁵³⁻⁴⁴bak̚⁴⁻³²t͡ɕĩ²¹
大亂	taɪ²²⁻²¹luan²²
相拄	ɕio⁴⁴⁻²²tu⁵³
鸕	lɔ²⁴
牛椵	ɡu²⁴⁻²²ke²⁴
出聲	t͡sʰut̚³²⁻⁴ɕiã⁴⁴
附	hu²¹
祭品	t͡se²¹⁻⁵³pʰin⁵³
自然	t͡su²²⁻²¹liɛn²⁴
東沙	taŋ⁴⁴⁻²²sua⁴⁴
使	saɪ⁵³
卑下	pi⁴⁴⁻²²ha²²
遺憾	i²⁴⁻²²ham²²
畚箕	pun²¹⁻⁵³ki⁴⁴
契合	kʰe²¹⁻⁵³hap̚⁴
執業	t͡ɕip̚³²⁻⁴ɡiap̚⁴
藥茶鈷	ioʔ⁴⁻²¹te²⁴⁻²²kɔ⁵³
高樑	ko⁴⁴⁻²²liɔŋ²⁴
