'COS	kˈəz
EVERY(2)	ˈɛvəɹi
EVERYBODY	ˈɛvɹɪbˌɒdi
EVERYDAY(1)	ˌɛvɹɪdˈeɪ
EVERYDAY(2)	ˈɛvɹɪdˌeɪ
EVERYONE	ˈɛvɹɪwˌɐn
EVERYTHING	ˈɛvɹɪθˌɪŋ
EVERYWHERE	ˈɛvɹɪwˌɛə
EVICT	ɪvˈɪkt
EVIDENCE	ˈɛvɪdəns
EVIDENT	ˈɛvɪdənt
EVIDENTLY	ˈɛvɪdəntli
EVIL	ˈiːvəl
EVOKE	ɪvˈəʊk
EVOLUTION(1)	ˌiːvəlˈuːʃən
EVOLUTION(2)	ˌɛvəlˈuːʃən
EVOLUTIONARY(1)	ˌɛvəlˈuːʃənəɹi
EVOLUTIONARY(2)	ˌiːvəlˈuːʃənəɹi
EVOLVE	ɪvˈɒlv
EVOLVED	ɪvˈɒlvd
EVOLVES	ɪvˈɒlvz
EWE	jˈuː
EWELL	jˈuːl
EX	ˈɛks
EXACT	ɪgzˈækt
EXACTLY	ɪgzˈæktli
EXAGGERATE	ɪgzˈædʒəɹˌeɪt
EXAM	ɪgzˈæm
EXAMINATION	ɪgzˌæmɪnˈeɪʃən
EXAMINATIONS	ɪgzˌæmɪnˈeɪʃənz
EXAMINE	ɪgzˈæmɪn
EXAMINED	ɪgzˈæmɪnd
EXAMINES	ɪgzˈæmɪnz
EXAMINING	ɪgzˈæmɪnɪŋ
EXAMPLE	ɪgzˈɑːmpəl
EXAMPLES	ɪgzˈɑːmpəlz
EXAMS	ɪgzˈæmz
EXCEED	ɪksˈiːd
EXCEL	ɪksˈɛl
EXCELLENCE	ˈɛksələns
EXCELLENCY	ˈɛksələnsi
EXCELLENT	ˈɛksələnt
EXCEPT	ɪksˈɛpt
EXCEPTION	ɪksˈɛpʃən
EXCEPTIONAL	ɪksˈɛpʃənəl
EXCEPTIONALLY(1)	ɪksˈɛpʃnəli
EXCEPTIONALLY(2)	ɪksˈɛpʃənəli
EXCEPTIONS	ɪksˈɛpʃənz
EXCERPT(1)	ˈɛksɜːpt
EXCERPT(2)	ɛksˈɜːpt
EXCESS(1)	ɪksˈɛs
EXCESS(2)	ˈɛksˌɛs
EXCESSIVE	ɪksˈɛsɪv
EXCHANGE	ɪkstʃˈeɪndʒ
EXCHANGES	ɪkstʃˈeɪndʒɪz
EXCHEQUER	ˈɛkstʃˌɛkə
EXCITE	ɪksˈaɪt
EXCITED	ɪksˈaɪtɪd
EXCITEMENT	ɪksˈaɪtmənt
EXCITING	ɪksˈaɪtɪŋ
EXCLAIM	ɪksklˈeɪm
EXCLAIMED	ɪksklˈeɪmd
EXCLAMATION	ˌɛkskləmˈeɪʃən
EXCLUDE	ɪksklˈuːd
EXCLUDED	ɪksklˈuːdɪd
EXCLUDING	ɪksklˈuːdɪŋ
EXCLUSION	ɪksklˈuːʒən
EXCLUSIVE	ɪksklˈuːsɪv
EXCLUSIVELY	ɪksklˈuːsɪvli
EXCUSE(1)	ɪkskjˈuːs
EXCUSE(2)	ɪkskjˈuːz
EXCUSES(1)	ɪkskjˈuːsɪz
EXCUSES(2)	ɪkskjˈuːzɪz
EXEC	ˌɛgzˈɛk
EXECUTE	ˈɛksɪkjˌuːt
EXECUTED	ˈɛksɪkjˌuːtɪd
EXECUTION	ˌɛksɪkjˈuːʃən
EXECUTIVE	ɪgzˈɛkjʊtɪv
EXECUTIVES	ɪgzˈɛkjʊtɪvz
EXEMPT	ɪgzˈɛmpt
EXEMPTION	ɪgzˈɛmpʃən
EXERCISE	ˈɛksəsˌaɪz
EXERCISED	ˈɛksəsˌaɪzd
EXERCISES	ˈɛksəsˌaɪzɪz
EXERT	ɪgzˈɜːt
EXETER	ˈɛksɪtə
EXHALE(1)	ɛksˈeɪl
EXHALE(2)	ɪgzˈeɪl
EXHAUST	ɪgzˈɔːst
EXHAUSTED	ɪgzˈɔːstɪd
EXHIBIT	ɪgzˈɪbɪt
EXHIBITION	ˌɛksɪbˈɪʃən
EXHIBITIONS	ˌɛksɪbˈɪʃənz
EXHIBITS	ɪgzˈɪbɪts
EXHILARATE	ɪgzˈɪləɹˌeɪt
EXILE(1)	ˈɛgzaɪl
EXILE(2)	ˈɛksaɪl
EXIST	ɪgzˈɪst
EXISTED	ɪgzˈɪstɪd
EXISTENCE(1)	ɛgzˈɪstəns
EXISTENCE(2)	ɪgzˈɪstəns
EXISTING	ɪgzˈɪstɪŋ
EXISTS	ɪgzˈɪsts
EXIT(1)	ˈɛgzɪt
EXIT(2)	ˈɛksɪt
EXODUS	ˈɛksədəs
EXORBITANT	ɪgzˈɔːbɪtənt
EXOTIC	ɪgzˈɒtɪk
EXPAND	ɪkspˈænd
EXPANDED	ɪkspˈændɪd
EXPANDING	ɪkspˈændɪŋ
EXPANSION	ɪkspˈænʃən
EXPAT	ˈɛkspˌæt
EXPECT	ɪkspˈɛkt
EXPECTATION	ˌɛkspɛktˈeɪʃən
EXPECTATIONS	ˌɛkspɛktˈeɪʃənz
EXPECTED	ɪkspˈɛktɪd
EXPECTING	ɪkspˈɛktɪŋ
EXPECTS	ɪkspˈɛkts
EXPEDIA	ɛkspˈiːdɪə
EXPEDITION	ˌɛkspɪdˈɪʃən
EXPEL	ɪkspˈɛl
EXPENDITURE	ɪkspˈɛndɪtʃə
EXPENDITURES	ɪkspˈɛndɪtʃəz
EXPENSE	ɪkspˈɛns
EXPENSES	ɪkspˈɛnsɪz
EXPENSIVE	ɪkspˈɛnsɪv
EXPERIENCE	ɪkspˈɪəɹɪəns
EXPERIENCED	ɪkspˈɪəɹɪənst
EXPERIENCES	ɪkspˈɪəɹɪənsɪz
EXPERIENCING	ɪkspˈɪəɹɪənsɪŋ
EXPERIMENT	ɪkspˈɛɹɪmənt
EXPERIMENTAL	ɪkspˌɛɹɪmˈɛntəl
EXPERIMENTS	ɪkspˈɛɹɪmənts
EXPERT	ˈɛkspɜːt
EXPERTISE	ˌɛkspɜːtˈiːz
EXPERTS	ˈɛkspɜːts
EXPIRATION	ˌɛkspɪɹˈeɪʃən
EXPIRE	ɪkspˈaɪə
EXPIRED	ɪkspˈaɪəd
EXPIRES	ɪkspˈaɪəz
EXPLAIN	ɪksplˈeɪn
EXPLAINED	ɪksplˈeɪnd
EXPLAINING	ɪksplˈeɪnɪŋ
EXPLAINS	ɪksplˈeɪnz
EXPLANATION	ˌɛksplənˈeɪʃən
EXPLANATIONS	ˌɛksplənˈeɪʃənz
EXPLICIT	ɪksplˈɪsɪt
EXPLICITLY	ɪksplˈɪsɪtli
EXPLODE	ɪksplˈəʊd
EXPLOIT(1)	ɪksplˈɔɪt
EXPLOIT(2)	ˈɛksplˌɔɪt
EXPLOITATION	ˌɛksplɔɪtˈeɪʃən
EXPLORATION	ˌɛkspləɹˈeɪʃən
EXPLORE	ɪksplˈɔː
EXPLORED	ɪksplˈɔːd
EXPLORER	ɪksplˈɔːɹə
EXPLORING	ɪksplˈɔːɹɪŋ
EXPLOSION	ɪksplˈəʊʒən
EXPLOSIVE	ɪksplˈəʊsɪv
EXPO	ˈɛkspəʊ
EXPONENTIAL	ˌɛkspəʊnˈɛnʃəl
EXPORT(1)	ˈɛkspˌɔːt
EXPORT(2)	ɪkspˈɔːt
EXPORTS(1)	ˈɛkspˌɔːts
EXPORTS(2)	ɪkspˈɔːts
EXPOSE	ɪkspˈəʊz
EXPOSED	ɪkspˈəʊzd
EXPOSURE	ɪkspˈəʊʒə
EXPRESS	ɪkspɹˈɛs
EXPRESSED	ɪkspɹˈɛst
EXPRESSING	ɪkspɹˈɛsɪŋ
EXPRESSION	ɪkspɹˈɛʃən
EXPRESSIONS	ɪkspɹˈɛʃənz
EXTEND	ɪkstˈɛnd
EXTENDED	ɪkstˈɛndɪd
EXTENDING	ɪkstˈɛndɪŋ
EXTENDS	ɪkstˈɛndz
EXTENSION	ɪkstˈɛnʃən
EXTENSIONS	ɪkstˈɛnʃənz
EXTENSIVE	ɪkstˈɛnsɪv
EXTENSIVELY	ɪkstˈɛnsɪvli
EXTENT	ɪkstˈɛnt
EXTERIOR	ɪkstˈɪəɹɪə
EXTERNAL	ɪkstˈɜːnəl
EXTOL	ɪkstˈəʊl
EXTRA	ˈɛkstɹə
EXTRACT(1)	ˈɛkstɹˌækt
EXTRACT(2)	ɪkstɹˈækt
EXTRACTION	ɛkstɹˈækʃən
EXTRAORDINARY(1)	ɪkstɹˈɔːdɪnəɹi
EXTRAORDINARY(2)	ˌɛkstɹəˈɔːdɪnəɹi
EXTRAS	ˈɛkstɹəz
EXTREME(1)	ɪkstɹˈiːm
EXTREME(2)	ɛkstɹˈiːm
EXTREMELY(1)	ɪkstɹˈiːmli
EXTREMELY(2)	ɛkstɹˈiːmli
EXUDE	ɪgzjˈuːd
EYE	ˈaɪ
EYEBROW	ˈaɪbɹˌaʊ
EYEBROWS	ˈaɪbɹˌaʊz
EYED	ˈaɪd
EYELASH	ˈaɪlˌæʃ
EYES	ˈaɪz
EYNSHAM	ˈɛnʃəm
FABLE	fˈeɪbəl
FABRIC	fˈæbɹɪk
FABRICS	fˈæbɹɪks
FABULOUS	fˈæbjʊləs
FACADE(1)	fəsˈɑːd
FACADE(2)	fæsˈɑːd
FACE	fˈeɪs
FACED	fˈeɪst
FACES	fˈeɪsɪz
FACET	fˈeɪsɪt
FACIAL	fˈeɪʃəl
FACILITATE	fəsˈɪlɪtˌeɪt
FACILITIES	fəsˈɪlɪtiz
FACILITY	fəsˈɪlɪti
FACING	fˈeɪsɪŋ
FACT	fˈækt
FACTION	fˈækʃən
FACTIONS	fˈækʃənz
FACTOR	fˈæktə
FACTORIAL	fæktˈɔːɹɪəl
FACTORIES	fˈæktəɹiz
FACTORS	fˈæktəz
FACTORY	fˈæktəɹi
FACTS	fˈækts
FACTUAL	fˈæktʃʊəl
FACULTY	fˈækəlti
FAD	fˈæd
FADE	fˈeɪd
FADED	fˈeɪdɪd
FAEROES	fˈɛəɹəʊz
FAG	fˈæg
FAGGOT	fˈægət
FAGS	fˈægz
FAIL	fˈeɪl
FAILED	fˈeɪld
FAILING	fˈeɪlɪŋ
FAILS	fˈeɪlz
FAILURE	fˈeɪljə
FAILURES	fˈeɪljəz
FAINT	fˈeɪnt
FAINTLY	fˈeɪntli
FAIR	fˈɛə
FAIRLY	fˈɛəli
FAIRY	fˈɛəɹi
FAITH	fˈeɪθ
FAITHFUL	fˈeɪθfəl
FAKE	fˈeɪk
FALKIRK	fˈɔːlkɜːk
FALL	fˈɔːl
FALLEN	fˈɔːlən
FALLING	fˈɔːlɪŋ
FALLS	fˈɔːlz
FALSE	fˈɔːls
FAME	fˈeɪm
FAMED	fˈeɪmd
FAMILIAR	fəmˈɪlɪə
FAMILIES(1)	fˈæmliz
FAMILIES(2)	fˈæmɪliz
FAMILY(1)	fˈæmli
FAMILY(2)	fˈæməli
FAMOUS	fˈeɪməs
FAN	fˈæn
FANATIC	fənˈætɪk
FANATICAL	fənˈætɪkəl
FANCIED	fˈænsid
FANCIES	fˈænsiz
FANCY	fˈænsi
FANG	fˈæŋ
FANNY	fˈæni
FANS	fˈænz
FANTASTIC	fæntˈæstɪk
FANTASY	fˈæntəsi
FAQ	fˈæk
FAQS	fˈæks
FAR	fˈɑː
FARCE	fˈɑːs
FARE	fˈɛə
FARES	fˈɛəz
FAREWELL	fˌɛəwˈɛl
FARM	fˈɑːm
FARMER	fˈɑːmə
FARMERS	fˈɑːməz
FARMING	fˈɑːmɪŋ
FARMS	fˈɑːmz
FART	fˈɑːt
FARTHER	fˈɑːðə
FARTHEST	fˈɑːðɪst
FASCINATE	fˈæsɪnˌeɪt
FASCINATING	fˈæsɪnˌeɪtɪŋ
FASHION	fˈæʃən
FASHIONABLE(1)	fˈæʃnəbəl
FASHIONABLE(2)	fˈæʃənəbəl
FASHIONED	fˈæʃənd
FAST	fˈɑːst
FASTEN	fˈɑːsən
FASTENED	fˈɑːsənd
FASTER	fˈɑːstə
FASTEST	fˈɑːstɪst
FAT	fˈæt
FATAL	fˈeɪtəl
FATE	fˈeɪt
FATHER	fˈɑːðə
FATHERS	fˈɑːðəz
FATIGUE	fətˈiːg
FATTY	fˈæti
FAULT	fˈɔːlt
FAULTY	fˈɔːlti
FAVOR	fˈeɪvə
FAVORABLE(1)	fˈeɪvɹəbəl
FAVORABLE(2)	fˈeɪvəɹəbəl
FAVORITE(1)	fˈeɪvɹɪt
FAVORITE(2)	fˈeɪvəɹɪt
FAVORITES(1)	fˈeɪvɹɪts
FAVORITES(2)	fˈeɪvəɹɪts
FAVORS	fˈeɪvəz
FAVOUR	fˈeɪvə
FAVOURABLE(1)	fˈeɪvɹəbəl
FAVOURABLE(2)	fˈeɪvəɹəbəl
FAVOURITE	fˈeɪvəɹɪt
FAVOURITES(1)	fˈeɪvɹɪts
FAVOURITES(2)	fˈeɪvəɹɪts
FAWN	fˈɔːn
FAX	fˈæks
FAY	fˈeɪ
FEAR	fˈɪə
FEARED	fˈɪəd
FEARFUL	fˈɪəfəl
FEARS	fˈɪəz
FEASIBILITY	fˌiːzɪbˈɪlɪti
FEASIBLE	fˈiːzɪbəl
FEAST	fˈiːst
FEAT	fˈiːt
FEATHER	fˈɛðə
FEATHERS	fˈɛðəz
FEATURE	fˈiːtʃə
FEATURED	fˈiːtʃəd
FEATURES	fˈiːtʃəz
FEATURING	fˈiːtʃəɹɪŋ
FEBRUARY(1)	fˈɛbjʊəɹi
FEBRUARY(2)	fˈɛbɹʊəɹi
FED	fˈɛd
FEDERAL(1)	fˈɛdɹəl
FEDERAL(2)	fˈɛdəɹəl
FEDERATION	fˌɛdəɹˈeɪʃən
FEE	fˈiː
FEED	fˈiːd
FEEDBACK	fˈiːdbˌæk
FEEDING	fˈiːdɪŋ
FEEDS	fˈiːdz
FEEL	fˈiːl
FEELING	fˈiːlɪŋ
FEELINGS	fˈiːlɪŋz
FEELS	fˈiːlz
FEES	fˈiːz
FEET	fˈiːt
FEIGN	fˈeɪn
FEIGNED	fˈeɪnd
FELL	fˈɛl
FELLA	fˈɛlə
FELLAS	fˈɛləs
FELLER	fˈɛlə
FELLOW	fˈɛləʊ
FELLOWS	fˈɛləʊz
FELLOWSHIP	fˈɛləʊʃˌɪp
FELT	fˈɛlt
FEMALE	fˈiːmˌeɪl
FEMALES	fˈiːmˌeɪlz
FEMININE	fˈɛmɪnɪn
FEMINIST	fˈɛmɪnɪst
FEMINISTS	fˈɛmɪnɪsts
FENCE	fˈɛns
FEND	fˈɛnd
FERN	fˈɜːn
FERRARI	fəɹˈɑːɹi
FERRY	fˈɛɹi
FERTILITY	fətˈɪlɪti
FEST	fˈɛst
FESTIVAL	fˈɛstɪvəl
FESTIVALS	fˈɛstɪvəlz
FETAL	fˈiːtəl
FETCH	fˈɛtʃ
FETCHED	fˈɛtʃt
FETE	fˈeɪt
FETISH	fˈɛtɪʃ
FETUS	fˈiːtəs
FEUD	fjˈuːd
FEVER	fˈiːvə
FEW	fjˈuː
FEWER	fjˈuːə
FEWEST	fjˈuːɪst
FIAT(1)	fˈiːæt
FIAT(2)	fˈaɪæt
FIBER	fˈaɪbə
FIBRE	fˈaɪbə
FIBRES	fˈaɪbəz
FICTION	fˈɪkʃən
FIDDLE	fˈɪdəl
FIELD	fˈiːld
FIELDS	fˈiːldz
FIERCE	fˈɪəs
FIERCELY	fˈɪəsli
FIERY	fˈɪəɹi
FIFE	fˈaɪf
FIFTEEN(1)	fˈɪftiːn
FIFTEEN(2)	fɪftˈiːn
FIFTEENTH	fɪftˈiːnθ
FIFTH	fˈɪfθ
FIFTIES	fˈɪftiz
FIFTY	fˈɪfti
FIG	fˈɪg
FIGHT	fˈaɪt
FIGHTER	fˈaɪtə
FIGHTERS	fˈaɪtəz
FIGHTING	fˈaɪtɪŋ
FIGHTS	fˈaɪts
FIGURE	fˈɪgə
FIGURED	fˈɪgəd
FIGURES	fˈɪgəz
FIJI	fˈiːdʒi
FILE	fˈaɪl
FILED	fˈaɪld
FILES	fˈaɪlz
FILING	fˈaɪlɪŋ
FILL	fˈɪl
FILLED	fˈɪld
FILLING	fˈɪlɪŋ
FILLS	fˈɪlz
FILM	fˈɪlm
FILMS	fˈɪlmz
FILTER	fˈɪltə
FILTERING	fˈɪltəɹɪŋ
FILTERS	fˈɪltəz
FILTH	fˈɪlθ
FILTHY	fˈɪlθi
FIN	fˈɪn
FINAL	fˈaɪnəl
FINALLY	fˈaɪnəli
FINALS	fˈaɪnəlz
FINANCE(1)	fˈaɪnˌæns
FINANCE(2)	fɪnˈæns
FINANCES(1)	fˈaɪnˌænsɪz
FINANCES(2)	fɪnˈænsɪz
FINANCIAL(1)	fˌaɪnˈænʃəl
FINANCIAL(2)	fɪnˈænʃəl
FINANCIALLY(1)	fɪnˈænʃəli
FINANCIALLY(2)	fˌaɪnˈænʃəli
FINANCING(1)	fˈaɪnˌænsɪŋ
FINANCING(2)	fɪnˈænsɪŋ
FINCH	fˈɪntʃ
FIND	fˈaɪnd
FINDER	fˈaɪndə
FINDING	fˈaɪndɪŋ
FINDINGS	fˈaɪndɪŋz
FINDS	fˈaɪndz
FINE	fˈaɪn
FINELY	fˈaɪnli
FINEST	fˈaɪnɪst
FINGER	fˈɪŋgə
FINGERING	fˈɪŋgəɹɪŋ
FINGERNAIL	fˈɪŋgənˌeɪl
FINGERS	fˈɪŋgəz
FINISH	fˈɪnɪʃ
FINISHED	fˈɪnɪʃt
FINISHES	fˈɪnɪʃɪz
FINISHING	fˈɪnɪʃɪŋ
FINITE	fˈaɪnˌaɪt
FINLAND	fˈɪnlənd
FINN	fˈɪn
FINNISH	fˈɪnɪʃ
FIONA	fiːˈəʊnə
FIR	fˈɜː
FIRE	fˈaɪə
FIRED	fˈaɪəd
FIREFOX	fˈaɪəfˌɒks
FIREPLACE	fˈaɪəplˌeɪs
FIRES	fˈaɪəz
FIREWALL	fˈaɪwˌɔːl
FIRING	fˈaɪəɹɪŋ
FIRM	fˈɜːm
FIRMLY	fˈɜːmli
FIRMS	fˈɜːmz
FIRMWARE	fˈɜːmwˌɛə
FIRST	fˈɜːst
FIRSTLY	fˈɜːstli
FIRTH	fˈɜːθ
FISCAL	fˈɪskəl
FISH	fˈɪʃ
FISHER	fˈɪʃə
FISHERIES	fˈɪʃəɹiz
FISHERMAN	fˈɪʃəmən
FISHERMEN	fˈɪʃəmən
FISHING	fˈɪʃɪŋ
FIST	fˈɪst
FISTING	fˈɪstɪŋ
FIT	fˈɪt
FITNESS	fˈɪtnɪs
FITS	fˈɪts
FITTED	fˈɪtɪd
FITTING	fˈɪtɪŋ
FITTINGS	fˈɪtɪŋz
FIVE	fˈaɪv
FIVER	fˈaɪvə
FIVES	fˈaɪvz
FIX	fˈɪks
FIXED	fˈɪkst
FIXES	fˈɪksɪz
FIXTURE	fˈɪkstʃə
FIXTURES	fˈɪkstʃəz
FIZZ	fˈɪz
FIZZY	fˈɪzi
FLABBERGASTED	flˈæbəgˌɑːstɪd
FLAG	flˈæg
FLAGS	flˈægz
FLAGSHIP	flˈægʃˌɪp
FLAIL	flˈeɪl
FLAIR	flˈɛə
FLAK	flˈæk
FLAKE	flˈeɪk
FLAME	flˈeɪm
FLAMES	flˈeɪmz
FLAMING	flˈeɪmɪŋ
FLANK	flˈæŋk
FLAP	flˈæp
FLARE	flˈɛə
FLASH	flˈæʃ
FLASHERS	flˈæʃəz
FLASHING	flˈæʃɪŋ
FLASK	flˈæsk
FLAT	flˈæt
FLATS	flˈæts
FLAVOR	flˈeɪvə
FLAVOUR	flˈeɪvə
FLAW	flˈɔː
FLEA	flˈiː
FLED	flˈɛd
FLEE	flˈiː
FLEECE	flˈiːs
FLEET	flˈiːt
FLESH	flˈɛʃ
FLEW	flˈuː
FLEX	flˈɛks
FLEXIBILITY	flˌɛksɪbˈɪlɪti
FLEXIBLE	flˈɛksɪbəl
FLICK	flˈɪk
FLICKER	flˈɪkə
FLIES	flˈaɪz
FLIGHT	flˈaɪt
FLIGHTS	flˈaɪts
FLINCH	flˈɪntʃ
FLING	flˈɪŋ
FLINT	flˈɪnt
FLIP	flˈɪp
FLIPPING	flˈɪpɪŋ
FLIRT	flˈɜːt
FLITTING	flˈɪtɪŋ
FLOAT	flˈəʊt
FLOATING	flˈəʊtɪŋ
FLOCK	flˈɒk
FLOCKS	flˈɒks
FLOG	flˈɒg
FLOOD	flˈɐd
FLOOR	flˈɔː
FLOORING	flˈɔːɹɪŋ
FLOORS	flˈɔːz
FLOP	flˈɒp
FLOPPY	flˈɒpi
FLORA	flˈɔːɹə
FLORAL	flˈɔːɹəl
FLORENCE	flˈɒɹəns
FLORIDA	flˈɒɹɪdə
FLORIST	flˈɒɹɪst
FLORISTS	flˈɒɹɪsts
FLOSS	flˈɒs
FLOUR	flˈaʊə
FLOURISH	flˈɐɹɪʃ
FLOUT	flˈaʊt
FLOW	flˈəʊ
FLOWER	flˈaʊə
FLOWERS	flˈaʊəz
FLOWN	flˈəʊn
FLOWS	flˈəʊz
FLOYD	flˈɔɪd
FLU	flˈuː
FLUCTUATIONS	flˌɐktʃʊˈeɪʃənz
FLUFF	flˈɐf
FLUID	flˈuːɪd
FLUKE	flˈuːk
FLUNG	flˈɐŋ
FLUNK	flˈɐŋk
FLUORESCENT	flˌʊəɹˈɛsənt
FLUSH	flˈɐʃ
FLUTE	flˈuːt
FLUX	flˈɐks
FLY	flˈaɪ
FLYER	flˈaɪə
FLYING	flˈaɪɪŋ
FOAL	fˈəʊl
FOAM	fˈəʊm
FOCAL	fˈəʊkəl
FOCUS	fˈəʊkəs
FOCUSED	fˈəʊkəst
FOCUSES	fˈəʊkəsɪz
FOCUSING	fˈəʊkəsɪŋ
FOE	fˈəʊ
FOG	fˈɒg
FOGGY	fˈɒgi
FOIL	fˈɔɪl
FOIST	fˈɔɪst
FOLD	fˈəʊld
FOLDER	fˈəʊldə
FOLDERS	fˈəʊldəz
FOLDING	fˈəʊldɪŋ
FOLIAGE	fˈəʊlɪɪdʒ
FOLK	fˈəʊk
FOLKS	fˈəʊks
FOLLOW	fˈɒləʊ
FOLLOWED	fˈɒləʊd
FOLLOWER	fˈɒləʊə
FOLLOWERS	fˈɒləʊəz
FOLLOWING	fˈɒləʊɪŋ
FOLLOWS	fˈɒləʊz
FOLLY	fˈɒli
FOND	fˈɒnd
FONT	fˈɒnt
FONTS	fˈɒnts
FOO	fˈuː
FOOD	fˈuːd
FOODS	fˈuːdz
FOOL	fˈuːl
FOOLED	fˈuːld
FOOLING	fˈuːlɪŋ
FOOLISH	fˈuːlɪʃ
FOOLS	fˈuːlz
FOOT	fˈʊt
FOOTAGE	fˈʊtɪdʒ
FOOTBALL	fˈʊtbˌɔːl
FOOTNOTE	fˈʊtnˌəʊt
FOOTSTEPS	fˈʊtstˌɛps
FOOTWEAR	fˈʊtwˌɛə
FOR(1)	fə
FOR(2)	fˈɔː
FORAY	fˈɒɹeɪ
FORBADE(1)	fəbˈeɪd
FORBADE(2)	fəbˈæd
FORBES	fˈɔːbz
FORBID	fəbˈɪd
FORBIDDEN	fəbˈɪdən
FORCE	fˈɔːs
FORCED	fˈɔːst
FORCES	fˈɔːsɪz
FORCING	fˈɔːsɪŋ
FORD	fˈɔːd
FORE	fˈɔː
FORECAST	fˈɔːkˌɑːst
FORECASTS	fˈɔːkˌɑːsts
FOREGO	fɔːgˈəʊ
FOREGONE	fɔːgˈɒn
FOREHEAD	fˈɔːhɛd
FOREIGN	fˈɒɹɪn
FOREIGNER	fˈɒɹɪnə
FOREIGNERS	fˈɒɹɪnəz
FORESEE	fˌɔːsˈiː
FOREST	fˈɒɹɪst
FORESTRY	fˈɒɹɪstɹi
FORESTS	fˈɒɹɪsts
FOREVER	fəɹˈɛvə
FOREWENT	fɔːwˈɛnt
FORFEIT	fˈɔːfɪt
FORGAVE	fəgˈeɪv
FORGE	fˈɔːdʒ
FORGET	fəgˈɛt
FORGETTING	fəgˈɛtɪŋ
FORGIVE	fəgˈɪv
FORGIVEN	fəgˈɪvən
FORGIVENESS	fəgˈɪvnɪs
FORGO	fɔːgˈəʊ
FORGONE	fɔːgˈɒn
FORGOT	fəgˈɒt
FORGOTTEN	fəgˈɒtən
FORK	fˈɔːk
FORKS	fˈɔːks
FORM	fˈɔːm
FORMAL	fˈɔːməl
FORMALLY	fˈɔːməli
FORMAT	fˈɔːmˌæt
FORMATION	fɔːmˈeɪʃən
FORMATS	fˈɔːmˌæts
FORMATTING	fˈɔːmˌætɪŋ
FORMED	fˈɔːmd
FORMER	fˈɔːmə
FORMERLY	fˈɔːməli
FORMIDABLE(1)	fˈɔːmɪdəbəl
FORMIDABLE(2)	fˌɔːmˈɪdəbəl
FORMING	fˈɔːmɪŋ
FORMS	fˈɔːmz
FORMULA	fˈɔːmjʊlə
FORMULAE	fˈɔːmjʊli
FORMULAS	fˈɔːmjʊləz
FORMULATE	fˈɔːmjʊlˈeɪt
FORMULATION	fˌɔːmjʊlˈeɪʃən
FORSAKE	fəsˈeɪk
FORSAKEN	fəsˈeɪkən
FORSOOK	fəsˈʊk
FORT	fˈɔːt
FORTE(1)	fˈɔːteɪ
FORTE(2)	fˈɔːt
FORTH	fˈɔːθ
FORTHCOMING	fˌɔːθkˈɐmɪŋ
FORTIES	fˈɔːtiz
FORTNIGHT	fˈɔːtnˌaɪt
FORTUNATE	fˈɔːtʃənɪt
FORTUNATELY	fˈɔːtʃənɪtli
FORTUNE(1)	fˈɔːtʃən
FORTUNE(2)	fˈɔːtʃuːn
FORTUNES(1)	fˈɔːtʃənz
FORTUNES(2)	fˈɔːtʃuːnz
FORTY	fˈɔːti
FORUM	fˈɔːɹəm
FORUMS	fˈɔːɹəmz
FORWARD	fˈɔːwəd
FORWARDING	fˈɔːwədɪŋ
FORWARDS	fˈɔːwədz
FORWENT	fɔːwˈɛnt
FOSSIL	fˈɒsəl
FOSTER	fˈɒstə
FOUGHT	fˈɔːt
FOUL	fˈaʊl
FOUND	fˈaʊnd
FOUNDATION	faʊndˈeɪʃən
FOUNDATIONS	faʊndˈeɪʃənz
FOUNDED	fˈaʊndɪd
FOUNDER	fˈaʊndə
FOUNDS	fˈaʊndz
FOUNTAIN	fˈaʊntɪn
FOUR	fˈɔː
FOURS	fˈɔːz
FOURTEEN(1)	fˈɔːtiːn
FOURTEEN(2)	fɔːtˈiːn
FOURTEENTH(1)	fˈɔːtiːnθ
FOURTEENTH(2)	fɔːtˈiːnθ
FOURTH	fˈɔːθ
FOWL	fˈaʊl
FOX	fˈɒks
FOXY	fˈɒksi
FOYER	fˈɔɪeɪ
FRACTION	fɹˈækʃən
FRACTIONS	fɹˈækʃənz
FRACTURE	fɹˈæktʃə
FRACTURED	fɹˈæktʃəd
FRAGILE	fɹˈædʒaɪl
FRAGMENT	fɹˈægmənt
FRAGMENTS	fɹˈægmənts
FRAGRANCE	fɹˈeɪgɹəns
FRAGRANCES	fɹˈeɪgɹənsɪz
FRAIL	fɹˈeɪl
FRAME	fɹˈeɪm
FRAMED	fɹˈeɪmd
FRAMES	fɹˈeɪmz
FRAMEWORK	fɹˈeɪmwˌɜːk
FRAMING	fɹˈeɪmɪŋ
FRANCE	fɹˈɑːns
FRANCHISE	fɹˈæntʃˌaɪz
FRANCIS	fɹˈɑːnsɪs
FRANCISCO	fɹænsˈɪskəʊ
FRANCS	fɹˈæŋks
FRANK	fɹˈæŋk
FRANKFURT	fɹˈæŋkfət
FRANKLIN	fɹˈæŋklɪn
FRANKLY	fɹˈæŋkli
FRASER	fɹˈeɪzə
FRAUD	fɹˈɔːd
FRAUDULENT	fɹˈɔːdjʊlənt
FRAUGHT	fɹˈɔːt
FRAY	fɹˈeɪ
FREAK	fɹˈiːk
FREAKING	fɹˈiːkɪŋ
FRED	fɹˈɛd
