ئابووری	.ʔa.bû.rî
کەسێکی	.ke.sê.kî
کەسی	.ke.sî
کەسیان	.kes.yan
کەسییەکان	.ke.sî.ye.kan
کەسییەکانیش	.ke.sî.ye.ka.nîş
کەسە	.ke.se
کەسەی	.ke.sey
کەش	.keş
کەلتی	.kel.tî
کەلوپەلی	.ke.lu.pe.lî
کەڵک	.kełk
کەڵکی	.keł.kî
کەڵکیان	.kełk.yan
کەڵەوەشکێنی	.ke.łe.weş.kê.nî
کەم	.kem
کەماڵ	.ke.mał
کەماڵیستەکان	.ke.ma.łîs.te.kan
کەمبوونەوەی	.kem.bû.ne.wey
کەمبوونەوەیەکی	.kem.bû.ne.we.ye.kî
کەمتر	.kem.tir
کەمتریش	.kem.ti.rîş
کەمترە	.kem.ti.re
کەم‌کراو	.kem.ki.raw
کەم‌کراوەکان	.kem.ki.ra.we.kan
کەم‌ئەزموونەوە	.kem.ʔez.mû.ne.we
کەمەوە	.ke.me.we
کەناڵە	.ke.na.łe
کەندوقووڵ	.ken.du.qûł
کەندوکۆسپە	.ken.du.kos.pe
کەنەوە	.ke.ne.we
کەوا	.ke.wa
کەوابوو	.ke.wa.bû
کەوت	.kewt
کەوتبێ	.kew.ti.bê
کەوتنی	.kew.ti.nî
کەوتە	.kew.te
کەون	.kewn
کەیفی	.key.fî
کەین	.keyn
گ	.gi
گاڵ	.gał
گاهەز	.ga.hez
گرافیکەکان	.gi.ra.fî.ke.kan
گران	.gi.ran
گرت	.girt
گرتبوو	.gir.ti.bû
گرتەوە	.gir.te.we
گرن	.gi.rin
گرنگ	.gi.ring
گرنگیان	.gi.ring.yan
گرنگی	.gi.rin.gî
گرووپ	.gi.rûp
گرووپانێکی	.gi.rû.pa.nê.kî
گرووپانی	.gi.rû.pa.nî
گرووپێکن	.gi.rû.pê.kin
گرووپێکی	.gi.rû.pê.kî
گرووپی	.gi.rû.pî
گرووپە	.gi.rû.pe
گرووپەکان	.gi.rû.pe.kan
گرێ	.gi.rê
گریلاکان	.gi.rî.la.kan
گریلاکانی	.gi.rî.la.ka.nî
گرینگ	.gi.rîng
گرینگی	.gi.rîn.gî
گرینگیان	.gi.rîng.yan
گرینگیی	.gi.rîn.gîy
گرینگییەکی	.gi.rîn.gî.ye.kî
گرینگە	.gi.rîn.ge
گرینگەکان	.gi.rîn.ge.kan
گرەگەزێک	.gi.re.ge.zêk
گژ	.gij
گشتی	.giş.tî
گشتیدا	.giş.tî.da
گشتین	.giş.tîn
گشتیی	.giş.tîy
گشتییەکاندا	.giş.tî.ye.kan.da
گل	.gil
گمگم	.gim.gim
گواستنەوە	.gwas.ti.ne.we
گواسرایەوە	.gwas.ra.ye.we
گوتارەکانی	.gu.ta.re.ka.nî
گوتبووی	.gu.ti.bûy
گوتبوویان	.gu.ti.bû.yan
گوترا	.gut.ra
گوتران	.gut.ran
گوتراوە	.gut.ra.we
گوتم	.gu.tim
گوتمان	.gut.man
گوتنەوە	.gu.ti.ne.we
گوتوویانە	.gu.tû.ya.ne
گوتی	.gu.tî
گوتیان	.gut.yan
گورجییەکان	.gur.cî.ye.kan
گورزەک	.gur.zek
گول	.gul
گولستان	.gu.lis.tan
گولێن	.gu.lên
گومروک	.gum.ruk
گومروکەوە	.gum.ru.ke.we
گونجاو	.gun.caw
گونجاوترە	.gun.caw.ti.re
گوندانە	.gun.da.ne
گوندانەوە	.gun.da.ne.we
گوندوز	.gun.duz
گوندی	.gun.dî
گوندە	.gun.de
گوندەکان	.gun.de.kan
گوندەکانەوە	.gun.de.ka.ne.we
گوێرەی	.gwê.rey
گۆران	.go.ran
گۆرانی	.go.ra.nî
گۆرانیی	.go.ra.nîy
گۆرانییە	.go.ra.nî.ye
گۆرانییەوە	.go.ra.nî.ye.we
گۆڕا	.go.řa
گۆڕاندایە	.go.řan.da.ye
گۆڕانکاریگەلێکی	.go.řan.ka.rî.ge.lê.kî
گۆڕانکاریی	.go.řan.ka.rîy
گۆڕانکارییەک	.go.řan.ka.rî.yek
گۆڕانکارییەکانیان	.go.řan.ka.rî.ye.kan.yan
گۆڕانکارییەکی	.go.řan.ka.rî.ye.kî
گۆڕانی	.go.řa.nî
گۆڕاوەتەوە	.go.řa.we.te.we
گۆڕدرا	.goř.di.ra
گۆڕدران	.goř.di.ran
گۆڕێ	.go.řê
گۆڕەپانی	.go.ře.pa.nî
گۆڤار	.go.var
گۆڤاران	.go.va.ran
گۆڤارانێک	.go.va.ra.nêk
گۆڤارانی	.go.va.ra.nî
گۆڤارانە	.go.va.ra.ne
گۆڤارێک	.go.va.rêk
گۆڤارێکی	.go.va.rê.kî
گۆڤاری	.go.va.rî
گۆڤاریان	.go.var.yan
گۆڤاریش	.go.va.rîş
گۆڤاریشان	.go.va.rî.şan
گۆڤارە	.go.va.re
گۆڤارەکان	.go.va.re.kan
گۆڤارەکاندا	.go.va.re.kan.da
گۆڤارەکانی	.go.va.re.ka.nî
گۆڤارەکانیش	.go.va.re.ka.nîş
گۆڤارەکە	.go.va.re.ke
گۆڤارەکەدایە	.go.va.re.ke.da.ye
گۆڤارەکەی	.go.va.re.key
گۆڤارەی	.go.va.rey
گێرە	.gê.re
گێڕابووەوە	.gê.řa.bu.we.we
گێڕامەوە	.gê.řa.me.we
گێل	.gêl
گیرابوو	.gî.ra.bû
گیراوم	.gî.ra.wim
گیراوە	.gî.ra.we
گیرفانی	.gîr.fa.nî
گیروداوە	.gî.ru.da.we
گیڤارا	.gî.va.ra
گەبەروبێکار	.ge.be.ru.bê.kar
گەرمەی	.ger.mey
گەریلایانە	.ge.rî.la.ya.ne
گەرەکتانە	.ge.rek.ta.ne
گەرەکم	.ge.re.kim
گەرەکمان	.ge.rek.man
گەرەکمە	.ge.rek.me
گەرەکیان	.ge.rek.yan
گەڕان	.ge.řan
گەڕانێکی	.ge.řa.nê.kî
گەڕاوم	.ge.řa.wim
گەڕایەوە	.ge.řa.ye.we
گەڕەکی	.ge.ře.kî
گەشتیاری	.geşt.ya.rî
گەشەکردنێکی	.ge.şe.kir.di.nê.kî
گەشەکردنی	.ge.şe.kir.di.nî
گەشەی	.ge.şey
گەلاوێژ	.ge.la.wêj
گەلاوێژی	.ge.la.wê.jî
گەلێ	.ge.lê
گەلێک	.ge.lêk
گەلی	.ge.lî
گەلەکانی	.ge.le.ka.nî
گەڵاڵەکانی	.ge.ła.łe.ka.nî
گەڵاڵەی	.ge.ła.łey
گەڵاڵەیە	.ge.ła.łe.ye
گەڵاڵەیەی	.ge.ła.łe.yey
گەنج	.genc
گەورە	.gew.re
گەورەترین	.gew.re.ti.rîn
گەورەترینەکەیان	.gew.re.ti.rî.ne.ke.yan
گەورەکان	.gew.re.kan
گەورەکاندا	.gew.re.kan.da
گەورەکانی	.gew.re.ka.nî
گەورەی	.gew.rey
گەیاندنی	.ge.yan.di.nî
گەیشت	.ge.yişt
گەیشتبا	.geyş.ti.ba
گەیشتبێ	.geyş.ti.bê
گەیشتنە	.geyş.ti.ne
گەیشتووەتێ	.geyş.tu.we.tê
گەیشتووەتە	.geyş.tu.we.te
لابردران	.la.bir.di.ran
لابردنی	.la.bir.di.nî
لاپەڕە	.la.pe.ře
لاپەڕەیی	.la.pe.ře.yî
لاتین	.la.tîn
لاتینن	.la.tî.nin
لاتینیش	.la.tî.nîş
لاتینەوە	.la.tî.ne.we
لازەکان	.la.ze.kan
لاساری	.la.sa.rî
لانی	.la.nî
لاو	.law
لاوی	.la.wî
لاویش	.la.wîş
لاوەکان	.la.we.kan
لایەکی	.la.ye.kî
لایەنگرییەوە	.la.yen.gi.rî.ye.we
لایەنی	.la.ye.nî
لایەنەی	.la.ye.ney
لجەلی	.li.ce.lî
لکێنراوە	.li.kên.ra.we
لکێنەرانە	.li.kê.ne.ra.ne
لکێنەری	.li.kê.ne.rî
لکەکانی	.li.ke.ka.nî
لوبنان	.lub.nan
لوبناندا	.lub.nan.da
لوبنانی	.lub.na.nî
لوبنانەوە	.lub.na.ne.we
لۆزان	.lo.zan
لۆزاندا	.lo.zan.da
لێ	.lê
لێبکرێ	.lê.bi.ki.rê
لێپرسینەکەم	.lê.pir.sî.ne.kem
لێپرسینەوەکەمدا	.lê.pir.sî.ne.we.kem.da
لێپرسینەوەیەک	.lê.pir.sî.ne.we.yek
لێدەفرۆشرێ	.lê.def.roş.rê
لێدەکرا	.lê.de.ki.ra
لێدەکەن	.lê.de.ken
لێرە	.lê.re
لێرەدا	.lê.re.da
لێڕوانینەکانم	.lê.řwa.nî.ne.ka.nim
لێزانێکی	.lê.za.nê.kî
لێزانی	.lê.za.nî
لێزانەکانەوە	.lê.za.ne.ka.ne.we
لێژنەیە	.lêj.ne.ye
لێک	.lêk
لێکبڕابێتن	.lêk.bi.řa.bê.tin
لێکبوونەوەی	.lêk.bû.ne.wey
لێکدانەوەکانی	.lêk.da.ne.we.ka.nî
لێکدانەوەی	.lêk.da.ne.wey
لێکرا	.lê.ki.ra
لێکراون	.lê.ki.ra.win
لێکۆڵینەوە	.lê.ko.łî.ne.we
لێکۆڵینەوەکان	.lê.ko.łî.ne.we.kan
لێکۆڵینەوەی	.lê.ko.łî.ne.wey
لێکۆڵینەوەیەدا	.lê.ko.łî.ne.we.ye.da
لێکۆڵینەوەیەک	.lê.ko.łî.ne.we.yek
لێکۆڵینەوەیەکم	.lê.ko.łî.ne.we.ye.kim
لێکۆڵینەوەیەکی	.lê.ko.łî.ne.we.ye.kî
لێکۆڵەرەکان	.lê.ko.łe.re.kan
لێم	.lêm
لێمان	.lê.man
لێوەردەگیردرێ	.lê.wer.de.gîr.di.rê
لێی	.lêy
لێیان	.lê.yan
لێیانپرسی	.lê.yan.pir.sî
لێیانتێکدەچوو	.lê.yan.têk.de.çû
لێیە	.lê.ye
لیرە	.lî.re
لیرەی	.lî.rey
لیرەیی	.lî.re.yî
لیس	.lîs
لیست	.lîst
لیستانەش	.lîs.ta.neş
لیستێکی	.lîs.tê.kî
لیستی	.lîs.tî
لیستەکانی	.lîs.te.ka.nî
لیکۆڵینەوەیەک	.lî.ko.łî.ne.we.yek
لە	.le
لەباتی	.le.ba.tî
لەباری	.le.ba.rî
لەبەر	.le.ber
لەبەندیخاناندا	.le.ben.dî.xa.nan.da
لەپاش	.le.paş
لەپێش	.le.pêş
لەپەیوەندیدا	.le.pey.wen.dî.da
لەتم	.le.tim
لەتەک	.le.tek
لەچاپ	.le.çap
لەچاپدان	.le.çap.dan
لەچاپدانی	.le.çap.da.nî
لەچاپدانیان	.le.çap.dan.yan
لەچاپدانە	.le.çap.da.ne
لەچاپدانەکەشیان	.le.çap.da.ne.keş.yan
لەچاپداون	.le.çap.da.win
لەچاپداوە	.le.çap.da.we
لەچاپدرا	.le.çap.di.ra
لەچاپدرابوون	.le.çap.di.ra.bûn
لەچاپدرابێ	.le.çap.di.ra.bê
لەچاپدران	.le.çap.di.ran
لەچاپدرانی	.le.çap.di.ra.nî
لەچاپدراون	.le.çap.di.ra.win
لەچاپدراوی	.le.çap.di.ra.wî
لەچاپدراوە	.le.çap.di.ra.we
لەچاپدراوەکان	.le.çap.di.ra.we.kan
لەچاپدراوەکانی	.le.çap.di.ra.we.ka.nî
لەچاپدەدا	.le.çap.de.da
لەچاپدەدران	.le.çap.ded.ran
لەچاپدەدرێ	.le.çap.ded.rê
لەچاپدەدرێن	.le.çap.ded.rên
لەچاپدەدەن	.le.çap.de.den
لەچاپدەر	.le.çap.der
لەچاپدەران	.le.çap.de.ran
لەچاپدەرانێک	.le.çap.de.ra.nêk
لەچاپدەرانێکی	.le.çap.de.ra.nê.kî
لەچاپدەرانێکیش	.le.çap.de.ra.nê.kîş
لەچاپدەرانە	.le.çap.de.ra.ne
لەچاپدەرانەن	.le.çap.de.ra.nen
لەچاپدەرێک	.le.çap.de.rêk
لەچاپدەرێکی	.le.çap.de.rê.kî
لەچاپدەری	.le.çap.de.rî
لەچاپدەریان	.le.çap.der.yan
لەچاپدەرە	.le.çap.de.re
لەچاپدەرەکان	.le.çap.de.re.kan
لەچاپدەرەکاندا	.le.çap.de.re.kan.da
لەچاپدەرەکانی	.le.çap.de.re.ka.nî
لەچاپدەرەکانەوە	.le.çap.de.re.ka.ne.we
لەچاپدەرەکە	.le.çap.de.re.ke
لەچاپدەن	.le.çap.den
لەچاپنەدرا	.le.çap.ne.di.ra
لەچاپیان	.le.çap.yan
لەخوارەوە	.le.xwa.re.we
لەخۆ	.le.xo
لەڕاستیدا	.le.řas.tî.da
لەزگین	.lez.gîn
لەژێر	.le.jêr
لەسەر	.le.ser
لەکاتێکدایە	.le.ka.têk.da.ye
لەکۆڵ	.le.koł
لەکۆڵی	.le.ko.łî
لەگشتیدا	.le.giş.tî.da
لەگۆڕاندایە	.le.go.řan.da.ye
لەگەڕدان	.le.geř.dan
لەگەڵ	.le.geł
لەگەڵدا	.le.geł.da
لەگەڵی	.le.ge.łî
لەگەڵیان	.le.geł.yan
لەگەڵیاندا	.le.geł.yan.da
لەگەڵیدا	.le.ge.łî.da
لەگەڵە	.le.ge.łe
لەلایەنی	.le.la.ye.nî
لەم	.lem
لەمانە	.le.ma.ne
لەمپەر	.lem.per
لەمپەرانێکیان	.lem.pe.ra.nêk.yan
لەمپەرێکیان	.lem.pe.rêk.yan
لەمپەری	.lem.pe.rî
لەمپەرەکان	.lem.pe.re.kan
لەمە	.le.me
لەمەو	.le.mew
لەمەوبەر	.le.mew.ber
لەنێو	.le.nêw
لەنێوان	.le.nê.wan
لەنێوبردنیان	.le.nêw.bir.din.yan
لەنێوبەری	.le.nêw.be.rî
لەو	.lew
لەوانە	.le.wa.ne
لەوانەش	.le.wa.neş
لەوانەن	.le.wa.nen
لەوێ	.le.wê
لەوێدا	.le.wê.da
لەوەتا	.le.we.ta
لەوەدایە	.le.we.da.ye
لەوەی	.le.wey
لەوەیدا	.le.wey.da
لەئاکامدا	.le.ʔa.kam.da
لەئەنجامدا	.le.ʔen.cam.da
مَطبَع	.me.beƹ
مَکتومین	.mek.tu.mîn
مابوونەوە	.ma.bû.ne.we
ماتباعی	.mat.ba.ƹî
ماتۆڕ	.ma.toř
مارچە	.mar.çe
مارسی	.mar.sî
مارکەکانی	.mar.ke.ka.nî
مارەبڕین	.ma.re.bi.řîn
مارەبڕینەکەی	.ma.re.bi.řî.ne.key
ماشێنێکی	.ma.şê.nê.kî
ماشێنی	.ma.şê.nî
ماشینەکانی	.ma.şî.ne.ka.nî
ماف	.maf
مافخوازی	.maf.xwa.zî
مافی	.ma.fî
مافە	.ma.fe
مافەکانی	.ma.fe.ka.nî
ماکی	.ma.kî
ماڵ	.mał
ماڵان	.ma.łan
ماڵپەڕ	.mał.peř
ماڵپەڕان	.mał.pe.řan
ماڵپەڕانە	.mał.pe.řa.ne
ماڵپەڕانەدا	.mał.pe.řa.ne.da
ماڵپەڕانەم	.mał.pe.řa.nem
ماڵپەڕێک	.mał.pe.řêk
ماڵپەڕی	.mał.pe.řî
ماڵپەڕیان	.mał.peř.yan
ماڵپەڕە	.mał.pe.ře
ماڵپەڕەکان	.mał.pe.ře.kan
ماڵپەڕەکانیاندا	.mał.pe.ře.kan.yan.da
ماڵپەڕەکانیش	.mał.pe.ře.ka.nîş
ماڵێدا	.ma.łê.da
ماڵی	.ma.łî
ماڵیاندا	.mał.yan.da
ماڵە	.ma.łe
ماڵەکاندا	.ma.łe.kan.da
ماڵەکانیشدا	.ma.łe.ka.nîş.da
ماڵەکەم	.ma.łe.kem
ماڵەکەی	.ma.łe.key
ماڵەکەیان	.ma.łe.ke.yan
مامناوەندی	.mam.na.wen.dî
مامۆستا	.ma.mos.ta
مامۆستاکانی	.ma.mos.ta.ka.nî
مامۆستاکانیانەوە	.ma.mos.ta.kan.ya.ne.we
مامۆستای	.ma.mos.tay
مامۆستایانی	.ma.mos.ta.ya.nî
مامەوە	.ma.me.we
ماندووبوونی	.man.dû.bû.nî
مانگ	.mang
مانگان	.man.gan
مانگانێک	.man.ga.nêk
مانگی	.man.gî
مانەوەم	.ma.ne.wem
مانەوەیان	.ma.ne.we.yan
ماون	.ma.win
ماونەتەوە	.maw.ne.te.we
ماوەتەوە	.ma.we.te.we
ماوەی	.ma.wey
ماوەیەدا	.ma.we.ye.da
ماوەیەک	.ma.we.yek
ماوەیەکی	.ma.we.ye.kî
مایەوە	.ma.ye.we
متمانە	.mit.ma.ne
محەمەد	.mi.ḧe.med
مرۆڤ	.mi.rov
مرۆڤان	.mi.ro.van
مرۆڤناسی	.mi.rov.na.sî
مرۆڤێکە	.mi.ro.vê.ke
مڕداین	.miř.dayn
مشت	.mişt
ملم	.mi.lim
ملی	.mi.lî
ملیان	.mil.yan
ملیۆن	.mil.yon
مڵهوڕی	.mił.hu.řî
من	.min
منداڵ	.min.dał
منداڵان	.min.da.łan
منداڵی	.min.da.łî
منداڵەکانی	.min.da.łe.ka.nî
منداڵەکانیان	.min.da.łe.kan.yan
منیش	.mi.nîş
موحەمەد	.mu.ḧe.med
موستەفا	.mus.te.fa
موکری	.mu.ki.rî
موکریانی	.mu.ki.rya.nî
موکریانییە	.mu.ki.rya.nî.ye
مووچەیان	.mû.çe.yan
مووچەیەکیشم	.mû.çe.ye.kî.şim
مووسا	.mû.sa
مووسیقاییی	.mû.sî.qa.yîy
مووش	.mûş
مۆتکلی	.mot.ki.lî
مۆلیەر	.mol.yer
مۆڵەت	.mo.łet
مۆڵەتەوە	.mo.łe.te.we
مێردین	.mêr.dîn
مێژدا	.mêj.da
مێژوو	.mê.jû
مێژووی	.mê.jûy
مێژوویانەی	.mê.jû.ya.ney
مێژوویییەکان	.mê.jû.yî.ye.kan
مێشکدا	.mêş.ki.da
میرات	.mî.rat
میراتە	.mî.ra.te
میسر	.mî.sir
میلیۆن	.mîl.yon
مەبەست	.me.best
مەبەستێک	.me.bes.têk
مەبەستی	.me.bes.tî
مەترسی	.me.tir.sî
مەترسیدار	.me.tir.sî.dar
مەترسیداربوون	.me.tir.sî.dar.bûn
مەترسیی	.me.tir.sîy
مەترسییە	.me.tir.sî.ye
مەترسییەوە	.me.tir.sî.ye.we
مەحمەت	.meḧ.met
مەدرەسە	.med.re.se
مەدیا	.med.ya
مەرال	.me.ral
مەرجە	.mer.ce
مەرسین	.mer.sîn
مەرگی	.mer.gî
مەزلووم	.mez.lûm
مەلا	.me.la
مەلای	.me.lay
مەلایان	.me.la.yan
مەلەدی	.me.le.dî
مەڵبەند	.meł.bend
مەڵبەندی	.meł.ben.dî
مەڵبەندە	.meł.ben.de
مەڵبەندەکانی	.meł.ben.de.ka.nî
مەڵبەندەکانیان	.meł.ben.de.kan.yan
مەم	.mem
مەناف	.me.naf
مەنسوور	.men.sûr
مەودای	.mew.day
مەولانا	.mew.la.na
ن	.ni
نا	.na
نابرێن	.na.bi.rên
نابوو	.na.bû
نابوون	.na.bûn
نابێ	.na.bê
نابەجێ	.na.be.cê
ناتواندرێ	.na.twan.di.rê
ناتوانن	.na.twa.nin
ناتوانێ	.na.twa.nê
ناتوانین	.na.twa.nîn
ناچار	.na.çar
ناچاردەکرد	.na.çar.de.kird
ناچیرۆکەکاندا	.na.çî.ro.ke.kan.da
ناحەزتر	.na.ḧez.tir
ناخۆشی	.na.xo.şî
ناخۆشییە	.na.xo.şî.ye
نادات	.na.dat
ناداتێ	.na.da.tê
ناداتەوە	.na.da.te.we
نادرکێنن	.na.dir.kê.nin
نادرێ	.na.di.rê
نادرێن	.na.di.rên
نادۆزرێتەوە	.na.doz.rê.te.we
نادۆزرێنەوە	.na.doz.rê.ne.we
نادیار	.na.dyar
نادەن	.na.den
نادەنێ	.na.de.nê
ناردبوو	.nar.di.bû
ناردرا	.nar.di.ra
ناردرابان	.nar.di.ra.ban
ناردرابوو	.nar.di.ra.bû
ناردران	.nar.di.ran
ناردراون	.nar.di.ra.win
ناردراوەکان	.nar.di.ra.we.kan
ناردن	.nar.din
ناردنی	.nar.di.nî
ناردنیان	.nar.din.yan
ناردووە	.nar.du.we
ناڕاست	.na.řast
ناڕاستەوخۆیانە	.na.řas.tew.xo.ya.ne
ناڕێکەوە	.na.řê.ke.we
ناڕەوا	.na.ře.wa
ناڕەوای	.na.ře.way
ناز	.naz
نازانن	.na.za.nin
نازانین	.na.za.nîn
نازناو	.naz.naw
نازناوانە	.naz.na.wa.ne
نازناویان	.naz.naw.yan
نازناوەوە	.naz.na.we.we
ناساند	.na.sand
ناساندبوو	.na.san.di.bû
ناسر	.na.sir
ناسرا	.nas.ra
ناسرانیان	.nas.ran.yan
ناسراو	.nas.raw
ناسراون	.nas.ra.win
ناسراوە	.nas.ra.we
ناسراوەکانی	.nas.ra.we.ka.nî
ناسراوەوە	.nas.ra.we.we
ناسنامە	.nas.na.me
ناسنامەیەک	.nas.na.me.yek
ناسێندرا	.na.sên.di.ra
ناسێندرابوو	.na.sên.di.ra.bû
ناسێندرابوون	.na.sên.di.ra.bûn
ناشارەزا	.na.şa.re.za
ناشتوانن	.naş.twa.nin
ناشێ	.na.şê
نافرۆشن	.na.fi.ro.şin
ناڤەندا	.na.ven.da
ناکا	.na.ka
ناکامی	.na.ka.mî
ناکرێ	.na.ki.rê
ناکرێنەوە	.na.ki.rê.ne.we
ناکوردی	.na.kur.dî
ناکوردییە	.na.kur.dî.ye
ناکۆکیگەلی	.na.ko.kî.ge.lî
ناکەن	.na.ken
ناکەوێ	.na.ke.wê
ناگونجێن	.na.gun.cên
ناگەنێ	.na.ge.nê
ناگەنە	.na.ge.ne
نالەبار	.na.le.bar
نالەبارانەدا	.na.le.ba.ra.ne.da
نالەباریی	.na.le.ba.rîy
نامناسێ	.nam.na.sê
ناموسڵمانەکان	.na.mu.sił.ma.ne.kan
نامۆ	.na.mo
نامەوە	.na.me.we
نامەی	.na.mey
نامەیەک	.na.me.yek
نامەیەکی	.na.me.ye.kî
نانووسرێ	.na.nûs.rê
نانێردرێن	.na.nêr.di.rên
نانێرن	.na.nê.rin
نانەشوێن	.na.ne.şwên
ناهاوبەش	.na.haw.beş
ناهێننەوە	.na.hê.ni.ne.we
ناو	.naw
ناوازە	.na.wa.ze
ناوچە	.naw.çe
ناوچەکان	.naw.çe.kan
ناوچەکاندا	.naw.çe.kan.da
ناوچەکانی	.naw.çe.ka.nî
ناوچەکانە	.naw.çe.ka.ne
ناوچەگەلە	.naw.çe.ge.le
ناوچەی	.naw.çey
ناوچەیانە	.naw.çe.ya.ne
ناوچەیی	.naw.çe.yî
ناوچەییی	.naw.çe.yîy
ناوچەیییەکان	.naw.çe.yî.ye.kan
ناوچەیەدا	.naw.çe.ye.da
ناوچەیەک	.naw.çe.yek
ناوچەیەکی	.naw.çe.ye.kî
ناوخۆیی	.naw.xo.yî
ناوخۆیییەکان	.naw.xo.yî.ye.kan
ناوخۆیییەکانی	.naw.xo.yî.ye.ka.nî
ناوی	.na.wî
ناویسان	.na.wî.san
ناوەڕۆکی	.na.we.řo.kî
ناوەکانە	.na.we.ka.ne
ناوەنجی	.na.wen.cî
ناوەندێک	.na.wen.dêk
ناوەندێکی	.na.wen.dê.kî
ناوەندی	.na.wen.dî
ناوەندیان	.na.wend.yan
ناوەندیی	.na.wen.dîy
ناوەندییان	.na.wen.dî.yan
ناوەندییەکانی	.na.wen.dî.ye.ka.nî
ناوەندە	.na.wen.de
ناوەندەکانی	.na.wen.de.ka.nî
ناوەندەکانیان	.na.wen.de.kan.yan
ناوەندەکەی	.na.wen.de.key
نایاسایانە	.na.ya.sa.ya.ne
نایاسایی	.na.ya.sa.yî
نایاساییی	.na.ya.sa.yîy
نایاسایییانە	.na.ya.sa.yî.ya.ne
نایاسایییانەمان	.na.ya.sa.yî.ya.ne.man
نایاسایییەکان	.na.ya.sa.yî.ye.kan
نایاسایییەکانەوە	.na.ya.sa.yî.ye.ka.ne.we
نایاسایییەوە	.na.ya.sa.yî.ye.we
نایانگەنێ	.na.yan.ge.nê
نایدەن	.nay.den
نایە	.na.ye
نائاسایی	.na.ʔa.sa.yî
نرابوو	.ni.ra.bû
نرابێ	.ni.ra.bê
نرخ	.nirx
نرخێکی	.nir.xê.kî
نرخی	.nir.xî
نرخیان	.nirx.yan
نرخە	.nir.xe
نرخەکان	.nir.xe.kan
نرخەکانی	.nir.xe.ka.nî
نرخەکە	.nir.xe.ke
نزم	.ni.zim
نزیکی	.ni.zî.kî
نڤیسکی	.ni.vîs.kî
نڤیسکیی	.ni.vîs.kîy
نڤیسیاران	.ni.vîs.ya.ran
نڤیسیاری	.ni.vîs.ya.rî
نڤیسیاریی	.ni.vîs.ya.rîy
نڤیسیارەکان	.ni.vîs.ya.re.kan
نکۆڵێ	.ni.ko.łê
نکۆڵی	.ni.ko.łî
نکۆڵییانە	.ni.ko.łî.ya.ne
نمرجن	.ni.mir.cin
نموونە	.ni.mû.ne
نموونەگەلێک	.ni.mû.ne.ge.lêk
نموونەی	.ni.mû.ney
نموونەیە	.ni.mû.ne.ye
نموونەیەک	.ni.mû.ne.yek
نموونەیەکی	.ni.mû.ne.ye.kî
نهێنی	.ni.hê.nî
نهێنیانە	.ni.hên.ya.ne
نهێنین	.ni.hê.nîn
نهێنیی	.ni.hê.nîy
نهێنییانەی	.ni.hê.nî.ya.ney
نهێنییانەیە	.ni.hê.nî.ya.ne.ye
نهێنییەکانی	.ni.hê.nî.ye.ka.nî
نوو	.nû
نووبهار	.nû.bi.har
نوودەم	.nû.dem
نوورەدین	.nû.re.dîn
نووسرابوو	.nûs.ra.bû
نووسرابوون	.nûs.ra.bûn
نووسراو	.nûs.raw
نووسراون	.nûs.ra.win
نووسراونەتەوە	.nûs.raw.ne.te.we
نووسراوی	.nûs.ra.wî
نووسراوە	.nûs.ra.we
نووسراوەکان	.nûs.ra.we.kan
نووسراوەکاندا	.nûs.ra.we.kan.da
نووسراوەکانی	.nûs.ra.we.ka.nî
نووسراوەکانیان	.nûs.ra.we.kan.yan
نووسراوەکانیانەوە	.nûs.ra.we.kan.ya.ne.we
نووسراوەگەلێک	.nûs.ra.we.ge.lêk
نووسراوەگەلی	.nûs.ra.we.ge.lî
نووسراوەی	.nûs.ra.wey
نووسراوەیان	.nûs.ra.we.yan
نووسی	.nû.sî
نووسیبوو	.nû.sî.bû
نووسین	.nû.sîn
نووسیندا	.nû.sîn.da
نووسینگە	.nû.sîn.ge
نووسینگەکانی	.nû.sîn.ge.ka.nî
نووسینگەکە	.nû.sîn.ge.ke
نووسینگەکەشیدا	.nû.sîn.ge.ke.şî.da
نووسینگەکەمان	.nû.sîn.ge.ke.man
نووسینگەکەیانەوە	.nû.sîn.ge.ke.ya.ne.we
نووسینگەی	.nû.sîn.gey
نووسینی	.nû.sî.nî
نووسینیان	.nû.sîn.yan
نووسینەوە	.nû.sî.ne.we
نووسینەوەی	.nû.sî.ne.wey
نووسیویانە	.nû.sîw.ya.ne
نووسیویە	.nû.sîw.ye
نووسیوە	.nû.sî.we
نووسەر	.nû.ser
نووسەران	.nû.se.ran
نووسەرانێک	.nû.se.ra.nêk
نووسەرانێکی	.nû.se.ra.nê.kî
نووسەرانی	.nû.se.ra.nî
نووسەرانیش	.nû.se.ra.nîş
نووسەرانیشی	.nû.se.ra.nî.şî
نووسەرانە	.nû.se.ra.ne
نووسەرانەدا	.nû.se.ra.ne.da
نووسەرانەوە	.nû.se.ra.ne.we
نووسەرانەی	.nû.se.ra.ney
نووسەرکی	.nû.ser.kî
نووسەرێک	.nû.se.rêk
نووسەرێکی	.nû.se.rê.kî
نووسەری	.nû.se.rî
نووسەریش	.nû.se.rîş
نووسەریشن	.nû.se.rî.şin
نووسەرە	.nû.se.re
نووسەرەکان	.nû.se.re.kan
نووسەرەکاندا	.nû.se.re.kan.da
نووسەرەکانی	.nû.se.re.ka.nî
نووسەرەکانیان	.nû.se.re.kan.yan
